SSC_NAME16	MaxSchoolingCompleted	adults
Barwon	Year 8	3
Barwon	Year 9	4
Barwon	Year 10	7
Barwon	Year 12	6
Baryulgil	Year 8	14
Baryulgil	Year 9	10
Baryulgil	Year 10	23
Baryulgil	Year 11	3
Baryulgil	Year 12	8
Basin View	Year 8	76
Basin View	Year 9	160
Basin View	Year 10	406
Basin View	Year 11	89
Basin View	Year 12	391
Bass Hill	Did not go to school	187
Bass Hill	Year 8	556
Bass Hill	Year 9	439
Bass Hill	Year 10	1544
Bass Hill	Year 11	421
Bass Hill	Year 12	3416
Batar Creek	Year 8	3
Batar Creek	Year 9	4
Batar Creek	Year 10	23
Batar Creek	Year 11	3
Batar Creek	Year 12	23
Bateau Bay	Did not go to school	16
Bateau Bay	Year 8	499
Bateau Bay	Year 9	938
Bateau Bay	Year 10	3124
Bateau Bay	Year 11	698
Bateau Bay	Year 12	3742
Batehaven	Year 8	106
Batehaven	Year 9	160
Batehaven	Year 10	476
Batehaven	Year 11	117
Batehaven	Year 12	464
Batemans Bay	Did not go to school	3
Batemans Bay	Year 8	122
Batemans Bay	Year 9	137
Batemans Bay	Year 10	405
Batemans Bay	Year 11	108
Batemans Bay	Year 12	319
Bathampton	Year 10	4
Bathampton	Year 12	22
Bathurst	Did not go to school	20
Bathurst	Year 8	279
Bathurst	Year 9	392
Bathurst	Year 10	1330
Bathurst	Year 11	355
Bathurst	Year 12	3014
Batlow	Did not go to school	9
Batlow	Year 8	88
Batlow	Year 9	116
Batlow	Year 10	345
Batlow	Year 11	73
Batlow	Year 12	342
Baulkham Hills	Did not go to school	155
Baulkham Hills	Year 8	715
Baulkham Hills	Year 9	1222
Baulkham Hills	Year 10	5018
Baulkham Hills	Year 11	1470
Baulkham Hills	Year 12	19259
Baw Baw (NSW)	Did not go to school	3
Baw Baw (NSW)	Year 8	10
Baw Baw (NSW)	Year 9	12
Baw Baw (NSW)	Year 10	62
Baw Baw (NSW)	Year 11	12
Baw Baw (NSW)	Year 12	99
Bawley Point	Year 8	25
Bawley Point	Year 9	42
Bawley Point	Year 10	199
Bawley Point	Year 11	34
Bawley Point	Year 12	248
Bayview (NSW)	Did not go to school	3
Bayview (NSW)	Year 8	54
Bayview (NSW)	Year 9	139
Bayview (NSW)	Year 10	589
Bayview (NSW)	Year 11	171
Bayview (NSW)	Year 12	1872
Beacon Hill	Did not go to school	29
Beacon Hill	Year 8	192
Beacon Hill	Year 9	294
Beacon Hill	Year 10	1103
Beacon Hill	Year 11	334
Beacon Hill	Year 12	3636
Beaconsfield (NSW)	Did not go to school	3
Beaconsfield (NSW)	Year 8	9
Beaconsfield (NSW)	Year 9	26
Beaconsfield (NSW)	Year 10	94
Beaconsfield (NSW)	Year 11	39
Beaconsfield (NSW)	Year 12	635
Bean Creek	Year 8	10
Bean Creek	Year 9	3
Bean Creek	Year 10	19
Bean Creek	Year 12	19
Bearbong	Year 8	8
Bearbong	Year 10	24
Bearbong	Year 12	16
Beaumont (NSW)	Year 9	3
Beaumont (NSW)	Year 10	20
Beaumont (NSW)	Year 11	3
Beaumont (NSW)	Year 12	60
Beaumont Hills	Did not go to school	26
Beaumont Hills	Year 8	127
Beaumont Hills	Year 9	275
Beaumont Hills	Year 10	1041
Beaumont Hills	Year 11	382
Beaumont Hills	Year 12	4621
Beckom	Year 9	5
Beckom	Year 10	29
Beckom	Year 11	3
Beckom	Year 12	41
Bective	Year 8	7
Bective	Year 9	10
Bective	Year 10	55
Bective	Year 11	18
Bective	Year 12	69
Bectric	Year 8	3
Bectric	Year 10	18
Bectric	Year 11	4
Bectric	Year 12	12
Bedgerabong	Year 8	8
Bedgerabong	Year 9	11
Bedgerabong	Year 10	30
Bedgerabong	Year 11	4
Bedgerabong	Year 12	42
Beechwood	Year 8	40
Beechwood	Year 9	51
Beechwood	Year 10	164
Beechwood	Year 11	34
Beechwood	Year 12	149
Beecroft	Did not go to school	24
Beecroft	Year 8	93
Beecroft	Year 9	297
Beecroft	Year 10	870
Beecroft	Year 11	341
Beecroft	Year 12	5510
Beelbangera	Did not go to school	3
Beelbangera	Year 8	36
Beelbangera	Year 9	25
Beelbangera	Year 10	116
Beelbangera	Year 11	19
Beelbangera	Year 12	100
Beemunnel	Year 8	3
Beemunnel	Year 10	4
Bega	Did not go to school	11
Bega	Year 8	288
Bega	Year 9	367
Bega	Year 10	1139
Bega	Year 11	311
Bega	Year 12	1231
Beggan Beggan	Year 8	3
Beggan Beggan	Year 10	17
Beggan Beggan	Year 11	3
Beggan Beggan	Year 12	40
Belanglo	Year 10	3
Belanglo	Year 12	11
Belbora	Year 8	8
Belbora	Year 9	12
Belbora	Year 10	34
Belbora	Year 11	3
Belbora	Year 12	30
Belfield	Did not go to school	106
Belfield	Year 8	372
Belfield	Year 9	265
Belfield	Year 10	848
Belfield	Year 11	245
Belfield	Year 12	2930
Belford	Year 8	4
Belford	Year 9	7
Belford	Year 10	40
Belford	Year 11	12
Belford	Year 12	57
Belfrayden	Year 8	3
Belfrayden	Year 9	4
Belfrayden	Year 10	7
Belgravia	Year 8	3
Belgravia	Year 9	5
Belgravia	Year 10	23
Belgravia	Year 11	3
Belgravia	Year 12	46
Belimbla Park	Year 8	19
Belimbla Park	Year 9	35
Belimbla Park	Year 10	178
Belimbla Park	Year 11	30
Belimbla Park	Year 12	173
Bell (NSW)	Year 8	3
Bell (NSW)	Year 9	3
Bell (NSW)	Year 10	19
Bell (NSW)	Year 11	3
Bell (NSW)	Year 12	10
Bella Vista	Did not go to school	42
Bella Vista	Year 8	109
Bella Vista	Year 9	205
Bella Vista	Year 10	848
Bella Vista	Year 11	293
Bella Vista	Year 12	4689
Bellambi	Did not go to school	22
Bellambi	Year 8	234
Bellambi	Year 9	394
Bellambi	Year 10	979
Bellambi	Year 11	226
Bellambi	Year 12	1097
Bellangry	Year 8	8
Bellangry	Year 9	8
Bellangry	Year 10	31
Bellangry	Year 11	6
Bellangry	Year 12	25
Bellata	Year 8	21
Bellata	Year 9	29
Bellata	Year 10	88
Bellata	Year 11	13
Bellata	Year 12	78
Bellawongarah	Year 10	15
Bellawongarah	Year 11	4
Bellawongarah	Year 12	80
Bellbird	Did not go to school	12
Bellbird	Year 8	102
Bellbird	Year 9	198
Bellbird	Year 10	600
Bellbird	Year 11	126
Bellbird	Year 12	406
Bellbird Heights	Year 8	31
Bellbird Heights	Year 9	66
Bellbird Heights	Year 10	220
Bellbird Heights	Year 11	55
Bellbird Heights	Year 12	216
Bellbrook	Year 8	25
Bellbrook	Year 9	27
Bellbrook	Year 10	67
Bellbrook	Year 11	15
Bellbrook	Year 12	64
Bellevue Hill	Did not go to school	15
Bellevue Hill	Year 8	95
Bellevue Hill	Year 9	196
Bellevue Hill	Year 10	549
Bellevue Hill	Year 11	327
Bellevue Hill	Year 12	6821
Bellimbopinni	Year 8	8
Bellimbopinni	Year 9	9
Bellimbopinni	Year 10	21
Bellimbopinni	Year 11	6
Bellimbopinni	Year 12	27
Bellingen	Did not go to school	8
Bellingen	Year 8	113
Bellingen	Year 9	222
Bellingen	Year 10	693
Bellingen	Year 11	225
Bellingen	Year 12	1410
Bellmount Forest	Year 8	3
Bellmount Forest	Year 9	9
Bellmount Forest	Year 10	14
Bellmount Forest	Year 11	3
Bellmount Forest	Year 12	63
Belltrees	Year 10	3
Belltrees	Year 12	19
Belmont (NSW)	Did not go to school	17
Belmont (NSW)	Year 8	343
Belmont (NSW)	Year 9	682
Belmont (NSW)	Year 10	2000
Belmont (NSW)	Year 11	446
Belmont (NSW)	Year 12	2041
Belmont North	Did not go to school	13
Belmont North	Year 8	216
Belmont North	Year 9	523
Belmont North	Year 10	1834
Belmont North	Year 11	366
Belmont North	Year 12	1752
Belmont South	Did not go to school	3
Belmont South	Year 8	53
Belmont South	Year 9	108
Belmont South	Year 10	354
Belmont South	Year 11	80
Belmont South	Year 12	247
Belmore	Did not go to school	397
Belmore	Year 8	909
Belmore	Year 9	449
Belmore	Year 10	1468
Belmore	Year 11	533
Belmore	Year 12	5842
Belmore River	Year 8	16
Belmore River	Year 9	23
Belmore River	Year 10	72
Belmore River	Year 11	15
Belmore River	Year 12	59
Beloka	Year 10	3
Beloka	Year 12	14
Belowra	Year 10	3
Belrose	Did not go to school	29
Belrose	Year 8	188
Belrose	Year 9	360
Belrose	Year 10	1409
Belrose	Year 11	400
Belrose	Year 12	4197
Bemboka	Year 8	37
Bemboka	Year 9	34
Bemboka	Year 10	150
Bemboka	Year 11	42
Bemboka	Year 12	163
Ben Bullen	Year 9	5
Ben Bullen	Year 10	34
Ben Bullen	Year 11	3
Ben Bullen	Year 12	21
Ben Lomond (NSW)	Year 8	8
Ben Lomond (NSW)	Year 9	10
Ben Lomond (NSW)	Year 10	39
Ben Lomond (NSW)	Year 11	6
Ben Lomond (NSW)	Year 12	46
Benandarah	Year 8	4
Benandarah	Year 9	8
Benandarah	Year 10	42
Benandarah	Year 11	16
Benandarah	Year 12	31
Bendalong	Year 8	3
Bendalong	Year 9	3
Bendalong	Year 10	31
Bendalong	Year 11	3
Bendalong	Year 12	28
Bendemeer	Year 8	26
Bendemeer	Year 9	32
Bendemeer	Year 10	162
Bendemeer	Year 11	23
Bendemeer	Year 12	122
Bendick Murrell	Year 8	4
Bendick Murrell	Year 9	13
Bendick Murrell	Year 10	56
Bendick Murrell	Year 11	7
Bendick Murrell	Year 12	38
Bendolba	Year 8	8
Bendolba	Year 9	17
Bendolba	Year 10	53
Bendolba	Year 11	13
Bendolba	Year 12	39
Bendoura	Year 9	4
Bendoura	Year 10	14
Bendoura	Year 12	26
Benerembah	Year 9	4
Benerembah	Year 10	17
Benerembah	Year 11	5
Benerembah	Year 12	34
Bengalla	Year 10	5
Bengalla	Year 12	4
Bennetts Green	Year 10	3
Bennetts Green	Year 12	6
Benolong	Year 9	8
Benolong	Year 10	12
Benolong	Year 12	16
Bensville	Did not go to school	4
Bensville	Year 8	52
Bensville	Year 9	138
Bensville	Year 10	573
Bensville	Year 11	145
Bensville	Year 12	997
Bentley (NSW)	Year 8	8
Bentley (NSW)	Year 9	15
Bentley (NSW)	Year 10	58
Bentley (NSW)	Year 11	11
Bentley (NSW)	Year 12	49
Berala	Did not go to school	390
Berala	Year 8	590
Berala	Year 9	376
Berala	Year 10	1032
Berala	Year 11	354
Berala	Year 12	4341
Berambing	Year 9	3
Berambing	Year 10	23
Berambing	Year 11	6
Berambing	Year 12	41
Beresfield	Did not go to school	14
Beresfield	Year 8	180
Beresfield	Year 9	346
Beresfield	Year 10	969
Beresfield	Year 11	187
Beresfield	Year 12	757
Bergalia	Year 8	8
Bergalia	Year 9	8
Bergalia	Year 10	43
Bergalia	Year 11	3
Bergalia	Year 12	61
Berkeley	Did not go to school	69
Berkeley	Year 8	517
Berkeley	Year 9	672
Berkeley	Year 10	1940
Berkeley	Year 11	433
Berkeley	Year 12	1990
Berkeley Vale	Did not go to school	15
Berkeley Vale	Year 8	294
Berkeley Vale	Year 9	612
Berkeley Vale	Year 10	2218
Berkeley Vale	Year 11	512
Berkeley Vale	Year 12	2522
Berkshire Park	Did not go to school	8
Berkshire Park	Year 8	83
Berkshire Park	Year 9	95
Berkshire Park	Year 10	363
Berkshire Park	Year 11	56
Berkshire Park	Year 12	249
Bermagui	Did not go to school	4
Bermagui	Year 8	76
Bermagui	Year 9	124
Bermagui	Year 10	348
Bermagui	Year 11	111
Bermagui	Year 12	513
Berowra	Year 8	65
Berowra	Year 9	163
Berowra	Year 10	775
Berowra	Year 11	225
Berowra	Year 12	2333
Berowra Creek	Year 10	3
Berowra Creek	Year 12	11
Berowra Heights	Did not go to school	17
Berowra Heights	Year 8	82
Berowra Heights	Year 9	223
Berowra Heights	Year 10	938
Berowra Heights	Year 11	254
Berowra Heights	Year 12	2388
Berowra Waters	Year 9	4
Berowra Waters	Year 10	12
Berowra Waters	Year 11	3
Berowra Waters	Year 12	32
Berrambool	Year 8	31
Berrambool	Year 9	30
Berrambool	Year 10	122
Berrambool	Year 11	46
Berrambool	Year 12	126
Berrara	Year 8	10
Berrara	Year 9	35
Berrara	Year 10	86
Berrara	Year 11	26
Berrara	Year 12	84
Berremangra	Year 8	4
Berremangra	Year 10	29
Berremangra	Year 11	3
Berremangra	Year 12	24
Berrico	Year 8	3
Berrico	Year 10	3
Berrico	Year 12	11
Berridale	Did not go to school	4
Berridale	Year 8	42
Berridale	Year 9	67
Berridale	Year 10	300
Berridale	Year 11	82
Berridale	Year 12	385
Berrigal	Year 10	6
Berrigal	Year 12	8
Berrigan	Did not go to school	3
Berrigan	Year 8	82
Berrigan	Year 9	128
Berrigan	Year 10	287
Berrigan	Year 11	115
Berrigan	Year 12	290
Berrilee	Did not go to school	3
Berrilee	Year 8	3
Berrilee	Year 9	6
Berrilee	Year 10	54
Berrilee	Year 11	10
Berrilee	Year 12	118
Berrima	Year 8	11
Berrima	Year 9	26
Berrima	Year 10	132
Berrima	Year 11	34
Berrima	Year 12	293
Berringer Lake	Year 9	3
Berringer Lake	Year 10	11
Berringer Lake	Year 12	6
Berry	Did not go to school	4
Berry	Year 8	69
Berry	Year 9	203
Berry	Year 10	635
Berry	Year 11	115
Berry	Year 12	1024
Berry Jerry	Year 9	6
Berry Jerry	Year 10	18
Berry Jerry	Year 11	5
Berry Jerry	Year 12	13
Berry Mountain	Year 10	3
Berry Mountain	Year 12	16
Berry Park	Year 8	3
Berry Park	Year 9	5
Berry Park	Year 10	37
Berry Park	Year 11	7
Berry Park	Year 12	44
Berthong	Year 9	3
Berthong	Year 10	9
Berthong	Year 11	3
Berthong	Year 12	20
Beryl	Year 8	5
Beryl	Year 9	13
Beryl	Year 10	35
Beryl	Year 12	29
Bethungra	Year 8	9
Bethungra	Year 9	14
Bethungra	Year 10	52
Bethungra	Year 11	15
Bethungra	Year 12	41
Bevendale	Year 8	3
Bevendale	Year 9	4
Bevendale	Year 10	13
Bevendale	Year 12	20
Beverley Park	Did not go to school	19
Beverley Park	Year 8	118
Beverley Park	Year 9	100
Beverley Park	Year 10	322
Beverley Park	Year 11	81
Beverley Park	Year 12	1170
Beverly Hills	Did not go to school	167
Beverly Hills	Year 8	491
Beverly Hills	Year 9	408
Beverly Hills	Year 10	1306
Beverly Hills	Year 11	347
Beverly Hills	Year 12	5194
Bewong	Year 8	3
Bewong	Year 10	20
Bewong	Year 11	7
Bewong	Year 12	27
Bexhill	Did not go to school	3
Bexhill	Year 8	10
Bexhill	Year 9	31
Bexhill	Year 10	119
Bexhill	Year 11	30
Bexhill	Year 12	171
Bexley	Did not go to school	282
Bexley	Year 8	983
Bexley	Year 9	637
Bexley	Year 10	2399
Bexley	Year 11	741
Bexley	Year 12	9193
Bexley North	Did not go to school	80
Bexley North	Year 8	248
Bexley North	Year 9	143
Bexley North	Year 10	499
Bexley North	Year 11	142
Bexley North	Year 12	2000
Biala	Year 8	7
Biala	Year 9	3
Biala	Year 10	19
Biala	Year 11	8
Biala	Year 12	15
Bibbenluke	Year 8	6
Bibbenluke	Year 9	11
Bibbenluke	Year 10	14
Bibbenluke	Year 11	10
Bibbenluke	Year 12	23
Biddon	Year 8	10
Biddon	Year 9	10
Biddon	Year 10	24
Biddon	Year 11	3
Biddon	Year 12	27
Bidgeemia	Year 10	8
Bidgeemia	Year 12	10
Bidwill (NSW)	Did not go to school	51
Bidwill (NSW)	Year 8	271
Bidwill (NSW)	Year 9	393
Bidwill (NSW)	Year 10	822
Bidwill (NSW)	Year 11	248
Bidwill (NSW)	Year 12	841
Bielsdown Hills	Year 8	8
Bielsdown Hills	Year 9	8
Bielsdown Hills	Year 10	23
Bielsdown Hills	Year 11	4
Bielsdown Hills	Year 12	36
Big Hill (NSW)	Year 8	3
Big Hill (NSW)	Year 9	4
Big Hill (NSW)	Year 10	7
Big Hill (NSW)	Year 12	18
Big Jacks Creek	Year 9	6
Big Jacks Creek	Year 10	13
Big Jacks Creek	Year 11	3
Big Jacks Creek	Year 12	16
Big Ridge	Year 10	3
Big Ridge	Year 12	3
Big Springs	Year 8	4
Big Springs	Year 9	3
Big Springs	Year 10	21
Big Springs	Year 11	10
Big Springs	Year 12	44
Bigga	Year 8	17
Bigga	Year 9	22
Bigga	Year 10	62
Bigga	Year 11	9
Bigga	Year 12	58
Bilambil	Year 8	20
Bilambil	Year 9	15
Bilambil	Year 10	120
Bilambil	Year 11	33
Bilambil	Year 12	132
Bilambil Heights	Did not go to school	5
Bilambil Heights	Year 8	72
Bilambil Heights	Year 9	172
Bilambil Heights	Year 10	864
Bilambil Heights	Year 11	261
Bilambil Heights	Year 12	1133
Bilbul	Did not go to school	3
Bilbul	Year 8	28
Bilbul	Year 9	38
Bilbul	Year 10	149
Bilbul	Year 11	37
Bilbul	Year 12	126
Bilgola Beach	Year 8	3
Bilgola Beach	Year 9	3
Bilgola Beach	Year 10	33
Bilgola Beach	Year 11	3
Bilgola Beach	Year 12	157
Bilgola Plateau	Did not go to school	6
Bilgola Plateau	Year 8	30
Bilgola Plateau	Year 9	98
Bilgola Plateau	Year 10	475
Bilgola Plateau	Year 11	163
Bilgola Plateau	Year 12	1848
Billeroy	Year 8	6
Billeroy	Year 10	6
Billeroy	Year 12	14
Billimari	Year 8	14
Billimari	Year 9	11
Billimari	Year 10	36
Billimari	Year 11	9
Billimari	Year 12	32
Billinudgel	Year 8	3
Billinudgel	Year 9	12
Billinudgel	Year 10	59
Billinudgel	Year 11	13
Billinudgel	Year 12	72
Billys Creek	Year 9	3
Billys Creek	Year 10	13
Billys Creek	Year 11	4
Billys Creek	Year 12	23
Billywillinga	Year 8	4
Billywillinga	Year 9	13
Billywillinga	Year 10	44
Billywillinga	Year 11	7
Billywillinga	Year 12	69
Bilpin	Did not go to school	3
Bilpin	Year 8	16
Bilpin	Year 9	40
Bilpin	Year 10	185
Bilpin	Year 11	48
Bilpin	Year 12	201
Bimbi	Year 8	3
Bimbi	Year 9	5
Bimbi	Year 10	21
Bimbi	Year 11	4
Bimbi	Year 12	31
Bimbimbie	Year 9	7
Bimbimbie	Year 10	36
Bimbimbie	Year 11	9
Bimbimbie	Year 12	33
Binalong	Year 8	24
Binalong	Year 9	26
Binalong	Year 10	130
Binalong	Year 11	24
Binalong	Year 12	182
Binda	Year 8	18
Binda	Year 9	19
Binda	Year 10	66
Binda	Year 11	10
Binda	Year 12	75
Bindera	Year 10	4
Bindera	Year 11	3
Bindera	Year 12	7
Bingara	Did not go to school	4
Bingara	Year 8	141
Bingara	Year 9	150
Bingara	Year 10	413
Bingara	Year 11	61
Bingara	Year 12	288
Bingeebeebra Creek	Year 8	3
Bingeebeebra Creek	Year 10	7
Bingeebeebra Creek	Year 12	3
Bingie	Year 8	3
Bingie	Year 9	8
Bingie	Year 10	42
Bingie	Year 11	14
Bingie	Year 12	98
Bingleburra	Year 10	6
Bingleburra	Year 11	3
Bingleburra	Year 12	8
Biniguy	Year 8	3
Biniguy	Year 9	13
Biniguy	Year 10	35
Biniguy	Year 11	5
Biniguy	Year 12	37
Binjura	Year 8	8
Binjura	Year 9	18
Binjura	Year 10	73
Binjura	Year 11	22
Binjura	Year 12	117
Binna Burra (NSW)	Did not go to school	3
Binna Burra (NSW)	Year 8	14
Binna Burra (NSW)	Year 9	4
Binna Burra (NSW)	Year 10	33
Binna Burra (NSW)	Year 11	8
Binna Burra (NSW)	Year 12	88
Binnaway	Did not go to school	3
Binnaway	Year 8	57
Binnaway	Year 9	69
Binnaway	Year 10	185
Binnaway	Year 11	26
Binnaway	Year 12	124
Binya	Year 8	11
Binya	Year 9	6
Binya	Year 10	28
Binya	Year 11	3
Binya	Year 12	45
Birchgrove	Year 8	27
Birchgrove	Year 9	61
Birchgrove	Year 10	211
Birchgrove	Year 11	78
Birchgrove	Year 12	2053
Birdwood (NSW)	Year 8	3
Birdwood (NSW)	Year 9	6
Birdwood (NSW)	Year 10	12
Birdwood (NSW)	Year 12	11
Birganbigil	Year 10	10
Birganbigil	Year 11	5
Birganbigil	Year 12	20
Birmingham Gardens	Did not go to school	13
Birmingham Gardens	Year 8	91
Birmingham Gardens	Year 9	145
Birmingham Gardens	Year 10	392
Birmingham Gardens	Year 11	94
Birmingham Gardens	Year 12	1156
Birriwa	Year 8	7
Birriwa	Year 9	3
Birriwa	Year 10	17
Birriwa	Year 12	8
Birrong	Did not go to school	66
Birrong	Year 8	160
Birrong	Year 9	138
Birrong	Year 10	446
Birrong	Year 11	135
Birrong	Year 12	1376
Bishops Bridge	Year 8	13
Bishops Bridge	Year 9	20
Bishops Bridge	Year 10	66
Bishops Bridge	Year 11	14
Bishops Bridge	Year 12	65
Bithramere	Year 8	3
Bithramere	Year 9	11
Bithramere	Year 10	43
Bithramere	Year 11	5
Bithramere	Year 12	66
Black Creek (Port Macquarie-Hastings - NSW)	Year 9	6
Black Creek (Port Macquarie-Hastings - NSW)	Year 10	13
Black Creek (Port Macquarie-Hastings - NSW)	Year 11	4
Black Creek (Port Macquarie-Hastings - NSW)	Year 12	20
Black Creek (Snowy Valleys - NSW)	Year 10	3
Black Creek (Snowy Valleys - NSW)	Year 12	4
Black Head	Year 8	37
Black Head	Year 9	70
Black Head	Year 10	272
Black Head	Year 11	49
Black Head	Year 12	297
Black Hill (NSW)	Year 8	13
Black Hill (NSW)	Year 9	41
Black Hill (NSW)	Year 10	139
Black Hill (NSW)	Year 11	36
Black Hill (NSW)	Year 12	186
Black Hollow	Year 9	3
Black Hollow	Year 10	8
Black Hollow	Year 12	7
Black Mountain (NSW)	Year 8	9
Black Mountain (NSW)	Year 9	13
Black Mountain (NSW)	Year 10	46
Black Mountain (NSW)	Year 11	10
Black Mountain (NSW)	Year 12	146
Black Range (NSW)	Year 8	10
Black Range (NSW)	Year 9	3
Black Range (NSW)	Year 10	45
Black Range (NSW)	Year 11	17
Black Range (NSW)	Year 12	55
Black Springs (NSW)	Year 8	15
Black Springs (NSW)	Year 9	8
Black Springs (NSW)	Year 10	73
Black Springs (NSW)	Year 11	12
Black Springs (NSW)	Year 12	47
Blackalls Park	Did not go to school	12
Blackalls Park	Year 8	112
Blackalls Park	Year 9	286
Blackalls Park	Year 10	766
Blackalls Park	Year 11	166
Blackalls Park	Year 12	788
Blackbutt (NSW)	Did not go to school	30
Blackbutt (NSW)	Year 8	142
Blackbutt (NSW)	Year 9	220
Blackbutt (NSW)	Year 10	896
Blackbutt (NSW)	Year 11	213
Blackbutt (NSW)	Year 12	1071
Blackett	Did not go to school	34
Blackett	Year 8	205
Blackett	Year 9	277
Blackett	Year 10	662
Blackett	Year 11	208
Blackett	Year 12	832
Blackheath	Did not go to school	17
Blackheath	Year 8	96
Blackheath	Year 9	216
Blackheath	Year 10	823
Blackheath	Year 11	220
Blackheath	Year 12	2064
Blackmans Flat	Year 10	7
Blackmans Flat	Year 12	8
Blackmans Point	Year 8	9
Blackmans Point	Year 9	18
Blackmans Point	Year 10	58
Blackmans Point	Year 11	7
Blackmans Point	Year 12	45
Blacksmiths	Did not go to school	5
Blacksmiths	Year 8	93
Blacksmiths	Year 9	219
Blacksmiths	Year 10	581
Blacksmiths	Year 11	104
Blacksmiths	Year 12	455
Blacktown	Did not go to school	606
Blacktown	Year 8	2069
Blacktown	Year 9	2057
Blacktown	Year 10	6974
Blacktown	Year 11	2003
Blacktown	Year 12	21086
Blackville	Year 8	3
Blackville	Year 9	4
Blackville	Year 10	14
Blackville	Year 11	10
Blackville	Year 12	36
Blackwall (NSW)	Did not go to school	8
Blackwall (NSW)	Year 8	69
Blackwall (NSW)	Year 9	142
Blackwall (NSW)	Year 10	500
Blackwall (NSW)	Year 11	105
Blackwall (NSW)	Year 12	613
Blair Athol (NSW)	Did not go to school	23
Blair Athol (NSW)	Year 8	58
Blair Athol (NSW)	Year 9	107
Blair Athol (NSW)	Year 10	359
Blair Athol (NSW)	Year 11	153
Blair Athol (NSW)	Year 12	1457
Blairmount	Did not go to school	9
Blairmount	Year 8	17
Blairmount	Year 9	25
Blairmount	Year 10	64
Blairmount	Year 11	28
Blairmount	Year 12	155
Blakebrook	Year 8	15
Blakebrook	Year 9	10
Blakebrook	Year 10	44
Blakebrook	Year 11	3
Blakebrook	Year 12	32
Blakehurst	Did not go to school	58
Blakehurst	Year 8	214
Blakehurst	Year 9	215
Blakehurst	Year 10	805
Blakehurst	Year 11	280
Blakehurst	Year 12	3226
Blakney Creek	Year 8	4
Blakney Creek	Year 9	3
Blakney Creek	Year 10	15
Blakney Creek	Year 12	29
Bland	Year 9	5
Bland	Year 10	9
Bland	Year 12	12
Blandford	Year 8	8
Blandford	Year 9	19
Blandford	Year 10	54
Blandford	Year 11	11
Blandford	Year 12	57
Blaxland (NSW)	Did not go to school	5
Blaxland (NSW)	Year 8	116
Blaxland (NSW)	Year 9	336
Blaxland (NSW)	Year 10	1559
Blaxland (NSW)	Year 11	379
Blaxland (NSW)	Year 12	3282
Blaxlands Creek	Year 8	8
Blaxlands Creek	Year 9	8
Blaxlands Creek	Year 10	38
Blaxlands Creek	Year 11	8
Blaxlands Creek	Year 12	45
Blaxlands Ridge	Year 8	3
Blaxlands Ridge	Year 9	30
Blaxlands Ridge	Year 10	143
Blaxlands Ridge	Year 11	18
Blaxlands Ridge	Year 12	153
Blayney	Did not go to school	7
Blayney	Year 8	197
Blayney	Year 9	283
Blayney	Year 10	933
Blayney	Year 11	185
Blayney	Year 12	796
Bligh Park	Did not go to school	12
Bligh Park	Year 8	150
Bligh Park	Year 9	399
Bligh Park	Year 10	1718
Bligh Park	Year 11	390
Bligh Park	Year 12	1961
Blighty	Year 8	10
Blighty	Year 9	7
Blighty	Year 10	26
Blighty	Year 11	13
Blighty	Year 12	41
Blue Bay	Year 8	23
Blue Bay	Year 9	84
Blue Bay	Year 10	300
Blue Bay	Year 11	66
Blue Bay	Year 12	325
Blue Haven	Did not go to school	14
Blue Haven	Year 8	266
Blue Haven	Year 9	502
Blue Haven	Year 10	1783
Blue Haven	Year 11	403
Blue Haven	Year 12	1532
Blue Knob	Year 8	4
Blue Knob	Year 9	3
Blue Knob	Year 10	50
Blue Knob	Year 11	13
Blue Knob	Year 12	85
Blue Nobby	Year 10	6
Blue Nobby	Year 12	14
Blue Vale	Year 8	4
Blue Vale	Year 9	5
Blue Vale	Year 10	15
Blue Vale	Year 12	18
Blueys Beach	Year 8	13
Blueys Beach	Year 9	13
Blueys Beach	Year 10	54
Blueys Beach	Year 11	13
Blueys Beach	Year 12	64
Boambee	Did not go to school	6
Boambee	Year 8	60
Boambee	Year 9	108
Boambee	Year 10	368
Boambee	Year 11	102
Boambee	Year 12	614
Boambee East	Did not go to school	8
Boambee East	Year 8	218
Boambee East	Year 9	393
Boambee East	Year 10	1391
Boambee East	Year 11	391
Boambee East	Year 12	1521
Boambolo	Year 10	6
Boambolo	Year 11	3
Boambolo	Year 12	30
Boat Harbour (Lismore - NSW)	Year 8	3
Boat Harbour (Lismore - NSW)	Year 9	9
Boat Harbour (Lismore - NSW)	Year 10	28
Boat Harbour (Lismore - NSW)	Year 11	7
Boat Harbour (Lismore - NSW)	Year 12	57
Boat Harbour (Port Stephens - NSW)	Year 8	23
Boat Harbour (Port Stephens - NSW)	Year 9	53
Boat Harbour (Port Stephens - NSW)	Year 10	248
Boat Harbour (Port Stephens - NSW)	Year 11	60
Boat Harbour (Port Stephens - NSW)	Year 12	340
Bobadah	Year 10	3
Bobadah	Year 12	3
Bobin	Year 8	10
Bobin	Year 9	14
Bobin	Year 10	48
Bobin	Year 11	5
Bobin	Year 12	36
Bobs Creek	Year 9	13
Bobs Creek	Year 10	26
Bobs Creek	Year 11	4
