SSC_NAME16	Sex	persons
Mepunga East	M	35
Mepunga West	F	43
Mepunga West	M	40
Merbein	F	1370
Merbein	M	1344
Merbein South	F	204
Merbein South	M	202
Merbein West	F	90
Merbein West	M	103
Meredith	F	388
Meredith	M	397
Meringur	F	32
Meringur	M	40
Merino	F	119
Merino	M	134
Mernda	F	8459
Mernda	M	8001
Merriang	F	80
Merriang	M	93
Merriang South	F	23
Merriang South	M	16
Merricks	F	98
Merricks	M	91
Merricks Beach	F	63
Merricks Beach	M	69
Merricks North	F	208
Merricks North	M	221
Merrigum	F	321
Merrigum	M	358
Merrijig (Mansfield - Vic.)	F	260
Merrijig (Mansfield - Vic.)	M	288
Merrimu	F	178
Merrimu	M	193
Merrinee	F	22
Merrinee	M	27
Merton	F	81
Merton	M	110
Metcalfe	F	94
Metcalfe	M	98
Metcalfe East	F	15
Metcalfe East	M	14
Metung	F	728
Metung	M	722
Mia Mia (Vic.)	F	82
Mia Mia (Vic.)	M	91
Mickleham	F	1561
Mickleham	M	1583
Middle Creek	F	7
Middle Creek	M	10
Middle Park (Vic.)	F	2123
Middle Park (Vic.)	M	2021
Middle Tarwin	F	46
Middle Tarwin	M	48
Miepoll	F	100
Miepoll	M	113
Miga Lake	F	14
Miga Lake	M	15
Milawa	F	300
Milawa	M	289
Mildura	F	16998
Mildura	M	15745
Mill Park	F	15104
Mill Park	M	14610
Millbrook (Vic.)	F	80
Millbrook (Vic.)	M	77
Millgrove	F	830
Millgrove	M	822
Milloo	F	21
Milloo	M	22
Milltown	F	30
Milltown	M	34
Milnes Bridge	F	14
Milnes Bridge	M	16
Mincha	F	23
Mincha	M	30
Mincha West	F	13
Mincha West	M	16
Miners Rest	F	1554
Miners Rest	M	1543
Mingay	F	25
Mingay	M	24
Minhamite	F	57
Minhamite	M	59
Minimay	F	37
Minimay	M	44
Mininera	F	36
Mininera	M	25
Minjah	F	20
Minjah	M	33
Minmindie	F	10
Minmindie	M	6
Minyip	F	276
Minyip	M	247
Miram	F	17
Miram	M	21
Mirboo	F	147
Mirboo	M	137
Mirboo North	F	1118
Mirboo North	M	1081
Mirranatwa	F	9
Mirranatwa	M	12
Mitcham (Vic.)	F	8345
Mitcham (Vic.)	M	7799
Mitchell Park (Vic.)	F	427
Mitchell Park (Vic.)	M	439
Mitchellstown	F	24
Mitchellstown	M	32
Mitiamo	F	57
Mitiamo	M	58
Mitre	F	26
Mitre	M	41
Mitta Mitta	F	84
Mitta Mitta	M	88
Mittyack	F	3
Mittyack	M	6
Mockinya	F	22
Mockinya	M	17
Modella	F	66
Modella	M	75
Modewarre	F	145
Modewarre	M	131
Moe	F	4514
Moe	M	4262
Moe South	F	273
Moe South	M	265
Moggs Creek	F	44
Moggs Creek	M	44
Moglonemby	F	16
Moglonemby	M	20
Mokepilly	F	4
Mokepilly	M	5
Molesworth (Vic.)	F	35
Molesworth (Vic.)	M	33
Moliagul	F	36
Moliagul	M	49
Molka	F	18
Molka	M	17
Mollongghip	F	45
Mollongghip	M	43
Mologa	F	15
Mologa	M	13
Molyullah	F	58
Molyullah	M	74
Monbulk	F	1817
Monbulk	M	1765
Monegeetta	F	101
Monegeetta	M	119
Mongans Bridge	F	19
Mongans Bridge	M	22
Monomeith	F	38
Monomeith	M	34
Mont Albert	F	2534
Mont Albert	M	2304
Mont Albert North	F	2910
Mont Albert North	M	2589
Montgomery	F	35
Montgomery	M	31
Montmorency	F	4622
Montmorency	M	4340
Montrose (Vic.)	F	3451
Montrose (Vic.)	M	3311
Moolap	F	680
Moolap	M	690
Moolerr	F	8
Moolerr	M	12
Moolort	F	16
Moolort	M	15
Moonambel	F	85
Moonambel	M	79
Moondarra	F	24
Moondarra	M	25
Moonee Ponds	F	7380
Moonee Ponds	M	6875
Moonlight Flat (Central Goldfields - Vic.)	F	36
Moonlight Flat (Central Goldfields - Vic.)	M	45
Moonlight Flat (Mount Alexander - Vic.)	F	39
Moonlight Flat (Mount Alexander - Vic.)	M	40
Moora (Vic.)	F	15
Moora (Vic.)	M	10
Moorabbin	F	2995
Moorabbin	M	2896
Moorabool	F	48
Moorabool	M	38
Mooralla	F	40
Mooralla	M	37
Moorilim	F	15
Moorilim	M	12
Moormbool West	F	15
Moormbool West	M	12
Moornapa	M	3
Moorngag	F	50
Moorngag	M	50
Moorooduc	F	548
Moorooduc	M	557
Mooroolbark	F	11128
Mooroolbark	M	10838
Mooroopna	F	4116
Mooroopna	M	3824
Mooroopna North	F	60
Mooroopna North	M	62
Mooroopna North West	F	34
Mooroopna North West	M	41
Moranding	F	86
Moranding	M	96
Mordialloc	F	4203
Mordialloc	M	3966
Morgiana	F	15
Morgiana	M	16
Moriac	F	384
Moriac	M	397
Mornington (Vic.)	F	12827
Mornington (Vic.)	M	11169
Morrisons	F	65
Morrisons	M	66
Mortlake (Vic.)	F	699
Mortlake (Vic.)	M	671
Morton Plains	F	4
Morton Plains	M	7
Morwell	F	6995
Morwell	M	6776
Mossiface	F	70
Mossiface	M	68
Mount Alfred	F	12
Mount Alfred	M	17
Mount Beauty	F	433
Mount Beauty	M	393
Mount Beckworth	F	4
Mount Beckworth	M	3
Mount Best	F	10
Mount Best	M	7
Mount Bolton	F	14
Mount Bolton	M	17
Mount Bruno	F	23
Mount Bruno	M	25
Mount Buller	F	109
Mount Buller	M	138
Mount Burnett	F	87
Mount Burnett	M	82
Mount Bute	F	25
Mount Bute	M	28
Mount Camel	F	55
Mount Camel	M	54
Mount Cameron	F	3
Mount Cameron	M	3
Mount Clear	F	1749
Mount Clear	M	1643
Mount Cole	F	13
Mount Cole	M	13
Mount Cole Creek	F	3
Mount Cole Creek	M	4
Mount Cottrell	F	258
Mount Cottrell	M	314
Mount Dandenong	F	641
Mount Dandenong	M	609
Mount Doran	F	66
Mount Doran	M	62
Mount Duneed	F	792
Mount Duneed	M	791
Mount Eccles	F	60
Mount Eccles	M	45
Mount Egerton	F	276
Mount Egerton	M	311
Mount Eliza	F	9220
Mount Eliza	M	8664
Mount Emu	F	10
Mount Emu	M	15
Mount Evelyn	F	4872
Mount Evelyn	M	4830
Mount Franklin	F	45
Mount Franklin	M	38
Mount Glasgow	F	42
Mount Glasgow	M	39
Mount Helen	F	1455
Mount Helen	M	1516
Mount Hooghly	F	9
Mount Hooghly	M	6
Mount Lonarch	F	25
Mount Lonarch	M	22
Mount Macedon	F	636
Mount Macedon	M	701
Mount Major	F	5
Mount Major	M	3
Mount Martha	F	9578
Mount Martha	M	8971
Mount Mercer	F	29
Mount Mercer	M	39
Mount Moriac	F	118
Mount Moriac	M	127
Mount Napier	F	6
Mount Napier	M	10
Mount Pleasant (Vic.)	F	1165
Mount Pleasant (Vic.)	M	1040
Mount Prospect	F	16
Mount Prospect	M	26
Mount Richmond	F	25
Mount Richmond	M	20
Mount Rowan	F	152
Mount Rowan	M	146
Mount Taylor	F	136
Mount Taylor	M	150
Mount Toolebewong	F	74
Mount Toolebewong	M	67
Mount Wallace	F	58
Mount Wallace	M	62
Mount Waverley	F	17202
Mount Waverley	M	16413
Mountain Bay	F	19
Mountain Bay	M	22
Mountain View (Vic.)	F	47
Mountain View (Vic.)	M	41
Moutajup	F	36
Moutajup	M	47
Moyhu	F	214
Moyhu	M	226
Moyreisk	F	12
Moyreisk	M	15
Moyston	F	163
Moyston	M	184
Muckatah	F	110
Muckatah	M	104
Muckleford	F	192
Muckleford	M	209
Muckleford South	F	21
Muckleford South	M	22
Mudgegonga	F	81
Mudgegonga	M	84
Mulgrave (Vic.)	F	9747
Mulgrave (Vic.)	M	9619
Mumbannar	F	52
Mumbannar	M	58
Mundoona	F	57
Mundoona	M	65
Munro	F	72
Munro	M	68
Muntham	F	17
Muntham	M	13
Murchison (Vic.)	F	479
Murchison (Vic.)	M	447
Murchison East	F	59
Murchison East	M	69
Murchison North	F	85
Murchison North	M	103
Murgheboluc	F	64
Murgheboluc	M	71
Murmungee	F	25
Murmungee	M	29
Murnungin	F	4
Murnungin	M	7
Murphys Creek (Vic.)	F	18
Murphys Creek (Vic.)	M	26
Murra Warra	F	32
Murra Warra	M	38
Murrabit	F	93
Murrabit	M	105
Murrabit West	F	18
Murrabit West	M	27
Murrawee	F	80
Murrawee	M	68
Murray-Sunset	M	3
Murraydale	F	62
Murraydale	M	63
Murrayville	F	133
Murrayville	M	151
Murrindal	F	6
Murrindal	M	10
Murrindindi	F	47
Murrindindi	M	58
Murroon	F	42
Murroon	M	40
Murrumbeena	F	5040
Murrumbeena	M	4887
Murtoa	F	424
Murtoa	M	439
Musk	F	69
Musk	M	82
Musk Vale	F	57
Musk Vale	M	70
Muskerry	F	21
Muskerry	M	29
Myall (Buloke - Vic.)	F	7
Myall (Buloke - Vic.)	M	7
Myall (Gannawarra - Vic.)	F	46
Myall (Gannawarra - Vic.)	M	56
Myamyn	F	34
Myamyn	M	40
Myers Flat	F	206
Myers Flat	M	258
Myola (Vic.)	F	17
Myola (Vic.)	M	16
Myrniong	F	198
Myrniong	M	208
Myrrhee	F	73
Myrrhee	M	73
Myrtle Creek (Vic.)	F	33
Myrtle Creek (Vic.)	M	39
Myrtlebank	F	59
Myrtlebank	M	70
Myrtleford	F	1640
Myrtleford	M	1554
Mysia	F	17
Mysia	M	29
Mystic Park	F	90
Mystic Park	M	98
Mywee	F	8
Mywee	M	13
Nagambie	F	967
Nagambie	M	917
Nalangil	F	42
Nalangil	M	32
Nalinga	F	13
Nalinga	M	12
Nambrok	F	150
Nambrok	M	153
Nandaly	F	17
Nandaly	M	22
Nangana	F	25
Nangana	M	26
Nangeela	F	3
Nangeela	M	10
Nangiloc	F	66
Nangiloc	M	77
Nanneella	F	194
Nanneella	M	195
Napoleons	F	276
Napoleons	M	281
Nar Nar Goon	F	507
Nar Nar Goon	M	501
Nar Nar Goon North	F	374
Nar Nar Goon North	M	347
Narbethong (Vic.)	F	96
Narbethong (Vic.)	M	106
Nareeb	F	17
Nareeb	M	18
Nareen	F	44
Nareen	M	47
Nareewillock	F	12
Nareewillock	M	10
Nariel Valley	F	42
Nariel Valley	M	45
Naring	F	55
Naring	M	60
Naringal	F	56
Naringal	M	65
Naringal East	F	48
Naringal East	M	49
Naroghid	F	37
Naroghid	M	38
Narracan	F	123
Narracan	M	130
Narraport	F	21
Narraport	M	27
Narrapumelap South	F	14
Narrapumelap South	M	14
Narrawong	F	191
Narrawong	M	197
Narre Warren	F	13305
Narre Warren	M	13313
Narre Warren East	F	199
Narre Warren East	M	219
Narre Warren North	F	3856
Narre Warren North	M	3820
Narre Warren South	F	15256
Narre Warren South	M	15066
Narrung (Vic.)	F	3
Narrung (Vic.)	M	12
Nathalia	F	946
Nathalia	M	938
Natimuk	F	269
Natimuk	M	242
Natte Yallock	F	48
Natte Yallock	M	44
Natya	F	17
Natya	M	21
Navarre	F	49
Navarre	M	41
Navigators	F	127
Navigators	M	126
Nayook	F	42
Nayook	M	37
Neds Corner	F	4
Neds Corner	M	3
Neereman	F	12
Neereman	M	14
Neerim	F	90
Neerim	M	110
Neerim East	F	95
Neerim East	M	97
Neerim Junction	F	70
Neerim Junction	M	58
Neerim North	F	23
Neerim North	M	24
Neerim South	F	655
Neerim South	M	653
Neilborough	F	138
Neilborough	M	154
Nelson (Vic.)	F	95
Nelson (Vic.)	M	92
Nerrena	F	116
Nerrena	M	134
Nerrin Nerrin	F	21
Nerrin Nerrin	M	18
Nerrina	F	480
Nerrina	M	482
Nerring	F	13
Nerring	M	11
Netherby (Vic.)	F	60
Netherby (Vic.)	M	65
Neuarpurr	F	29
Neuarpurr	M	25
New Gisborne	F	1205
New Gisborne	M	1180
Newborough	F	3495
Newborough	M	3266
Newbridge (Vic.)	F	92
Newbridge (Vic.)	M	103
Newbury	F	34
Newbury	M	38
Newcomb	F	2373
Newcomb	M	2128
Newfield	F	29
Newfield	M	41
Newham	F	264
Newham	M	241
Newhaven	F	224
Newhaven	M	218
Newington (Vic.)	F	991
Newington (Vic.)	M	906
Newlands Arm	F	371
Newlands Arm	M	358
Newlyn	F	71
Newlyn	M	55
Newlyn North	F	88
Newlyn North	M	84
Newmerella	F	195
Newmerella	M	198
Newport (Vic.)	F	6651
Newport (Vic.)	M	6265
Newry	F	202
Newry	M	220
Newstead (Vic.)	F	372
Newstead (Vic.)	M	383
Newtown (Golden Plains - Vic.)	F	53
Newtown (Golden Plains - Vic.)	M	66
Newtown (Greater Geelong - Vic.)	F	5275
Newtown (Greater Geelong - Vic.)	M	4879
Nhill	F	1128
Nhill	M	1059
Nichols Point	F	763
Nichols Point	M	790
Nicholson (Vic.)	F	531
Nicholson (Vic.)	M	561
Niddrie	F	2858
Niddrie	M	2625
Nilma	F	185
Nilma	M	160
Nilma North	F	160
Nilma North	M	164
Ninda	F	7
Ninda	M	10
Nine Mile (Vic.)	F	12
Nine Mile (Vic.)	M	15
Nintingbool	F	88
Nintingbool	M	87
Ninyeunook	F	8
Ninyeunook	M	3
Nirranda	F	25
Nirranda	M	31
Nirranda East	F	5
Nirranda East	M	6
Nirranda South	F	34
Nirranda South	M	46
Noble Park	F	15417
Noble Park	M	15577
Noble Park North	F	3716
Noble Park North	M	3748
Noojee	F	76
Noojee	M	84
Noorat	F	166
Noorat	M	172
Noorat East	F	13
Noorat East	M	8
Noorinbee	F	33
Noorinbee	M	41
Noorinbee North	F	8
Noorinbee North	M	22
Noradjuha	F	37
Noradjuha	M	40
Norlane	F	4330
Norlane	M	3976
Normanville (Vic.)	F	13
Normanville (Vic.)	M	18
Norong	F	51
Norong	M	72
North Bendigo	F	2136
North Bendigo	M	1923
North Blackwood	F	21
North Blackwood	M	24
North Geelong	F	1596
North Geelong	M	1373
North Melbourne	F	7738
North Melbourne	M	7205
North Shore (Vic.)	F	177
North Shore (Vic.)	M	183
North Wangaratta	F	127
North Wangaratta	M	159
North Warrandyte	F	1461
North Warrandyte	M	1494
North Wonthaggi	F	1484
North Wonthaggi	M	1325
Northcote	F	13038
Northcote	M	11528
Northwood (Vic.)	F	93
Northwood (Vic.)	M	106
Norval	F	22
Norval	M	18
Notting Hill	F	1521
Notting Hill	M	1527
Nowa Nowa	F	86
Nowa Nowa	M	102
Nowhere Creek	F	9
Nowhere Creek	M	6
Nowie	F	6
Nowie	M	9
Nug Nug	F	11
Nug Nug	M	9
Nuggetty	F	72
Nuggetty	M	18
Nulla Vale	F	27
Nulla Vale	M	37
Nullawarre	F	135
Nullawarre	M	131
Nullawarre North	F	24
Nullawarre North	M	32
Nullawil	F	39
Nullawil	M	51
Numurkah	F	2325
Numurkah	M	2154
Nunawading	F	6126
Nunawading	M	5752
Nungurner	F	138
Nungurner	M	142
Nurcoung	F	19
Nurcoung	M	24
Nurrabiel	F	26
Nurrabiel	M	30
Nurran	M	3
Nutfield	F	83
Nutfield	M	73
Nyah	F	255
Nyah	M	275
Nyah West	F	324
Nyah West	M	338
Nyarrin	F	11
Nyarrin	M	12
Nyora (Vic.)	F	783
Nyora (Vic.)	M	743
Nyrraby	F	8
Nyrraby	M	10
Oak Park	F	3157
Oak Park	M	3051
Oaklands Junction	F	222
Oaklands Junction	M	216
Oakleigh	F	4035
Oakleigh	M	3861
Oakleigh East	F	3249
Oakleigh East	M	3197
Oakleigh South	F	4669
Oakleigh South	M	4593
Oakvale	F	9
Oakvale	M	9
Ocean Grove	F	7361
Ocean Grove	M	6798
Officer	F	3616
Officer	M	3520
Officer South	F	42
Officer South	M	39
Old Tallangatta	F	17
Old Tallangatta	M	14
Olinda (Vic.)	F	853
Olinda (Vic.)	M	885
Ombersley	F	43
Ombersley	M	51
Omeo	F	210
Omeo	M	199
Omeo Valley	M	4
Ondit	F	39
Ondit	M	55
Orbost	F	1150
Orbost	M	1074
Orford (Vic.)	F	54
Orford (Vic.)	M	50
Ormond	F	4288
Ormond	M	4132
Orrvale	F	199
Orrvale	M	241
Osbornes Flat	F	123
Osbornes Flat	M	116
Outtrim	F	109
Outtrim	M	126
Ouyen	F	597
Ouyen	M	602
Ovens	F	112
Ovens	M	107
Oxley (Vic.)	F	318
Oxley (Vic.)	M	309
Oxley Flats	F	20
Oxley Flats	M	36
Ozenkadnook	F	18
Ozenkadnook	M	13
Paaratte	F	18
Paaratte	M	19
Painswick	F	3
Painswick	M	5
Pakenham	F	23951
Pakenham	M	22474
Pakenham South	F	107
Pakenham South	M	108
Pakenham Upper	F	579
Pakenham Upper	M	597
Panitya (Vic.)	F	32
Panitya (Vic.)	M	37
Panmure	F	209
Panmure	M	214
Panton Hill	F	558
Panton Hill	M	506
Paradise (Vic.)	F	20
Paradise (Vic.)	M	20
Paradise Beach	F	80
Paradise Beach	M	76
Paraparap	F	67
Paraparap	M	83
Park Orchards	F	1832
Park Orchards	M	1990
Parkdale	F	6114
Parkdale	M	5632
Parkville (Vic.)	F	3950
Parkville (Vic.)	M	3455
Parwan	F	91
Parwan	M	79
Paschendale	F	18
Paschendale	M	19
Pascoe Vale	F	8782
Pascoe Vale	M	8268
Pascoe Vale South	F	5116
Pascoe Vale South	M	4949
Pastoria	F	18
Pastoria	M	28
Pastoria East	F	22
Pastoria East	M	20
Patchewollock	F	66
Patchewollock	M	64
Patho	F	49
Patho	M	56
Patterson Lakes	F	3910
Patterson Lakes	M	3657
Patyah	F	31
Patyah	M	32
Paynesville (Vic.)	F	1768
Paynesville (Vic.)	M	1714
Pearcedale	F	1887
Pearcedale	M	1928
Pearsondale	F	63
Pearsondale	M	67
Peechelba	F	92
Peechelba	M	101
Peechelba East	F	27
Peechelba East	M	25
Pelluebla	F	10
Pelluebla	M	22
Pennyroyal	F	46
Pennyroyal	M	42
Penshurst (Vic.)	F	309
Penshurst (Vic.)	M	315
Pental Island	F	63
Pental Island	M	75
Pentland Hills	F	89
Pentland Hills	M	95
Percydale	F	11
Percydale	M	27
Peronne	F	24
Peronne	M	24
Perry Bridge	F	39
Perry Bridge	M	37
Peterborough (Vic.)	F	120
Peterborough (Vic.)	M	128
Pheasant Creek (Vic.)	F	153
Pheasant Creek (Vic.)	M	166
Piangil	F	122
Piangil	M	138
Picola	F	99
Picola	M	105
Picola West	F	10
Picola West	M	4
Piedmont	F	22
Piedmont	M	21
Pier Milan	F	3
Pier Milan	M	4
Pigeon Ponds	F	16
Pigeon Ponds	M	15
Piggoreet	F	16
Piggoreet	M	17
Pimpinio	F	88
Pimpinio	M	87
Pine Grove (Vic.)	F	16
Pine Grove (Vic.)	M	15
Pine Lodge (Vic.)	F	114
Pine Lodge (Vic.)	M	131
Pine Mountain (Vic.)	F	18
Pine Mountain (Vic.)	M	16
Pioneer Bay	F	179
Pioneer Bay	M	174
Pipers Creek	F	78
Pipers Creek	M	88
Pira	F	6
Pira	M	7
Piries	F	25
Piries	M	30
Pirron Yallock	F	49
Pirron Yallock	M	64
Pitfield	F	23
Pitfield	M	29
Pittong	F	5
Pittong	M	9
Plenty (Vic.)	F	1169
Plenty (Vic.)	M	1193
Plumpton (Vic.)	F	2173
Plumpton (Vic.)	M	2152
Point Cook	F	24929
Point Cook	M	25004
Point Leo	F	75
Point Leo	M	83
Point Lonsdale	F	1451
Point Lonsdale	M	1235
Polisbet	F	4
Polisbet	M	5
Pomborneit	F	27
Pomborneit	M	37
Pomborneit East	F	15
Pomborneit East	M	12
Pomborneit North	F	31
Pomborneit North	M	37
Pomonal	F	160
Pomonal	M	166
Pompapiel	F	28
Pompapiel	M	26
Poolaijelo	F	17
Poolaijelo	M	18
Pootilla	F	32
Pootilla	M	43
Poowong	F	322
Poowong	M	324
Poowong East	F	43
Poowong East	M	38
Poowong North	F	93
Poowong North	M	92
Porcupine Ridge	F	64
Porcupine Ridge	M	61
Porepunkah	F	485
Porepunkah	M	456
Port Albert	F	135
Port Albert	M	150
Port Campbell	F	224
Port Campbell	M	251
Port Fairy	F	1754
Port Fairy	M	1585
Port Franklin	F	62
Port Franklin	M	66
Port Melbourne	F	8440
Port Melbourne	M	7738
Port Welshpool	F	96
Port Welshpool	M	113
Portarlington	F	1867
Portarlington	M	1748
Portland (Vic.)	F	4938
Portland (Vic.)	M	4774
Portland North	F	303
Portland North	M	315
Portland West	F	282
Portland West	M	287
Portsea	F	257
Portsea	M	256
Pound Creek	F	51
Pound Creek	M	49
Powelltown	F	89
Powelltown	M	125
Powers Creek	F	7
Powers Creek	M	5
Powlett Plains	F	22
Powlett Plains	M	26
Prahran	F	6679
Prahran	M	6300
Prairie (Vic.)	F	36
Prairie (Vic.)	M	31
Pranjip	F	9
Pranjip	M	9
Preston (Vic.)	F	16766
Preston (Vic.)	M	16083
Princes Hill	F	1152
Princes Hill	M	976
Princetown	F	116
Princetown	M	126
Puckapunyal	F	398
Puckapunyal	M	683
Pura Pura	F	17
Pura Pura	M	21
Purdeet	F	10
Purdeet	M	7
Purnim	F	139
Purnim	M	134
Purnim West	F	17
Purnim West	M	24
Pyalong	F	335
Pyalong	M	325
Pyramid Hill	F	290
Pyramid Hill	M	264
Quambatook	F	127
Quambatook	M	122
Quantong	F	141
Quantong	M	172
Quarry Hill	F	1225
Quarry Hill	M	1114
Queenscliff (Vic.)	F	696
Queenscliff (Vic.)	M	618
Raglan (Vic.)	F	109
Raglan (Vic.)	M	122
Rainbow	F	330
Rainbow	M	353
Ranceby	F	30
Ranceby	M	39
Rathscar	F	10
Rathscar	M	12
Rathscar West	F	14
Rathscar West	M	12
Ravenhall	F	378
Ravenhall	M	774
Ravenswood (Vic.)	F	219
Ravenswood (Vic.)	M	219
Ravenswood South	F	40
Ravenswood South	M	40
Rawson	F	145
Rawson	M	144
Raymond Island	F	277
Raymond Island	M	271
Raywood	F	170
Raywood	M	155
Red Cliffs	F	2547
Red Cliffs	M	2509
Red Hill (Vic.)	F	457
Red Hill (Vic.)	M	464
Red Hill South	F	294
Red Hill South	M	308
Red Lion	F	54
Red Lion	M	65
Redan	F	1487
Redan	M	1405
Redbank (Vic.)	F	42
Redbank (Vic.)	M	47
Redcastle	F	33
Redcastle	M	31
Redesdale	F	115
Redesdale	M	124
Reedy Creek (Vic.)	F	72
Reedy Creek (Vic.)	M	87
Reedy Dam	F	13
Reedy Dam	M	10
Reedy Flat	F	13
Reedy Flat	M	25
Reedy Lake	F	13
Reedy Lake	M	14
Reefton (Vic.)	F	28
Reefton (Vic.)	M	31
Research	F	1338
Research	M	1313
Reservoir (Vic.)	F	25734
Reservoir (Vic.)	M	24738
Rheola	F	27
Rheola	M	29
Rhyll	F	294
Rhyll	M	275
Rhymney	F	26
Rhymney	M	26
Riachella	M	4
Rich Avon	F	3
Rich Avon	M	4
Rich Avon East	M	5
Rich Avon West	F	12
Rich Avon West	M	19
Richmond (Vic.)	F	14257
Richmond (Vic.)	M	13447
Richmond Plains	F	3
Riddells Creek	F	2025
Riddells Creek	M	1919
Riggs Creek	F	18
Riggs Creek	M	15
Ringwood (Vic.)	F	9003
Ringwood (Vic.)	M	8465
Ringwood East	F	5293
Ringwood East	M	4970
Ringwood North	F	4946
Ringwood North	M	4885
Ripplebrook	F	102
Ripplebrook	M	118
Rippleside	F	454
Rippleside	M	420
Ripponlea	F	805
Ripponlea	M	773
Riverside (Vic.)	F	132
Riverside (Vic.)	M	148
Riverslea	F	66
Riverslea	M	80
Robertsons Beach	F	29
Robertsons Beach	M	25
Robinvale	F	1510
Robinvale	M	1574
Rochester (Vic.)	F	1605
Rochester (Vic.)	M	1514
Rochford	F	43
Rochford	M	31
Rockbank	F	735
Rockbank	M	793
Rocklands	F	12
Rocklands	M	4
Rocklyn	F	30
Rocklyn	M	33
Rocky Point (Vic.)	M	3
Rokeby (Vic.)	F	92
Rokeby (Vic.)	M	89
Rokewood	F	94
Rokewood	M	126
Rokewood Junction	F	13
Rokewood Junction	M	19
Romsey	F	2376
Romsey	M	2375
Rosanna	F	4485
Rosanna	M	4012
Rose River	F	12
Rose River	M	14
Rosebery (Vic.)	M	3
Rosebrook (Vic.)	F	67
Rosebrook (Vic.)	M	61
Rosebud	F	6972
Rosebud	M	6222
Rosebud West	F	2696
Rosebud West	M	2237
Rosedale (Vic.)	F	823
Rosedale (Vic.)	M	834
Roses Gap	F	3
Roses Gap	M	5
Rosewhite	F	69
Rosewhite	M	62
Roslynmead	F	18
Roslynmead	M	26
Ross Creek (Vic.)	F	565
Ross Creek (Vic.)	M	588
Rossbridge	F	20
Rossbridge	M	9
Rostron	F	11
Rostron	M	10
Rowsley	F	97
Rowsley	M	92
Rowville	F	17099
Rowville	M	16572
Roxburgh Park	F	11096
Roxburgh Park	M	10721
Rubicon	F	27
Rubicon	M	26
Ruby	F	105
Ruby	M	84
Ruffy	F	53
Ruffy	M	59
Running Creek (Vic.)	F	17
Running Creek (Vic.)	M	27
Runnymede (Vic.)	F	30
Runnymede (Vic.)	M	25
Rupanyup	F	259
Rupanyup	M	283
Rushworth	F	660
Rushworth	M	673
Russells Bridge	F	34
Russells Bridge	M	32
Rutherglen	F	1231
Rutherglen	M	1147
Ryanston	F	133
Ryanston	M	144
Rye	F	4251
Rye	M	4164
Rythdale	F	19
Rythdale	M	20
Safety Beach (Vic.)	F	2516
Safety Beach (Vic.)	M	2308
Sailors Falls	F	26
Sailors Falls	M	42
Sailors Gully	F	351
Sailors Gully	M	360
Sailors Hill	F	36
Sailors Hill	M	42
Sale	F	7110
Sale	M	6558
Salisbury West	F	16
Salisbury West	M	7
Samaria	F	21
Samaria	M	32
San Remo (Vic.)	F	655
San Remo (Vic.)	M	605
Sandford (Vic.)	F	66
Sandford (Vic.)	M	81
Sandhill Lake	F	3
Sandhill Lake	M	3
Sandhurst	F	2509
Sandhurst	M	2468
Sandon (Vic.)	F	42
Sandon (Vic.)	M	39
Sandringham (Vic.)	F	5378
Sandringham (Vic.)	M	4859
Sandy Creek (Vic.)	F	95
Sandy Creek (Vic.)	M	88
Sandy Point (Vic.)	F	134
Sandy Point (Vic.)	M	130
Sarsfield	F	309
Sarsfield	M	320
Sassafras (Vic.)	F	541
Sassafras (Vic.)	M	523
Sawmill Settlement	F	47
Sawmill Settlement	M	43
Scarsdale	F	369
Scarsdale	M	379
Scoresby	F	3018
Scoresby	M	3005
Scotchmans Lead	F	54
Scotchmans Lead	M	46
Scotsburn	F	128
Scotsburn	M	125
Scotts Creek (Vic.)	F	126
Scotts Creek (Vic.)	M	122
Sea Lake	F	322
Sea Lake	M	320
Seabrook	F	2633
Seabrook	M	2491
Seacombe	F	10
Seacombe	M	14
Seaford (Vic.)	F	8355
Seaford (Vic.)	M	8108
Seaholme	F	989
Seaholme	M	934
Seaspray	F	164
Seaspray	M	161
Seaton (Vic.)	F	81
Seaton (Vic.)	M	78
Seaview	F	57
Seaview	M	70
Sebastian	F	115
Sebastian	M	106
Sebastopol (Vic.)	F	5372
Sebastopol (Vic.)	M	4665
Seddon (Vic.)	F	2569
Seddon (Vic.)	M	2550
Sedgwick	F	266
Sedgwick	M	277
Selby	F	822
Selby	M	834
Separation Creek	F	8
Separation Creek	M	13
Serpentine (Vic.)	F	91
Serpentine (Vic.)	M	100
Serviceton	F	46
Serviceton	M	73
Seville	F	1202
Seville	M	1173
Seville East	F	387
Seville East	M	408
Seymour (Vic.)	F	3212
Seymour (Vic.)	M	3119
Shady Creek	F	94
Shady Creek	M	88
Shays Flat	F	3
Shays Flat	M	3
She Oaks	F	51
She Oaks	M	58
Sheans Creek	F	15
Sheans Creek	M	18
Sheep Hills	F	12
Sheep Hills	M	15
Shelbourne	F	233
Shelbourne	M	223
Shelford	F	124
Shelford	M	126
Shelley (Vic.)	M	3
Shepherds Flat	F	31
Shepherds Flat	M	36
Shepparton	F	15922
Shepparton	M	15277
Shepparton East	F	542
Shepparton East	M	592
Shepparton North	F	529
Shepparton North	M	509
Sherbrooke	F	139
Sherbrooke	M	132
Shoreham	F	306
Shoreham	M	299
Sidonia	F	10
Sidonia	M	9
Silvan	F	614
Silvan	M	629
