SSC_NAME16	Address5YearsAgo	Sex	persons
Arrawarra	(Same Address)	F	152
Arrawarra	(Same Address)	M	142
Arrawarra	(Same SA2)	F	15
Arrawarra	(Same SA2)	M	12
Arrawarra	Australian Capital Territory	F	3
Arrawarra	New South Wales	F	32
Arrawarra	New South Wales	M	40
Arrawarra	Queensland	F	4
Arrawarra	Queensland	M	12
Arrawarra	Victoria	F	10
Arrawarra	Victoria	M	8
Arrawarra Headland	(Overseas)	F	16
Arrawarra Headland	(Overseas)	M	17
Arrawarra Headland	(Same Address)	F	149
Arrawarra Headland	(Same Address)	M	148
Arrawarra Headland	(Same SA2)	F	19
Arrawarra Headland	(Same SA2)	M	14
Arrawarra Headland	New South Wales	F	41
Arrawarra Headland	New South Wales	M	37
Arrawarra Headland	Queensland	F	11
Arrawarra Headland	Queensland	M	8
Arrawarra Headland	Victoria	F	5
Arrawarra Headland	Victoria	M	3
Artarmon	(Overseas)	F	717
Artarmon	(Overseas)	M	636
Artarmon	(Same Address)	F	2007
Artarmon	(Same Address)	M	1896
Artarmon	(Same SA2)	F	291
Artarmon	(Same SA2)	M	270
Artarmon	Australian Capital Territory	F	17
Artarmon	Australian Capital Territory	M	11
Artarmon	New South Wales	F	1161
Artarmon	New South Wales	M	1129
Artarmon	Northern Territory	M	3
Artarmon	Queensland	F	40
Artarmon	Queensland	M	30
Artarmon	South Australia	F	14
Artarmon	South Australia	M	16
Artarmon	Tasmania	F	8
Artarmon	Tasmania	M	3
Artarmon	Victoria	F	33
Artarmon	Victoria	M	45
Artarmon	Western Australia	F	6
Artarmon	Western Australia	M	11
Arthurville	(Same Address)	F	20
Arthurville	(Same Address)	M	18
Arumpo	(Same Address)	F	8
Arumpo	(Same Address)	M	15
Arumpo	(Same SA2)	M	5
Ashbury	(Overseas)	F	30
Ashbury	(Overseas)	M	26
Ashbury	(Same Address)	F	1169
Ashbury	(Same Address)	M	1126
Ashbury	(Same SA2)	F	21
Ashbury	(Same SA2)	M	25
Ashbury	New South Wales	F	309
Ashbury	New South Wales	M	283
Ashbury	Queensland	M	4
Ashbury	South Australia	M	3
Ashbury	Victoria	F	10
Ashbury	Victoria	M	6
Ashby (NSW)	(Overseas)	F	3
Ashby (NSW)	(Overseas)	M	8
Ashby (NSW)	(Same Address)	F	97
Ashby (NSW)	(Same Address)	M	102
Ashby (NSW)	(Same SA2)	F	7
Ashby (NSW)	(Same SA2)	M	3
Ashby (NSW)	New South Wales	F	29
Ashby (NSW)	New South Wales	M	26
Ashby (NSW)	Queensland	F	13
Ashby (NSW)	Queensland	M	9
Ashby Heights	(Same Address)	F	56
Ashby Heights	(Same Address)	M	69
Ashby Heights	(Same SA2)	F	6
Ashby Heights	New South Wales	F	33
Ashby Heights	New South Wales	M	23
Ashby Heights	Queensland	F	7
Ashby Heights	Queensland	M	9
Ashby Heights	Victoria	F	3
Ashby Heights	Victoria	M	3
Ashby Island	(Same Address)	F	3
Ashby Island	(Same Address)	M	4
Ashcroft	(Overseas)	F	79
Ashcroft	(Overseas)	M	86
Ashcroft	(Same Address)	F	962
Ashcroft	(Same Address)	M	909
Ashcroft	(Same SA2)	F	65
Ashcroft	(Same SA2)	M	63
Ashcroft	New South Wales	F	334
Ashcroft	New South Wales	M	292
Ashcroft	Queensland	F	5
Ashcroft	Victoria	M	3
Ashcroft	Western Australia	F	3
Ashfield (NSW)	(Overseas)	F	2159
Ashfield (NSW)	(Overseas)	M	2071
Ashfield (NSW)	(Same Address)	F	5060
Ashfield (NSW)	(Same Address)	M	4727
Ashfield (NSW)	(Same SA2)	F	697
Ashfield (NSW)	(Same SA2)	M	710
Ashfield (NSW)	Australian Capital Territory	F	38
Ashfield (NSW)	Australian Capital Territory	M	31
Ashfield (NSW)	New South Wales	F	2409
Ashfield (NSW)	New South Wales	M	2495
Ashfield (NSW)	Northern Territory	F	7
Ashfield (NSW)	Northern Territory	M	9
Ashfield (NSW)	Queensland	F	71
Ashfield (NSW)	Queensland	M	85
Ashfield (NSW)	South Australia	F	27
Ashfield (NSW)	South Australia	M	25
Ashfield (NSW)	Tasmania	F	9
Ashfield (NSW)	Tasmania	M	11
Ashfield (NSW)	Victoria	F	62
Ashfield (NSW)	Victoria	M	56
Ashfield (NSW)	Western Australia	F	14
Ashfield (NSW)	Western Australia	M	18
Ashford (NSW)	(Same Address)	F	197
Ashford (NSW)	(Same Address)	M	210
Ashford (NSW)	(Same SA2)	F	19
Ashford (NSW)	(Same SA2)	M	20
Ashford (NSW)	New South Wales	F	33
Ashford (NSW)	New South Wales	M	39
Ashford (NSW)	Northern Territory	F	8
Ashford (NSW)	Northern Territory	M	8
Ashford (NSW)	Queensland	F	13
Ashford (NSW)	Queensland	M	4
Ashford (NSW)	South Australia	F	3
Ashley	(Same Address)	F	95
Ashley	(Same Address)	M	106
Ashley	(Same SA2)	F	13
Ashley	(Same SA2)	M	18
Ashley	New South Wales	F	22
Ashley	New South Wales	M	24
Ashley	Queensland	F	3
Ashmont	(Overseas)	F	19
Ashmont	(Overseas)	M	31
Ashmont	(Same Address)	F	994
Ashmont	(Same Address)	M	897
Ashmont	(Same SA2)	F	177
Ashmont	(Same SA2)	M	128
Ashmont	Australian Capital Territory	F	3
Ashmont	Australian Capital Territory	M	4
Ashmont	New South Wales	F	417
Ashmont	New South Wales	M	359
Ashmont	Queensland	F	29
Ashmont	Queensland	M	12
Ashmont	South Australia	F	6
Ashmont	Victoria	F	25
Ashmont	Victoria	M	23
Ashmont	Western Australia	F	10
Ashmont	Western Australia	M	3
Ashtonfield	(Overseas)	F	37
Ashtonfield	(Overseas)	M	28
Ashtonfield	(Same Address)	F	1243
Ashtonfield	(Same Address)	M	1190
Ashtonfield	(Same SA2)	F	273
Ashtonfield	(Same SA2)	M	251
Ashtonfield	Australian Capital Territory	F	5
Ashtonfield	Australian Capital Territory	M	5
Ashtonfield	New South Wales	F	485
Ashtonfield	New South Wales	M	465
Ashtonfield	Northern Territory	F	3
Ashtonfield	Queensland	F	24
Ashtonfield	Queensland	M	25
Ashtonfield	South Australia	F	9
Ashtonfield	South Australia	M	9
Ashtonfield	Tasmania	M	3
Ashtonfield	Victoria	F	14
Ashtonfield	Victoria	M	14
Ashtonfield	Western Australia	F	10
Ashtonfield	Western Australia	M	5
Asquith	(Overseas)	F	101
Asquith	(Overseas)	M	100
Asquith	(Same Address)	F	977
Asquith	(Same Address)	M	905
Asquith	(Same SA2)	F	98
Asquith	(Same SA2)	M	81
Asquith	Australian Capital Territory	M	3
Asquith	New South Wales	F	403
Asquith	New South Wales	M	366
Asquith	Queensland	M	3
Asquith	Western Australia	M	3
Atholwood	(Same Address)	F	28
Atholwood	(Same Address)	M	22
Atholwood	New South Wales	M	4
Atholwood	Queensland	F	4
Atholwood	Queensland	M	3
Atholwood	Victoria	F	5
Attunga	(Same Address)	F	166
Attunga	(Same Address)	M	189
Attunga	(Same SA2)	F	24
Attunga	(Same SA2)	M	19
Attunga	New South Wales	F	42
Attunga	New South Wales	M	32
Attunga	Queensland	F	3
Attunga	Queensland	M	4
Attunga	Western Australia	M	3
Auburn (NSW)	(Overseas)	F	2792
Auburn (NSW)	(Overseas)	M	5042
Auburn (NSW)	(Same Address)	F	7970
Auburn (NSW)	(Same Address)	M	8261
Auburn (NSW)	(Same SA2)	F	938
Auburn (NSW)	(Same SA2)	M	1122
Auburn (NSW)	Australian Capital Territory	F	6
Auburn (NSW)	Australian Capital Territory	M	9
Auburn (NSW)	New South Wales	F	2495
Auburn (NSW)	New South Wales	M	2898
Auburn (NSW)	Northern Territory	M	4
Auburn (NSW)	Other Territories	M	3
Auburn (NSW)	Queensland	F	49
Auburn (NSW)	Queensland	M	58
Auburn (NSW)	South Australia	F	15
Auburn (NSW)	South Australia	M	66
Auburn (NSW)	Tasmania	M	7
Auburn (NSW)	Victoria	F	52
Auburn (NSW)	Victoria	M	94
Auburn (NSW)	Western Australia	F	15
Auburn (NSW)	Western Australia	M	53
Auburn Vale	(Same Address)	F	37
Auburn Vale	(Same Address)	M	33
Auburn Vale	New South Wales	F	7
Auburn Vale	New South Wales	M	13
Austinmer	(Overseas)	F	45
Austinmer	(Overseas)	M	31
Austinmer	(Same Address)	F	737
Austinmer	(Same Address)	M	709
Austinmer	(Same SA2)	F	117
Austinmer	(Same SA2)	M	115
Austinmer	Australian Capital Territory	F	3
Austinmer	Australian Capital Territory	M	3
Austinmer	New South Wales	F	223
Austinmer	New South Wales	M	195
Austinmer	Northern Territory	F	3
Austinmer	Queensland	F	4
Austinmer	Queensland	M	10
Austinmer	South Australia	F	3
Austinmer	South Australia	M	3
Austinmer	Tasmania	F	4
Austinmer	Tasmania	M	3
Austinmer	Victoria	F	15
Austinmer	Victoria	M	14
Austinmer	Western Australia	M	3
Austral	(Overseas)	F	22
Austral	(Overseas)	M	11
Austral	(Same Address)	F	892
Austral	(Same Address)	M	960
Austral	(Same SA2)	F	62
Austral	(Same SA2)	M	56
Austral	New South Wales	F	281
Austral	New South Wales	M	237
Austral	Queensland	F	11
Austral	Queensland	M	6
Austral	Victoria	F	3
Austral	Victoria	M	5
Austral Eden	(Same Address)	F	46
Austral Eden	(Same Address)	M	49
Austral Eden	(Same SA2)	M	3
Austral Eden	New South Wales	F	14
Austral Eden	New South Wales	M	10
Avalon Beach	(Overseas)	F	178
Avalon Beach	(Overseas)	M	167
Avalon Beach	(Same Address)	F	2729
Avalon Beach	(Same Address)	M	2635
Avalon Beach	(Same SA2)	F	580
Avalon Beach	(Same SA2)	M	559
Avalon Beach	Australian Capital Territory	F	5
Avalon Beach	Australian Capital Territory	M	8
Avalon Beach	New South Wales	F	983
Avalon Beach	New South Wales	M	863
Avalon Beach	Queensland	F	39
Avalon Beach	Queensland	M	36
Avalon Beach	South Australia	F	4
Avalon Beach	South Australia	M	3
Avalon Beach	Tasmania	F	3
Avalon Beach	Victoria	F	27
Avalon Beach	Victoria	M	21
Avalon Beach	Western Australia	F	16
Avalon Beach	Western Australia	M	9
Avisford	(Same Address)	F	8
Avisford	(Same Address)	M	10
Avisford	New South Wales	F	3
Avisford	New South Wales	M	6
Avoca (NSW)	(Same Address)	F	58
Avoca (NSW)	(Same Address)	M	57
Avoca (NSW)	(Same SA2)	F	7
Avoca (NSW)	(Same SA2)	M	8
Avoca (NSW)	New South Wales	F	29
Avoca (NSW)	New South Wales	M	24
Avoca Beach	(Overseas)	F	81
Avoca Beach	(Overseas)	M	64
Avoca Beach	(Same Address)	F	1232
Avoca Beach	(Same Address)	M	1207
Avoca Beach	(Same SA2)	F	175
Avoca Beach	(Same SA2)	M	185
Avoca Beach	Australian Capital Territory	F	4
Avoca Beach	Australian Capital Territory	M	7
Avoca Beach	New South Wales	F	518
Avoca Beach	New South Wales	M	520
Avoca Beach	Northern Territory	F	13
Avoca Beach	Northern Territory	M	7
Avoca Beach	Queensland	F	16
Avoca Beach	Queensland	M	9
Avoca Beach	Tasmania	F	3
Avoca Beach	Victoria	F	8
Avoca Beach	Victoria	M	10
Avoca Beach	Western Australia	F	9
Avoca Beach	Western Australia	M	4
Avondale (NSW)	(Overseas)	F	4
Avondale (NSW)	(Overseas)	M	3
Avondale (NSW)	(Same Address)	F	486
Avondale (NSW)	(Same Address)	M	496
Avondale (NSW)	(Same SA2)	F	72
Avondale (NSW)	(Same SA2)	M	54
Avondale (NSW)	Australian Capital Territory	F	5
Avondale (NSW)	New South Wales	F	146
Avondale (NSW)	New South Wales	M	143
Avondale (NSW)	Queensland	F	4
Avondale (NSW)	Queensland	M	3
Avonside	(Same Address)	F	29
Avonside	(Same Address)	M	35
Avonside	(Same SA2)	M	3
Avonside	New South Wales	F	16
Avonside	New South Wales	M	12
Awaba	(Same Address)	F	129
Awaba	(Same Address)	M	144
Awaba	(Same SA2)	F	13
Awaba	(Same SA2)	M	10
Awaba	New South Wales	F	31
Awaba	New South Wales	M	24
Aylmerton	(Same Address)	F	67
Aylmerton	(Same Address)	M	59
Aylmerton	New South Wales	F	22
Aylmerton	New South Wales	M	35
Baan Baa	(Same Address)	F	33
Baan Baa	(Same Address)	M	44
Baan Baa	(Same SA2)	F	3
Baan Baa	(Same SA2)	M	3
Baan Baa	New South Wales	F	16
Baan Baa	New South Wales	M	18
Baan Baa	Queensland	F	3
Baan Baa	Queensland	M	3
Babyl Creek	(Same Address)	F	3
Babyl Creek	(Same Address)	M	9
Back Creek (Bland - NSW)	(Same Address)	F	12
Back Creek (Bland - NSW)	(Same Address)	M	12
Back Creek (Bland - NSW)	(Same SA2)	F	7
Back Creek (Bland - NSW)	(Same SA2)	M	3
Back Creek (Bland - NSW)	New South Wales	M	3
Back Creek (Gwydir - NSW)	(Same Address)	F	9
Back Creek (Gwydir - NSW)	(Same Address)	M	9
Back Creek (Mid-Coast - NSW)	(Same Address)	F	8
Back Creek (Mid-Coast - NSW)	(Same Address)	M	13
Back Creek (Queanbeyan-Palerang Regional - NSW)	(Same SA2)	F	3
Back Creek (Queanbeyan-Palerang Regional - NSW)	(Same SA2)	M	3
Back Creek (Queanbeyan-Palerang Regional - NSW)	Australian Capital Territory	F	3
Back Creek (Tenterfield - NSW)	(Same Address)	M	3
Back Creek (Tweed - NSW)	(Same Address)	F	3
Back Creek (Tweed - NSW)	(Same Address)	M	3
Back Creek (Tweed - NSW)	Queensland	F	4
Back Creek (Tweed - NSW)	Queensland	M	3
Back Forest	(Same Address)	F	23
Back Forest	(Same Address)	M	29
Back Forest	New South Wales	F	6
Back Forest	New South Wales	M	11
Backmede	(Same Address)	F	50
Backmede	(Same Address)	M	54
Backmede	(Same SA2)	F	3
Backmede	New South Wales	F	6
Backmede	New South Wales	M	9
Backwater	(Same Address)	F	4
Backwater	(Same Address)	M	6
Badgerys Creek	(Same Address)	F	78
Badgerys Creek	(Same Address)	M	83
Badgerys Creek	(Same SA2)	F	4
Badgerys Creek	(Same SA2)	M	3
Badgerys Creek	New South Wales	F	11
Badgerys Creek	New South Wales	M	13
Badgerys Creek	Western Australia	M	3
Badja	(Same Address)	M	3
Baerami	(Same Address)	F	14
Baerami	(Same Address)	M	13
Baerami	(Same SA2)	F	3
Baerami	New South Wales	M	3
Baerami	Queensland	F	3
Baerami	Queensland	M	6
Baerami Creek	(Same Address)	F	7
Baerami Creek	(Same Address)	M	11
Baerami Creek	New South Wales	F	5
Baerami Creek	New South Wales	M	3
Bagnoo	(Same Address)	F	9
Bagnoo	(Same Address)	M	22
Bagnoo	New South Wales	F	4
Bago	(Same Address)	F	5
Bago	(Same Address)	M	7
Bago	New South Wales	F	4
Bago	New South Wales	M	9
Bagotville	(Same Address)	F	15
Bagotville	(Same Address)	M	24
Bagotville	New South Wales	F	3
Bagotville	New South Wales	M	3
Bakers Creek (Mid-Coast - NSW)	(Overseas)	F	3
Bakers Creek (Mid-Coast - NSW)	(Same Address)	F	10
Bakers Creek (Mid-Coast - NSW)	(Same Address)	M	9
Bakers Creek (Mid-Coast - NSW)	New South Wales	F	3
Bakers Creek (Mid-Coast - NSW)	New South Wales	M	9
Bakers Creek (Nambucca - NSW)	(Same Address)	F	4
Bakers Creek (Nambucca - NSW)	(Same Address)	M	3
Bakers Creek (Uralla - NSW)	(Same Address)	F	5
Bakers Creek (Uralla - NSW)	(Same Address)	M	3
Bakers Creek (Uralla - NSW)	New South Wales	F	3
Bakers Swamp	(Same Address)	F	13
Bakers Swamp	(Same Address)	M	17
Bakers Swamp	New South Wales	F	4
Bakers Swamp	New South Wales	M	3
Balaclava (NSW)	(Overseas)	F	3
Balaclava (NSW)	(Overseas)	M	3
Balaclava (NSW)	(Same Address)	F	137
Balaclava (NSW)	(Same Address)	M	127
Balaclava (NSW)	(Same SA2)	F	9
Balaclava (NSW)	(Same SA2)	M	12
Balaclava (NSW)	New South Wales	F	55
Balaclava (NSW)	New South Wales	M	46
Balaclava (NSW)	Queensland	F	4
Balaclava (NSW)	Queensland	M	3
Balala	(Same Address)	F	39
Balala	(Same Address)	M	46
Balala	(Same SA2)	M	4
Balala	New South Wales	F	11
Balala	New South Wales	M	9
Balcolyn	(Overseas)	F	4
Balcolyn	(Same Address)	F	252
Balcolyn	(Same Address)	M	224
Balcolyn	(Same SA2)	F	37
Balcolyn	(Same SA2)	M	39
Balcolyn	New South Wales	F	144
Balcolyn	New South Wales	M	126
Balcolyn	Queensland	F	10
Balcolyn	Queensland	M	3
Balcolyn	Western Australia	F	3
Balcolyn	Western Australia	M	3
Bald Blair	(Same Address)	F	13
Bald Blair	(Same Address)	M	19
Bald Blair	(Same SA2)	M	3
Bald Blair	New South Wales	F	3
Bald Hills (NSW)	(Same Address)	F	72
Bald Hills (NSW)	(Same Address)	M	78
Bald Hills (NSW)	(Same SA2)	F	16
Bald Hills (NSW)	(Same SA2)	M	15
Bald Hills (NSW)	New South Wales	F	13
Bald Hills (NSW)	New South Wales	M	6
Bald Hills (NSW)	Northern Territory	M	3
Bald Hills (NSW)	Queensland	M	7
Bald Hills (NSW)	Victoria	F	7
Bald Hills (NSW)	Victoria	M	3
Bald Nob	(Same Address)	F	6
Bald Nob	(Same Address)	M	5
Bald Ridge	(Same Address)	M	3
Baldersleigh	(Same Address)	F	13
Baldersleigh	(Same Address)	M	14
Baldersleigh	(Same SA2)	F	3
Baldersleigh	(Same SA2)	M	3
Baldersleigh	New South Wales	F	6
Baldersleigh	New South Wales	M	6
Baldersleigh	Queensland	M	3
Baldry	(Same Address)	F	33
Baldry	(Same Address)	M	32
Baldry	(Same SA2)	F	3
Baldry	(Same SA2)	M	3
Baldry	New South Wales	F	11
Baldry	New South Wales	M	7
Balfours Peak	(Same Address)	F	10
Balfours Peak	(Same Address)	M	15
Balfours Peak	New South Wales	M	3
Balgowlah	(Overseas)	F	330
Balgowlah	(Overseas)	M	276
Balgowlah	(Same Address)	F	1953
Balgowlah	(Same Address)	M	1736
Balgowlah	(Same SA2)	F	308
Balgowlah	(Same SA2)	M	263
Balgowlah	Australian Capital Territory	F	6
Balgowlah	Australian Capital Territory	M	3
Balgowlah	New South Wales	F	927
Balgowlah	New South Wales	M	904
Balgowlah	Northern Territory	M	5
Balgowlah	Queensland	F	28
Balgowlah	Queensland	M	25
Balgowlah	South Australia	F	3
Balgowlah	South Australia	M	3
Balgowlah	Tasmania	M	3
Balgowlah	Victoria	F	25
Balgowlah	Victoria	M	20
Balgowlah	Western Australia	F	10
Balgowlah	Western Australia	M	11
Balgowlah Heights	(Overseas)	F	112
Balgowlah Heights	(Overseas)	M	108
Balgowlah Heights	(Same Address)	F	990
Balgowlah Heights	(Same Address)	M	895
Balgowlah Heights	(Same SA2)	F	159
Balgowlah Heights	(Same SA2)	M	149
Balgowlah Heights	Australian Capital Territory	F	3
Balgowlah Heights	New South Wales	F	271
Balgowlah Heights	New South Wales	M	268
Balgowlah Heights	Northern Territory	M	5
Balgowlah Heights	Queensland	F	4
Balgowlah Heights	Queensland	M	7
Balgowlah Heights	Victoria	F	11
Balgowlah Heights	Victoria	M	12
Balgowlah Heights	Western Australia	F	3
Balgownie	(Overseas)	F	55
Balgownie	(Overseas)	M	40
Balgownie	(Same Address)	F	1759
Balgownie	(Same Address)	M	1667
Balgownie	(Same SA2)	F	211
Balgownie	(Same SA2)	M	189
Balgownie	Australian Capital Territory	F	12
Balgownie	Australian Capital Territory	M	10
Balgownie	New South Wales	F	527
Balgownie	New South Wales	M	456
Balgownie	Queensland	F	7
Balgownie	Queensland	M	7
Balgownie	Tasmania	F	3
Balgownie	Tasmania	M	8
Balgownie	Victoria	F	11
Balgownie	Victoria	M	4
Balgownie	Western Australia	M	3
Balickera	(Same Address)	F	3
Balickera	(Same Address)	M	8
Balickera	New South Wales	F	5
Balickera	New South Wales	M	5
Balladoran	(Same Address)	F	36
Balladoran	(Same Address)	M	45
Balladoran	New South Wales	F	5
Balladoran	New South Wales	M	7
Ballalaba	(Same Address)	F	9
Ballalaba	(Same Address)	M	6
Balldale	(Same Address)	F	53
Balldale	(Same Address)	M	54
Balldale	New South Wales	F	7
Balldale	New South Wales	M	5
Balldale	Victoria	M	3
Ballengarra	(Same Address)	F	19
Ballengarra	(Same Address)	M	12
Ballengarra	(Same SA2)	F	6
Ballengarra	(Same SA2)	M	3
Ballengarra	New South Wales	F	10
Ballengarra	New South Wales	M	12
Ballengarra	Queensland	F	8
Ballengarra	Queensland	M	5
Ballimore	(Same Address)	F	45
Ballimore	(Same Address)	M	53
Ballimore	(Same SA2)	F	3
Ballimore	(Same SA2)	M	6
Ballimore	New South Wales	F	25
Ballimore	New South Wales	M	18
Ballina	(Overseas)	F	80
Ballina	(Overseas)	M	83
Ballina	(Same Address)	F	2043
Ballina	(Same Address)	M	1696
Ballina	(Same SA2)	F	695
Ballina	(Same SA2)	M	591
Ballina	Australian Capital Territory	F	13
Ballina	Australian Capital Territory	M	4
Ballina	New South Wales	F	894
Ballina	New South Wales	M	746
Ballina	Northern Territory	F	10
Ballina	Northern Territory	M	8
Ballina	Queensland	F	166
Ballina	Queensland	M	140
Ballina	South Australia	F	10
Ballina	South Australia	M	9
Ballina	Tasmania	F	13
Ballina	Tasmania	M	8
Ballina	Victoria	F	49
Ballina	Victoria	M	43
Ballina	Western Australia	F	12
Ballina	Western Australia	M	15
Ballyroe	(Same Address)	M	4
Balmain	(Overseas)	F	439
Balmain	(Overseas)	M	379
Balmain	(Same Address)	F	2362
Balmain	(Same Address)	M	2110
Balmain	(Same SA2)	F	445
Balmain	(Same SA2)	M	434
Balmain	Australian Capital Territory	F	20
Balmain	Australian Capital Territory	M	26
Balmain	New South Wales	F	1131
Balmain	New South Wales	M	1031
Balmain	Northern Territory	F	7
Balmain	Northern Territory	M	3
Balmain	Queensland	F	64
Balmain	Queensland	M	68
Balmain	South Australia	F	18
Balmain	South Australia	M	19
Balmain	Tasmania	F	8
Balmain	Tasmania	M	3
Balmain	Victoria	F	76
Balmain	Victoria	M	78
Balmain	Western Australia	F	25
Balmain	Western Australia	M	30
Balmain East	(Overseas)	F	63
Balmain East	(Overseas)	M	75
Balmain East	(Same Address)	F	461
Balmain East	(Same Address)	M	427
Balmain East	(Same SA2)	F	87
Balmain East	(Same SA2)	M	76
Balmain East	Australian Capital Territory	F	3
Balmain East	New South Wales	F	178
Balmain East	New South Wales	M	182
Balmain East	Queensland	F	13
Balmain East	Queensland	M	15
Balmain East	South Australia	F	7
Balmain East	South Australia	M	8
Balmain East	Victoria	F	8
Balmain East	Victoria	M	11
Balmain East	Western Australia	F	7
Balmain East	Western Australia	M	10
Balmoral (Lake Macquarie - NSW)	(Same Address)	F	207
Balmoral (Lake Macquarie - NSW)	(Same Address)	M	226
Balmoral (Lake Macquarie - NSW)	(Same SA2)	F	40
Balmoral (Lake Macquarie - NSW)	(Same SA2)	M	35
Balmoral (Lake Macquarie - NSW)	New South Wales	F	75
Balmoral (Lake Macquarie - NSW)	New South Wales	M	83
Balmoral (Lake Macquarie - NSW)	Queensland	F	4
Balmoral (Lake Macquarie - NSW)	Queensland	M	3
Balmoral (Wingecarribee - NSW)	(Overseas)	F	10
Balmoral (Wingecarribee - NSW)	(Overseas)	M	3
Balmoral (Wingecarribee - NSW)	(Same Address)	F	112
Balmoral (Wingecarribee - NSW)	(Same Address)	M	135
Balmoral (Wingecarribee - NSW)	(Same SA2)	F	13
Balmoral (Wingecarribee - NSW)	(Same SA2)	M	12
Balmoral (Wingecarribee - NSW)	New South Wales	F	46
Balmoral (Wingecarribee - NSW)	New South Wales	M	54
Balranald	(Overseas)	F	4
Balranald	(Overseas)	M	9
Balranald	(Same Address)	F	353
Balranald	(Same Address)	M	389
Balranald	(Same SA2)	F	99
Balranald	(Same SA2)	M	90
Balranald	New South Wales	F	39
Balranald	New South Wales	M	45
Balranald	Queensland	F	12
Balranald	Queensland	M	10
Balranald	South Australia	F	3
Balranald	South Australia	M	4
Balranald	Victoria	F	38
Balranald	Victoria	M	34
Bamarang	(Same Address)	F	6
Bamarang	(Same Address)	M	8
Bamarang	New South Wales	F	7
Bamarang	New South Wales	M	6
Bandon Grove	(Same Address)	F	39
Bandon Grove	(Same Address)	M	40
Bandon Grove	(Same SA2)	F	3
Bandon Grove	New South Wales	F	11
Bandon Grove	New South Wales	M	9
Bangadang	(Same Address)	F	3
Bangadang	(Same Address)	M	3
Bangadang	Victoria	F	3
Bangalee (NSW)	(Overseas)	F	3
Bangalee (NSW)	(Overseas)	M	3
Bangalee (NSW)	(Same Address)	F	208
Bangalee (NSW)	(Same Address)	M	205
Bangalee (NSW)	(Same SA2)	F	27
Bangalee (NSW)	(Same SA2)	M	34
Bangalee (NSW)	Australian Capital Territory	F	3
Bangalee (NSW)	New South Wales	F	52
Bangalee (NSW)	New South Wales	M	49
Bangalee (NSW)	Queensland	M	3
Bangalee (NSW)	Victoria	F	3
