SSC_NAME16	AgeStudent	students
Bidgeemia	5-14	8
Bidwill (NSW)	0-4	72
Bidwill (NSW)	5-14	649
Bidwill (NSW)	15-19	194
Bidwill (NSW)	20-24	51
Bidwill (NSW)	25+	104
Bielsdown Hills	5-14	12
Bielsdown Hills	15-19	10
Big Hill (NSW)	5-14	3
Big Hill (NSW)	15-19	3
Big Jacks Creek	5-14	4
Big Springs	5-14	21
Big Springs	15-19	12
Big Springs	20-24	4
Big Springs	25+	3
Bigga	5-14	26
Bigga	15-19	5
Bigga	25+	3
Bilambil	0-4	7
Bilambil	5-14	51
Bilambil	15-19	16
Bilambil	20-24	4
Bilambil	25+	9
Bilambil Heights	0-4	43
Bilambil Heights	5-14	398
Bilambil Heights	15-19	139
Bilambil Heights	20-24	37
Bilambil Heights	25+	108
Bilbul	0-4	8
Bilbul	5-14	79
Bilbul	15-19	27
Bilbul	20-24	6
Bilbul	25+	10
Bilgola Beach	0-4	4
Bilgola Beach	5-14	26
Bilgola Beach	15-19	8
Bilgola Beach	20-24	4
Bilgola Beach	25+	3
Bilgola Plateau	0-4	66
Bilgola Plateau	5-14	569
Bilgola Plateau	15-19	171
Bilgola Plateau	20-24	59
Bilgola Plateau	25+	104
Billeroy	5-14	5
Billeroy	15-19	3
Billilingra	5-14	4
Billimari	5-14	22
Billimari	15-19	4
Billimari	25+	3
Billinudgel	5-14	21
Billinudgel	15-19	11
Billinudgel	25+	3
Billys Creek	5-14	8
Billys Creek	15-19	4
Billywillinga	0-4	3
Billywillinga	5-14	30
Billywillinga	15-19	5
Billywillinga	20-24	3
Billywillinga	25+	13
Bilpin	0-4	7
Bilpin	5-14	78
Bilpin	15-19	25
Bilpin	20-24	9
Bilpin	25+	13
Bimbi	0-4	3
Bimbi	5-14	17
Bimbi	20-24	3
Bimbimbie	0-4	4
Bimbimbie	5-14	9
Bimbimbie	15-19	9
Bimbimbie	20-24	4
Bimbimbie	25+	6
Binalong	0-4	6
Binalong	5-14	72
Binalong	15-19	15
Binalong	20-24	3
Binalong	25+	15
Binda	0-4	3
Binda	5-14	24
Binda	15-19	5
Binda	25+	4
Bingara	0-4	11
Bingara	5-14	98
Bingara	15-19	35
Bingara	20-24	8
Bingara	25+	20
Bingeebeebra Creek	5-14	7
Bingie	5-14	19
Bingie	15-19	12
Bingie	25+	6
Bingleburra	5-14	3
Bingleburra	15-19	4
Biniguy	0-4	4
Biniguy	5-14	8
Biniguy	15-19	5
Binjura	0-4	3
Binjura	5-14	47
Binjura	15-19	22
Binjura	20-24	3
Binjura	25+	15
Binna Burra (NSW)	0-4	3
Binna Burra (NSW)	5-14	24
Binna Burra (NSW)	15-19	11
Binna Burra (NSW)	25+	4
Binnaway	0-4	11
Binnaway	5-14	38
Binnaway	15-19	34
Binnaway	25+	10
Binya	0-4	3
Binya	5-14	28
Binya	15-19	7
Binya	25+	3
Birchgrove	0-4	57
Birchgrove	5-14	366
Birchgrove	15-19	103
Birchgrove	20-24	73
Birchgrove	25+	134
Birdwood (NSW)	5-14	3
Birganbigil	5-14	11
Birganbigil	15-19	3
Birmingham Gardens	0-4	20
Birmingham Gardens	5-14	205
Birmingham Gardens	15-19	148
Birmingham Gardens	20-24	404
Birmingham Gardens	25+	267
Birriwa	5-14	6
Birrong	0-4	35
Birrong	5-14	397
Birrong	15-19	181
Birrong	20-24	106
Birrong	25+	148
Bishops Bridge	0-4	3
Bishops Bridge	5-14	21
Bishops Bridge	15-19	9
Bishops Bridge	20-24	3
Bishops Bridge	25+	8
Bithramere	5-14	16
Bithramere	15-19	9
Black Creek (Port Macquarie-Hastings - NSW)	5-14	8
Black Creek (Port Macquarie-Hastings - NSW)	15-19	3
Black Creek (Snowy Valleys - NSW)	5-14	4
Black Head	0-4	4
Black Head	5-14	48
Black Head	15-19	24
Black Head	20-24	6
Black Head	25+	10
Black Hill (NSW)	0-4	4
Black Hill (NSW)	5-14	76
Black Hill (NSW)	15-19	33
Black Hill (NSW)	20-24	8
Black Hill (NSW)	25+	14
Black Hollow	5-14	3
Black Mountain (NSW)	0-4	5
Black Mountain (NSW)	5-14	42
Black Mountain (NSW)	15-19	15
Black Mountain (NSW)	20-24	4
Black Mountain (NSW)	25+	17
Black Range (NSW)	5-14	36
Black Range (NSW)	15-19	7
Black Springs (NSW)	0-4	4
Black Springs (NSW)	5-14	15
Black Springs (NSW)	15-19	10
Blackalls Park	0-4	45
Blackalls Park	5-14	319
Blackalls Park	15-19	145
Blackalls Park	20-24	45
Blackalls Park	25+	76
Blackbutt (NSW)	0-4	46
Blackbutt (NSW)	5-14	373
Blackbutt (NSW)	15-19	213
Blackbutt (NSW)	20-24	78
Blackbutt (NSW)	25+	89
Blackett	0-4	50
Blackett	5-14	472
Blackett	15-19	153
Blackett	20-24	43
Blackett	25+	80
Blackheath	0-4	48
Blackheath	5-14	422
Blackheath	15-19	114
Blackheath	20-24	40
Blackheath	25+	171
Blackmans Point	5-14	8
Blackmans Point	15-19	6
Blackmans Point	20-24	3
Blackmans Point	25+	5
Blacksmiths	0-4	17
Blacksmiths	5-14	189
Blacksmiths	15-19	83
Blacksmiths	20-24	17
Blacksmiths	25+	46
Blacktown	0-4	689
Blacktown	5-14	5384
Blacktown	15-19	2183
Blacktown	20-24	1368
Blacktown	25+	2081
Blackville	0-4	3
Blackville	5-14	11
Blackville	15-19	3
Blackwall (NSW)	0-4	27
Blackwall (NSW)	5-14	186
Blackwall (NSW)	15-19	56
Blackwall (NSW)	20-24	25
Blackwall (NSW)	25+	72
Blair Athol (NSW)	0-4	53
Blair Athol (NSW)	5-14	426
Blair Athol (NSW)	15-19	196
Blair Athol (NSW)	20-24	114
Blair Athol (NSW)	25+	97
Blairmount	0-4	10
Blairmount	5-14	75
Blairmount	15-19	28
Blairmount	20-24	9
Blairmount	25+	10
Blakebrook	5-14	26
Blakebrook	15-19	13
Blakebrook	20-24	3
Blakebrook	25+	3
Blakehurst	0-4	97
Blakehurst	5-14	806
Blakehurst	15-19	427
Blakehurst	20-24	216
Blakehurst	25+	180
Blakney Creek	0-4	3
Blakney Creek	5-14	10
Blakney Creek	15-19	3
Blakney Creek	20-24	3
Blakney Creek	25+	4
Bland	0-4	3
Bland	5-14	8
Bland	25+	3
Blandford	5-14	12
Blandford	15-19	3
Blandford	25+	3
Blaxland (NSW)	0-4	142
Blaxland (NSW)	5-14	980
Blaxland (NSW)	15-19	389
Blaxland (NSW)	20-24	153
Blaxland (NSW)	25+	280
Blaxlands Creek	5-14	8
Blaxlands Creek	15-19	5
Blaxlands Creek	25+	4
Blaxlands Ridge	0-4	10
Blaxlands Ridge	5-14	67
Blaxlands Ridge	15-19	22
Blaxlands Ridge	20-24	8
Blaxlands Ridge	25+	10
Blayney	0-4	56
Blayney	5-14	425
Blayney	15-19	168
Blayney	20-24	39
Blayney	25+	89
Bligh Park	0-4	159
Bligh Park	5-14	874
Bligh Park	15-19	317
Bligh Park	20-24	113
Bligh Park	25+	192
Blighty	0-4	3
Blighty	5-14	27
Blighty	15-19	5
Blighty	25+	3
Blue Bay	0-4	6
Blue Bay	5-14	79
Blue Bay	15-19	33
Blue Bay	20-24	25
Blue Bay	25+	26
Blue Haven	0-4	137
Blue Haven	5-14	975
Blue Haven	15-19	310
Blue Haven	20-24	79
Blue Haven	25+	186
Blue Knob	5-14	16
Blue Knob	15-19	5
Blue Knob	25+	8
Blue Vale	5-14	3
Blue Vale	15-19	5
Blue Vale	20-24	3
Blueys Beach	0-4	3
Blueys Beach	5-14	15
Blueys Beach	15-19	4
Blueys Beach	20-24	4
Blueys Beach	25+	3
Boambee	0-4	21
Boambee	5-14	216
Boambee	15-19	96
Boambee	20-24	23
Boambee	25+	59
Boambee East	0-4	78
Boambee East	5-14	684
Boambee East	15-19	262
Boambee East	20-24	70
Boambee East	25+	163
Boambolo	5-14	10
Boambolo	25+	3
Boat Harbour (Lismore - NSW)	5-14	16
Boat Harbour (Lismore - NSW)	15-19	6
Boat Harbour (Lismore - NSW)	20-24	4
Boat Harbour (Lismore - NSW)	25+	7
Boat Harbour (Port Stephens - NSW)	0-4	9
Boat Harbour (Port Stephens - NSW)	5-14	126
Boat Harbour (Port Stephens - NSW)	15-19	41
Boat Harbour (Port Stephens - NSW)	20-24	16
Boat Harbour (Port Stephens - NSW)	25+	18
Bobin	5-14	14
Bobin	15-19	3
Bobin	25+	3
Bobs Creek	5-14	4
Bobs Creek	15-19	4
Bobs Farm	0-4	10
Bobs Farm	5-14	39
Bobs Farm	15-19	21
Bobs Farm	20-24	3
Bobs Farm	25+	5
Bobundara	5-14	3
Bocoble	5-14	18
Bocoble	15-19	3
Bocoble	25+	3
Bocobra	5-14	4
Bodalla	0-4	4
Bodalla	5-14	64
Bodalla	15-19	26
Bodalla	20-24	4
Bodalla	25+	15
Bodangora	5-14	3
Boeill Creek	5-14	15
Boeill Creek	15-19	5
Bogan	5-14	3
Bogan Gate	0-4	6
Bogan Gate	5-14	40
Bogan Gate	15-19	16
Bogan Gate	20-24	3
Bogan Gate	25+	4
Bogangar	0-4	58
Bogangar	5-14	362
Bogangar	15-19	132
Bogangar	20-24	27
Bogangar	25+	100
Bogee	5-14	9
Boggabilla	0-4	16
Boggabilla	5-14	155
Boggabilla	15-19	42
Boggabilla	20-24	7
Boggabilla	25+	15
Boggabri	0-4	19
Boggabri	5-14	135
Boggabri	15-19	42
Boggabri	20-24	7
Boggabri	25+	15
Bohena Creek	5-14	22
Bohena Creek	15-19	9
Bohena Creek	20-24	4
Bohnock	5-14	9
Bolivia	0-4	3
Bolivia	5-14	6
Bolivia	15-19	6
Bolivia	25+	3
Bolong	0-4	5
Bolong	5-14	8
Bolong	15-19	11
Bolong	20-24	3
Bolong	25+	3
Bolton Point	0-4	34
Bolton Point	5-14	241
Bolton Point	15-19	80
Bolton Point	20-24	16
Bolton Point	25+	60
Bolwarra (NSW)	0-4	16
Bolwarra (NSW)	5-14	122
Bolwarra (NSW)	15-19	42
Bolwarra (NSW)	20-24	26
Bolwarra (NSW)	25+	28
Bolwarra Heights	0-4	49
Bolwarra Heights	5-14	517
Bolwarra Heights	15-19	162
Bolwarra Heights	20-24	66
Bolwarra Heights	25+	103
Bomaderry	0-4	99
Bomaderry	5-14	662
Bomaderry	15-19	230
Bomaderry	20-24	86
Bomaderry	25+	192
Bombala	0-4	14
Bombala	5-14	150
Bombala	15-19	39
Bombala	20-24	14
Bombala	25+	28
Bombay	0-4	3
Bombay	5-14	21
Bombay	15-19	3
Bombay	25+	3
Bombira	0-4	5
Bombira	5-14	56
Bombira	15-19	8
Bombira	20-24	6
Bombira	25+	14
Bombo	5-14	8
Bombo	15-19	12
Bombowlee	0-4	4
Bombowlee	5-14	33
Bombowlee	15-19	21
Bombowlee	25+	10
Bombowlee Creek	5-14	3
Bombowlee Creek	15-19	4
Bomen	5-14	5
Bomera	5-14	10
Bonalbo	0-4	7
Bonalbo	5-14	37
Bonalbo	15-19	13
Bonalbo	20-24	3
Bonalbo	25+	8
Bondi	0-4	134
Bondi	5-14	600
Bondi	15-19	204
Bondi	20-24	276
Bondi	25+	681
Bondi Beach	0-4	132
Bondi Beach	5-14	599
Bondi Beach	15-19	170
Bondi Beach	20-24	254
Bondi Beach	25+	712
Bondi Junction	0-4	116
Bondi Junction	5-14	567
Bondi Junction	15-19	255
Bondi Junction	20-24	263
Bondi Junction	25+	611
Bonnells Bay	0-4	57
Bonnells Bay	5-14	398
Bonnells Bay	15-19	136
Bonnells Bay	20-24	57
Bonnells Bay	25+	105
Bonnet Bay	0-4	41
Bonnet Bay	5-14	290
Bonnet Bay	15-19	127
Bonnet Bay	20-24	69
Bonnet Bay	25+	55
Bonny Hills	0-4	49
Bonny Hills	5-14	365
Bonny Hills	15-19	167
Bonny Hills	20-24	17
Bonny Hills	25+	73
Bonnyrigg	0-4	99
Bonnyrigg	5-14	1088
Bonnyrigg	15-19	564
Bonnyrigg	20-24	287
Bonnyrigg	25+	307
Bonnyrigg Heights	0-4	87
Bonnyrigg Heights	5-14	955
Bonnyrigg Heights	15-19	454
Bonnyrigg Heights	20-24	278
Bonnyrigg Heights	25+	218
Bonshaw (NSW)	0-4	4
Bonshaw (NSW)	5-14	27
Bonville	0-4	37
Bonville	5-14	335
Bonville	15-19	138
Bonville	20-24	31
Bonville	25+	61
Booerie Creek	5-14	4
Booerie Creek	15-19	9
Booerie Creek	25+	5
Book Book	5-14	17
Booker Bay	0-4	18
Booker Bay	5-14	73
Booker Bay	15-19	33
Booker Bay	20-24	21
Booker Bay	25+	31
Bookham	0-4	3
Bookham	5-14	9
Bookham	15-19	4
Bookham	20-24	3
Bookham	25+	3
Bookookoorara	5-14	3
Boolambayte	5-14	8
Boolambayte	15-19	4
Boolaroo	0-4	16
Boolaroo	5-14	83
Boolaroo	15-19	48
Boolaroo	20-24	26
Boolaroo	25+	31
Boolcarroll	5-14	4
Booligal	5-14	11
Booligal	15-19	3
Boomanoomana	5-14	14
Boomanoomana	15-19	5
Boomerang Beach	0-4	8
Boomerang Beach	5-14	33
Boomerang Beach	15-19	3
Boomerang Beach	25+	3
Boomey	0-4	3
Boomey	5-14	18
Boomey	25+	4
Boomi	0-4	3
Boomi	5-14	32
Boomi	15-19	5
Boomi	25+	3
Boonal	5-14	6
Boonoo Boonoo	5-14	3
Boorabee Park	5-14	11
Booragul	0-4	21
Booragul	5-14	142
Booragul	15-19	67
Booragul	20-24	16
Booragul	25+	30
Booral (NSW)	0-4	3
Booral (NSW)	5-14	51
Booral (NSW)	15-19	16
Booral (NSW)	20-24	5
Booral (NSW)	25+	3
Boorga	5-14	3
Boorganna	5-14	7
Boorolong	5-14	18
Boorolong	15-19	7
Boorook	5-14	3
Boorooma	0-4	24
Boorooma	5-14	106
Boorooma	15-19	39
Boorooma	20-24	86
Boorooma	25+	72
Booroorban	5-14	5
Boorowa	0-4	20
Boorowa	5-14	171
Boorowa	15-19	70
Boorowa	20-24	15
Boorowa	25+	41
Bootawa	0-4	3
Bootawa	5-14	10
Bootawa	15-19	9
Bootawa	20-24	3
Bootawa	25+	7
Booyong	5-14	10
Booyong	15-19	4
Booyong	25+	4
Bora Ridge	5-14	14
Bora Ridge	25+	8
Borah Creek	5-14	3
Borambola	5-14	22
Borambola	20-24	4
Borambola	25+	3
Boree	5-14	10
Boree Creek	0-4	4
Boree Creek	5-14	25
Boree Creek	15-19	8
Boree Creek	25+	4
Borenore	5-14	74
Borenore	15-19	27
Borenore	20-24	4
Borenore	25+	12
Boro	5-14	14
Boro	15-19	5
Boro	25+	3
Bossley Park	0-4	148
Bossley Park	5-14	1688
Bossley Park	15-19	845
Bossley Park	20-24	413
Bossley Park	25+	499
Bostobrick	0-4	3
Bostobrick	5-14	25
Bostobrick	15-19	4
Bostobrick	25+	3
Botany	0-4	197
Botany	5-14	1314
Botany	15-19	440
Botany	20-24	254
Botany	25+	383
Botobolar	5-14	17
Botobolar	15-19	3
Botobolar	20-24	3
Botobolar	25+	7
Bottle Creek	5-14	4
Bottle Creek	15-19	7
Bourbah	5-14	6
Bourke	0-4	28
Bourke	5-14	217
Bourke	15-19	52
Bourke	20-24	11
Bourke	25+	52
Bourkelands	0-4	65
Bourkelands	5-14	417
Bourkelands	15-19	144
Bourkelands	20-24	65
Bourkelands	25+	119
Bournda	5-14	20
Bournda	15-19	6
Bournda	25+	3
Bournewood	5-14	8
Bow Bowing	0-4	23
Bow Bowing	5-14	241
Bow Bowing	15-19	93
Bow Bowing	20-24	39
Bow Bowing	25+	41
Bowan Park	0-4	3
Bowan Park	5-14	22
Bowan Park	15-19	4
Bowan Park	20-24	3
Bowan Park	25+	7
Bowen Mountain	0-4	27
Bowen Mountain	5-14	234
Bowen Mountain	15-19	97
Bowen Mountain	20-24	22
Bowen Mountain	25+	47
Bowenfels	0-4	27
Bowenfels	5-14	248
Bowenfels	15-19	70
Bowenfels	20-24	22
Bowenfels	25+	43
Bowling Alley Point	5-14	8
Bowling Alley Point	15-19	3
Bowman	0-4	8
Bowman	5-14	13
Bowman	15-19	3
Bowman	25+	5
Bowman Farm	5-14	3
Bowman Farm	15-19	3
Bowman Farm	25+	3
Bowna	0-4	5
Bowna	5-14	9
Bowna	15-19	9
Bowna	25+	4
Bowning	0-4	3
Bowning	5-14	65
Bowning	15-19	19
Bowning	20-24	4
Bowning	25+	13
Bowral	0-4	128
Bowral	5-14	1092
Bowral	15-19	436
Bowral	20-24	106
Bowral	25+	260
Bowraville	0-4	20
Bowraville	5-14	145
Bowraville	15-19	40
Bowraville	20-24	8
Bowraville	25+	33
Box Hill (NSW)	0-4	11
Box Hill (NSW)	5-14	99
Box Hill (NSW)	15-19	46
Box Hill (NSW)	20-24	14
Box Hill (NSW)	25+	18
Box Ridge	5-14	7
Boxers Creek	0-4	3
Boxers Creek	5-14	31
Boxers Creek	15-19	11
Boxers Creek	25+	3
Bradbury (NSW)	0-4	148
Bradbury (NSW)	5-14	1150
Bradbury (NSW)	15-19	360
Bradbury (NSW)	20-24	160
Bradbury (NSW)	25+	291
Braefield	15-19	3
Braemar	0-4	18
Braemar	5-14	53
Braemar	15-19	23
Braemar	20-24	3
Braemar	25+	13
Braidwood	0-4	19
Braidwood	5-14	184
Braidwood	15-19	50
Braidwood	20-24	12
Braidwood	25+	40
Brandy Hill	0-4	3
Brandy Hill	5-14	77
Brandy Hill	15-19	43
Brandy Hill	20-24	17
Brandy Hill	25+	17
Branxton	0-4	43
Branxton	5-14	283
Branxton	15-19	112
Branxton	20-24	20
Branxton	25+	42
Braunstone	0-4	6
Braunstone	5-14	17
Braunstone	15-19	12
Braunstone	25+	4
Bray Park (NSW)	0-4	10
Bray Park (NSW)	5-14	114
Bray Park (NSW)	15-19	30
Bray Park (NSW)	20-24	6
Bray Park (NSW)	25+	21
Brays Creek	5-14	7
Brayton	5-14	14
Brayton	15-19	6
Brayton	25+	3
Breadalbane (NSW)	0-4	7
Breadalbane (NSW)	5-14	12
Breadalbane (NSW)	15-19	3
Breakfast Creek	5-14	6
Breakfast Point	0-4	43
Breakfast Point	5-14	280
Breakfast Point	15-19	107
Breakfast Point	20-24	85
Breakfast Point	25+	158
Bredbo	5-14	49
Bredbo	15-19	23
Bredbo	25+	6
Breelong	5-14	4
Breelong	15-19	4
Breeza	0-4	3
Breeza	5-14	12
Breeza	25+	8
Brewarrina	0-4	16
Brewarrina	5-14	149
Brewarrina	15-19	31
Brewarrina	20-24	6
Brewarrina	25+	35
Brewongle	5-14	16
Brewongle	15-19	4
Brewongle	25+	3
Briarbrook	5-14	3
Bribbaree	5-14	20
Bridgman	0-4	5
Bridgman	5-14	28
Bridgman	15-19	10
Bridgman	20-24	3
Brierfield	0-4	5
Brierfield	5-14	49
Brierfield	15-19	19
Brierfield	20-24	3
Brierfield	25+	18
Brighton-le-Sands	0-4	110
Brighton-le-Sands	5-14	678
Brighton-le-Sands	15-19	301
Brighton-le-Sands	20-24	178
Brighton-le-Sands	25+	371
Brightwaters	0-4	14
Brightwaters	5-14	97
Brightwaters	15-19	41
Brightwaters	20-24	15
Brightwaters	25+	32
Brimbin	5-14	4
Brimbin	15-19	3
Bringelly	0-4	27
Bringelly	5-14	284
Bringelly	15-19	168
Bringelly	20-24	56
Bringelly	25+	44
Bringenbrong	5-14	6
Bringenbrong	15-19	5
Brisbane Grove	0-4	3
Brisbane Grove	5-14	17
Brisbane Grove	15-19	11
Brisbane Grove	20-24	7
Brisbane Grove	25+	4
Broadmeadow	0-4	26
Broadmeadow	5-14	174
Broadmeadow	15-19	66
Broadmeadow	20-24	64
Broadmeadow	25+	95
Broadwater (Bega Valley - NSW)	0-4	3
Broadwater (Bega Valley - NSW)	5-14	18
Broadwater (Bega Valley - NSW)	15-19	6
Broadwater (Richmond Valley - NSW)	0-4	14
Broadwater (Richmond Valley - NSW)	5-14	64
Broadwater (Richmond Valley - NSW)	15-19	24
Broadwater (Richmond Valley - NSW)	20-24	4
Broadwater (Richmond Valley - NSW)	25+	8
Broadway	5-14	3
Brocklehurst	0-4	3
Brocklehurst	5-14	47
Brocklehurst	15-19	19
Brocklehurst	20-24	4
Brocklehurst	25+	8
Brocklesby	0-4	4
Brocklesby	5-14	31
Brocklesby	15-19	13
Brocklesby	25+	5
Brockley	0-4	5
Brockley	5-14	8
Brockley	15-19	3
Brodies Plains	5-14	10
Brogers Creek	25+	3
Brogo	0-4	4
Brogo	5-14	43
Brogo	15-19	17
Brogo	20-24	4
Brogo	25+	7
Broke (NSW)	0-4	13
Broke (NSW)	5-14	89
Broke (NSW)	15-19	27
Broke (NSW)	20-24	4
Broke (NSW)	25+	15
Broken Head	0-4	3
Broken Head	5-14	27
Broken Head	15-19	3
Broken Head	20-24	3
Broken Head	25+	8
Broken Hill	0-4	258
Broken Hill	5-14	1777
Broken Hill	15-19	596
Broken Hill	20-24	151
Broken Hill	25+	526
Brombin	0-4	3
Brombin	5-14	8
Brombin	15-19	7
Brombin	25+	3
Bronte	0-4	114
Bronte	5-14	826
Bronte	15-19	270
Bronte	20-24	149
Bronte	25+	278
Brookdale (NSW)	5-14	10
Brookfield (NSW)	5-14	21
Brookfield (NSW)	15-19	15
Brookfield (NSW)	20-24	3
Brookfield (NSW)	25+	5
Brooklet	0-4	6
Brooklet	5-14	23
Brooklet	15-19	14
Brooklet	25+	4
Brooklyn (NSW)	0-4	4
Brooklyn (NSW)	5-14	64
Brooklyn (NSW)	15-19	43
Brooklyn (NSW)	20-24	12
Brooklyn (NSW)	25+	12
Brookong	5-14	3
Brookong	15-19	3
Brookvale	0-4	39
Brookvale	5-14	219
Brookvale	15-19	105
Brookvale	20-24	72
Brookvale	25+	165
Brooman	5-14	4
Brooms Head	5-14	7
Brooms Head	15-19	7
Brooms Head	25+	4
Broughton (NSW)	5-14	6
Broughton (NSW)	20-24	4
Broughton Vale	5-14	19
Broughton Vale	15-19	3
Broughton Village	5-14	15
Broughton Village	15-19	4
Broulee	0-4	17
Broulee	5-14	206
Broulee	15-19	79
Broulee	20-24	11
Broulee	25+	41
Brownlow Hill	0-4	8
Brownlow Hill	5-14	50
Brownlow Hill	15-19	11
Brownlow Hill	20-24	57
Brownlow Hill	25+	55
Browns Creek	0-4	4
Browns Creek	5-14	9
Browns Creek	15-19	3
Browns Creek	20-24	3
Browns Mountain	5-14	5
Brownsville	0-4	4
Brownsville	5-14	45
Brownsville	15-19	20
Brownsville	20-24	3
Brownsville	25+	19
Brucedale	5-14	25
Brucedale	15-19	15
Brucedale	20-24	5
Bruie Plains	5-14	13
Bruinbun	5-14	3
Brundee	5-14	7
Brundee	20-24	3
Brungle	0-4	5
Brungle	5-14	21
Brungle	15-19	3
Brungle Creek	5-14	3
Brunkerville	5-14	14
Brunkerville	15-19	9
Brunkerville	25+	10
Brunswick Heads	0-4	19
Brunswick Heads	5-14	146
Brunswick Heads	15-19	73
Brunswick Heads	20-24	14
Brunswick Heads	25+	86
Brushgrove	0-4	3
Brushgrove	5-14	17
Brushgrove	15-19	4
Brushgrove	20-24	3
Brushgrove	25+	8
Brushy Creek	5-14	3
Bucca (NSW)	0-4	11
Bucca (NSW)	5-14	68
Bucca (NSW)	15-19	18
Bucca (NSW)	20-24	12
Bucca (NSW)	25+	8
Bucca Wauka	5-14	12
Buccarumbi	5-14	3
Buchanan (NSW)	5-14	29
Buchanan (NSW)	15-19	8
Buchanan (NSW)	20-24	3
Buchanan (NSW)	25+	3
Buckajo	0-4	6
Buckajo	5-14	26
Buckajo	15-19	18
Buckajo	25+	4
Buckaroo	5-14	23
Buckaroo	15-19	9
Buckaroo	20-24	3
Buckaroo	25+	6
Buckenbowra	5-14	3
Buckendoon	5-14	7
Bucketty	5-14	25
Bucketty	15-19	9
Bucketty	25+	12
Buckra Bendinni	5-14	3
Buckra Bendinni	15-19	3
Buckra Bendinni	25+	4
Budawang	25+	3
Buddabadah	5-14	5
Buddabadah	15-19	3
Budden	5-14	3
Budgee Budgee (NSW)	0-4	6
Budgee Budgee (NSW)	5-14	23
Budgee Budgee (NSW)	15-19	8
Budgee Budgee (NSW)	20-24	3
Budgee Budgee (NSW)	25+	4
Budgewoi	0-4	62
Budgewoi	5-14	331
Budgewoi	15-19	100
Budgewoi	20-24	55
Budgewoi	25+	76
Budgong	5-14	4
Buff Point	0-4	62
Buff Point	5-14	386
Buff Point	15-19	125
Buff Point	20-24	42
Buff Point	25+	89
Bugaldie	5-14	18
Bugaldie	15-19	7
Bugaldie	25+	6
Bukkulla	0-4	3
Bukkulla	5-14	17
Bukkulla	15-19	10
Bukkulla	25+	3
Bulahdelah	0-4	11
Bulahdelah	5-14	115
Bulahdelah	15-19	59
Bulahdelah	20-24	13
Bulahdelah	25+	28
Bulga (NSW)	0-4	7
Bulga (NSW)	5-14	45
Bulga (NSW)	15-19	19
Bulga (NSW)	20-24	4
Bulga (NSW)	25+	4
Bulgary	5-14	3
Bulla Creek	5-14	11
Bullaburra	0-4	18
Bullaburra	5-14	140
Bullaburra	15-19	66
Bullaburra	20-24	16
Bullaburra	25+	51
Bullagreen	5-14	12
Bullagreen	25+	3
Bullarah	5-14	5
Bullarah	25+	3
Bullatale	5-14	9
Bullatale	25+	4
Bullawa Creek	5-14	16
Bullawa Creek	15-19	6
Bullawa Creek	25+	3
Bulli	0-4	109
Bulli	5-14	923
Bulli	15-19	350
Bulli	20-24	131
Bulli	25+	192
Bulliac	5-14	7
Bullio	5-14	13
Bullio	15-19	3
Bullio	25+	3
Bulyeroi	5-14	7
Bumbaldry	5-14	3
Bumbaldry	15-19	5
Bumbalong	5-14	3
Bundabah	5-14	10
Bundabah	25+	3
Bundagen	5-14	12
Bundagen	25+	11
Bundanoon (NSW)	0-4	30
Bundanoon (NSW)	5-14	273
Bundanoon (NSW)	15-19	114
Bundanoon (NSW)	20-24	17
Bundanoon (NSW)	25+	60
Bundarra	0-4	11
Bundarra	5-14	80
Bundarra	15-19	26
Bundarra	20-24	4
Bundarra	25+	9
Bundeena	0-4	34
Bundeena	5-14	218
Bundeena	15-19	73
Bundeena	20-24	44
Bundeena	25+	76
Bundella	5-14	12
Bundemar	5-14	6
Bundook	5-14	10
Bundook	15-19	3
Bungaba	5-14	10
Bungalora	5-14	3
Bungalora	15-19	4
Bungarby	5-14	3
Bungarribee	0-4	45
Bungarribee	5-14	399
Bungarribee	15-19	135
Bungarribee	20-24	71
Bungarribee	25+	107
Bungawalbin	5-14	9
Bungawalbin	15-19	7
Bungawalbin	25+	5
Bungendore	0-4	81
Bungendore	5-14	611
Bungendore	15-19	220
Bungendore	20-24	50
Bungendore	25+	165
Bungonia	5-14	40
Bungonia	15-19	12
Bungonia	25+	9
Bungowannah	0-4	3
Bungowannah	5-14	25
Bungowannah	15-19	11
Bungowannah	25+	3
Bungwahl	5-14	31
Bungwahl	15-19	7
Bungwahl	25+	4
Bunnaloo	5-14	16
Bunnaloo	15-19	6
Bunnaloo	20-24	3
Bunnaloo	25+	3
Bunnan	5-14	13
Bunnan	15-19	4
Bunyah	5-14	11
Bunyah	15-19	6
Bunyah	25+	3
Bunyan	0-4	3
Bunyan	5-14	24
Bunyan	15-19	10
Bunyan	25+	3
Burcher	5-14	3
Burcher	15-19	4
Burcher	20-24	3
Bureen	5-14	7
Bureen	15-19	4
Burnt Bridge	0-4	5
Burnt Bridge	5-14	29
Burnt Bridge	15-19	6
Burnt Bridge	25+	4
Burnt Yards	5-14	4
Burnt Yards	15-19	3
Buronga	0-4	26
Buronga	5-14	154
Buronga	15-19	47
Buronga	20-24	5
Buronga	25+	30
Burra (Queanbeyan-Palerang Regional - NSW)	0-4	4
Burra (Queanbeyan-Palerang Regional - NSW)	5-14	86
Burra (Queanbeyan-Palerang Regional - NSW)	15-19	48
Burra (Queanbeyan-Palerang Regional - NSW)	20-24	15
