SSC_NAME16	medianRent
Altona North	17680
Alvie	7176
Amherst	
Amor	
Amphitheatre	9880
Anakie	14404
Ancona	4160
Anderson	
Anglers Rest	
Anglesea	16432
Annuello	
Antwerp	
Apollo Bay (Vic.)	13000
Appin (Vic.)	
Appin South	
Apsley (Vic.)	3848
Ararat	10400
Arawata	10400
Arbuckle	
Arcadia (Vic.)	7800
Arcadia South	
Archdale	
Archdale Junction	
Archerton	
Archies Creek	
Ardeer	15340
Ardmona	6240
Areegra	
Argyle (Vic.)	11336
Armadale (Vic.)	19812
Armstrong	
Armstrong Creek (Vic.)	20020
Arnold (Vic.)	
Arnold West	
Arthurs Creek	5200
Arthurs Seat	19760
Ascot (Ballarat - Vic.)	10400
Ascot (Greater Bendigo - Vic.)	16640
Ascot Vale	16952
Ashbourne (Vic.)	12480
Ashburton	20800
Ashwood	17992
Aspendale	20020
Aspendale Gardens	22152
Athlone	5200
Attwood	16796
Aubrey	
Auchmore	
Avalon	9360
Avenel	12012
Avoca (Vic.)	9360
Avon Plains	
Avondale Heights	17992
Avonmore	
Avonsleigh	16536
Axe Creek	10816
Axedale	10244
Ayrford	
Bacchus Marsh	13520
Baddaginnie	12480
Badger Creek	15600
Bael Bael	
Bagshot	14560
Bagshot North	9880
Bahgallah	
Bailieston	
Bairnsdale	12480
Bakery Hill	13520
Balaclava (Vic.)	18928
Bald Hills (Vic.)	
Balintore	10140
Ballan	13000
Ballangeich	3900
Ballapur	
Ballarat Central	13000
Ballarat East	13000
Ballarat North	12480
Ballendella	7280
Balliang	15340
Balliang East	
Ballyrogan	1196
Balmattum	10036
Balmoral (Vic.)	3640
Balnarring	18200
Balnarring Beach	15808
Balook	
Balwyn	21320
Balwyn North	24960
Bamawm	8320
Bamawm Extension	8476
Bambra	
Bamganie	
Bandiana	18460
Bangerang	
Bangholme	9620
Bannerton	
Bannockburn (Vic.)	16640
Banyan	
Banyena	
Baranduda	15600
Barfold	
Baringhup	4940
Baringhup West	6032
Barjarg	10400
Barkers Creek	14300
Barkly (Vic.)	
Barkstead	
Barmah	7280
Barnadown	
Barnawartha	13520
Barnawartha North	10920
Baromi	13520
Barongarook	10400
Barongarook West	9880
Barrabool	16900
Barrakee	
Barramunga	
Barraport	
Barraport West	
Barrys Reef	
Barunah Park	
Barunah Plains	
Barwidgee	9256
Barwite	8060
Barwon Downs	8632
Barwon Heads	18720
Basalt (Vic.)	
Bass	10400
Batesford	13000
Bathumi	
Baw Baw (Vic.)	
Baw Baw Village	
Baxter	15444
Bayindeen	
Bayles	11440
Baynton (Vic.)	7800
Bayswater (Vic.)	17212
Bayswater North	16120
Beaconsfield (Vic.)	15704
Beaconsfield Upper	18200
Bealiba	4160
Bearii	
Bears Lagoon	
Beauchamp	
Beaufort (Vic.)	10400
Beaumaris (Vic.)	28080
Beazleys Bridge	
Beeac	9360
Beech Forest	8840
Beechworth	12896
Beenak	
Belgrave	17472
Belgrave Heights	17160
Belgrave South	19656
Bell Park	14560
Bell Post Hill	15080
Bellarine	12480
Bellbird Creek	
Bellbrae	15600
Bellbridge	13780
Bellellen	
Bellfield (Banyule - Vic.)	16796
Bellfield (Northern Grampians - Vic.)	
Bells Beach	
Belmont (Vic.)	15340
Bemm River	
Bena	9620
Benalla	10400
Benambra	7800
Benayeo	2080
Bend Of Islands	15080
Bendigo	13000
Bendoc	3640
Bengworden	3120
Benjeroop	
Benloch	7696
Bennison	
Bentleigh	21892
Bentleigh East	22100
Benwerrin	
Beremboke	11440
Berrimal	
Berringa	
Berringama	
Berriwillock	4160
Berrybank	
Berrys Creek	7800
Berwick	18772
Bessiebelle	1456
Bet Bet	10400
Bete Bolong	8164
Bete Bolong North	
Bethanga	10140
Betley	
Beulah (Vic.)	3224
Beverford	7800
Beveridge	18200
Big Desert	
Big Hill (Greater Bendigo - Vic.)	13000
Big Hill (Surf Coast - Vic.)	
Big Pats Creek	
Biggara	
Billabong	
Bimbourie	
Bindi	
Binginwarri	
Bingo Munjie	
Birchip	6968
Birchip West	
Birdwoodton	13000
Birregurra	11440
Bittern	15340
Black Hill (Vic.)	13000
Black Range (Vic.)	9100
Black Rock (Vic.)	23972
Blackburn	19656
Blackburn North	20332
Blackburn South	18252
Blackwarry	
Blackwood (Vic.)	12740
Blairgowrie	16640
Blakeville	
Blampied	7800
Blind Bight	16172
Blowhard	4160
Bo Peep	
Bobinawarrah	8320
Bochara	7280
Bogong	
Boho	
Boho South	5356
Boigbeat	
Boinka	
Boisdale	7800
Bolangum	
Bolinda	
Bolton	
Bolwarra (Vic.)	8840
Bolwarrah	
Bona Vista	4160
Bonang	
Bonbeach	16692
Bonegilla	9360
Boneo	11232
Bonn	
Bonnie Doon (Vic.)	10400
Bonshaw (Vic.)	
Bookaar	7488
Boola	
Boolarong	
Boolarra	7020
Boolarra South	
Boole Poole	
Boolite	
Boomahnoomoonah	
Boonah (Vic.)	
Boorcan	7800
Boorhaman	7592
Boorhaman East	
Boorhaman North	
Boorolite	10400
Boorool	
Boort	7800
Boosey	
Boralma	
Bornes Hill	
Boronia	17472
Borung	
Bostocks Creek	9360
Botanic Ridge	23920
Boundary Bend	
Bowenvale	12480
Boweya	
Boweya North	
Bowmans Forest	
Bowser	
Box Hill (Vic.)	18200
Box Hill North	20020
Box Hill South	19812
Boxwood	
Bradford	
Bradvale	
Braeside	
Brandy Creek (Vic.)	
Branxholme	7020
Bravington	
Braybrook	14300
Breakaway Creek	
Breakwater	13520
Breamlea	13520
Brenanah	
Brewster	
Briagolong	13000
Briar Hill	17732
Bridge Creek	7280
Bridgewater (Vic.)	
Bridgewater North	7800
Bridgewater On Loddon	9360
Bright (Vic.)	11440
Brighton (Vic.)	27144
Brighton East	26000
Brim	
Brimboal	
Brimin	
Brimpaen	1976
Bringalbert	
Brit Brit	
Broadford	13520
Broadmeadows (Vic.)	15080
Broadwater (Vic.)	
Brodribb River	
Broken Creek	
Bromley	
Brookfield (Vic.)	16380
Brooklyn (Vic.)	17680
Brookville	
Broomfield	8840
Broughton (Vic.)	2340
Brown Hill (Vic.)	13000
Browns Plains (Vic.)	13000
Bruarong	
Brucknell	
Brumby	
Brunswick (Vic.)	20852
Brunswick East	20800
Brunswick West	16796
Bruthen	10868
Buangor	3380
Buchan	2392
Buchan South	
Buckland (Vic.)	12012
Buckley	15340
Buckley Swamp	
Buckrabanyule	
Budgee Budgee (Vic.)	
Budgeree	7436
Budgerum East	
Buffalo	11752
Buffalo River	4316
Bulart	6240
Buldah	
Bulga (Vic.)	
Bulgana	
Bulla (Vic.)	9620
Bullaharre	13260
Bullarook	7280
Bullarto	13520
Bullarto South	
Bulleen	20800
Bullengarook	5720
Bullioh	
Bullumwaal	
Buln Buln	12012
Buln Buln East	4160
Bumberrah	
Bunbartha	7800
Bundalaguah	6240
Bundalong	13780
Bundalong South	
Bundara	
Bunding	
Bundoora (Vic.)	17992
Bung Bong	
Bungador	
Bungal	
Bungalally	
Bungaree (Vic.)	12896
Bungeet	
Bungeet West	
Bungil (Vic.)	
Bunguluke	
Buninyong	14300
Bunkers Hill	13000
Bunyip	13676
Bunyip North	16120
Buragwonduc	
Burkes Bridge	
Burkes Flat	
Burnbank	3900
Burnewang	
Burnley	20852
Burnside (Vic.)	18200
Burnside Heights	19188
Burramboot	
Burramine	13000
Burramine South	
Burrowye	
Burrumbeet	8320
Burwood (Vic.)	20332
Burwood East	20800
Bushfield	15860
Bushy Park (Vic.)	
Butchers Ridge	
Buxton (Vic.)	12740
Byaduk	5200
Byaduk North	
Byawatha	
Bylands	10400
Byrneside	9360
Cabarita (Vic.)	9100
Cabbage Tree	
Cabbage Tree Creek	
Cadello	
Cairnlea	19188
Calder Park	
Caldermeade	10400
California Gully	11440
Calivil	5200
Callawadda	
Callignee	11960
Callignee North	
Callignee South	
Calrossie	
Calulu	12480
Cambarville	
Camberwell (Vic.)	22880
Cambrian Hill	14976
Campbellfield	14612
Campbells Bridge	
Campbells Creek	15080
Campbells Forest	7540
Campbelltown (Vic.)	
Camperdown (Vic.)	10400
Canadian	13520
Canary Island	
Caniambo	
Cann River	5200
Cannie	
Cannons Creek	14820
Cannum	
Canterbury (Vic.)	22360
Cape Bridgewater	14040
Cape Clear	
Cape Conran	
Cape Otway	
Cape Paterson	12636
Cape Schanck	17420
Cape Woolamai	14040
Capels Crossing	
Carag Carag	
Caralulup	
Caramut	5980
Carapooee	
Carapooee West	
Carapook	4316
Carboor	5200
Cardigan	11336
Cardigan Village	13520
Cardinia	18720
Cardross	9360
Cargerie	
Carina (Vic.)	4420
Caringal	
Carisbrook	8580
Carlisle River	5200
Carlsruhe	12376
Carlton (Vic.)	20020
Carlton North	26000
Carlyle	
Carnegie	18616
Carngham	12480
Caroline Springs	18980
Carpendeit	
Carrajung	
Carrajung Lower	10920
Carrajung South	
Carranballac	
Carron	
Carrum	18200
Carrum Downs	16900
Carwarp	5200
Cashmore	5616
Cassilis (Vic.)	
Castella	15028
Casterton	6760
Castle Creek (Vic.)	
Castle Donnington	
Castlemaine	13676
Catani	9620
Cathcart (Vic.)	
Cathkin	
Catumnal	
Caulfield	21840
Caulfield East	19188
Caulfield North	20800
Caulfield South	21840
Caveat	
Cavendish	2860
Ceres	
Chadstone	20072
Chandlers Creek	
Chapel Flat	
Chapple Vale	
Charam	
Charlemont	14040
Charleroi	9360
Charlton (Vic.)	7904
Chatsworth (Vic.)	
Chelsea	16900
Chelsea Heights	17680
Cheltenham (Vic.)	18980
Chepstowe	
Cherokee	11804
Cherrypool	
Cheshunt	6760
Cheshunt South	
Chesney Vale	7800
Chetwynd	
Chewton	13416
Chewton Bushlands	
Childers (Vic.)	6760
Chillingollah	
Chiltern	10400
Chiltern Valley	
Chinangin	
Chinkapook	
Chintin	9620
Chirnside Park	19760
Chirrip	
Chocolyn	4420
Christmas Hills (Vic.)	12688
Chum Creek	15600
Churchill (Vic.)	10400
Churchill Island	
Chute	
Clarendon (Vic.)	14560
Claretown	
Clarinda	18200
Clarkefield	13988
Clarkes Hill	7280
Clayton	18720
Clayton South	17784
Clear Lake	7592
Clematis	16588
Clifton Creek	11856
Clifton Hill	24700
Clifton Springs	15340
Clonbinane	11960
Clover Flat	
Cloverlea	10400
Club Terrace	
Clunes (Vic.)	10400
Clyde (Vic.)	18772
Clyde North	20280
Clydebank	
Clydesdale (Vic.)	2600
Coalville	
Cobains	12948
Cobaw	
Cobbannah	
Cobberas	
Cobden	9360
Cobram	10400
Cobram East	8476
Cobrico	
Cobungra	
Coburg	19240
Coburg North	17992
Cocamba	
Cochranes Creek	
Cockatoo (Vic.)	16640
Cocoroc	
Codrington (Vic.)	
Coghills Creek	
Cohuna	7800
Coimadai	12636
Cokum	
Colac	11180
Colac Colac	
Colac East	9880
Colac West	10400
Colbinabbin	5980
Colbrook	
Coldstream (Vic.)	17940
Coleraine	6552
Colignan	5200
Collingwood (Vic.)	20800
Combienbar	
Concongella	11440
Condah	
Congupna	8320
Connewarre	19760
Connewirricoo	
Coojar	
Coolaroo	14976
Cooma (Vic.)	
Coomboona	6136
Coomoora	12480
Coongulla	10400
Coonooer Bridge	
Coonooer West	
Cooriemungle	6708
Cope Cope	
Cora Lynn	9100
Corack	
Corack East	
Coragulac	7800
Coral Bank	7800
Corindhap	8580
Corinella (Vic.)	13416
Corio	12480
Corndale (Vic.)	
Cornella	
Cornishtown	13260
Coronet Bay	12480
Corop	7800
Cororooke	10920
Corringle	
Corryong	7800
Corunnun	8216
Cosgrove (Vic.)	
Cosgrove South	
Costerfield	
Cotswold	
Cottles Bridge	6604
Cowa	
Cowangie	
Cowes	13000
Cowleys Creek	
Cowwarr	10400
Craigie (Vic.)	
Craigieburn	17420
Cranbourne	15600
Cranbourne East	19552
Cranbourne North	17940
Cranbourne South	17732
Cranbourne West	17472
Creek Junction	
Creightons Creek	
Cremorne (Vic.)	27768
Cressy (Vic.)	8840
Creswick	11440
Creswick North	
Crib Point	15080
Crookayan	
Crooked River	
Cross Roads (Vic.)	
Crossley	13780
Crossover	15600
Crowlands	4680
Croxton East	
Croydon (Vic.)	17524
Croydon Hills	23400
Croydon North	19032
Croydon South	18304
Crymelon	
Cudgee	11024
Cudgewa	728
Culgoa	3276
Culla	
Cullen	
Cullulleraine	5720
Cundare	
Cundare North	
Curdies River	
Curdievale	
Curlewis (Vic.)	18980
Curyo	
Dadswells Bridge	12324
Daisy Hill (Vic.)	8424
Dales Creek	14820
Dallas	15080
Dalmore	7800
Daltons Bridge	
Dalyenong	
Dalyston	12480
Dandenong	14768
Dandenong North	15600
Dandenong South	10400
Dandongadale	
Dargo	
Darley	13780
Darlimurla	
Darlington (Vic.)	3120
Darnum	11700
Darraweit Guim	10920
Darriman	
Dartmoor (Vic.)	5200
Dartmouth	4056
Dawson (Vic.)	
Daylesford	14560
Dean	8320
Deans Marsh	9100
Deddick Valley	
Dederang	7800
Deep Lead	6240
Deepdene (Vic.)	20800
Deer Park	16068
Delacombe	13520
Delahey	15600
Delatite	
Delburn	
Delegate River	
Denicull Creek	
Denison	3588
Dennington	15600
Denver	
Deptford	
Derby (Vic.)	
Dereel	7124
Dergholm	
Derrimut	18512
Derrinal	
Derrinallum	7020
Devenish	7800
Devils River	
Devon Meadows	14716
Devon North	10400
Dewhurst	
Dhurringile	5720
Diamond Creek	19240
Digby	5200
Diggers Rest	15600
Diggora	2600
Dimboola	7800
Dingee	4472
Dingley Village	19760
Dingwall	
Dinner Plain	18980
Dixie (Vic.)	9360
Dixons Creek	10920
Dobie	7540
Docker	7800
Dockers Plains	3380
Docklands	26052
Doctors Flat	
Dollar	7020
Don Valley	13000
Donald	8320
Doncaster	21632
Doncaster East	21840
Donnybrook (Vic.)	12480
Donvale	20540
Dooboobetic	
Dooen	7280
Dookie	10400
Dookie College	
Doreen	18252
Dorodong	
Double Bridges	
Douglas (Vic.)	
Doveton	14560
Dreeite	
Dreeite South	
Driffield	
Drik Drik	
Dromana	15860
Dropmore	
Drouin	14040
Drouin East	11440
Drouin South	10660
Drouin West	7644
Drumanure	
Drumborg	5980
Drumcondra	18200
Drummartin	
Drummond	7800
Drummond North	17576
Drung	7280
Dry Diggings	
Drysdale	14300
Duchembegarra	
Dumbalk	9620
Dumbalk North	
Dumosa	
Dunach	
Dundonnell	
Dunkeld (Vic.)	7072
Dunluce	
Dunneworthy	
Dunnstown	7176
Dunolly (Vic.)	7956
Dunrobin (Vic.)	
Durdidwarrah	
Durham Lead	
Durham Ox	5200
Dutson	
Dutson Downs	
Dutton Way	11180
Duverney	
Eagle Point	12480
Eaglehawk	12272
Eaglehawk North	
Eaglemont	20592
Earlston	
East Bairnsdale	10296
East Bendigo	13000
East Geelong	15340
East Melbourne	23452
East Sale	
East Wangaratta	
East Warburton	13000
Eastern View	
Eastville	
Eastwood (Vic.)	17160
Ebden	12220
Echuca	13000
Echuca Village	13000
Echuca West	11440
Ecklin South	5200
Eddington	8840
Eden Park	14352
Edenhope	6760
Edgecombe	
Edi	6500
Edi Upper	
Edithvale	18980
Eganstown	12740
Eildon	10920
Elaine	7696
Eldorado	7800
Elevated Plains	
Elingamite	
Elingamite North	
Elizabeth Island	
Ellaswood	
Ellerslie (Vic.)	7800
Elliminyt	12740
Ellinbank	7176
Elmhurst	5460
Elmore	9100
Elphinstone (Vic.)	10920
Elsternwick	20332
Eltham (Vic.)	19240
Eltham North	23400
Elwood	20280
Emerald (Vic.)	18200
Emu	
Emu Creek (Vic.)	14040
Endeavour Hills	17576
Enfield (Vic.)	13260
Englefield	
Enochs Point	
Ensay	6916
Ensay North	
Eppalock	13260
Epping (Vic.)	16796
Epsom (Vic.)	16120
Ercildoune	8580
Erica	8840
Errinundra	
Eskdale (Vic.)	4784
Esmond	
Essendon	17732
Essendon Fields	
Essendon North	17992
Essendon West	18720
Eumemmerring	14560
Eurack	
Eureka (Vic.)	12480
Euroa	9464
Eurobin	8060
Evansford	
Eversley	
Everton	8320
Everton Upper	
Exford	
Eynesbury	17784
Fairbank	
Fairfield (Vic.)	17108
Fairhaven	16536
Fairley	
Fairy Dell (Campaspe - Vic.)	
Fairy Dell (East Gippsland - Vic.)	
Falls Creek (Vic.)	15028
Faraday	10400
Fawcett	
Fawkner	17160
Fentons Creek	
Ferguson (Vic.)	
Fern Hill	
Fernbank	13520
Ferndale (Vic.)	
Fernihurst	
Fernshaw	
Ferntree Gully	17628
Ferny Creek	18252
Fiery Flat	
Fingal (Vic.)	15860
Fish Creek	6240
Fish Point	
Fiskville	
Fitzroy (Vic.)	20800
Fitzroy North	22880
Flaggy Creek	11180
Flagstaff	12740
Flamingo Beach	
Flemington	13000
Flinders (Vic.)	19708
Flora Hill	13520
Flowerdale (Vic.)	13000
Flynn (Vic.)	10400
Flynns Creek	
Footscray	16120
Forbes (Vic.)	19500
Forest Hill (Vic.)	18720
Forge Creek	13000
Forrest (Vic.)	11700
Foster	10140
Foster North	8320
Fosterville	7800
Foxhow	
Framlingham	6500
Framlingham East	
Franklinford	
Frankston	15392
Frankston North	13780
Frankston South	18460
Freeburgh	
French Island	7800
Frenchmans	
Freshwater Creek	13000
Fryerstown	14196
Fulham (Vic.)	3120
Fumina	
Fumina South	
Fyans Creek	
Fyansford	11336
Gaffneys Creek	
Gainsborough	
Gannawarra	3120
Gapsted	8320
Gardenvale	14560
Garfield (Vic.)	14040
Garfield North	13260
Garibaldi	
Garvoc	9672
Gateway Island	
Gatum	
Gazette	
Geelong	15704
Geelong West	15340
Gelantipy	
Gellibrand	9152
Gellibrand Lower	
Gelliondale	
Gembrook	16120
Genoa	
Gentle Annie	
Georges Creek (Vic.)	
Gerahmin	
Gerang Gerung	5200
Gerangamete	10400
Germania	
Germantown (Vic.)	
Gerrigerrup	
Gherang	12480
Gheringhap	15860
Ghin Ghin	
Giffard	14820
Giffard West	
Gil Gil	
Gilderoy	
Gillieston	10400
Gillum	
Gipsy Point	
Girgarre	6240
Girgarre East	13000
Gisborne	18252
Gisborne South	15080
Gladfield (Vic.)	
Gladstone Park	17160
Gladysdale	13260
Glen Alvie	8840
Glen Creek	
Glen Forbes	14300
Glen Huntly	18720
Glen Iris (Vic.)	20540
Glen Park	2912
Glen Valley	
Glen Waverley	22360
Glen Wills	
Glenaire	
Glenaladale	2080
Glenalbyn	
Glenaroua	10920
Glenbrae	
Glenburn	11440
Glendaruel	
Glendonald	
Glenfalloch	
Glenfyne	
Glengarry (Vic.)	11440
Glengarry North	10400
Glengarry West	10920
Glengower	
Glenhope	8372
Glenhope East	
Glenisla	
Glenlee (Vic.)	3900
Glenlofty	
Glenlogie	
Glenloth	
Glenloth East	
Glenluce	
Glenlyon (Vic.)	13000
Glenmaggie	10400
Glenmore (Vic.)	
Glenorchy (Vic.)	2600
Glenormiston North	4576
Glenormiston South	8060
Glenpatrick	
Glenrowan	11960
Glenrowan West	
Glenroy (Vic.)	16952
Glenthompson	1924
Glomar Beach	
Gnarwarre	5720
Gnotuk	7956
Gobarup	
Gobur	11700
Golden Beach (Vic.)	10400
Golden Gully	13416
Golden Point (Ballarat - Vic.)	13000
Golden Point (Mount Alexander - Vic.)	12480
Golden Square	13000
Goldie	17576
Goldsborough (Vic.)	
Gong Gong	
Gonn Crossing	
Goomalibee	8320
Goon Nure	13000
Goongerah	
Gooram	5096
Gooramadda	2600
Goorambat	6240
Goornong	11440
Gooroc	
Gorae	
Gorae West	7332
Gordon (Vic.)	12740
Gormandale	5980
Goroke	3900
Goschen	
Goughs Bay	8840
Goulburn Weir	4160
Gowanbrae	20020
Gowanford	
Gowangardie	
Gowar East	
Gower	
Grahamvale	7280
Grampians	
Grand Ridge	
Granite Rock	11596
Grantville	13000
Granya	2600
Grassdale (Vic.)	
Grassmere	5200
Grays Bridge	
Graytown	7800
Gre Gre	
Gre Gre North	
Gre Gre South	
Great Western	7800
Gredgwin	
Green Gully (Vic.)	
Greendale (Vic.)	6656
Greenhill (Vic.)	
Greens Creek (Vic.)	
Greensborough	18200
Greenvale (Vic.)	20384
Greenwald	7280
Grenville	
Greta (Vic.)	
Greta South	7800
Greta West	4680
Grey River	
Gringegalgona	
Gritjurk	
Grovedale	15600
Gruyere	8840
Guildford (Vic.)	10660
Gunbower	5876
Gundowring	4576
Gunyah	
Guys Forest	
Guys Hill	20020
Gymbowen	2912
Haddon	12740
Hadfield	16224
Hallam	16848
Hallora	13000
Halls Gap	10400
Hallston	8008
Hamilton (Vic.)	10400
Hamlyn Heights	15600
Hampton (Vic.)	23400
Hampton East	16484
Hampton Park	16640
Hansonville	
Happy Valley (Golden Plains - Vic.)	
Happy Valley (Swan Hill - Vic.)	
Harcourt	13520
Harcourt North	12480
Harkaway	17680
Harmers Haven	
Harrietville	10400
Harrow	
Harston	10400
Hastings (Vic.)	14092
Hattah	
Havelock	
Haven	11596
Havilah (Vic.)	
Hawkesdale	5200
Hawkhurst	
Hawthorn (Vic.)	19292
Hawthorn East	20592
Hazel Park	
Hazelwood	4160
Hazelwood North	9360
Hazelwood South	
Healesville	15652
Heath Hill	10400
Heathcote (Vic.)	10400
Heathcote Junction	15600
Heathcote South	
Heatherton	20748
Heathmere	8840
Heathmont	18200
Hedley	6916
Heidelberg	18980
Heidelberg Heights	17264
Heidelberg West	12792
Hensley Park	
Henty (Vic.)	
Hepburn	15600
Hepburn Springs	15600
Herne Hill (Vic.)	11856
Hernes Oak	13000
Hesket	8424
Hesse	
Hexham (Vic.)	5200
Heyfield	9880
Heytesbury Lower	
Heywood	9360
Hiamdale	
Hiawatha	
High Camp	
Highett	19500
Highlands	936
Highton	16120
Hilgay	
Hill End (Vic.)	10920
Hillcrest (Vic.)	
Hilldene	13000
Hillside (East Gippsland - Vic.)	7800
Hillside (Melton - Vic.)	17680
Hinnomunjie	
Hmas Cerberus	13000
Hoddles Creek	6812
Hollands Landing	
Homebush (Vic.)	
Homerton	
Homewood	
Hopetoun (Vic.)	5200
Hopetoun Park	17940
Hoppers Crossing	15600
Hordern Vale	
Horfield	4940
Horsham	10400
Hotham Heights	24024
Hotspur	
Howes Creek	
Howitt Plains	
Howqua	
Howqua Hills	
Howqua Inlet	
Hughesdale	20540
Humevale	2600
Hunter	
Hunterston	7176
Huntingdale (Vic.)	18252
Huntly	16120
Huntly North	
Huon	5460
Huon Creek	
Hurstbridge	17212
Icy Creek	
Iguana Creek	
Illabarook	
Illawarra	
Illowa	15600
Indented Head	14040
Indigo Valley	8580
Inglewood (Vic.)	9100
Ingliston	
Invergordon (Vic.)	7800
Inverleigh	11700
Inverloch	13780
Invermay (Vic.)	18200
Invermay Park	15600
Iona	2392
Iraak	7020
Irishtown (Vic.)	
Ironbark (Vic.)	12480
Irrewarra	7540
Irrewillipe	6656
Irrewillipe East	7280
Irymple (Vic.)	10400
Ivanhoe (Vic.)	19292
Ivanhoe East	21840
Jacana	15600
Jack River	2392
Jackass Flat	16120
Jacob Creek	
Jam Jerrup	10712
Jamieson (Vic.)	8580
Jan Juc	20280
Jancourt	
Jancourt East	
Jarklin	
Jarrahmond	
Jarvis Creek	
Jeeralang	
Jeeralang Junction	12688
Jeetho	10400
Jeffcott	
Jeffcott North	
Jeparit	6500
Jericho (Vic.)	
Jeruk	
Jil Jil	
Jindivick	7800
Joel Joel	
Joel South	
Johanna	9620
Johnsonville	12636
Joyces Creek	
Jumbuk	
Jumbunna	7800
Junction Village	15600
Jung	5980
Jungaburra	
Junortoun	18200
Kaarimba	5980
Kadnook	
Kalimna	12480
Kalimna West	9880
Kalkallo	11960
Kalkee	
Kallista	16068
Kalorama	17316
Kalpienung	
Kamarooka	9360
Kamarooka North	
Kanagulk	
Kancoona	
Kangaroo Flat (Vic.)	13000
Kangaroo Ground	14404
Kaniva	5200
Kanumbra	
Kanya	
Kanyapella	
Karabeal	
Kardella	
Kardella South	
Kariah	
Karnak	
Karramomus	
Karyrie	
Katamatite	9100
Katamatite East	
Katandra	10660
Katandra West	7800
Katunga	6240
Kawarren	
Kealba	16692
Keely	4160
Keilor	18720
Keilor Downs	16640
Keilor East	18720
Keilor Lodge	20332
Keilor North	
Keilor Park	18200
Kellalac	
Kelvin View	
Kenley	6396
Kenmare (Vic.)	
Kennedys Creek	
Kennett River	14976
Kennington	13000
Kensington (Vic.)	20384
Kerang	8840
Kerang East	6240
Kergunyah	5200
Kergunyah South	5200
Kernot	
Kerrie	9620
Kerrisdale	10088
Kevington	
Kew (Vic.)	22776
Kew East	22360
Kewell	
Keysborough	18720
Kialla	16640
Kialla East	10400
Kialla West	11960
Kiata	
Kiewa	13520
Kilcunda	13000
Killara (Glenelg - Vic.)	
Killara (Wodonga - Vic.)	17160
Killarney (Vic.)	12220
Killawarra (Vic.)	1300
Killingworth (Vic.)	
Kilmany	8320
Kilmore	14820
Kilmore East	12792
Kilsyth	17940
Kilsyth South	19812
Kimbolton (Vic.)	2600
King Valley	3900
Kinglake	14820
Kinglake Central	18668
Kinglake West	13520
Kingower	
Kings Park (Vic.)	14560
Kingsbury	17212
Kingston (Vic.)	8112
Kingsville	15600
Kinnabulla	
Kinypanial	
Kirkstall	12480
Kirwans Bridge	11960
Kithbrook	
Knebsworth	
Knockwood	
Knowsley	11232
Knoxfield	19292
Koallah	
Koetong	
Kolora	3848
Kongwak	7488
Konongwootong	1300
Koo Wee Rup	13936
Koo Wee Rup North	6760
Kooloonong	676
Koonda	
Koondrook	8320
Koonoomoo	9880
Koonwarra	9516
Kooreh	
Koorlong	4160
Koornalla	3900
Kooroocheang	
Koorool	
Koorooman	14040
Kooyong	27144
Koriella	
Korobeit	
Koroit	12116
Korong Vale	5720
Koroop	6500
Korumburra	11440
Korumburra South	4784
Korweinguboora	
Kotta	8320
Kotupna	
Koyuga	
Krowera	6240
Kulwin (Vic.)	
Kunat	
Kurraca	
Kurraca West	
Kurting	
Kurunjang	14404
Kyabram	9880
Kyabram South	9100
Kyneton	15600
Kyneton South	
Kyvalley	10400
Laanecoorie	
Laang	8320
Labertouche	8476
Laceby	10400
Ladys Pass	
Laen East	
Laen North	
Lah	
Laharum	10400
Lake Boga	9360
Lake Bolac	4056
Lake Bunga	11180
Lake Charm	7800
Lake Condah	
Lake Eildon	
Lake Eppalock	
Lake Fyans	
Lake Gardens	16640
Lake Goldsmith	
Lake Lonsdale	
Lake Marmal	
Lake Meran	
Lake Mundi	
Lake Powell	
Lake Rowan	
Lake Tyers	7280
Lake Tyers Beach	13000
Lake Tyrrell	
Lake Wellington	
Lake Wendouree	13780
Lake Wongan	
Lakes Entrance	11180
Lal Lal	10400
Lalbert	
Lalor	16432
Lamplough	
Lancaster	5876
Lance Creek	
Lancefield	15496
Landsborough (Vic.)	7176
Landsborough West	
Lang Lang	13000
Lang Lang East	
Langdons Hill	
Langi Kal Kal	
Langi Logan	
Langkoop	5200
Langley	
Langsborough	7800
Langwarrin	16640
Langwarrin South	17992
Lara	16380
Lardner	7800
Larpent	6500
Lascelles	4212
