SSC_NAME16	Sex	employmentToPopulation
Seddon (Vic.)	F	66
Seddon (Vic.)	M	70
Sedgwick	F	64.5
Sedgwick	M	63.5
Selby	F	63.2
Selby	M	67.7
Separation Creek	F	72.7
Separation Creek	M	23.1
Serpentine (Vic.)	F	52
Serpentine (Vic.)	M	56.3
Serviceton	F	73.2
Serviceton	M	65
Seville	F	64.1
Seville	M	74.2
Seville East	F	61.2
Seville East	M	76.2
Seymour (Vic.)	F	42.9
Seymour (Vic.)	M	49.3
Shady Creek	F	62.7
Shady Creek	M	74.6
Shays Flat	F	100
She Oaks	F	54.8
She Oaks	M	62
Sheans Creek	F	73.3
Sheans Creek	M	46.7
Sheep Hills	F	55.6
Sheep Hills	M	64.3
Shelbourne	F	59.4
Shelbourne	M	57.8
Shelford	F	51
Shelford	M	64.4
Shepherds Flat	F	76.9
Shepherds Flat	M	50
Shepparton	F	45.3
Shepparton	M	52.5
Shepparton East	F	52.5
Shepparton East	M	66.8
Shepparton North	F	61
Shepparton North	M	65.5
Sherbrooke	F	56.9
Sherbrooke	M	54.3
Shoreham	F	36.6
Shoreham	M	54.3
Sidonia	F	50
Sidonia	M	83.3
Silvan	F	57.6
Silvan	M	66.9
Silverleaves	F	33
Silverleaves	M	44
Simpson (Vic.)	F	65.5
Simpson (Vic.)	M	68.1
Simpsons Creek	F	71.4
Simpsons Creek	M	70.6
Simson	F	31.3
Simson	M	43.3
Skenes Creek	F	42.3
Skenes Creek	M	35.8
Skibo	F	63.2
Skibo	M	69
Skinners Flat	F	23.1
Skipton	F	34.5
Skipton	M	47
Skye (Vic.)	F	61.5
Skye (Vic.)	M	73.1
Slaty Creek	F	78.6
Slaty Creek	M	57.9
Smeaton	F	55.9
Smeaton	M	64.4
Smiths Beach	F	41.1
Smiths Beach	M	46.3
Smiths Gully	F	71.1
Smiths Gully	M	70.9
Smokeytown	F	33.3
Smokeytown	M	23.1
Smoko	F	50
Smoko	M	38.5
Smythes Creek	F	60
Smythes Creek	M	62.7
Smythesdale	F	56.9
Smythesdale	M	63.5
Snake Valley	F	47
Snake Valley	M	52.1
Soldiers Hill (Vic.)	F	55.8
Soldiers Hill (Vic.)	M	64.3
Somers	F	48.1
Somers	M	54.3
Somerville (Vic.)	F	57.4
Somerville (Vic.)	M	67.6
Sorrento (Vic.)	F	32.1
Sorrento (Vic.)	M	40.2
South Dudley	F	47.7
South Dudley	M	38.2
South Geelong	F	64.9
South Geelong	M	68.1
South Kingsville	F	64.7
South Kingsville	M	72.4
South Melbourne	F	57
South Melbourne	M	62.7
South Morang	F	59.1
South Morang	M	70.4
South Purrumbete	F	40.5
South Purrumbete	M	66
South Wharf	F	40.8
South Wharf	M	34
South Yarra	F	61.3
South Yarra	M	68.3
Southbank	F	56.5
Southbank	M	64.4
Southern Cross (Vic.)	F	42.9
Southern Cross (Vic.)	M	59.6
Spargo Creek	F	43.8
Spargo Creek	M	20
Speed	F	35.5
Speed	M	53.1
Spotswood	F	65.5
Spotswood	M	68.2
Spring Gully (Vic.)	F	51.7
Spring Gully (Vic.)	M	59.3
Spring Hill (Vic.)	F	47.8
Spring Hill (Vic.)	M	56.3
Springbank	F	58.5
Springbank	M	58.6
Springdallah	F	27.3
Springdallah	M	71.4
Springfield (Buloke - Vic.)	M	100
Springfield (Macedon Ranges - Vic.)	F	68
Springfield (Macedon Ranges - Vic.)	M	63
Springhurst	F	53.8
Springhurst	M	61.3
Springmount	F	57.4
Springmount	M	66.7
Springvale (Vic.)	F	37.8
Springvale (Vic.)	M	50.4
Springvale South	F	43.5
Springvale South	M	55.9
St Albans (Vic.)	F	35.4
St Albans (Vic.)	M	48.8
St Albans Park	F	49.5
St Albans Park	M	60.9
St Andrews (Vic.)	F	58.6
St Andrews (Vic.)	M	65.9
St Andrews Beach	F	60.3
St Andrews Beach	M	66.7
St Arnaud	F	41.8
St Arnaud	M	51.2
St Arnaud East	F	36.8
St Arnaud East	M	71
St Arnaud North	F	41.2
St Arnaud North	M	28
St Clair (Vic.)	F	56.3
St Clair (Vic.)	M	83.3
St Germains	F	45.8
St Germains	M	42.4
St Helena	F	59.3
St Helena	M	70.6
St Helens (Vic.)	F	100
St Helens (Vic.)	M	50
St Helens Plains	F	65
St Helens Plains	M	84.2
St James (Vic.)	F	41.5
St James (Vic.)	M	30.7
St Kilda (Vic.)	F	64.4
St Kilda (Vic.)	M	64.3
St Kilda East	F	65.7
St Kilda East	M	70.7
St Kilda West	F	63.1
St Kilda West	M	66.6
St Leonards (Vic.)	F	38.4
St Leonards (Vic.)	M	39
Staceys Bridge	F	92.9
Staceys Bridge	M	66.7
Staffordshire Reef	F	31.6
Staffordshire Reef	M	33.3
Staghorn Flat	F	68.6
Staghorn Flat	M	84.2
Stanhope (Vic.)	F	42.6
Stanhope (Vic.)	M	53.3
Stanley (Vic.)	F	53.1
Stanley (Vic.)	M	64.4
Staughton Vale	F	56.8
Staughton Vale	M	65
Stavely	F	88.9
Stavely	M	69.2
Stawell	F	43.3
Stawell	M	51.6
Steels Creek	F	47.1
Steels Creek	M	71.3
Steiglitz (Vic.)	F	70.6
Steiglitz (Vic.)	M	50
Stewarton (Vic.)	F	49
Stewarton (Vic.)	M	63
Stockdale	F	62.5
Stockdale	M	45.8
Stockyard Hill	F	73.7
Stockyard Hill	M	111.1
Stonehaven	F	31
Stonehaven	M	85.3
Stoneleigh (Vic.)	F	53.8
Stoneleigh (Vic.)	M	66.7
Stony Creek (Central Goldfields - Vic.)	M	100
Stony Creek (South Gippsland - Vic.)	F	50.5
Stony Creek (South Gippsland - Vic.)	M	66.7
Stonyford	F	50
Stonyford	M	46.4
Stradbroke	F	56.6
Stradbroke	M	52.4
Strangways	F	48
Strangways	M	41
Stratford (Vic.)	F	52.7
Stratford (Vic.)	M	60.7
Strath Creek	F	57.7
Strath Creek	M	57.7
Strathallan	F	64.3
Strathallan	M	56.4
Strathbogie	F	50
Strathbogie	M	54.5
Strathdale	F	50.1
Strathdale	M	56.6
Strathdownie	F	45.9
Strathdownie	M	69.4
Strathewen	F	57.1
Strathewen	M	88.1
Strathfieldsaye	F	64.5
Strathfieldsaye	M	72.1
Strathkellar	F	45.9
Strathkellar	M	67.6
Strathlea	F	20
Strathlea	M	33.3
Strathmerton	F	57.5
Strathmerton	M	60.7
Strathmore (Vic.)	F	59.2
Strathmore (Vic.)	M	68.7
Strathmore Heights	F	53.3
Strathmore Heights	M	62.3
Streatham	F	43.6
Streatham	M	54.8
Strzelecki (Vic.)	F	51.4
Strzelecki (Vic.)	M	73.3
Stuart Mill	F	61.8
Stuart Mill	M	42.4
Sugarloaf (Vic.)	F	100
Sugarloaf Creek	F	57
Sugarloaf Creek	M	61.5
Sulky	F	68.1
Sulky	M	65.9
Sunbury	F	57.5
Sunbury	M	66.5
Sunday Creek	F	60.6
Sunday Creek	M	64.1
Sunderland Bay	F	41.9
Sunderland Bay	M	56.8
Sunset Strip (Vic.)	F	46
Sunset Strip (Vic.)	M	62
Sunshine (Vic.)	F	44.9
Sunshine (Vic.)	M	56
Sunshine North	F	39.7
Sunshine North	M	52.1
Sunshine West	F	38.8
Sunshine West	M	52.2
Surf Beach (Vic.)	F	51
Surf Beach (Vic.)	M	58.9
Surrey Hills	F	57.6
Surrey Hills	M	67.1
Sutherland (Vic.)	F	33.3
Sutherland (Vic.)	M	66.7
Sutherlands Creek	F	60
Sutherlands Creek	M	74
Sutton Grange	F	40.7
Sutton Grange	M	51.6
Swan Bay (Vic.)	F	27.3
Swan Bay (Vic.)	M	71.4
Swan Hill	F	48.2
Swan Hill	M	57.5
Swan Marsh	F	54.2
Swan Marsh	M	71.9
Swan Reach (Vic.)	F	44.4
Swan Reach (Vic.)	M	49.2
Swanpool	F	37
Swanpool	M	63.2
Swanwater	F	85.7
Swanwater	M	58.3
Swanwater West	F	133.3
Swanwater West	M	44.4
Swifts Creek	F	47.6
Swifts Creek	M	57.5
Sydenham (Vic.)	F	50.7
Sydenham (Vic.)	M	65.2
Sylvaterre	M	100
Tabilk	F	42.1
Tabilk	M	59.3
Tabor	F	76.9
Tabor	M	57.9
Taggerty	F	55.7
Taggerty	M	55.1
Tahara	F	60
Tahara	M	83.3
Tahara Bridge	M	87.5
Tahara West	F	66.7
Tahara West	M	55.6
Talbot (Vic.)	F	32.1
Talbot (Vic.)	M	31.7
Talgarno	F	64.2
Talgarno	M	63
Tallandoon	F	46.7
Tallandoon	M	75.6
Tallangatta	F	46.7
Tallangatta	M	52.8
Tallangatta East	F	92.9
Tallangatta East	M	87
Tallangatta South	F	72.7
Tallangatta South	M	73.8
Tallangatta Valley	F	57.7
Tallangatta Valley	M	66.7
Tallarook	F	51.6
Tallarook	M	61.4
Tallygaroopna	F	66.2
Tallygaroopna	M	70.9
Tambo Crossing	F	100
Tambo Crossing	M	50
Tambo Upper	F	63.8
Tambo Upper	M	58.8
Taminick	F	65
Taminick	M	85.1
Tamleugh	F	56
Tamleugh	M	90
Tamleugh North	F	66.7
Tamleugh North	M	53.3
Tandarook	F	57.1
Tandarook	M	41.7
Tandarra	F	68.4
Tandarra	M	68.4
Tangambalanga	F	59
Tangambalanga	M	62.9
Tanjil South	F	52
Tanjil South	M	60.7
Tanwood	F	25
Tanwood	M	30.8
Tanybryn	M	42.9
Taradale (Vic.)	F	54.9
Taradale (Vic.)	M	54.5
Tarcombe	F	57.1
Tarcombe	M	66.7
Tarilta	F	44.4
Tarilta	M	87.5
Tarnagulla	F	21.1
Tarnagulla	M	29.9
Tarneit	F	54.8
Tarneit	M	72.4
Tarnook	F	39.4
Tarnook	M	47.6
Taroon	F	36.4
Taroon	M	80
Tarra Valley	F	51.5
Tarra Valley	M	52.8
Tarranyurk	F	21.4
Tarranyurk	M	72.7
Tarraville	F	29.4
Tarraville	M	37.5
Tarrawarra	F	26.7
Tarrawarra	M	33.3
Tarrawingee	F	55.3
Tarrawingee	M	68.4
Tarrayoukyan	F	58.3
Tarrayoukyan	M	66.7
Tarrengower	F	37
Tarrengower	M	65.4
Tarrenlea	F	37.5
Tarrenlea	M	100
Tarrington	F	66.4
Tarrington	M	79.3
Tarrone	F	55.6
Tarrone	M	80
Tarwin	F	47.1
Tarwin	M	73.9
Tarwin Lower	F	55.3
Tarwin Lower	M	52.6
Tatong	F	54.1
Tatong	M	68.4
Tatura	F	46
Tatura	M	56.3
Tatura East	F	72.2
Tatura East	M	58.1
Tatyoon	F	59.6
Tatyoon	M	78
Tawonga	F	48
Tawonga	M	62.7
Tawonga South	F	51.6
Tawonga South	M	56
Taylor Bay	F	50
Taylor Bay	M	36.4
Taylors Hill	F	57.3
Taylors Hill	M	71.4
Taylors Lakes	F	57.3
Taylors Lakes	M	67
Teal Point	F	39.3
Teal Point	M	56
Tecoma	F	62.2
Tecoma	M	68.3
Teddywaddy	F	50
Teddywaddy	M	85.7
Teddywaddy West	F	140
Teddywaddy West	M	55.6
Teesdale (Vic.)	F	58.5
Teesdale (Vic.)	M	68.1
Telangatuk East	F	118.8
Telangatuk East	M	78.6
Telford	F	92.3
Telford	M	80
Telopea Downs	F	60
Telopea Downs	M	94.1
Templestowe	F	49.3
Templestowe	M	59.7
Templestowe Lower	F	47.4
Templestowe Lower	M	58.6
Tempy	F	29.6
Tempy	M	75
Tenby Point	F	43.8
Tenby Point	M	46.2
Tennyson (Vic.)	F	65
Tennyson (Vic.)	M	90.9
Terang	F	44.5
Terang	M	53.1
Terip Terip	F	40
Terip Terip	M	82.6
Terrappee	F	120
Terrappee	M	55.6
Terrick Terrick East	M	100
Tesbury	F	65.9
Tesbury	M	72.5
Tetoora Road	F	24.1
Tetoora Road	M	57.7
Thalia	M	100
The Basin (Vic.)	F	59.7
The Basin (Vic.)	M	67.4
The Cove	F	55.6
The Cove	M	42.9
The Gurdies	F	43.5
The Gurdies	M	59.1
The Heart	F	50
The Heart	M	112.5
The Honeysuckles	F	31.7
The Honeysuckles	M	57.1
The Patch	F	58.4
The Patch	M	62.7
The Sisters	F	51.9
The Sisters	M	54.9
Thologolong	F	100
Thologolong	M	30
Thomastown	F	36.7
Thomastown	M	49.2
Thomson (Greater Geelong - Vic.)	F	44.3
Thomson (Greater Geelong - Vic.)	M	49.9
Thoona	F	56.3
Thoona	M	57.4
Thornbury	F	61.7
Thornbury	M	65.4
Thornton (Vic.)	F	56.1
Thornton (Vic.)	M	47.6
Thorpdale	F	53.1
Thorpdale	M	68.1
Thorpdale South	M	30.8
Thowgla Valley	F	66.7
Thowgla Valley	M	71.1
Three Bridges	F	55
Three Bridges	M	56.8
Timboon	F	50.6
Timboon	M	59.7
Timboon West	F	52.4
Timboon West	M	66.7
Timmering	F	84.6
Timmering	M	77.1
Timor (Vic.)	F	53.1
Timor (Vic.)	M	38.5
Timor West	F	55.6
Timor West	M	41.7
Tinamba	F	56.8
Tinamba	M	69.2
Tinamba West	F	40
Tinamba West	M	77.8
Tintaldra	F	42.9
Tintaldra	M	71.4
Tol Tol	F	42.6
Tol Tol	M	65.7
Tolmie	F	51.1
Tolmie	M	45.7
Tongala	F	47.6
Tongala	M	58
Tongio	F	37.5
Tongio	M	37.5
Tonimbuk	F	57.7
Tonimbuk	M	60.2
Tooan	F	27.3
Tooan	M	100
Tooborac	F	52.4
Tooborac	M	51.5
Toolamba	F	65.4
Toolamba	M	68.9
Toolamba West	F	75
Toolamba West	M	64.6
Toolangi	F	53
Toolangi	M	61.7
Toolern Vale	F	54.7
Toolern Vale	M	65.5
Toolleen	F	36.4
Toolleen	M	42.5
Toolondo	F	61.5
Toolondo	M	73.1
Toolong	F	63.9
Toolong	M	70
Toongabbie (Vic.)	F	57.7
Toongabbie (Vic.)	M	66.6
Toora (Vic.)	F	46.4
Toora (Vic.)	M	42.8
Toora North	F	47.9
Toora North	M	48.9
Tooradin	F	59.6
Tooradin	M	64.4
Toorak	F	50.1
Toorak	M	64.1
Toorloo Arm	F	52
Toorloo Arm	M	53.8
Tootgarook	F	43.3
Tootgarook	M	49.2
Torquay (Vic.)	F	57.8
Torquay (Vic.)	M	65.7
Torrita	F	80
Torrita	M	46.7
Torrumbarry	F	54
Torrumbarry	M	64.3
Torwood	F	33.3
Torwood	M	91.7
Tostaree	F	66.7
Tostaree	M	50
Tottenham (Vic.)	M	100
Tourello	F	57.1
Tourello	M	31.6
Towan	F	100
Towan	M	133.3
Towaninny	F	133.3
Towaninny	M	50
Tower Hill	F	61.3
Tower Hill	M	56.8
Towong	F	48.3
Towong	M	48.4
Towong Upper	F	75
Towong Upper	M	27.3
Trafalgar (Vic.)	F	50.3
Trafalgar (Vic.)	M	58.5
Trafalgar East	F	57.9
Trafalgar East	M	67.5
Trafalgar South	F	55.8
Trafalgar South	M	69.2
Tragowel	F	28.9
Tragowel	M	48.9
Traralgon	F	50.2
Traralgon	M	59
Traralgon East	F	64.9
Traralgon East	M	71.6
Traralgon South	F	58.2
Traralgon South	M	67.6
Travancore	F	58.8
Travancore	M	58.8
Trawalla	F	64.9
Trawalla	M	57.1
Trawool	F	46.3
Trawool	M	58.5
Traynors Lagoon	F	30
Traynors Lagoon	M	58.3
Tremont	F	51.6
Tremont	M	55.9
Trentham	F	43.4
Trentham	M	50.1
Trentham East	F	48.4
Trentham East	M	56.9
Tresco	F	50.7
Tresco	M	50.5
Tresco West	F	60
Tresco West	M	52.3
Trida	F	52
Trida	M	70.8
Truganina	F	53.2
Truganina	M	64.7
Tubbut	F	133.3
Tubbut	M	100
Tuerong	F	52
Tuerong	M	64
Tullamarine	F	50.2
Tullamarine	M	58.6
Tungamah	F	43.3
Tungamah	M	51.2
Turriff	F	40
Turriff	M	42.9
Turtons Creek	F	46.2
Tutye	F	111.1
Tutye	M	41.7
Tyaak	F	58.8
Tyaak	M	55.6
Tyabb	F	60.4
Tyabb	M	68.3
Tyers	F	57.8
Tyers	M	66.2
Tylden	F	59.7
Tylden	M	72.4
Tynong	F	50.3
Tynong	M	64.2
Tynong North	F	56.6
Tynong North	M	64.3
Tyntynder	F	57.7
Tyntynder	M	58.3
Tyntynder South	F	55.8
Tyntynder South	M	55.8
Tyrendarra	F	53.5
Tyrendarra	M	57.9
Tyrendarra East	F	120
Tyrendarra East	M	133.3
Tyrrell	F	75
Tyrrell	M	100
Tyrrell Downs	F	37.5
Tyrrell Downs	M	50
Ullina	F	23.5
Ullina	M	63.6
Ullswater	F	66.7
Ullswater	M	66.7
Ultima	F	42.9
Ultima	M	46.8
Ulupna	F	66.7
Ulupna	M	20
Undera	F	46.8
Undera	M	62.4
Underbool	F	45.6
Underbool	M	58.5
Upotipotpon	F	53.8
Upotipotpon	M	56
Upper Ferntree Gully	F	57.9
Upper Ferntree Gully	M	63.9
Upper Gundowring	F	57.1
Upper Gundowring	M	79.5
Upper Lurg	F	56.8
Upper Lurg	M	45.3
Upper Plenty	F	51.6
Upper Plenty	M	63.6
Upper Ryans Creek	F	70.6
Upper Ryans Creek	M	50
Upton Hill	F	40
Upton Hill	M	73.3
Upwey	F	64.2
Upwey	M	69.7
Valencia Creek	F	55.9
Valencia Creek	M	69.4
Vasey	F	75
Vasey	M	60
Vaughan	F	45
Vaughan	M	57.1
Vectis	F	69.2
Vectis	M	78.6
Ventnor (Vic.)	F	46.2
Ventnor (Vic.)	M	50.9
Venus Bay (Vic.)	F	24.6
Venus Bay (Vic.)	M	26.7
Vermont	F	54.5
Vermont	M	64.5
Vermont South	F	48.3
Vermont South	M	59.1
Vervale	M	30.4
Vesper	F	44.4
Vesper	M	47.6
Victoria Point (Vic.)	M	50
Victoria Valley (Vic.)	F	85.2
Victoria Valley (Vic.)	M	64.7
Viewbank	F	53.5
Viewbank	M	60.9
Vinifera	F	66.7
Vinifera	M	56.3
Violet Town	F	40.9
Violet Town	M	44.5
Vite Vite	F	54.5
Vite Vite	M	82.4
Vite Vite North	F	46.7
Vite Vite North	M	75
W Tree	F	55
W Tree	M	25
Waaia	F	70.7
Waaia	M	68.7
Waanyarra	F	27.3
Waanyarra	M	33.3
Waggarandall	F	40
Waggarandall	M	105.3
Wahgunyah	F	49.4
Wahgunyah	M	53.7
Wahring	F	51.2
Wahring	M	80
Wail	F	40
Wail	M	52.9
Wairewa	F	28.2
Wairewa	M	42.9
Waitchie	F	42.9
Waitchie	M	55
Wal Wal	F	50
Wal Wal	M	63.6
Waldara	F	66.1
Waldara	M	68.8
Walhalla	F	42.9
Walhalla	M	35.3
Walkerville (Vic.)	F	48.4
Walkerville (Vic.)	M	48.6
Walkerville North	F	100
Wallace	F	64
Wallace	M	76
Wallacedale	F	63.4
Wallacedale	M	80
Wallaloo East	M	100
Wallan	F	55.8
Wallan	M	67.5
Wallinduc	F	83.3
Wallinduc	M	71.4
Wallington	F	49.5
Wallington	M	59.1
Wallup	F	66.7
Wallup	M	66.7
Walmer (Vic.)	F	49
Walmer (Vic.)	M	61.1
Walpa	F	67.2
Walpa	M	80
Walpeup	F	34.9
Walpeup	M	42.4
Walwa	F	51.3
Walwa	M	44
Wandana Heights	F	63.6
Wandana Heights	M	66.1
Wandella (Vic.)	F	57.1
Wandella (Vic.)	M	93.3
Wandiligong	F	57.1
Wandiligong	M	52.6
Wandin East	F	58.5
Wandin East	M	71.7
Wandin North	F	58
Wandin North	M	69.6
Wando Bridge	F	29.2
Wando Bridge	M	57.9
Wando Vale	F	61.8
Wando Vale	M	73.3
Wandong	F	58.3
Wandong	M	67.1
Wangandary	F	60.9
Wangandary	M	60.6
Wangaratta (Vic.)	F	46.9
Wangaratta (Vic.)	M	55.3
Wangaratta South	F	58
Wangaratta South	M	61.4
Wangoom	F	59
Wangoom	M	70
Wannon	F	56.8
Wannon	M	57.4
Wantirna	F	53.3
Wantirna	M	63
Wantirna South	F	52.4
Wantirna South	M	62.9
Waranga Shores	F	44.2
Waranga Shores	M	51
Waratah Bay	F	35.3
Waratah Bay	M	48.4
Warburton (Vic.)	F	43
Warburton (Vic.)	M	48.7
Wareek	F	40.7
Wareek	M	33.3
Wargan	F	69
Wargan	M	118.2
Warmur	F	33.3
Warmur	M	83.3
Warncoort	F	58.1
Warncoort	M	82
Warneet	F	52.9
Warneet	M	59.3
Warrabkook	F	42.9
Warrabkook	M	23.1
Warracknabeal	F	42
Warracknabeal	M	47.4
Warragul	F	48.6
Warragul	M	59.2
Warragul South	F	67.3
Warragul South	M	75.2
Warragul West	F	42.9
Warragul West	M	27.3
Warrak	F	38.7
Warrak	M	79.2
Warrandyte	F	60.2
Warrandyte	M	67.8
Warrandyte South	F	62.3
Warrandyte South	M	73.7
Warranwood	F	66.6
Warranwood	M	73.7
Warrayure	M	100
Warrenbayne	F	58.2
Warrenbayne	M	56.7
Warrenheip	F	55.4
Warrenheip	M	69.3
Warrenmang	F	60
Warrenmang	M	37.5
Warrion	F	42.9
Warrion	M	53.8
Warrnambool	F	51.5
Warrnambool	M	60
Warrock	F	30
Warrock	M	41.7
Warrong	F	60
Warrong	M	63.3
Wartook	F	29.7
Wartook	M	56.8
Watchem	F	10.5
Watchem	M	28.8
Watchem West	F	75
Watchem West	M	100
Watchupga	F	71.4
Watchupga	M	57.1
Waterford Park	F	52.4
Waterford Park	M	67.4
Waterholes	F	100
Waterholes	M	100
Waterloo (Vic.)	F	37.2
Waterloo (Vic.)	M	58.5
Waterways	F	61.7
Waterways	M	69.6
Watsonia	F	54.3
Watsonia	M	62.6
Watsonia North	F	56
Watsonia North	M	65.8
Watsons Creek (Vic.)	F	33.3
Watsons Creek (Vic.)	M	66.7
Wattle Bank	F	55.4
Wattle Bank	M	56.8
Wattle Flat (Vic.)	F	56.1
Wattle Flat (Vic.)	M	51.2
Wattle Glen	F	57.2
Wattle Glen	M	66.1
Wattle Hill (Vic.)	F	100
Wattle Hill (Vic.)	M	75
Waubra	F	50.4
Waubra	M	54.5
Waurn Ponds	F	58.4
Waurn Ponds	M	62.3
Waygara	F	36.4
Waygara	M	66.7
Weatherboard	F	69.2
Weatherboard	M	58.3
Wedderburn (Vic.)	F	27.8
Wedderburn (Vic.)	M	32.5
Wedderburn Junction	F	30
Wedderburn Junction	M	66.7
Wee Wee Rup	F	81.3
Wee Wee Rup	M	64.3
Weeaproinah	F	66.7
Weeaproinah	M	100
Weering	F	33.3
Weering	M	53.3
Weerite	F	60.4
Weerite	M	72
Wehla	F	37.5
Wehla	M	41.2
Wellsford	F	58.3
Wellsford	M	75.5
Welshmans Reef	F	39.1
Welshmans Reef	M	58.9
Welshpool (Vic.)	F	50
Welshpool (Vic.)	M	57.3
Wemen	F	60.9
Wemen	M	80.9
Wendouree	F	34.1
Wendouree	M	45.5
Wensleydale	F	63.2
Wensleydale	M	60
Werneth	F	37.5
Werneth	M	63
Werona	F	33.3
Werona	M	46.7
Werribee	F	47.8
Werribee	M	61.4
Werribee South	F	42.8
Werribee South	M	57.2
Werrimull	F	47.4
Werrimull	M	40.7
Wesburn	F	53.4
Wesburn	M	67.7
West Bendigo	F	54.7
West Bendigo	M	54.2
West Creek	F	65.9
West Creek	M	48.9
West Footscray	F	58.4
West Footscray	M	64.4
West Melbourne	F	61.1
West Melbourne	M	58
West Wodonga	F	55.4
West Wodonga	M	63
Westbury (Vic.)	F	40
Westbury (Vic.)	M	50
Westby	F	37.5
Westby	M	116.7
Westmeadows	F	51.9
Westmeadows	M	60.8
Westmere	F	37.5
Westmere	M	70.6
Whanregarwen	F	66.7
Whanregarwen	M	69.8
Wharparilla	F	51.9
Wharparilla	M	59.4
Wheatsheaf	F	47.1
Wheatsheaf	M	49.5
Wheelers Hill	F	48.1
Wheelers Hill	M	57.8
Whirily	F	100
Whirily	M	87.5
White Hills (Vic.)	F	53.1
White Hills (Vic.)	M	59.5
Whiteheads Creek	F	50.3
Whiteheads Creek	M	59.9
Whitelaw	F	64.3
Whitelaw	M	114.3
Whitfield (Vic.)	F	60.7
Whitfield (Vic.)	M	59.8
Whitlands	F	57.1
Whitlands	M	25
Whittington	F	35.3
Whittington	M	45.7
Whittlesea	F	51.7
Whittlesea	M	60.9
Whoorel	F	37.5
Whoorel	M	50
Whorouly	F	54.2
Whorouly	M	63.5
Whorouly East	F	43.3
Whorouly East	M	68.6
Whorouly South	F	73.9
Whorouly South	M	66.7
Whroo	F	20
Whroo	M	32
Wickliffe	F	55.6
Wickliffe	M	50
Wilby	F	63.2
Wilby	M	50
Wild Dog Valley (Vic.)	F	44
Wild Dog Valley (Vic.)	M	83.3
Wildwood	F	48.7
Wildwood	M	55.7
Wilkur	F	88.9
Wilkur	M	88
Willangie	F	60
Willangie	M	66.7
Willatook	F	47.4
Willatook	M	88.9
Willaura	F	37.7
Willaura	M	40.4
Willaura North	F	60
Willaura North	M	50
Willenabrina	M	100
Williams Landing	F	59.8
Williams Landing	M	76.5
Williamstown (Vic.)	F	57.6
Williamstown (Vic.)	M	64.5
Williamstown North	F	54.3
Williamstown North	M	58
Willow Grove	F	52.3
Willow Grove	M	65.1
Willowmavin	F	54.8
Willowmavin	M	66.7
Willowvale (Vic.)	F	100
Willung	F	57.7
Willung	M	46.4
Willung South	F	43.9
Willung South	M	74.5
Wilsons Hill	F	89.3
Wilsons Hill	M	51.9
Wilsons Promontory	F	100
Wilsons Promontory	M	87.5
Wimbledon Heights	F	55.6
Wimbledon Heights	M	62.3
Winchelsea	F	43.8
Winchelsea	M	54.8
Winchelsea South	F	58.9
Winchelsea South	M	73
Windermere (Vic.)	F	73
Windermere (Vic.)	M	77.1
Windsor (Vic.)	F	61.7
Windsor (Vic.)	M	67.4
Wingeel	F	46.2
Wingeel	M	111.1
Winjallok	F	100
Winjallok	M	83.3
Winnambool	F	33.3
Winnambool	M	150
Winnap	F	37.5
Winnap	M	63.6
Winnindoo	F	56.3
Winnindoo	M	55.6
Winslow	F	70.5
Winslow	M	73.2
Winton (Vic.)	F	60
Winton (Vic.)	M	66.7
Winton North	M	75
Wirrate	M	100
Wiseleigh	F	45.7
Wiseleigh	M	52.4
Wodonga	F	50.5
Wodonga	M	59.6
Wollert	F	54.7
Wollert	M	72.3
Wombat Creek (Vic.)	F	37.5
Wombat Creek (Vic.)	M	21.4
Wombelano	F	87.5
Wombelano	M	76
Won Wron	F	47.1
Won Wron	M	55.3
Wonga	F	64.3
Wonga	M	50
Wonga Park	F	62.7
Wonga Park	M	71.4
Wongarra	F	31.6
Wongarra	M	63.6
Wonthaggi	F	34.7
Wonthaggi	M	41.8
Wonwondah	F	60
Wonwondah	M	70.5
Wonyip	F	42.9
Wonyip	M	58.3
Wood Wood	F	18.8
Wood Wood	M	47.2
Woodend (Vic.)	F	53.8
Woodend (Vic.)	M	62.8
Woodend North	F	48.5
Woodend North	M	67
Woodfield	F	68.8
Woodfield	M	50
Woodford (Vic.)	F	59.5
Woodford (Vic.)	M	68.9
Woodglen	F	42.9
Woodglen	M	80
Woodhouse	F	50
Woodhouse	M	115.4
Woodleigh (Vic.)	F	33.3
Woodleigh (Vic.)	M	61.1
Woods Point (Vic.)	F	28.6
Woods Point (Vic.)	M	39.1
Woodside (Vic.)	F	58.5
Woodside (Vic.)	M	58.8
Woodside Beach	F	34.2
Woodside Beach	M	34.9
Woodstock (Vic.)	F	44.8
Woodstock (Vic.)	M	50.7
Woodstock On Loddon	F	80
Woodstock On Loddon	M	171.4
Woodstock West	F	46.2
Woodstock West	M	66.7
Woodvale (Vic.)	F	51.7
Woodvale (Vic.)	M	54.7
Wool Wool	F	52.9
Wool Wool	M	36.8
Woolamai	F	60.7
Woolamai	M	66.7
Woolsthorpe	F	53.1
Woolsthorpe	M	72.2
Woomelang	F	31.8
Woomelang	M	48.9
Wooragee	F	57.5
Wooragee	M	53
Woorarra East	F	100
Woorarra East	M	50
Woorarra West	F	47.8
Woorarra West	M	24
Wooreen	F	54.1
Wooreen	M	58.3
Woori Yallock	F	55.5
Woori Yallock	M	67.9
Woorinen	F	46.7
