SSC_NAME16	employmentToPopulation
East Wagga Wagga	52.1
East Wardell	49
Eastern Creek	59.1
Eastgardens	52.7
Eastlakes	50.1
Eastwood (NSW)	54
Eatonsville	44.5
Ebenezer (NSW)	65.6
Ebor	50.7
Eccleston	34.3
Eden	42.5
Eden Creek	53.5
Edensor Park	52.1
Edenville	45.2
Edgecliff	59
Edgeroi	63.9
Edgeworth	52.8
Edith (NSW)	65.5
Edmondson Park	63.1
Eenaweena	109.1
Eglinton (NSW)	64.5
Elands	28.7
Elanora Heights	66.6
Elcombe	75
Elderslie (Camden - NSW)	68.5
Elderslie (Singleton - NSW)	66.3
Eleebana	59.4
Elermore Vale	52.7
Elizabeth Bay	66.4
Elizabeth Beach	54.7
Elizabeth Hills	64.4
Ellalong	53.5
Elland	53.4
Ellangowan (NSW)	41.6
Ellenborough	41.3
Ellerslie (Snowy Valleys - NSW)	75.9
Ellerslie (Wentworth - NSW)	73.8
Ellerston	50
Ellis Lane	65.7
Elong Elong	53.5
Elrington	61.4
Elsmore	19.5
Eltham (NSW)	66.7
Elvina Bay	61
Emerald Beach	59.1
Emerald Hill	58.7
Emerton	42.2
Emmaville	37.8
Empire Bay	56
Empire Vale	53.6
Emu Heights (NSW)	69.8
Emu Plains	57
Emu Swamp	68.1
Enfield (NSW)	59.3
Engadine	65.3
Englorie Park	63.1
Enmore (Armidale Regional - NSW)	49
Enmore (Inner West - NSW)	68.6
Enngonia	32.7
Epping (NSW)	57.5
Eraring	43.6
Eremerang	58.8
Erigolia	65.6
Erin Vale	84.2
Erina	36.7
Erina Heights	62.8
Ermington	56.5
Erowal Bay	48.6
Errowanbang	66.7
Erskine Park	70.5
Erskineville	76
Erudgere	60
Eschol Park	66.6
Essington	54.4
Estella	61.5
Ettalong Beach	40
Ettamogah	60
Ettrick (NSW)	51
Euabalong	54
Euabalong West	37.2
Euberta	64.9
Euchareena	47
Eugowra	51.4
Eulah Creek	62.1
Eumungerie	51.1
Eunanoreenya	69.3
Eungai Creek	47
Eungai Rail	34.4
Eungella (NSW)	43.7
Eureka (NSW)	58.7
Eurimbla	42.9
Eurobodalla	45.9
Euroka	51.1
Euroley	66.7
Eurongilly	82.7
Eurunderee	74.4
Euston	56.1
Evans Head	42.6
Evans Plains	69.3
Eveleigh	61.1
Eviron	55.6
Ewingar	27.7
Ewingsdale	54.9
Exeter (NSW)	54.2
Failford	34.6
Fairfield (NSW)	35.9
Fairfield East	38.8
Fairfield Heights	36.8
Fairfield West	45.2
Fairholme	80
Fairlight	68.8
Fairy Hill	52.1
Fairy Meadow	49
Falbrook	33.3
Falconer	75
Falls Creek (NSW)	52
Far Meadow	49.5
Fargunyah	84.6
Farley	56.2
Farmborough Heights	60.9
Farnham	50
Farrants Hill	59.2
Farringdon	83.3
Fassifern (NSW)	52.4
Faulconbridge	63.2
Faulkland	58.2
Fawcetts Plain	54.8
Federal (NSW)	53.2
Fennell Bay	47.6
Fern Bay	40.3
Fern Gully	36.7
Fernances	23.1
Fernances Crossing	60.6
Fernbank Creek	58.2
Fernbrook	53.2
Fernhill	39.6
Fernleigh	59.3
Fernmount	53.1
Fernside	63.2
Fernvale (NSW)	52.4
Ferodale	51.4
Fiddletown	67
Fifield	51.5
Figtree	56
Findon Creek	39.1
Fine Flower	77.3
Fingal Bay	32
Fingal Head	46.5
Finley	48.8
Firefly	44.7
Fishermans Bay	57.9
Fishermans Paradise	32.7
Fishermans Reach	39.1
Fishers Hill	32.3
Fishing Point	48.2
Fitzgeralds Mount	56.1
Fitzgeralds Valley	50
Fitzroy Falls	56.9
Five Dock	62
Five Ways	62.5
Flat Tops	69.2
Fletcher (NSW)	71.1
Flinders (NSW)	63.9
Floraville	62.8
Forbes (NSW)	49.6
Forbes Creek	58
Forbes River	46.2
Forbesdale	57
Fords Bridge	47.5
Fordwich	61.8
Forest Glen (NSW)	72.2
Forest Grove (NSW)	53.3
Forest Hill (NSW)	69.9
Forest Lodge	64.9
Forest Reefs	64.9
Forestville (NSW)	59.3
Forresters Beach	57.7
Forster (NSW)	37.1
Fortis Creek	29.6
Fosters Valley	58.9
Fosterton	45.5
Fountaindale	61.8
Four Mile Creek (NSW)	133.3
Fowlers Gap	51.6
Foxground	58.3
Frazers Creek	48
Frederickton	42.8
Freemans Reach	66.4
Freemans Waterhole	46.2
Freemantle	80
French Park	87.5
Frenchs Forest	65.3
Freshwater (NSW)	70.8
Frog Rock	56.5
Frogmore	49.6
Frogs Hollow	52.3
Fullerton	71.1
Fullerton Cove	32.9
Furracabad	67.9
Gadara	90
Gala Vale	100
Galambine	68.9
Galong	50
Galore	63.9
Galston	59.1
Ganbenang	58.3
Gangat	93.8
Ganmain	42.9
Garah	67.1
Garden Suburb	57.5
Garema	73.4
Garland	75.5
Garland Valley	63.6
Garoo	76.3
Garra	58.7
Garthowen	66.4
Gateshead	43.8
Gelston Park	62.5
Gemalla	69.2
Geneva	41.3
Georges Creek (NSW)	77.8
Georges Hall	50.2
Georges Plains	48.8
Georgetown (NSW)	59.8
Georgica	51.5
Gerogery	66.6
Gerringong	53.3
Gerroa	48.9
Geurie	58.5
Ghinni Ghi	63.9
Ghinni Ghinni	34
Ghoolendaadi	60
Giants Creek	55.6
Gibberagee	15
Gidginbung	60.4
Gidley	72.1
Gilead	13.9
Gilgai	47.4
Gilgandra	46.1
Gilgooma	63.3
Gillenbah	52
Gilletts Ridge	73.1
Gillieston Heights	65.8
Gilmandyke	50
Gilmore (NSW)	69.4
Gin Gin (NSW)	69.9
Gineroi	77.6
Ginghi	58.3
Gingkin	63.5
Girards Hill	47
Girilambone	65
Girral	69.6
Girralong	50
Girraween (NSW)	56.1
Girvan	47.8
Gladesville	63.1
Gladstone (NSW)	43.5
Glanmire (NSW)	64.4
Glebe (NSW)	56
Gledswood Hills	13
Glen Alice	28.3
Glen Allen	90
Glen Alpine	67
Glen Davis	35.2
Glen Elgin	8.7
Glen Fergus	100
Glen Innes	43.8
Glen Martin	60.9
Glen Oak	59.1
Glen Ward	50
Glen William	66.3
Glenbawn	82.1
Glenbrook	62.9
Glencoe (NSW)	47.5
Glendale (NSW)	52.1
Glendenning	65.2
Glendon	60
Glendon Brook	70
Glenelg (NSW)	87.5
Glenellen	83.5
Glenfield (NSW)	58
Glenfield Park	63.5
Glengarrie	31.3
Glenhaven	58.9
Gleniffer	51.7
Glenmore (NSW)	73.1
Glenmore Park	72.7
Glennies Creek	47.2
Glenning Valley	65.6
Glenorie	62.1
Glenquarry	63
Glenreagh	43.5
Glenridding	49.1
Glenrock (NSW)	83.3
Glenroy (Albury - NSW)	58.6
Glenroy (Snowy Valleys - NSW)	76.8
Glenthorne	37.2
Glenugie	47.7
Glenwood (NSW)	67.8
Glossodia	70.9
Gloucester	40.9
Gobarralong	56.1
Gobbagombalin	75.5
Gocup	65.8
Godfreys Creek	56.5
Gogeldrie	71.8
Gol Gol	64.2
Gollan	58.3
Golspie	78
Gongolgon	54.3
Gonn	50
Goobarragandra	44.6
Good Forest	37.9
Good Hope	66.1
Goodnight	50.6
Goodooga	44
Goodwood Island	28.6
Googong	73.9
Goolgowi	67.3
Goolhi	76.8
Goolma	56
Goolmangar	70.3
Gooloogong	48.4
Goombargana	76.3
Goonellabah	51.2
Goonengerry	46.9
Goonoo Forest	70
Goonoo Goonoo	60.4
Goonumbla	74.4
Goorangoola	63.5
Goorianawa	79.2
Gordon (NSW)	56.7
Gormans Hill	40.6
Gorokan	44.5
Gosford	56.1
Gosforth	55.4
Gostwyck	59.1
Goulburn	51.6
Gouldsville	57.1
Gowan	51.7
Gowang	94.4
Gowrie (Singleton - NSW)	62
Gowrie (Tamworth Regional - NSW)	65.2
Grabben Gullen	49.5
Gradys Creek	60
Grafton	44.5
Grahamstown	59.6
Graman	40.7
Granville (NSW)	52.3
Grasmere	43.2
Grassy Head	48
Grattai	52.7
Gravesend	61.7
Grays Point	68.2
Great Mackerel Beach	50
Great Marlow	59
Green Creek	92.3
Green Forest	200
Green Gully (NSW)	38.7
Green Hills (Armidale Regional - NSW)	45
Green Pigeon	42.8
Green Point (Central Coast - NSW)	53.7
Green Point (Mid-Coast - NSW)	44.9
Green Valley (NSW)	52.9
Greenacre	44.6
Greendale (Bega Valley - NSW)	57.1
Greendale (Liverpool - NSW)	55.8
Greenethorpe	41.1
Greenfield Park	46.9
Greengrove	76.5
Greenhill (NSW)	34.5
Greenhills Beach	75.7
Greenlands (Singleton - NSW)	56.1
Greenlands (Snowy Monaro Regional - NSW)	75
Greenleigh	64.7
Greenridge	59.6
Greenwell Point	40.1
Greenwich	62.8
Greenwich Park	45.2
Greg Greg	74.2
Gregadoo	74.9
Gregory Hills	72.2
Greigs Flat	46.2
Grenfell	44.8
Gresford	52.7
Greta (NSW)	56.5
Greta Main	48.3
Grevillia	39.4
Greystanes	55.7
Griffith (NSW)	55.6
Grogan	80.3
Grong Grong	60.1
Grose Vale	64.7
Grose Wold	62.2
Grosses Plain	69.6
Guerilla Bay	22.7
Guildford (NSW)	43.5
Guildford West	51.2
Gulargambone	36.9
Gulf Creek	33.3
Gulgong	47.8
Gulmarrad	45.9
Gum Flat	60.5
Gum Scrub	49.5
Gumbalie	88.9
Gumble	63.8
Gumly Gumly	55.2
Gumma	44.4
Gunbar	77.8
Gundagai	50
Gundamulda	50
Gundaroo	69.2
Gundary	55.2
Gunderbooka	53.8
Gunderman	35.2
Gundy	60.4
Gungal	42.6
Gungalman	116.7
Gunnedah	54.6
Gunning	56.8
Gunning Gap	71.4
Gunningbland	54.1
Gurley	66.7
Gurranang	11.3
Gurrundah	53.1
Guyong	60.4
Guyra	50
Gwabegar	32.3
Gwandalan	51.6
Gwynneville	43.8
Gymea	63.9
Gymea Bay	66.4
Haberfield	58
Hacks Ferry	57.1
Halekulani	42.4
Halfway Creek	37.9
Hallidays Point	52.7
Halloran	43.6
Halls Creek (NSW)	63.4
Hallsville	63.2
Halton	63.2
Hambledon Hill	27.3
Hamilton (NSW)	59.4
Hamilton East	58.3
Hamilton North	66.2
Hamilton South	48.3
Hamilton Valley	65.6
Hamlyn Terrace	54.8
Hammondville	52.9
Hampden Hall	69.2
Hampton (NSW)	47.1
Hanging Rock	38.7
Hannam Vale	47.8
Hanwood	63.6
Harden	41.3
Hardys Bay	49.3
Harefield	75
Hargraves	40.3
Harolds Cross	58.7
Harparary	63.3
Harpers Hill	40.4
Harrington	27.5
Harrington Park	70.5
Harris Park	57.1
Hartley (NSW)	61.7
Hartley Vale	66.7
Hartwood	50
Hartys Plains	65.4
Harwood	50.2
Hassall Grove	62.5
Hastings Point	25.2
Hat Head	37.3
Hatfield	44.4
Havilah (NSW)	86.4
Hawkesbury Heights	69.1
Hawks Nest	33.4
Hay (NSW)	50.9
Hay South	64.1
Hayes Gap	100
Haymarket	52
Haystack	50
Hayters Hill	45.5
Haywards Bay	67.2
Hazelbrook	60.5
Hazelgrove	42.5
Heathcote (NSW)	61
Heatherbrae	39.1
Hebden	67.7
Hebersham	47.6
Heckenberg	37.1
Heddon Greta	64.4
Heifer Station	50
Helensburgh	68.2
Henley	59.8
Henty (NSW)	44.4
Hereford Hall	72.2
Hermidale	60.4
Hermitage Flat	38.3
Hernani	67.3
Herons Creek	54
Hexham (NSW)	41.1
Hickeys Creek	40.2
High Range	63.6
Higher Macdonald	112.5
Highfields (NSW)	62.9
Hill End (NSW)	35.1
Hill Top (Snowy Monaro Regional - NSW)	73.8
Hill Top (Wingecarribee - NSW)	63.7
Hilldale	58.6
Hillgrove (Armidale Regional - NSW)	54.2
Hillgrove (Wagga Wagga - NSW)	56
Hillsborough (Lake Macquarie - NSW)	58.5
Hillsborough (Maitland - NSW)	74.2
Hillsdale	58
Hillston	59.7
Hillville	48.2
Hillvue	61.5
Hinchinbrook (NSW)	57.4
Hinton	59
Hobartville (NSW)	61.1
Hobbys Yards	65.1
Hogarth Range	59.5
Holbrook	48.1
Holgate	61.5
Hollisdale	73.9
Hollydeen	66
Holmesville	54.6
Holroyd	62.5
Holsworthy	70.7
Holts Flat	75
Home Rule	55.8
Homebush (NSW)	60.4
Homebush West	58.2
Homeleigh	46.1
Honeybugle	38.1
Hopefield	65.7
Hopkins Creek	41
Horningsea Park	65.4
Hornsby	62.1
Hornsby Heights	67.1
Horse Station Creek	38
Horseshoe Bend	44.7
Horseshoe Creek	71.8
Horsfield Bay	60
Horsley	64.9
Horsley Park	54.6
Hoskinstown	65.4
Hovells Creek	45.7
Howards Grass	53.3
Howell	44
Howes Valley	16.5
Howlong	46.9
Hoxton Park	57.9
Humula	50.9
Hungerford (NSW)	30
Hunters Hill	53.6
Hunterview	68.6
Huntingdon	61.5
Huntley (Orange - NSW)	73.8
Huntley (Wollongong - NSW)	58.5
Huntleys Cove	57.9
Huntleys Point	55.9
Huonbrook	39.1
Hurlstone Park	59.9
Hurstville	52.7
Hurstville Grove	59.3
Huskisson	41.8
Hyams Beach	35.5
Hyland Park	51.4
Hyndmans Creek	54.2
Ilarwill	44.1
Ilford	42.1
Illabo	58.1
Illaroo	65.2
Illawong	66
Iluka (NSW)	25.1
Indi	100
Ingebirah	56.4
Ingleburn	56.1
Ingleside	60.8
Innes View	35.7
Inverell	48.8
Invergordon (NSW)	44.8
Invergowrie	60
Iron Pot Creek	43.5
Ironbark (NSW)	60
Irvington	55.6
Isabella	51.6
Islington	63.7
Ivanhoe (NSW)	51.6
Jackadgery	57.5
Jacks Creek	59.4
Jacksons Flat	44.4
Jacky Bulbin Flat	35.3
Jamberoo	54.2
James Creek	53.7
Jamisontown	59.8
Jannali	61.3
Jaspers Brush	53.1
Jaunter	23.1
Jeir	71.8
Jellat Jellat	48.5
Jemalong	49.2
Jembaicumbene	82.8
Jennings	24.4
Jenolan	57.9
Jeogla	90.6
Jerangle	68.5
Jeremadra	56.4
Jerilderie	49.8
Jerrabattgulla	81.8
Jerrabomberra	75.8
Jerrara	51.8
Jerrawa	52.3
Jerrawangala	59.2
Jerrong	30
Jerrys Plains	64.5
Jerseyville	39.4
Jesmond	38.1
Jewells	56.3
Jiggi	53.8
Jilliby	64
Jimenbuen	46.7
Jincumbilly	75
Jindabyne	73.5
Jinden	64.7
Jindera	63
Jingellic	57.1
Jingera	37.1
Joadja	64.2
Joes Box	23.1
Johns River	43.3
Jones Bridge	70.6
Jones Creek	72.2
Jones Island	52.6
Jordan Springs	74.4
Judds Creek	58.8
Jugiong	61.5
Junction Hill	47.2
Junee	39.6
Junee Reefs	78.8
Kahibah	59.9
Kains Flat	37.2
Kalang	39.6
Kalaru	55.2
Kalkite	62.6
Kamarah	59.5
Kameruka	56.8
Kanahooka	47.8
Kandos	27.7
Kangaloon	60.8
Kangaroo Creek	43
Kangaroo Point (NSW)	61.8
Kangaroo Valley	52.8
Kangaroobie	84.8
Kangiara	87.5
Kangy Angy	50.8
Kanimbla (NSW)	53.2
Kanoona	64
Kanwal	42.9
Kapooka	78.4
Karaak Flat	38.5
Karabar	63.2
Karangi	55
Kareela	61.5
Kariong	63.5
Kars Springs	50
Karuah	36.8
Katoomba	51
Kayuga	48.9
Kearns	71.1
Kearsley	53.4
Keepit	114.3
Keera	48.6
Keerrong	46.7
Keinbah	62
Keiraville	47.5
Keith Hall	47.9
Kellys Plains	63.6
Kellyville	69
Kellyville Ridge	72.8
Kelso (NSW)	57.1
Kelvin	67.4
Kembla Grange	57.1
Kembla Heights	62.2
Kemps Creek	51.9
Kempsey	35.4
Kendall	45.5
Kenebri	47.2
Kennaicle Creek	60
Kensington (NSW)	48.7
Kenthurst	64
Kentlyn	56.1
Kentucky	61.8
Kentucky South	63
Kerewong	30
Keri Keri	30
Kerrabee	20
Kerrigundi	72.7
Kerrs Creek	50
Kew (NSW)	36.7
Keybarbin	100
Khancoban	35.7
Kia Ora (NSW)	104.3
Kiacatoo	58.3
Kiah	46.4
Kiama	48.8
Kiama Downs	59
Kiama Heights	52
Kianga (NSW)	32.1
Kiar	51.6
Kickabil	81.8
Kielvale	61.4
Kikiamah	57.5
Kikoira	66.7
Kilaben Bay	56.1
Kilgin	51.4
Kilgra	44.4
Killabakh	46.6
Killara (NSW)	56.5
Killarney Heights	61
Killarney Vale	52.2
Killawarra (NSW)	50
Killcare	52.7
Killcare Heights	54.3
Killimicat	56.5
Killingworth (NSW)	66.7
Killongbutta	75
Kimbriki	62.6
Kinchela	51.1
Kincumber	48.2
Kincumber South	26
Kindee	45.6
Kindervale	58.3
King Creek	57.3
Kingfisher Shores	53.3
Kings Forest	60
Kings Langley	65
Kings Park (NSW)	67.7
Kings Plains (Blayney - NSW)	61.7
Kings Plains (Inverell - NSW)	50
Kings Point	52.9
Kingscliff	50.3
Kingsdale	64.5
Kingsford (NSW)	46
Kingsgate	100
Kingsgrove	54.1
Kingsland	66.7
Kingstown	50.7
Kingsvale	46.9
Kingswood (Bega Valley - NSW)	75
Kingswood (Penrith - NSW)	53.8
Kingswood (Tamworth Regional - NSW)	61.1
Kioloa	37.1
Kiora	59.2
Kippenduff	30.3
Kirkconnell	6.6
Kirkham	71.8
Kirrawee	60.4
Kirribilli	62.8
Kitchener	46.6
Klori	57.9
Knights Hill	60
Knockrow	48.5
Knorrit Flat	41.7
Kogarah	61.4
Kogarah Bay	58.2
Kooba	61.1
Kookabookra	33.3
Koolewong	56.3
Koolkhan	58.8
Koonawarra	45.9
Koonorigan	57.8
Koonyum Range	33.3
Koorainghat	50.9
Koorawatha	38.3
Kooringal (NSW)	57.5
Kootingal	59.2
Koraleigh	52.1
Koreelah	60.3
Korora	56.5
Kosciuszko National Park	62.6
Kotara	60.8
Kotara South	58
Krambach	43.3
Krawarree	41.9
Kremnos	39.5
Ku-Ring-Gai Chase	42.9
Kulnura	59.3
Kulwin (NSW)	41.7
Kunama	55.6
Kundabung	48
Kundibakh	47
Kundle Kundle	57
Kungala	41.1
Kunghur	53.5
Kunghur Creek	37.1
Kurmond	60.7
Kurnell	64.7
Kurraba Point	67.3
Kurrajong	63.5
Kurrajong Heights	63.6
Kurrajong Hills	62.8
Kurri Kurri	45.6
Kyalite	72.9
Kyarran	87.5
Kybeyan	59.4
Kyeamba	78.4
Kyeemagh	51.7
Kyle Bay	59.8
Kynnumboon	56.5
Kyogle	36.3
La Perouse	46.8
Lacmalac	53.5
Lade Vale	78.2
Ladysmith	59.4
Laffing Waters	60.9
Laggan	62.8
Lagoon Grass	58.1
Laguna	38.9
Lake Albert (NSW)	61.5
Lake Bathurst	41.7
Lake Brewster	60
Lake Cargelligo	47.5
Lake Cathie	44.9
Lake Conjola	32.8
Lake Cowal	107.1
Lake George	64.3
Lake Haven	37.7
Lake Heights	47.3
Lake Hume Village	63.6
Lake Illawarra	44.2
Lake Innes	58.4
Lake Munmorah	45.4
Lake Tabourie	43.7
Lake Wyangan	69.2
Lakelands (NSW)	64.8
Lakemba	44.5
Lakesland	59.4
Lakewood	31.1
Lalalty	64.5
Lalor Park	53.6
Lambs Valley (Glen Innes Severn - NSW)	77.9
Lambs Valley (Singleton - NSW)	58.7
Lambton	59.9
Landervale	111.8
Lane Cove	65.4
Lane Cove North	69.2
Lane Cove West	66.2
Langley Vale	16.2
Lanitza	43
Lankeys Creek	55.8
Lansdowne (Canterbury-Bankstown - NSW)	100
Lansdowne (Mid-Coast - NSW)	38.8
Lansvale	46.9
Lapstone	61
Larbert	57.6
Largs	63.6
Larnook	40.5
Larras Lee	65.9
Laughtondale	59.5
Laurel Hill	20
Laurieton	22.8
Lavadia	43.8
Lavender Bay	62.8
Laverstock	90.9
Lavington	49.3
Lawrence (NSW)	36.7
Lawson (NSW)	57.8
Leadville	32.1
Leconfield	63.7
Lee Creek	100
Leeton	54.3
Leets Vale	34.5
Leeville	55
Legume	55.1
Leichhardt (NSW)	67.5
Lemington	50
Lemon Tree	67.9
Lemon Tree Passage	40.5
Lenaghan	76.1
Lennox Head	61.7
Leonay	64.1
Leppington	56.6
Lerida	82.4
Lethbridge Park	38.4
Leumeah	55.1
Leura	44.7
Levenstrath	57.6
Lewinsbrook	40.6
Lewis Ponds	63.9
Lewisham (NSW)	63.4
Leycester	54.6
Liberty Grove	66.5
Lidcombe	54.4
Lidsdale	52.3
Lidster	66
Lightning Ridge	32.5
Lilli Pilli (Eurobodalla - NSW)	43
Lilli Pilli (Sutherland Shire - NSW)	67.7
Lillian Rock	37.3
Lilydale (NSW)	37.9
Lilyfield	64
Limbri	47.4
Limeburners Creek (Mid-Coast - NSW)	49.1
Limeburners Creek (Port Macquarie-Hastings - NSW)	38.5
Limekilns	64.4
Limerick	76.3
Limpinwood	52.4
Linburn	64.4
Linden (NSW)	59.9
Lindendale	71.3
Lindesay	30
Lindesay Creek	25
Lindfield	59.3
Lindifferon	63.9
Linley Point	67.3
Lionsville	60
Lisarow	61.8
Lismore (NSW)	43.5
Lismore Heights	55.4
Liston	49.1
Lithgow	42.9
Little Back Creek	65.7
Little Bay	55.5
Little Billabong	85.4
Little Forest	48.6
Little Hartley	61.3
Little Jacks Creek	56.3
Little Jilliby	40
Little Pelican	75
Little Plain	76
Little River (NSW)	79.1
Little Topar	77.8
Little Wobby	28.8
Littleton	53.5
Liverpool	39.7
Llanarth (NSW)	66.2
Llandilo	60.6
Llangothlin	63.3
Lloyd	73.7
Loadstone	21.6
Lochiel (NSW)	56.1
Lochinvar	60.1
Lockhart	50.5
Locksley (NSW)	36.6
Loftus	63.3
Loftville	27.1
Logans Crossing	43.4
Logie Brae	62.3
Londonderry (NSW)	62.6
Long Beach	47
Long Flat (NSW)	51.5
Long Jetty	48.6
Long Plain (Inverell - NSW)	55.2
Long Point (Campbelltown - NSW)	65.1
Long Point (Singleton - NSW)	43.3
Longarm	58.8
Longreach (NSW)	63.9
Longueville	61.2
Loomberah	72.1
Lord Howe Island	68.8
Lords Hill	55.6
Lorn	61.5
Lorne (NSW)	45.7
Lost River	49.1
Lostock	27.5
Louth	53.5
Louth Park	71.2
Lovedale	59.2
Lovett Bay	41.5
Lowanna	34.9
Lower Acacia Creek	56.3
Lower Belford	65.9
Lower Boro	47.9
Lower Bottle Creek	43.5
Lower Creek	27.6
Lower Duck Creek	100
Lower Dyraaba	36.4
Lower Lewis Ponds	45.9
Lower Macdonald	59.7
Lower Mangrove	35.9
Lower Pappinbarra	34.4
Lower Portland	60.1
Lower Southgate	58
Lowesdale	65.8
Lowther	46.5
Loxford	40.3
Lucknow (NSW)	65.7
Luddenham	68.4
Lue	53.2
Lugarno	60.5
Lurnea	39.8
Luskintyre	61.7
Lynchs Creek	52.1
Lyndhurst (Armidale Regional - NSW)	106.7
Lyndhurst (Blayney - NSW)	54
Lynwood (NSW)	47
Mabins Well	78.6
Macdonalds Creek	100
Macksville	38.6
Maclean	33.4
Macmasters Beach	56.3
Macquarie Fields	47.8
Macquarie Hills	67.9
Macquarie Links	68.9
Macquarie Park	55.1
Maffra (NSW)	50
Magenta (NSW)	47.3
Magometon	109.1
Maianbar	70.2
Maimuru	69.8
Main Arm	53.6
Main Creek	40
Mairjimmy	61.4
Maison Dieu	53.1
Maitland (NSW)	46.5
Maitland Bar	33.3
Maitland Vale	61.2
Majors Creek (NSW)	49.3
Malabar	34
Maldon (NSW)	57.1
Mallabula	45.6
Mallan	62.1
Mallanganee	37.4
Mallowa	62.8
Maloneys Beach	42.5
Malua Bay	45.3
Manar	64.6
Manchester Square	47.1
Mandagery	60.7
Mandalong	57.7
Mandemar	47.9
Mandurama	48.5
Mangerton	56.9
Mangoola	55.6
Mangoplah	57
Mangrove Creek	24.3
Mangrove Mountain	62.5
Manildra	54.7
Manilla	38.1
Manly (NSW)	65
Manly Vale	66.9
Mannering Park	51.7
Manning Point	22.7
Mannus	14.1
Manobalai	43.5
Manton (NSW)	65.4
Manyana	40.7
Maragle	65.4
Maraylya	66.5
Marayong	54.4
March	66.3
Marchmont	71.9
Mardi	57.2
Marengo (NSW)	33.3
Marinna	51.3
Marks Point	46
Markwell	63.6
Marlee	57.6
Marlo Merrican	39.3
Marlow	18.8
Marmong Point	58.7
Marom Creek	68.4
Maroota	61.8
Maroubra	56.2
Marrangaroo	29.8
Marrar	68.8
Marrickville	61.2
Marsden Park	49.8
Marsfield	52.2
Marshall Mount	61.6
Marshdale	37.8
Marthaguy	97.4
Martindale	61
Martins Creek	54.3
Martinsville	53.3
Marulan	54
Maryland (Newcastle - NSW)	61.9
Maryland (Tenterfield - NSW)	63.3
Marys Mount	75
Maryvale (NSW)	55.1
Maryville	64
Mascot	64.1
Matcham	60.5
Matheson	80
Mathoura	47.5
Matong	50.7
Matraville	56.8
Maude (NSW)	50.8
Maules Creek	57.3
Maxwell	76.2
Maybole	63.3
Mayers Flat	66.7
Mayfield (Newcastle - NSW)	55.3
Mayfield (Oberon - NSW)	42.9
Mayfield (Queanbeyan-Palerang Regional - NSW)	100
Mayfield (Shoalhaven - NSW)	62.1
Mayfield East	59.8
Mayfield West	57.5
Mayrung	76.6
Mays Hill	52
Mayvale	58.3
McCullys Gap	63.4
McDougalls Hill	66.9
McGraths Hill	71.5
McKees Hill	60.5
McKellars Park	51.8
McLeans Ridges	64
McLeods Shoot	58.4
McMahons Point	65.3
McMahons Reef	54.3
Meadow Flat	62.5
Meadowbank (NSW)	70.5
Mebul	75.8
Medlow Bath	56
Medowie	61.5
Medway	56.7
Meerschaum Vale	60.2
Megalong Valley	53.3
Megan	59.1
Melbergen	100
Melinga	50
Mellool	47.6
Melrose Park (NSW)	60.6
Melville (NSW)	66.7
Memagong	73.8
Menah	60.5
Menai	69.6
Menangle	51.2
Menangle Park	57.5
Mendooran	45.1
Menindee	32.3
Merah North	73.4
Merewether	64.7
Merewether Heights	59.1
Merimbula	45.4
Meringo	49.4
Meroo	58.6
Meroo Meadow	57.8
Merotherie	27.3
Merriangaah	33.3
Merricumbene	92.9
Merrigal	94.4
Merrill	76
Merriwa (NSW)	50
Merriwagga	56
Merrygoen	53
Merrylands	48.8
Merrylands West	47.1
Merungle Hill	53.9
Metford	54
Methul	73
Metz	71.1
Miandetta (NSW)	37
Micalo Island	62.5
Michelago	69.9
Middle Arm	62.7
Middle Brook	68
Middle Brother	38.6
Middle Cove	59.7
Middle Dural	60.9
Middle Falbrook	68.1
Middle Flat	59.5
Middle Pocket	47.3
Middleton Grange	66.2
Middlingbank	78.6
Midginbil	39
Mihi	51.5
Mila	80.6
Milbrodale	50.5
Milbrulong	55.8
Millah Murrah	44.4
Millbank (NSW)	36.5
Miller	30
Millers Forest	67
Millers Point	57.1
Millfield	46.5
Millie	40.7
Millingandi	38
Millthorpe	61.7
Milparinka	70.8
Milperra	60.2
Milroy (Gunnedah - NSW)	65.2
Milroy (Mid-Western Regional - NSW)	79.1
Milsons Point	62.9
Milton (NSW)	40.7
Milvale	61.9
Mimosa (NSW)	61.8
Minchinbury	65.2
Mindaribba	83.3
Mingoola (NSW)	62.5
Minimbah	49.7
Minjary	60.9
Minmi	62.7
Minnamurra	52.4
Minnie Water	38.5
Minore	59.8
Minto	54.5
Minto Heights	59.4
Mirador	49.8
Miranda (NSW)	58.1
Mirannie	73.2
Mirrabooka (NSW)	54.5
Mirrool	55.6
Missabotti	40.3
Mitchell (NSW)	19
Mitchells Flat	72.3
Mitchells Island	44.9
Mittagong	49.2
Moama	50.9
Modanville	52.6
Mogareeka	35.7
Mogendoura	49.1
Moggs Swamp	85.7
Mogilla	66.7
Mogo (Eurobodalla - NSW)	46.2
Mogood	52.4
Mograni	50
Mogriguy	57.1
Mole River	57.1
Moleville Creek	57.1
Mollyan	67.9
Mollymook	43
Mollymook Beach	42.2
Molong	53.6
Mona Vale	60.1
Monak	63.4
Monaltrie	59.7
Mondrook	47.2
Monga	27.3
Mongarlowe	40.2
Mongogarie	64.1
Monia Gap	100
Monivae	58.3
Monkerai	64.2
Monteagle	64.5
Montecollum	44.9
Montefiores	51.2
