SSC_NAME16	HomeCensusNight	persons
Rollands Plains	1	138
Rookhurst	1	64
Rookwood (NSW)	1	3
Rooty Hill	0	340
Rooty Hill	1	14366
Ropers Road	1	18
Ropes Crossing	0	111
Ropes Crossing	1	6058
Rose Bay (NSW)	0	404
Rose Bay (NSW)	1	9649
Rose Valley (Kiama - NSW)	0	4
Rose Valley (Kiama - NSW)	1	72
Rose Valley (Snowy Monaro Regional - NSW)	1	33
Rosebank	0	35
Rosebank	1	379
Roseberg	1	28
Roseberry	0	6
Roseberry	1	34
Roseberry Creek	1	30
Rosebery (NSW)	0	290
Rosebery (NSW)	1	9825
Rosebrook (NSW)	0	7
Rosebrook (NSW)	1	65
Rosedale (NSW)	0	14
Rosedale (NSW)	1	215
Rosehill (NSW)	0	111
Rosehill (NSW)	1	3701
Roselands	0	285
Roselands	1	11294
Rosemeadow	0	256
Rosemeadow	1	7605
Rosemeath	0	3
Rosemeath	1	21
Roseville	0	342
Roseville	1	9743
Roseville Chase	0	42
Roseville Chase	1	1569
Rosewood (Port Macquarie-Hastings - NSW)	0	11
Rosewood (Port Macquarie-Hastings - NSW)	1	210
Rosewood (Snowy Valleys - NSW)	0	19
Rosewood (Snowy Valleys - NSW)	1	198
Roslyn	1	92
Rossglen	0	3
Rossglen	1	49
Rossgole	0	3
Rossi	1	94
Rossmore (NSW)	0	47
Rossmore (NSW)	1	2235
Roto	1	42
Rouchel	0	3
Rouchel	1	147
Rouchel Brook	1	28
Roughit	0	3
Roughit	1	107
Round Mountain	0	5
Round Mountain	1	134
Round Swamp	1	15
Rous	0	3
Rous	1	229
Rous Mill	0	10
Rous Mill	1	186
Rouse Hill	0	218
Rouse Hill	1	7751
Rowan	0	4
Rowan	1	89
Rowena	0	24
Rowena	1	157
Rowlands Creek	0	7
Rowlands Creek	1	69
Royal National Park	1	29
Royalla	0	41
Royalla	1	942
Rozelle	0	413
Rozelle	1	8310
Ruby Creek	0	3
Ruby Creek	1	65
Rufus	1	23
Rugby	0	7
Rugby	1	67
Rukenvale	1	30
Run-o-Waters	0	21
Run-o-Waters	1	444
Running Stream	0	5
Running Stream	1	123
Runnyford	1	19
Ruse	0	214
Ruse	1	5366
Rushcutters Bay	0	145
Rushcutters Bay	1	2408
Rushes Creek	0	5
Rushes Creek	1	100
Rushforth	0	3
Rushforth	1	239
Russell Lea	0	201
Russell Lea	1	4799
Russell Vale	0	72
Russell Vale	1	1472
Rutherford	0	577
Rutherford	1	11308
Ruthven	0	7
Ruthven	1	95
Ryan (NSW)	1	14
Rydal	0	19
Rydal	1	190
Rydalmere	0	191
Rydalmere	1	6449
Ryde	0	748
Ryde	1	25746
Rye Park	0	12
Rye Park	1	245
Ryhope	1	24
Rylstone	0	57
Rylstone	1	868
Sackville	0	18
Sackville	1	282
Sackville North	0	10
Sackville North	1	304
Saddleback Mountain	0	10
Saddleback Mountain	1	61
Sadleir	0	103
Sadleir	1	3029
Safety Beach (NSW)	0	55
Safety Beach (NSW)	1	881
Salamander Bay	0	313
Salamander Bay	1	4503
Salisbury (NSW)	0	4
Salisbury (NSW)	1	54
Salisbury Plains	0	3
Salisbury Plains	1	84
Sallys Flat	1	11
Salt Ash	0	63
Salt Ash	1	1064
Saltwater	1	3
San Isidore	0	33
San Isidore	1	349
San Remo (NSW)	0	182
San Remo (NSW)	1	4175
Sancrox	0	31
Sancrox	1	543
Sanctuary Point	0	483
Sanctuary Point	1	6744
Sandbar	1	3
Sandgate (NSW)	0	16
Sandgate (NSW)	1	292
Sandigo	0	4
Sandigo	1	80
Sandilands (NSW)	1	11
Sandon (NSW)	1	13
Sandringham (NSW)	0	40
Sandringham (NSW)	1	1196
Sandy Beach	0	127
Sandy Beach	1	2166
Sandy Creek (Cobar - NSW)	0	3
Sandy Creek (Cobar - NSW)	1	28
Sandy Creek (Upper Hunter Shire - NSW)	1	21
Sandy Crossing	0	3
Sandy Crossing	1	35
Sandy Flat	0	8
Sandy Flat	1	78
Sandy Gully (NSW)	1	23
Sandy Hill	0	3
Sandy Hill	1	28
Sandy Hollow	0	3
Sandy Hollow	1	169
Sandy Point (NSW)	0	21
Sandy Point (NSW)	1	561
Sanger	1	7
Sans Souci	0	321
Sans Souci	1	9979
Sapphire	0	4
Sapphire	1	41
Sapphire Beach	0	141
Sapphire Beach	1	1941
Saratoga	0	168
Saratoga	1	3774
Sassafras (NSW)	0	8
Sassafras (NSW)	1	24
Saumarez	0	8
Saumarez	1	81
Saumarez Ponds	0	47
Saumarez Ponds	1	394
Savernake	0	3
Savernake	1	96
Sawpit Creek	0	3
Sawpit Creek	1	13
Sawtell	0	217
Sawtell	1	3467
Sawyers Gully	0	24
Sawyers Gully	1	470
Scarborough (NSW)	0	24
Scarborough (NSW)	1	284
Scheyville	1	10
Schofields	0	137
Schofields	1	4844
Scone	0	265
Scone	1	5356
Scotia	0	3
Scotia	1	21
Scotland Island	0	36
Scotland Island	1	542
Scotts Creek (NSW)	1	21
Scotts Flat	1	40
Scotts Head	0	90
Scotts Head	1	807
Seaforth (NSW)	0	280
Seaforth (NSW)	1	6857
Seaham	0	46
Seaham	1	959
Seahampton	0	4
Seahampton	1	292
Seal Rocks	0	7
Seal Rocks	1	36
Sebastopol (NSW)	0	3
Sebastopol (NSW)	1	56
Sedgefield	1	182
Seelands	0	28
Seelands	1	392
Sefton	0	162
Sefton	1	5651
Segenhoe	0	11
Segenhoe	1	212
Seven Hills (NSW)	0	504
Seven Hills (NSW)	1	18826
Seven Oaks	0	3
Seven Oaks	1	59
Sextonville	1	24
Shadforth (NSW)	1	80
Shallow Bay	0	5
Shallow Bay	1	38
Shalvey	0	132
Shalvey	1	3337
Shanes Park	0	12
Shanes Park	1	398
Shannon Brook	0	3
Shannon Brook	1	174
Shannon Vale	0	10
Shannon Vale	1	141
Shannondale	0	3
Shannondale	1	80
Shannons Flat	0	4
Shannons Flat	1	79
Shark Creek	0	4
Shark Creek	1	23
Sharps Creek	1	17
Sheedys Gully	0	11
Sheedys Gully	1	74
Shell Cove	0	222
Shell Cove	1	5403
Shellharbour	0	166
Shellharbour	1	3395
Shellharbour City Centre	0	15
Shellharbour City Centre	1	232
Shelly Beach (NSW)	0	66
Shelly Beach (NSW)	1	1247
Sherwood (Clarence Valley - NSW)	0	5
Sherwood (Clarence Valley - NSW)	1	67
Sherwood (Kempsey - NSW)	0	6
Sherwood (Kempsey - NSW)	1	144
Sherwood (Kyogle - NSW)	1	28
Shoal Bay (NSW)	0	113
Shoal Bay (NSW)	1	1754
Shoalhaven Heads	0	196
Shoalhaven Heads	1	2868
Shooters Hill	0	4
Shooters Hill	1	28
Shortland	0	187
Shortland	1	3715
Silent Grove	1	18
Silverdale (NSW)	0	102
Silverdale (NSW)	1	3576
Silverton (NSW)	0	8
Silverton (NSW)	1	45
Silverwater (Lake Macquarie - NSW)	0	27
Silverwater (Lake Macquarie - NSW)	1	268
Silverwater (Parramatta - NSW)	0	77
Silverwater (Parramatta - NSW)	1	4086
Simpkins Creek	1	22
Singleton (NSW)	0	286
Singleton (NSW)	1	4718
Singleton Heights	0	248
Singleton Heights	1	4446
Singleton Military Area	0	11
Singleton Military Area	1	308
Singletons Mill	1	7
Skennars Head	0	52
Skennars Head	1	1107
Skillion Flat	1	75
Skinners Shoot	0	13
Skinners Shoot	1	117
Sleepy Hollow	0	14
Sleepy Hollow	1	90
Smeaton Grange	1	15
Smithfield (NSW)	0	360
Smithfield (NSW)	1	11614
Smiths Creek (Clarence Valley - NSW)	0	4
Smiths Creek (Clarence Valley - NSW)	1	7
Smiths Creek (Kyogle - NSW)	1	62
Smiths Creek (Tweed - NSW)	0	11
Smiths Creek (Tweed - NSW)	1	287
Smiths Lake	0	96
Smiths Lake	1	1138
Smithtown	0	23
Smithtown	1	572
Snakes Plain	1	9
Sodwalls	0	3
Sodwalls	1	64
Sofala	0	12
Sofala	1	119
Soldiers Point	0	99
Soldiers Point	1	1325
Somersby	0	55
Somersby	1	1009
Somerton (NSW)	0	11
Somerton (NSW)	1	262
South Albury	0	88
South Albury	1	1285
South Arm (Clarence Valley - NSW)	0	12
South Arm (Clarence Valley - NSW)	1	222
South Arm (Nambucca - NSW)	0	12
South Arm (Nambucca - NSW)	1	300
South Ballina	0	8
South Ballina	1	25
South Bathurst	0	101
South Bathurst	1	1484
South Bowenfels	0	64
South Bowenfels	1	1094
South Coogee	0	227
South Coogee	1	5275
South Durras	0	28
South Durras	1	311
South Golden Beach	0	61
South Golden Beach	1	746
South Grafton	0	333
South Grafton	1	5735
South Granville	0	127
South Granville	1	5371
South Gundagai	0	33
South Gundagai	1	776
South Gundurimba	0	6
South Gundurimba	1	312
South Guyra	0	24
South Guyra	1	303
South Hurstville	0	136
South Hurstville	1	5008
South Kempsey	0	111
South Kempsey	1	2194
South Lismore	0	137
South Lismore	1	1741
South Littleton	0	25
South Littleton	1	269
South Maitland	0	20
South Maitland	1	451
South Maroota	0	25
South Maroota	1	534
South Murwillumbah	0	66
South Murwillumbah	1	1049
South Nowra	0	141
South Nowra	1	1789
South Pambula	0	34
South Pambula	1	448
South Penrith	0	374
South Penrith	1	11418
South Tamworth	0	350
South Tamworth	1	6212
South Turramurra	0	108
South Turramurra	1	2980
South Wentworthville	0	181
South Wentworthville	1	6016
South West Rocks	0	300
South West Rocks	1	4305
South Windsor	0	213
South Windsor	1	5677
South Wolumla	0	7
South Wolumla	1	169
Southampton (NSW)	1	25
Southgate	0	6
Southgate	1	178
Speers Point	0	240
Speers Point	1	3077
Speewa	0	4
Speewa	1	90
Spencer	0	17
Spencer	1	289
Spicers Creek	0	16
Spicers Creek	1	62
Spicketts Creek	1	45
Splitters Creek	0	13
Splitters Creek	1	255
Spring Creek (NSW)	0	3
Spring Creek (NSW)	1	126
Spring Farm (NSW)	0	132
Spring Farm (NSW)	1	4175
Spring Flat	0	13
Spring Flat	1	189
Spring Grove	0	17
Spring Grove	1	419
Spring Hill (Cabonne - NSW)	0	30
Spring Hill (Cabonne - NSW)	1	470
Spring Mountain (NSW)	1	20
Spring Plains	0	3
Spring Plains	1	73
Spring Ridge	0	11
Spring Ridge	1	231
Spring Terrace	0	13
Spring Terrace	1	118
Springdale (NSW)	0	28
Springdale (NSW)	1	128
Springdale Heights	0	98
Springdale Heights	1	1940
Springfield (Central Coast - NSW)	0	135
Springfield (Central Coast - NSW)	1	3971
Springfield (Snowy Monaro Regional - NSW)	1	36
Springrange	0	19
Springrange	1	281
Springside (NSW)	0	16
Springside (NSW)	1	294
Springvale (Lithgow - NSW)	0	3
Springvale (Lithgow - NSW)	1	43
Springvale (Wagga Wagga - NSW)	0	93
Springvale (Wagga Wagga - NSW)	1	1636
Springwood (NSW)	0	320
Springwood (NSW)	1	8157
St Albans (NSW)	0	6
St Albans (NSW)	1	150
St Andrews (NSW)	0	185
St Andrews (NSW)	1	5551
St Clair (Penrith - NSW)	0	531
St Clair (Penrith - NSW)	1	19361
St Clair (Singleton - NSW)	1	5
St Fillans	0	10
St Fillans	1	230
St Georges Basin	0	173
St Georges Basin	1	2740
St Helens Park	0	217
St Helens Park	1	6386
St Huberts Island	0	47
St Huberts Island	1	1014
St Ives (NSW)	0	549
St Ives (NSW)	1	16751
St Ives Chase	0	81
St Ives Chase	1	3073
St Johns Park	0	163
St Johns Park	1	5957
St Leonards (NSW)	0	225
St Leonards (NSW)	1	5276
St Marys (NSW)	0	450
St Marys (NSW)	1	11748
St Peters (NSW)	0	119
St Peters (NSW)	1	3019
Stanborough	1	67
Stanbridge	0	11
Stanbridge	1	195
Stanford Merthyr	0	15
Stanford Merthyr	1	533
Stanhope (NSW)	1	148
Stanhope Gardens	0	190
Stanhope Gardens	1	8966
Stanmore (NSW)	0	314
Stanmore (NSW)	1	7627
Stannifer	0	10
Stannifer	1	63
Stannum	0	10
Stannum	1	50
Stanwell Park	0	90
Stanwell Park	1	1317
Stanwell Tops	0	30
Stanwell Tops	1	468
State Mine Gully	1	21
Steam Plains	1	5
Steeple Flat	1	37
Stewarts Brook	1	33
Stewarts River	0	8
Stewarts River	1	102
Stockinbingal	0	26
Stockinbingal	1	349
Stockrington	1	81
Stockton (NSW)	0	234
Stockton (NSW)	1	3926
Stockyard Creek (NSW)	0	3
Stockyard Creek (NSW)	1	39
Stokers Siding	0	34
Stokers Siding	1	631
Stonehenge (NSW)	0	20
Stonehenge (NSW)	1	107
Stonequarry	1	21
Stony Chute	0	14
Stony Chute	1	156
Stony Creek (Bega Valley - NSW)	0	11
Stony Creek (Bega Valley - NSW)	1	132
Stony Creek (Mid-Western Regional - NSW)	1	51
Stony Crossing	0	3
Stony Crossing	1	13
Stotts Creek	1	3
Stratford (NSW)	0	15
Stratford (NSW)	1	133
Strathcedar	1	75
Stratheden	0	16
Stratheden	1	206
Strathfield (NSW)	0	714
Strathfield (NSW)	1	25093
Strathfield South	0	99
Strathfield South	1	3447
Stroud	0	48
Stroud	1	886
Stroud Hill	1	28
Stroud Road	0	12
Stroud Road	1	220
Stuart Town	0	18
Stuart Town	1	219
Stuarts Point	0	44
Stuarts Point	1	720
Stubbo	0	5
Stubbo	1	228
Stud Park	0	3
Stud Park	1	50
Suffolk Park	0	217
Suffolk Park	1	3533
Sugarloaf (NSW)	0	8
Sugarloaf (NSW)	1	59
Summer Hill (Dungog - NSW)	0	3
Summer Hill (Dungog - NSW)	1	56
Summer Hill (Inner West - NSW)	0	226
Summer Hill (Inner West - NSW)	1	7084
Summer Hill Creek	0	6
Summer Hill Creek	1	206
Summer Island	0	3
Summer Island	1	92
Summerland Point	0	136
Summerland Point	1	2359
Sun Valley (NSW)	0	12
Sun Valley (NSW)	1	214
Sunny Corner	0	6
Sunny Corner	1	90
Sunset Strip (NSW)	0	12
Sunset Strip (NSW)	1	76
Sunshine (NSW)	0	22
Sunshine (NSW)	1	404
Sunshine Bay	0	59
Sunshine Bay	1	1168
Suntop	0	3
Suntop	1	71
Surf Beach (NSW)	0	100
Surf Beach (NSW)	1	1775
Surfside	0	79
Surfside	1	1291
Surry Hills	0	814
Surry Hills	1	15599
Sussex Inlet	0	255
Sussex Inlet	1	3321
Sutherland (NSW)	0	415
Sutherland (NSW)	1	10405
Sutton (NSW)	0	94
Sutton (NSW)	1	1559
Sutton Forest	0	30
Sutton Forest	1	440
Swan Bay (Port Stephens - NSW)	0	21
Swan Bay (Port Stephens - NSW)	1	296
Swan Bay (Richmond Valley - NSW)	0	17
Swan Bay (Richmond Valley - NSW)	1	207
Swan Creek (NSW)	0	6
Swan Creek (NSW)	1	104
Swan Vale	0	5
Swan Vale	1	34
Swanbrook	1	10
Swanhaven	0	22
Swanhaven	1	171
Swansea (NSW)	0	275
Swansea (NSW)	1	4777
Swansea Heads	0	35
Swansea Heads	1	585
Sweetmans Creek	1	63
Sydenham (NSW)	0	39
Sydenham (NSW)	1	1106
Sydney	0	841
Sydney	1	16413
Sydney Olympic Park	0	55
Sydney Olympic Park	1	1680
Sylvania	0	350
Sylvania	1	10135
Sylvania Waters	0	98
Sylvania Waters	1	3066
Tabbil Creek	1	38
Tabbimoble	0	6
Tabbimoble	1	25
Tabbita	0	6
Tabbita	1	65
Table Top	0	94
Table Top	1	1333
Tabulam	0	23
Tabulam	1	445
Tacoma	0	40
Tacoma	1	591
Tacoma South	0	3
Tacoma South	1	241
Tahlee	1	21
Tahmoor	0	190
Tahmoor	1	4880
Talarm	0	17
Talarm	1	204
Talawanta	1	24
Talbingo	0	33
Talbingo	1	204
Tallawang	0	9
Tallawang	1	160
Tallimba	0	4
Tallimba	1	179
Tallong	0	31
Tallong	1	781
Tallowwood Ridge	0	6
Tallowwood Ridge	1	39
Tallwood	1	71
Tallwoods Village	0	62
Tallwoods Village	1	644
Talmalmo	0	6
Talmalmo	1	48
Talofa	0	10
Talofa	1	98
Taloumbi	0	9
Taloumbi	1	96
Tamarama	0	62
Tamarama	1	1563
Tamban	0	11
Tamban	1	84
Tambar Springs	0	10
Tambar Springs	1	179
Tambaroora	0	4
Tambaroora	1	36
Taminda	0	9
Taminda	1	45
Tamworth	0	11
Tamworth	1	171
Tanglewood	0	3
Tanglewood	1	88
Tanilba Bay	0	176
Tanilba Bay	1	2984
Tanja	0	13
Tanja	1	136
Tannabar	0	3
Tannabar	1	61
Tannas Mount	1	43
Tantawangalo	0	10
Tantawangalo	1	147
Tantonan	1	24
Tapitallee	0	30
Tapitallee	1	579
Tara (NSW)	1	30
Taradale (NSW)	0	3
Taradale (NSW)	1	29
Tarago	0	23
Tarago	1	404
Taralga	0	40
Taralga	1	420
Tarana	0	13
Tarana	1	153
Tarban	1	9
Tarbuck Bay	0	10
Tarbuck Bay	1	184
Tarcutta	0	50
Tarcutta	1	395
Taree	0	837
Taree	1	15358
Taree South	0	24
Taree South	1	291
Taren Point	0	66
Taren Point	1	1668
Tarlo	0	15
Tarlo	1	148
Tarraganda	0	31
Tarraganda	1	305
Tarrawanna	0	62
Tarrawanna	1	2009
Tarriaro	0	7
Tarriaro	1	111
Tarro	0	58
Tarro	1	1588
Tascott	0	61
Tascott	1	1541
Tatham	0	13
Tatham	1	198
Tathra	0	171
Tathra	1	1504
Tatton	0	154
Tatton	1	2468
Taylors Arm	0	13
Taylors Arm	1	136
Taylors Beach (NSW)	0	12
Taylors Beach (NSW)	1	105
Taylors Flat	0	4
Taylors Flat	1	58
Tea Gardens	0	235
Tea Gardens	1	2651
Telarah	0	121
Telarah	1	2214
Telegraph Point	0	37
Telegraph Point	1	572
Telopea	0	158
Telopea	1	5271
Temagog	0	10
Temagog	1	227
Temora	0	251
Temora	1	4442
Tempe	0	115
Tempe	1	3436
Tenambit	0	125
Tenambit	1	2776
Tenandra	0	9
Tenandra	1	68
Tennyson (NSW)	0	28
Tennyson (NSW)	1	360
Tennyson Point	0	57
Tennyson Point	1	1163
Tenterden (NSW)	1	32
Tenterfield	0	290
Tenterfield	1	3775
Teralba	0	71
Teralba	1	1512
Terania Creek	0	6
Terania Creek	1	177
Terara	0	15
Terara	1	213
Teridgerie	0	6
Teridgerie	1	54
Termeil	0	29
Termeil	1	226
Terrabella	1	17
Terrace Creek	0	3
Terrace Creek	1	44
Terragon	0	10
Terragon	1	66
Terramungamine	0	16
Terramungamine	1	260
Terranora	0	139
Terranora	1	2786
Terreel	1	7
Terrey Hills	0	99
Terrey Hills	1	2934
Terrigal	0	606
Terrigal	1	10745
Terry Hie Hie	0	12
Terry Hie Hie	1	62
Teven	0	13
Teven	1	275
Tewinga	0	6
Tewinga	1	81
Texas (NSW)	1	36
Thalgarrah	0	5
Thalgarrah	1	167
Tharbogang	0	20
Tharbogang	1	492
The Angle	0	3
The Angle	1	88
The Bight	0	3
The Bight	1	66
The Branch	0	8
The Branch	1	75
The Brothers	1	35
The Channon	0	40
The Channon	1	335
The Entrance	0	227
The Entrance	1	3772
The Entrance North	0	112
The Entrance North	1	1362
The Freshwater	0	3
The Freshwater	1	7
The Gap (Wagga Wagga - NSW)	0	3
The Gap (Wagga Wagga - NSW)	1	57
The Glen (NSW)	1	4
The Hatch	0	5
The Hatch	1	39
The Hill	0	151
The Hill	1	1795
The Junction	0	61
The Junction	1	990
The Lagoon	0	3
The Lagoon	1	209
The Marra	0	8
The Marra	1	52
The Meadows	1	3
The Oaks	0	76
The Oaks	1	2449
The Pinnacles	0	3
The Pinnacles	1	78
The Pocket	0	13
The Pocket	1	256
The Ponds	0	231
The Ponds	1	11508
The Ridgeway	0	8
The Ridgeway	1	149
The Risk	0	12
The Risk	1	53
The Rock	0	52
The Rock	1	1186
The Rocks (Bathurst Regional - NSW)	0	3
The Rocks (Bathurst Regional - NSW)	1	64
The Rocks (Sydney - NSW)	0	39
The Rocks (Sydney - NSW)	1	739
The Slopes	0	21
The Slopes	1	308
The Whiteman	0	4
The Whiteman	1	137
Theresa Creek (NSW)	0	12
Theresa Creek (NSW)	1	61
Theresa Park	0	26
Theresa Park	1	507
Thirldene	1	5
Thirlmere	0	171
Thirlmere	1	3873
Thirroul	0	336
Thirroul	1	5753
Thora	0	9
Thora	1	320
Thornleigh	0	302
Thornleigh	1	8159
Thornton (NSW)	0	374
Thornton (NSW)	1	7687
Thrumster	0	9
Thrumster	1	405
Thuddungra	0	12
Thuddungra	1	108
Thule	1	32
Thumb Creek	0	4
Thumb Creek	1	25
Thurgoona	0	571
Thurgoona	1	8089
Thyra	1	14
Tibbuc	0	7
Tibbuc	1	27
Tibooburra	0	27
Tibooburra	1	111
Tichborne	0	4
Tichborne	1	75
Tichular	1	4
Tighes Hill	0	88
Tighes Hill	1	1590
Tilba Tilba	0	4
Tilba Tilba	1	90
Tilbuster	0	4
Tilbuster	1	59
Tilpa	0	8
Tilpa	1	35
Timbarra (NSW)	1	29
Timbillica	1	9
Timbumburi	0	16
Timbumburi	1	129
Timor (NSW)	0	8
Timor (NSW)	1	51
Tindarey	0	8
Tindarey	1	26
Tinderry	0	4
Tinderry	1	61
Tingha	0	41
Tingha	1	792
Tingira Heights	0	109
Tingira Heights	1	2040
Tinonee	0	47
Tinonee	1	1045
Tinpot	1	9
Tintenbar	0	56
Tintenbar	1	764
Tintinhull	0	9
Tintinhull	1	386
Tipperary (NSW)	0	5
Tipperary (NSW)	1	28
Tirrannaville	0	12
Tirrannaville	1	223
Titaatee Creek	1	13
Tocal (NSW)	1	49
Tocumwal	0	244
Tocumwal	1	2441
Tolland	0	186
Tolland	1	3178
Tomago	0	14
Tomago	1	269
Tomakin	0	63
Tomakin	1	932
Tomalla	1	21
Tombong	0	3
Tombong	1	14
Tomboye	1	34
Tomerong	0	65
Tomerong	1	1001
Tomewin	0	8
Tomewin	1	98
Tomingley	0	14
Tomingley	1	292
Tomki	0	6
Tomki	1	71
Toms Creek	1	43
Tonderburine	1	58
Tongarra	0	4
Tongarra	1	101
Toogong	0	5
Toogong	1	72
Tooleybuc	0	30
Tooleybuc	1	252
Toolijooa	0	20
Toolijooa	1	103
Tooloom	1	19
Tooloon	0	4
Tooloon	1	45
Tooma	0	3
Tooma	1	105
Toongabbie (NSW)	0	399
Toongabbie (NSW)	1	13936
Toongi	1	61
Toonumbar	0	3
Toonumbar	1	40
Tooranie	1	6
Tooraweenah	0	14
Tooraweenah	1	217
Toormina	0	363
Toormina	1	5826
Toorooka	1	47
Toothdale	0	8
Toothdale	1	165
Tootool	0	5
Tootool	1	69
Toowoon Bay	0	55
Toowoon Bay	1	477
Topi Topi	0	7
Topi Topi	1	51
Toronto	0	266
Toronto	1	5337
Torrington (NSW)	0	3
Torrington (NSW)	1	80
Torryburn (Dungog - NSW)	0	7
Torryburn (Dungog - NSW)	1	136
Torryburn (Uralla - NSW)	1	39
Totnes Valley	0	3
Totnes Valley	1	29
Tottenham (NSW)	0	27
Tottenham (NSW)	1	424
Toukley	0	190
Toukley	1	4363
Towamba	0	9
Towamba	1	222
Townsend	0	39
Townsend	1	851
Towradgi	0	159
Towradgi	1	2964
Towrang	0	5
Towrang	1	168
Tralee	1	8
Trangie	0	82
Trangie	1	1106
Tregeagle	0	35
Tregeagle	1	422
Tregear	0	151
Tregear	1	3733
Trenayr	0	9
Trenayr	1	73
Trentham Cliffs	0	3
Trentham Cliffs	1	62
Trewilga	0	3
Trewilga	1	32
Triamble	1	20
Triangle Flat	0	5
Triangle Flat	1	46
Trundle	0	55
Trundle	1	624
Trungley Hall	0	3
Trungley Hall	1	81
Trunkey Creek	0	13
Trunkey Creek	1	99
Tubbamurra	1	13
Tubbul	1	79
Tucabia	0	29
Tucabia	1	333
Tucki Tucki	0	9
Tucki Tucki	1	158
Tuckombil	0	7
Tuckombil	1	249
Tuckurimba	0	3
Tuckurimba	1	100
Tuena	1	59
Tuggerah	0	38
Tuggerah	1	884
Tuggerawong	0	60
Tuggerawong	1	1215
Tugrabakh	0	14
Tugrabakh	1	67
Tullakool	1	76
Tullamore	0	20
Tullamore	1	400
Tullera	0	13
Tullera	1	268
Tullibigeal	0	13
Tullibigeal	1	221
Tullimbar	0	25
Tullimbar	1	507
Tulloona	1	50
Tullymorgan	0	3
Tullymorgan	1	123
Tumbarumba	0	139
Tumbarumba	1	1721
Tumbi Umbi	0	237
Tumbi Umbi	1	4880
Tumblong	0	11
Tumblong	1	182
Tumbulgum	0	29
Tumbulgum	1	374
Tumorrama	0	4
Tumorrama	1	30
Tumut	0	372
Tumut	1	5863
Tumut Plains	0	11
Tumut Plains	1	49
Tuncester	0	3
Tuncester	1	71
Tuncurry	0	411
Tuncurry	1	5778
Tunglebung	1	26
Tuntable Creek	0	11
Tuntable Creek	1	178
Tuppal	1	9
Tura Beach	0	294
Tura Beach	1	2864
Turill	0	8
Turill	1	93
Turlinjah	0	16
Turlinjah	1	142
Turners Flat	0	3
Turners Flat	1	143
Turondale	0	15
Turondale	1	70
Tuross	1	9
Tuross Head	0	193
Tuross Head	1	2050
Turramurra	0	445
Turramurra	1	11473
Turrawan	1	73
Turrella	0	67
Turrella	1	2450
Turvey Park	0	167
Turvey Park	1	3162
Tweed Heads	0	402
Tweed Heads	1	7773
Tweed Heads South	0	356
Tweed Heads South	1	7259
Tweed Heads West	0	290
Tweed Heads West	1	5910
Twelve Mile	1	27
Twelve Mile Creek	0	9
Twelve Mile Creek	1	155
Twin Rivers	1	35
Two Mile Flat	0	8
Two Mile Flat	1	84
Tyagarah	0	7
Tyagarah	1	145
Tyalgum	0	32
Tyalgum	1	515
Tyalgum Creek	0	13
Tyalgum Creek	1	94
Tygalgah	0	11
Tygalgah	1	117
Tyndale	0	12
Tyndale	1	166
Tyringham	0	3
Tyringham	1	90
Uarbry	1	44
Uki	0	45
Uki	1	650
Ulamambri	0	16
Ulamambri	1	197
Ulan	0	5
Ulan	1	54
Ulladulla	0	418
Ulladulla	1	6198
Ulmarra	0	43
Ulmarra	1	734
Ulong	0	15
Ulong	1	219
Ultimo	0	348
Ultimo	1	8496
Umina Beach	0	832
Umina Beach	1	15900
Unanderra	0	202
Unanderra	1	5230
Underbank	1	27
Undercliffe	1	11
Ungarie	0	39
Ungarie	1	525
Unumgar	1	26
Upper Allyn	1	12
Upper Bingara	0	3
Upper Bingara	1	28
Upper Burringbar	0	28
Upper Burringbar	1	253
Upper Bylong	1	7
Upper Colo	1	57
Upper Coopers Creek	1	65
Upper Copmanhurst	0	10
Upper Copmanhurst	1	76
Upper Corindi	0	9
Upper Corindi	1	146
Upper Crystal Creek	0	3
Upper Crystal Creek	1	182
Upper Dartbrook	0	6
Upper Dartbrook	1	141
Upper Duck Creek	1	6
Upper Duroby	0	6
Upper Duroby	1	89
Upper Eden Creek	1	41
Upper Fine Flower	0	3
Upper Fine Flower	1	25
Upper Growee	1	8
Upper Horseshoe Creek	0	3
Upper Horseshoe Creek	1	118
Upper Horton	0	12
Upper Horton	1	157
Upper Kangaroo River	0	10
Upper Kangaroo River	1	109
Upper Karuah River	1	6
Upper Lansdowne	0	32
Upper Lansdowne	1	531
Upper Macdonald	0	4
Upper Macdonald	1	28
Upper Main Arm	0	5
Upper Main Arm	1	213
Upper Manilla	1	124
Upper Mongogarie	1	25
Upper Myall	1	22
Upper Nile	1	9
Upper Orara	0	34
Upper Orara	1	782
Upper Pappinbarra	0	5
Upper Pappinbarra	1	53
Upper Rollands Plains	1	143
Upper Rouchel	0	8
Upper Rouchel	1	62
Upper Taylors Arm	0	4
Upper Taylors Arm	1	126
Upper Tooloom	1	45
Upper Turon	1	12
Upper Wilsons Creek	0	7
Upper Wilsons Creek	1	66
Upsalls Creek	0	3
Upsalls Creek	1	113
Uralba	0	11
Uralba	1	212
Uralla (NSW)	0	167
Uralla (NSW)	1	2580
Urana	0	38
Urana	1	352
Urangeline	1	14
Urangeline East	1	16
Uranquinty	0	44
Uranquinty	1	864
Urawilkie	1	13
Urbenville	0	23
Urbenville	1	295
Uriarra	0	3
Uriarra	1	28
Urila	0	11
