SSC_NAME16	OnlyEnglishSpokenHome	persons
Canbelego	1	39
Candelo	0	5
Candelo	1	635
Cangai	1	28
Caniaba	0	11
Caniaba	1	581
Canley Heights	0	8387
Canley Heights	1	2203
Canley Vale	0	8050
Canley Vale	1	1663
Canobolas	0	19
Canobolas	1	439
Canoelands	0	13
Canoelands	1	152
Canonba	1	24
Canowindra	0	62
Canowindra	1	2052
Canterbury (NSW)	0	4170
Canterbury (NSW)	1	2644
Canton Beach	0	14
Canton Beach	1	1037
Canyonleigh	0	17
Canyonleigh	1	362
Caparra	1	64
Capeen Creek	1	5
Capertee	0	3
Capertee	1	124
Capoompeta	1	3
Captains Flat	0	25
Captains Flat	1	525
Carabost	1	42
Caragabal	1	164
Carcalgong	1	33
Carcoar	0	4
Carcoar	1	271
Cardiff (NSW)	0	325
Cardiff (NSW)	1	5279
Cardiff Heights	0	90
Cardiff Heights	1	1253
Cardiff South	0	136
Cardiff South	1	2609
Carey Bay	0	23
Carey Bay	1	816
Cargo	0	13
Cargo	1	548
Carinda	1	144
Caringbah	0	1719
Caringbah	1	9328
Caringbah South	0	955
Caringbah South	1	10878
Carlaminda	1	38
Carlingford	0	14155
Carlingford	1	9482
Carlton (NSW)	0	6469
Carlton (NSW)	1	3782
Carnes Hill	0	1210
Carnes Hill	1	777
Carnham	1	5
Carool	0	4
Carool	1	154
Caroona	1	188
Carramar (NSW)	0	2357
Carramar (NSW)	1	935
Carrathool	0	3
Carrathool	1	203
Carrick (NSW)	0	4
Carrick (NSW)	1	115
Carrington (Mid-Coast - NSW)	1	30
Carrington (Newcastle - NSW)	0	96
Carrington (Newcastle - NSW)	1	1722
Carrington Falls	0	4
Carrington Falls	1	17
Carroll	1	298
Carrowbrook	1	23
Carrs Creek	1	126
Carrs Island	1	8
Carrs Peninsula	1	22
Carss Park	0	449
Carss Park	1	758
Cartwright	0	1124
Cartwright	1	1035
Cartwrights Hill	0	4
Cartwrights Hill	1	174
Carwell	1	15
Carwoola	0	81
Carwoola	1	1235
Cascade (NSW)	1	8
Casino	0	192
Casino	1	9957
Cassilis (NSW)	0	4
Cassilis (NSW)	1	285
Castle Cove	0	748
Castle Cove	1	1717
Castle Doyle	0	8
Castle Doyle	1	151
Castle Hill (NSW)	0	13799
Castle Hill (NSW)	1	24213
Castle Rock	1	145
Castlecrag	0	556
Castlecrag	1	2275
Castlereagh	0	102
Castlereagh	1	976
Casuarina (NSW)	0	124
Casuarina (NSW)	1	2341
Casula	0	8396
Casula	1	6266
Catalina	0	85
Catalina	1	2111
Cataract	1	7
Cathcart (NSW)	1	102
Catherine Field	0	378
Catherine Field	1	1078
Catherine Hill Bay	0	8
Catherine Hill Bay	1	145
Cathundral	0	6
Cathundral	1	36
Cattai	0	22
Cattai	1	716
Cattle Creek (NSW)	1	27
Cavan (NSW)	1	42
Caves Beach	0	107
Caves Beach	1	3820
Cawdor (NSW)	0	19
Cawdor (NSW)	1	381
Cawongla	0	10
Cawongla	1	159
Cecil Hills	0	3953
Cecil Hills	1	2749
Cecil Park	0	301
Cecil Park	1	419
Cedar Brush Creek	0	11
Cedar Brush Creek	1	96
Cedar Creek (Cessnock - NSW)	1	24
Cedar Creek (Tweed - NSW)	1	6
Cedar Party	0	12
Cedar Party	1	330
Cedar Point	0	3
Cedar Point	1	162
Centennial Park (NSW)	0	480
Centennial Park (NSW)	1	1678
Central Colo	1	27
Central Macdonald	1	38
Central Mangrove	0	38
Central Mangrove	1	214
Central Tilba	0	13
Central Tilba	1	243
Cessnock	0	300
Cessnock	1	13130
Chain Valley Bay	0	54
Chain Valley Bay	1	2271
Chakola	1	40
Chambigne	1	48
Charbon	1	118
Charles Sturt University	0	39
Charles Sturt University	1	296
Charlestown (NSW)	0	1049
Charlestown (NSW)	1	11364
Charleys Forest	0	3
Charleys Forest	1	55
Charlotte Bay	0	5
Charlotte Bay	1	147
Charlton (NSW)	1	21
Charmhaven	0	96
Charmhaven	1	2287
Chatham Valley	1	23
Chatsbury	1	75
Chatswood	0	15215
Chatswood	1	8364
Chatswood West	0	460
Chatswood West	1	992
Chatsworth (NSW)	1	155
Cheero Point	0	5
Cheero Point	1	72
Cheltenham (NSW)	0	637
Cheltenham (NSW)	1	1545
Cherry Tree Hill	1	52
Cherrybrook	0	7922
Cherrybrook	1	10412
Chester Hill	0	7851
Chester Hill	1	4222
Chichester (NSW)	1	23
Chifley (NSW)	0	736
Chifley (NSW)	1	2287
Chilcotts Creek	1	3
Chilcotts Grass	0	12
Chilcotts Grass	1	206
Chillingham	0	3
Chillingham	1	204
Chinderah	0	27
Chinderah	1	1425
Chinnock	1	19
Chippendale	0	5045
Chippendale	1	2528
Chipping Norton	0	3737
Chipping Norton	1	4897
Chisholm (NSW)	0	83
Chisholm (NSW)	1	1347
Chiswick	0	939
Chiswick	1	1751
Chittaway Bay	0	104
Chittaway Bay	1	1831
Chittaway Point	0	34
Chittaway Point	1	881
Chowan Creek	1	14
Church Point	0	66
Church Point	1	868
Clandulla	0	3
Clandulla	1	158
Clare (NSW)	1	17
Claremont Meadows	0	1109
Claremont Meadows	1	3541
Clarence	0	3
Clarence	1	170
Clarence Town	0	19
Clarence Town	1	1851
Clarendon (NSW)	0	8
Clarendon (NSW)	1	104
Clarenza	0	19
Clarenza	1	495
Clareville	0	56
Clareville	1	668
Claymore	0	536
Claymore	1	1497
Clear Creek	1	113
Clear Range	0	5
Clear Range	1	31
Clearfield	1	10
Clemton Park	0	934
Clemton Park	1	673
Clergate	0	3
Clergate	1	198
Cleveland (NSW)	1	21
Clifden	1	18
Cliftleigh	0	23
Cliftleigh	1	769
Clifton (NSW)	1	28
Clifton Grove	0	14
Clifton Grove	1	812
Clontarf (NSW)	0	251
Clontarf (NSW)	1	1412
Clothiers Creek	0	8
Clothiers Creek	1	228
Clouds Creek	1	3
Clovelly	0	533
Clovelly	1	3937
Clunes (NSW)	0	30
Clunes (NSW)	1	777
Clybucca	0	9
Clybucca	1	125
Clyde (NSW)	0	8
Clyde (NSW)	1	3
Clydesdale (NSW)	1	71
Coal Point	0	40
Coal Point	1	1603
Coalcliff	0	9
Coalcliff	1	170
Coaldale	0	3
Coaldale	1	57
Coasters Retreat	1	18
Cobaki	0	7
Cobaki	1	185
Cobaki Lakes	1	41
Cobar	0	175
Cobar	1	3318
Cobar Park	0	9
Cobar Park	1	32
Cobargo	0	23
Cobargo	1	686
Cobark	0	3
Cobark	1	41
Cobbadah	1	90
Cobbitty	0	161
Cobbitty	1	1772
Cobramunga	1	31
Cockwhy	1	20
Codrington (NSW)	1	57
Coffee Camp	0	9
Coffee Camp	1	184
Coffs Harbour	0	2428
Coffs Harbour	1	21137
Coggan	1	4
Cogra Bay	1	16
Coila	1	43
Coldstream (NSW)	1	48
Coleambally	0	43
Coleambally	1	1171
Colebee	0	877
Colebee	1	978
Coledale	0	69
Coledale	1	1137
Colinroobie	1	53
Colinton (NSW)	0	7
Colinton (NSW)	1	111
Collarenebri	0	15
Collarenebri	1	581
Collaroy (NSW)	0	990
Collaroy (NSW)	1	6340
Collaroy Plateau	0	555
Collaroy Plateau	1	4020
Collector	0	6
Collector	1	284
Collendina	1	100
Collerina	1	44
Collie (NSW)	1	166
Collingullie	1	191
Collingwood (NSW)	1	43
Collins Creek	0	14
Collins Creek	1	102
Collombatti	0	14
Collombatti	1	555
Colly Blue	1	26
Colo (Bathurst Regional - NSW)	1	3
Colo (Hawkesbury - NSW)	0	4
Colo (Hawkesbury - NSW)	1	56
Colo Heights	0	9
Colo Heights	1	277
Colo Vale	0	74
Colo Vale	1	1449
Colyton	0	2133
Colyton	1	5827
Comara	0	3
Comara	1	14
Combaning	1	96
Combara	1	55
Comberton	1	25
Comboyne	0	15
Comboyne	1	407
Come By Chance	1	111
Comerong Island	1	12
Commissioners Creek	0	3
Commissioners Creek	1	44
Como (NSW)	0	340
Como (NSW)	1	3509
Comobella	1	48
Conargo	1	101
Concord	0	5669
Concord	1	8350
Concord West	0	2136
Concord West	1	3558
Condell Park	0	7602
Condell Park	1	3366
Condobolin	0	79
Condobolin	1	3078
Condong	0	10
Condong	1	268
Coneac	1	10
Congarinni	0	4
Congarinni	1	306
Congarinni North	1	342
Congewai	0	5
Congewai	1	155
Congo	1	208
Conimbia	1	12
Coniston	0	763
Coniston	1	1378
Conjola	1	134
Conjola Park	0	12
Conjola Park	1	305
Connells Point	0	1087
Connells Point	1	1666
Constitution Hill	0	1583
Constitution Hill	1	2175
Coogee (NSW)	0	2533
Coogee (NSW)	1	11124
Cookamidgera	1	143
Cookardinia	1	61
Cooks Gap	0	13
Cooks Gap	1	462
Cooks Hill	0	243
Cooks Hill	1	3148
Cooks Myalls	1	44
Coolabah	1	50
Coolac	1	200
Coolagolite	0	3
Coolagolite	1	254
Coolah	0	15
Coolah	1	1121
Coolamon	0	20
Coolamon	1	1962
Coolangatta (NSW)	0	12
Coolangatta (NSW)	1	303
Coolatai	1	103
Cooleys Creek	1	8
Coolgardie (NSW)	0	6
Coolgardie (NSW)	1	98
Coolongolook	0	13
Coolongolook	1	339
Coolringdon	1	65
Coolumbooka	1	3
Cooma (NSW)	0	449
Cooma (NSW)	1	5519
Coomba Bay	0	3
Coomba Bay	1	113
Coomba Park	0	11
Coomba Park	1	528
Coombadjha	1	16
Coombell	1	16
Coomealla	0	31
Coomealla	1	659
Coomoo Coomoo	1	11
Coonabarabran	0	74
Coonabarabran	1	2888
Coonamble	0	41
Coonamble	1	2280
Coongbar	1	3
Cooperabung	0	4
Cooperabung	1	250
Coopernook	0	7
Coopernook	1	502
Coopers Gully	1	152
Coopers Shoot	0	16
Coopers Shoot	1	222
Cooplacurripa	1	9
Coorabell	0	44
Coorabell	1	346
Cooranbong	0	362
Cooranbong	1	4795
Cootamundra	0	140
Cootamundra	1	6202
Cootralantra	0	3
Cootralantra	1	81
Cooyal	0	4
Cooyal	1	106
Copacabana	0	164
Copacabana	1	2450
Cope	0	3
Cope	1	92
Copeland	1	59
Copeton	0	3
Copeton	1	30
Copmanhurst	0	10
Copmanhurst	1	270
Coppabella (NSW)	1	11
Copperhannia	1	4
Coraki	0	28
Coraki	1	1117
Coralville	0	3
Coralville	1	112
Coramba	0	14
Coramba	1	735
Corang	1	9
Corangula	1	15
Corbie Hill	0	30
Corbie Hill	1	187
Cordeaux Heights	0	1004
Cordeaux Heights	1	3464
Coree	1	33
Coreen	1	97
Corindi Beach	0	104
Corindi Beach	1	1486
Corinella (NSW)	1	62
Corlette	0	244
Corlette	1	4880
Corndale (NSW)	0	8
Corndale (NSW)	1	299
Corney Town	0	3
Corney Town	1	69
Cornwallis	0	21
Cornwallis	1	23
Corobimilla	0	4
Corobimilla	1	69
Corowa	0	136
Corowa	1	4958
Corrabare	1	14
Corrimal	0	872
Corrimal	1	5378
Corrong	1	3
Corrowong	1	9
Corunna	1	56
Cottage Point	0	3
Cottage Point	1	72
Cottonvale (NSW)	0	3
Cottonvale (NSW)	1	26
Cougal	0	3
Cougal	1	29
Countegany	1	34
Courabyra	0	3
Courabyra	1	91
Couradda	1	45
Couragago	1	3
Couridjah	0	23
Couridjah	1	271
Coutts Crossing	0	5
Coutts Crossing	1	993
Cow Flat	1	47
Cowabbie	1	17
Cowan	0	34
Cowan	1	585
Cowper	1	77
Cowra	0	283
Cowra	1	8941
Coxs Creek	1	47
Coxs Crown	1	11
Crabbes Creek	0	20
Crabbes Creek	1	228
Crackenback	0	12
Crackenback	1	154
Craigie (NSW)	1	27
Cranebrook	0	1414
Cranebrook	1	13548
Crangan Bay	1	3
Craven	1	108
Craven Plateau	0	3
Craven Plateau	1	3
Crawford River	0	3
Crawford River	1	45
Crawney	1	32
Creewah	0	3
Creewah	1	30
Cremorne (NSW)	0	2344
Cremorne (NSW)	1	8136
Cremorne Point	0	281
Cremorne Point	1	1920
Crescent Head	0	38
Crescent Head	1	1374
Crestwood	0	1060
Crestwood	1	3223
Cringila	0	1186
Cringila	1	875
Croki	1	43
Cromer (NSW)	0	992
Cromer (NSW)	1	6294
Cronulla	0	1679
Cronulla	1	14950
Crooble	1	55
Croobyar	1	145
Crooked Corner	1	47
Crookwell	0	52
Crookwell	1	2409
Croom	0	13
Croom	1	98
Croppa Creek	1	109
Cross Roads (NSW)	1	17
Crosslands	0	3
Crosslands	1	529
Croudace Bay	0	15
Croudace Bay	1	532
Crowdy Head	0	3
Crowdy Head	1	68
Crows Nest (NSW)	0	1097
Crows Nest (NSW)	1	3315
Crowther	0	3
Crowther	1	53
Croydon (NSW)	0	4881
Croydon (NSW)	1	5281
Croydon Park (NSW)	0	5196
Croydon Park (NSW)	1	5367
Crudine	1	55
Cryon	0	4
Cryon	1	44
Crystal Creek (NSW)	0	10
Crystal Creek (NSW)	1	234
Cubba	1	34
Cudal	0	8
Cudal	1	518
Cudgegong	1	38
Cudgel	0	9
Cudgel	1	23
Cudgen	0	22
Cudgen	1	781
Cudgera Creek	0	11
Cudgera Creek	1	296
Cudmirrah	0	5
Cudmirrah	1	253
Culburra Beach	0	98
Culburra Beach	1	2536
Culcairn	0	50
Culcairn	1	1330
Cullen Bullen	0	8
Cullen Bullen	1	189
Cullenbone	1	32
Cullendore	1	16
Cullerin	1	36
Cullivel	1	15
Culmaran Creek	1	10
Cumbalum	0	74
Cumbalum	1	1390
Cumbandry	1	18
Cumberland Reach	0	3
Cumberland Reach	1	167
Cumbo	1	8
Cumborah	0	3
Cumborah	1	179
Cumnock	0	16
Cumnock	1	407
Cundle Flat	1	17
Cundletown	0	37
Cundletown	1	1878
Cundumbul	1	32
Cunjurong Point	0	3
Cunjurong Point	1	67
Cunningar	0	4
Cunningar	1	132
Cunninyeuk	1	31
Curban	1	116
Curl Curl	0	193
Curl Curl	1	2005
Curlew Waters	1	13
Curlewis (NSW)	0	9
Curlewis (NSW)	1	721
Curlwaa	0	5
Curlwaa	1	344
Curra Creek	1	55
Currabubula	1	310
Curramore (NSW)	0	7
Curramore (NSW)	1	185
Currans Hill	0	707
Currans Hill	1	4418
Currarong	0	16
Currarong	1	388
Currawang	1	146
Currawarna	1	147
Curraweela	1	47
Curricabark	1	9
Currowan	1	55
Cuttabri	1	39
Cuttagee	1	51
Dabee	0	3
Dabee	1	32
Daceyville	0	305
Daceyville	1	766
Dairy Arm	1	24
Dairy Flat	0	3
Dairy Flat	1	11
Dairymans Plains	0	12
Dairymans Plains	1	140
Daleys Point	0	48
Daleys Point	1	595
Dalgety	0	3
Dalgety	1	196
Dalmeny	0	89
Dalmeny	1	1703
Dalswinton	0	3
Dalswinton	1	41
Dalton	0	4
Dalton	1	181
Dalwood (Ballina - NSW)	0	7
Dalwood (Ballina - NSW)	1	216
Dalwood (Singleton - NSW)	1	103
Dandaloo	1	31
Dandry	0	10
Dandry	1	78
Dangar Island	0	13
Dangar Island	1	251
Dangarsleigh	1	132
Dangelong	0	3
Dangelong	1	3
Dapto	0	760
Dapto	1	9577
Darawank	0	3
Darawank	1	373
Darbalara	1	40
Darbys Falls	0	3
Darbys Falls	1	213
Dareton	0	23
Dareton	1	399
Dargan	0	6
Dargan	1	79
Dark Corner	1	18
Darkes Forest	0	3
Darkes Forest	1	103
Darkwood	0	7
Darkwood	1	149
Darling Point	0	599
Darling Point	1	3037
Darlinghurst	0	2386
Darlinghurst	1	7115
Darlington (Singleton - NSW)	0	23
Darlington (Singleton - NSW)	1	320
Darlington (Sydney - NSW)	0	1164
Darlington (Sydney - NSW)	1	1691
Darlington Point	0	31
Darlington Point	1	1030
Darlow	1	28
Dartbrook	1	104
Daruka	0	12
Daruka	1	754
Davidson	0	370
Davidson	1	2402
Davis Creek	1	14
Davistown	0	46
Davistown	1	2329
Dawes Point	0	59
Dawes Point	1	272
Daysdale	1	88
Dean Park	0	1237
Dean Park	1	1826
Deauville	1	25
Dee Why	0	6898
Dee Why	1	13225
Deep Creek (Clarence Valley - NSW)	1	9
Deep Creek (Kempsey - NSW)	1	87
Deep Creek (Kyogle - NSW)	1	31
Deepwater (NSW)	0	9
Deepwater (NSW)	1	374
Deer Vale	0	3
Deer Vale	1	145
Delegate	0	3
Delegate	1	315
Delungra	0	3
Delungra	1	565
Denham Court	0	634
Denham Court	1	1122
Denhams Beach	0	33
Denhams Beach	1	539
Deniliquin	0	272
Deniliquin	1	6858
Denistone	0	1535
Denistone	1	2099
Denistone East	0	1073
Denistone East	1	1108
Denistone West	0	374
Denistone West	1	528
Denman	0	26
Denman	1	1660
Depot Beach	1	19
Derriwong	1	25
Deua River Valley	0	5
Deua River Valley	1	58
Devils Hole	1	15
Dewitt	1	10
Dharruk	0	971
Dharruk	1	1654
Dhulura	1	46
Dhuragoon	1	22
Diamond Beach	0	23
Diamond Beach	1	817
Diehard	1	37
Diggers Camp	1	18
Dignams Creek	0	3
Dignams Creek	1	70
Dilkoon	1	47
Dilpurra	1	19
Dinoga	1	53
Dirnaseer	1	64
Dirty Creek	0	4
Dirty Creek	1	69
Dobies Bight	1	118
Doctor George Mountain	0	3
Doctor George Mountain	1	45
Doctors Gap	1	29
Dog Rocks	1	3
Dolans Bay	0	48
Dolans Bay	1	534
Dolls Point	0	654
Dolls Point	1	931
Dollys Flat	1	74
Dolphin Point	1	173
Dombarton	0	12
Dombarton	1	131
Donald Creek	1	29
Dondingalong	0	20
Dondingalong	1	604
Doon Doon	1	80
Doonbah	0	4
Doonbah	1	214
Doonside	0	5642
Doonside	1	7090
Dooralong	0	15
Dooralong	1	323
Dora Creek	0	48
Dora Creek	1	1519
Dorrigo	0	40
Dorrigo	1	1096
Dorrigo Mountain	1	91
Dorroughby	0	8
Dorroughby	1	104
Double Bay	0	741
Double Bay	1	3449
Doubtful Creek	0	3
Doubtful Creek	1	132
Douglas Park	0	89
Douglas Park	1	1199
Dover Heights	0	772
Dover Heights	1	2846
Downside	0	3
Downside	1	112
Doyalson	0	16
Doyalson	1	297
Doyalson North	0	3
Doyalson North	1	353
Doyles Creek	1	40
Drake	0	13
Drake	1	272
Drildool	1	12
Dripstone	1	68
Drummoyne	0	2533
Drummoyne	1	8477
Dry Creek (NSW)	1	29
Dry Plain	1	36
Dubbo	0	2184
Dubbo	1	34100
Duck Creek	1	53
Duckenfield	0	7
Duckenfield	1	103
Duckmaloi	1	44
Dudley	0	89
Dudley	1	2218
Duffys Forest	0	57
Duffys Forest	1	409
Dulguigan	0	7
Dulguigan	1	114
Dulwich Hill	0	4392
Dulwich Hill	1	8364
Dum Dum	0	4
Dum Dum	1	100
Dumaresq	0	3
Dumaresq	1	72
Dumaresq Island	1	65
Dumaresq Valley	0	5
Dumaresq Valley	1	31
Dunbible	0	12
Dunbible	1	308
Dunbogan	0	16
Dunbogan	1	937
Duncans Creek	1	47
Dundas (NSW)	0	2312
Dundas (NSW)	1	2183
Dundas Valley	0	2643
Dundas Valley	1	2504
Dundee	0	3
Dundee	1	144
Dundurrabin	0	3
Dundurrabin	1	81
Dunedoo	0	16
Dunedoo	1	1017
Dungarubba	1	53
Dungay	0	5
Dungay	1	206
Dungeree	1	3
Dungog	0	19
Dungog	1	1870
Dungowan	0	7
Dungowan	1	366
Dunkeld (NSW)	1	42
Dunmore (NSW)	0	6
Dunmore (NSW)	1	197
Dunolly (NSW)	1	78
Dunoon	0	26
Dunoon	1	606
Duns Creek	0	16
Duns Creek	1	518
Dunville Loop	1	7
Dural (Hornsby - NSW)	0	1778
Dural (Hornsby - NSW)	1	5506
Duramana	0	6
Duramana	1	189
Duranbah	0	9
Duranbah	1	203
Duri	0	10
Duri	1	480
Duroby	1	58
Durran Durra	0	3
Durran Durra	1	86
Durras North	1	27
Durren Durren	1	69
Dyers Crossing	0	11
Dyers Crossing	1	298
Dyraaba	1	83
Dyrring	1	89
Eagle Vale	0	1696
Eagle Vale	1	3926
Eagleton	0	10
Eagleton	1	199
Earlwood	0	8681
Earlwood	1	8027
East Albury	0	391
East Albury	1	5356
East Ballina	0	216
East Ballina	1	5094
East Branxton	0	48
East Branxton	1	1630
East Coraki	0	3
East Coraki	1	193
East Corrimal	0	360
East Corrimal	1	2896
East Gosford	0	497
East Gosford	1	3487
East Gresford	1	297
East Hills	0	925
East Hills	1	2142
East Jindabyne	0	32
East Jindabyne	1	623
East Kangaloon	0	7
East Kangaloon	1	71
East Kempsey	0	48
East Kempsey	1	1187
East Killara	0	1492
East Killara	1	1403
East Kurrajong	0	70
East Kurrajong	1	1945
East Lindfield	0	1062
East Lindfield	1	2565
East Lismore	0	263
East Lismore	1	4265
East Lynne	0	3
East Lynne	1	88
East Maitland	0	479
East Maitland	1	10612
East Ryde	0	575
East Ryde	1	1854
East Seaham	0	5
East Seaham	1	289
East Tamworth	0	257
East Tamworth	1	4750
East Wagga Wagga	0	15
East Wagga Wagga	1	205
East Wardell	0	8
East Wardell	1	276
Eastern Creek	0	262
Eastern Creek	1	520
Eastgardens	0	358
Eastgardens	1	456
Eastlakes	0	4271
Eastlakes	1	2283
Eastwood (NSW)	0	11452
Eastwood (NSW)	1	5775
Eatonsville	0	10
Eatonsville	1	204
Ebenezer (NSW)	0	38
Ebenezer (NSW)	1	904
Ebor	0	3
Ebor	1	148
Eccleston	0	4
Eccleston	1	31
Eden	0	101
Eden	1	2757
Eden Creek	1	139
Edensor Park	0	6559
Edensor Park	1	2931
Edenville	1	70
Edgecliff	0	367
Edgecliff	1	1875
Edgeroi	1	94
Edgeworth	0	239
Edgeworth	1	5746
Edith (NSW)	1	81
Edmondson Park	0	1298
Edmondson Park	1	816
Eenaweena	1	13
Eglinton (NSW)	0	26
Eglinton (NSW)	1	2106
Eighteen Mile	1	3
Elands	0	6
Elands	1	161
Elanora Heights	0	341
Elanora Heights	1	3889
Elcombe	1	31
Elderslie (Camden - NSW)	0	389
Elderslie (Camden - NSW)	1	5349
Elderslie (Singleton - NSW)	1	119
Eleebana	0	280
Eleebana	1	5311
Elermore Vale	0	627
Elermore Vale	1	4688
Elizabeth Bay	0	985
Elizabeth Bay	1	3622
Elizabeth Beach	0	14
Elizabeth Beach	1	185
Elizabeth Hills	0	1627
Elizabeth Hills	1	787
Ellalong	0	15
Ellalong	1	993
Elland	0	9
Elland	1	292
Ellangowan (NSW)	0	9
Ellangowan (NSW)	1	285
Ellenborough	0	3
Ellenborough	1	155
Ellerslie (Snowy Valleys - NSW)	1	42
Ellerslie (Wentworth - NSW)	0	3
Ellerslie (Wentworth - NSW)	1	81
Ellerston	1	88
Ellis Lane	0	74
Ellis Lane	1	761
Elong Elong	1	117
Elrington	1	108
Elsmore	0	13
Elsmore	1	259
Eltham (NSW)	0	10
Eltham (NSW)	1	310
Elvina Bay	0	6
Elvina Bay	1	58
Emerald Beach	0	114
Emerald Beach	1	2032
Emerald Hill	1	113
Emerton	0	610
Emerton	1	1433
Emmaville	0	9
Emmaville	1	474
Empire Bay	0	85
Empire Bay	1	2212
Empire Vale	0	6
Empire Vale	1	154
Emu Heights (NSW)	0	150
Emu Heights (NSW)	1	3060
Emu Plains	0	566
Emu Plains	1	7344
Emu Swamp	1	150
Enfield (NSW)	0	1586
Enfield (NSW)	1	1131
Engadine	0	1029
Engadine	1	15905
Englorie Park	0	160
Englorie Park	1	231
Enmore (Armidale Regional - NSW)	0	3
Enmore (Armidale Regional - NSW)	1	44
Enmore (Inner West - NSW)	0	735
Enmore (Inner West - NSW)	1	2769
Enngonia	1	129
Epping (NSW)	0	13917
Epping (NSW)	1	9119
Eraring	0	8
Eraring	1	194
Eremerang	1	21
Erigolia	0	3
Erigolia	1	45
Erin Vale	1	51
Erina	0	383
Erina	1	4044
Erina Heights	0	27
Erina Heights	1	371
Ermington	0	4431
Ermington	1	5824
Erowal Bay	0	35
Erowal Bay	1	566
Errowanbang	1	38
Erskine Park	0	1391
Erskine Park	1	4819
Erskineville	0	1362
Erskineville	1	5955
Erudgere	0	3
Erudgere	1	94
Eschol Park	0	539
Eschol Park	1	1976
Essington	0	3
Essington	1	80
Estella	0	207
Estella	1	1963
Ettalong Beach	0	269
Ettalong Beach	1	4222
Ettamogah	1	45
Ettrick (NSW)	1	128
Euabalong	1	168
Euabalong West	1	58
Euberta	1	123
Euchareena	0	3
Euchareena	1	163
Eucumbene	1	10
Eugowra	0	7
Eugowra	1	717
Eulah Creek	0	3
Eulah Creek	1	66
Eumungerie	0	3
Eumungerie	1	269
Eunanoreenya	1	151
Eungai Creek	0	11
Eungai Creek	1	386
Eungai Rail	0	17
Eungai Rail	1	192
Eungella (NSW)	0	19
Eungella (NSW)	1	273
Eureka (NSW)	0	12
Eureka (NSW)	1	309
Eurimbla	1	37
Eurobodalla	1	83
Euroka	1	325
Euroley	1	65
Eurongilly	0	6
Eurongilly	1	113
Eurunderee	0	8
Eurunderee	1	144
Euston	0	96
Euston	1	626
Evans Head	0	42
Evans Head	1	2571
Evans Plains	0	9
Evans Plains	1	143
Eveleigh	0	194
Eveleigh	1	378
Eviron	0	5
Eviron	1	171
Ewingar	0	8
Ewingar	1	53
Ewingsdale	0	39
Ewingsdale	1	646
Exeter (NSW)	0	39
Exeter (NSW)	1	869
Failford	0	5
Failford	1	481
Fairfield (NSW)	0	14098
Fairfield (NSW)	1	3150
Fairfield East	0	3843
Fairfield East	1	1011
Fairfield Heights	0	5807
Fairfield Heights	1	1394
Fairfield West	0	7991
Fairfield West	1	3114
Fairholme	1	17
Fairlight	0	634
Fairlight	1	4901
Fairy Hill	0	6
Fairy Hill	1	363
Fairy Meadow	0	1991
Fairy Meadow	1	5013
Falbrook	1	23
Falconer	1	51
Falls Creek (NSW)	0	30
Falls Creek (NSW)	1	837
Far Meadow	0	14
Far Meadow	1	174
Fargunyah	1	19
Farley	1	208
Farmborough Heights	0	536
Farmborough Heights	1	3495
Farnham	1	28
Farrants Hill	1	110
Farringdon	1	14
Fassifern (NSW)	0	19
Fassifern (NSW)	1	553
Faulconbridge	0	182
Faulconbridge	1	3723
Faulkland	0	3
Faulkland	1	77
Fawcetts Plain	1	132
Federal (NSW)	0	33
Federal (NSW)	1	563
Fennell Bay	0	44
Fennell Bay	1	1491
Fern Bay	0	99
Fern Bay	1	2513
Fern Gully	0	3
Fern Gully	1	43
Fernances	1	5
Fernances Crossing	1	35
Fernbank Creek	0	4
Fernbank Creek	1	122
Fernbrook	1	111
Fernhill	0	152
Fernhill	1	820
Fernleigh	0	15
Fernleigh	1	236
Fernmount	0	10
Fernmount	1	328
Fernside	1	43
Fernvale (NSW)	0	22
Fernvale (NSW)	1	225
Ferodale	1	82
Fiddletown	0	20
Fiddletown	1	204
Fifield	0	3
Fifield	1	109
Figtree	0	2208
Figtree	1	8933
Findon Creek	0	3
Findon Creek	1	21
Fine Flower	1	28
Fingal Bay	0	54
Fingal Bay	1	1338
Fingal Head	0	20
Fingal Head	1	497
Finley	0	78
Finley	1	2196
Firefly	1	260
Fishermans Bay	0	3
Fishermans Bay	1	57
Fishermans Paradise	0	19
Fishermans Paradise	1	376
Fishermans Reach	0	7
Fishermans Reach	1	134
Fishers Hill	1	36
Fishing Point	0	27
Fishing Point	1	980
Fitzgeralds Mount	1	48
Fitzgeralds Valley	1	11
Fitzroy Falls	0	6
Fitzroy Falls	1	195
Five Dock	0	3032
Five Dock	1	5737
Five Ways	1	24
Flat Tops	1	23
Fletcher (NSW)	0	736
Fletcher (NSW)	1	4251
Flinders (NSW)	0	1103
Flinders (NSW)	1	5299
Floraville	0	63
Floraville	1	1748
Forbes (NSW)	0	178
Forbes (NSW)	1	7506
Forbes Creek	1	59
Forbes River	1	13
Forbesdale	1	173
Fords Bridge	1	34
Fordwich	0	11
Fordwich	1	67
Forest Glen (NSW)	1	64
Forest Grove (NSW)	0	9
Forest Grove (NSW)	1	91
Forest Hill (NSW)	0	140
Forest Hill (NSW)	1	2031
Forest Lodge	0	1369
Forest Lodge	1	2849
Forest Reefs	1	485
Forestville (NSW)	0	1861
