SSC_NAME16	BornAust	persons
Fifteen Mile	1	26
Fig Tree Pocket	0	1221
Fig Tree Pocket	1	2683
Finch Hatton	0	60
Finch Hatton	1	392
Finlayvale	0	3
Finlayvale	1	29
Finnie	0	8
Finnie	1	62
Fisher (Qld)	1	4
Fishermans Pocket	1	27
Fishery Falls	0	14
Fishery Falls	1	113
Fitzgerald Creek	0	7
Fitzgerald Creek	1	62
Fitzgibbon	0	2313
Fitzgibbon	1	3083
Fitzroy Island	0	15
Fitzroy Island	1	20
Flagstone Creek	0	5
Flagstone Creek	1	192
Flametree	0	35
Flametree	1	62
Flaxton	0	231
Flaxton	1	646
Fletcher (Qld)	0	19
Fletcher (Qld)	1	67
Fleurbaix	0	3
Fleurbaix	1	32
Flinders View	0	555
Flinders View	1	5027
Flinton	1	34
Flying Fish Point	0	43
Flying Fish Point	1	325
Flying Fox (Qld)	0	4
Flying Fox (Qld)	1	53
Fordsdale	0	5
Fordsdale	1	46
Foreshores	0	9
Foreshores	1	115
Forest Creek	0	24
Forest Creek	1	59
Forest Glen (Qld)	0	253
Forest Glen (Qld)	1	1017
Forest Hill (Qld)	0	128
Forest Hill (Qld)	1	750
Forest Lake	0	8372
Forest Lake	1	13561
Forest Ridge	0	4
Forest Ridge	1	32
Forest Springs	0	5
Forest Springs	1	60
Forestdale	0	609
Forestdale	1	1821
Foresthome	1	75
Forestvale	0	3
Forestvale	1	48
Formartin	0	3
Formartin	1	87
Forrest Beach (Qld)	0	140
Forrest Beach (Qld)	1	986
Forsayth	0	9
Forsayth	1	109
Fortitude Valley	0	2722
Fortitude Valley	1	3212
Forty Mile	1	18
Fossilbrook	1	5
Foulden	1	3
Four Ways	1	17
Foxdale	0	7
Foxdale	1	99
Frankfield	1	30
Fraser Island	0	33
Fraser Island	1	94
Frazerview	0	4
Frazerview	1	24
Fredericksfield	0	11
Fredericksfield	1	195
Freestone	0	18
Freestone	1	181
Frenches Creek	0	5
Frenches Creek	1	78
Frenchville	0	852
Frenchville	1	7630
Freshwater (Qld)	0	428
Freshwater (Qld)	1	1505
Freshwater Point	0	14
Freshwater Point	1	102
Friday Pocket	0	7
Friday Pocket	1	32
Fulham (Qld)	1	35
Gaeta	0	28
Gaeta	1	88
Gailes	0	483
Gailes	1	1129
Gainsford	1	14
Gairloch	0	4
Gairloch	1	36
Galilee	1	12
Gamboola	1	10
Garbutt	0	279
Garbutt	1	1712
Garfield (Qld)	1	30
Gargett	0	12
Gargett	1	221
Garnant	0	3
Garnant	1	81
Garners Beach	0	8
Garners Beach	1	18
Garradunga	0	22
Garradunga	1	116
Gatton	0	1690
Gatton	1	4837
Gaven	0	358
Gaven	1	1116
Gayndah	0	190
Gayndah	1	1520
Gaythorne	0	548
Gaythorne	1	2230
Geebung	0	939
Geebung	1	3450
Geham	0	47
Geham	1	412
Gemini Mountains	0	4
Gemini Mountains	1	41
Georgetown (Qld)	0	19
Georgetown (Qld)	1	296
Georgina (Qld)	1	7
Germantown (Qld)	0	8
Germantown (Qld)	1	51
Gheerulla	0	29
Gheerulla	1	173
Ghinghinda	0	3
Ghinghinda	1	27
Gigoomgan	1	27
Gilbert River	1	23
Gilberton (Etheridge - Qld)	1	4
Gilberton (Gold Coast - Qld)	0	3
Gilberton (Gold Coast - Qld)	1	23
Gilla	0	3
Gilla	1	29
Gilldora	0	3
Gilldora	1	35
Gilston	0	540
Gilston	1	1747
Gin Gin (Qld)	0	157
Gin Gin (Qld)	1	792
Gindie	0	17
Gindie	1	182
Gindoran	0	3
Ginoondan	1	16
Giru	0	31
Giru	1	292
Givelda	0	4
Givelda	1	46
Gladfield (Qld)	1	58
Gladstone Central	0	395
Gladstone Central	1	845
Gladstone Harbour	0	4
Gladstone Harbour	1	18
Glamorgan Vale	0	37
Glamorgan Vale	1	307
Glan Devon	0	17
Glan Devon	1	205
Glanmire (Qld)	0	3
Glanmire (Qld)	1	10
Glass House Mountains	0	799
Glass House Mountains	1	3958
Glastonbury	0	27
Glastonbury	1	297
Glebe (Qld)	1	24
Glen Allyn	0	15
Glen Allyn	1	127
Glen Aplin	0	62
Glen Aplin	1	409
Glen Boughton	1	17
Glen Cairn	0	13
Glen Cairn	1	93
Glen Echo	1	29
Glen Eden	0	339
Glen Eden	1	2156
Glen Esk	0	16
Glen Esk	1	35
Glen Isla	1	30
Glen Niven	0	10
Glen Niven	1	69
Glen Russell	1	14
Glenarbon	0	3
Glenarbon	1	29
Glenaubyn	1	37
Glenaven	0	3
Glenaven	1	67
Glenbar	0	3
Glenbar	1	10
Glencoe (Qld)	0	12
Glencoe (Qld)	1	263
Glendale (Qld)	0	37
Glendale (Qld)	1	537
Glenden	0	63
Glenden	1	472
Gleneagle	0	197
Gleneagle	1	1552
Glenella	0	683
Glenella	1	3592
Glenfern (Qld)	0	3
Glenfern (Qld)	1	7
Glengallan	1	49
Glenhaughton	1	18
Glenlee (Qld)	0	53
Glenlee (Qld)	1	1090
Glenleigh	1	32
Glenlyon (Qld)	1	27
Glenmoral	1	50
Glenmorgan	0	7
Glenmorgan	1	132
Glenorchy (Qld)	0	6
Glenorchy (Qld)	1	67
Glenore Grove	0	87
Glenore Grove	1	664
Glenrae	0	5
Glenrae	1	69
Glenrock (Qld)	0	3
Glenrock (Qld)	1	32
Glenroy (Qld)	1	20
Glenvale	0	693
Glenvale	1	5286
Glenview	0	182
Glenview	1	956
Glenwood (Qld)	0	289
Glenwood (Qld)	1	1099
Godwin Beach	0	76
Godwin Beach	1	353
Gogango	0	3
Gogango	1	107
Golden Beach (Qld)	0	934
Golden Beach (Qld)	1	4217
Golden Fleece	0	4
Golden Fleece	1	44
Goldfields	1	20
Goldsborough (Qld)	0	128
Goldsborough (Qld)	1	747
Gooburrum	0	116
Gooburrum	1	1233
Good Night	0	9
Good Night	1	87
Goodar	0	5
Goodar	1	51
Goodger	0	13
Goodger	1	160
Goodna	0	3691
Goodna	1	5666
Goodwood (Qld)	0	28
Goodwood (Qld)	1	123
Googa Creek	0	4
Googa Creek	1	32
Goolboo	0	3
Goolboo	1	11
Goolman	0	3
Goolman	1	37
Goomally	1	20
Goombi	0	3
Goombi	1	29
Goomboorian	0	56
Goomboorian	1	405
Goombungee	0	65
Goombungee	1	899
Goomburra	0	30
Goomburra	1	203
Goomeri	0	67
Goomeri	1	535
Goomeribong	1	40
Goondi	0	3
Goondi	1	45
Goondi Bend	0	55
Goondi Bend	1	458
Goondi Hill	0	75
Goondi Hill	1	366
Goondiwindi	0	362
Goondiwindi	1	5261
Goorganga Creek	1	7
Gooroolba	1	12
Gootchie	0	6
Gootchie	1	68
Goovigen	0	7
Goovigen	1	188
Goowarra	1	16
Goranba	0	23
Goranba	1	97
Gordon Park	0	880
Gordon Park	1	3134
Gordonbrook	0	8
Gordonbrook	1	157
Gordonstone	1	3
Gordonvale	0	716
Gordonvale	1	5421
Gore	1	24
Gowrie Junction	0	121
Gowrie Junction	1	1910
Gowrie Little Plain	1	64
Gowrie Mountain	0	22
Gowrie Mountain	1	196
Gowrie Station	1	15
Gracemere	0	836
Gracemere	1	9659
Graceville	0	1028
Graceville	1	3453
Grahams Creek	0	10
Grahams Creek	1	112
Granadilla	0	11
Granadilla	1	62
Grand Secret	0	7
Grand Secret	1	138
Grandchester	0	46
Grandchester	1	353
Grange (Qld)	0	727
Grange (Qld)	1	3443
Grant	1	7
Grantham	0	54
Grantham	1	516
Granville (Qld)	0	189
Granville (Qld)	1	2270
Grapetree	0	3
Grapetree	1	25
Grasstree Beach	0	73
Grasstree Beach	1	577
Grays Gate	1	31
Green Hill	0	13
Green Hill	1	130
Green Island	0	7
Green Island	1	9
Greenbank	0	1542
Greenbank	1	5741
Greenlands (Qld)	0	30
Greenlands (Qld)	1	178
Greenmount (Mackay - Qld)	0	35
Greenmount (Mackay - Qld)	1	410
Greenmount (Toowoomba - Qld)	0	49
Greenmount (Toowoomba - Qld)	1	612
Greens Creek (Qld)	0	31
Greens Creek (Qld)	1	274
Greenslopes	0	2695
Greenslopes	1	5704
Greenswamp	1	41
Greenup	1	21
Greenvale (Qld)	0	20
Greenvale (Qld)	1	177
Greenview	1	83
Greenwood (Qld)	1	32
Gregors Creek	0	3
Gregors Creek	1	83
Gregory (Qld)	0	4
Gregory (Qld)	1	58
Gregory River (Bundaberg - Qld)	0	7
Gregory River (Bundaberg - Qld)	1	49
Gregory River (Whitsunday - Qld)	0	27
Gregory River (Whitsunday - Qld)	1	221
Greycliffe	1	24
Greymare	1	56
Griffin	0	1674
Griffin	1	4739
Groganville	1	3
Groomsville	0	7
Groomsville	1	87
Groper Creek	0	5
Groper Creek	1	50
Grosmont	1	116
Grosvenor	1	16
Guanaba	0	159
Guanaba	1	521
Gulliver	0	308
Gulliver	1	2335
Guluguba	0	10
Guluguba	1	99
Gumdale	0	432
Gumdale	1	1620
Gumlow	0	12
Gumlow	1	133
Gumlu	0	19
Gumlu	1	131
Gunalda	0	45
Gunalda	1	283
Gundiah	0	12
Gundiah	1	95
Gungaloon	1	27
Gunnawarra	1	14
Gunnewin	1	57
Gunpowder	0	3
Gunpowder	1	24
Gunyarra	1	15
Gurgeena	1	22
Gurulmundi	1	9
Guthalungra	0	6
Guthalungra	1	81
Gwambegwine	1	20
Gympie	0	996
Gympie	1	8769
Habana	0	108
Habana	1	783
Haden	0	8
Haden	1	176
Haigslea	0	34
Haigslea	1	374
Hail Creek	0	15
Hail Creek	1	86
Haliday Bay	0	23
Haliday Bay	1	134
Halifax	0	49
Halifax	1	365
Haly Creek	0	5
Haly Creek	1	117
Hamilton (Qld)	0	1808
Hamilton (Qld)	1	4383
Hamilton Creek	0	4
Hamilton Creek	1	79
Hamilton Plains	0	9
Hamilton Plains	1	64
Hampden (Qld)	0	53
Hampden (Qld)	1	470
Hampton (Qld)	0	43
Hampton (Qld)	1	293
Hannaford	0	6
Hannaford	1	102
Happy Valley (Qld)	0	168
Happy Valley (Qld)	1	525
Harlaxton	0	243
Harlaxton	1	2034
Harlin	0	10
Harlin	1	149
Harrami	0	3
Harrami	1	25
Harriet	1	4
Harristown	0	1045
Harristown	1	6820
Harrisville	0	60
Harrisville	1	511
Hatton Vale	0	164
Hatton Vale	1	1269
Hawkins Creek	0	10
Hawkins Creek	1	195
Hawkwood	0	3
Hawkwood	1	22
Hawthorne	0	1056
Hawthorne	1	3712
Hay Point	0	103
Hay Point	1	1089
Hazeldean	0	38
Hazeldean	1	210
Hazledean	0	7
Hazledean	1	12
Headington Hill	0	6
Headington Hill	1	52
Healy	0	248
Healy	1	1491
Heathwood	0	1207
Heathwood	1	1468
Heatley	0	527
Heatley	1	3205
Hebel	0	3
Hebel	1	53
Helens Hill	0	9
Helens Hill	1	91
Helensvale	0	5059
Helensvale	1	10725
Helidon	0	77
Helidon	1	884
Helidon Spa	0	65
Helidon Spa	1	412
Hemmant	0	535
Hemmant	1	1725
Hendon (Qld)	0	24
Hendon (Qld)	1	158
Hendra	0	862
Hendra	1	3425
Herberton	0	132
Herberton	1	631
Heritage Park	0	1337
Heritage Park	1	3398
Hermit Park	0	588
Hermit Park	1	2574
Herston	0	812
Herston	1	1100
Hervey Range	0	18
Hervey Range	1	232
Hibernia	1	44
Hidden Valley (Qld)	0	39
Hidden Valley (Qld)	1	353
Hideaway Bay	0	36
Hideaway Bay	1	151
Highfields (Qld)	0	839
Highfields (Qld)	1	6896
Highgate Hill	0	2159
Highgate Hill	1	3479
Highgrove	0	3
Highgrove	1	24
Highland Park	0	1721
Highland Park	1	4458
Highland Plains (Maranoa - Qld)	1	5
Highland Plains (Toowoomba - Qld)	0	3
Highland Plains (Toowoomba - Qld)	1	30
Highvale	0	366
Highvale	1	1309
Highworth	0	41
Highworth	1	242
Hillcrest (Qld)	0	1623
Hillcrest (Qld)	1	3758
Hillview	0	4
Hillview	1	59
Hirstglen	0	8
Hirstglen	1	63
Hivesville	0	23
Hivesville	1	123
Hobartville (Qld)	1	50
Hodgleigh	0	7
Hodgleigh	1	121
Hodgson	0	3
Hodgson	1	55
Hodgson Vale	0	147
Hodgson Vale	1	1190
Holland Park	0	1612
Holland Park	1	6086
Holland Park West	0	1504
Holland Park West	1	4572
Holloways Beach	0	500
Holloways Beach	1	1586
Hollywell	0	686
Hollywell	1	2033
Holmview	0	617
Holmview	1	1616
Home Creek	1	19
Home Hill	0	203
Home Hill	1	2431
Homebush (Qld)	0	11
Homebush (Qld)	1	231
Homestead	1	44
Hookswood	0	4
Hookswood	1	39
Hope Island	0	3708
Hope Island	1	6380
Hope Vale	0	17
Hope Vale	1	962
Hopeland (Qld)	0	7
Hopeland (Qld)	1	130
Horn	0	53
Horn	1	412
Horse Camp	0	55
Horse Camp	1	327
Horse Creek	0	7
Horse Creek	1	94
Horseshoe Bay	0	135
Horseshoe Bay	1	369
Horseshoe Lagoon	0	34
Horseshoe Lagoon	1	161
Horton	0	10
Horton	1	125
Howard	0	168
Howard	1	1037
Howitt	1	14
Hoya	0	20
Hoya	1	182
Hudson	0	14
Hudson	1	178
Hughenden	0	53
Hughenden	1	953
Hull Heads	0	9
Hull Heads	1	89
Humboldt	1	13
Humeburn	1	22
Humphery	1	27
Hunchy	0	112
Hunchy	1	404
Hungerford (Qld)	1	11
Hurricane	1	11
Hutton Creek	1	23
Hyde Park (Qld)	0	191
Hyde Park (Qld)	1	1117
Iama Island	0	21
Iama Island	1	291
Ibis	1	4
Idalia	0	799
Idalia	1	3430
Ideraway	0	4
Ideraway	1	25
Ilbilbie	0	15
Ilbilbie	1	272
Ilfracombe	0	16
Ilfracombe	1	220
Ilkley	0	186
Ilkley	1	569
Illinbah	0	22
Illinbah	1	94
Image Flat	0	53
Image Flat	1	363
Imbil	0	107
Imbil	1	711
Inala	0	6422
Inala	1	6816
Indooroopilly	0	4684
Indooroopilly	1	6901
Ingberry	1	11
Ingham	0	504
Ingham	1	3513
Inglestone	0	3
Inglestone	1	69
Inglewood (Qld)	0	68
Inglewood (Qld)	1	793
Ingoldsby	0	3
Ingoldsby	1	58
Injinoo	0	5
Injinoo	1	550
Injune	0	30
Injune	1	401
Inkerman (Qld)	0	6
Inkerman (Qld)	1	132
Innes Park	0	275
Innes Park	1	1942
Innisfail	0	251
Innisfail	1	712
Innisfail Estate	0	263
Innisfail Estate	1	924
Innisplain	0	11
Innisplain	1	52
Innot Hot Springs	0	4
Innot Hot Springs	1	145
Inskip	0	5
Inskip	1	14
Inverlaw	0	14
Inverlaw	1	168
Inverness	0	35
Inverness	1	442
Ipswich	0	393
Ipswich	1	1807
Iredale	0	19
Iredale	1	129
Iron Range	1	10
Ironbark (Qld)	0	110
Ironbark (Qld)	1	467
Irongate	0	11
Irongate	1	106
Ironpot (Livingstone - Qld)	0	12
Ironpot (Livingstone - Qld)	1	137
Ironpot (South Burnett - Qld)	1	39
Irvinebank	0	24
Irvinebank	1	73
Irvingdale	0	5
Irvingdale	1	166
Isis Central	0	27
Isis Central	1	159
Isis River	0	15
Isis River	1	85
Isisford	0	14
Isisford	1	177
Isla	0	7
Isla	1	130
Island Plantation	0	12
Island Plantation	1	131
Iveragh	0	12
Iveragh	1	115
Ivory Creek	0	3
Ivory Creek	1	36
Jackson	1	54
Jackson North	0	6
Jackson North	1	53
Jackson South	1	3
Jacobs Well	0	328
Jacobs Well	1	1394
Jaffa	1	18
Jaggan	0	35
Jaggan	1	142
Jamboree Heights	0	1030
Jamboree Heights	1	1988
Jandowae	0	58
Jandowae	1	873
Japoonvale	0	13
Japoonvale	1	104
Jardine	1	59
Jarra Creek	0	7
Jarra Creek	1	114
Jarvisfield	0	18
Jarvisfield	1	312
Jeebropilly	1	7
Jellinbah	1	33
Jensen	0	140
Jensen	1	1245
Jericho (Qld)	0	8
Jericho (Qld)	1	98
Jerona	0	3
Jerona	1	29
Jimboomba	0	2188
Jimboomba	1	10327
Jimbour East	0	9
Jimbour East	1	181
Jimbour West	1	52
Jimna	0	6
Jimna	1	62
Jindalee (Qld)	0	1488
Jindalee (Qld)	1	3680
Jinghi	1	71
Jobs Gate	1	8
Johnsons Hill	1	10
Johnstown	1	27
Jollys Lookout	0	16
Jollys Lookout	1	52
Jondaryan	0	28
Jondaryan	1	326
Jones Gully	1	11
Jones Hill	0	71
Jones Hill	1	782
Josephville	0	14
Josephville	1	154
Joskeleigh	0	4
Joskeleigh	1	52
Joyner	0	478
Joyner	1	2270
Jubilee Heights	0	10
Jubilee Heights	1	114
Jubilee Pocket	0	299
Jubilee Pocket	1	1253
Julago	0	4
Julago	1	104
Julatten	0	168
Julatten	1	761
Julia Creek	0	31
Julia Creek	1	429
Junabee	0	15
Junabee	1	179
Junction View	0	3
Junction View	1	30
Jundah	0	6
Jundah	1	91
Kaban	0	3
Kaban	1	81
Kabra	0	13
Kabra	1	353
Kagaru	1	15
Kaimkillenbun	0	27
Kaimkillenbun	1	237
Kairi	0	30
Kairi	1	373
Kalapa	0	3
Kalapa	1	56
Kalbar	0	92
Kalbar	1	906
Kalinga	0	453
Kalinga	1	1544
Kalkadoon	1	16
Kalkie	0	306
Kalkie	1	2288
Kallangur	0	3730
Kallangur	1	15502
Kalpowar	0	6
Kalpowar	1	50
Kalunga	0	13
Kalunga	1	54
Kamerunga	0	222
Kamerunga	1	754
Kandanga	0	62
Kandanga	1	538
Kandanga Creek	0	11
Kandanga Creek	1	107
Kangaroo Point (Qld)	0	3033
Kangaroo Point (Qld)	1	4309
Kanigan	0	6
Kanigan	1	88
Kanimbla (Qld)	0	573
Kanimbla (Qld)	1	1888
Kapaldo	1	37
Karalee	0	674
Karalee	1	3479
Karana Downs	0	799
Karana Downs	1	2929
Karara	0	16
Karara	1	105
Karawatha	0	3
Karawatha	1	17
Karrabin	0	32
Karrabin	1	360
Karragarra Island	0	51
Karragarra Island	1	135
Karumba	0	77
Karumba	1	386
Kawana	0	504
Kawana	1	3600
Kawl Kawl	1	15
Kawungan	0	757
Kawungan	1	3670
Kearneys Spring	0	2024
Kearneys Spring	1	5847
Kedron	0	1875
Kedron	1	6926
Kelsey Creek	0	5
Kelsey Creek	1	103
Kelso (Qld)	0	962
Kelso (Qld)	1	8679
Kelvin Grove	0	3560
Kelvin Grove	1	3749
Kelvinhaugh	1	38
Kemmis	1	3
Kenilworth	0	60
Kenilworth	1	451
Kenmore	0	2876
Kenmore	1	5853
Kenmore Hills	0	857
Kenmore Hills	1	1469
Kennedy	0	9
Kennedy	1	143
Kensington (Qld)	0	63
Kensington (Qld)	1	440
Kensington Grove	0	207
Kensington Grove	1	1367
Kents Lagoon	0	4
Kents Lagoon	1	47
Kents Pocket	1	24
Kentville	0	13
Kentville	1	78
Keperra	0	1133
Keperra	1	5400
Kepnock	0	384
Kepnock	1	3781
Keppel Sands	0	26
Keppel Sands	1	300
Keriri Island	0	3
Keriri Island	1	254
Kerry	0	27
Kerry	1	270
Kewarra Beach	0	1451
Kewarra Beach	1	3764
Keysland	1	11
Kholo	0	62
Kholo	1	327
Khosh Bulduk	1	45
Kia Ora (Qld)	0	24
Kia Ora (Qld)	1	173
Kiamba	0	23
Kiamba	1	145
Kianga (Qld)	0	8
Kianga (Qld)	1	195
Kidaman Creek	0	15
Kidaman Creek	1	90
Kiels Mountain	0	117
Kiels Mountain	1	505
Kilbirnie	0	3
Kilbirnie	1	44
Kilcoy	0	463
Kilcoy	1	1287
Kilcummin	0	6
Kilcummin	1	221
Kilkivan	0	62
Kilkivan	1	592
Killaloe	0	20
Killaloe	1	79
Killarney (Qld)	0	76
Killarney (Qld)	1	803
Kimberley (Qld)	0	9
Kimberley (Qld)	1	20
Kin Kin	0	98
Kin Kin	1	562
Kin Kora	0	372
Kin Kora	1	2054
Kinbombi	1	36
Kinchant Dam	0	3
Kinchant Dam	1	110
Kincora	1	57
Kindon	1	9
King Scrub	0	44
King Scrub	1	259
Kingaham	1	12
Kingaroy	0	830
Kingaroy	1	8556
Kings Beach	0	607
Kings Beach	1	1925
Kings Creek	0	3
Kings Creek	1	62
Kings Siding	1	16
Kingsholme	0	46
Kingsholme	1	210
Kingsthorpe	0	127
Kingsthorpe	1	1638
Kingston (Qld)	0	3463
Kingston (Qld)	1	5810
Kinka Beach	0	88
Kinka Beach	1	434
Kinkuna	0	11
Kinkuna	1	92
Kinleymore	0	3
Kinleymore	1	72
Kinnoul	0	3
Kinnoul	1	65
Kioma	1	30
Kippa-Ring	0	2137
Kippa-Ring	1	6988
Kirknie	0	3
Kirknie	1	51
Kirkwood	0	473
Kirkwood	1	1662
Kirrama	0	3
Kirrama	1	8
Kirwan	0	2558
Kirwan	1	17613
Kitoba	0	4
Kitoba	1	16
Kleinton	0	146
Kleinton	1	1389
Knapp Creek	0	15
Knapp Creek	1	39
Koah	0	110
Koah	1	419
Kobble Creek	0	108
Kobble Creek	1	491
Kogan	0	15
Kogan	1	134
Kokotungo	1	91
Kolonga	0	3
Kolonga	1	37
Koongal	0	553
Koongal	1	3436
Kooralbyn	0	355
Kooralbyn	1	1222
Kooralgin	1	46
Kooringal (Qld)	0	3
Kooringal (Qld)	1	30
Kooroongarra	1	50
Koumala	0	28
Koumala	1	720
Kowanyama	0	17
Kowanyama	1	922
Kowguran	0	5
Kowguran	1	36
Kragra	1	20
Kulangoor	0	55
Kulangoor	1	376
Kulgun	0	7
Kulgun	1	63
Kullogum	0	16
Kullogum	1	86
Kulpi	0	3
Kulpi	1	73
Kuluin	0	422
Kuluin	1	1811
Kumbarilla	0	11
Kumbarilla	1	130
Kumbia	0	25
Kumbia	1	244
Kunda Park	0	6
Kunda Park	1	15
Kunioon	1	23
Kunwarara	0	7
Kunwarara	1	58
Kuraby	0	4109
Kuraby	1	3737
Kuranda	0	629
Kuranda	1	1997
Kureelpa	0	130
Kureelpa	1	721
Kureen	0	19
Kureen	1	96
Kuridala	1	9
Kurrimine Beach	0	86
Kurrimine Beach	1	595
Kurrowah	1	14
Kurumbul	1	45
Kurwongbah	0	212
Kurwongbah	1	1110
Kuttabul	0	68
Kuttabul	1	600
Kybong	0	45
Kybong	1	264
Kynuna	0	5
Kynuna	1	47
Kyoomba	0	9
Kyoomba	1	68
Labrador	0	5846
Labrador	1	10456
Laceys Creek	0	30
Laceys Creek	1	207
Laglan	1	3
Lagoon Pocket	0	9
Lagoon Pocket	1	115
Laguna Quays	0	9
Laguna Quays	1	46
Laidley	0	386
Laidley	1	3021
Laidley Creek West	0	11
Laidley Creek West	1	134
Laidley Heights	0	162
Laidley Heights	1	1001
Laidley North	0	32
Laidley North	1	343
Laidley South	0	19
Laidley South	1	240
Lake Barrine	0	27
Lake Barrine	1	113
Lake Borumba	1	4
Lake Clarendon	0	8
Lake Clarendon	1	236
Lake Eacham	0	62
Lake Eacham	1	357
Lake Macdonald	0	262
Lake Macdonald	1	1055
Lake Manchester	0	3
Lake Manchester	1	19
Lake Mary	1	89
Lake Monduran	1	3
Lake Proserpine	1	12
Lake Wivenhoe	1	3
Lakefield	1	16
Lakeland	0	105
Lakeland	1	131
Lakes Creek	0	52
Lakes Creek	1	472
Lakeside	0	5
Lakeside	1	46
Lamb Island	0	107
Lamb Island	1	287
Lamington (Qld)	0	6
Lamington (Qld)	1	77
Lammermoor	0	253
Lammermoor	1	1771
Landers Shoot	0	74
Landers Shoot	1	164
Landsborough (Qld)	0	546
Landsborough (Qld)	1	2958
Lanefield	0	4
Lanefield	1	86
Langlands	1	7
Langlo	0	4
Langlo	1	45
Langshaw	0	15
Langshaw	1	153
Lannercost	0	8
Lannercost	1	104
Lansdowne (Qld)	1	7
Lanskey	0	3
Lanskey	1	42
Laravale	0	8
Laravale	1	164
Lark Hill	0	11
Lark Hill	1	46
Laura (Qld)	0	10
Laura (Qld)	1	165
Lavelle	1	14
Lawes	0	119
Lawes	1	196
Lawgi Dawes	0	3
Lawgi Dawes	1	121
Lawn Hill	0	5
Lawn Hill	1	11
Lawnton	0	1014
Lawnton	1	4282
Leafdale	0	3
Leafdale	1	27
Lefthand Branch	0	4
Lefthand Branch	1	63
Leichhardt (Qld)	0	471
Leichhardt (Qld)	1	2984
Lemontree	0	3
Lemontree	1	40
Leslie	0	4
Leslie	1	3
Leslie Dam	0	9
Leslie Dam	1	128
Lethebrook	0	5
Lethebrook	1	44
Leyburn	0	48
Leyburn	1	368
Leydens Hill	1	3
Lilydale (Qld)	0	3
Lilydale (Qld)	1	71
Lilyvale (Central Highlands - Qld)	1	51
Lilyvale (Toowoomba - Qld)	1	42
Limestone (Qld)	1	3
Limestone Creek	0	13
Limestone Creek	1	147
Limestone Ridges	0	14
Limestone Ridges	1	99
Limevale	0	4
Limevale	1	49
Linden (Qld)	1	17
Linthorpe	0	16
Linthorpe	1	394
Linville	0	16
Linville	1	123
Little Mountain	0	2229
Little Mountain	1	7580
Little Mulgrave	0	35
Little Mulgrave	1	186
Lizard	0	23
Lizard	1	26
Llanarth (Qld)	1	36
Loch Lomond	0	6
Loch Lomond	1	97
Lochington	0	4
Lochington	1	53
Lockhart River	0	14
Lockhart River	1	675
Lockrose	0	51
Lockrose	1	443
Lockyer (Qld)	0	4
Lockyer (Qld)	1	82
Lockyer Waters	0	62
Lockyer Waters	1	388
Logan Central	0	2590
Logan Central	1	2846
Logan Reserve	0	909
Logan Reserve	1	2368
Logan Village	0	758
Logan Village	1	3343
Loganholme	0	1479
Loganholme	1	4541
Loganlea	0	2334
Loganlea	1	4183
Lonesome Creek	0	8
Lonesome Creek	1	153
Long Flat (Qld)	1	76
Long Pocket	0	13
Long Pocket	1	168
Longreach (Qld)	0	219
Longreach (Qld)	1	2452
Lota	0	760
Lota	1	2392
Lotus Creek	0	6
Lotus Creek	1	62
Lower Beechmont	0	245
Lower Beechmont	1	717
Lower Cowley	0	5
Lower Cowley	1	50
Lower Cressbrook	1	5
Lower Daintree	0	13
Lower Daintree	1	83
Lower Mount Walker	0	15
Lower Mount Walker	1	135
Lower Tenthill	0	12
Lower Tenthill	1	204
Lower Tully	0	8
Lower Tully	1	69
Lower Wonga	0	30
Lower Wonga	1	261
Lowesby	1	11
Lowestoff	1	29
Lowmead	0	22
Lowmead	1	121
Lowood	0	413
Lowood	1	3329
Lucinda	0	36
Lucinda	1	330
Lundavra	0	20
Lundavra	1	72
Luscombe	0	48
Luscombe	1	217
Lutwyche	0	1044
Lutwyche	1	2178
Lynam	1	6
Lyndhurst (Qld)	1	10
Lyons (Qld)	0	10
Lyons (Qld)	1	18
Lyra	0	6
Lyra	1	44
Lytton	1	6
Ma Ma Creek	0	13
Ma Ma Creek	1	124
Maadi	0	7
Maadi	1	23
Maalan	0	5
Maalan	1	17
Maaroom	0	23
Maaroom	1	175
Mabuiag Island	1	215
Macalister	0	14
Macalister	1	133
Macfarlane	1	9
Macgregor (Qld)	0	3456
Macgregor (Qld)	1	2130
Machans Beach	0	170
Machans Beach	1	593
Machine Creek	0	13
Machine Creek	1	89
Mackay	0	904
Mackay	1	2256
Mackay Harbour	0	100
Mackay Harbour	1	345
Mackenzie (Brisbane - Qld)	0	687
Mackenzie (Brisbane - Qld)	1	1364
Mackenzie (Central Highlands - Qld)	1	35
Mackenzie River	1	57
Macknade	0	15
Macknade	1	200
Maclagan	0	6
Maclagan	1	159
Macleay Island	0	633
Macleay Island	1	1820
Magnolia	0	12
Magnolia	1	106
Maidenhead	1	14
Maidenwell	0	19
Maidenwell	1	156
Main Beach	0	1010
Main Beach	1	2289
Majors Creek (Qld)	0	32
Majors Creek (Qld)	1	261
Malanda	0	244
Malanda	1	1534
Malarga	1	7
Maleny	0	792
Maleny	1	2764
Malling	1	19
Malmoe	0	3
Malmoe	1	20
Malpas-Trenton	1	26
Malu	1	14
Manapouri	1	50
Mandalay	0	55
Mandalay	1	229
Maneroo	1	37
Mango Hill	0	2653
Mango Hill	1	5395
Manly (Qld)	0	889
Manly (Qld)	1	2928
Manly West	0	2266
Manly West	1	9162
