SSC_NAME16	ModeTravelToWork	NumberModes	employed_persons
Copping	Walked only	1	3
Cornwall (Tas.)	Car as driver	1	5
Cowrie Point	Car as driver	1	4
Crabtree	Car as driver	1	101
Crabtree	Car as passenger	1	10
Crabtree	Other two methods	2	4
Crabtree	Truck	1	4
Cradle Mountain	Car as driver	1	3
Cradle Mountain	Walked only	1	37
Cradoc	Car as driver	1	133
Cradoc	Car as passenger	1	8
Cradoc	Other two methods	2	3
Cranbrook (Tas.)	Car as driver	1	20
Crayfish Creek	Car as driver	1	29
Cremorne (Tas.)	Car as driver	1	195
Cremorne (Tas.)	Car as passenger	1	18
Cremorne (Tas.)	Truck	1	3
Cressy (Tas.)			4
Cressy (Tas.)	Bus	1	6
Cressy (Tas.)	Car as driver	1	319
Cressy (Tas.)	Car as passenger	1	23
Cressy (Tas.)	Motorbike scooter	1	8
Cressy (Tas.)	Truck	1	3
Cressy (Tas.)	Walked only	1	39
Cuckoo	Car as driver	1	22
Cuprona	(Other)	1	3
Cuprona	Car as driver	1	25
Cuprona	Car as passenger	1	3
Cuprona	Walked only	1	4
Currie	(Other)	1	3
Currie	Bicycle	1	4
Currie	Car as driver	1	243
Currie	Car as passenger	1	26
Currie	Motorbike scooter	1	3
Currie	Other two methods	2	4
Currie	Truck	1	5
Currie	Walked only	1	24
Cygnet			3
Cygnet	(Other)	1	3
Cygnet	Bicycle	1	4
Cygnet	Car as driver	1	332
Cygnet	Car as passenger	1	36
Cygnet	Motorbike scooter	1	3
Cygnet	Other two methods	2	3
Cygnet	Truck	1	6
Cygnet	Walked only	1	23
Dairy Plains	Car as driver	1	15
Dairy Plains	Walked only	1	6
Deddington			3
Deddington	Car as driver	1	29
Deep Bay	Car as driver	1	62
Deep Bay	Car as passenger	1	3
Deep Bay	Walked only	1	4
Deloraine			14
Deloraine	(Other)	1	8
Deloraine	Bus	1	3
Deloraine	Car as driver	1	637
Deloraine	Car as passenger	1	36
Deloraine	Other two methods	2	4
Deloraine	Truck	1	16
Deloraine	Walked only	1	79
Dennes Point	Car as driver	1	4
Dennes Point	Other two methods	2	4
Derby (Tas.)	Car as driver	1	23
Derby (Tas.)	Walked only	1	3
Derwent Bridge	Car as driver	1	4
Derwent Bridge	Walked only	1	3
Derwent Park			3
Derwent Park	Bicycle	1	3
Derwent Park	Bus	1	12
Derwent Park	Car as driver	1	143
Derwent Park	Car as passenger	1	22
Derwent Park	Motorbike scooter	1	4
Derwent Park	Other two methods	2	3
Derwent Park	Walked only	1	11
Deviot	Bicycle	1	3
Deviot	Car as driver	1	94
Deviot	Car as passenger	1	3
Devon Hills	(Other)	1	3
Devon Hills	Car as driver	1	165
Devon Hills	Car as passenger	1	14
Devon Hills	Truck	1	3
Devonport			50
Devonport	(Other)	1	38
Devonport	Bicycle	1	30
Devonport	Bus	1	20
Devonport	Bus and two other methods excludes train	3	4
Devonport	Car as driver	1	3559
Devonport	Car as passenger	1	341
Devonport	Ferry	1	3
Devonport	Motorbike scooter	1	29
Devonport	Other two methods	2	26
Devonport	Taxi	1	19
Devonport	Tram includes light rail	1	3
Devonport	Truck	1	17
Devonport	Walked only	1	258
Dilston	(Other)	1	3
Dilston	Bicycle	1	6
Dilston	Car as driver	1	182
Dilston	Car as passenger	1	10
Dilston	Other two methods	2	4
Doctors Rocks	Car as driver	1	34
Doctors Rocks	Car as passenger	1	3
Dodges Ferry			11
Dodges Ferry	(Other)	1	8
Dodges Ferry	Bicycle	1	4
Dodges Ferry	Bus	1	12
Dodges Ferry	Car as driver	1	814
Dodges Ferry	Car as passenger	1	65
Dodges Ferry	Other two methods	2	13
Dodges Ferry	Truck	1	8
Dodges Ferry	Walked only	1	15
Dolphin Sands	Car as driver	1	18
Don	(Other)	1	4
Don	Car as driver	1	214
Don	Car as passenger	1	22
Don	Motorbike scooter	1	3
Don	Other two methods	2	3
Don	Walked only	1	7
Douglas River	(Other)	1	3
Douglas River	Car as driver	1	10
Dover			8
Dover	(Other)	1	9
Dover	Car as driver	1	185
Dover	Car as passenger	1	17
Dover	Truck	1	4
Dover	Walked only	1	14
Downlands	Car as driver	1	81
Downlands	Car as passenger	1	5
Downlands	Walked only	1	4
Dowsing Point			3
Dowsing Point	Car as driver	1	34
Dromedary (Tas.)			8
Dromedary (Tas.)	Bus	1	5
Dromedary (Tas.)	Car as driver	1	243
Dromedary (Tas.)	Car as passenger	1	21
Dromedary (Tas.)	Motorbike scooter	1	3
Dromedary (Tas.)	Other two methods	2	3
Dromedary (Tas.)	Truck	1	7
Dromedary (Tas.)	Walked only	1	5
Dulcot	Car as driver	1	90
Dulcot	Car as passenger	1	8
Dulcot	Motorbike scooter	1	7
Dulcot	Other two methods	2	4
Dunalley			4
Dunalley	Car as driver	1	74
Dunalley	Car as passenger	1	6
Dunalley	Motorbike scooter	1	5
Dunalley	Truck	1	3
Dunalley	Walked only	1	9
Dunorlan	Car as driver	1	27
Dunorlan	Car as passenger	1	3
Dynnyrne			3
Dynnyrne	(Other)	1	6
Dynnyrne	Bicycle	1	26
Dynnyrne	Bus	1	35
Dynnyrne	Car as driver	1	273
Dynnyrne	Car as passenger	1	51
Dynnyrne	Other two methods	2	3
Dynnyrne	Walked only	1	106
Dysart (Tas.)			3
Dysart (Tas.)	Car as driver	1	74
Dysart (Tas.)	Car as passenger	1	6
Dysart (Tas.)	Truck	1	5
Dysart (Tas.)	Walked only	1	3
Eaglehawk Neck	Car as driver	1	74
Eaglehawk Neck	Car as passenger	1	3
Eaglehawk Neck	Truck	1	3
Eaglehawk Neck	Walked only	1	6
East Cam	Car as driver	1	56
East Cam	Car as passenger	1	4
East Devonport			25
East Devonport	(Other)	1	5
East Devonport	Bicycle	1	8
East Devonport	Bus	1	11
East Devonport	Car as driver	1	891
East Devonport	Car as passenger	1	85
East Devonport	Motorbike scooter	1	4
East Devonport	Other two methods	2	5
East Devonport	Truck	1	13
East Devonport	Walked only	1	42
East Launceston			3
East Launceston	(Other)	1	9
East Launceston	Bicycle	1	14
East Launceston	Bus	1	3
East Launceston	Car as driver	1	591
East Launceston	Car as passenger	1	58
East Launceston	Motorbike scooter	1	3
East Launceston	Other two methods	2	19
East Launceston	Taxi	1	3
East Launceston	Truck	1	4
East Launceston	Walked only	1	158
East Ridgley	Car as driver	1	29
East Ridgley	Car as passenger	1	6
East Ridgley	Truck	1	3
Edgcumbe Beach	Car as driver	1	19
Edith Creek	Car as driver	1	36
Edith Creek	Car as passenger	1	7
Edith Creek	Motorbike scooter	1	6
Edith Creek	Walked only	1	9
Egg Lagoon	Car as driver	1	8
Eggs And Bacon Bay	Car as driver	1	14
Elderslie (Tas.)	Car as driver	1	44
Elderslie (Tas.)	Car as passenger	1	6
Elderslie (Tas.)	Walked only	1	3
Electrona			3
Electrona	Car as driver	1	124
Electrona	Car as passenger	1	15
Electrona	Truck	1	3
Electrona	Walked only	1	4
Elizabeth Town			3
Elizabeth Town	Car as driver	1	76
Elizabeth Town	Car as passenger	1	8
Elizabeth Town	Walked only	1	10
Ellendale (Tas.)	(Other)	1	3
Ellendale (Tas.)	Car as driver	1	46
Ellendale (Tas.)	Car as passenger	1	3
Ellendale (Tas.)	Truck	1	3
Ellendale (Tas.)	Walked only	1	4
Elliott (Tas.)	Car as driver	1	96
Elliott (Tas.)	Car as passenger	1	6
Elliott (Tas.)	Truck	1	4
Emita	Car as driver	1	17
Emita	Walked only	1	3
Emu Heights (Tas.)	Bicycle	1	3
Emu Heights (Tas.)	Car as driver	1	63
Emu Heights (Tas.)	Truck	1	3
Epping Forest			4
Epping Forest	Car as driver	1	18
Epping Forest	Walked only	1	6
Erriba	Car as driver	1	13
Erriba	Car as passenger	1	3
Eugenana	Car as driver	1	81
Eugenana	Car as passenger	1	4
Eugenana	Walked only	1	3
Evandale (Tas.)			5
Evandale (Tas.)	(Other)	1	3
Evandale (Tas.)	Car as driver	1	388
Evandale (Tas.)	Car as passenger	1	20
Evandale (Tas.)	Taxi	1	3
Evandale (Tas.)	Truck	1	5
Evandale (Tas.)	Walked only	1	20
Exeter (Tas.)	Car as driver	1	163
Exeter (Tas.)	Car as passenger	1	13
Exeter (Tas.)	Truck	1	8
Exeter (Tas.)	Walked only	1	8
Exton	Car as driver	1	40
Exton	Car as passenger	1	3
Exton	Motorbike scooter	1	3
Falmouth	Car as driver	1	20
Falmouth	Walked only	1	4
Fentonbury	Car as driver	1	15
Fern Tree			5
Fern Tree	Bicycle	1	9
Fern Tree	Bus	1	13
Fern Tree	Car as driver	1	212
Fern Tree	Car as passenger	1	23
Fern Tree	Motorbike scooter	1	3
Fern Tree	Walked only	1	9
Fingal (Tas.)	Car as driver	1	86
Fingal (Tas.)	Walked only	1	6
Fitzgerald (Tas.)	Car as driver	1	7
Flowerdale (Tas.)	Car as driver	1	78
Flowerdale (Tas.)	Other two methods	2	4
Flowerdale (Tas.)	Truck	1	3
Flowerdale (Tas.)	Walked only	1	3
Flowerpot	Car as driver	1	21
Flowerpot	Car as passenger	1	3
Flowery Gully	Car as driver	1	19
Flowery Gully	Car as passenger	1	3
Flowery Gully	Walked only	1	3
Forcett			8
Forcett	(Other)	1	3
Forcett	Bus	1	3
Forcett	Car as driver	1	351
Forcett	Car as passenger	1	11
Forcett	Motorbike scooter	1	7
Forcett	Other two methods	2	3
Forcett	Truck	1	6
Forest			5
Forest	Car as driver	1	160
Forest	Car as passenger	1	8
Forest	Motorbike scooter	1	4
Forest	Truck	1	8
Forest	Walked only	1	7
Forester	Car as driver	1	3
Forth	(Other)	1	3
Forth	Car as driver	1	249
Forth	Car as passenger	1	9
Forth	Motorbike scooter	1	3
Forth	Truck	1	4
Forth	Walked only	1	14
Forthside	Car as driver	1	31
Forthside	Walked only	1	3
Four Mile Creek (Tas.)	Car as driver	1	21
Frankford			4
Frankford	Car as driver	1	33
Franklin (Tas.)	Bicycle	1	3
Franklin (Tas.)	Bus	1	5
Franklin (Tas.)	Car as driver	1	254
Franklin (Tas.)	Car as passenger	1	30
Franklin (Tas.)	Walked only	1	13
Freycinet	Walked only	1	6
Friendly Beaches	Car as driver	1	3
Gagebrook			7
Gagebrook	Bus	1	17
Gagebrook	Bus and two other methods excludes train	3	4
Gagebrook	Car as driver	1	186
Gagebrook	Car as passenger	1	28
Gagebrook	Motorbike scooter	1	4
Gagebrook	Other two methods	2	3
Gagebrook	Truck	1	3
Garden Island Creek	Car as driver	1	46
Garden Island Creek	Car as passenger	1	3
Gardners Bay			3
Gardners Bay	Car as driver	1	79
Gardners Bay	Car as passenger	1	9
Gardners Bay	Walked only	1	9
Gawler (Tas.)			3
Gawler (Tas.)	Car as driver	1	210
Gawler (Tas.)	Car as passenger	1	7
Gawler (Tas.)	Other three methods	3	3
Gawler (Tas.)	Truck	1	3
Gawler (Tas.)	Walked only	1	9
Geeveston			7
Geeveston	(Other)	1	7
Geeveston	Bus	1	3
Geeveston	Car as driver	1	296
Geeveston	Car as passenger	1	34
Geeveston	Other two methods	2	3
Geeveston	Truck	1	9
Geeveston	Walked only	1	17
Geilston Bay			19
Geilston Bay	(Other)	1	10
Geilston Bay	Bicycle	1	9
Geilston Bay	Bus	1	97
Geilston Bay	Car as driver	1	1050
Geilston Bay	Car as passenger	1	93
Geilston Bay	Motorbike scooter	1	9
Geilston Bay	Other two methods	2	9
Geilston Bay	Taxi	1	3
Geilston Bay	Truck	1	7
Geilston Bay	Walked only	1	20
George Town			27
George Town	(Other)	1	9
George Town	Bicycle	1	7
George Town	Bus	1	14
George Town	Car as driver	1	893
George Town	Car as passenger	1	50
George Town	Other two methods	2	9
George Town	Taxi	1	3
George Town	Truck	1	9
George Town	Walked only	1	34
Gladstone (Tas.)	Car as driver	1	20
Gladstone (Tas.)	Walked only	1	11
Glaziers Bay	Car as driver	1	17
Glaziers Bay	Car as passenger	1	3
Glebe (Tas.)	(Other)	1	3
Glebe (Tas.)	Bicycle	1	10
Glebe (Tas.)	Bus	1	4
Glebe (Tas.)	Car as driver	1	112
Glebe (Tas.)	Car as passenger	1	14
Glebe (Tas.)	Walked only	1	118
Glen Huon			3
Glen Huon	(Other)	1	5
Glen Huon	Car as driver	1	186
Glen Huon	Car as passenger	1	21
Glen Huon	Truck	1	7
Glen Huon	Walked only	1	5
Glendevie	(Other)	1	3
Glendevie	Car as driver	1	15
Glenfern (Tas.)			3
Glenfern (Tas.)	Car as driver	1	39
Glenfern (Tas.)	Car as passenger	1	7
Glengarry (Tas.)			5
Glengarry (Tas.)	Car as driver	1	164
Glengarry (Tas.)	Car as passenger	1	6
Glengarry (Tas.)	Truck	1	3
Glengarry (Tas.)	Walked only	1	3
Glenlusk			3
Glenlusk	Car as driver	1	67
Glenlusk	Car as passenger	1	5
Glenora	Car as driver	1	23
Glenora	Car as passenger	1	5
Glenorchy (Tas.)			79
Glenorchy (Tas.)	(Other)	1	27
Glenorchy (Tas.)	Bicycle	1	44
Glenorchy (Tas.)	Bus	1	254
Glenorchy (Tas.)	Bus and two other methods excludes train	3	3
Glenorchy (Tas.)	Car as driver	1	2480
Glenorchy (Tas.)	Car as passenger	1	281
Glenorchy (Tas.)	Motorbike scooter	1	33
Glenorchy (Tas.)	Other two methods	2	35
Glenorchy (Tas.)	Taxi	1	31
Glenorchy (Tas.)	Tram includes light rail	1	3
Glenorchy (Tas.)	Truck	1	21
Glenorchy (Tas.)	Walked only	1	130
Golconda	Car as driver	1	11
Golden Valley	(Other)	1	3
Golden Valley	Car as driver	1	47
Golden Valley	Car as passenger	1	3
Golden Valley	Walked only	1	3
Goodwood (Tas.)			3
Goodwood (Tas.)	(Other)	1	3
Goodwood (Tas.)	Bicycle	1	4
Goodwood (Tas.)	Bus	1	12
Goodwood (Tas.)	Car as driver	1	256
Goodwood (Tas.)	Car as passenger	1	30
Goodwood (Tas.)	Motorbike scooter	1	6
Goodwood (Tas.)	Taxi	1	5
Goodwood (Tas.)	Truck	1	7
Goodwood (Tas.)	Walked only	1	21
Gordon (Tas.)			3
Gordon (Tas.)	Bus	1	3
Gordon (Tas.)	Car as driver	1	40
Gormanston	Car as driver	1	3
Goshen	Car as driver	1	26
Goulds Country	Car as driver	1	16
Goulds Country	Walked only	1	3
Gowrie Park	Car as driver	1	4
Gowrie Park	Walked only	1	4
Granton			6
Granton	(Other)	1	6
Granton	Bicycle	1	3
Granton	Bus	1	24
Granton	Car as driver	1	655
Granton	Car as passenger	1	55
Granton	Motorbike scooter	1	3
Granton	Truck	1	11
Granton	Walked only	1	13
Grasstree Hill	Car as driver	1	34
Grassy	Car as driver	1	30
Grassy	Car as passenger	1	3
Grassy	Walked only	1	7
Gravelly Beach			3
Gravelly Beach	Car as driver	1	163
Gravelly Beach	Car as passenger	1	13
Gravelly Beach	Motorbike scooter	1	3
Gravelly Beach	Other two methods	2	4
Gravelly Beach	Truck	1	4
Gravelly Beach	Walked only	1	4
Gray (Tas.)	Car as driver	1	14
Gray (Tas.)	Walked only	1	3
Great Bay	Car as driver	1	18
Great Bay	Car as passenger	1	3
Greens Beach			3
Greens Beach	Car as driver	1	29
Greens Beach	Walked only	1	6
Gretna	Car as driver	1	46
Gretna	Car as passenger	1	8
Gretna	Walked only	1	3
Grindelwald			11
Grindelwald	(Other)	1	7
Grindelwald	Bus	1	3
Grindelwald	Car as driver	1	292
Grindelwald	Car as passenger	1	18
Grindelwald	Motorbike scooter	1	3
Grindelwald	Truck	1	4
Grindelwald	Walked only	1	5
Grove			7
Grove	(Other)	1	4
Grove	Bus	1	5
Grove	Car as driver	1	156
Grove	Car as passenger	1	16
Grove	Walked only	1	9
Gunns Plains			3
Gunns Plains	(Other)	1	3
Gunns Plains	Car as driver	1	39
Gunns Plains	Walked only	1	3
Hadspen			5
Hadspen	(Other)	1	3
Hadspen	Bus	1	9
Hadspen	Car as driver	1	857
Hadspen	Car as passenger	1	50
Hadspen	Other two methods	2	5
Hadspen	Taxi	1	3
Hadspen	Truck	1	5
Hadspen	Walked only	1	13
Hagley	Car as driver	1	97
Hagley	Car as passenger	1	3
Hagley	Walked only	1	11
Hamilton (Tas.)	Car as driver	1	31
Hamilton (Tas.)	Car as passenger	1	5
Hamilton (Tas.)	Truck	1	3
Hamilton (Tas.)	Walked only	1	8
Hampshire	Car as driver	1	18
Harford			3
Harford	Car as driver	1	31
Harford	Walked only	1	3
Hastings (Tas.)	Car as driver	1	12
Hastings (Tas.)	Car as passenger	1	4
Havenview			6
Havenview	Bus	1	4
Havenview	Car as driver	1	201
Havenview	Car as passenger	1	20
Havenview	Motorbike scooter	1	3
Havenview	Other two methods	2	6
Havenview	Walked only	1	3
Hawley Beach	Car as driver	1	150
Hawley Beach	Car as passenger	1	3
Hawley Beach	Motorbike scooter	1	4
Hawley Beach	Truck	1	4
Hayes	Car as driver	1	26
Hellyer	Car as driver	1	47
Henrietta	Car as driver	1	38
Henrietta	Walked only	1	3
Herdsmans Cove			6
Herdsmans Cove	Bus	1	15
Herdsmans Cove	Car as driver	1	157
Herdsmans Cove	Car as passenger	1	19
Herdsmans Cove	Motorbike scooter	1	3
Herdsmans Cove	Other two methods	2	3
Herrick	Car as driver	1	3
Heybridge	Bus	1	4
Heybridge	Car as driver	1	110
Heybridge	Car as passenger	1	6
Heybridge	Truck	1	5
Heybridge	Walked only	1	7
Highclere	Car as driver	1	36
Highclere	Car as passenger	1	5
Highclere	Walked only	1	3
Highcroft	Car as driver	1	10
Hillcrest (Tas.)			3
Hillcrest (Tas.)	(Other)	1	3
Hillcrest (Tas.)	Bus	1	6
Hillcrest (Tas.)	Car as driver	1	277
Hillcrest (Tas.)	Car as passenger	1	29
Hillcrest (Tas.)	Other two methods	2	3
Hillcrest (Tas.)	Taxi	1	6
Hillcrest (Tas.)	Walked only	1	12
Hillwood	Car as driver	1	200
Hillwood	Car as passenger	1	10
Hillwood	Truck	1	3
Hobart			13
Hobart	(Other)	1	9
Hobart	Bicycle	1	15
Hobart	Bus	1	30
Hobart	Car as driver	1	275
Hobart	Car as passenger	1	29
Hobart	Motorbike scooter	1	9
Hobart	Other two methods	2	5
Hobart	Taxi	1	10
Hobart	Walked only	1	469
Hollow Tree	Car as driver	1	10
Holwell	Car as driver	1	17
Honeywood			7
Honeywood	Car as driver	1	214
Honeywood	Car as passenger	1	9
Honeywood	Truck	1	4
Howden			4
Howden	(Other)	1	3
Howden	Bicycle	1	3
Howden	Bus	1	5
Howden	Car as driver	1	229
Howden	Car as passenger	1	22
Howden	Motorbike scooter	1	4
Howden	Other two methods	2	4
Howden	Truck	1	5
Howden	Walked only	1	5
Howrah			31
Howrah	(Other)	1	18
Howrah	Bicycle	1	29
Howrah	Bus	1	240
Howrah	Car as driver	1	2626
Howrah	Car as passenger	1	259
Howrah	Motorbike scooter	1	23
Howrah	Other three methods	3	3
Howrah	Other two methods	2	37
Howrah	Taxi	1	4
Howrah	Truck	1	16
Howrah	Walked only	1	54
Howth	Car as driver	1	6
Huntingfield	Bus	1	9
Huntingfield	Car as driver	1	148
Huntingfield	Car as passenger	1	10
Huntingfield	Walked only	1	3
Huonville			18
Huonville	(Other)	1	3
Huonville	Bicycle	1	3
Huonville	Bus	1	20
Huonville	Car as driver	1	707
Huonville	Car as passenger	1	64
Huonville	Motorbike scooter	1	3
Huonville	Other two methods	2	9
Huonville	Taxi	1	3
Huonville	Truck	1	19
Huonville	Walked only	1	25
Ida Bay	Car as driver	1	3
Interlaken	Car as driver	1	3
Invermay (Tas.)			8
Invermay (Tas.)	(Other)	1	6
Invermay (Tas.)	Bicycle	1	25
Invermay (Tas.)	Bus	1	31
Invermay (Tas.)	Car as driver	1	753
Invermay (Tas.)	Car as passenger	1	80
Invermay (Tas.)	Motorbike scooter	1	3
Invermay (Tas.)	Other two methods	2	19
Invermay (Tas.)	Taxi	1	18
Invermay (Tas.)	Truck	1	3
Invermay (Tas.)	Walked only	1	107
Irishtown (Tas.)	(Other)	1	3
Irishtown (Tas.)	Car as driver	1	98
Irishtown (Tas.)	Car as passenger	1	14
Irishtown (Tas.)	Motorbike scooter	1	5
Irishtown (Tas.)	Truck	1	3
Irishtown (Tas.)	Walked only	1	3
Jackeys Marsh	Car as driver	1	6
Jericho (Tas.)	Car as driver	1	16
Jetsonville	Car as driver	1	36
Jetsonville	Walked only	1	4
Judbury	Car as driver	1	98
Judbury	Car as passenger	1	4
Judbury	Walked only	1	3
Kamona	Car as driver	1	3
Kaoota	(Other)	1	3
Kaoota	Bus	1	3
Kaoota	Car as driver	1	64
Kaoota	Car as passenger	1	3
Karanja	Car as driver	1	8
Karoola	(Other)	1	8
Karoola	Car as driver	1	122
Karoola	Car as passenger	1	9
Karoola	Truck	1	5
Karoola	Walked only	1	4
Kayena	Car as driver	1	59
Kayena	Car as passenger	1	6
Kellevie	Car as driver	1	45
Kellevie	Car as passenger	1	3
Kellevie	Walked only	1	5
Kelso (Tas.)	Car as driver	1	33
Kelso (Tas.)	Car as passenger	1	3
Kempton			4
Kempton	(Other)	1	3
Kempton	Car as driver	1	132
Kempton	Car as passenger	1	6
Kempton	Truck	1	3
Kempton	Walked only	1	6
Kettering			5
Kettering	(Other)	1	9
Kettering	Bus	1	6
Kettering	Car as driver	1	207
Kettering	Car as passenger	1	20
Kettering	Other two methods	2	4
Kettering	Truck	1	4
Kettering	Walked only	1	13
Killiecrankie	Car as driver	1	3
Kimberley (Tas.)	Car as driver	1	35
Kimberley (Tas.)	Car as passenger	1	3
Kindred			3
Kindred	Car as driver	1	65
Kindred	Car as passenger	1	3
Kindred	Walked only	1	6
Kings Meadows			23
Kings Meadows	(Other)	1	6
Kings Meadows	Bicycle	1	3
Kings Meadows	Bus	1	22
Kings Meadows	Car as driver	1	1099
Kings Meadows	Car as passenger	1	87
Kings Meadows	Motorbike scooter	1	10
Kings Meadows	Other two methods	2	4
Kings Meadows	Taxi	1	6
Kings Meadows	Truck	1	3
Kings Meadows	Walked only	1	49
Kingston (Tas.)			34
Kingston (Tas.)	(Other)	1	24
Kingston (Tas.)	Bicycle	1	18
Kingston (Tas.)	Bus	1	248
Kingston (Tas.)	Bus and two other methods excludes train	3	4
Kingston (Tas.)	Car as driver	1	3003
Kingston (Tas.)	Car as passenger	1	314
Kingston (Tas.)	Motorbike scooter	1	25
Kingston (Tas.)	Other three methods	3	3
Kingston (Tas.)	Other two methods	2	39
Kingston (Tas.)	Taxi	1	7
Kingston (Tas.)	Truck	1	23
Kingston (Tas.)	Walked only	1	113
Kingston Beach			4
Kingston Beach	(Other)	1	4
Kingston Beach	Bicycle	1	4
Kingston Beach	Bus	1	48
Kingston Beach	Car as driver	1	527
Kingston Beach	Car as passenger	1	58
Kingston Beach	Motorbike scooter	1	3
Kingston Beach	Other two methods	2	4
Kingston Beach	Truck	1	3
Kingston Beach	Walked only	1	26
Koonya	Car as driver	1	22
Koonya	Walked only	1	5
Lachlan			6
Lachlan	(Other)	1	4
Lachlan	Bus	1	4
Lachlan	Car as driver	1	268
Lachlan	Car as passenger	1	12
Lachlan	Other two methods	2	4
Lachlan	Truck	1	4
Lachlan	Walked only	1	5
Lackrana	(Other)	1	3
Lackrana	Car as driver	1	21
Lackrana	Walked only	1	4
Lady Barron	Car as driver	1	43
Lady Barron	Car as passenger	1	6
Lady Barron	Walked only	1	3
Lake Leake	(Other)	1	3
Lake Leake	Car as driver	1	4
Lake St Clair	Walked only	1	3
Lalla	Car as driver	1	20
Lanena	Car as driver	1	91
Lanena	Car as passenger	1	9
Lanena	Walked only	1	4
Lapoinya	Car as driver	1	30
Lapoinya	Walked only	1	4
Latrobe			21
Latrobe	(Other)	1	14
Latrobe	Bicycle	1	6
Latrobe	Bus	1	11
Latrobe	Car as driver	1	1224
Latrobe	Car as passenger	1	73
Latrobe	Motorbike scooter	1	3
Latrobe	Other two methods	2	7
Latrobe	Truck	1	22
Latrobe	Walked only	1	55
Lauderdale			15
Lauderdale	(Other)	1	5
Lauderdale	Bicycle	1	12
Lauderdale	Bus	1	34
Lauderdale	Car as driver	1	825
Lauderdale	Car as passenger	1	48
Lauderdale	Motorbike scooter	1	3
Lauderdale	Other two methods	2	8
Lauderdale	Truck	1	6
Lauderdale	Walked only	1	14
Launceston			4
Launceston	(Other)	1	12
Launceston	Bicycle	1	24
Launceston	Bus	1	29
Launceston	Car as driver	1	598
Launceston	Car as passenger	1	77
Launceston	Motorbike scooter	1	3
Launceston	Other three methods	3	3
Launceston	Other two methods	2	12
Launceston	Taxi	1	4
Launceston	Walked only	1	400
Lawitta			3
Lawitta	Car as driver	1	69
Lawitta	Car as passenger	1	6
Lawitta	Truck	1	3
Lebrina	Car as driver	1	59
Lebrina	Walked only	1	3
Lefroy	Car as driver	1	19
Legana			3
Legana	(Other)	1	10
Legana	Bicycle	1	5
Legana	Bus	1	18
Legana	Car as driver	1	1411
Legana	Car as passenger	1	102
Legana	Motorbike scooter	1	6
Legana	Other three methods	3	3
Legana	Other two methods	2	4
Legana	Truck	1	11
Legana	Walked only	1	26
Legerwood	(Other)	1	3
Legerwood	Car as driver	1	40
Legerwood	Truck	1	3
Leith	(Other)	1	6
Leith	Car as driver	1	140
Leith	Car as passenger	1	11
Leith	Walked only	1	3
Lemont	Car as driver	1	10
Lenah Valley			27
Lenah Valley	(Other)	1	19
Lenah Valley	Bicycle	1	63
Lenah Valley	Bus	1	178
Lenah Valley	Bus and two other methods excludes train	3	3
Lenah Valley	Car as driver	1	1804
Lenah Valley	Car as passenger	1	237
Lenah Valley	Ferry	1	3
Lenah Valley	Motorbike scooter	1	37
Lenah Valley	Other two methods	2	32
Lenah Valley	Taxi	1	17
Lenah Valley	Truck	1	13
Lenah Valley	Walked only	1	130
Leslie Vale	Bicycle	1	3
Leslie Vale	Car as driver	1	125
Leslie Vale	Car as passenger	1	17
Leslie Vale	Train	1	3
Leslie Vale	Truck	1	6
Leslie Vale	Walked only	1	5
Levendale			3
Levendale	Car as driver	1	30
Levendale	Car as passenger	1	3
Lewisham (Tas.)	(Other)	1	3
Lewisham (Tas.)	Bus	1	3
Lewisham (Tas.)	Car as driver	1	229
Lewisham (Tas.)	Car as passenger	1	14
Lewisham (Tas.)	Other two methods	2	4
Lewisham (Tas.)	Truck	1	6
Lewisham (Tas.)	Walked only	1	5
Liena	(Other)	1	3
Liena	Car as driver	1	4
Lietinna	Car as driver	1	24
Liffey	Car as driver	1	43
Liffey	Car as passenger	1	7
Lileah	Car as driver	1	9
Lileah	Car as passenger	1	3
Lileah	Truck	1	4
Lileah	Walked only	1	6
Lillico (Tas.)	Car as driver	1	7
Lillico (Tas.)	Walked only	1	3
Lilydale (Tas.)			6
Lilydale (Tas.)	Car as driver	1	155
Lilydale (Tas.)	Car as passenger	1	8
Lilydale (Tas.)	Other two methods	2	3
Lilydale (Tas.)	Truck	1	3
Lilydale (Tas.)	Walked only	1	7
Lindisfarne			19
Lindisfarne	(Other)	1	8
Lindisfarne	Bicycle	1	42
Lindisfarne	Bus	1	162
Lindisfarne	Bus and two other methods excludes train	3	4
Lindisfarne	Car as driver	1	1703
Lindisfarne	Car as passenger	1	186
Lindisfarne	Motorbike scooter	1	23
Lindisfarne	Other two methods	2	18
Lindisfarne	Truck	1	12
Lindisfarne	Walked only	1	60
Little Swanport	Car as driver	1	19
Little Swanport	Walked only	1	6
Loccota	Car as driver	1	5
Loccota	Car as passenger	1	3
Loira	Car as driver	1	74
Loira	Car as passenger	1	6
Longford (Tas.)			18
Longford (Tas.)	(Other)	1	11
Longford (Tas.)	Bicycle	1	12
Longford (Tas.)	Bus	1	11
Longford (Tas.)	Car as driver	1	1084
Longford (Tas.)	Car as passenger	1	80
Longford (Tas.)	Motorbike scooter	1	5
Longford (Tas.)	Other two methods	2	8
Longford (Tas.)	Truck	1	26
Longford (Tas.)	Walked only	1	60
Longley			3
Longley	Car as driver	1	96
Longley	Car as passenger	1	8
