SSC_NAME16	Sex	labourForceParticipation
Minmi	M	70.7
Minnamurra	F	51.5
Minnamurra	M	59.8
Minnie Water	F	39.8
Minnie Water	M	43.7
Minore	F	55.9
Minore	M	67.6
Minto	F	51.4
Minto	M	68.2
Minto Heights	F	57.6
Minto Heights	M	62.6
Mirador	F	52.3
Mirador	M	58.1
Miranda (NSW)	F	55.9
Miranda (NSW)	M	66.1
Mirannie	F	64
Mirannie	M	67.7
Mirrabooka (NSW)	F	57.6
Mirrabooka (NSW)	M	57.1
Mirrool	F	53.1
Mirrool	M	52.5
Missabotti	F	42.3
Missabotti	M	45
Mitchell (NSW)	F	46.9
Mitchell (NSW)	M	13.7
Mitchells Flat	F	68.3
Mitchells Flat	M	77.4
Mitchells Island	F	45.7
Mitchells Island	M	52.7
Mittagong	F	46.4
Mittagong	M	57.2
Moama	F	49
Moama	M	57.3
Modanville	F	55.1
Modanville	M	60.5
Mogareeka	F	23.3
Mogareeka	M	46.4
Mogendoura	F	47.1
Mogendoura	M	47.4
Moggs Swamp	F	81.8
Moggs Swamp	M	88.2
Mogilla	F	55.6
Mogilla	M	75.9
Mogo (Eurobodalla - NSW)	F	48.9
Mogo (Eurobodalla - NSW)	M	54.5
Mogood	F	36.4
Mogood	M	33.3
Mograni	F	41.7
Mograni	M	80
Mogriguy	F	64.3
Mogriguy	M	66.7
Mole River	F	48.1
Mole River	M	65.8
Moleville Creek	F	77.8
Moleville Creek	M	50
Mollyan	F	50
Mollyan	M	62.5
Mollymook	F	43.1
Mollymook	M	47.8
Mollymook Beach	F	41.2
Mollymook Beach	M	47.9
Molong	F	50.8
Molong	M	62.1
Mona Vale	F	57.1
Mona Vale	M	67.5
Monak	F	42.9
Monak	M	50
Monaltrie	F	52.4
Monaltrie	M	62.5
Mondrook	F	46.4
Mondrook	M	45.2
Monga	F	100
Monga	M	27.3
Mongarlowe	F	44.8
Mongarlowe	M	51.9
Mongogarie	F	43.8
Mongogarie	M	55.9
Monia Gap	F	100
Monia Gap	M	100
Monivae	F	81.8
Monivae	M	42.9
Monkerai	F	60
Monkerai	M	42.3
Monteagle	F	67.1
Monteagle	M	69.8
Montecollum	F	66.7
Montecollum	M	56.5
Montefiores	F	50
Montefiores	M	54
Monterey	F	57.5
Monterey	M	64
Mooball	F	50
Mooball	M	56.8
Moobi	F	81.5
Moobi	M	83.6
Mookima Wybra	F	50
Mookima Wybra	M	50
Moolarben	F	50
Moolarben	M	81.8
Moombooldool	F	30
Moombooldool	M	61.5
Moonan Brook	F	30
Moonan Brook	M	53.3
Moonan Flat	F	58
Moonan Flat	M	60.3
Moonbah	F	73.2
Moonbah	M	71.3
Moonbi	F	44.8
Moonbi	M	55.1
Mooneba	F	58.1
Mooneba	M	58.1
Moonee Beach	F	59.7
Moonee Beach	M	63.3
Mooney Mooney	F	66.7
Mooney Mooney	M	69.7
Mooney Mooney Creek	F	72.7
Mooney Mooney Creek	M	58.3
Moonpar	M	50
Mooral Creek	F	51.3
Mooral Creek	M	31.4
Moorbel	F	49.4
Moorbel	M	51.6
Moore Creek	F	71.7
Moore Creek	M	73.9
Moore Park	F	57.1
Moore Park	M	62.5
Moorebank	F	58.4
Moorebank	M	71.1
Moorilda	F	66.7
Moorilda	M	50
Moorland (NSW)	F	48
Moorland (NSW)	M	51.2
Moorong	F	68.3
Moorong	M	66.2
Moorwatha	F	60
Moorwatha	M	93.3
Moparrabah	F	46.7
Moparrabah	M	29.8
Moppy	M	116.7
Morago	F	42.9
Morago	M	58.3
Morangarell	F	46.7
Morangarell	M	78.9
Morans Crossing	F	57.9
Morans Crossing	M	62.5
Moree	F	53.3
Moree	M	61.3
Morisset	F	30.5
Morisset	M	36.5
Morisset Park	F	51.9
Morisset Park	M	66.2
Morning Bay	F	40
Morning Bay	M	29.4
Mororo	F	66.7
Mororo	M	60.6
Morpeth	F	49.3
Morpeth	M	59.7
Mortdale	F	61.3
Mortdale	M	71.1
Mortlake (NSW)	F	65.7
Mortlake (NSW)	M	72.7
Morton	F	53.7
Morton	M	54.5
Mortons Creek	F	62.8
Mortons Creek	M	55.6
Morts Estate	F	48
Morts Estate	M	53.5
Morundah	F	55.2
Morundah	M	71.1
Moruya	F	44.7
Moruya	M	48.1
Moruya Heads	F	50.6
Moruya Heads	M	53.8
Morven (Greater Hume Shire - NSW)	F	55.3
Morven (Greater Hume Shire - NSW)	M	74.6
Mosman	F	55.8
Mosman	M	69.7
Moss Vale	F	50.4
Moss Vale	M	60.6
Mossgiel	F	64.3
Mossgiel	M	57.9
Mossy Point	F	56.2
Mossy Point	M	54.6
Moto	F	46.2
Moto	M	55.6
Moulamein	F	54.3
Moulamein	M	55.6
Mount Adrah	F	76.9
Mount Adrah	M	52.6
Mount Annan	F	70.1
Mount Annan	M	81
Mount Arthur	F	55.6
Mount Arthur	M	47.3
Mount Austin	F	45.8
Mount Austin	M	55.5
Mount Burrell	F	44
Mount Burrell	M	43.2
Mount Colah	F	67.9
Mount Colah	M	75.5
Mount Collins	F	100
Mount Darragh	F	33.3
Mount Darragh	M	92.3
Mount David	F	20
Mount David	M	52.2
Mount Dee	F	100
Mount Dee	M	100
Mount Druitt	F	47
Mount Druitt	M	64.2
Mount Elliot (NSW)	F	61.3
Mount Elliot (NSW)	M	73.1
Mount Fairy	F	69.7
Mount Fairy	M	60.2
Mount Frome	F	57.9
Mount Frome	M	69.5
Mount George (NSW)	F	45.6
Mount George (NSW)	M	52.1
Mount Harris	F	114.3
Mount Harris	M	100
Mount Hope (NSW)	F	71.4
Mount Hope (NSW)	M	50
Mount Horeb	F	100
Mount Horeb	M	28.6
Mount Hunter	F	67
Mount Hunter	M	74.5
Mount Hutton (NSW)	F	47.5
Mount Hutton (NSW)	M	60.1
Mount Irvine	F	21.4
Mount Irvine	M	36.4
Mount Keira	F	62.7
Mount Keira	M	67.9
Mount Kembla	F	65.3
Mount Kembla	M	70.8
Mount Kingiman	M	100
Mount Knowles	F	38.5
Mount Knowles	M	81.3
Mount Kuring-Gai	F	63.5
Mount Kuring-Gai	M	72.3
Mount Lambie	F	51.5
Mount Lambie	M	52.6
Mount Lewis	F	40.4
Mount Lewis	M	53.7
Mount Marsden	F	55.6
Mount Marsden	M	46.2
Mount Marsh	M	100
Mount Mitchell	F	43.2
Mount Mitchell	M	45.2
Mount Murray	F	52.6
Mount Murray	M	56.3
Mount Olive (Oberon - NSW)	F	60
Mount Olive (Oberon - NSW)	M	71.4
Mount Olive (Singleton - NSW)	F	59.1
Mount Olive (Singleton - NSW)	M	78.7
Mount Ousley	F	58.2
Mount Ousley	M	63
Mount Panorama	F	29.8
Mount Panorama	M	46.8
Mount Pleasant (NSW)	F	58.7
Mount Pleasant (NSW)	M	69.5
Mount Pritchard	F	45.1
Mount Pritchard	M	58.5
Mount Rankin	F	66.7
Mount Rankin	M	62.6
Mount Rivers	F	43.5
Mount Rivers	M	45.8
Mount Riverview	F	62.2
Mount Riverview	M	69.9
Mount Royal	F	60
Mount Royal	M	23.1
Mount Russell	F	56.8
Mount Russell	M	52.1
Mount Saint Thomas	F	58.8
Mount Saint Thomas	M	65.2
Mount Seaview	F	42.9
Mount Seaview	M	92.3
Mount Tenandra	F	140
Mount Tenandra	M	90.9
Mount Thorley	F	25
Mount Thorley	M	71.4
Mount Tomah	F	57.1
Mount Tomah	M	55.6
Mount Vernon	F	61.8
Mount Vernon	M	68.5
Mount Victoria	F	47.4
Mount Victoria	M	56.9
Mount View	F	49.2
Mount View	M	45.3
Mount Vincent	F	52.8
Mount Vincent	M	69.9
Mount Warning	F	28.6
Mount Warning	M	20.8
Mount Warrigal	F	46
Mount Warrigal	M	54.1
Mount White	F	52.5
Mount White	M	62.4
Mount Wilson	F	17.1
Mount Wilson	M	31.3
Mountain Creek (NSW)	F	60.7
Mountain Creek (NSW)	M	81.3
Mountain Lagoon	F	50
Mountain Lagoon	M	52.8
Mountain Top	F	44.4
Mountain Top	M	51.9
Mountain View (NSW)	F	49.3
Mountain View (NSW)	M	47.9
Mourquong	F	50
Mourquong	M	74.2
Mowbray Park	F	43.8
Mowbray Park	M	51.4
Mozart	F	50
Mozart	M	36.7
Mudgee	F	51.9
Mudgee	M	64.6
Mulbring	F	54.3
Mulbring	M	56.6
Mulgoa	F	55.8
Mulgoa	M	70.8
Mulgrave (NSW)	F	57.1
Mulgrave (NSW)	M	79.1
Muli Muli	F	22.7
Muli Muli	M	33.3
Mulla	F	75
Mulla	M	166.7
Mulla Creek	F	66.7
Mulla Creek	M	66.7
Mullaley	F	50.8
Mullaley	M	72.5
Mullamuddy	F	42.3
Mullamuddy	M	56.5
Mullaway	F	59
Mullaway	M	54.7
Mullengandra	F	65.3
Mullengandra	M	62.5
Mullengudgery	F	84.2
Mullengudgery	M	50
Mullion	F	61
Mullion	M	71.8
Mullion Creek	F	59.7
Mullion Creek	M	72.2
Mulloon	F	54.4
Mulloon	M	64.3
Mullumbimby	F	47.8
Mullumbimby	M	54.7
Mullumbimby Creek	F	51.8
Mullumbimby Creek	M	52
Mulwala	F	46.3
Mulwala	M	52.2
Mulyandry	F	61.5
Mulyandry	M	53.8
Mumbil	F	39.1
Mumbil	M	44.7
Mumblebone Plain	F	50
Mumblebone Plain	M	46.7
Mummel	F	78.3
Mummel	M	73.3
Mummulgum	F	48.5
Mummulgum	M	65.8
Mundamia	F	57.6
Mundamia	M	37.8
Mundarlo	F	65.4
Mundarlo	M	56.7
Munderoo	F	73.7
Munderoo	M	54.2
Mundongo	F	65.2
Mundongo	M	73.2
Mungay Creek	F	25.9
Mungay Creek	M	37.7
Mungindi (NSW)	F	54
Mungindi (NSW)	M	65.6
Munni	F	50
Munni	M	22.7
Munyabla	F	52.9
Munyabla	M	78.9
Murga	F	81.8
Murga	M	69.2
Murrah	F	32
Murrah	M	60.9
Murrami	F	66.2
Murrami	M	76.9
Murrawombie	M	100
Murray Downs	F	56.7
Murray Downs	M	60.4
Murrays Beach	F	57.3
Murrays Beach	M	69.4
Murrays Run	F	58.5
Murrays Run	M	55.6
Murrin Bridge	F	20
Murrin Bridge	M	8.6
Murringo	F	55.3
Murringo	M	64.5
Murrulebale	F	73.7
Murrulebale	M	66.7
Murrumbateman	F	72.4
Murrumbateman	M	75
Murrumbucca	F	57.9
Murrumbucca	M	83.3
Murrumburrah	F	55
Murrumburrah	M	73.3
Murrurundi	F	42.4
Murrurundi	M	51.1
Murulla	F	100
Murwillumbah	F	45
Murwillumbah	M	53.6
Muscle Creek	F	71.6
Muscle Creek	M	86.4
Muswellbrook	F	52.3
Muswellbrook	M	63.1
Mutawintji	F	50
Mutawintji	M	75
Muttama	F	58.7
Muttama	M	56.7
Myall Creek	F	75
Myall Creek	M	81
Myall Park (NSW)	F	65.2
Myall Park (NSW)	M	70.1
Mylestom	F	50.3
Mylestom	M	51.8
Mylneford	F	48.5
Mylneford	M	47.1
Myocum	F	55.8
Myocum	M	57.6
Myola (NSW)	F	23.6
Myola (NSW)	M	27.8
Myrtle Creek (NSW)	F	36.1
Myrtle Creek (NSW)	M	43.2
Myrtle Mountain	F	57.1
Myrtle Mountain	M	42.3
Myrtle Park	F	52.6
Myrtle Park	M	64.7
Myrtleville	F	67.9
Myrtleville	M	58.6
Mystery Bay	F	30.1
Mystery Bay	M	44.8
Myuna Bay	F	100
Myuna Bay	M	100
Nabiac	F	48
Nabiac	M	52.8
Nambucca Heads	F	32
Nambucca Heads	M	36.5
Namoi River	F	48
Namoi River	M	85
Nana Glen	F	59
Nana Glen	M	63.9
Nangus	F	67.1
Nangus	M	78.9
Nanima	F	89.1
Nanima	M	72.4
Napier Lane	F	72.7
Napier Lane	M	58.8
Napoleon Reef	F	58.9
Napoleon Reef	M	48.4
Naradhan	F	84.6
Naradhan	M	90.6
Narara	F	61.3
Narara	M	70.4
Narellan	F	57.3
Narellan	M	71.5
Narellan Vale	F	69.2
Narellan Vale	M	77.4
Naremburn	F	67.4
Naremburn	M	77.5
Narone Creek	F	33.3
Narone Creek	M	27.8
Narooma	F	36.9
Narooma	M	39.9
Narrabarba	F	33.3
Narrabarba	M	33.3
Narrabeen	F	52.9
Narrabeen	M	63.8
Narrabri	F	55.3
Narrabri	M	65.1
Narraburra	F	72.7
Narraburra	M	69.6
Narrandera	F	46
Narrandera	M	53.9
Narrangullen	F	40
Narrangullen	M	100
Narrawa	F	65
Narrawa	M	73.8
Narrawallee	F	46.7
Narrawallee	M	47.7
Narraweena	F	53.1
Narraweena	M	63.4
Narromine	F	50.2
Narromine	M	60.8
Narwee	F	49.5
Narwee	M	62.8
Nashdale	F	66.9
Nashdale	M	63.7
Nashua	F	68.5
Nashua	M	70.1
Nattai	F	50
Nattai	M	69
Naughtons Gap	F	75.8
Naughtons Gap	M	68
Neath	F	31.3
Neath	M	40.2
Nebea	F	100
Nebea	M	44.4
Neilrex	F	56
Neilrex	M	66.7
Nelligen	F	57
Nelligen	M	55.2
Nelson (The Hills Shire - NSW)	F	56.8
Nelson (The Hills Shire - NSW)	M	66.8
Nelson Bay (NSW)	F	49.7
Nelson Bay (NSW)	M	55.4
Nelsons Plains	F	61.8
Nelsons Plains	M	72.7
Nelungaloo	F	75
Nelungaloo	M	86.4
Nemingha	F	60.4
Nemingha	M	69.4
Nericon	F	68.9
Nericon	M	68.9
Neringla	F	33.3
Neringla	M	80
Nerong	F	25
Nerong	M	33.3
Nerriga	F	40
Nerriga	M	52.5
Nerrigundah	F	23.1
Nerrigundah	M	46.7
Nethercote	F	57.7
Nethercote	M	58.5
Neurea	F	55.1
Neurea	M	66.7
Neutral Bay	F	68.6
Neutral Bay	M	75.7
Nevertire	F	56.3
Nevertire	M	78.4
Neville	F	63.1
Neville	M	64.5
New Berrima	F	55.5
New Berrima	M	70.3
New Brighton	F	55.9
New Brighton	M	49.3
New Buildings	F	47.1
New Buildings	M	47.6
New Italy	F	45.8
New Italy	M	46.4
New Lambton	F	61
New Lambton	M	66.4
New Lambton Heights	F	65.4
New Lambton Heights	M	69
New Mexico	F	42.9
New Mexico	M	57.1
New Park	F	45.2
New Park	M	37.3
New Valley	F	137.5
New Valley	M	90.9
Newbridge (NSW)	F	52.1
Newbridge (NSW)	M	54.1
Newcastle	F	59.1
Newcastle	M	66.1
Newcastle East	F	58.8
Newcastle East	M	62.2
Newcastle West	F	58.6
Newcastle West	M	58.6
Newee Creek	F	58
Newee Creek	M	58.9
Newington (NSW)	F	63.5
Newington (NSW)	M	77.3
Newnes	M	100
Newport (NSW)	F	63.8
Newport (NSW)	M	71.6
Newrybar	F	56.8
Newrybar	M	67.6
Newstead (NSW)	F	60
Newstead (NSW)	M	45.5
Newton Boyd	F	42.9
Newton Boyd	M	27.3
Newtown (NSW)	F	70.5
Newtown (NSW)	M	73.8
Niagara Park	F	60.1
Niagara Park	M	70.7
Niangala	F	75
Niangala	M	83.6
Niemur	F	88.2
Niemur	M	66.7
Nimbin	F	41.1
Nimbin	M	39.6
Nimmitabel	F	44.2
Nimmitabel	M	51.5
Nimmo	F	60
Nimmo	M	50
Nobbys Creek	F	52.7
Nobbys Creek	M	61.9
Nombi	F	53.8
Nombi	M	100
Noona	F	100
Noona	M	100
Noorong	F	100
Noorong	M	50
Nooroo	F	50
Nooroo	M	100
Norah Head	F	52.6
Norah Head	M	60.6
Noraville	F	52
Noraville	M	59.4
Nords Wharf	F	58.3
Nords Wharf	M	65.4
Normanhurst	F	55.9
Normanhurst	M	67.5
North Albury	F	49.9
North Albury	M	57.6
North Arm (NSW)	F	50
North Arm (NSW)	M	52
North Arm Cove	F	36.9
North Arm Cove	M	45.3
North Avoca	F	66.4
North Avoca	M	70.2
North Balgowlah	F	67.8
North Balgowlah	M	76.5
North Batemans Bay	F	43.1
North Batemans Bay	M	49
North Boambee Valley	F	40.7
North Boambee Valley	M	51.7
North Bondi	F	67
North Bondi	M	75.1
North Bourke	F	55
North Bourke	M	60.3
North Casino	F	64.9
North Casino	M	69.3
North Curl Curl	F	62.6
North Curl Curl	M	71.7
North Dorrigo	F	51.2
North Dorrigo	M	62.8
North Epping	F	62.2
North Epping	M	67.9
North Gosford	F	57.6
North Gosford	M	63.8
North Haven (NSW)	F	31.5
North Haven (NSW)	M	36
North Lambton	F	58.4
North Lambton	M	63.2
North Lismore	F	50.3
North Lismore	M	48.8
North Macksville	F	40.1
North Macksville	M	44.9
North Macquarie	F	81.8
North Macquarie	M	122.2
North Manly	F	64.2
North Manly	M	76
North Narooma	F	40.5
North Narooma	M	41.9
North Narrabeen	F	66.9
North Narrabeen	M	72.8
North Nowra	F	51.1
North Nowra	M	57.1
North Parramatta	F	55.6
North Parramatta	M	66
North Richmond	F	55.4
North Richmond	M	64.6
North Rocks	F	56.8
North Rocks	M	69.1
North Rothbury	F	60.3
North Rothbury	M	76.2
North Ryde	F	57.8
North Ryde	M	65
North Shore (NSW)	F	57.3
North Shore (NSW)	M	52.3
North St Marys	F	42.8
North St Marys	M	58.3
North Star	F	50
North Star	M	79.6
North Strathfield	F	61.7
North Strathfield	M	73
North Sydney	F	67.1
North Sydney	M	73.5
North Tamworth	F	49.5
North Tamworth	M	58
North Tumbulgum	F	54.4
North Tumbulgum	M	62.7
North Turramurra	F	37.5
North Turramurra	M	50.7
North Wagga Wagga	F	64.6
North Wagga Wagga	M	67.7
North Wahroonga	F	58.3
North Wahroonga	M	68.3
North Willoughby	F	57.8
North Willoughby	M	70.5
North Wollongong	F	57.7
North Wollongong	M	57.9
North Woodburn	F	62.2
North Woodburn	M	59.4
North Yalgogrin	F	37.8
North Yalgogrin	M	38.5
North Yeoval	F	64.3
North Yeoval	M	44.8
Northangera	F	38.1
Northangera	M	27.8
Northbridge (NSW)	F	53.8
Northbridge (NSW)	M	68.8
Northmead	F	57.8
Northmead	M	68.6
Northwood (NSW)	F	52.1
Northwood (NSW)	M	62.6
Norway	F	44.8
Norway	M	58.3
Nowendoc	F	46.9
Nowendoc	M	66.7
Nowley	F	93.8
Nowley	M	60.9
Nowra	F	37.8
Nowra	M	44.5
Nowra Hill	F	57
Nowra Hill	M	32
Nubba	F	75
Nubba	M	81.5
Nulkaba	F	67.8
Nulkaba	M	72.6
Nullamanna	F	57.7
Nullamanna	M	68.4
Nullica	F	42.9
Nullica	M	42.9
Nullo Mountain	F	76.9
Nullo Mountain	M	66.7
Numbaa	F	74.4
Numbaa	M	72.7
Number One	F	30
Number One	M	27.3
Numbla Vale	F	69.2
Numbla Vale	M	80
Numbugga	F	48.1
Numbugga	M	60.9
Numeralla	F	60
Numeralla	M	53.2
Numinbah	F	58.1
Numinbah	M	39.3
Numulgi	F	57.6
Numulgi	M	64.8
Nunderi	F	55.2
Nunderi	M	62.7
Nundle	F	39.5
Nundle	M	48.8
Nurenmerenmong	F	100
Nymagee	F	59.4
Nymagee	M	70.5
Nymboida	F	42.7
Nymboida	M	47.3
Nyngan	F	50.1
Nyngan	M	63
Nyora (NSW)	M	60
Nyrang Creek	F	50
Nyrang Creek	M	60
O'Connell (NSW)	F	63
O'Connell (NSW)	M	65.1
Oak Flats	F	53.1
Oak Flats	M	61.2
Oakdale (NSW)	F	61.6
Oakdale (NSW)	M	70.7
Oakey Park	F	51.7
Oakey Park	M	52.9
Oakhampton	F	27
Oakhampton	M	44.4
Oakhampton Heights	F	65.4
Oakhampton Heights	M	75.5
Oakhurst (NSW)	F	61
Oakhurst (NSW)	M	73
Oaklands	F	52.6
Oaklands	M	67.4
Oakville	F	60.4
Oakville	M	69.6
Oakwood (NSW)	F	59.4
Oakwood (NSW)	M	52.8
Oallen	F	21.3
Oallen	M	45.9
Oatlands (NSW)	F	56.2
Oatlands (NSW)	M	65.4
Oatley	F	59.4
Oatley	M	68
Obanvale	M	30
Oberne Creek	F	73.7
Oberne Creek	M	84
Oberon	F	48.5
Oberon	M	60.2
Obley	F	51.2
Obley	M	60
Ocean Shores	F	53.1
Ocean Shores	M	59.7
Ogunbil	F	59.4
Ogunbil	M	83.6
Old Adaminaby	F	35.7
Old Adaminaby	M	23.5
Old Bar	F	44.2
Old Bar	M	48.6
Old Bonalbo	F	33.3
Old Bonalbo	M	30
Old Erowal Bay	F	49.6
Old Erowal Bay	M	50.9
Old Grevillia	F	35.3
Old Grevillia	M	81
Old Guildford	F	38.6
Old Guildford	M	59.1
Old Junee	F	61.7
Old Junee	M	69.8
Old Mill	F	75
Old Mill	M	37.5
Old Station	F	76.9
Old Station	M	81.3
Old Toongabbie	F	60.6
Old Toongabbie	M	70.5
Olinda (NSW)	F	116.7
Olinda (NSW)	M	75
One Mile (NSW)	F	53.8
One Mile (NSW)	M	49.7
One Tree	F	62.5
One Tree	M	83.3
Oolong	F	81
Oolong	M	91.3
Ooma	F	120
Ooma	M	100
Ootha	F	54.2
Ootha	M	61.8
Ophir	F	58.3
Ophir	M	66
Oran Park	F	66.2
Oran Park	M	78.6
Orange	F	55.4
Orange	M	63.7
Orange Grove (NSW)	F	63.6
Orange Grove (NSW)	M	80
Orangeville	F	64.8
Orangeville	M	78.7
Orchard Hills	F	58.8
Orchard Hills	M	72
Orient Point	F	36.9
Orient Point	M	37
Orton Park	M	53.8
Osborne (NSW)	F	77.8
Osborne (NSW)	M	66.7
Osterley (NSW)	F	57.6
Osterley (NSW)	M	68.1
Oswald	F	70.6
Oswald	M	90.9
Otford	F	65.5
Otford	M	73.2
Oura	F	63.7
Oura	M	66.7
Ourimbah	F	64.4
Ourimbah	M	71.6
Ournie	F	82.4
Ournie	M	118.2
Owens Gap	F	80.8
Owens Gap	M	94.1
Oxford Falls	F	45
Oxford Falls	M	52.5
Oxley (Balranald - NSW)	F	111.1
Oxley (Balranald - NSW)	M	75
Oxley Island	F	52.1
Oxley Island	M	57
Oxley Park	F	53.6
Oxley Park	M	65.5
Oxley Vale	F	52.4
Oxley Vale	M	64.2
Oyster Bay	F	65.7
Oyster Bay	M	73.9
Oyster Cove (NSW)	F	65.5
Oyster Cove (NSW)	M	66.7
Packsaddle	F	81.5
Packsaddle	M	85.4
Paddington (NSW)	F	67.8
Paddington (NSW)	M	73.4
Paddys Flat (Kyogle - NSW)	F	100
Paddys Flat (Kyogle - NSW)	M	100
Paddys River (Snowy Valleys - NSW)	F	30
Paddys River (Snowy Valleys - NSW)	M	41.7
Paddys River (Wingecarribee - NSW)	F	63.2
Paddys River (Wingecarribee - NSW)	M	77.8
Padstow	F	53.7
Padstow	M	65
Padstow Heights	F	51.9
Padstow Heights	M	64
Pages Creek	F	100
Pagewood	F	55.4
Pagewood	M	63.5
Palarang	F	59.1
Palarang	M	72.7
Paling Yards (Bathurst Regional - NSW)	M	50
Paling Yards (Oberon - NSW)	F	140
Paling Yards (Oberon - NSW)	M	60
Pallal	F	75
Pallal	M	72.2
Pallamallawa	F	48.4
Pallamallawa	M	64.2
Palm Beach (NSW)	F	50.4
Palm Beach (NSW)	M	61.2
Palm Grove (NSW)	F	45.8
Palm Grove (NSW)	M	61.1
Palmdale (NSW)	F	53.7
Palmdale (NSW)	M	48.1
Palmers Channel	F	57.4
Palmers Channel	M	66
Palmers Island	F	56.5
Palmers Island	M	59.2
Palmers Oaky	F	42.9
Palmers Oaky	M	61.5
Palmvale	F	48.4
Palmvale	M	51.4
Palmwoods (NSW)	F	35.9
Palmwoods (NSW)	M	39
Pambula	F	44.3
Pambula	M	51.6
Pambula Beach	F	52.5
Pambula Beach	M	54.4
Pampoolah	F	46
Pampoolah	M	44.8
Pan Ban	F	62.5
Pan Ban	M	87.5
Panania	F	57.1
Panania	M	66.1
Pangee	M	100
Panuara	F	72
Panuara	M	92.6
Pappinbarra	F	46.4
Pappinbarra	M	53.1
Paradise (NSW)	F	80
Paradise (NSW)	M	77.8
Paringi	F	37.5
Paringi	M	45.5
Parkes (NSW)	F	49.2
Parkes (NSW)	M	60.9
Parkesbourne	F	60
Parkesbourne	M	65.9
Parklea	F	68.8
Parklea	M	36.8
Parkville (NSW)	F	66.4
Parkville (NSW)	M	72.7
Parma	F	51.4
Parma	M	71.2
Parramatta	F	57
Parramatta	M	72.4
Parraweena	F	115.4
Parraweena	M	100
Patchs Beach	F	37.9
Patchs Beach	M	37.9
Paterson (NSW)	F	62
Paterson (NSW)	M	67.2
Patonga	F	29.2
Patonga	M	46.5
Paupong	F	100
Paupong	M	40
Paxton	F	47.8
Paxton	M	62.7
Paynes Crossing	F	31
Paynes Crossing	M	38.5
Paytens Bridge	F	70.6
Paytens Bridge	M	76.2
Peacock Creek	F	30.8
Peacock Creek	M	27.3
Peak Hill (NSW)	F	42.6
Peak Hill (NSW)	M	49.1
Peak View	F	34.8
Peak View	M	58.3
Peakhurst	F	50
Peakhurst	M	63.2
Peakhurst Heights	F	53.5
Peakhurst Heights	M	63.8
Pearces Creek	F	56.9
Pearces Creek	M	57.1
Pearl Beach	F	36.4
Pearl Beach	M	41
Peats Ridge	F	62.3
Peats Ridge	M	62.2
Peel	F	62.5
Peel	M	70.5
Peelwood	F	53.3
Peelwood	M	64.7
Pejar	F	48
Pejar	M	80
Pelaw Main	F	45.9
Pelaw Main	M	58
Pelican (NSW)	F	50.6
Pelican (NSW)	M	52.6
Pelton	F	63.4
Pelton	M	73.1
Pembrooke	F	56.9
Pembrooke	M	59.6
Pemulwuy	F	68
Pemulwuy	M	79.6
Pendle Hill	F	47.2
Pendle Hill	M	62.9
Pennant Hills	F	61
Pennant Hills	M	69.1
Penrith	F	50.5
Penrith	M	63.3
Penrose	F	52.7
Penrose	M	52.5
Penshurst (NSW)	F	58.7
Penshurst (NSW)	M	68.6
Perthville	F	62.1
Perthville	M	72
Petersham	F	68.5
Petersham	M	71
Pheasants Nest	F	63.3
Pheasants Nest	M	70.8
Phegans Bay	F	66.1
Phegans Bay	M	71.2
Phillip Bay	F	58.7
Phillip Bay	M	62.2
Phoenix Park	F	47.2
Phoenix Park	M	65
Piallamore	F	63.4
Piallamore	M	66
Piallaway	F	63
Piallaway	M	85.7
Piambong	F	69.8
Piambong	M	60.9
Picketts Valley	F	62.8
Picketts Valley	M	70.4
Picnic Point	F	61.7
Picnic Point	M	69.6
Picton (NSW)	F	63.4
Picton (NSW)	M	71.8
Pigeonbah	M	100
Piggabeen	F	55.2
Piggabeen	M	57.9
Pillar Valley	F	52.2
Pillar Valley	M	45.8
Pilliga	F	46.5
Pilliga	M	41.5
Pimlico (NSW)	F	53.6
Pimlico (NSW)	M	60.3
Pindaroi	F	52.6
Pindaroi	M	50
Pindimar	F	47.4
Pindimar	M	48.3
Pine Camp	F	37.5
Pine Camp	M	50
Pine Clump	M	100
Pine Grove (NSW)	M	125
Pine Lodge (NSW)	F	64
Pine Lodge (NSW)	M	72.7
Pine Ridge	F	62.8
Pine Ridge	M	77.1
Pine Valley	F	90.9
Pine Valley	M	35.7
Piney Range	F	40
Piney Range	M	71.4
Pinkett	F	59.1
Pinkett	M	69.2
Pinnacle (NSW)	F	65
Pinnacle (NSW)	M	68.4
Pinnacle Swamp	F	47.1
Pinnacle Swamp	M	92.3
Piora	F	58.3
Piora	M	59
Pipeclay	F	41.4
Pipeclay	M	42.4
Pitnacree	F	68.8
Pitnacree	M	76.2
Pitt Town	F	68.6
Pitt Town	M	77.3
Pitt Town Bottoms	F	54.3
Pitt Town Bottoms	M	58.5
Pleasant Hills	F	48.1
Pleasant Hills	M	50.9
Pleasure Point	F	75.5
Pleasure Point	M	80.7
Plumpton (NSW)	F	59.7
Plumpton (NSW)	M	71.4
Point Clare	F	52.9
Point Clare	M	62.3
Point Frederick	F	50.2
Point Frederick	M	60.5
Point Piper	F	47.8
Point Piper	M	64.1
Pointer Mountain	M	60
Pokolbin	F	58.6
Pokolbin	M	64
Pola Creek	F	51.7
Pola Creek	M	62.5
Polo Flat	F	110
Polo Flat	M	28.6
Pomeroy	F	52.2
Pomeroy	M	54.8
Pomona (NSW)	F	49.1
