SSC_NAME16	unemployment
Mia Mia (Vic.)	9.9
Mickleham	4.7
Middle Park (Vic.)	4.6
Miepoll	3.9
Milawa	3.5
Mildura	8.5
Mill Park	6.8
Millgrove	10.1
Milltown	10
Miners Rest	3.7
Minhamite	6
Minjah	12.5
Minyip	5.6
Miram	12
Mirboo	4.8
Mirboo North	5.9
Mitcham (Vic.)	5.5
Mitchell Park (Vic.)	6.3
Mitiamo	9.8
Mitta Mitta	9
Modewarre	1.9
Moe	13.8
Moe South	3
Moliagul	9.7
Mologa	23.1
Molyullah	8.2
Monbulk	3.1
Monegeetta	6.1
Mont Albert	5.3
Mont Albert North	5.8
Montmorency	4.1
Montrose (Vic.)	4
Moolap	5.6
Moolerr	20
Moondarra	21.1
Moonee Ponds	5.3
Moonlight Flat (Mount Alexander - Vic.)	7.3
Moorabbin	6.4
Moorabool	16.3
Moormbool West	20
Moorooduc	2.2
Mooroolbark	5.2
Mooroopna	7.6
Moranding	3.2
Mordialloc	4.6
Moriac	2.3
Mornington (Vic.)	5.1
Morrisons	11.6
Mortlake (Vic.)	6.3
Morwell	14.5
Mossiface	6.7
Mount Beauty	6.4
Mount Bolton	14.3
Mount Buller	6.1
Mount Camel	6.8
Mount Clear	7.2
Mount Cottrell	5.8
Mount Dandenong	2.5
Mount Doran	18.8
Mount Duneed	4.5
Mount Egerton	4.3
Mount Eliza	4.3
Mount Evelyn	4.5
Mount Glasgow	22.6
Mount Helen	7.6
Mount Macedon	6.4
Mount Martha	3.9
Mount Moriac	5.2
Mount Pleasant (Vic.)	9.9
Mount Prospect	10.3
Mount Rowan	5
Mount Taylor	10.2
Mount Toolebewong	16.7
Mount Wallace	15.1
Mount Waverley	6.6
Moyhu	1.5
Moyston	1.8
Muckatah	9.1
Muckleford	10.4
Mudgegonga	2.6
Mulgrave (Vic.)	6.3
Munro	6.6
Murchison (Vic.)	6
Murchison East	11.8
Murchison North	2.8
Murgheboluc	5.5
Murrabit	4.2
Murrayville	2.2
Murrumbeena	6.7
Murtoa	4.6
Myers Flat	3.7
Myola (Vic.)	15.8
Myrniong	6
Myrtleford	5.2
Mystic Park	9.1
Nagambie	4.9
Nambrok	4
Nandaly	25
Nangiloc	22
Nanneella	2.3
Napoleons	4.8
Nar Nar Goon	3.4
Nar Nar Goon North	2.6
Narbethong (Vic.)	11.2
Nareen	6.7
Nariel Valley	11.1
Naroghid	7
Narracan	3.7
Narrawong	7.3
Narre Warren	7.7
Narre Warren East	3.8
Narre Warren North	4.4
Narre Warren South	7
Nathalia	4.1
Natimuk	3.6
Navigators	4.1
Nayook	17.4
Neerim East	2.9
Neerim South	5
Neilborough	3.7
Nelson (Vic.)	9.7
Nerrena	3.3
Nerrina	4.3
Netherby (Vic.)	5.4
New Gisborne	4.4
Newborough	11
Newbridge (Vic.)	7.9
Newcomb	8
Newham	4.5
Newhaven	1.5
Newington (Vic.)	6.1
Newlands Arm	4.8
Newlyn North	4.8
Newmerella	6.9
Newport (Vic.)	4.5
Newry	4.9
Newstead (Vic.)	5.2
Newtown (Golden Plains - Vic.)	10.7
Newtown (Greater Geelong - Vic.)	4.9
Nhill	3.6
Nichols Point	3.5
Nicholson (Vic.)	5.5
Niddrie	4.3
Nilma	2.4
Nilma North	4.2
Nine Mile (Vic.)	37.5
Noble Park	10.2
Noble Park North	8.3
Noojee	10.4
Noorat	4.4
Noorinbee	8.6
Norlane	17.9
Norong	5.8
North Bendigo	8
North Geelong	7.5
North Melbourne	11.2
North Shore (Vic.)	5.7
North Wangaratta	5.4
North Warrandyte	4
North Wonthaggi	6.1
Northcote	4.8
Northwood (Vic.)	3.7
Notting Hill	12.9
Nowa Nowa	12.2
Nullawarre	3.4
Numurkah	5
Nunawading	5.5
Nungurner	2.5
Nurran	100
Nutfield	8.7
Nyah	7.7
Nyah West	11.8
Nyora (Vic.)	5.5
Oak Park	6.2
Oaklands Junction	2.6
Oakleigh	6.9
Oakleigh East	8.6
Oakleigh South	6
Ocean Grove	4.3
Officer	4.8
Officer South	6.8
Olinda (Vic.)	4.8
Ombersley	5.8
Omeo	4.6
Orbost	9.7
Orford (Vic.)	6
Ormond	6.1
Orrvale	7.3
Osbornes Flat	2.4
Outtrim	2.7
Ouyen	3.8
Oxley (Vic.)	1.6
Pakenham	6.9
Pakenham Upper	4.6
Panmure	1.9
Panton Hill	4.5
Paradise (Vic.)	14.3
Paradise Beach	15.7
Paraparap	3.4
Park Orchards	4.5
Parkdale	4.7
Parkville (Vic.)	12.3
Pascoe Vale	6.3
Pascoe Vale South	5.6
Patho	4.7
Patterson Lakes	4.6
Paynesville (Vic.)	6.5
Pearcedale	4.4
Pearsondale	9.5
Peechelba	3.2
Penshurst (Vic.)	4.1
Pentland Hills	7.9
Percydale	30
Peterborough (Vic.)	4.3
Pheasant Creek (Vic.)	4.6
Piangil	2.5
Picola	4
Pimpinio	4.4
Pine Lodge (Vic.)	2.8
Pioneer Bay	16.7
Pipers Creek	5.9
Pirron Yallock	6.7
Pittong	42.9
Plenty (Vic.)	4.1
Plumpton (Vic.)	5.7
Point Cook	7.3
Point Leo	5.3
Point Lonsdale	4.4
Pomborneit	7.9
Pomonal	2.3
Poowong	4.3
Poowong North	3
Porepunkah	3
Port Albert	10.8
Port Campbell	2.1
Port Fairy	4.3
Port Melbourne	4
Port Welshpool	11.3
Portarlington	9.3
Portland (Vic.)	7.4
Portland North	4.6
Portland West	6.1
Portsea	4.3
Powelltown	3.5
Prahran	4.9
Preston (Vic.)	7.4
Princes Hill	4.7
Princetown	4.2
Puckapunyal	2.7
Purnim	3.8
Pyalong	5.6
Pyramid Hill	6.4
Quambatook	11.5
Quantong	2.8
Quarry Hill	5.6
Queenscliff (Vic.)	1.7
Raglan (Vic.)	5.8
Rainbow	4.9
Ravenswood (Vic.)	2.6
Ravenswood South	7.9
Rawson	6.8
Raymond Island	4.1
Raywood	9.6
Red Cliffs	6.8
Red Hill (Vic.)	3.6
Red Hill South	3.2
Red Lion	23.6
Redan	9.2
Redbank (Vic.)	13.5
Redcastle	12.5
Redesdale	5.5
Reedy Creek (Vic.)	4.8
Reefton (Vic.)	10.3
Research	3.8
Reservoir (Vic.)	8.3
Rhyll	4.4
Richmond (Vic.)	4.9
Riddells Creek	3.5
Riggs Creek	18.2
Ringwood (Vic.)	6.8
Ringwood East	5.2
Ringwood North	4.7
Ripplebrook	4.4
Rippleside	3.7
Ripponlea	5.5
Robertsons Beach	35
Robinvale	6.5
Rochester (Vic.)	5.3
Rockbank	8.5
Rokeby (Vic.)	2.8
Romsey	4.6
Rosanna	5.8
Rosebrook (Vic.)	9.4
Rosebud	6
Rosebud West	6.8
Rosedale (Vic.)	7.8
Rosewhite	4.2
Ross Creek (Vic.)	3.6
Rowsley	4.6
Rowville	5.1
Roxburgh Park	11
Rupanyup	6.7
Rushworth	5.7
Rutherglen	4.8
Ryanston	4.4
Rye	5.6
Safety Beach (Vic.)	4.2
Sailors Gully	8.7
Sailors Hill	8.1
Sale	6.7
San Remo (Vic.)	3.4
Sandford (Vic.)	5.2
Sandhurst	4.2
Sandon (Vic.)	12.1
Sandringham (Vic.)	4.3
Sandy Creek (Vic.)	3.1
Sandy Point (Vic.)	3
Sarsfield	2.9
Sassafras (Vic.)	4.3
Scarsdale	9.6
Scoresby	6.6
Scotsburn	4.1
Scotts Creek (Vic.)	2.2
Sea Lake	8.9
Seabrook	7.9
Seaford (Vic.)	7.1
Seaholme	4.7
Seaspray	7.9
Seaview	11.7
Sebastian	7.6
Sebastopol (Vic.)	10
Seddon (Vic.)	5.7
Sedgwick	3.2
Selby	5.7
Seville	4.7
Seville East	3.5
Seymour (Vic.)	7.1
Shady Creek	3
Shelbourne	3.1
Shelford	8.6
Shepherds Flat	7
Shepparton	8.1
Shepparton East	3.2
Shepparton North	5.3
Sherbrooke	5.1
Shoreham	2.4
Silvan	2.6
Silverleaves	3.8
Simpson (Vic.)	3
Simpsons Creek	21.7
Simson	10
Skenes Creek	4.3
Skipton	4.8
Skye (Vic.)	5.5
Smeaton	10.8
Smiths Beach	4.1
Smiths Gully	4.8
Smythes Creek	6.6
Smythesdale	5.6
Snake Valley	7.8
Soldiers Hill (Vic.)	8.5
Somers	5.6
Somerville (Vic.)	4.6
Sorrento (Vic.)	4.6
South Dudley	11.5
South Geelong	5.4
South Kingsville	5.5
South Melbourne	6.1
South Morang	6.2
South Yarra	5.3
Southbank	7.8
Speed	7.9
Spotswood	5.2
Spring Gully (Vic.)	5.8
Spring Hill (Vic.)	3.2
Springhurst	4.4
Springmount	5.2
Springvale (Vic.)	11.7
Springvale South	9.6
St Albans (Vic.)	13.6
St Albans Park	5.5
St Andrews (Vic.)	3.3
St Andrews Beach	4.7
St Arnaud	6.2
St Germains	10
St Helena	3.8
St James (Vic.)	8.9
St Kilda (Vic.)	5.8
St Kilda East	4.7
St Kilda West	5
St Leonards (Vic.)	8.5
Stanhope (Vic.)	4.8
Stanley (Vic.)	1.8
Stawell	6
Steels Creek	7.1
Stockdale	10.3
Stony Creek (South Gippsland - Vic.)	2.2
Stradbroke	11.1
Strangways	10.8
Stratford (Vic.)	5.6
Strath Creek	5.1
Strathallan	6
Strathbogie	4.9
Strathdale	5.6
Strathewen	3.3
Strathfieldsaye	3.9
Strathkellar	7
Strathlea	27.3
Strathmerton	6.1
Strathmore (Vic.)	4.5
Strathmore Heights	5.1
Streatham	6.2
Strzelecki (Vic.)	12.3
Sulky	2.2
Sunbury	6.3
Sunday Creek	5.5
Sunderland Bay	6.2
Sunset Strip (Vic.)	4.6
Sunshine (Vic.)	11.4
Sunshine North	12.4
Sunshine West	12.5
Surf Beach (Vic.)	3.6
Surrey Hills	4.6
Sutherlands Creek	6.7
Swan Hill	4.8
Swan Marsh	4.1
Swan Reach (Vic.)	4.1
Swanpool	4.2
Swifts Creek	5.6
Sydenham (Vic.)	9
Tabilk	5
Taggerty	7.6
Tahara Bridge	25
Talbot (Vic.)	14.3
Talgarno	2.7
Tallandoon	7.8
Tallangatta	6.3
Tallangatta East	10
Tallarook	5.2
Tallygaroopna	1.9
Tambo Upper	2.3
Tamleugh	8.3
Tangambalanga	3.1
Tanjil Bren	75
Tanjil South	6.5
Taradale (Vic.)	3.3
Tarnagulla	14.7
Tarneit	8.3
Tarrawarra	10
Tarrawingee	1.6
Tarrengower	11.8
Tarrington	3.1
Tarrone	7.3
Tarwin	10.3
Tarwin Lower	7.6
Tatong	2
Tatura	5.5
Tatura East	6.3
Tawonga	2.6
Tawonga South	3.3
Taylors Hill	6.6
Taylors Lakes	6
Tecoma	4.1
Teesdale (Vic.)	5.4
Templestowe	5.7
Templestowe Lower	5.9
Tempy	10.7
Tenby Point	6.2
Terang	4.1
Tetoora Road	10.3
The Basin (Vic.)	5
The Gurdies	4.1
The Honeysuckles	8.8
The Patch	3.2
The Sisters	3.8
Thomastown	10
Thomson (Greater Geelong - Vic.)	9.1
Thornbury	5.5
Thorpdale	7.9
Thorpdale South	23.1
Three Bridges	2.9
Timboon	4.1
Timor West	28.6
Tinamba	2.1
Tol Tol	13
Tolmie	2.6
Tongala	5.2
Tonghi Creek	37.5
Tonimbuk	2.8
Tooborac	6
Toolamba	3.9
Toolamba West	4.7
Toolangi	5.4
Toolern Vale	2.4
Toolleen	7.8
Toolong	6.3
Toongabbie (Vic.)	7.7
Toora (Vic.)	5.4
Toora North	5.7
Tooradin	2.1
Toorak	4.2
Toorloo Arm	4.4
Tootgarook	6.8
Torquay (Vic.)	4
Torrumbarry	2.3
Tower Hill	12.5
Towong	8.3
Trafalgar (Vic.)	5.6
Trafalgar East	5.6
Trafalgar South	3.4
Traralgon	7.7
Traralgon East	4.2
Traralgon South	6.5
Travancore	9.8
Trawalla	3.9
Tremont	7.5
Trentham	3
Tresco	4.4
Tresco West	10.8
Trida	19.4
Truganina	8.2
Tuerong	3.2
Tullamarine	7.2
Tungamah	4.7
Turtons Creek	27.3
Tyaak	13
Tyabb	4.3
Tyers	5
Tylden	3.2
Tynong	6.8
Tynong North	4
Tyntynder South	6.5
Tyrendarra	6.3
Ultima	5.4
Undera	6.5
Underbool	5.4
Upper Ferntree Gully	4.9
Upper Gundowring	5.1
Upper Plenty	4.3
Upwey	5.5
Valencia Creek	4.8
Vaughan	13
Vectis	2.8
Ventnor (Vic.)	5.8
Venus Bay (Vic.)	11
Vermont	5.4
Vermont South	6.8
Vervale	22.2
Viewbank	5.1
Vinifera	3.3
Violet Town	5.3
Vite Vite	15
Waaia	2.3
Wahgunyah	5.5
Waldara	1.5
Walhalla	17.6
Walkerville (Vic.)	8.6
Wallacedale	6.3
Wallan	6
Wallington	2.4
Walmer (Vic.)	8.5
Walpa	5.6
Walwa	3.5
Wandana Heights	3.8
Wandiligong	4.1
Wandin East	4.5
Wandin North	3.8
Wandong	4.1
Wangarabell	75
Wangaratta (Vic.)	5.5
Wangaratta South	3.4
Wangoom	4.4
Wannon	5.8
Wantirna	5.8
Wantirna South	6.2
Waranga Shores	5.4
Warburton (Vic.)	7.2
Wareek	9.1
Wargan	7.5
Warncoort	3.9
Warneet	8.8
Warracknabeal	5
Warragul	5.7
Warragul South	2.6
Warrak	16.7
Warrandyte	4.5
Warrandyte South	2.7
Warranwood	4.6
Warrenbayne	4.1
Warrenheip	5
Warrion	8.1
Warrnambool	5.5
Watchem West	17.6
Waterford Park	3
Waterways	4.4
Watsonia	5.1
Watsonia North	4.6
Watsons Creek (Vic.)	11.5
Wattle Bank	4.5
Wattle Flat (Vic.)	7.7
Wattle Glen	4
Waubra	5.3
Waurn Ponds	8
Waygara	43.8
Wedderburn (Vic.)	9
Weerite	4.4
Wellsford	3.8
Welshmans Reef	6.7
Welshpool (Vic.)	3.6
Wendouree	11.1
Werribee	8.8
Werribee South	7.2
Werrimull	6.3
Wesburn	5.2
West Bendigo	4
West Creek	6.6
West Footscray	8.7
West Melbourne	8.5
West Wodonga	5.8
Westbury (Vic.)	8.4
Westmeadows	6.6
Westmere	20
Whanregarwen	10.4
Wharparilla	3.1
Wheatsheaf	2.8
Wheelers Hill	5.8
White Hills (Vic.)	7.3
Whiteheads Creek	4.7
Whittington	10.6
Whittlesea	4.4
Whorouly South	11.4
Wilby	7.9
Wildwood	4.8
Willaura	6.5
Williams Landing	8.6
Williamstown (Vic.)	5
Williamstown North	7.5
Willow Grove	6.1
Willung South	5.9
Wimbledon Heights	7.4
Winchelsea	5.3
Winchelsea South	4.6
Windermere (Vic.)	5.6
Windsor (Vic.)	4.2
Winslow	5.1
Wiseleigh	10.5
Wodonga	7.2
Wollert	6.5
Won Wron	3.8
Wonga Park	4.4
Wonthaggi	8.9
Wood Wood	12.5
Woodend (Vic.)	5
Woodend North	4.3
Woodford (Vic.)	5.1
Woodside (Vic.)	5.8
Woodstock (Vic.)	7
Woodvale (Vic.)	7.3
Woolamai	9.1
Woolsthorpe	4.9
Woomelang	4
Wooragee	1.8
Woori Yallock	5.1
Woorinen	2.5
Woorinen North	9.3
Woorinen South	4.7
Woorndoo	5
Wunghnu	9
Wurruk	5.4
Wy Yung	4
Wycheproof	3.4
Wye River	8.1
Wyndham Vale	8.5
Wyuna (Vic.)	2.3
Yaapeet	7.7
Yackandandah	3.6
Yalca	4.4
Yallambie	4.3
Yallourn	3.8
Yallourn North	11.6
Yambuk	3.1
Yan Yean	7.3
Yanakie	2.3
Yannathan	2.9
Yapeen	7.1
Yarck	3.8
Yarpturk	8.1
Yarra Glen	3.2
Yarra Junction	4.6
Yarragon	4.3
Yarragon South	3.6
Yarram	6
Yarrambat	3.7
Yarraville	5.1
Yarrawonga (Vic.)	5.4
Yarroweyah	4.1
Yea	5.7
Yellingbo	5.1
Yelta (Vic.)	6.2
Yendon	6.9
Yeodene	6.3
Yering	6
Yinnar	7.5
Yinnar South	3.7
Youanmite	12.5
Yuroke	6.6
No usual address (Vic.)	23.2
Abergowrie	2.7
Abington (Qld)	8.6
Acacia Ridge	14.5
Acland	25
Adare	3.5
Adelaide Park	5.3
Advancetown	3.5
Aeroglen	1.9
Agnes Water	10.9
Airlie Beach	5.4
Airville	2.1
Aitkenvale	11.6
Alabama Hill	5
Albany Creek	4.7
Alberton (Qld)	5.4
Albion (Brisbane - Qld)	5.1
Alderley	4.5
Aldershot	18.3
Alexandra (Qld)	7
Alexandra Headland	7
Alexandra Hills	6.4
Algester	7.4
Alice River	5.7
Allandale (Qld)	18.2
Allenstown	12.9
Allenview	8.8
Alligator Creek (Mackay - Qld)	6.2
Alligator Creek (Townsville - Qld)	4.3
Allora	4.9
Alloway	6.2
Aloomba	7.9
Alpha	1.9
Alton Downs	6.2
Alva	5.4
Amamoor	6.5
Amamoor Creek	16.7
Amberley	1.8
Ambrose	16.8
Amby	9.3
Amiens	5.6
Amity	3.5
Andergrove	10.1
Anderleigh	20
Annandale (Qld)	6.8
Annerley	7.6
Anstead	4.6
Antigua	6.3
Apple Tree Creek	4.6
Applethorpe	5.2
Araluen (Qld)	8.5
Aramac	8.1
Arana Hills	5.6
Aratula (Qld)	7.6
Arcadia (Qld)	12.9
Archerfield	12.6
Argoon (Qld)	9.7
Armstrong Beach	9.5
Armstrong Creek (Qld)	1.8
Aroona	4.9
Arriga	6.4
Arundel	7.4
Ascot (Brisbane - Qld)	4.9
Ashfield (Qld)	4.6
Ashgrove	4.7
Ashmore	6.7
Ashwell	6.7
Aspley	6.1
Atherton	7.4
Athol	4
Atkinsons Dam	15.6
Auchenflower	7.1
Augathella	4.6
Augustine Heights	5.8
Aurukun	37.7
Austinville	8.9
Avenell Heights	10.1
Avoca (Qld)	8.2
Avondale (Qld)	15.3
Ayr	6.5
Babinda (Qld)	12
Badu Island	8.3
Baffle Creek	19
Bahrs Scrub	7.4
Bajool	8.9
Bakers Creek (Qld)	9.2
Balberra	6.5
Bald Hills (Qld)	7
Bald Knob	5.6
Balgal Beach	14.4
Ball Bay	15.2
Ballandean	2.9
Ballard	6.3
Ballogie	15
Balmoral (Qld)	5
Balnagowan	4.3
Bamaga	9
Bambaroo	13.1
Banana	6.1
Bangalee (Qld)	6.3
Banks Pocket	5.7
Banksia Beach	8.6
Bannockburn (Qld)	5.5
Banyo	6.8
Baralaba	6
Barcaldine	2
Bardon	4.9
Baree	11.9
Barellan Point	7.1
Bargara	8.9
Barlows Hill	6.5
Barmaryee	5.3
Barney Point	21.1
Barrine	4.2
Barringha	27.3
Bartle Frere	7.1
Basalt (Qld)	3
Basin Pocket	10.1
Battery Hill	8.9
Bauple	11.5
Bayview Heights	4.9
Beachmere	9.6
Beaconsfield (Qld)	8.5
Beaudesert	9.4
Beecher	7.2
Beechmont	7.4
Beelbi Creek	9.8
Beenaam Valley	17.9
Beenleigh	12.6
Beerburrum	6.8
Beerwah	6.9
Belgian Gardens	8.9
Belivah	6.9
Bell (Qld)	4.4
Bella Creek	18.8
Bellara	9.7
Bellbird Park	9.2
Bellbowrie	5.6
Bellenden Ker	7.9
Belli Park	7.3
Bellmere	11.6
Bells Bridge	8.3
Bells Creek	8.3
Bellthorpe	7.8
Belmont (Qld)	4.8
Belvedere	6.8
Bemerside	5.4
Benaraby	10.3
Benarkin North	25
Benowa	5.9
Bentley Park	7.8
Berajondo	11.5
Berrinba	7
Berserker	12.2
Bethania	8.5
Biarra	4.8
Biboohra	7.6
Biddaddaba	8.2
Biddeston	3.4
Bidwill (Qld)	7.7
Biggenden	8.3
Biggera Waters	9
Bilinga	6.4
Biloela	4
Bilyana	7.1
Bingil Bay	11.8
Birdsville	7.4
Birkalla	4.3
Birkdale	5.7
Birtinya	6.9
Black Jack	5.3
Black Mountain (Qld)	5.1
Black River (Qld)	7.7
Blackall	4.2
Blackbutt (Qld)	11.1
Blackbutt North	6.4
Blackbutt South	8.5
Blackrock	4.2
Blacks Beach	11.7
Blacksoil	7.9
Blackstone	6.6
Blackwater	6.5
Blanchview	10.5
Blenheim	4.3
Bli Bli	6.7
Bloomfield	12.7
Bloomsbury	8.1
Blue Mountain Heights	2.6
Bluewater	9.2
Bluewater Park	6.7
Bluff	2.8
Bogie	3.7
Bohle	7.9
Bohle Plains	5.9
Boigu Island	5.7
Bokarina	6.5
Bollier	12.9
Bollon	3.5
Bombeeta	5.9
Bondoola	9
Bongaree	9.5
Bonnie Doon (Qld)	3.3
Bonogin	5.7
Bony Mountain	10.8
Boodua	8.7
Boogan	4.7
Booie	3.2
Boolboonda	16.7
Boonah (Qld)	7.5
Boondall	6.7
Boonooroo	11.2
Booral (Qld)	10.1
Booroobin	7.3
Booval	12.7
Booyal	6.5
Boreen Point	7
Boronia Heights	10.3
Bororen	6.1
Bouldercombe	6
Boulia	7.8
Bowen	8.1
Bowen Hills	7.2
Bowenville	2.1
Boyland	6.4
Boyne Island	11.2
Boyne Valley	7.9
Bracewell	7.1
Bracken Ridge	6.6
Braemeadows	3.6
Braemore	16.4
Bramston Beach	13.2
Brandon	4.2
Brandy Creek (Qld)	8.6
Branyan	8.4
Brassall	9.2
Bray Park (Qld)	7.7
Breakaway	2.4
Breddan	6.8
Brendale	8.8
Bridgeman Downs	4.9
Bridges	2.5
Brigalow	5.2
Brightly	9.1
Brighton (Qld)	5.6
Brightview	9.7
Brinsmead	5
Brisbane City	11.4
Broadbeach	6.3
Broadbeach Waters	6
Broadwater (Qld)	3.8
Bromelton	3.8
Brookfield (Qld)	5.9
Brookhill	10.5
Brooklands	5.6
Brookstead	2.6
Brookwater	4.8
Brooloo	7.5
Broughton (Qld)	4.2
Browns Plains (Qld)	10.7
Broxburn	6.2
Brush Creek	14.3
Bryden	27.3
Buaraba	9.9
Bucasia	9.3
Bucca (Qld)	10.2
Buccan	5.1
Buddina	7.5
Buderim	6.8
Bulgun	2
Bulimba	4.4
Bullyard	15.1
Bunburra	7.3
Bundaberg Central	7.3
Bundaberg East	10.1
Bundaberg North	14.4
Bundaberg South	17.5
Bundaberg West	14.7
Bundall	5.3
Bundamba	10.5
Bungadoo	10.7
Bungalow	12.6
Bungundarra	8.3
Bunya	3.2
Bunya Creek	7.3
Burbank	5.3
Burdell	5.8
Burgowan	27.8
Burketown	6.8
Burleigh Heads	5.7
Burleigh Waters	5.5
Burncluith	5.6
Burnett Heads	12
Burnside (Qld)	7.5
Burpengary	7.2
Burpengary East	5.6
Burrum Heads	13.2
Burrum River	14.1
Burrum Town	15.2
Burua	8.4
Bushland Beach	8.4
Butchers Creek	5.5
Buxton (Qld)	14.3
Byee	25
Byfield	13.1
Bymount	15.8
Cabarlah	3.8
Caboolture	12.1
Caboolture South	14.3
Cairns City	9
Cairns North	8.4
Calamvale	8
Calavos	6.6
Calen	5.2
Calico Creek	4.5
Calliope (Qld)	9.8
Caloundra	9.8
Caloundra West	7.4
Calvert (Qld)	9.7
Cambooya	5
Cambroon	11.5
Camira (Qld)	8
Camooweal	4.3
Camp Creek (Qld)	9
Camp Hill	4.5
Camp Mountain	3.5
Campwin Beach	6.9
Canina	7.1
Canningvale	4.1
Cannon Hill	6
Cannon Valley	4.5
Cannonvale	6.8
Canungra	3.9
Capalaba	6.6
Cape Cleveland	19.7
Cape Tribulation	4.2
Capella	5.7
Captain Creek	18.8
Caravonica	5.7
Carbrook	5.9
Cardwell	9.9
Carina (Qld)	4.9
Carina Heights	5.6
Carindale	5.4
Carmila	6
Carmoo	9.2
Carpendale	3.8
Carrara	6.5
Carrington (Qld)	3
Carruchan	9.3
Carseldine	5.7
Carters Ridge	5.8
Cashmere	4.5
Cassowary	7.2
Castaways Beach	4.1
Castle Hill (Qld)	3.3
Causeway Lake	13.6
Cawarral	6.6
Cawdor (Qld)	2.2
Cecil Plains	4.7
Cedar Creek (Gold Coast - Qld)	5.6
Cedar Creek (Moreton Bay - Qld)	4.7
Cedar Grove	5.6
Cedar Pocket	6.5
Cedar Vale	5.4
Cedarton	12.1
Centenary Heights	6.8
Chambers Flat	6.4
Chandler (Qld)	5
Chapel Hill (Qld)	6.7
Charleville	5.8
Charlton (Qld)	4.5
Charlwood	4.5
Charters Towers City	15.7
Chatsworth (Qld)	9.6
Chelmer	5.6
Chelona	5.5
Cherbourg	50
Chermside	7.7
Chermside West	5.9
Cherry Creek	12
Chevallum	6.4
Chewko	12.5
Childers (Qld)	9.5
Chillagoe	15.2
Chinchilla	7.4
Churchable	14.6
Churchill (Qld)	13
Chuwar	4.6
Clagiraba	4.8
Clairview	6.5
Clare (Qld)	7.9
Clarendon (Qld)	3.6
Clayfield	5.3
Clear Island Waters	5.4
Clear Mountain	8
Clermont	5.2
Cleveland (Qld)	6
Clifton (Qld)	8.2
Clifton Beach (Qld)	7.7
Clinton (Qld)	11
Clintonvale	8.6
Cloncurry	4.8
Clontarf (Moreton Bay - Qld)	7.4
Closeburn	5
Cloyna	5.9
Cluden	9.5
Clumber	10
Coal Creek	11.5
Coalfalls	8.4
Cobraball	23.7
Coconuts	9.4
Coen	24.9
Coes Creek	5
Coles Creek	21.7
Coleyville	7.8
Collingwood Park (Qld)	9.3
Collinsville (Qld)	12.7
Colosseum	7.9
Columbia	9.6
Columboola	7.1
Comet	1.9
Condamine	2.8
Condamine Farms	42.9
Condon	11
Conondale	9.1
Conway	6.5
Conway Beach	9.1
Coochiemudlo Island	11.6
Coochin Creek	10
Cooee Bay	13.5
Cooktown	4.5
Coolabine	12.5
Coolana	3.4
Coolangatta (Qld)	7.1
Coolbie	5.3
Coolmunda	9.1
Cooloola Cove	14.5
Cooloolabin	11.4
Coolum Beach	7
Coombabah	8.2
Coomera	8
Coominya	9.2
Coonarr	16.2
Coopers Plains	10.1
Cooran	8.4
Cooranga	6.1
Cooroibah	5.7
Coorooman	11.6
Cooroy	7.3
Cooroy Mountain	4.9
Coorparoo	5.3
Cootharaba	13.6
Coowonga	9.6
Cooya Beach	3.8
Cooyar	19.4
Coppabella (Qld)	1.4
Coral Cove	8.4
Coral Sea	4.2
Cordalba	12.7
Cordelia	8
Corinda	5.8
Cornubia	5.4
Cosgrove (Qld)	3
Cotswold Hills	3.3
Cottonvale (Qld)	5.9
Coulson	7
Coverty	20.9
Cow Bay	6
Cowley Beach	35.3
Cracow	14.3
Craiglie	2
Craignish	8.2
Cranbrook (Qld)	10.7
Cranley	5.7
Crawford	3.7
Cremorne (Qld)	18.8
Cressbrook	5.8
Crestmead	11.6
Crimea	37.5
Crohamhurst	6.6
Crossdale	12
Crossroads	6.1
Crowley Vale	15.8
Crows Nest (Qld)	8.3
Croydon (Qld)	6.8
Cryna	4.5
Cullinane	5.4
Cungulla	7.8
Cunnamulla	6.4
Curra	15.9
Currajong	10.4
Curramore (Qld)	3.2
Currimundi	7.4
Currumbin	6
Currumbin Valley	5.7
Currumbin Waters	6.7
Curtis Island	1.2
Cypress Gardens	26.7
D'Aguilar	7.7
Dagun	6.8
Daisy Hill (Qld)	7.1
Dajarra	8.1
Dakabin	6.9
Dakenba	3.8
Dalby	7
Dalcouth	11.3
Dallarnil	11
Dalma	10.6
Dalrymple Creek	5.4
Dalrymple Heights	13
Dalveen	5.9
Dalysford	16.3
Damascus	7.5
Damper Creek	16.7
Danbulla	13.6
Danderoo	20
Dargal Road	4.4
Darling Heights	13
Darra	9.7
Darts Creek	10.5
Dauan Island	6.8
Dayboro	4.3
Deagon	7.6
Deception Bay	12
Deebing Heights	4.3
Deepwater (Qld)	27.8
Deeragun	12.7
Deeral	8.3
Degarra	37.5
Degilbo	11.1
Delan	18
Delaneys Creek	5.8
Depot Hill	18.6
Derrymore	7
Deuchar	5.8
Devereux Creek	6.8
Diamond Valley	6.1
Diamondvale	9.4
Dicky Beach	8.7
Didcot	24.1
Diddillibah	6.2
Dimbulah	7.1
Dingo	2.4
Dingo Beach	14.3
Dinmore	17.1
Dirnbir	9.1
Dirranbandi	7.3
Dittmer	10.3
Diwan	4.8
Djarawong	6.1
Djuan	6
Dolphin Heads	11.3
