SSC_NAME16	AgeStudent	Sex	students
Bangalow	15-19	F	46
Bangalow	15-19	M	35
Bangalow	20-24	F	10
Bangalow	20-24	M	10
Bangalow	25+	F	40
Bangalow	25+	M	25
Bango	5-14	F	3
Bango	5-14	M	5
Bango	15-19	F	3
Bango	15-19	M	3
Bango	25+	F	3
Bangor (NSW)	0-4	F	41
Bangor (NSW)	0-4	M	53
Bangor (NSW)	5-14	F	284
Bangor (NSW)	5-14	M	356
Bangor (NSW)	15-19	F	139
Bangor (NSW)	15-19	M	164
Bangor (NSW)	20-24	F	73
Bangor (NSW)	20-24	M	68
Bangor (NSW)	25+	F	83
Bangor (NSW)	25+	M	43
Banksia	0-4	F	27
Banksia	0-4	M	30
Banksia	5-14	F	188
Banksia	5-14	M	165
Banksia	15-19	F	77
Banksia	15-19	M	79
Banksia	20-24	F	51
Banksia	20-24	M	55
Banksia	25+	F	91
Banksia	25+	M	68
Bankstown	0-4	F	220
Bankstown	0-4	M	256
Bankstown	5-14	F	1769
Bankstown	5-14	M	1856
Bankstown	15-19	F	757
Bankstown	15-19	M	740
Bankstown	20-24	F	532
Bankstown	20-24	M	586
Bankstown	25+	F	993
Bankstown	25+	M	701
Bannaby	5-14	F	4
Bannister (NSW)	0-4	M	3
Bannister (NSW)	5-14	F	7
Bannister (NSW)	5-14	M	12
Bannister (NSW)	25+	F	3
Banora Point	0-4	F	67
Banora Point	0-4	M	105
Banora Point	5-14	F	748
Banora Point	5-14	M	800
Banora Point	15-19	F	346
Banora Point	15-19	M	303
Banora Point	20-24	F	112
Banora Point	20-24	M	81
Banora Point	25+	F	277
Banora Point	25+	M	115
Bar Beach	0-4	F	5
Bar Beach	0-4	M	4
Bar Beach	5-14	F	60
Bar Beach	5-14	M	56
Bar Beach	15-19	F	33
Bar Beach	15-19	M	37
Bar Beach	20-24	F	28
Bar Beach	20-24	M	33
Bar Beach	25+	F	31
Bar Beach	25+	M	32
Bar Point	5-14	M	3
Bar Point	25+	F	3
Bara	5-14	F	6
Bara	5-14	M	3
Baradine	0-4	F	3
Baradine	0-4	M	8
Baradine	5-14	F	44
Baradine	5-14	M	39
Baradine	15-19	F	6
Baradine	15-19	M	14
Baradine	20-24	F	4
Baradine	25+	F	9
Baradine	25+	M	3
Barangaroo	20-24	F	3
Barangaroo	20-24	M	5
Barangaroo	25+	F	3
Barangaroo	25+	M	6
Barden Ridge	0-4	F	32
Barden Ridge	0-4	M	36
Barden Ridge	5-14	F	299
Barden Ridge	5-14	M	319
Barden Ridge	15-19	F	179
Barden Ridge	15-19	M	174
Barden Ridge	20-24	F	74
Barden Ridge	20-24	M	76
Barden Ridge	25+	F	63
Barden Ridge	25+	M	46
Bardia	0-4	F	21
Bardia	0-4	M	17
Bardia	5-14	F	105
Bardia	5-14	M	106
Bardia	15-19	F	36
Bardia	15-19	M	28
Bardia	20-24	F	17
Bardia	20-24	M	15
Bardia	25+	F	39
Bardia	25+	M	36
Bardwell Park	0-4	F	16
Bardwell Park	0-4	M	14
Bardwell Park	5-14	F	137
Bardwell Park	5-14	M	143
Bardwell Park	15-19	F	54
Bardwell Park	15-19	M	53
Bardwell Park	20-24	F	20
Bardwell Park	20-24	M	28
Bardwell Park	25+	F	45
Bardwell Park	25+	M	34
Bardwell Valley	0-4	F	14
Bardwell Valley	0-4	M	14
Bardwell Valley	5-14	F	155
Bardwell Valley	5-14	M	127
Bardwell Valley	15-19	F	59
Bardwell Valley	15-19	M	63
Bardwell Valley	20-24	F	33
Bardwell Valley	20-24	M	27
Bardwell Valley	25+	F	52
Bardwell Valley	25+	M	37
Barellan	0-4	M	3
Barellan	5-14	F	33
Barellan	5-14	M	35
Barellan	15-19	F	7
Barellan	15-19	M	13
Barellan	20-24	M	3
Barellan	25+	F	12
Barellan	25+	M	4
Bargo	0-4	F	34
Bargo	0-4	M	37
Bargo	5-14	F	289
Bargo	5-14	M	293
Bargo	15-19	F	87
Bargo	15-19	M	116
Bargo	20-24	F	37
Bargo	20-24	M	22
Bargo	25+	F	65
Bargo	25+	M	30
Barham	0-4	F	7
Barham	0-4	M	5
Barham	5-14	F	51
Barham	5-14	M	73
Barham	15-19	F	19
Barham	15-19	M	14
Barham	20-24	F	6
Barham	20-24	M	3
Barham	25+	F	7
Barham	25+	M	3
Barkers Vale	5-14	F	12
Barkers Vale	5-14	M	9
Barkers Vale	25+	F	10
Barmedman	0-4	F	3
Barmedman	0-4	M	3
Barmedman	5-14	F	36
Barmedman	5-14	M	34
Barmedman	15-19	F	9
Barmedman	15-19	M	14
Barmedman	20-24	F	3
Barmedman	20-24	M	3
Barmedman	25+	F	3
Barmedman	25+	M	4
Barnsley	0-4	F	16
Barnsley	0-4	M	18
Barnsley	5-14	F	106
Barnsley	5-14	M	99
Barnsley	15-19	F	47
Barnsley	15-19	M	45
Barnsley	20-24	F	8
Barnsley	20-24	M	9
Barnsley	25+	F	20
Barnsley	25+	M	16
Barooga	0-4	F	19
Barooga	0-4	M	11
Barooga	5-14	F	93
Barooga	5-14	M	110
Barooga	15-19	F	44
Barooga	15-19	M	33
Barooga	20-24	F	7
Barooga	20-24	M	3
Barooga	25+	F	21
Barooga	25+	M	13
Barraba	0-4	F	6
Barraba	0-4	M	12
Barraba	5-14	F	53
Barraba	5-14	M	58
Barraba	15-19	F	18
Barraba	15-19	M	19
Barraba	20-24	F	6
Barraba	20-24	M	3
Barraba	25+	F	15
Barraba	25+	M	9
Barrack Heights	0-4	F	49
Barrack Heights	0-4	M	59
Barrack Heights	5-14	F	340
Barrack Heights	5-14	M	336
Barrack Heights	15-19	F	102
Barrack Heights	15-19	M	108
Barrack Heights	20-24	F	58
Barrack Heights	20-24	M	45
Barrack Heights	25+	F	101
Barrack Heights	25+	M	49
Barrack Point	0-4	F	3
Barrack Point	0-4	M	9
Barrack Point	5-14	F	50
Barrack Point	5-14	M	40
Barrack Point	15-19	F	21
Barrack Point	15-19	M	20
Barrack Point	20-24	F	6
Barrack Point	20-24	M	4
Barrack Point	25+	F	17
Barrack Point	25+	M	7
Barraganyatti	5-14	F	4
Barraganyatti	5-14	M	4
Barraganyatti	15-19	F	5
Barraganyatti	25+	M	3
Barragga Bay	0-4	F	3
Barragga Bay	5-14	M	3
Barrengarry	5-14	F	7
Barrengarry	5-14	M	10
Barrengarry	15-19	F	5
Barrengarry	15-19	M	3
Barretts Creek	5-14	F	3
Barringella	5-14	F	4
Barrington (NSW)	0-4	F	3
Barrington (NSW)	5-14	F	13
Barrington (NSW)	5-14	M	16
Barrington (NSW)	15-19	F	6
Barrington (NSW)	15-19	M	3
Barrington (NSW)	20-24	M	4
Barrington (NSW)	25+	F	3
Barry (Blayney - NSW)	5-14	F	12
Barry (Blayney - NSW)	5-14	M	8
Barry (Blayney - NSW)	15-19	F	3
Barry (Blayney - NSW)	20-24	F	3
Barry (Blayney - NSW)	20-24	M	4
Barwang	0-4	M	3
Barwang	5-14	F	3
Barwang	5-14	M	6
Barwang	15-19	F	3
Barwon	5-14	F	5
Barwon	5-14	M	5
Baryulgil	5-14	F	5
Baryulgil	5-14	M	4
Basin View	0-4	F	11
Basin View	0-4	M	9
Basin View	5-14	F	89
Basin View	5-14	M	96
Basin View	15-19	F	31
Basin View	15-19	M	22
Basin View	20-24	F	8
Basin View	20-24	M	10
Basin View	25+	F	19
Basin View	25+	M	12
Bass Hill	0-4	F	81
Bass Hill	0-4	M	64
Bass Hill	5-14	F	633
Bass Hill	5-14	M	633
Bass Hill	15-19	F	254
Bass Hill	15-19	M	253
Bass Hill	20-24	F	125
Bass Hill	20-24	M	110
Bass Hill	25+	F	185
Bass Hill	25+	M	89
Batar Creek	5-14	F	7
Bateau Bay	0-4	F	106
Bateau Bay	0-4	M	111
Bateau Bay	5-14	F	633
Bateau Bay	5-14	M	716
Bateau Bay	15-19	F	242
Bateau Bay	15-19	M	255
Bateau Bay	20-24	F	94
Bateau Bay	20-24	M	99
Bateau Bay	25+	F	231
Bateau Bay	25+	M	107
Batehaven	0-4	F	8
Batehaven	0-4	M	3
Batehaven	5-14	F	75
Batehaven	5-14	M	61
Batehaven	15-19	F	27
Batehaven	15-19	M	30
Batehaven	20-24	F	3
Batehaven	20-24	M	4
Batehaven	25+	F	34
Batehaven	25+	M	4
Batemans Bay	0-4	F	4
Batemans Bay	0-4	M	7
Batemans Bay	5-14	F	58
Batemans Bay	5-14	M	52
Batemans Bay	15-19	F	12
Batemans Bay	15-19	M	11
Batemans Bay	20-24	F	6
Batemans Bay	25+	F	23
Batemans Bay	25+	M	5
Bathampton	5-14	F	3
Bathampton	5-14	M	3
Bathurst	0-4	F	33
Bathurst	0-4	M	39
Bathurst	5-14	F	230
Bathurst	5-14	M	261
Bathurst	15-19	F	132
Bathurst	15-19	M	175
Bathurst	20-24	F	223
Bathurst	20-24	M	198
Bathurst	25+	F	205
Bathurst	25+	M	167
Batlow	0-4	F	11
Batlow	0-4	M	8
Batlow	5-14	F	58
Batlow	5-14	M	59
Batlow	15-19	F	13
Batlow	15-19	M	26
Batlow	20-24	F	4
Batlow	20-24	M	5
Batlow	25+	F	10
Batlow	25+	M	13
Baulkham Hills	0-4	F	340
Baulkham Hills	0-4	M	343
Baulkham Hills	5-14	F	2555
Baulkham Hills	5-14	M	2610
Baulkham Hills	15-19	F	902
Baulkham Hills	15-19	M	1002
Baulkham Hills	20-24	F	499
Baulkham Hills	20-24	M	555
Baulkham Hills	25+	F	798
Baulkham Hills	25+	M	526
Baw Baw (NSW)	0-4	M	3
Baw Baw (NSW)	5-14	F	17
Baw Baw (NSW)	5-14	M	11
Baw Baw (NSW)	15-19	F	3
Baw Baw (NSW)	15-19	M	8
Baw Baw (NSW)	25+	F	6
Baw Baw (NSW)	25+	M	3
Bawley Point	0-4	F	5
Bawley Point	0-4	M	3
Bawley Point	5-14	F	36
Bawley Point	5-14	M	25
Bawley Point	15-19	F	15
Bawley Point	15-19	M	11
Bawley Point	20-24	M	3
Bawley Point	25+	F	11
Bawley Point	25+	M	3
Bayview (NSW)	0-4	F	15
Bayview (NSW)	0-4	M	18
Bayview (NSW)	5-14	F	180
Bayview (NSW)	5-14	M	154
Bayview (NSW)	15-19	F	72
Bayview (NSW)	15-19	M	80
Bayview (NSW)	20-24	F	28
Bayview (NSW)	20-24	M	45
Bayview (NSW)	25+	F	52
Bayview (NSW)	25+	M	20
Beacon Hill	0-4	F	60
Beacon Hill	0-4	M	75
Beacon Hill	5-14	F	520
Beacon Hill	5-14	M	533
Beacon Hill	15-19	F	213
Beacon Hill	15-19	M	245
Beacon Hill	20-24	F	99
Beacon Hill	20-24	M	106
Beacon Hill	25+	F	114
Beacon Hill	25+	M	77
Beaconsfield (NSW)	0-4	F	7
Beaconsfield (NSW)	0-4	M	3
Beaconsfield (NSW)	5-14	F	25
Beaconsfield (NSW)	5-14	M	35
Beaconsfield (NSW)	15-19	F	5
Beaconsfield (NSW)	15-19	M	13
Beaconsfield (NSW)	20-24	F	14
Beaconsfield (NSW)	20-24	M	12
Beaconsfield (NSW)	25+	F	46
Beaconsfield (NSW)	25+	M	32
Bean Creek	5-14	F	3
Bean Creek	5-14	M	3
Bearbong	5-14	F	3
Bearbong	5-14	M	4
Beaumont (NSW)	5-14	F	3
Beaumont (NSW)	15-19	M	4
Beaumont (NSW)	25+	F	3
Beaumont Hills	0-4	F	83
Beaumont Hills	0-4	M	78
Beaumont Hills	5-14	F	803
Beaumont Hills	5-14	M	818
Beaumont Hills	15-19	F	337
Beaumont Hills	15-19	M	344
Beaumont Hills	20-24	F	131
Beaumont Hills	20-24	M	134
Beaumont Hills	25+	F	159
Beaumont Hills	25+	M	108
Beckom	5-14	F	9
Beckom	5-14	M	15
Beckom	15-19	M	7
Bective	5-14	F	6
Bective	5-14	M	12
Bective	15-19	F	8
Bective	15-19	M	4
Bective	20-24	F	3
Bective	20-24	M	4
Bective	25+	F	3
Bectric	5-14	F	3
Bectric	15-19	F	3
Bedgerabong	5-14	F	12
Bedgerabong	5-14	M	14
Bedgerabong	25+	F	3
Beechwood	0-4	F	3
Beechwood	0-4	M	6
Beechwood	5-14	F	39
Beechwood	5-14	M	40
Beechwood	15-19	F	14
Beechwood	15-19	M	12
Beechwood	20-24	F	6
Beechwood	20-24	M	4
Beechwood	25+	F	9
Beechwood	25+	M	4
Beecroft	0-4	F	65
Beecroft	0-4	M	59
Beecroft	5-14	F	710
Beecroft	5-14	M	613
Beecroft	15-19	F	320
Beecroft	15-19	M	279
Beecroft	20-24	F	204
Beecroft	20-24	M	180
Beecroft	25+	F	161
Beecroft	25+	M	118
Beelbangera	0-4	F	6
Beelbangera	0-4	M	4
Beelbangera	5-14	F	19
Beelbangera	5-14	M	13
Beelbangera	15-19	F	15
Beelbangera	15-19	M	7
Beelbangera	20-24	M	3
Beelbangera	25+	F	5
Beemunnel	5-14	F	3
Bega	0-4	F	32
Bega	0-4	M	36
Bega	5-14	F	256
Bega	5-14	M	293
Bega	15-19	F	103
Bega	15-19	M	80
Bega	20-24	F	15
Bega	20-24	M	21
Bega	25+	F	72
Bega	25+	M	28
Beggan Beggan	5-14	F	12
Beggan Beggan	5-14	M	3
Belanglo	5-14	F	5
Belanglo	15-19	F	4
Belbora	5-14	F	5
Belbora	25+	F	3
Belfield	0-4	F	47
Belfield	0-4	M	63
Belfield	5-14	F	374
Belfield	5-14	M	437
Belfield	15-19	F	147
Belfield	15-19	M	164
Belfield	20-24	F	76
Belfield	20-24	M	90
Belfield	25+	F	101
Belfield	25+	M	73
Belford	5-14	F	11
Belford	5-14	M	11
Belford	15-19	F	9
Belford	15-19	M	3
Belford	25+	F	3
Belgravia	0-4	F	3
Belgravia	5-14	F	10
Belgravia	5-14	M	10
Belgravia	15-19	F	8
Belgravia	15-19	M	9
Belgravia	25+	F	3
Belimbla Park	0-4	M	8
Belimbla Park	5-14	F	40
Belimbla Park	5-14	M	43
Belimbla Park	15-19	F	17
Belimbla Park	15-19	M	10
Belimbla Park	20-24	F	4
Belimbla Park	20-24	M	3
Belimbla Park	25+	F	7
Bell (NSW)	0-4	M	3
Bell (NSW)	5-14	F	3
Bell (NSW)	5-14	M	3
Bell (NSW)	15-19	M	3
Bella Vista	0-4	F	51
Bella Vista	0-4	M	57
Bella Vista	5-14	F	447
Bella Vista	5-14	M	525
Bella Vista	15-19	F	318
Bella Vista	15-19	M	277
Bella Vista	20-24	F	228
Bella Vista	20-24	M	228
Bella Vista	25+	F	169
Bella Vista	25+	M	96
Bellambi	0-4	F	22
Bellambi	0-4	M	29
Bellambi	5-14	F	191
Bellambi	5-14	M	242
Bellambi	15-19	F	93
Bellambi	15-19	M	105
Bellambi	20-24	F	40
Bellambi	20-24	M	35
Bellambi	25+	F	82
Bellambi	25+	M	48
Bellangry	5-14	F	8
Bellangry	5-14	M	3
Bellangry	15-19	F	6
Bellangry	15-19	M	3
Bellata	0-4	F	10
Bellata	5-14	F	20
Bellata	5-14	M	29
Bellata	15-19	F	9
Bellata	15-19	M	6
Bellata	25+	F	3
Bellawongarah	5-14	F	7
Bellawongarah	5-14	M	3
Bellawongarah	20-24	M	3
Bellbird	0-4	F	24
Bellbird	0-4	M	18
Bellbird	5-14	F	133
Bellbird	5-14	M	122
Bellbird	15-19	F	39
Bellbird	15-19	M	43
Bellbird	20-24	F	13
Bellbird	20-24	M	8
Bellbird	25+	F	24
Bellbird	25+	M	10
Bellbird Heights	0-4	F	5
Bellbird Heights	0-4	M	4
Bellbird Heights	5-14	F	63
Bellbird Heights	5-14	M	41
Bellbird Heights	15-19	F	13
Bellbird Heights	15-19	M	13
Bellbird Heights	20-24	F	6
Bellbird Heights	20-24	M	3
Bellbird Heights	25+	F	13
Bellbird Heights	25+	M	7
Bellbrook	0-4	M	3
Bellbrook	5-14	F	16
Bellbrook	5-14	M	17
Bellbrook	15-19	F	7
Bellbrook	15-19	M	5
Bellbrook	25+	F	4
Bellbrook	25+	M	4
Bellevue Hill	0-4	F	85
Bellevue Hill	0-4	M	75
Bellevue Hill	5-14	F	574
Bellevue Hill	5-14	M	701
Bellevue Hill	15-19	F	222
Bellevue Hill	15-19	M	369
Bellevue Hill	20-24	F	182
Bellevue Hill	20-24	M	154
Bellevue Hill	25+	F	277
Bellevue Hill	25+	M	165
Bellimbopinni	5-14	F	3
Bellimbopinni	5-14	M	10
Bellimbopinni	15-19	F	4
Bellimbopinni	20-24	F	3
Bellingen	0-4	F	31
Bellingen	0-4	M	32
Bellingen	5-14	F	277
Bellingen	5-14	M	279
Bellingen	15-19	F	75
Bellingen	15-19	M	86
Bellingen	20-24	F	15
Bellingen	20-24	M	11
Bellingen	25+	F	105
Bellingen	25+	M	45
Bellmount Forest	5-14	F	14
Bellmount Forest	5-14	M	11
Bellmount Forest	15-19	M	3
Bellmount Forest	20-24	F	3
Bellmount Forest	25+	F	5
Belmont (NSW)	0-4	F	42
Belmont (NSW)	0-4	M	44
Belmont (NSW)	5-14	F	355
Belmont (NSW)	5-14	M	366
Belmont (NSW)	15-19	F	168
Belmont (NSW)	15-19	M	148
Belmont (NSW)	20-24	F	67
Belmont (NSW)	20-24	M	54
Belmont (NSW)	25+	F	119
Belmont (NSW)	25+	M	49
Belmont North	0-4	F	56
Belmont North	0-4	M	67
Belmont North	5-14	F	375
Belmont North	5-14	M	428
Belmont North	15-19	F	130
Belmont North	15-19	M	183
Belmont North	20-24	F	65
Belmont North	20-24	M	64
Belmont North	25+	F	103
Belmont North	25+	M	53
Belmont South	0-4	F	3
Belmont South	5-14	F	57
Belmont South	5-14	M	56
Belmont South	15-19	F	30
Belmont South	15-19	M	30
Belmont South	20-24	F	12
Belmont South	20-24	M	5
Belmont South	25+	F	7
Belmont South	25+	M	3
Belmore	0-4	F	82
Belmore	0-4	M	81
Belmore	5-14	F	633
Belmore	5-14	M	694
Belmore	15-19	F	305
Belmore	15-19	M	318
Belmore	20-24	F	181
Belmore	20-24	M	198
Belmore	25+	F	362
Belmore	25+	M	268
Belmore River	5-14	F	17
Belmore River	5-14	M	17
Belmore River	15-19	F	10
Belmore River	15-19	M	7
Belmore River	20-24	F	3
Beloka	5-14	F	3
Belrose	0-4	F	71
Belrose	0-4	M	73
Belrose	5-14	F	564
Belrose	5-14	M	662
Belrose	15-19	F	227
Belrose	15-19	M	290
Belrose	20-24	F	83
Belrose	20-24	M	95
Belrose	25+	F	111
Belrose	25+	M	80
Bemboka	0-4	F	4
Bemboka	0-4	M	7
Bemboka	5-14	F	29
Bemboka	5-14	M	33
Bemboka	15-19	F	10
Bemboka	15-19	M	11
Bemboka	20-24	M	3
Bemboka	25+	F	3
Ben Bullen	5-14	F	4
Ben Bullen	5-14	M	8
Ben Bullen	20-24	M	3
Ben Bullen	25+	M	3
Ben Lomond (NSW)	0-4	M	3
Ben Lomond (NSW)	5-14	F	3
Ben Lomond (NSW)	5-14	M	6
Ben Lomond (NSW)	15-19	F	3
Benandarah	5-14	F	4
Benandarah	5-14	M	11
Benandarah	15-19	M	6
Bendalong	5-14	F	3
Bendalong	5-14	M	3
Bendemeer	0-4	F	3
Bendemeer	0-4	M	4
Bendemeer	5-14	F	28
Bendemeer	5-14	M	27
Bendemeer	15-19	F	12
Bendemeer	15-19	M	7
Bendemeer	20-24	F	3
Bendemeer	25+	F	13
Bendick Murrell	5-14	F	8
Bendick Murrell	5-14	M	9
Bendick Murrell	15-19	M	3
Bendick Murrell	20-24	M	3
Bendolba	0-4	F	5
Bendolba	5-14	F	13
Bendolba	5-14	M	15
Bendolba	15-19	F	7
Bendolba	15-19	M	3
Bendolba	25+	M	4
Bendoura	5-14	M	3
Bendoura	25+	M	3
Benerembah	5-14	F	9
Benerembah	5-14	M	12
Benerembah	15-19	F	3
Benerembah	15-19	M	3
Benolong	5-14	F	4
Benolong	5-14	M	7
Benolong	15-19	M	3
Benolong	20-24	F	3
Bensville	0-4	F	27
Bensville	0-4	M	20
Bensville	5-14	F	191
Bensville	5-14	M	195
Bensville	15-19	F	77
Bensville	15-19	M	73
Bensville	20-24	F	23
Bensville	20-24	M	36
Bensville	25+	F	42
Bensville	25+	M	23
Bentley (NSW)	5-14	F	9
Bentley (NSW)	5-14	M	6
Bentley (NSW)	15-19	F	3
Bentley (NSW)	15-19	M	3
Bentley (NSW)	25+	F	7
Bentley (NSW)	25+	M	3
Berala	0-4	F	39
Berala	0-4	M	45
Berala	5-14	F	441
Berala	5-14	M	459
Berala	15-19	F	217
Berala	15-19	M	230
Berala	20-24	F	154
Berala	20-24	M	180
Berala	25+	F	293
Berala	25+	M	241
Berambing	0-4	M	3
Berambing	5-14	F	4
Berambing	5-14	M	10
Berambing	15-19	M	7
Berambing	25+	F	3
Beresfield	0-4	F	23
Beresfield	0-4	M	31
Beresfield	5-14	F	134
Beresfield	5-14	M	186
Beresfield	15-19	F	49
Beresfield	15-19	M	53
Beresfield	20-24	F	31
Beresfield	20-24	M	22
Beresfield	25+	F	59
Beresfield	25+	M	38
Bergalia	5-14	F	8
Bergalia	5-14	M	9
Bergalia	15-19	M	3
Bergalia	20-24	F	3
Bergalia	25+	F	3
Berkeley	0-4	F	58
Berkeley	0-4	M	76
Berkeley	5-14	F	394
Berkeley	5-14	M	483
Berkeley	15-19	F	157
Berkeley	15-19	M	176
Berkeley	20-24	F	61
Berkeley	20-24	M	68
Berkeley	25+	F	129
Berkeley	25+	M	58
Berkeley Vale	0-4	F	84
Berkeley Vale	0-4	M	75
Berkeley Vale	5-14	F	545
Berkeley Vale	5-14	M	562
Berkeley Vale	15-19	F	205
Berkeley Vale	15-19	M	187
Berkeley Vale	20-24	F	71
Berkeley Vale	20-24	M	57
Berkeley Vale	25+	F	186
Berkeley Vale	25+	M	77
Berkshire Park	0-4	F	12
Berkshire Park	0-4	M	7
Berkshire Park	5-14	F	64
Berkshire Park	5-14	M	70
Berkshire Park	15-19	F	31
Berkshire Park	15-19	M	32
Berkshire Park	20-24	F	7
Berkshire Park	20-24	M	4
Berkshire Park	25+	F	12
Bermagui	0-4	F	6
Bermagui	0-4	M	14
Bermagui	5-14	F	62
Bermagui	5-14	M	75
Bermagui	15-19	F	21
Bermagui	15-19	M	21
Bermagui	20-24	F	9
Bermagui	20-24	M	4
Bermagui	25+	F	23
Bermagui	25+	M	16
Berowra	0-4	F	32
Berowra	0-4	M	48
Berowra	5-14	F	350
Berowra	5-14	M	352
Berowra	15-19	F	167
Berowra	15-19	M	151
Berowra	20-24	F	65
Berowra	20-24	M	64
Berowra	25+	F	85
Berowra	25+	M	56
Berowra Heights	0-4	F	63
Berowra Heights	0-4	M	58
Berowra Heights	5-14	F	420
Berowra Heights	5-14	M	397
Berowra Heights	15-19	F	148
Berowra Heights	15-19	M	152
Berowra Heights	20-24	F	46
Berowra Heights	20-24	M	56
Berowra Heights	25+	F	86
Berowra Heights	25+	M	71
Berowra Waters	15-19	F	5
Berrambool	0-4	M	3
Berrambool	5-14	F	15
Berrambool	5-14	M	25
Berrambool	15-19	F	11
Berrambool	15-19	M	10
Berrambool	20-24	F	3
Berrambool	20-24	M	9
Berrambool	25+	F	11
Berrambool	25+	M	7
Berrara	5-14	F	16
Berrara	5-14	M	7
Berrara	15-19	F	8
Berrara	15-19	M	3
Berremangra	5-14	F	10
Berremangra	5-14	M	3
Berremangra	15-19	F	3
Berremangra	15-19	M	3
Berremangra	20-24	F	5
Berrico	5-14	F	5
Berrico	15-19	M	3
Berridale	0-4	F	12
Berridale	0-4	M	15
Berridale	5-14	F	63
Berridale	5-14	M	73
Berridale	15-19	F	21
Berridale	15-19	M	17
Berridale	20-24	F	3
Berridale	20-24	M	6
Berridale	25+	F	35
Berridale	25+	M	8
Berrigan	0-4	F	7
Berrigan	5-14	F	52
Berrigan	5-14	M	57
Berrigan	15-19	F	25
Berrigan	15-19	M	23
Berrigan	20-24	M	3
Berrigan	25+	F	13
Berrigan	25+	M	9
Berrilee	0-4	M	3
Berrilee	5-14	F	6
Berrilee	5-14	M	13
Berrilee	15-19	F	9
Berrilee	15-19	M	5
Berrilee	20-24	F	3
Berrilee	20-24	M	3
Berrilee	25+	F	6
Berrilee	25+	M	3
Berrima	0-4	F	4
Berrima	0-4	M	5
Berrima	5-14	F	47
Berrima	5-14	M	37
Berrima	15-19	F	13
Berrima	15-19	M	15
Berrima	20-24	M	3
Berrima	25+	F	11
Berrima	25+	M	3
Berry	0-4	F	23
Berry	0-4	M	20
Berry	5-14	F	120
Berry	5-14	M	133
Berry	15-19	F	28
Berry	15-19	M	37
Berry	20-24	F	16
Berry	20-24	M	16
Berry	25+	F	45
Berry	25+	M	28
Berry Jerry	5-14	F	3
Berry Jerry	5-14	M	5
Berry Jerry	15-19	F	3
Berry Jerry	15-19	M	4
Berry Park	5-14	F	3
Berry Park	15-19	F	4
Berry Park	15-19	M	3
Berry Park	20-24	M	3
Berry Park	25+	M	3
Berthong	5-14	M	5
Beryl	5-14	F	13
Beryl	5-14	M	5
Beryl	15-19	F	3
Beryl	15-19	M	4
Bethungra	0-4	M	3
Bethungra	5-14	F	11
Bethungra	5-14	M	6
Bethungra	15-19	F	4
Bethungra	15-19	M	4
Bethungra	20-24	M	3
Bethungra	25+	F	4
Bevendale	5-14	M	5
Bevendale	15-19	F	3
Beverley Park	0-4	F	18
Beverley Park	0-4	M	21
Beverley Park	5-14	F	133
Beverley Park	5-14	M	171
Beverley Park	15-19	F	63
Beverley Park	15-19	M	65
Beverley Park	20-24	F	32
Beverley Park	20-24	M	38
Beverley Park	25+	F	47
Beverley Park	25+	M	30
Beverly Hills	0-4	F	61
Beverly Hills	0-4	M	68
Beverly Hills	5-14	F	515
Beverly Hills	5-14	M	487
Beverly Hills	15-19	F	272
Beverly Hills	15-19	M	253
Beverly Hills	20-24	F	178
Beverly Hills	20-24	M	188
Beverly Hills	25+	F	218
Beverly Hills	25+	M	167
Bewong	5-14	F	6
Bewong	25+	M	3
Bexhill	0-4	F	3
Bexhill	0-4	M	3
Bexhill	5-14	F	32
Bexhill	5-14	M	34
Bexhill	15-19	F	3
Bexhill	15-19	M	10
Bexhill	20-24	F	4
Bexhill	20-24	M	3
Bexhill	25+	F	14
Bexhill	25+	M	8
Bexley	0-4	F	152
Bexley	0-4	M	143
Bexley	5-14	F	1004
Bexley	5-14	M	1094
Bexley	15-19	F	480
Bexley	15-19	M	504
Bexley	20-24	F	299
Bexley	20-24	M	285
Bexley	25+	F	399
Bexley	25+	M	300
Bexley North	0-4	F	37
Bexley North	0-4	M	40
Bexley North	5-14	F	241
Bexley North	5-14	M	223
Bexley North	15-19	F	99
Bexley North	15-19	M	90
Bexley North	20-24	F	53
Bexley North	20-24	M	59
Bexley North	25+	F	72
Bexley North	25+	M	65
Biala	5-14	F	6
Biala	5-14	M	6
Bibbenluke	5-14	F	3
Bibbenluke	5-14	M	3
Bibbenluke	15-19	F	3
Bibbenluke	15-19	M	3
Biddon	5-14	M	8
Bidgeemia	5-14	F	3
Bidgeemia	5-14	M	3
Bidwill (NSW)	0-4	F	34
Bidwill (NSW)	0-4	M	43
Bidwill (NSW)	5-14	F	295
Bidwill (NSW)	5-14	M	351
Bidwill (NSW)	15-19	F	87
Bidwill (NSW)	15-19	M	102
Bidwill (NSW)	20-24	F	34
Bidwill (NSW)	20-24	M	19
Bidwill (NSW)	25+	F	79
Bidwill (NSW)	25+	M	27
Bielsdown Hills	5-14	F	7
Bielsdown Hills	5-14	M	3
Bielsdown Hills	15-19	F	6
Bielsdown Hills	15-19	M	3
Big Hill (NSW)	5-14	M	3
Big Jacks Creek	5-14	F	7
Big Jacks Creek	5-14	M	4
Big Springs	5-14	F	13
Big Springs	5-14	M	11
Big Springs	15-19	F	10
Big Springs	25+	F	3
Bigga	5-14	F	14
Bigga	5-14	M	12
Bigga	15-19	F	3
Bigga	15-19	M	3
Bigga	25+	M	3
