SSC_NAME16	persons
Tarcowie	58
Tarlee	302
Tarnma	26
Tarpeena	414
Tatachilla	212
Taunton (SA)	4
Taylorville	305
Tea Tree Gully	3242
Teal Flat	3
Telowie	95
Templers	125
Tennyson (SA)	1166
Tepko	21
Teringie	820
Terowie	131
The Gap (SA)	21
The Pines (SA)	111
The Range (SA)	149
Thebarton	1431
Thevenard	559
Thomas Plain	41
Thompson Beach	201
Thorngate	186
Thornlea	40
Thrington	23
Tiatukia	270
Tickera	195
Tiddy Widdy Beach	179
Tilley Swamp	27
Tintinara	527
Tolderol	23
Tooligie	25
Tooperang	250
Toora (SA)	35
Toorak Gardens	2623
Tootenilla	18
Torrens Park	2596
Torrens Vale	66
Torrensville	4043
Tothill Belt	21
Tothill Creek	17
Totness	93
Towitta	28
Tranmere (SA)	3751
Trinity Gardens	1234
Trott Park	3105
Truro	548
Tulka	126
Tumby Bay	1631
Tungkillo	302
Tunkalilla	20
Tusmore	1450
Two Wells	2552
Tyringa	12
Ucolta	10
Uleybury	296
Ulyerra	24
Undalya	29
Underdale	2299
Ungarra	163
Unley	4006
Unley Park	1445
Upper Hermitage	285
Upper Sturt	951
Uraidla	575
Urania	54
Urrbrae	966
Uworra	9
Vale Park	2245
Valley View	6110
Veitch	17
Venus Bay (SA)	54
Verdun	207
Verran	88
Victor Harbor	4233
Vine Vale	88
Virginia (SA)	1803
Vista	972
Vivonne Bay	76
Waddikee	21
Waikerie	2684
Waitpinga	313
Walker Flat	97
Walkerville (SA)	2687
Walkley Heights	3497
Wall Flat	62
Wallala	15
Wallaroo (SA)	3481
Wallaroo Mines	430
Wallaroo Plain	50
Walloway	6
Waltowa	27
Wami Kata	5
Wanbi	44
Wandana (SA)	32
Wandearah East	97
Wandearah West	16
Wandilo	176
Wangary	200
Wangolina	64
Wanilla	85
Wappilka	15
Warburto	69
Ward Belt	154
Ward Hill	52
Warnertown	189
Warnes	3
Warooka	348
Warradale	5247
Warramboo	108
Warraweena	20
Washpool (SA)	24
Wasleys	722
Watchman	37
Waterfall Gully	145
Waterloo (SA)	82
Waterloo Corner	1225
Watervale	326
Wattle Flat (SA)	164
Wattle Park	1810
Wattle Range	72
Wattle Range East	19
Wauraltee	56
Wayville	1835
Webb Beach	47
Weeroona Island	110
Weetulta	74
Welland	866
Wellington (SA)	205
Wellington East	169
Wepar	38
West Beach (SA)	4964
West Bundaleer	3
West Croydon	4141
West Hindmarsh	1535
West Lakes	5787
West Lakes Shore	3112
West Range	18
West Richmond	968
Westall	9
Westbourne Park	2563
Western Flat	121
Western River	20
Wharminda	25
White Hill	99
White Hut	18
White Sands	156
White Well Corner	5
Whites Flat	49
Whites River	21
Whites Valley	295
Whitwarta	48
Whyalla	3635
Whyalla Jenkins	1950
Whyalla Norrie	6608
Whyalla Playford	2561
Whyalla Stuart	6748
Whyte Yarcowie	51
Wigley Flat	36
Wilcherry	7
Wild Dog Valley (SA)	180
Wild Horse Plains	108
Wilgena	21
Willalo	58
Willalooka	143
Willamulka	65
Willaston	3382
William Creek	10
Williamstown (SA)	2755
Willippa	26
Willochra	11
Willoughby (SA)	11
Willow Creek	36
Willowie	35
Willunga	2308
Willunga Hill	159
Willunga South	410
Willyaroo	387
Wilmington	581
Windsor (SA)	170
Windsor Gardens	5272
Wingfield	478
Winkie	341
Winninowie	3
Winulta	31
Wirrabara	403
Wirrega	30
Wirrina Cove	135
Wirrulla	104
Wisanger	124
Wistow	274
Witera	4
Wokurna	65
Wolseley	180
Wongulla	56
Wongyarra	57
Wonuarra	48
Woodchester	223
Woodcroft (SA)	11156
Woodforde	618
Woodlane	80
Woodleigh (SA)	62
Woods Point (SA)	170
Woodside (SA)	2608
Woodville (SA)	1999
Woodville Gardens	2443
Woodville North	2450
Woodville Park	1735
Woodville South	3179
Woodville West	3093
Wool Bay	138
Woolpunda	15
Woolshed Flat (SA)	30
Woolsheds	29
Woolumbool	68
Woolundunga	8
Woomera	146
Worlds End (SA)	7
Worrolong	899
Wrattonbully	42
Wudinna	659
Wunkar	69
Wye	92
Wynarka	76
Wynn Vale	7763
Wyomi	100
Yacka	140
Yahl	855
Yalanda	26
Yalata	248
Yallunda Flat	100
Yalpara	4
Yamba (SA)	3
Yanerbie	5
Yaninee	79
Yankalilla	905
Yantanabie	15
Yanyarrie	5
Yarrah	19
Yatala Vale	251
Yatina	29
Yattalunga (SA)	313
Yeelanna	86
Yelta (SA)	13
Yinkanie	25
Yongala	91
Yorke Valley	24
Yorketown	969
Younghusband	215
Yumali	63
Yundi	162
Yunta	85
Zadows Landing	25
No usual address (SA)	2863
Migratory - Offshore - Shipping (SA)	3
Abba River	68
Abbey	1275
Acton Park (WA)	102
Adamsvale	31
Ajana	58
Albany	1313
Aldersyde	42
Alexander Heights	7924
Alexandra Bridge	9
Alfred Cove	2550
Alkimos	6269
Allanooka	19
Allanson	627
Alma (WA)	114
Ambania	12
Ambergate	467
Amelup	64
Angelo River	9
Anketell	248
Anniebrook	54
Applecross	6887
Ardath	57
Ardross	4232
Argyle (WA)	545
Armadale (WA)	13619
Arrino	50
Arrowsmith	12
Arrowsmith East	43
Arthur River (WA)	112
Ascot (WA)	2572
Ashby (WA)	2665
Ashendon	15
Ashfield (WA)	1317
Attadale	6335
Atwell	9063
Aubin Grove	6324
Augusta	1382
Australind	14539
Aveley	10173
Avon Valley National Park	6
Baandee	13
Babakin	54
Babbage Island	23
Badgebup	37
Badgerin Rock	23
Badgin	16
Badgingarra	193
Badjaling	11
Bailup	40
Bakers Hill	1118
Balbarrup	164
Balcatta	10382
Baldivis	31653
Balga	12685
Balingup	544
Balkuling	34
Balladong	77
Balladonia	5
Ballajura	18704
Ballaying	26
Ballidu	66
Bally Bally	45
Bambun	50
Bandy Creek	304
Bandya	215
Banjup	2085
Banksia Grove	9350
Bannister (WA)	136
Barbalin	24
Barberton	22
Barrabup	30
Barragup	928
Barrow Island	1965
Baskerville	288
Bassendean (WA)	10313
Bateman	3717
Baynton (WA)	4306
Bayonet Head	2960
Bayswater (WA)	14432
Beachlands	1424
Beacon	160
Beaconsfield (WA)	4985
Beaufort River	65
Beaumont (WA)	52
Beckenham	7518
Bedford	5438
Bedfordale	2852
Beechboro	9061
Beechina	151
Beedelup	47
Beela	31
Beelerup	123
Beeliar	7454
Beenong	27
Beermullah	106
Bejoording	169
Beldon	3943
Belhus	278
Bellevue (WA)	1521
Belmont (WA)	6785
Bencubbin	242
Benger	217
Benjaberring	20
Benjinup	144
Bennett Springs	5298
Bentley (WA)	8782
Beresford	1482
Berkshire Valley	26
Bertram	6214
Beverley (WA)	1163
Bibra Lake	5877
Bickley	673
Bicton	6573
Biddelia	8
Big Grove	199
Bilbarin	21
Bilingurr	1354
Bindi Bindi	72
Bindoon	1183
Binduli	4
Binningup	1259
Binnu	73
Birchmont	73
Bluff Point	1346
Blythewood	64
Boallia	44
Bobalong	27
Bodallin	53
Boddington	1198
Boilup	24
Bokal	32
Bolgart	152
Bonnie Rock	41
Bonniefield	186
Boodarie	176
Boodarockin	3
Bookara	117
Boonanarring	41
Boorabbin	7
Booragoon	5532
Booralaming	12
Boorara Brook	126
Bootenal	41
Boothendarra	27
Boranup	4
Borden	62
Borderdale	41
Bornholm	104
Boscabel	64
Boulder	4825
Boundain	49
Bouvard	826
Bovell	472
Bow Bridge	73
Bowelling	83
Bowes	113
Bowgada	39
Boxwood Hill	84
Boya	647
Boyanup	1217
Boyatup	29
Boyerine	31
Boyup Brook	911
Brabham	3307
Bramley	83
Brazier	45
Breera	37
Bremer Bay	373
Brentwood (WA)	2064
Breton Bay	3
Bridgetown	2812
Brigadoon	832
Bringo	41
Broadwater (WA)	4258
Broadwood	750
Brockman	1030
Broke (WA)	13
Brookdale (WA)	2941
Brookhampton	247
Brookton	756
Broome	4042
Broomehill East	125
Broomehill Village	251
Broomehill West	148
Brown Range	147
Bruce Rock	703
Brunswick (WA)	1116
Buckingham (WA)	22
Buckland (WA)	39
Bulgarra	2652
Bull Creek (WA)	7746
Bullabulling	11
Bullaring	94
Buller	121
Bullfinch	34
Bullock Hills	8
Bullsbrook	5185
Bulyee	46
Bunbury (WA)	3740
Bundanoon (WA)	11
Buniche	22
Bunjil	60
Buntine	62
Burakin	32
Burekup	800
Burges	7
Burlong	488
Burma Road	4
Burns Beach	3377
Burnside (WA)	272
Burracoppin	104
Burran Rock	20
Burrup	3
Burswood	2340
Busselton	1878
Butler (WA)	13278
Byford	14908
Cable Beach	5436
Cadoux	67
Caiguna	8
Calingiri	207
Calista	1992
Caljie	40
Callcup	19
Camballin	729
Cambridge Gulf	48
Camillo	4408
Cancanning	30
Cane	13
Canna	69
Canning Mills	26
Canning Vale	33059
Cannington	5929
Cape Arid	5
Cape Burney	500
Cape Le Grand	17
Cape Range National Park	15
Capel	2509
Capel River	140
Capricorn	59
Caraban	23
Carabooda	442
Carani	21
Carbunup River	116
Cardiff (WA)	107
Cardup	1110
Carey Park	5168
Carine	6479
Carlisle	6475
Carlotta	97
Carmel	770
Carnamah	405
Carnarvon	208
Carrabin	5
Carramar (WA)	7171
Carrolup	49
Cartmeticup	55
Cascade (WA)	116
Castletown	4001
Casuarina (WA)	1741
Cataby	52
Catterick	173
Caversham	5290
Centennial Park (WA)	641
Cervantes	527
Chadwick	182
Champion Lakes	1128
Chandler (WA)	16
Changerup	50
Channybearup	144
Chapman Hill	117
Charley Creek	66
Cherry Tree Pool	58
Cheynes	11
Chichester (WA)	19
Chidlow	1828
Chittering	921
Chowerup	37
Churchlands	3387
City Beach	6609
Clackline	310
Claremont (WA)	8148
Clarkson	12967
Cleary	13
Cleaverville	7
Cloverdale	8069
Coblinine	42
Cockburn Central	1260
Cocklebiddy	19
Codjatotine	47
Cold Harbour	76
Collanilling	24
College Grove	1579
Collie (WA)	7587
Collie Burn	55
Collingwood Heights	676
Collingwood Park (WA)	223
Collins	40
Commodine	30
Como (WA)	14138
Condingup	278
Connolly	3641
Contine	26
Coodanup	3932
Coogee (WA)	4597
Cookernup	502
Cooladar Hill	6
Coolbellup	5323
Coolbinia	1660
Coolcalalaya	10
Coolgardie (WA)	878
Cooljarloo	4
Cooloongup	6739
Coolup	386
Coomalbidgup	140
Coomberdale	64
Coonabidgee	124
Coondle	700
Coorow	172
Cooya Pooya	3
Copley (WA)	67
Coral Bay	207
Corinthia	7
Corrigin	851
Cosmo Newbery	57
Cottesloe	7375
Courtenay	50
Cowalellup	25
Cowalla	48
Cowaramup	1902
Cowcowing	20
Coyrecup	40
Craigie (WA)	5853
Cramphorne	61
Cranbrook (WA)	496
Crawley	4095
Crooked Brook	196
Crossman	203
Crowea	123
Cuballing	458
Cubbine	23
Cue	178
Culham	31
Cullacabardee	36
Cullalla	25
Cundeelee	80
Cunderdin	876
Cundinup	51
Cunjardine	20
Currambine	6912
Cuthbert	156
Daadenning Creek	26
Daglish	1419
Dale	216
Daliak	64
Dalkeith	4240
Dalwallinu	787
Dalyellup	8998
Dalyup	177
Dampier	1104
Dampier Peninsula	1113
Dandanning	15
Dandaragan	340
Dangin	47
Darch	7086
Dardadine	19
Dardanup	502
Dardanup West	672
Darkan	403
Darling Downs	1200
Darlington (WA)	3656
Darradup	34
Dartmoor (WA)	7
Dartnall	34
Datatine	27
Davenport (WA)	9
Dawesville	5824
Dayton	2834
De Grey	32
Deanmill	328
Deepdale	874
Deepdene (WA)	54
Denbarker	75
Denham	754
Denmark	2637
Derby (WA)	3511
Devils Creek	30
Dewars Pool	35
Diamond Tree	23
Dianella	23486
Dindiloa	19
Dingup	197
Dinninup	124
Dirk Hartog Island	4
Dixvale	55
Djugun	2833
Dongara	1380
Dongolocking	23
Donnelly River	5
Donnybrook (WA)	2824
Doodenanning	43
Doodlakine	75
Doubleview	8404
Dowerin	467
Drome	51
Drummond Cove	1477
Dryandra	3
Drysdale River	25
Dudawa	27
Dudinin	72
Dudley Park (WA)	6240
Dukin	30
Dulbelling	51
Dulyalbin	17
Dumbarton	218
Dumberning	191
Dumbleyung	263
Duncraig	15268
Dunn Rock	11
Dunsborough	5320
Durack (WA)	188
Duranillin	70
Durawah	15
Dwarda	20
Dwellingup	557
Eagle Bay	76
East Augusta	27
East Ballidu	50
East Beverley	96
East Bowes	57
East Bunbury	3912
East Cannington	5461
East Carnarvon	902
East Chapman	39
East Damboring	11
East Fremantle	7376
East Lyons River	3
East Munglinup	69
East Murchison	11
East Nabawa	15
East Nannup	31
East Newdegate	12
East Perth	10596
East Pingelly	221
East Popanyinning	18
East Rockingham	263
East Victoria Park	10071
East Wickepin	35
East Yuna	45
Eastbrook	135
Eaton (WA)	8483
Eden Hill	3454
Edgewater	4507
Eganu	45
Eglinton (WA)	1680
Eighty Mile Beach	103
Elabbin	26
Elachbutting	18
Elgin (WA)	123
Elleker	374
Ellenbrook	22681
Ellendale (WA)	11
Embleton	3167
Emu Flat (WA)	25
Emu Point	316
Eneabba	147
Eradu	16
Eradu South	20
Erskine (WA)	4665
Esperance	2144
Eucla	53
Eurardy	4
Ewlyamartup	31
Exmouth	2514
Exmouth Gulf	40
Fairbridge	48
Falcon	5164
Ferguson (WA)	238
Ferndale (WA)	4330
Fitzroy Crossing	1297
Floreat	7899
Forest Grove (WA)	257
Forest Hill (WA)	147
Forrest Beach (WA)	39
Forrestania	45
Forrestdale	1071
Forrestfield	12690
Fortescue (WA)	46
Frankland River	367
Fraser Range	48
Fremantle	8211
Furnissdale	1029
Gabalong	14
Gabbadah	672
Gabbin	53
Gairdner	107
Gap Ridge	81
Garden Island (WA)	720
Gascoyne Junction	81
Gascoyne River	175
Geegully Creek	20
Gelorup	2299
Geographe	3415
Georgina (WA)	77
Geraldton	3148
Ghooli	10
Gibb	101
Gibson	449
Gibson Desert North	250
Gibson Desert South	62
Gidgegannup	2743
Gilgering	84
Gillimanning	14
Gillingarra	41
Gingerah	5
Gingin	852
Ginginup	43
Girrawheen	8759
Gledhow	975
Glen Forrest	2776
Glen Iris (WA)	3003
Glen Mervyn	48
Glencoe (WA)	32
Glendalough	2483
Glenfield (WA)	939
Glenlynn	95
Glenoran	95
Glentromie	55
Gnangara	1124
Gnarabup	467
Gnoorea	6
Gnowangerup	598
Gnowellen	26
Golden Bay	3785
Goode Beach	217
Goodlands	49
Goomalling	562
Goomarin	19
Gooseberry Hill	3279
Gorge Rock	33
Gosnells	20293
Gracetown	237
Granville (WA)	17
Grass Patch	133
Grass Valley	176
Green Head	297
Green Range	66
Green Valley (WA)	50
Greenbushes	385
Greenfields	9855
Greenhills	64
Greenmount (WA)	2673
Greenough	282
Greenwood (WA)	9614
Greenwoods Valley	10
Gregory (WA)	64
Grey	8
Greys Plain	199
Guilderton	172
Guildford (WA)	2011
Gundaring	3
Gunyidi	46
Gutha	56
Gwambygine	62
Gwelup	4539
Gwindinup	48
Hacketts Gully	50
Halls Creek (WA)	1499
Halls Head	13870
Hamel	265
Hamelin Bay	45
Hamelin Pool	25
Hamersley	4982
Hamilton Hill	10387
Hammond Park	4886
Hannans	2546
Harris River	93
Harrisdale	9076
Harrismith	56
Harvey	3315
Hastings (WA)	37
Hay (WA)	332
Haynes	753
Hazelmere	872
Hazelvale	71
Heathridge	6661
Helena Valley	3683
Henderson	14
Henley Brook	2517
Henty (WA)	150
Herne Hill (WA)	1526
Herron	440
Hester	102
Hester Brook	104
Higginsville	66
High Wycombe	12308
Highbury (WA)	294
Highgate (WA)	2202
Hilbert	1552
Hill River (WA)	93
Hillarys	10808
Hillman	1848
Hillside (WA)	63
Hilton (WA)	3934
Hindmarsh (WA)	34
Hines Hill	47
Hithergreen	61
Hocking	5916
Hoddys Well	119
Hoffman	41
Holmwood	24
Holt Rock	39
Holyoake	19
Hope Valley (WA)	55
Hopeland (WA)	336
Hopetoun (WA)	871
Horrocks	138
Houtman Abrolhos	6
Hovea	621
Howatharra	135
Howick (WA)	58
Hulongine	31
Huntingdale (WA)	8690
Hyden	377
Ikewa	30
Iluka (WA)	5265
Indee	34
Inggarda	12
Inglehope	38
Inglewood (WA)	5674
Inkpen	20
Innaloo	8251
Innawanga	25
Irishtown (WA)	73
Irwin	88
Isseka	70
Jackitup	52
Jacup	68
Jalbarragup	125
Jaloran	32
Jandabup	300
Jandakot	2657
Jane Brook	3488
Jardee	173
Jarrahdale	1192
Jarrahwood	20
Jelcobine	161
Jennacubbine	60
Jennapullin	69
Jerdacuttup	149
Jerramungup	356
Jibberding	50
Jilakin	45
Jindalee (WA)	2519
Jindong	78
Jingalup	111
Jitarning	41
Jolimont	1402
Joondalup	9090
Joondanna	4836
Julimar	341
Juna Downs	228
Jurien Bay	1761
Kadathinni	43
Kalamunda	6970
Kalannie	187
Kalbarri	1557
Kalgan	806
Kalgoorlie	3901
Kalgup	64
Kallaroo	5177
Kaloorup	74
Kalumburu	412
Kambalda East	750
Kambalda West	1789
Kangaroo Gully	430
Kanowna	10
Karakin	241
Karalundi	67
Karawara	2061
Kardinya	8730
Karijini	46
Karlgarin	93
Karlkurla	177
Karloning	27
Karloo	579
Karnup	1371
Karragullen	398
Karrakatta	5
Karrakup	190
Karramindie	3
Karranadgin	84
Karratha	81
Karratha Industrial Estate	214
Karridale	277
Karrinyup	9283
Katanning	3687
Katrine	43
Kauring	89
Kealy	383
Kebaringup	35
Kellerberrin	972
Kelmscott	10462
Kendenup	989
Kenmare (WA)	24
Kennedy Range	3
Kensington (WA)	4525
Kentdale	100
Kenwick	5688
Keralup	7
Kewdale	6891
Keysbrook	626
Kiara	1825
Kimbolton (WA)	13
King Leopold Ranges	240
King River	269
Kings Park (WA)	23
Kingsford (WA)	333
Kingsley	13059
Kingston (WA)	13
Kinross	6890
Kirk Rock	14
Kirup	219
Kojaneerup South	38
Kojarena	26
Kojonup	1298
Kokeby	85
Kondinin	354
Kondut	40
Konnongorring	80
Koojan	60
Kookynie	42
Koolanooka	16
Koolyanobbing	94
Koomberkine	64
Koondoola	4055
Koongamia	988
Koorda	266
Korbel	50
Kordabup	149
Korrelocking	53
Kronkup	212
Kudardup	99
Kuender	41
Kukerin	66
Kulikup	115
Kulin	369
Kulin West	78
Kulja	18
Kumarina	54
Kunjin	38
Kununoppin	54
Kununurra	5308
Kurnalpi	5
Kurrenkutten	29
Kweda	16
Kwelkan	17
Kwinana Beach	6
Kwinana Town Centre	249
Kwolyin	19
Lagrange	630
Lake Argyle	221
Lake Austin	13
Lake Biddy	39
Lake Brown	13
Lake Camm	34
Lake Carnegie	13
Lake Clifton	683
Lake Darlot	48
Lake Deborah	61
Lake Grace	548
Lake Hinds	25
Lake Jasper	11
Lake King	95
Lake Margarette	21
Lake Muir	20
Lake Ninan	19
Lake Toolbrunup	66
Lake Wells	7
Lakelands (WA)	4830
Lamington (WA)	2112
Lancelin	726
Landsdale	12206
Lange	248
Langford	5671
Latham (WA)	56
Lathlain	3370
Laverton (WA)	871
Learmonth (WA)	10
Leda	3297
Ledge Point	240
Leederville	3158
Leeman	352
Leeming	10730
Leeuwin	4
Leinster	582
Lennard Brook	194
Leonora	781
Leschenault	2932
Lesmurdie	8437
Lexia	29
Lime Lake	16
Linfarne	63
Little Grove	1503
Little Italy	13
Little Sandy Desert	10
Lockier	15
Lockridge	3467
Lockyer (WA)	1297
Lol Gray	18
Lort River	41
Lowden	116
Lower Chittering	2127
Lower Hotham	26
Lower King	1832
Lowlands	154
Ludlow	108
Lumeah (WA)	79
Lyalls Mill	16
Lyndon	59
Lynwood (WA)	3441
Macleod (WA)	37
Maddington	11371
Madeley	6084
Madora Bay	2728
Madura	18
Magenta (WA)	5
Magitup	29
Mahogany Creek	900
Mahomets Flats	828
Maida Vale	4499
Maitland (WA)	7
Malabaine	45
Malaga	6
Malebelling	35
Mallee Hill	28
Malyalling	29
Mandogalup	55
Mandurah	7837
Manjimup	4349
Manmanning	28
Manning	4139
Manypeaks	150
Marangaroo	10592
Maranup	59
Marbelup	350
Marble Bar	634
Marchagee	37
Mardella	480
Mardie	970
Margaret River (WA)	7654
Mariginiup	838
Marmion	2284
Marne	11
Marracoonda	12
Marradong	48
Marrah	4
Marrinup	4
Martin	1524
Marvel Loch	93
Marybrook	234
Maya	23
Mayanup	163
Maylands (WA)	12577
McAlinden	62
McBeath	53
McKail	3445
Meadow	10
Meadow Springs	8195
Meckering	236
Meda	21
Medina	2373
Meekatharra	708
Meeking	8
Meelon	201
Meenaar	34
Meerup	165
Melville (WA)	5695
Menora	2592
Menzies (WA)	108
Merilup	21
Merivale	86
Merkanooka	49
Merredin	2850
Merriwa (WA)	5489
Meru	35
Metricup	226
Mettler	22
Miamoon	15
Middle Swan	2845
Middlesex (WA)	219
Middleton Beach	727
Midland	5972
Midvale	1494
Miling	141
Millars Well	1828
Millbridge	2397
Millbrook (WA)	272
Millendon	514
Mills Lake	40
Millstream (WA)	17
Milo	13
Milpara	850
Mimegarra	19
Mindarabin	63
Mindarie (WA)	7520
Mindarra	39
Minding	38
Mingenew	282
Minigin	79
Minilya	19
Minnenooka	41
Minnivale	36
Minyirr	108
Mira Mar	1757
Mirrabooka (WA)	8110
Mitchell Plateau	49
Mobrup	39
Mocardy	90
Mogumber	59
Mokine	206
Mokup	53
Mollerin	30
Molloy Island	113
Monjebup	20
Monjingup	424
Moodiarrup	50
Moojebing	57
Mooliabeenee	157
Moondah	31
Moondyne	39
Moonies Hill	37
Moonyoonooka	245
Moora (WA)	1773
Mooriary	16
Moorine Rock	70
Morangup	771
Morawa	532
Morbinning	24
Mordalup	29
Moresby (WA)	870
Morgantown	785
Morley	21530
Mornington (WA)	54
Mosman Park (WA)	8757
Moulyinning	50
Mount Adams	10
Mount Barker (WA)	2741
Mount Budd	19
Mount Burges	96
Mount Caroline	7
Mount Claremont	4616
Mount Clarence	684
Mount Elphinstone	96
Mount Erin	8
Mount Hampton	30
Mount Hardey	174
Mount Hardman	456
Mount Hawthorn	7547
Mount Helena	3185
Mount Hill	41
Mount Holland	3
Mount Horner	36
Mount Lawley	11125
Mount Madden	33
Mount Magnet	470
Mount Melville	1097
Mount Nasura	2983
Mount Ney	4
Mount Pleasant (WA)	6684
Mount Richon	1972
Mount Sheila	1065
Mount Sheridan (WA)	47
Mount Stirling	18
Mount Tarcoola	3197
Mount Walker (WA)	55
Muchea	968
Muckenburra	158
Mueller Ranges	382
Muja	18
Mukinbudin	355
Mulga Downs	181
Mullaloo	5991
Mullalyup	152
Mullewa	447
Mullingar	305
Muluckine	218
Mumballup	85
Mumberkine	60
Mundabullangana	11
Mundaring	3041
Mundijong	1232
Mundrabilla	23
Mungalup	41
Munglinup	129
Munster	4429
Muntadgin	51
Muradup	108
Murchison (WA)	62
Murdoch	3524
Murdong	29
Muresk	28
Myalup	353
Myaree	1945
Myrup	500
Nabawa	133
Nairibin	19
Nalkain	9
Nalyerlup	20
Namban	33
Nambeelup	318
Nambung	32
Nanarup	33
Nanga	12
Nangeenan	64
Nangetty	11
Nannup	936
Nanson	121
Nanutarra	72
Napier	274
Naraling	12
Narembeen	472
Narngulu	394
Narra Tarra	77
Narraloggan	27
Narrikup	492
Narrogin	4274
Narrogin Valley	118
Naturaliste	69
Naval Base	21
Nedlands	10194
Needilup	104
Neendaling	22
Neerabup	104
Neergabby	236
Nembudding	11
Neridup	150
Nerren Nerren	4
New Norcia	101
Newcarlbeon	26
Newdegate	167
Newlands (WA)	114
Newman	7238
Ngaanyatjarra-Giles	964
Nickol	4624
Nilgen	230
Nillup	63
Ningaloo	15
Nippering	16
Nirimba	71
Noggerup	85
Nokaning	56
Nolba	18
Nollamara	11570
Nomans Lake	50
Noranda	7979
Nornalup	66
Norpa	18
Norseman	581
North Baandee	40
North Beach (WA)	3410
North Bodallin	21
North Boyanup	343
North Burngup	9
North Cascade	4
North Coogee	2388
North Dandalup	712
North Eradu	11
North Fremantle	3340
North Greenbushes	115
North Jindong	80
North Kellerberrin	35
North Kukerin	77
North Kununoppin	26
North Lake	1295
North Lake Grace	19
North Moulyinning	38
North Perth	8744
North Plantations	352
North Stirlings	27
North Tammin	124
North Trayning	21
North Walpole	93
North West Cape	131
North Wialki	14
North Yelbeni	16
North Yunderup	849
Northam	6548
Northampton	813
Northbridge (WA)	1307
Northcliffe	300
Northern Gully	16
Nowergup	195
Nugadong	15
Nukarni	49
Nullagine	1701
Nullaki	31
Nulsen	1137
Nungarin	145
Nunierra	11
Nunile	99
Nyabing	296
O'Connor (WA)	463
Oakford	2632
Ocean Beach	947
Ocean Reef	7840
Ogilvie	57
Old Plains	67
Oldbury	338
Ongerup	93
Onslow	857
Oombulgurri	13
Ora Banda	8
Orana	2050
Orange Grove (WA)	747
Orange Springs	15
Orchid Valley	29
Ord River	134
Orelia	4701
Osborne Park	4120
Osmington	135
Padbury	8183
Palgarup	150
Pallinup	89
Palmdale (WA)	23
Palmer (WA)	59
Palmyra (WA)	6950
Pannawonica	695
Pantapin	40
Paraburdoo	1380
Paradise (WA)	163
Pardoo	52
Parkerville	2325
Parkeston	60
Parkfield	52
Parklands (WA)	581
Parkwood (WA)	6032
Parmelia	6010
Parryville	69
Paulls Valley	63
Paynedale	47
Paynes Find	58
Paynesville (WA)	10
Peaceful Bay	69
Peak Hill (WA)	168
Pearsall	3860
Peedamulla	19
Peerabeelup	9
Pegs Creek	1998
Pelican Point (WA)	874
Pemberton	974
Peppermint Grove	1636
Peppermint Grove Beach	466
Perenjori	276
Perillup	46
Peron	22
Perth (WA)	11425
Perth Airport	28
Perup	150
Petrudor	7
Piara Waters	9116
Piawaning	57
Piccadilly (WA)	2263
Pickering Brook	570
Picton (WA)	81
Picton East	117
Piesse Brook	210
Piesseville	59
Pindar	30
Pingaring	76
Pingelly	809
Pingrup	264
Pinjar	96
Pinjarra	4910
Pink Lake	914
Pintharuka	29
Pinwernying	132
Pippingarra	165
Pithara	110
Plumridge Lakes	339
Point Samson	231
Popanyinning	180
Porongurup	290
Port Albany	127
Port Denison	1410
Port Hedland	4180
Port Kennedy	13777
Preston Beach	227
Preston Settlement	126
Prevelly	192
Prince Regent River	3
Pumphreys Bridge	20
Purnululu	15
Quairading	641
Qualeup	55
Quedjinup	408
Queens Park (WA)	6655
Queenwood	88
Quelagetting	20
Quellington	39
Quindalup	1336
Quindanning	55
Quinninup	155
Quinns Rocks	8734
Ranford	180
Rangeway	1887
Ravensthorpe	498
Ravenswood (WA)	2176
Rawlinna	30
Red Gully	33
Red Hill (WA)	69
Redbank (WA)	43
Redcliffe (WA)	4969
Redgate (WA)	84
Redmond	205
Redmond West	72
Reedy	3
Regans Ford	25
Reinscourt	242
Ridgewood (WA)	4674
Ringbark	113
Riverton (WA)	5643
Rivervale	10366
Robinson	609
Rockingham (WA)	14428
Rocklea (WA)	275
Rockwell	3
Rocky Gully (WA)	98
Roebourne	981
Roebuck	509
Roelands	845
Roleystone	6634
Rosa Brook	205
Rosa Glen	164
Rossmore (WA)	6
Rossmoyne	3321
Rothsay	158
Rottnest Island	334
Ruabon	81
Rudds Gully	182
Ryansbrook	67
Sabina River	76
Safety Bay	7407
Salmon Gums	191
Salter Point	2847
Samson	1921
San Remo (WA)	964
Sandsprings	9
Sandstone	89
Sandy Gully (WA)	86
Sawyers Valley	991
Scaddan	125
Scarborough (WA)	15467
Scotsdale	455
Scott River	55
Scott River East	17
Scotts Brook	66
Seabird	78
Secret Harbour	12073
Seppings	175
Serpentine (WA)	2317
Seville Grove	10270
Shackleton	96
Shadforth (WA)	687
Shannon (WA)	4
Shelley (WA)	4523
Shenton Park	4525
Sherlock (WA)	3
Shoalwater (WA)	4100
Siesta Park	83
Silver Sands	1258
Sinagra	2632
Sinclair	878
Singleton (WA)	3752
Smith Brook	56
Somerville (WA)	4156
Sorrento (WA)	7338
South Bodallin	8
South Boulder	1375
South Bunbury	8419
South Burracoppin	30
South Carnarvon	979
South Datatine	20
South Doodlakine	47
South Fremantle	3081
