SSC_NAME16	medianMortgageRepayment
No usual address (NSW)	
Migratory - Offshore - Shipping (NSW)	
Abbeyard	
Abbotsford (Vic.)	25704
Aberfeldie	26400
Aberfeldy	
Acheron	17088
Ada	
Adams Estate	14040
Addington	17160
Adelaide Lead	9624
Agnes	30600
Aire Valley	
Aireys Inlet	18204
Airly	16800
Airport West	22800
Albacutya	
Albanvale	16212
Albert Park (Vic.)	36000
Alberton (Vic.)	13368
Alberton West	12504
Albion (Vic.)	18000
Alexandra (Vic.)	15600
Alfredton	18720
Allambee	
Allambee Reserve	16116
Allambee South	14400
Allans Flat	22200
Allansford	17640
Allendale	15660
Allestree	14400
Alma (Vic.)	16380
Almonds	
Almurta	15600
Alphington	24444
Altona (Vic.)	24000
Altona Meadows	18204
Altona North	24000
Alvie	9600
Amherst	8640
Amor	
Amphitheatre	10404
Anakie	20796
Ancona	16800
Anderson	
Anglers Rest	
Anglesea	19488
Annuello	
Antwerp	4728
Apollo Bay (Vic.)	17292
Appin (Vic.)	
Appin South	
Apsley (Vic.)	7704
Ararat	12792
Arawata	14400
Arbuckle	
Arcadia (Vic.)	14400
Arcadia South	10404
Archdale	
Archdale Junction	
Archerton	
Archies Creek	12996
Ardeer	18204
Ardmona	14616
Areegra	
Argyle (Vic.)	13200
Armadale (Vic.)	28200
Armstrong	10032
Armstrong Creek (Vic.)	21600
Arnold (Vic.)	13356
Arnold West	
Arthurs Creek	24000
Arthurs Seat	24000
Ascot (Ballarat - Vic.)	15600
Ascot (Greater Bendigo - Vic.)	17724
Ascot Vale	26136
Ashbourne (Vic.)	24000
Ashburton	30000
Ashwood	24000
Aspendale	24696
Aspendale Gardens	22320
Athlone	12000
Attwood	22392
Aubrey	
Auchmore	
Avalon	23400
Avenel	15600
Avoca (Vic.)	10728
Avon Plains	
Avondale Heights	23400
Avonmore	13524
Avonsleigh	20400
Axe Creek	21624
Axedale	19200
Ayrford	15600
Bacchus Marsh	18204
Baddaginnie	12876
Badger Creek	16728
Bael Bael	
Bagshot	20796
Bagshot North	
Bahgallah	12408
Bailieston	21972
Bairnsdale	14460
Bakery Hill	12996
Balaclava (Vic.)	25200
Bald Hills (Vic.)	18204
Balintore	21600
Ballan	18204
Ballangeich	12000
Ballapur	
Ballarat Central	15600
Ballarat East	14556
Ballarat North	15600
Ballendella	13800
Balliang	16248
Balliang East	23400
Ballyrogan	
Balmattum	15600
Balmoral (Vic.)	9756
Balnarring	20796
Balnarring Beach	16896
Balook	
Balwyn	30000
Balwyn North	30000
Bamawm	14772
Bamawm Extension	16800
Bambra	25356
Bamganie	
Bandiana	20604
Bangerang	
Bangholme	25008
Bannerton	
Bannockburn (Vic.)	20988
Banyan	
Banyena	11700
Baranduda	20796
Barfold	17676
Baringhup	15900
Baringhup West	
Barjarg	21600
Barkers Creek	16644
Barkly (Vic.)	6240
Barkstead	11760
Barmah	11844
Barnadown	
Barnawartha	15600
Barnawartha North	20544
Baromi	14400
Barongarook	18204
Barongarook West	18456
Barrabool	24000
Barrakee	
Barramunga	
Barraport	
Barraport West	
Barrys Reef	10620
Barunah Park	
Barunah Plains	
Barwidgee	25200
Barwite	15600
Barwon Downs	13980
Barwon Heads	23400
Basalt (Vic.)	
Bass	16260
Batesford	23460
Bathumi	16248
Baw Baw (Vic.)	
Baw Baw Village	
Baxter	16644
Bayindeen	
Bayles	20004
Baynton (Vic.)	16896
Bayswater (Vic.)	19764
Bayswater North	20400
Beaconsfield (Vic.)	23400
Beaconsfield Upper	25200
Bealiba	7152
Bearii	10008
Bears Lagoon	
Beauchamp	
Beaufort (Vic.)	12996
Beaumaris (Vic.)	31200
Beazleys Bridge	
Beeac	12996
Beech Forest	10404
Beechworth	17160
Beenak	
Belgrave	20280
Belgrave Heights	20400
Belgrave South	20400
Bell Park	16020
Bell Post Hill	16896
Bellarine	30000
Bellbird Creek	
Bellbrae	24348
Bellbridge	18108
Bellellen	11940
Bellfield (Banyule - Vic.)	24000
Bellfield (Northern Grampians - Vic.)	
Bells Beach	20796
Belmont (Vic.)	18204
Bemm River	17772
Bena	18204
Benalla	14040
Benambra	7800
Benayeo	14484
Bend Of Islands	23700
Bendigo	16896
Bendoc	7200
Bengworden	13104
Benjeroop	8208
Benloch	21852
Bennison	22104
Bentleigh	26004
Bentleigh East	25404
Benwerrin	
Beremboke	18384
Berrimal	
Berringa	12240
Berringama	
Berriwillock	5724
Berrybank	
Berrys Creek	16908
Berwick	22104
Bessiebelle	13704
Bet Bet	12348
Bete Bolong	18384
Bete Bolong North	
Bethanga	15600
Betley	12024
Beulah (Vic.)	3636
Beverford	12996
Beveridge	23964
Big Desert	
Big Hill (Greater Bendigo - Vic.)	19500
Big Hill (Surf Coast - Vic.)	
Big Pats Creek	15600
Biggara	
Billabong	
Bimbourie	
Bindi	
Binginwarri	20400
Bingo Munjie	
Birchip	7800
Birchip West	
Birdwoodton	18120
Birregurra	17880
Bittern	20400
Black Hill (Vic.)	17268
Black Range (Vic.)	14220
Black Rock (Vic.)	29400
Blackburn	24000
Blackburn North	24000
Blackburn South	24000
Blackwarry	18204
Blackwood (Vic.)	15600
Blairgowrie	21600
Blakeville	19764
Blampied	16728
Blind Bight	19200
Blowhard	19500
Bo Peep	
Bobinawarrah	18204
Bochara	19800
Bogong	
Boho	17292
Boho South	13728
Boigbeat	
Boinka	
Boisdale	12996
Bolangum	
Bolinda	26004
Bolton	
Bolwarra (Vic.)	16800
Bolwarrah	8844
Bona Vista	18204
Bonang	9468
Bonbeach	21840
Bonegilla	24000
Boneo	24000
Bonn	14400
Bonnie Doon (Vic.)	15600
Bonshaw (Vic.)	15600
Bookaar	19236
Boola	
Boolarong	
Boolarra	12996
Boolarra South	12996
Boole Poole	
Boolite	
Boomahnoomoonah	16896
Boonah (Vic.)	
Boorcan	12000
Boorhaman	12924
Boorhaman East	
Boorhaman North	16896
Boorolite	16020
Boorool	16584
Boort	9096
Boosey	18000
Boralma	16908
Bornes Hill	
Boronia	20280
Borung	3024
Bostocks Creek	15600
Botanic Ridge	26400
Boundary Bend	7896
Bowenvale	10404
Boweya	21372
Boweya North	15600
Bowmans Forest	21108
Bowser	19236
Box Hill (Vic.)	21600
Box Hill North	24000
Box Hill South	24000
Boxwood	
Bradford	
Bradvale	
Braeside	
Brandy Creek (Vic.)	21144
Branxholme	8316
Bravington	
Braybrook	19200
Breakaway Creek	
Breakwater	15456
Breamlea	22404
Brenanah	
Brewster	17556
Briagolong	13944
Briar Hill	22104
Bridge Creek	24000
Bridgewater (Vic.)	15600
Bridgewater North	6324
Bridgewater On Loddon	11700
Bright (Vic.)	16740
Brighton (Vic.)	34956
Brighton East	30000
Brim	5724
Brimboal	
Brimin	5208
Brimpaen	6504
Bringalbert	
Brit Brit	
Broadford	15600
Broadmeadows (Vic.)	15864
Broadwater (Vic.)	
Brodribb River	
Broken Creek	
Bromley	
Brookfield (Vic.)	19392
Brooklyn (Vic.)	22104
Brookville	
Broomfield	13104
Broughton (Vic.)	7464
Brown Hill (Vic.)	17784
Browns Plains (Vic.)	16908
Bruarong	20016
Brucknell	12684
Brumby	
Brunswick (Vic.)	24696
Brunswick East	24000
Brunswick West	24000
Bruthen	13176
Buangor	10296
Buchan	12996
Buchan South	20796
Buckland (Vic.)	18000
Buckley	23400
Buckley Swamp	25008
Buckrabanyule	2604
Budgee Budgee (Vic.)	
Budgeree	15600
Budgerum East	
Buffalo	18108
Buffalo River	17760
Bulart	26004
Buldah	
Bulga (Vic.)	
Bulgana	
Bulla (Vic.)	21528
Bullaharre	
Bullarook	24708
Bullarto	12000
Bullarto South	5760
Bulleen	24000
Bullengarook	26004
Bullioh	14952
Bullumwaal	9756
Buln Buln	19896
Buln Buln East	18204
Bumberrah	19812
Bunbartha	19200
Bundalaguah	18000
Bundalong	18000
Bundalong South	22104
Bundara	
Bunding	11700
Bundoora (Vic.)	20796
Bung Bong	23868
Bungador	13200
Bungal	22404
Bungalally	16608
Bungaree (Vic.)	15420
Bungeet	
Bungeet West	9000
Bungil (Vic.)	
Bunguluke	
Buninyong	18204
Bunkers Hill	16200
Bunyip	20796
Bunyip North	16248
Buragwonduc	
Burkes Bridge	
Burkes Flat	
Burnbank	15600
Burnewang	
Burnley	25356
Burnside (Vic.)	20796
Burnside Heights	24000
Burramboot	
Burramine	18600
Burramine South	
Burrowye	22404
Burrumbeet	14760
Burwood (Vic.)	24000
Burwood East	24000
Bushfield	20796
Bushy Park (Vic.)	20796
Butchers Ridge	
Buxton (Vic.)	18204
Byaduk	10800
Byaduk North	8400
Byawatha	15468
Bylands	17100
Byrneside	15600
Cabarita (Vic.)	15600
Cabbage Tree	
Cabbage Tree Creek	9600
Cadello	
Cairnlea	22200
Calder Park	
Caldermeade	26004
California Gully	14304
Calivil	9900
Callawadda	10452
Callignee	22848
Callignee North	14640
Callignee South	20796
Calrossie	
Calulu	17292
Cambarville	
Camberwell (Vic.)	30000
Cambrian Hill	20412
Campbellfield	18000
Campbells Bridge	
Campbells Creek	15600
Campbells Forest	18300
Campbelltown (Vic.)	8748
Camperdown (Vic.)	12996
Canadian	16800
Canary Island	
Caniambo	15600
Cann River	6036
Cannie	
Cannons Creek	18468
Cannum	
Canterbury (Vic.)	32676
Cape Bridgewater	13884
Cape Clear	15600
Cape Conran	
Cape Otway	
Cape Paterson	15336
Cape Schanck	24000
Cape Woolamai	16800
Capels Crossing	
Carag Carag	12000
Caralulup	
Caramut	11568
Carapooee	12996
Carapooee West	
Carapook	8520
Carboor	19500
Cardigan	21840
Cardigan Village	20796
Cardinia	18684
Cardross	14820
Cargerie	18204
Carina (Vic.)	
Caringal	
Carisbrook	12996
Carlisle River	11052
Carlsruhe	21600
Carlton (Vic.)	22728
Carlton North	24000
Carlyle	14400
Carnegie	24000
Carngham	10404
Caroline Springs	23400
Carpendeit	11256
Carrajung	12504
Carrajung Lower	16800
Carrajung South	20796
Carranballac	
Carron	
Carrum	21600
Carrum Downs	18204
Carwarp	13680
Cashmore	17088
Cassilis (Vic.)	
Castella	20796
Casterton	9600
Castle Creek (Vic.)	15600
Castle Donnington	17556
Castlemaine	14400
Catani	19608
Cathcart (Vic.)	16380
Cathkin	13500
Catumnal	
Caulfield	26004
Caulfield East	26004
Caulfield North	26004
Caulfield South	30000
Caveat	21000
Cavendish	13200
Ceres	21840
Chadstone	24000
Chandlers Creek	
Chapel Flat	
Chapple Vale	18204
Charam	
Charlemont	18000
Charleroi	12996
Charlton (Vic.)	9360
Chatsworth (Vic.)	
Chelsea	22080
Chelsea Heights	21600
Cheltenham (Vic.)	24000
Chepstowe	12996
Cherokee	15600
Cherrypool	
Cheshunt	10404
Cheshunt South	
Chesney Vale	15528
Chetwynd	6000
Chewton	14400
Chewton Bushlands	13800
Childers (Vic.)	15576
Chillingollah	
Chiltern	15108
Chiltern Valley	18204
Chinangin	
Chinkapook	
Chintin	29568
Chirnside Park	21840
Chirrip	
Chocolyn	9648
Christmas Hills (Vic.)	24000
Chum Creek	19092
Churchill (Vic.)	11700
Churchill Island	
Chute	
Clarendon (Vic.)	18396
Claretown	
Clarinda	21600
Clarkefield	24000
Clarkes Hill	16800
Clayton	21588
Clayton South	20160
Clear Lake	9408
Clematis	19200
Clifton Creek	14304
Clifton Hill	28596
Clifton Springs	16800
Clonbinane	18360
Clover Flat	
Cloverlea	18720
Club Terrace	
Clunes (Vic.)	12996
Clyde (Vic.)	22764
Clyde North	24072
Clydebank	19212
Clydesdale (Vic.)	15600
Coalville	20400
Cobains	18204
Cobaw	15600
Cobbannah	
Cobberas	
Cobden	13836
Cobram	15600
Cobram East	18204
Cobrico	20016
Cobungra	
Coburg	24000
Coburg North	24000
Cocamba	
Cochranes Creek	
Cockatoo (Vic.)	19200
Cocoroc	
Codrington (Vic.)	22656
Coghills Creek	9876
Cohuna	12432
Coimadai	23400
Cokum	
Colac	14040
Colac Colac	12996
Colac East	16800
Colac West	14400
Colbinabbin	11628
Colbrook	25860
Coldstream (Vic.)	18804
Coleraine	7800
Colignan	9156
Collingwood (Vic.)	26160
Combienbar	
Concongella	12852
Condah	12504
Congupna	18204
Connewarre	24000
Connewirricoo	
Coojar	
Coolaroo	15600
Cooma (Vic.)	16644
Coomboona	16200
Coomoora	15264
Coongulla	10404
Coonooer Bridge	
Coonooer West	
Cooriemungle	6912
Cope Cope	4164
Cora Lynn	21204
Corack	
Corack East	
Coragulac	18204
Coral Bank	11124
Corindhap	14400
Corinella (Vic.)	15600
Corio	13968
Corndale (Vic.)	
Cornella	
Cornishtown	25008
Coronet Bay	11772
Corop	11700
Cororooke	13260
Corringle	
Corryong	10404
Corunnun	16908
Cosgrove (Vic.)	12504
Cosgrove South	15600
Costerfield	15600
Cotswold	
Cottles Bridge	27300
Cowa	
Cowangie	
Cowes	17676
Cowleys Creek	
Cowwarr	14244
Craigie (Vic.)	13416
Craigieburn	20796
Cranbourne	18204
Cranbourne East	23400
Cranbourne North	21048
Cranbourne South	24000
Cranbourne West	20796
Creek Junction	
Creightons Creek	18204
Cremorne (Vic.)	28200
Cressy (Vic.)	7764
Creswick	14400
Creswick North	17676
Crib Point	17388
Crookayan	
Crooked River	
Cross Roads (Vic.)	
Crossley	20304
Crossover	18204
Crowlands	15600
Croxton East	15120
Croydon (Vic.)	20796
Croydon Hills	21600
Croydon North	21600
Croydon South	20796
Crymelon	
Cudgee	17940
Cudgewa	12000
Culgoa	7152
Culla	
Cullen	34452
Cullulleraine	9624
Cundare	
Cundare North	
Curdies River	
Curdievale	15840
Curlewis (Vic.)	21168
Curyo	
Dadswells Bridge	12996
Daisy Hill (Vic.)	10404
Dales Creek	19200
Dallas	15600
Dalmore	21624
Daltons Bridge	
Dalyenong	
Dalyston	15600
Dandenong	18000
Dandenong North	18600
Dandenong South	
Dandongadale	
Dargo	10404
Darley	19200
Darlimurla	23400
Darlington (Vic.)	18204
Darnum	17424
Darraweit Guim	20604
Darriman	
Dartmoor (Vic.)	8316
Dartmouth	10404
Dawson (Vic.)	13764
Daylesford	16524
Dean	18012
Deans Marsh	17028
Deddick Valley	
Dederang	12996
Deep Lead	13344
Deepdene (Vic.)	30000
Deer Park	19200
Delacombe	17676
Delahey	18000
Delatite	
Delburn	
Delegate River	
Denicull Creek	
Denison	15600
Dennington	18000
Denver	18540
Deptford	
Derby (Vic.)	
Dereel	14400
Dergholm	10920
Derrimut	24000
Derrinal	24000
Derrinallum	8160
Devenish	8196
Devils River	
Devon Meadows	24000
Devon North	15420
Dewhurst	18300
Dhurringile	18720
Diamond Creek	24000
Digby	7800
Diggers Rest	17640
Diggora	12996
Dimboola	10080
Dingee	8676
Dingley Village	23400
Dingwall	6420
Dinner Plain	21144
Dixie (Vic.)	21084
Dixons Creek	20796
Dobie	
Docker	19176
Dockers Plains	19200
Docklands	26004
Doctors Flat	
Dollar	14820
Don Valley	19356
Donald	9360
Doncaster	23916
Doncaster East	24000
Donnybrook (Vic.)	20796
Donvale	25200
Dooboobetic	
Dooen	13908
Dookie	12996
Dookie College	
Doreen	23604
Dorodong	
Double Bridges	
Douglas (Vic.)	
Doveton	16044
Dreeite	18720
Dreeite South	
Driffield	26004
Drik Drik	
Dromana	19764
Dropmore	
Drouin	18000
Drouin East	15900
Drouin South	20796
Drouin West	19680
Drumanure	15600
Drumborg	12000
Drumcondra	24000
Drummartin	
Drummond	14880
Drummond North	18108
Drung	15600
Dry Diggings	21204
Drysdale	19200
Duchembegarra	
Dumbalk	12996
Dumbalk North	9600
Dumosa	
Dunach	14292
Dundonnell	
Dunkeld (Vic.)	12000
Dunluce	3720
Dunneworthy	
Dunnstown	15600
Dunolly (Vic.)	9528
Dunrobin (Vic.)	6108
Durdidwarrah	
Durham Lead	18000
Durham Ox	12480
Dutson	
Dutson Downs	
Dutton Way	12996
Duverney	
Eagle Point	15600
Eaglehawk	15084
Eaglehawk North	
Eaglemont	30000
Earlston	12996
East Bairnsdale	12684
East Bendigo	15600
East Geelong	19788
East Melbourne	26304
East Sale	19500
East Wangaratta	21204
East Warburton	15600
Eastern View	
Eastville	
Eastwood (Vic.)	18720
Ebden	15600
Echuca	16236
Echuca Village	19764
Echuca West	21204
Ecklin South	24000
Eddington	18780
Eden Park	24120
Edenhope	7920
Edgecombe	26004
Edi	12996
Edi Upper	15204
Edithvale	23400
Eganstown	15600
Eildon	12000
Elaine	18204
Eldorado	15600
Elevated Plains	37704
Elingamite	6504
Elingamite North	26400
Elizabeth Island	
Ellaswood	21600
Ellerslie (Vic.)	10404
Elliminyt	18204
Ellinbank	23400
Elmhurst	7284
Elmore	12000
Elphinstone (Vic.)	15756
Elsternwick	26004
Eltham (Vic.)	24000
Eltham North	24000
Elwood	26004
Emerald (Vic.)	20796
Emu	8064
Emu Creek (Vic.)	20400
Endeavour Hills	19500
Enfield (Vic.)	15600
Englefield	
Enochs Point	
Ensay	9888
Ensay North	
Eppalock	18600
Epping (Vic.)	20400
Epsom (Vic.)	18864
Ercildoune	15060
Erica	10404
Errinundra	
Eskdale (Vic.)	9888
Esmond	
Essendon	26004
Essendon Fields	
Essendon North	21600
Essendon West	25200
Eumemmerring	16800
Eurack	18108
Eureka (Vic.)	14928
Euroa	12384
Eurobin	16800
Evansford	10800
Eversley	
Everton	17580
Everton Upper	10404
Exford	24000
Eynesbury	24000
Fairbank	
Fairfield (Vic.)	24624
Fairhaven	26004
Fairley	
Fairy Dell (Campaspe - Vic.)	17928
Fairy Dell (East Gippsland - Vic.)	
Falls Creek (Vic.)	19500
Faraday	12996
Fawcett	19200
Fawkner	20796
Fentons Creek	
Ferguson (Vic.)	
Fern Hill	15600
Fernbank	15600
Ferndale (Vic.)	14556
Fernihurst	
Fernshaw	
Ferntree Gully	20796
Ferny Creek	22548
Fiery Flat	
Fingal (Vic.)	24240
Fish Creek	13620
Fish Point	
Fiskville	
Fitzroy (Vic.)	27432
Fitzroy North	26004
Flaggy Creek	16896
Flagstaff	15600
Flamingo Beach	
Flemington	24000
Flinders (Vic.)	30000
Flora Hill	16896
Flowerdale (Vic.)	14724
Flynn (Vic.)	24600
Flynns Creek	
Footscray	22104
Forbes (Vic.)	22884
Forest Hill (Vic.)	23400
Forge Creek	20280
Forrest (Vic.)	18456
Foster	14628
Foster North	16524
Fosterville	13800
Foxhow	
Framlingham	12996
Framlingham East	
Franklinford	14556
Frankston	18000
Frankston North	14460
Frankston South	23400
Freeburgh	9228
French Island	5916
Frenchmans	
Freshwater Creek	23100
Fryerstown	12600
Fulham (Vic.)	21840
Fumina	
Fumina South	17016
Fyans Creek	18984
Fyansford	18852
Gaffneys Creek	
Gainsborough	19500
Gannawarra	7800
Gapsted	17676
Gardenvale	30000
Garfield (Vic.)	19368
Garfield North	24000
Garibaldi	15912
Garvoc	11400
Gateway Island	
Gatum	
Gazette	
Geelong	20796
Geelong West	19404
Gelantipy	
Gellibrand	14220
Gellibrand Lower	
Gelliondale	15600
Gembrook	20796
Genoa	
Gentle Annie	
Georges Creek (Vic.)	14556
Gerahmin	
Gerang Gerung	14304
Gerangamete	16800
Germania	
Germantown (Vic.)	
Gerrigerrup	
Gherang	20796
Gheringhap	24000
Ghin Ghin	22884
Giffard	2460
Giffard West	13800
Gil Gil	
Gilderoy	9108
Gillieston	
Gillum	
Gipsy Point	
Girgarre	11028
Girgarre East	19692
Gisborne	23760
Gisborne South	26124
Gladfield (Vic.)	15600
Gladstone Park	20400
Gladysdale	20796
Glen Alvie	18204
Glen Creek	18204
Glen Forbes	17604
Glen Huntly	21600
Glen Iris (Vic.)	30000
Glen Park	23400
Glen Valley	
Glen Waverley	24000
Glen Wills	
Glenaire	25800
Glenaladale	7668
Glenalbyn	
Glenaroua	19248
Glenbrae	
Glenburn	18108
Glendaruel	
Glendonald	
Glenfalloch	
Glenfyne	15600
Glengarry (Vic.)	18204
Glengarry North	18204
Glengarry West	18204
Glengower	
Glenhope	26400
Glenhope East	
Glenisla	
Glenlee (Vic.)	10764
Glenlofty	
Glenlogie	7800
Glenloth	
Glenloth East	
Glenluce	
Glenlyon (Vic.)	15600
Glenmaggie	15000
Glenmore (Vic.)	21576
Glenorchy (Vic.)	5412
Glenormiston North	6180
Glenormiston South	20016
Glenpatrick	9948
Glenrowan	15600
Glenrowan West	13260
Glenroy (Vic.)	20796
Glenthompson	7500
Glomar Beach	
Gnarwarre	24000
Gnotuk	16248
Gobarup	9852
Gobur	11268
Golden Beach (Vic.)	9252
Golden Gully	14400
Golden Point (Ballarat - Vic.)	14424
Golden Point (Mount Alexander - Vic.)	14400
Golden Square	15600
Goldie	27036
Goldsborough (Vic.)	7800
Gong Gong	
Gonn Crossing	8784
Goomalibee	16716
Goon Nure	16308
Goongerah	
Gooram	18000
Gooramadda	24696
Goorambat	13920
Goornong	15600
Gooroc	
Gorae	18204
Gorae West	15600
Gordon (Vic.)	18204
Gormandale	15600
Goroke	5280
Goschen	
Goughs Bay	12000
Goulburn Weir	
Gowanbrae	23400
Gowanford	
Gowangardie	
Gowar East	
Gower	18204
Grahamvale	18204
Grampians	
Grand Ridge	
Granite Rock	16380
Grantville	15600
Granya	10404
Grassdale (Vic.)	
Grassmere	18708
Grays Bridge	
Graytown	8640
Gre Gre	
Gre Gre North	
Gre Gre South	
Great Western	12996
Gredgwin	
Green Gully (Vic.)	13272
Greendale (Vic.)	20796
Greenhill (Vic.)	15600
Greens Creek (Vic.)	19116
Greensborough	23400
Greenvale (Vic.)	24000
Greenwald	6984
Grenville	21000
Greta (Vic.)	22104
Greta South	13524
Greta West	15600
Grey River	
Gringegalgona	
Gritjurk	
Grovedale	17724
Gruyere	24000
Guildford (Vic.)	14556
Gunbower	10452
Gundowring	20592
Gunyah	
Guys Forest	
Guys Hill	29304
Gymbowen	
Haddon	18204
Hadfield	19200
Hallam	18720
Hallora	20808
Halls Gap	14772
Hallston	26004
Hamilton (Vic.)	12996
Hamlyn Heights	17424
Hampton (Vic.)	30000
Hampton East	27600
Hampton Park	18096
Hansonville	19092
Happy Valley (Golden Plains - Vic.)	12996
Happy Valley (Swan Hill - Vic.)	21492
Harcourt	16116
Harcourt North	16200
Harkaway	23400
Harmers Haven	20808
Harrietville	17892
Harrow	13920
Harston	16200
Hastings (Vic.)	19032
Hattah	
Havelock	14400
Haven	19200
Havilah (Vic.)	
Hawkesdale	11832
Hawkhurst	
Hawthorn (Vic.)	26004
Hawthorn East	28296
Hazel Park	25392
Hazelwood	22920
Hazelwood North	21012
Hazelwood South	18204
Healesville	18912
Heath Hill	25200
Heathcote (Vic.)	13260
Heathcote Junction	20340
Heathcote South	
Heatherton	24000
Heathmere	13212
Heathmont	23184
Hedley	17004
Heidelberg	26004
Heidelberg Heights	22800
Heidelberg West	18204
Hensley Park	11400
Henty (Vic.)	11172
Hepburn	15600
Hepburn Springs	15600
Herne Hill (Vic.)	16800
Hernes Oak	20400
Hesket	24600
Hesse	
Hexham (Vic.)	9600
Heyfield	12996
Heytesbury Lower	
Heywood	12840
Hiamdale	
Hiawatha	
High Camp	27600
Highett	25200
Highlands	18300
Highton	20796
Hilgay	
Hill End (Vic.)	12504
Hillcrest (Vic.)	15600
Hilldene	19500
Hillside (East Gippsland - Vic.)	20796
Hillside (Melton - Vic.)	20796
Hinnomunjie	13668
Hmas Cerberus	
Hoddles Creek	20796
Hollands Landing	
Homebush (Vic.)	
Homerton	
Homewood	15600
Hopetoun (Vic.)	7800
Hopetoun Park	23916
Hoppers Crossing	17472
Hordern Vale	11052
Horfield	11340
Horsham	14304
Hotham Heights	
Hotspur	12216
Howes Creek	24408
Howitt Plains	
Howqua	
Howqua Hills	
Howqua Inlet	14352
Hughesdale	24000
Humevale	21852
Hunter	2400
Hunterston	
Huntingdale (Vic.)	23400
Huntly	18540
Huntly North	15600
Huon	19860
Huon Creek	28752
Hurstbridge	22104
Icy Creek	
Iguana Creek	
Illabarook	
Illawarra	15348
Illowa	20016
Indented Head	19176
Indigo Valley	23400
Inglewood (Vic.)	8844
Ingliston	24120
Invergordon (Vic.)	14556
Inverleigh	20796
Inverloch	20400
Invermay (Vic.)	22356
Invermay Park	18204
Iona	20796
Iraak	13704
Irishtown (Vic.)	
Ironbark (Vic.)	14976
Irrewarra	20592
Irrewillipe	15600
Irrewillipe East	10800
Irymple (Vic.)	15600
Ivanhoe (Vic.)	26004
Ivanhoe East	31200
Jacana	17364
Jack River	22152
Jackass Flat	18672
Jacob Creek	11436
Jam Jerrup	14640
Jamieson (Vic.)	15600
Jan Juc	21840
Jancourt	
Jancourt East	11856
Jarklin	
Jarrahmond	22188
Jarvis Creek	
Jeeralang	13524
Jeeralang Junction	18000
Jeetho	18288
Jeffcott	
Jeffcott North	
Jeparit	5196
Jericho (Vic.)	
Jeruk	
Jil Jil	
Jindivick	19764
Joel Joel	8004
Joel South	
Johanna	10800
Johnsonville	14088
Joyces Creek	
Jumbuk	
Jumbunna	15600
Junction Village	18948
Jung	8064
Jungaburra	
Junortoun	21480
Kaarimba	12996
Kadnook	8940
Kalimna	15600
Kalimna West	13524
Kalkallo	21000
Kalkee	7152
Kallista	21600
Kalorama	20796
Kalpienung	
Kamarooka	10608
Kamarooka North	
Kanagulk	
Kancoona	12996
Kangaroo Flat (Vic.)	15600
Kangaroo Ground	29364
Kaniva	7800
Kanumbra	14400
Kanya	
Kanyapella	31200
Karabeal	
Kardella	16644
Kardella South	21600
Kariah	11064
Karnak	
Karramomus	15000
Karyrie	
Katamatite	10404
Katamatite East	
Katandra	11988
Katandra West	15600
Katunga	15444
Kawarren	12996
Kealba	18204
Keely	10704
Keilor	24000
Keilor Downs	19200
Keilor East	24000
Keilor Lodge	20604
Keilor North	24000
Keilor Park	20796
Kellalac	
Kelvin View	18804
Kenley	
Kenmare (Vic.)	
