SSC_NAME16	MotorVehicles.min	occupied_private_dwellings
Ramsgate	0	31
Ramsgate	1	145
Ramsgate	2	137
Ramsgate	3	42
Ramsgate	4	26
Ramsgate Beach		28
Ramsgate Beach	0	92
Ramsgate Beach	1	312
Ramsgate Beach	2	208
Ramsgate Beach	3	46
Ramsgate Beach	4	17
Rand		8
Rand	0	3
Rand	1	26
Rand	2	14
Rand	3	17
Rand	4	15
Randwick		347
Randwick	0	2118
Randwick	1	5696
Randwick	2	2723
Randwick	3	464
Randwick	4	135
Rangari	1	3
Rangari	2	11
Rangari	3	3
Rangers Valley	2	4
Rangers Valley	3	5
Rankin Park		20
Rankin Park	0	19
Rankin Park	1	265
Rankin Park	2	426
Rankin Park	3	120
Rankin Park	4	52
Rankins Springs		3
Rankins Springs	1	15
Rankins Springs	2	15
Rankins Springs	3	15
Rankins Springs	4	9
Rannock	2	11
Rannock	3	3
Rannock	4	10
Rappville		7
Rappville	1	18
Rappville	2	20
Rappville	3	12
Rappville	4	7
Rathmines		21
Rathmines	0	18
Rathmines	1	224
Rathmines	2	285
Rathmines	3	121
Rathmines	4	56
Ravensdale	1	3
Ravensdale	2	6
Ravensdale	4	3
Ravenswood (NSW)		14
Ravenswood (NSW)	0	21
Ravenswood (NSW)	1	73
Ravenswood (NSW)	2	54
Ravenswood (NSW)	3	16
Ravenswood (NSW)	4	3
Ravensworth (NSW)	1	3
Rawdon Island	1	8
Rawdon Island	2	11
Rawdon Island	3	7
Rawdon Island	4	3
Rawdon Vale	2	3
Rawdon Vale	3	3
Raworth		12
Raworth	0	4
Raworth	1	136
Raworth	2	286
Raworth	3	87
Raworth	4	49
Rawsonville	2	10
Rawsonville	3	3
Raymond Terrace		194
Raymond Terrace	0	301
Raymond Terrace	1	1817
Raymond Terrace	2	1539
Raymond Terrace	3	530
Raymond Terrace	4	243
Razorback		3
Razorback	0	3
Razorback	1	24
Razorback	2	112
Razorback	3	71
Razorback	4	90
Red Head		3
Red Head	0	3
Red Head	1	92
Red Head	2	90
Red Head	3	13
Red Head	4	8
Red Hill (Tamworth Regional - NSW)	2	3
Red Range		6
Red Range	1	19
Red Range	2	22
Red Range	3	13
Red Range	4	12
Red Rock		6
Red Rock	0	4
Red Rock	1	67
Red Rock	2	53
Red Rock	3	23
Red Rock	4	10
Redbank (NSW)		3
Redbank (NSW)	1	18
Redbank (NSW)	2	63
Redbank (NSW)	3	20
Redbank (NSW)	4	22
Redbournberry		3
Redbournberry	1	12
Redbournberry	2	33
Redbournberry	3	14
Redbournberry	4	9
Reddestone	1	5
Reddestone	2	7
Reddestone	3	3
Reddestone	4	3
Redfern		311
Redfern	0	2210
Redfern	1	2454
Redfern	2	639
Redfern	3	116
Redfern	4	38
Redhead		53
Redhead	0	78
Redhead	1	471
Redhead	2	479
Redhead	3	163
Redhead	4	92
Redlands	2	9
Redlands	3	7
Reedy Creek (NSW)	1	6
Reedy Creek (NSW)	2	19
Reedy Creek (NSW)	3	17
Reedy Creek (NSW)	4	12
Reedy Swamp	1	10
Reedy Swamp	2	11
Reedy Swamp	4	4
Reefton (NSW)	1	3
Reefton (NSW)	2	5
Reefton (NSW)	3	4
Reefton (NSW)	4	3
Regents Park (NSW)		73
Regents Park (NSW)	0	175
Regents Park (NSW)	1	623
Regents Park (NSW)	2	468
Regents Park (NSW)	3	142
Regents Park (NSW)	4	67
Regentville		13
Regentville	0	13
Regentville	1	71
Regentville	2	96
Regentville	3	46
Regentville	4	28
Reids Flat		3
Reids Flat	0	3
Reids Flat	1	11
Reids Flat	2	6
Reids Flat	3	4
Reids Flat	4	5
Reidsdale	1	11
Reidsdale	2	20
Reidsdale	3	3
Reidsdale	4	5
Rennie	1	4
Rennie	2	6
Rennie	4	3
Renwick		3
Renwick	0	3
Renwick	1	50
Renwick	2	106
Renwick	3	23
Renwick	4	13
Repentance Creek	1	9
Repentance Creek	2	19
Repentance Creek	3	8
Repton		12
Repton	1	75
Repton	2	111
Repton	3	40
Repton	4	15
Reserve Creek	0	3
Reserve Creek	1	19
Reserve Creek	2	13
Reserve Creek	3	6
Reserve Creek	4	4
Retreat (NSW)	1	9
Retreat (NSW)	2	6
Retreat (NSW)	4	3
Revesby		139
Revesby	0	460
Revesby	1	1639
Revesby	2	1577
Revesby	3	551
Revesby	4	238
Revesby Heights		9
Revesby Heights	0	27
Revesby Heights	1	131
Revesby Heights	2	222
Revesby Heights	3	87
Revesby Heights	4	43
Rhine Falls	2	6
Rhine Falls	3	3
Rhodes		113
Rhodes	0	845
Rhodes	1	2800
Rhodes	2	818
Rhodes	3	116
Rhodes	4	28
Richlands (NSW)	1	3
Richlands (NSW)	2	6
Richmond (NSW)		83
Richmond (NSW)	0	233
Richmond (NSW)	1	903
Richmond (NSW)	2	586
Richmond (NSW)	3	174
Richmond (NSW)	4	88
Richmond Hill (NSW)		4
Richmond Hill (NSW)	1	64
Richmond Hill (NSW)	2	139
Richmond Hill (NSW)	3	64
Richmond Hill (NSW)	4	32
Richmond Lowlands	2	3
Richmond Lowlands	3	3
Richmond Vale	2	6
Richmond Vale	3	8
Richmond Vale	4	7
Rileys Hill	1	10
Rileys Hill	2	35
Rileys Hill	3	11
Rileys Hill	4	5
Ringwood (NSW)	1	3
Ringwood (NSW)	2	6
Ringwood (NSW)	3	3
Riverlea	1	3
Riverlea	2	7
Riverlea	3	9
Riverside (NSW)		6
Riverside (NSW)	1	32
Riverside (NSW)	2	47
Riverside (NSW)	3	20
Riverside (NSW)	4	12
Riverstone		78
Riverstone	0	137
Riverstone	1	683
Riverstone	2	897
Riverstone	3	328
Riverstone	4	194
Rivertree	1	3
Rivertree	2	3
Riverview (NSW)		9
Riverview (NSW)	0	24
Riverview (NSW)	1	238
Riverview (NSW)	2	464
Riverview (NSW)	3	132
Riverview (NSW)	4	64
Riverwood		242
Riverwood	0	920
Riverwood	1	1797
Riverwood	2	1016
Riverwood	3	274
Riverwood	4	139
Rixs Creek	2	3
Rob Roy	2	10
Rob Roy	3	9
Rob Roy	4	6
Robertson (NSW)		20
Robertson (NSW)	0	12
Robertson (NSW)	1	184
Robertson (NSW)	2	279
Robertson (NSW)	3	97
Robertson (NSW)	4	69
Robin Hill		6
Robin Hill	1	51
Robin Hill	2	139
Robin Hill	3	68
Robin Hill	4	45
Rock Flat	1	5
Rock Flat	2	5
Rock Flat	3	9
Rock Forest		4
Rock Forest	0	3
Rock Forest	1	7
Rock Forest	2	23
Rock Forest	3	22
Rock Forest	4	6
Rock Valley		3
Rock Valley	1	16
Rock Valley	2	49
Rock Valley	3	17
Rock Valley	4	11
Rockdale		222
Rockdale	0	997
Rockdale	1	2512
Rockdale	2	1112
Rockdale	3	257
Rockdale	4	119
Rockley		8
Rockley	0	4
Rockley	1	24
Rockley	2	23
Rockley	3	9
Rockley	4	8
Rockley Mount	2	10
Rockley Mount	3	10
Rockley Mount	4	3
Rockton	2	5
Rockton	3	4
Rocky Creek (Gwydir - NSW)	1	5
Rocky Creek (Gwydir - NSW)	2	4
Rocky Creek (Gwydir - NSW)	3	3
Rocky Creek (Gwydir - NSW)	4	3
Rocky Glen	0	3
Rocky Glen	1	3
Rocky Glen	2	9
Rocky Glen	3	8
Rocky Hall	1	3
Rocky Hall	2	7
Rocky Plain (NSW)	1	3
Rocky Plain (NSW)	2	13
Rocky Plain (NSW)	4	5
Rocky Point (NSW)		3
Rocky Point (NSW)	0	3
Rocky Point (NSW)	1	29
Rocky Point (NSW)	2	33
Rocky Point (NSW)	3	10
Rocky Point (NSW)	4	7
Rocky River (Tenterfield - NSW)	2	7
Rocky River (Uralla - NSW)		7
Rocky River (Uralla - NSW)	1	33
Rocky River (Uralla - NSW)	2	37
Rocky River (Uralla - NSW)	3	16
Rocky River (Uralla - NSW)	4	12
Rodd Point		11
Rodd Point	0	29
Rodd Point	1	144
Rodd Point	2	215
Rodd Point	3	52
Rodd Point	4	29
Rollands Plains	1	14
Rollands Plains	2	15
Rollands Plains	3	10
Rollands Plains	4	9
Rookhurst	1	4
Rookhurst	2	6
Rookhurst	3	4
Rookhurst	4	3
Rooty Hill		133
Rooty Hill	0	236
Rooty Hill	1	1296
Rooty Hill	2	1544
Rooty Hill	3	585
Rooty Hill	4	264
Ropers Road	2	3
Ropers Road	3	3
Ropes Crossing		28
Ropes Crossing	0	50
Ropes Crossing	1	639
Ropes Crossing	2	884
Ropes Crossing	3	179
Ropes Crossing	4	51
Rose Bay (NSW)		111
Rose Bay (NSW)	0	439
Rose Bay (NSW)	1	1688
Rose Bay (NSW)	2	1288
Rose Bay (NSW)	3	243
Rose Bay (NSW)	4	99
Rose Valley (Kiama - NSW)	1	3
Rose Valley (Kiama - NSW)	2	12
Rose Valley (Kiama - NSW)	3	4
Rose Valley (Kiama - NSW)	4	3
Rose Valley (Snowy Monaro Regional - NSW)	1	3
Rose Valley (Snowy Monaro Regional - NSW)	2	8
Rosebank		4
Rosebank	0	3
Rosebank	1	46
Rosebank	2	77
Rosebank	3	23
Rosebank	4	5
Roseberg	1	5
Roseberg	2	4
Roseberg	3	4
Roseberry	1	7
Roseberry	2	4
Roseberry Creek	1	4
Roseberry Creek	2	7
Rosebery (NSW)		115
Rosebery (NSW)	0	538
Rosebery (NSW)	1	1815
Rosebery (NSW)	2	968
Rosebery (NSW)	3	214
Rosebery (NSW)	4	81
Rosebrook (NSW)	1	9
Rosebrook (NSW)	2	11
Rosebrook (NSW)	3	5
Rosebrook (NSW)	4	6
Rosedale (NSW)		7
Rosedale (NSW)	1	30
Rosedale (NSW)	2	33
Rosedale (NSW)	3	5
Rosedale (NSW)	4	11
Rosehill (NSW)		50
Rosehill (NSW)	0	172
Rosehill (NSW)	1	705
Rosehill (NSW)	2	299
Rosehill (NSW)	3	66
Rosehill (NSW)	4	29
Roselands		139
Roselands	0	278
Roselands	1	1268
Roselands	2	1266
Roselands	3	424
Roselands	4	229
Rosemeadow		90
Rosemeadow	0	160
Rosemeadow	1	845
Rosemeadow	2	831
Rosemeadow	3	295
Rosemeadow	4	187
Rosemeath	1	3
Rosemeath	2	3
Roseville		52
Roseville	0	190
Roseville	1	1172
Roseville	2	1363
Roseville	3	309
Roseville	4	134
Roseville Chase		9
Roseville Chase	0	14
Roseville Chase	1	128
Roseville Chase	2	236
Roseville Chase	3	88
Roseville Chase	4	34
Rosewood (Port Macquarie-Hastings - NSW)		5
Rosewood (Port Macquarie-Hastings - NSW)	1	10
Rosewood (Port Macquarie-Hastings - NSW)	2	24
Rosewood (Port Macquarie-Hastings - NSW)	3	16
Rosewood (Port Macquarie-Hastings - NSW)	4	12
Rosewood (Snowy Valleys - NSW)		5
Rosewood (Snowy Valleys - NSW)	1	10
Rosewood (Snowy Valleys - NSW)	2	37
Rosewood (Snowy Valleys - NSW)	3	7
Rosewood (Snowy Valleys - NSW)	4	6
Roslyn	1	4
Roslyn	2	17
Roslyn	3	3
Roslyn	4	4
Rossglen	1	3
Rossglen	2	8
Rossglen	3	7
Rossglen	4	3
Rossi	1	3
Rossi	2	13
Rossi	4	10
Rossmore (NSW)		24
Rossmore (NSW)	0	22
Rossmore (NSW)	1	120
Rossmore (NSW)	2	180
Rossmore (NSW)	3	134
Rossmore (NSW)	4	148
Roto	1	3
Roto	2	3
Rouchel	1	9
Rouchel	2	11
Rouchel	3	14
Rouchel	4	10
Rouchel Brook	2	6
Roughit	1	7
Roughit	2	10
Roughit	3	10
Roughit	4	4
Round Mountain		3
Round Mountain	1	4
Round Mountain	2	15
Round Mountain	3	11
Round Mountain	4	10
Round Swamp		3
Round Swamp	2	3
Rous		5
Rous	1	13
Rous	2	39
Rous	3	16
Rous	4	10
Rous Mill	1	16
Rous Mill	2	26
Rous Mill	3	14
Rous Mill	4	9
Rouse Hill		95
Rouse Hill	0	27
Rouse Hill	1	492
Rouse Hill	2	1042
Rouse Hill	3	413
Rouse Hill	4	233
Rowan	1	3
Rowan	2	7
Rowan	3	7
Rowan	4	7
Rowena		3
Rowena	1	9
Rowena	2	20
Rowena	3	16
Rowena	4	10
Rowlands Creek	1	6
Rowlands Creek	2	12
Rowlands Creek	3	3
Rowlands Creek	4	3
Royal National Park	2	3
Royalla		12
Royalla	0	3
Royalla	1	27
Royalla	2	93
Royalla	3	74
Royalla	4	66
Rozelle		75
Rozelle	0	341
Rozelle	1	1872
Rozelle	2	973
Rozelle	3	143
Rozelle	4	42
Ruby Creek	1	3
Ruby Creek	2	14
Ruby Creek	3	3
Ruby Creek	4	4
Rufus	1	3
Rufus	2	3
Rufus	4	3
Rugby	1	11
Rugby	2	11
Rugby	3	6
Rugby	4	3
Rukenvale	1	10
Rukenvale	2	4
Run-o-Waters		4
Run-o-Waters	1	21
Run-o-Waters	2	64
Run-o-Waters	3	35
Run-o-Waters	4	26
Running Stream		3
Running Stream	1	13
Running Stream	2	12
Running Stream	3	7
Running Stream	4	9
Runnyford	1	6
Runnyford	2	3
Ruse		58
Ruse	0	58
Ruse	1	562
Ruse	2	752
Ruse	3	294
Ruse	4	138
Rushcutters Bay		48
Rushcutters Bay	0	595
Rushcutters Bay	1	526
Rushcutters Bay	2	99
Rushcutters Bay	3	8
Rushcutters Bay	4	9
Rushes Creek		3
Rushes Creek	1	16
Rushes Creek	2	11
Rushes Creek	3	7
Rushes Creek	4	9
Rushforth		3
Rushforth	1	22
Rushforth	2	35
Rushforth	3	14
Rushforth	4	7
Russell Lea		45
Russell Lea	0	160
Russell Lea	1	634
Russell Lea	2	668
Russell Lea	3	171
Russell Lea	4	101
Russell Vale		20
Russell Vale	0	24
Russell Vale	1	178
Russell Vale	2	219
Russell Vale	3	61
Russell Vale	4	32
Rutherford		237
Rutherford	0	296
Rutherford	1	1554
Rutherford	2	1533
Rutherford	3	488
Rutherford	4	212
Ruthven	1	11
Ruthven	2	19
Ruthven	3	7
Ruthven	4	6
Ryan (NSW)	4	3
Rydal	0	4
Rydal	1	14
Rydal	2	27
Rydal	3	14
Rydal	4	9
Rydalmere		57
Rydalmere	0	229
Rydalmere	1	769
Rydalmere	2	833
Rydalmere	3	252
Rydalmere	4	105
Ryde		257
Ryde	0	1101
Ryde	1	4235
Ryde	2	2919
Ryde	3	806
Ryde	4	369
Rye Park		3
Rye Park	1	11
Rye Park	2	27
Rye Park	3	27
Rye Park	4	14
Ryhope	1	4
Ryhope	2	6
Ryhope	4	3
Rylstone		19
Rylstone	0	8
Rylstone	1	130
Rylstone	2	141
Rylstone	3	59
Rylstone	4	30
Sackville		5
Sackville	1	13
Sackville	2	34
Sackville	3	16
Sackville	4	20
Sackville North		3
Sackville North	1	8
Sackville North	2	31
Sackville North	3	20
Sackville North	4	21
Saddleback Mountain	1	5
Saddleback Mountain	2	5
Saddleback Mountain	3	3
Saddleback Mountain	4	3
Sadleir		60
Sadleir	0	157
Sadleir	1	347
Sadleir	2	236
Sadleir	3	104
Sadleir	4	49
Safety Beach (NSW)		7
Safety Beach (NSW)	0	3
Safety Beach (NSW)	1	113
Safety Beach (NSW)	2	154
Safety Beach (NSW)	3	47
Safety Beach (NSW)	4	8
Salamander Bay		86
Salamander Bay	0	125
Salamander Bay	1	827
Salamander Bay	2	662
Salamander Bay	3	166
Salamander Bay	4	79
Salisbury (NSW)	1	11
Salisbury (NSW)	2	9
Salisbury (NSW)	3	5
Salisbury Plains		3
Salisbury Plains	1	7
Salisbury Plains	2	13
Salisbury Plains	3	9
Salisbury Plains	4	3
Sallys Flat	3	4
Salt Ash		15
Salt Ash	0	5
Salt Ash	1	53
Salt Ash	2	155
Salt Ash	3	82
Salt Ash	4	56
San Isidore	1	22
San Isidore	2	45
San Isidore	3	32
San Isidore	4	18
San Remo (NSW)		59
San Remo (NSW)	0	57
San Remo (NSW)	1	530
San Remo (NSW)	2	567
San Remo (NSW)	3	175
San Remo (NSW)	4	107
Sancrox	0	4
Sancrox	1	39
Sancrox	2	79
Sancrox	3	37
Sancrox	4	33
Sanctuary Point		152
Sanctuary Point	0	130
Sanctuary Point	1	1302
Sanctuary Point	2	956
Sanctuary Point	3	235
Sanctuary Point	4	112
Sandgate (NSW)		5
Sandgate (NSW)	0	4
Sandgate (NSW)	1	25
Sandgate (NSW)	2	20
Sandgate (NSW)	3	4
Sandgate (NSW)	4	3
Sandigo	1	9
Sandigo	2	14
Sandigo	3	7
Sandigo	4	5
Sandilands (NSW)	1	4
Sandon (NSW)	1	3
Sandon (NSW)	2	3
Sandringham (NSW)		12
Sandringham (NSW)	0	25
Sandringham (NSW)	1	156
Sandringham (NSW)	2	196
Sandringham (NSW)	3	47
Sandringham (NSW)	4	30
Sandy Beach		23
Sandy Beach	0	20
Sandy Beach	1	273
Sandy Beach	2	331
Sandy Beach	3	97
Sandy Beach	4	37
Sandy Creek (Cobar - NSW)	1	3
Sandy Creek (Cobar - NSW)	2	3
Sandy Creek (Cobar - NSW)	3	5
Sandy Creek (Upper Hunter Shire - NSW)	1	5
Sandy Crossing	2	3
Sandy Crossing	4	3
Sandy Flat	1	5
Sandy Flat	2	16
Sandy Flat	3	5
Sandy Flat	4	5
Sandy Gully (NSW)	2	8
Sandy Hill	1	4
Sandy Hill	3	3
Sandy Hollow		5
Sandy Hollow	1	22
Sandy Hollow	2	20
Sandy Hollow	3	12
Sandy Hollow	4	3
Sandy Point (NSW)		3
Sandy Point (NSW)	1	33
Sandy Point (NSW)	2	80
Sandy Point (NSW)	3	47
Sandy Point (NSW)	4	34
Sans Souci		158
Sans Souci	0	346
Sans Souci	1	1470
Sans Souci	2	1376
Sans Souci	3	371
Sans Souci	4	209
Sapphire	2	5
Sapphire	4	4
Sapphire Beach		16
Sapphire Beach	0	10
Sapphire Beach	1	256
Sapphire Beach	2	352
Sapphire Beach	3	108
Sapphire Beach	4	31
Saratoga		36
Saratoga	0	42
Saratoga	1	351
Saratoga	2	619
Saratoga	3	194
Saratoga	4	110
Sassafras (NSW)	1	3
Sassafras (NSW)	2	6
Saumarez		3
Saumarez	1	4
Saumarez	2	18
Saumarez	3	6
Saumarez	4	3
Saumarez Ponds		3
Saumarez Ponds	1	26
Saumarez Ponds	2	53
Saumarez Ponds	3	24
Saumarez Ponds	4	24
Savernake	1	7
Savernake	2	15
Savernake	3	5
Savernake	4	5
Sawpit Creek	2	3
Sawtell		66
Sawtell	0	91
Sawtell	1	612
Sawtell	2	563
Sawtell	3	124
Sawtell	4	56
Sawyers Gully		7
Sawyers Gully	0	3
Sawyers Gully	1	19
Sawyers Gully	2	54
Sawyers Gully	3	36
Sawyers Gully	4	36
Scarborough (NSW)		3
Scarborough (NSW)	0	5
Scarborough (NSW)	1	20
Scarborough (NSW)	2	49
Scarborough (NSW)	3	15
Scarborough (NSW)	4	5
Scheyville	3	3
Schofields		41
Schofields	0	43
Schofields	1	460
Schofields	2	639
Schofields	3	213
Schofields	4	137
Scone		107
Scone	0	154
Scone	1	731
Scone	2	769
Scone	3	266
Scone	4	100
Scotia	1	3
Scotland Island		7
Scotland Island	0	35
Scotland Island	1	82
Scotland Island	2	70
Scotland Island	3	17
Scotland Island	4	9
Scotts Creek (NSW)	1	5
Scotts Creek (NSW)	2	4
Scotts Flat	1	5
Scotts Flat	2	4
Scotts Flat	4	3
Scotts Head		16
Scotts Head	0	18
Scotts Head	1	161
Scotts Head	2	143
Scotts Head	3	25
Scotts Head	4	7
Seaforth (NSW)		34
Seaforth (NSW)	0	61
Seaforth (NSW)	1	635
Seaforth (NSW)	2	987
Seaforth (NSW)	3	333
Seaforth (NSW)	4	137
Seaham		9
Seaham	1	38
Seaham	2	124
Seaham	3	69
Seaham	4	64
Seahampton		3
Seahampton	0	3
Seahampton	1	30
Seahampton	2	43
Seahampton	3	18
Seahampton	4	13
Seal Rocks	1	12
Seal Rocks	2	4
Sebastopol (NSW)	1	3
Sebastopol (NSW)	2	8
Sebastopol (NSW)	3	7
Sebastopol (NSW)	4	8
Sedgefield	1	3
Sedgefield	2	21
Sedgefield	3	20
Sedgefield	4	12
Seelands		10
Seelands	1	25
Seelands	2	67
Seelands	3	25
Seelands	4	17
Sefton		68
Sefton	0	149
Sefton	1	560
Sefton	2	573
Sefton	3	227
Sefton	4	105
Segenhoe	1	11
Segenhoe	2	22
Segenhoe	3	11
Segenhoe	4	6
Seven Hills (NSW)		224
Seven Hills (NSW)	0	589
Seven Hills (NSW)	1	2169
Seven Hills (NSW)	2	2253
Seven Hills (NSW)	3	743
Seven Hills (NSW)	4	365
Seven Oaks	1	7
Seven Oaks	2	6
Seven Oaks	3	4
Sextonville	1	3
Sextonville	2	8
Shadforth (NSW)	1	5
Shadforth (NSW)	2	18
Shadforth (NSW)	3	7
Shadforth (NSW)	4	3
Shallow Bay		3
Shallow Bay	1	3
Shallow Bay	2	8
Shalvey		71
Shalvey	0	126
Shalvey	1	359
Shalvey	2	306
Shalvey	3	94
Shalvey	4	47
Shanes Park	0	3
Shanes Park	1	24
Shanes Park	2	34
Shanes Park	3	21
Shanes Park	4	29
Shannon Brook		4
Shannon Brook	0	3
Shannon Brook	1	16
Shannon Brook	2	17
Shannon Brook	3	15
Shannon Brook	4	10
Shannon Vale	1	9
Shannon Vale	2	17
Shannon Vale	3	16
Shannon Vale	4	10
Shannondale	1	4
Shannondale	2	7
Shannondale	3	5
Shannondale	4	8
Shannons Flat	1	12
Shannons Flat	2	19
Shannons Flat	3	5
Shannons Flat	4	5
Shark Creek	2	3
Sharps Creek	3	3
Sheedys Gully		3
Sheedys Gully	0	3
Sheedys Gully	1	13
Sheedys Gully	2	17
Sheedys Gully	3	4
Sheedys Gully	4	3
Shell Cove		29
Shell Cove	0	4
Shell Cove	1	337
Shell Cove	2	882
Shell Cove	3	280
Shell Cove	4	160
Shellharbour		45
Shellharbour	0	57
Shellharbour	1	436
Shellharbour	2	464
Shellharbour	3	178
Shellharbour	4	101
Shellharbour City Centre		3
Shellharbour City Centre	0	16
Shellharbour City Centre	1	40
Shellharbour City Centre	2	12
Shellharbour City Centre	3	3
Shellharbour City Centre	4	3
Shelly Beach (NSW)		15
Shelly Beach (NSW)	0	16
Shelly Beach (NSW)	1	167
Shelly Beach (NSW)	2	182
Shelly Beach (NSW)	3	57
Shelly Beach (NSW)	4	31
Sherwood (Clarence Valley - NSW)	1	3
Sherwood (Clarence Valley - NSW)	2	7
Sherwood (Clarence Valley - NSW)	4	3
Sherwood (Kempsey - NSW)	1	14
Sherwood (Kempsey - NSW)	2	29
Sherwood (Kempsey - NSW)	3	6
Sherwood (Kempsey - NSW)	4	9
Sherwood (Kyogle - NSW)	1	7
Sherwood (Kyogle - NSW)	2	7
Shoal Bay (NSW)		43
Shoal Bay (NSW)	0	49
Shoal Bay (NSW)	1	331
Shoal Bay (NSW)	2	200
Shoal Bay (NSW)	3	43
Shoal Bay (NSW)	4	8
Shoalhaven Heads		75
Shoalhaven Heads	0	78
Shoalhaven Heads	1	634
Shoalhaven Heads	2	423
Shoalhaven Heads	3	106
Shoalhaven Heads	4	51
Shooters Hill	3	3
Shooters Hill	4	3
Shortland		51
Shortland	0	136
Shortland	1	615
Shortland	2	524
Shortland	3	167
Shortland	4	77
Silent Grove	1	3
Silverdale (NSW)		32
Silverdale (NSW)	0	13
Silverdale (NSW)	1	116
Silverdale (NSW)	2	385
Silverdale (NSW)	3	258
Silverdale (NSW)	4	245
Silverton (NSW)		6
Silverton (NSW)	2	3
Silverton (NSW)	3	4
Silverton (NSW)	4	4
Silverwater (Lake Macquarie - NSW)		9
Silverwater (Lake Macquarie - NSW)	0	5
Silverwater (Lake Macquarie - NSW)	1	33
Silverwater (Lake Macquarie - NSW)	2	42
Silverwater (Lake Macquarie - NSW)	3	13
Silverwater (Lake Macquarie - NSW)	4	13
Silverwater (Parramatta - NSW)		22
Silverwater (Parramatta - NSW)	0	38
Silverwater (Parramatta - NSW)	1	318
Silverwater (Parramatta - NSW)	2	279
Silverwater (Parramatta - NSW)	3	68
Silverwater (Parramatta - NSW)	4	44
Simpkins Creek	1	3
Simpkins Creek	2	6
Singleton (NSW)		64
Singleton (NSW)	0	162
Singleton (NSW)	1	772
Singleton (NSW)	2	663
Singleton (NSW)	3	201
Singleton (NSW)	4	94
Singleton Heights		54
Singleton Heights	0	65
Singleton Heights	1	553
Singleton Heights	2	661
Singleton Heights	3	215
Singleton Heights	4	99
Skennars Head		14
Skennars Head	0	10
Skennars Head	1	149
Skennars Head	2	166
Skennars Head	3	56
Skennars Head	4	28
Skillion Flat		3
Skillion Flat	0	3
Skillion Flat	1	4
Skillion Flat	2	3
Skillion Flat	3	5
Skillion Flat	4	7
Skinners Shoot		3
Skinners Shoot	1	15
Skinners Shoot	2	12
Skinners Shoot	3	3
Skinners Shoot	4	8
Sleepy Hollow	1	11
Sleepy Hollow	2	16
Sleepy Hollow	3	5
Sleepy Hollow	4	8
Smeaton Grange	2	3
Smeaton Grange	3	3
Smithfield (NSW)		173
Smithfield (NSW)	0	430
Smithfield (NSW)	1	1222
Smithfield (NSW)	2	1112
Smithfield (NSW)	3	496
Smithfield (NSW)	4	266
Smiths Creek (Clarence Valley - NSW)	1	3
Smiths Creek (Clarence Valley - NSW)	2	3
Smiths Creek (Kyogle - NSW)		3
Smiths Creek (Kyogle - NSW)	0	3
Smiths Creek (Kyogle - NSW)	1	5
Smiths Creek (Kyogle - NSW)	2	14
Smiths Creek (Kyogle - NSW)	3	3
Smiths Creek (Tweed - NSW)		5
Smiths Creek (Tweed - NSW)	0	3
Smiths Creek (Tweed - NSW)	1	33
Smiths Creek (Tweed - NSW)	2	56
Smiths Creek (Tweed - NSW)	3	9
Smiths Creek (Tweed - NSW)	4	13
Smiths Lake		22
Smiths Lake	0	8
Smiths Lake	1	163
Smiths Lake	2	204
Smiths Lake	3	56
Smiths Lake	4	8
Smithtown		15
Smithtown	0	11
Smithtown	1	87
Smithtown	2	73
Smithtown	3	29
Smithtown	4	17
Snakes Plain	2	3
Sodwalls	1	3
Sodwalls	2	9
Sodwalls	3	3
Sodwalls	4	8
Sofala		3
Sofala	0	7
Sofala	1	22
Sofala	2	21
Sofala	3	5
Soldiers Point		24
Soldiers Point	0	16
Soldiers Point	1	242
Soldiers Point	2	240
Soldiers Point	3	54
Soldiers Point	4	21
Somersby		15
Somersby	0	3
Somersby	1	41
Somersby	2	122
Somersby	3	66
Somersby	4	77
Somerton (NSW)		4
Somerton (NSW)	0	4
Somerton (NSW)	1	22
Somerton (NSW)	2	40
Somerton (NSW)	3	13
Somerton (NSW)	4	15
South Albury		33
South Albury	0	132
South Albury	1	268
South Albury	2	156
South Albury	3	30
South Albury	4	13
South Arm (Clarence Valley - NSW)		3
South Arm (Clarence Valley - NSW)	1	19
South Arm (Clarence Valley - NSW)	2	26
South Arm (Clarence Valley - NSW)	3	13
South Arm (Clarence Valley - NSW)	4	15
South Arm (Nambucca - NSW)	0	9
South Arm (Nambucca - NSW)	1	44
South Arm (Nambucca - NSW)	2	46
South Arm (Nambucca - NSW)	3	12
South Arm (Nambucca - NSW)	4	6
South Ballina		3
South Ballina	1	4
South Ballina	2	9
South Bathurst		25
South Bathurst	0	42
South Bathurst	1	268
South Bathurst	2	197
South Bathurst	3	53
South Bathurst	4	27
South Bowenfels		11
South Bowenfels	0	24
South Bowenfels	1	122
South Bowenfels	2	144
South Bowenfels	3	65
South Bowenfels	4	44
South Coogee		112
South Coogee	0	456
South Coogee	1	673
South Coogee	2	595
South Coogee	3	161
South Coogee	4	74
South Durras		10
South Durras	1	40
South Durras	2	55
South Durras	3	9
South Durras	4	11
South Golden Beach		8
South Golden Beach	0	11
South Golden Beach	1	107
South Golden Beach	2	133
South Golden Beach	3	22
South Golden Beach	4	7
South Grafton		109
South Grafton	0	241
South Grafton	1	963
South Grafton	2	717
South Grafton	3	190
South Grafton	4	91
South Granville		100
South Granville	0	251
South Granville	1	483
South Granville	2	447
South Granville	3	183
