SSC_NAME16	medianTotalPersonalIncome
Woomargama	32448
Woombah	22360
Woongarrah	35256
Woonona	34996
Wootton	21684
Wooyung	23764
Worlds End (NSW)	
Woronora	45708
Woronora Dam	
Woronora Heights	44252
Worrigee	31720
Worrowing Heights	23088
Woy Woy	25844
Woy Woy Bay	40612
Wrathall	30836
Wrights Beach	24752
Wrights Creek (NSW)	19448
Wuuluman	31824
Wyalong	30524
Wyan	22412
Wyanbene	23400
Wyangala	23504
Wyangle	37700
Wybong	28912
Wybung	
Wyee	25792
Wyee Point	32812
Wylie Creek	29848
Wylies Flat	24648
Wymah	34736
Wyndham (NSW)	22828
Wyneden	24336
Wyoming	29380
Wyong	25480
Wyong Creek	37804
Wyongah	32448
Wyrallah	31512
Yabbra	37700
Yadboro	156000
Yagon	
Yagoona	24284
Yalbraith	19448
Yallah	37024
Yallaroi	56992
Yalwal	
Yamba (NSW)	25324
Yambulla	
Yanco	18304
Yanderra	34684
Yanga	55224
Yankees Creek	
Yannergee	43316
Yantabulla	46800
Yaouk	27924
Yarara	46800
Yarra	40144
Yarrabandai	35100
Yarrabin	21112
Yarragal	35100
Yarragrin	39624
Yarragundry	49348
Yarrahapinni	22880
Yarramalong	41392
Yarraman (NSW)	58500
Yarramundi	37700
Yarranbella	23244
Yarrangobilly	
Yarras (Bathurst Regional - NSW)	25116
Yarras (Port Macquarie-Hastings - NSW)	27560
Yarratt Forest	
Yarravel	24440
Yarrawa	37700
Yarrawarrah	45292
Yarrawonga (NSW)	23452
Yarrawonga Park	31772
Yarrie Lake	25116
Yarrow	43316
Yarrowford	32084
Yarrowitch	25168
Yarrowyck	26572
Yass	37856
Yass River	60424
Yathella	46800
Yattalunga (NSW)	37076
Yatte Yattah	32188
Yaven Creek	56316
Yelgun	24960
Yellow Dam	23400
Yellow Pinch	25324
Yellow Rock (Blue Mountains - NSW)	41652
Yellow Rock (Shellharbour - NSW)	29900
Yenda (NSW)	33176
Yengo National Park	
Yennora	19188
Yeoval	23712
Yerong Creek	27664
Yerranderie	
Yerrinbool	32708
Yerriyong	35100
Yessabah	25324
Yetholme	38532
Yetman	24284
Yippin Creek	28964
Yoogali	36920
Yorklea	28184
Young	27664
Yowie Bay	45292
Yowrie	21788
Yullundry	43316
Yuraygir	
Zara	23400
Zetland	45604
No usual address (NSW)	21060
Migratory - Offshore - Shipping (NSW)	28080
Abbeyard	
Abbotsford (Vic.)	55536
Aberfeldie	45604
Aberfeldy	
Acheron	31096
Ada	
Adams Estate	34736
Addington	22932
Adelaide Lead	28912
Agnes	22204
Aire Valley	
Aireys Inlet	33852
Airly	28600
Airport West	35516
Albacutya	
Albanvale	22776
Albert Park (Vic.)	60008
Alberton (Vic.)	24492
Alberton West	26572
Albion (Vic.)	26936
Alexandra (Vic.)	27248
Alfredton	35360
Allambee	21840
Allambee Reserve	24388
Allambee South	23868
Allans Flat	34840
Allansford	34892
Allendale	36036
Allestree	25012
Alma (Vic.)	22204
Almonds	19916
Almurta	35724
Alphington	47580
Altona (Vic.)	38064
Altona Meadows	30784
Altona North	26156
Alvie	31980
Amherst	19344
Amor	
Amphitheatre	22620
Anakie	35308
Ancona	29120
Anderson	23400
Anglers Rest	7800
Anglesea	36972
Annuello	29900
Antwerp	20124
Apollo Bay (Vic.)	29432
Appin (Vic.)	22100
Appin South	19448
Apsley (Vic.)	30004
Ararat	29172
Arawata	29120
Arbuckle	
Arcadia (Vic.)	36868
Arcadia South	28600
Archdale	18928
Archdale Junction	29900
Archerton	33748
Archies Creek	22100
Ardeer	26416
Ardmona	35152
Areegra	36400
Argyle (Vic.)	23608
Armadale (Vic.)	55068
Armstrong	26468
Armstrong Creek (Vic.)	45760
Arnold (Vic.)	24856
Arnold West	20228
Arthurs Creek	37336
Arthurs Seat	38376
Ascot (Ballarat - Vic.)	27768
Ascot (Greater Bendigo - Vic.)	35464
Ascot Vale	42848
Ashbourne (Vic.)	47736
Ashburton	42536
Ashwood	33800
Aspendale	41184
Aspendale Gardens	34788
Athlone	25636
Attwood	36296
Aubrey	31148
Auchmore	43316
Avalon	21164
Avenel	30940
Avoca (Vic.)	23660
Avon Plains	38948
Avondale Heights	27352
Avonmore	27924
Avonsleigh	36712
Axe Creek	33072
Axedale	34268
Ayrford	44876
Bacchus Marsh	30524
Baddaginnie	26104
Badger Creek	29952
Bael Bael	42224
Bagshot	35412
Bagshot North	23400
Bahgallah	37024
Bailieston	24024
Bairnsdale	28340
Bakery Hill	27612
Balaclava (Vic.)	49452
Bald Hills (Vic.)	20176
Balintore	26728
Ballan	30316
Ballangeich	42172
Ballapur	31824
Ballarat Central	32396
Ballarat East	27872
Ballarat North	30056
Ballendella	23192
Balliang	28496
Balliang East	42484
Ballyrogan	28912
Balmattum	34112
Balmoral (Vic.)	26104
Balnarring	36452
Balnarring Beach	41392
Balook	11700
Balwyn	36920
Balwyn North	36556
Bamawm	32968
Bamawm Extension	33540
Bambra	36400
Bamganie	35048
Bandiana	46696
Bangerang	42432
Bangholme	24544
Bannerton	56836
Bannockburn (Vic.)	36608
Banyan	28340
Banyena	46748
Baranduda	40248
Barfold	25324
Baringhup	28756
Baringhup West	23400
Barjarg	35204
Barkers Creek	29744
Barkly (Vic.)	18200
Barkstead	35048
Barmah	22360
Barnadown	61724
Barnawartha	37388
Barnawartha North	37180
Baromi	29484
Barongarook	30888
Barongarook West	29640
Barrabool	49348
Barrakee	36400
Barramunga	38948
Barraport	35100
Barraport West	19448
Barrys Reef	29900
Barunah Park	24648
Barunah Plains	46800
Barwidgee	25532
Barwite	33488
Barwon Downs	26572
Barwon Heads	40768
Basalt (Vic.)	28600
Bass	22256
Batesford	37336
Bathumi	35464
Baw Baw (Vic.)	
Baw Baw Village	43316
Baxter	33020
Bayindeen	35724
Bayles	31304
Baynton (Vic.)	36556
Bayswater (Vic.)	33332
Bayswater North	37232
Beaconsfield (Vic.)	37856
Beaconsfield Upper	42016
Bealiba	20228
Bearii	20228
Bears Lagoon	31824
Beauchamp	53612
Beaufort (Vic.)	24336
Beaumaris (Vic.)	45032
Beazleys Bridge	55224
Beeac	28548
Beech Forest	26364
Beechworth	32292
Beenak	29900
Belgrave	38740
Belgrave Heights	35412
Belgrave South	36348
Bell Park	26676
Bell Post Hill	26312
Bellarine	29900
Bellbird Creek	
Bellbrae	33852
Bellbridge	33956
Bellellen	22724
Bellfield (Banyule - Vic.)	27872
Bellfield (Northern Grampians - Vic.)	
Bells Beach	37700
Belmont (Vic.)	31252
Bemm River	19656
Bena	29120
Benalla	27924
Benambra	24596
Benayeo	32292
Bend Of Islands	38168
Bendigo	34164
Bendoc	24388
Bengworden	29900
Benjeroop	34424
Benloch	26988
Bennison	30420
Bentleigh	39104
Bentleigh East	37024
Benwerrin	32448
Beremboke	43940
Berrimal	19344
Berringa	20644
Berringama	20384
Berriwillock	22724
Berrybank	28912
Berrys Creek	29900
Berwick	36764
Bessiebelle	30212
Bet Bet	21112
Bete Bolong	28912
Bete Bolong North	44200
Bethanga	35464
Betley	21580
Beulah (Vic.)	25584
Beverford	27144
Beveridge	40716
Big Desert	
Big Hill (Greater Bendigo - Vic.)	41028
Big Hill (Surf Coast - Vic.)	32760
Big Pats Creek	26936
Biggara	35360
Billabong	
Bimbourie	40248
Bindi	24232
Binginwarri	26728
Bingo Munjie	
Birchip	26364
Birchip West	13000
Birdwoodton	32812
Birregurra	33228
Bittern	34268
Black Hill (Vic.)	31200
Black Range (Vic.)	31200
Black Rock (Vic.)	48516
Blackburn	38896
Blackburn North	33540
Blackburn South	31824
Blackwarry	27924
Blackwood (Vic.)	35620
Blairgowrie	32292
Blakeville	29900
Blampied	29536
Blind Bight	34892
Blowhard	34580
Bo Peep	37700
Bobinawarrah	40820
Bochara	36712
Bogong	44200
Boho	37128
Boho South	23400
Boigbeat	22100
Boinka	23348
Boisdale	32604
Bolangum	
Bolinda	45656
Bolton	54184
Bolwarra (Vic.)	30784
Bolwarrah	28600
Bona Vista	39884
Bonang	23972
Bonbeach	41236
Bonegilla	43680
Boneo	33228
Bonn	38948
Bonnie Doon (Vic.)	28600
Bonshaw (Vic.)	32916
Bookaar	29900
Boola	
Boolarong	55224
Boolarra	25844
Boolarra South	29432
Boole Poole	
Boolite	35100
Boomahnoomoonah	48828
Boonah (Vic.)	29848
Boorcan	31148
Boorhaman	27456
Boorhaman East	39624
Boorhaman North	34528
Boorolite	35568
Boorool	29380
Boort	24440
Boosey	26364
Boralma	31824
Bornes Hill	28600
Boronia	34216
Borung	19188
Bostocks Creek	31148
Botanic Ridge	48776
Boundary Bend	27300
Bowenvale	23920
Boweya	47788
Boweya North	40768
Bowmans Forest	37232
Bowser	42640
Box Hill (Vic.)	24596
Box Hill North	30212
Box Hill South	31876
Boxwood	19448
Bradford	31148
Bradvale	46800
Braeside	33748
Brandy Creek (Vic.)	38012
Branxholme	32656
Bravington	66300
Braybrook	22048
Breakaway Creek	32448
Breakwater	26312
Breamlea	39936
Brenanah	26728
Brewster	25428
Briagolong	30472
Briar Hill	39208
Bridge Creek	34684
Bridgewater (Vic.)	31512
Bridgewater North	17628
Bridgewater On Loddon	26156
Bright (Vic.)	29900
Brighton (Vic.)	54496
Brighton East	43524
Brim	25220
Brimboal	44200
Brimin	22516
Brimpaen	29900
Bringalbert	32760
Brit Brit	27248
Broadford	31148
Broadmeadows (Vic.)	20384
Broadwater (Vic.)	32760
Brodribb River	26936
Broken Creek	32448
Bromley	21060
Brookfield (Vic.)	33592
Brooklyn (Vic.)	37960
Brookville	
Broomfield	26260
Broughton (Vic.)	27612
Brown Hill (Vic.)	35620
Browns Plains (Vic.)	40144
Bruarong	30836
Brucknell	43472
Brumby	
Brunswick (Vic.)	42484
Brunswick East	47632
Brunswick West	38584
Bruthen	25480
Buangor	22880
Buchan	23088
Buchan South	24596
Buckland (Vic.)	30316
Buckley	29900
Buckley Swamp	38636
Buckrabanyule	24492
Budgee Budgee (Vic.)	
Budgeree	26260
Budgerum East	37700
Buffalo	33072
Buffalo River	27508
Bulart	35360
Buldah	38948
Bulga (Vic.)	
Bulgana	16848
Bulla (Vic.)	32760
Bullaharre	31148
Bullarook	24960
Bullarto	23036
Bullarto South	29120
Bulleen	31356
Bullengarook	41860
Bullioh	34372
Bullumwaal	29848
Buln Buln	32344
Buln Buln East	32864
Bumberrah	28912
Bunbartha	36608
Bundalaguah	29640
Bundalong	32708
Bundalong South	32656
Bundara	
Bunding	34424
Bundoora (Vic.)	25740
Bung Bong	28340
Bungador	32448
Bungal	38636
Bungalally	30264
Bungaree (Vic.)	33124
Bungeet	39624
Bungeet West	29900
Bungil (Vic.)	156000
Bunguluke	27248
Buninyong	36816
Bunkers Hill	35360
Bunyip	31564
Bunyip North	35724
Buragwonduc	
Burkes Bridge	37700
Burkes Flat	24024
Burnbank	15132
Burnewang	38636
Burnley	58604
Burnside (Vic.)	28184
Burnside Heights	36296
Burramboot	39208
Burramine	34060
Burramine South	38792
Burrowye	42900
Burrumbeet	25220
Burwood (Vic.)	23192
Burwood East	26728
Bushfield	40924
Bushy Park (Vic.)	39416
Butchers Ridge	19448
Buxton (Vic.)	30420
Byaduk	39780
Byaduk North	32188
Byawatha	35932
Bylands	33124
Byrneside	24752
Cabarita (Vic.)	35776
Cabbage Tree	27560
Cabbage Tree Creek	21216
Cadello	46748
Cairnlea	28548
Calder Park	
Caldermeade	33488
California Gully	25792
Calivil	31408
Callawadda	20384
Callignee	27560
Callignee North	49348
Callignee South	59748
Calrossie	42900
Calulu	28600
Cambarville	
Camberwell (Vic.)	44304
Cambrian Hill	36556
Campbellfield	19552
Campbells Bridge	49348
Campbells Creek	32240
Campbells Forest	20228
Campbelltown (Vic.)	29900
Camperdown (Vic.)	26728
Canadian	33540
Canary Island	53612
Caniambo	30836
Cann River	18980
Cannie	42848
Cannons Creek	34528
Cannum	37700
Canterbury (Vic.)	47476
Cape Bridgewater	34580
Cape Clear	23712
Cape Conran	
Cape Otway	35048
Cape Paterson	28340
Cape Schanck	37544
Cape Woolamai	30628
Capels Crossing	21164
Carag Carag	26520
Caralulup	27248
Caramut	30576
Carapooee	22308
Carapooee West	24024
Carapook	25324
Carboor	29380
Cardigan	39520
Cardigan Village	37336
Cardinia	31044
Cardross	31512
Cargerie	23400
Carina (Vic.)	31148
Caringal	23400
Carisbrook	24960
Carlisle River	24804
Carlsruhe	35672
Carlton (Vic.)	17472
Carlton North	51532
Carlyle	43888
Carnegie	37804
Carngham	29900
Caroline Springs	38688
Carpendeit	21788
Carrajung	25688
Carrajung Lower	26364
Carrajung South	18616
Carranballac	29848
Carron	24648
Carrum	39364
Carrum Downs	34892
Carwarp	26780
Cashmore	32604
Cassilis (Vic.)	17524
Castella	37908
Casterton	24076
Castle Creek (Vic.)	38948
Castle Donnington	28756
Castlemaine	28860
Catani	30056
Cathcart (Vic.)	44512
Cathkin	48516
Catumnal	37700
Caulfield	40248
Caulfield East	25792
Caulfield North	48568
Caulfield South	44980
Caveat	31148
Cavendish	30524
Ceres	36140
Chadstone	33176
Chandlers Creek	
Chapel Flat	
Chapple Vale	37648
Charam	27300
Charlemont	30472
Charleroi	42484
Charlton (Vic.)	23608
Chatsworth (Vic.)	37024
Chelsea	37752
Chelsea Heights	35048
Cheltenham (Vic.)	37232
Chepstowe	20384
Cherokee	30420
Cherrypool	
Cheshunt	25272
Cheshunt South	
Chesney Vale	25688
Chetwynd	21112
Chewton	28080
Chewton Bushlands	37700
Childers (Vic.)	25480
Chillingollah	
Chiltern	30576
Chiltern Valley	48828
Chinangin	
Chinkapook	45032
Chintin	43836
Chirnside Park	35776
Chirrip	13624
Chocolyn	32188
Christmas Hills (Vic.)	34372
Chum Creek	32916
Churchill (Vic.)	24492
Churchill Island	
Chute	28600
Clarendon (Vic.)	34580
Claretown	27924
Clarinda	26780
Clarkefield	32292
Clarkes Hill	35724
Clayton	17160
Clayton South	25428
Clear Lake	28600
Clematis	33124
Clifton Creek	30680
Clifton Hill	58604
Clifton Springs	28444
Clonbinane	28444
Clover Flat	18200
Cloverlea	32656
Club Terrace	18928
Clunes (Vic.)	23348
Clyde (Vic.)	44356
Clyde North	42536
Clydebank	43836
Clydesdale (Vic.)	22724
Coalville	20228
Cobains	31616
Cobaw	42900
Cobbannah	
Cobberas	
Cobden	27352
Cobram	25844
Cobram East	32916
Cobrico	38220
Cobungra	26988
Coburg	35100
Coburg North	33228
Cocamba	
Cochranes Creek	12948
Cockatoo (Vic.)	36088
Cocoroc	
Codrington (Vic.)	38948
Coghills Creek	23400
Cohuna	25584
Coimadai	41236
Cokum	7800
Colac	29120
Colac Colac	38948
Colac East	18980
Colac West	24388
Colbinabbin	28756
Colbrook	45032
Coldstream (Vic.)	35620
Coleraine	25012
Colignan	31044
Collingwood (Vic.)	50388
Combienbar	22100
Concongella	36920
Condah	45240
Congupna	34684
Connewarre	42120
Connewirricoo	30628
Coojar	40560
Coolaroo	19864
Cooma (Vic.)	29900
Coomboona	32240
Coomoora	32656
Coongulla	25428
Coonooer Bridge	25428
Coonooer West	36400
Cooriemungle	27560
Cope Cope	23348
Cora Lynn	33540
Corack	26988
Corack East	22932
Coragulac	26208
Coral Bank	24232
Corindhap	24752
Corinella (Vic.)	24284
Corio	23348
Corndale (Vic.)	26728
Cornella	22100
Cornishtown	29380
Coronet Bay	23556
Corop	22204
Cororooke	34944
Corringle	37700
Corryong	23816
Corunnun	27924
Cosgrove (Vic.)	32968
Cosgrove South	28600
Costerfield	28236
Cotswold	36712
Cottles Bridge	37388
Cowa	
Cowangie	29900
Cowes	25376
Cowleys Creek	37700
Cowwarr	31824
Craigie (Vic.)	34528
Craigieburn	32032
Cranbourne	30836
Cranbourne East	36244
Cranbourne North	34736
Cranbourne South	33488
Cranbourne West	36816
Creek Junction	14560
Creightons Creek	32344
Cremorne (Vic.)	70408
Cressy (Vic.)	22620
Creswick	27092
Creswick North	35724
Crib Point	29900
Crookayan	
Crooked River	29900
Cross Roads (Vic.)	39624
Crossley	35464
Crossover	32448
Crowlands	24128
Croxton East	42484
Croydon (Vic.)	34684
Croydon Hills	38688
Croydon North	37804
Croydon South	35516
Crymelon	40248
Cudgee	29900
Cudgewa	28912
Culgoa	30212
Culla	25116
Cullen	24024
Cullulleraine	27924
Cundare	35724
Cundare North	31148
Curdies River	18200
Curdievale	41964
Curlewis (Vic.)	38220
Curyo	42900
Dadswells Bridge	22100
Daisy Hill (Vic.)	23660
Dales Creek	36244
Dallas	19552
Dalmore	37440
Daltons Bridge	32448
Dalyenong	
Dalyston	30004
Dandenong	23920
Dandenong North	25272
Dandenong South	28028
Dandongadale	
Dargo	19604
Darley	34944
Darlimurla	22516
Darlington (Vic.)	27924
Darnum	30732
Darraweit Guim	37388
Darriman	44200
Dartmoor (Vic.)	24388
Dartmouth	23868
Dawson (Vic.)	43680
Daylesford	28392
Dean	30576
Deans Marsh	35932
Deddick Valley	58500
Dederang	30940
Deep Lead	28080
Deepdene (Vic.)	40456
Deer Park	26312
Delacombe	30576
Delahey	25064
Delatite	74724
Delburn	34528
Delegate River	23400
Denicull Creek	29848
Denison	32500
Dennington	35308
Denver	31096
Deptford	
Derby (Vic.)	35724
Dereel	22568
Dergholm	23400
Derrimut	39104
Derrinal	37700
Derrinallum	24908
Devenish	23296
Devils River	29900
Devon Meadows	32760
Devon North	28444
Dewhurst	40924
Dhurringile	26260
Diamond Creek	40820
Digby	24232
Diggers Rest	37284
Diggora	25428
Dimboola	24856
Dingee	21580
Dingley Village	36140
Dingwall	30576
Dinner Plain	47684
Dixie (Vic.)	35256
Dixons Creek	32344
Dobie	53092
Docker	33124
Dockers Plains	31824
Docklands	50440
Doctors Flat	24232
Dollar	28600
Don Valley	32240
Donald	25428
Doncaster	29744
Doncaster East	29588
Donnybrook (Vic.)	24960
Donvale	34788
Dooboobetic	17524
Dooen	35672
Dookie	30316
Dookie College	13832
Doreen	41288
Dorodong	27300
Double Bridges	
Douglas (Vic.)	30576
Doveton	23036
Dreeite	21424
Dreeite South	24908
Driffield	33384
Drik Drik	46748
Dromana	29952
Dropmore	46800
Drouin	29016
Drouin East	36400
Drouin South	36764
Drouin West	25896
Drumanure	26936
Drumborg	34112
Drumcondra	41756
Drummartin	37648
Drummond	30992
Drummond North	30576
Drung	34164
Dry Diggings	20020
Drysdale	28652
Duchembegarra	28444
Dumbalk	24284
Dumbalk North	23764
Dumosa	23400
Dunach	25324
Dundonnell	25324
Dunkeld (Vic.)	31356
Dunluce	20384
Dunneworthy	43316
Dunnstown	31616
Dunolly (Vic.)	22308
Dunrobin (Vic.)	29432
Durdidwarrah	24648
Durham Lead	32656
Durham Ox	27924
Dutson	31824
Dutson Downs	
Dutton Way	29224
Duverney	24648
Eagle Point	29068
Eaglehawk	28288
Eaglehawk North	18148
Eaglemont	49192
Earlston	31148
East Bairnsdale	24804
East Bendigo	32084
East Geelong	38584
East Melbourne	69732
East Sale	55796
East Wangaratta	26624
East Warburton	25480
Eastern View	46800
Eastville	22516
Eastwood (Vic.)	31148
Ebden	51428
Echuca	31512
Echuca Village	31460
Echuca West	31876
Ecklin South	34320
Eddington	22100
Eden Park	36192
Edenhope	26832
Edgecombe	35464
Edi	26468
Edi Upper	31616
Edithvale	40976
Eganstown	28444
Eildon	24232
Elaine	24284
Eldorado	26780
Elevated Plains	48256
Elingamite	32188
Elingamite North	38324
Elizabeth Island	
Ellaswood	37024
Ellerslie (Vic.)	32032
Elliminyt	35412
Ellinbank	35620
Elmhurst	22464
Elmore	25532
Elphinstone (Vic.)	28184
Elsternwick	50544
Eltham (Vic.)	41964
Eltham North	41756
Elwood	60528
Emerald (Vic.)	34996
Emu	21164
Emu Creek (Vic.)	36764
Endeavour Hills	29328
Enfield (Vic.)	29692
Englefield	31148
Enochs Point	
Ensay	27924
Ensay North	19188
Eppalock	32448
Epping (Vic.)	30212
Epsom (Vic.)	37908
Ercildoune	35048
Erica	25324
Errinundra	
Eskdale (Vic.)	24388
Esmond	28912
Essendon	44668
Essendon Fields	
Essendon North	43004
Essendon West	37960
Eumemmerring	24648
Eurack	27924
Eureka (Vic.)	26520
Euroa	26936
Eurobin	31720
Evansford	24492
Eversley	43316
Everton	27716
Everton Upper	33332
Exford	31148
Eynesbury	56316
Fairbank	26936
Fairfield (Vic.)	43160
Fairhaven	36140
Fairley	31408
Fairy Dell (Campaspe - Vic.)	36400
Fairy Dell (East Gippsland - Vic.)	
Falls Creek (Vic.)	41392
Faraday	26468
Fawcett	35464
Fawkner	23452
Fentons Creek	29900
Ferguson (Vic.)	27248
Fern Hill	42224
Fernbank	30628
Ferndale (Vic.)	29224
Fernihurst	46800
Fernshaw	
Ferntree Gully	34580
Ferny Creek	38116
Fiery Flat	27300
Fingal (Vic.)	34476
Fish Creek	29640
Fish Point	22516
Fiskville	16900
Fitzroy (Vic.)	48100
Fitzroy North	52052
Flaggy Creek	24804
Flagstaff	21320
Flamingo Beach	
Flemington	31408
Flinders (Vic.)	44252
Flora Hill	25688
Flowerdale (Vic.)	25688
Flynn (Vic.)	31356
Flynns Creek	20748
Footscray	32396
Forbes (Vic.)	40560
Forest Hill (Vic.)	30264
Forge Creek	32188
Forrest (Vic.)	25064
Foster	24804
Foster North	23608
Fosterville	25324
Foxhow	53300
Framlingham	31824
Framlingham East	19032
Franklinford	24856
Frankston	30888
Frankston North	24388
Frankston South	36712
Freeburgh	25428
French Island	21424
Frenchmans	23400
Freshwater Creek	36140
Fryerstown	28860
Fulham (Vic.)	37856
Fumina	33748
Fumina South	23400
Fyans Creek	31148
Fyansford	30992
Gaffneys Creek	23400
Gainsborough	43316
Gannawarra	25636
Gapsted	31824
Gardenvale	46384
Garfield (Vic.)	32240
Garfield North	36764
Garibaldi	21788
Garvoc	32448
Gateway Island	23400
Gatum	27300
Gazette	46800
Geelong	37700
Geelong West	37752
Gelantipy	23400
Gellibrand	25688
Gellibrand Lower	14560
Gelliondale	22256
Gembrook	34060
Genoa	20332
Gentle Annie	
Georges Creek (Vic.)	37128
Gerahmin	34788
Gerang Gerung	30368
Gerangamete	28600
Germania	29900
Germantown (Vic.)	
Gerrigerrup	28600
Gherang	32656
Gheringhap	26624
Ghin Ghin	45500
Giffard	27924
Giffard West	21424
Gil Gil	20748
Gilderoy	21320
Gillieston	28756
Gillum	
Gipsy Point	39624
Girgarre	26208
Girgarre East	29900
Gisborne	39104
Gisborne South	38220
Gladfield (Vic.)	31148
Gladstone Park	27664
Gladysdale	33020
Glen Alvie	33436
Glen Creek	38636
Glen Forbes	33332
Glen Huntly	38428
Glen Iris (Vic.)	50180
Glen Park	37700
Glen Valley	16848
Glen Waverley	29172
Glen Wills	
Glenaire	27300
Glenaladale	25428
Glenalbyn	23348
Glenaroua	34580
Glenbrae	27924
Glenburn	30940
Glendaruel	42640
Glendonald	23400
Glenfalloch	
Glenfyne	31824
Glengarry (Vic.)	37544
Glengarry North	27716
Glengarry West	28600
Glengower	24232
Glenhope	31408
Glenhope East	18928
Glenisla	22048
Glenlee (Vic.)	28236
Glenlofty	46800
Glenlogie	34372
Glenloth	29848
Glenloth East	46800
Glenluce	43316
Glenlyon (Vic.)	26884
Glenmaggie	25792
Glenmore (Vic.)	32760
Glenorchy (Vic.)	24544
Glenormiston North	40560
Glenormiston South	30160
Glenpatrick	25116
Glenrowan	32188
Glenrowan West	23816
Glenroy (Vic.)	28028
Glenthompson	25428
Glomar Beach	23400
Gnarwarre	32708
Gnotuk	38220
Gobarup	25116
Gobur	30524
Golden Beach (Vic.)	20540
Golden Gully	34008
Golden Point (Ballarat - Vic.)	27976
Golden Point (Mount Alexander - Vic.)	32448
Golden Square	31564
Goldie	39624
Goldsborough (Vic.)	23712
Gong Gong	44200
Gonn Crossing	22256
Goomalibee	26988
Goon Nure	28340
Goongerah	22256
Gooram	34320
Gooramadda	46800
Goorambat	30108
Goornong	30836
Gooroc	19032
Gorae	38376
Gorae West	37284
Gordon (Vic.)	32136
Gormandale	27820
Goroke	23816
Goschen	39208
Goughs Bay	23868
Goulburn Weir	27300
Gowanbrae	42068
Gowanford	44148
Gowangardie	45032
Gowar East	31148
Gower	25324
Grahamvale	35256
Grampians	
Grand Ridge	27924
Granite Rock	35100
Grantville	24492
Granya	22880
Grassdale (Vic.)	55224
Grassmere	34008
Grays Bridge	
Graytown	19344
Gre Gre	23400
Gre Gre North	27248
Gre Gre South	32448
Great Western	27924
Gredgwin	42848
Green Gully (Vic.)	24232
Greendale (Vic.)	33280
Greenhill (Vic.)	36036
Greens Creek (Vic.)	22516
Greensborough	39104
