SSC_NAME16	ModeTravelToWork	NumberModes	Sex	employed_persons
Arrawarra Headland			F	3
Arrawarra Headland			M	3
Arrawarra Headland	(Other)	1	M	5
Arrawarra Headland	Car as driver	1	F	81
Arrawarra Headland	Car as driver	1	M	86
Arrawarra Headland	Car as passenger	1	F	3
Arrawarra Headland	Car as passenger	1	M	13
Arrawarra Headland	Motorbike scooter	1	M	3
Arrawarra Headland	Walked only	1	M	3
Artarmon			F	10
Artarmon			M	23
Artarmon	(Other)	1	F	15
Artarmon	(Other)	1	M	17
Artarmon	Bicycle	1	F	3
Artarmon	Bicycle	1	M	32
Artarmon	Bus	1	F	81
Artarmon	Bus	1	M	55
Artarmon	Car as driver	1	F	608
Artarmon	Car as driver	1	M	876
Artarmon	Car as passenger	1	F	88
Artarmon	Car as passenger	1	M	38
Artarmon	Motorbike scooter	1	F	9
Artarmon	Motorbike scooter	1	M	20
Artarmon	Other two methods	2	F	6
Artarmon	Other two methods	2	M	14
Artarmon	Taxi	1	F	8
Artarmon	Taxi	1	M	4
Artarmon	Train	1	F	988
Artarmon	Train	1	M	1063
Artarmon	Train and two other methods	3	F	10
Artarmon	Train and two other methods	3	M	16
Artarmon	Tram includes light rail	1	M	3
Artarmon	Truck	1	M	3
Artarmon	Walked only	1	F	155
Artarmon	Walked only	1	M	126
Arthurville	Car as driver	1	F	8
Arthurville	Car as driver	1	M	10
Arumpo	Car as driver	1	F	6
Arumpo	Car as driver	1	M	6
Arumpo	Walked only	1	F	3
Ashbury			F	5
Ashbury			M	5
Ashbury	(Other)	1	M	5
Ashbury	Bicycle	1	M	17
Ashbury	Bus	1	F	35
Ashbury	Bus	1	M	19
Ashbury	Car as driver	1	F	381
Ashbury	Car as driver	1	M	497
Ashbury	Car as passenger	1	F	34
Ashbury	Car as passenger	1	M	29
Ashbury	Motorbike scooter	1	F	3
Ashbury	Motorbike scooter	1	M	17
Ashbury	Other two methods	2	F	5
Ashbury	Other two methods	2	M	4
Ashbury	Train	1	F	97
Ashbury	Train	1	M	99
Ashbury	Train and two other methods	3	F	3
Ashbury	Train and two other methods	3	M	3
Ashbury	Tram includes light rail	1	F	4
Ashbury	Truck	1	M	12
Ashbury	Walked only	1	F	25
Ashbury	Walked only	1	M	11
Ashby (NSW)	Car as driver	1	F	35
Ashby (NSW)	Car as driver	1	M	39
Ashby (NSW)	Truck	1	M	7
Ashby (NSW)	Walked only	1	F	4
Ashby Heights	Car as driver	1	F	25
Ashby Heights	Car as driver	1	M	23
Ashby Heights	Truck	1	M	3
Ashby Island	Car as driver	1	F	3
Ashcroft			F	3
Ashcroft			M	14
Ashcroft	(Other)	1	M	3
Ashcroft	Bicycle	1	M	3
Ashcroft	Bus	1	F	13
Ashcroft	Bus	1	M	10
Ashcroft	Car as driver	1	F	209
Ashcroft	Car as driver	1	M	370
Ashcroft	Car as passenger	1	F	44
Ashcroft	Car as passenger	1	M	29
Ashcroft	Train	1	F	24
Ashcroft	Train	1	M	10
Ashcroft	Truck	1	M	15
Ashcroft	Walked only	1	F	3
Ashcroft	Walked only	1	M	3
Ashfield (NSW)			F	35
Ashfield (NSW)			M	55
Ashfield (NSW)	(Other)	1	F	25
Ashfield (NSW)	(Other)	1	M	37
Ashfield (NSW)	Bicycle	1	F	22
Ashfield (NSW)	Bicycle	1	M	82
Ashfield (NSW)	Bus	1	F	285
Ashfield (NSW)	Bus	1	M	164
Ashfield (NSW)	Car as driver	1	F	1534
Ashfield (NSW)	Car as driver	1	M	2444
Ashfield (NSW)	Car as passenger	1	F	227
Ashfield (NSW)	Car as passenger	1	M	105
Ashfield (NSW)	Motorbike scooter	1	F	5
Ashfield (NSW)	Motorbike scooter	1	M	87
Ashfield (NSW)	Other two methods	2	F	28
Ashfield (NSW)	Other two methods	2	M	29
Ashfield (NSW)	Taxi	1	F	11
Ashfield (NSW)	Taxi	1	M	16
Ashfield (NSW)	Train	1	F	1982
Ashfield (NSW)	Train	1	M	2137
Ashfield (NSW)	Train and two other methods	3	F	40
Ashfield (NSW)	Train and two other methods	3	M	37
Ashfield (NSW)	Tram includes light rail	1	F	14
Ashfield (NSW)	Tram includes light rail	1	M	17
Ashfield (NSW)	Truck	1	M	43
Ashfield (NSW)	Walked only	1	F	306
Ashfield (NSW)	Walked only	1	M	232
Ashford (NSW)			M	3
Ashford (NSW)	(Other)	1	M	3
Ashford (NSW)	Car as driver	1	F	50
Ashford (NSW)	Car as driver	1	M	55
Ashford (NSW)	Car as passenger	1	F	4
Ashford (NSW)	Car as passenger	1	M	9
Ashford (NSW)	Walked only	1	F	14
Ashford (NSW)	Walked only	1	M	11
Ashley			F	4
Ashley			M	3
Ashley	Car as driver	1	F	46
Ashley	Car as driver	1	M	69
Ashley	Car as passenger	1	F	7
Ashley	Truck	1	M	10
Ashley	Walked only	1	M	5
Ashmont			F	8
Ashmont			M	13
Ashmont	Bicycle	1	M	5
Ashmont	Bus	1	F	10
Ashmont	Car as driver	1	F	427
Ashmont	Car as driver	1	M	527
Ashmont	Car as passenger	1	F	51
Ashmont	Car as passenger	1	M	61
Ashmont	Motorbike scooter	1	M	7
Ashmont	Other two methods	2	M	6
Ashmont	Taxi	1	M	3
Ashmont	Truck	1	M	8
Ashmont	Walked only	1	F	19
Ashmont	Walked only	1	M	9
Ashtonfield			F	6
Ashtonfield	(Other)	1	F	3
Ashtonfield	(Other)	1	M	7
Ashtonfield	Bus	1	F	5
Ashtonfield	Bus	1	M	10
Ashtonfield	Car as driver	1	F	756
Ashtonfield	Car as driver	1	M	948
Ashtonfield	Car as passenger	1	F	55
Ashtonfield	Car as passenger	1	M	54
Ashtonfield	Motorbike scooter	1	M	5
Ashtonfield	Other two methods	2	F	4
Ashtonfield	Other two methods	2	M	16
Ashtonfield	Train	1	F	4
Ashtonfield	Train and two other methods	3	M	4
Ashtonfield	Truck	1	M	8
Ashtonfield	Walked only	1	F	22
Ashtonfield	Walked only	1	M	12
Asquith			F	3
Asquith			M	7
Asquith	(Other)	1	M	6
Asquith	Bicycle	1	F	3
Asquith	Bicycle	1	M	6
Asquith	Bus	1	F	4
Asquith	Bus	1	M	3
Asquith	Car as driver	1	F	354
Asquith	Car as driver	1	M	398
Asquith	Car as passenger	1	F	31
Asquith	Car as passenger	1	M	25
Asquith	Motorbike scooter	1	M	4
Asquith	Other two methods	2	F	6
Asquith	Other two methods	2	M	3
Asquith	Train	1	F	171
Asquith	Train	1	M	233
Asquith	Train and two other methods	3	F	10
Asquith	Train and two other methods	3	M	4
Asquith	Truck	1	M	11
Asquith	Walked only	1	F	22
Asquith	Walked only	1	M	20
Atholwood	Car as driver	1	F	4
Atholwood	Car as driver	1	M	10
Attunga			F	3
Attunga			M	7
Attunga	Bus	1	M	4
Attunga	Car as driver	1	F	87
Attunga	Car as driver	1	M	100
Attunga	Car as passenger	1	M	5
Attunga	Motorbike scooter	1	M	3
Attunga	Truck	1	M	8
Attunga	Walked only	1	F	4
Attunga	Walked only	1	M	8
Auburn (NSW)			F	81
Auburn (NSW)			M	156
Auburn (NSW)	(Other)	1	F	25
Auburn (NSW)	(Other)	1	M	62
Auburn (NSW)	Bicycle	1	F	4
Auburn (NSW)	Bicycle	1	M	29
Auburn (NSW)	Bus	1	F	67
Auburn (NSW)	Bus	1	M	69
Auburn (NSW)	Bus and two other methods excludes train	3	M	3
Auburn (NSW)	Car as driver	1	F	1711
Auburn (NSW)	Car as driver	1	M	5059
Auburn (NSW)	Car as passenger	1	F	381
Auburn (NSW)	Car as passenger	1	M	383
Auburn (NSW)	Motorbike scooter	1	M	35
Auburn (NSW)	Other two methods	2	F	17
Auburn (NSW)	Other two methods	2	M	76
Auburn (NSW)	Taxi	1	F	8
Auburn (NSW)	Taxi	1	M	49
Auburn (NSW)	Train	1	F	1371
Auburn (NSW)	Train	1	M	1873
Auburn (NSW)	Train and two other methods	3	F	58
Auburn (NSW)	Train and two other methods	3	M	61
Auburn (NSW)	Tram includes light rail	1	F	5
Auburn (NSW)	Tram includes light rail	1	M	10
Auburn (NSW)	Truck	1	M	123
Auburn (NSW)	Walked only	1	F	193
Auburn (NSW)	Walked only	1	M	226
Auburn Vale			F	3
Auburn Vale	Car as driver	1	F	20
Auburn Vale	Car as driver	1	M	21
Austinmer	(Other)	1	M	8
Austinmer	Bicycle	1	F	3
Austinmer	Bicycle	1	M	11
Austinmer	Bus	1	F	5
Austinmer	Bus	1	M	4
Austinmer	Car as driver	1	F	362
Austinmer	Car as driver	1	M	375
Austinmer	Car as passenger	1	F	29
Austinmer	Car as passenger	1	M	8
Austinmer	Motorbike scooter	1	M	7
Austinmer	Other two methods	2	F	3
Austinmer	Other two methods	2	M	3
Austinmer	Train	1	F	51
Austinmer	Train	1	M	68
Austinmer	Train and two other methods	3	F	6
Austinmer	Truck	1	M	3
Austinmer	Walked only	1	F	19
Austinmer	Walked only	1	M	15
Austral			F	10
Austral			M	14
Austral	(Other)	1	F	5
Austral	(Other)	1	M	6
Austral	Bus	1	M	3
Austral	Car as driver	1	F	302
Austral	Car as driver	1	M	416
Austral	Car as passenger	1	F	18
Austral	Car as passenger	1	M	27
Austral	Motorbike scooter	1	M	4
Austral	Other two methods	2	F	3
Austral	Other two methods	2	M	5
Austral	Train	1	F	19
Austral	Train	1	M	23
Austral	Truck	1	M	76
Austral	Walked only	1	F	17
Austral	Walked only	1	M	26
Austral Eden			F	3
Austral Eden	Car as driver	1	F	26
Austral Eden	Car as driver	1	M	23
Austral Eden	Truck	1	M	4
Avalon Beach			F	20
Avalon Beach			M	20
Avalon Beach	(Other)	1	F	14
Avalon Beach	(Other)	1	M	15
Avalon Beach	Bicycle	1	F	9
Avalon Beach	Bicycle	1	M	25
Avalon Beach	Bus	1	F	110
Avalon Beach	Bus	1	M	138
Avalon Beach	Bus and two other methods excludes train	3	F	6
Avalon Beach	Car as driver	1	F	1390
Avalon Beach	Car as driver	1	M	1599
Avalon Beach	Car as passenger	1	F	104
Avalon Beach	Car as passenger	1	M	56
Avalon Beach	Ferry	1	F	4
Avalon Beach	Ferry	1	M	3
Avalon Beach	Motorbike scooter	1	M	43
Avalon Beach	Other three methods	3	M	3
Avalon Beach	Other two methods	2	F	13
Avalon Beach	Other two methods	2	M	31
Avalon Beach	Taxi	1	M	7
Avalon Beach	Train	1	F	3
Avalon Beach	Train	1	M	4
Avalon Beach	Train and two other methods	3	F	3
Avalon Beach	Train and two other methods	3	M	8
Avalon Beach	Truck	1	M	59
Avalon Beach	Walked only	1	F	103
Avalon Beach	Walked only	1	M	90
Avisford	Car as driver	1	F	3
Avisford	Car as driver	1	M	3
Avoca (NSW)			M	3
Avoca (NSW)	Car as driver	1	F	31
Avoca (NSW)	Car as driver	1	M	29
Avoca (NSW)	Truck	1	M	3
Avoca (NSW)	Walked only	1	F	3
Avoca (NSW)	Walked only	1	M	5
Avoca Beach			F	11
Avoca Beach			M	8
Avoca Beach	(Other)	1	F	6
Avoca Beach	(Other)	1	M	7
Avoca Beach	Bicycle	1	M	9
Avoca Beach	Bus	1	F	4
Avoca Beach	Bus	1	M	7
Avoca Beach	Car as driver	1	F	674
Avoca Beach	Car as driver	1	M	768
Avoca Beach	Car as passenger	1	F	41
Avoca Beach	Car as passenger	1	M	35
Avoca Beach	Ferry	1	M	6
Avoca Beach	Motorbike scooter	1	M	6
Avoca Beach	Other two methods	2	M	13
Avoca Beach	Train	1	F	19
Avoca Beach	Train	1	M	28
Avoca Beach	Train and two other methods	3	F	6
Avoca Beach	Train and two other methods	3	M	13
Avoca Beach	Truck	1	M	21
Avoca Beach	Walked only	1	F	9
Avoca Beach	Walked only	1	M	16
Avondale (NSW)			F	3
Avondale (NSW)			M	3
Avondale (NSW)	(Other)	1	F	3
Avondale (NSW)	Bicycle	1	M	3
Avondale (NSW)	Bus	1	M	9
Avondale (NSW)	Car as driver	1	F	238
Avondale (NSW)	Car as driver	1	M	302
Avondale (NSW)	Car as passenger	1	F	25
Avondale (NSW)	Car as passenger	1	M	16
Avondale (NSW)	Other two methods	2	F	3
Avondale (NSW)	Train	1	F	6
Avondale (NSW)	Train	1	M	5
Avondale (NSW)	Truck	1	M	6
Avondale (NSW)	Walked only	1	F	3
Avondale (NSW)	Walked only	1	M	3
Avonside	Car as driver	1	F	23
Avonside	Car as driver	1	M	15
Awaba			M	3
Awaba	(Other)	1	M	3
Awaba	Car as driver	1	F	59
Awaba	Car as driver	1	M	79
Awaba	Car as passenger	1	F	3
Awaba	Car as passenger	1	M	3
Awaba	Train and two other methods	3	F	3
Awaba	Walked only	1	F	3
Aylmerton	Car as driver	1	F	33
Aylmerton	Car as driver	1	M	35
Aylmerton	Car as passenger	1	F	6
Aylmerton	Car as passenger	1	M	4
Aylmerton	Truck	1	M	3
Aylmerton	Walked only	1	M	3
Baan Baa	Car as driver	1	F	19
Baan Baa	Car as driver	1	M	25
Baan Baa	Car as passenger	1	M	3
Baan Baa	Truck	1	M	8
Baan Baa	Walked only	1	F	3
Babyl Creek	Car as driver	1	M	4
Back Creek (Bland - NSW)	Car as driver	1	F	4
Back Creek (Bland - NSW)	Car as driver	1	M	5
Back Creek (Gwydir - NSW)	Car as driver	1	F	3
Back Creek (Mid-Coast - NSW)	Car as driver	1	M	3
Back Creek (Tweed - NSW)	Car as driver	1	F	3
Back Creek (Tweed - NSW)	Car as driver	1	M	3
Back Forest	Car as driver	1	F	9
Back Forest	Car as driver	1	M	16
Backmede	Car as driver	1	F	24
Backmede	Car as driver	1	M	17
Backmede	Car as passenger	1	F	3
Backwater	Car as driver	1	F	3
Badgerys Creek	Car as driver	1	F	21
Badgerys Creek	Car as driver	1	M	20
Badgerys Creek	Train	1	M	3
Badgerys Creek	Truck	1	M	3
Badgerys Creek	Walked only	1	M	3
Baerami	Car as driver	1	F	9
Baerami	Car as driver	1	M	10
Baerami Creek	Car as driver	1	F	3
Baerami Creek	Car as driver	1	M	8
Bagnoo	Car as driver	1	F	3
Bagnoo	Car as driver	1	M	10
Bago	Car as driver	1	F	4
Bago	Car as driver	1	M	9
Bagotville	Car as driver	1	F	11
Bagotville	Car as driver	1	M	7
Bagotville	Car as passenger	1	F	3
Bagotville	Truck	1	M	3
Bakers Creek (Mid-Coast - NSW)	Car as driver	1	F	3
Bakers Creek (Mid-Coast - NSW)	Car as driver	1	M	5
Bakers Creek (Uralla - NSW)	Car as driver	1	F	3
Bakers Creek (Uralla - NSW)	Car as driver	1	M	3
Bakers Swamp	Car as driver	1	F	6
Bakers Swamp	Car as driver	1	M	4
Balaclava (NSW)			M	3
Balaclava (NSW)	(Other)	1	F	3
Balaclava (NSW)	Car as driver	1	F	75
Balaclava (NSW)	Car as driver	1	M	81
Balaclava (NSW)	Car as passenger	1	F	3
Balaclava (NSW)	Car as passenger	1	M	3
Balaclava (NSW)	Other two methods	2	F	4
Balaclava (NSW)	Truck	1	M	7
Balaclava (NSW)	Walked only	1	F	4
Balala			M	4
Balala	Car as driver	1	F	15
Balala	Car as driver	1	M	13
Balcolyn			M	3
Balcolyn	Car as driver	1	F	141
Balcolyn	Car as driver	1	M	150
Balcolyn	Car as passenger	1	F	3
Balcolyn	Car as passenger	1	M	6
Balcolyn	Truck	1	M	5
Bald Blair	Car as driver	1	F	6
Bald Blair	Car as driver	1	M	7
Bald Blair	Motorbike scooter	1	M	3
Bald Hills (NSW)	Car as driver	1	F	41
Bald Hills (NSW)	Car as driver	1	M	40
Bald Hills (NSW)	Car as passenger	1	F	3
Bald Hills (NSW)	Truck	1	M	3
Baldersleigh	Car as driver	1	F	10
Baldersleigh	Car as driver	1	M	5
Baldry	Car as driver	1	F	14
Baldry	Car as driver	1	M	10
Baldry	Walked only	1	M	5
Balfours Peak	Car as driver	1	F	8
Balfours Peak	Car as driver	1	M	5
Balgowlah			F	14
Balgowlah			M	19
Balgowlah	(Other)	1	F	16
Balgowlah	(Other)	1	M	16
Balgowlah	Bicycle	1	F	13
Balgowlah	Bicycle	1	M	54
Balgowlah	Bus	1	F	409
Balgowlah	Bus	1	M	372
Balgowlah	Bus and two other methods excludes train	3	F	3
Balgowlah	Bus and two other methods excludes train	3	M	5
Balgowlah	Car as driver	1	F	839
Balgowlah	Car as driver	1	M	956
Balgowlah	Car as passenger	1	F	67
Balgowlah	Car as passenger	1	M	45
Balgowlah	Ferry	1	F	30
Balgowlah	Ferry	1	M	40
Balgowlah	Motorbike scooter	1	F	3
Balgowlah	Motorbike scooter	1	M	70
Balgowlah	Other two methods	2	F	18
Balgowlah	Other two methods	2	M	25
Balgowlah	Taxi	1	M	3
Balgowlah	Train	1	F	4
Balgowlah	Train	1	M	3
Balgowlah	Train and two other methods	3	F	10
Balgowlah	Train and two other methods	3	M	21
Balgowlah	Truck	1	M	14
Balgowlah	Walked only	1	F	89
Balgowlah	Walked only	1	M	73
Balgowlah Heights			F	4
Balgowlah Heights			M	4
Balgowlah Heights	(Other)	1	F	10
Balgowlah Heights	(Other)	1	M	9
Balgowlah Heights	Bicycle	1	F	3
Balgowlah Heights	Bicycle	1	M	25
Balgowlah Heights	Bus	1	F	80
Balgowlah Heights	Bus	1	M	110
Balgowlah Heights	Bus and two other methods excludes train	3	M	5
Balgowlah Heights	Car as driver	1	F	326
Balgowlah Heights	Car as driver	1	M	421
Balgowlah Heights	Car as passenger	1	F	39
Balgowlah Heights	Car as passenger	1	M	21
Balgowlah Heights	Ferry	1	F	12
Balgowlah Heights	Ferry	1	M	21
Balgowlah Heights	Motorbike scooter	1	M	21
Balgowlah Heights	Other three methods	3	M	3
Balgowlah Heights	Other two methods	2	F	4
Balgowlah Heights	Other two methods	2	M	28
Balgowlah Heights	Taxi	1	M	3
Balgowlah Heights	Train	1	F	3
Balgowlah Heights	Train and two other methods	3	F	4
Balgowlah Heights	Train and two other methods	3	M	11
Balgowlah Heights	Truck	1	M	10
Balgowlah Heights	Walked only	1	F	12
Balgowlah Heights	Walked only	1	M	12
Balgownie			F	7
Balgownie			M	9
Balgownie	(Other)	1	F	4
Balgownie	(Other)	1	M	13
Balgownie	Bicycle	1	F	4
Balgownie	Bicycle	1	M	9
Balgownie	Bus	1	F	18
Balgownie	Bus	1	M	15
Balgownie	Car as driver	1	F	836
Balgownie	Car as driver	1	M	914
Balgownie	Car as passenger	1	F	84
Balgownie	Car as passenger	1	M	74
Balgownie	Motorbike scooter	1	M	4
Balgownie	Other two methods	2	F	3
Balgownie	Other two methods	2	M	4
Balgownie	Train	1	F	24
Balgownie	Train	1	M	17
Balgownie	Train and two other methods	3	M	3
Balgownie	Truck	1	M	15
Balgownie	Walked only	1	F	16
Balgownie	Walked only	1	M	14
Balickera	Car as driver	1	M	3
Balladoran	Bus	1	M	3
Balladoran	Car as driver	1	F	18
Balladoran	Car as driver	1	M	15
Balladoran	Walked only	1	F	3
Balladoran	Walked only	1	M	3
Balldale	Car as driver	1	F	18
Balldale	Car as driver	1	M	22
Ballengarra	(Other)	1	M	3
Ballengarra	Car as driver	1	F	11
Ballengarra	Car as driver	1	M	11
Ballengarra	Car as passenger	1	F	3
Ballimore	Car as driver	1	F	22
Ballimore	Car as driver	1	M	25
Ballimore	Truck	1	M	3
Ballina			F	20
Ballina			M	23
Ballina	(Other)	1	F	4
Ballina	(Other)	1	M	10
Ballina	Bicycle	1	F	25
Ballina	Bicycle	1	M	69
Ballina	Bus	1	F	11
Ballina	Bus	1	M	16
Ballina	Car as driver	1	F	888
Ballina	Car as driver	1	M	949
Ballina	Car as passenger	1	F	89
Ballina	Car as passenger	1	M	61
Ballina	Motorbike scooter	1	M	19
Ballina	Other two methods	2	F	11
Ballina	Other two methods	2	M	11
Ballina	Train	1	F	4
Ballina	Train	1	M	3
Ballina	Truck	1	M	32
Ballina	Walked only	1	F	101
Ballina	Walked only	1	M	65
Ballyroe	Car as driver	1	F	3
Balmain			F	17
Balmain			M	16
Balmain	(Other)	1	F	10
Balmain	(Other)	1	M	23
Balmain	Bicycle	1	F	41
Balmain	Bicycle	1	M	100
Balmain	Bus	1	F	630
Balmain	Bus	1	M	529
Balmain	Bus and two other methods excludes train	3	F	8
Balmain	Bus and two other methods excludes train	3	M	7
Balmain	Car as driver	1	F	967
Balmain	Car as driver	1	M	1050
Balmain	Car as passenger	1	F	95
Balmain	Car as passenger	1	M	55
Balmain	Ferry	1	F	141
Balmain	Ferry	1	M	185
Balmain	Motorbike scooter	1	F	6
Balmain	Motorbike scooter	1	M	64
Balmain	Other two methods	2	F	21
Balmain	Other two methods	2	M	39
Balmain	Taxi	1	F	25
Balmain	Taxi	1	M	14
Balmain	Train	1	F	18
Balmain	Train	1	M	18
Balmain	Train and two other methods	3	F	11
Balmain	Train and two other methods	3	M	20
Balmain	Tram includes light rail	1	M	4
Balmain	Truck	1	M	9
Balmain	Walked only	1	F	205
Balmain	Walked only	1	M	146
Balmain East			F	3
Balmain East	(Other)	1	F	4
Balmain East	(Other)	1	M	9
Balmain East	Bicycle	1	M	15
Balmain East	Bus	1	F	42
Balmain East	Bus	1	M	43
Balmain East	Bus and two other methods excludes train	3	F	3
Balmain East	Bus and two other methods excludes train	3	M	3
Balmain East	Car as driver	1	F	171
Balmain East	Car as driver	1	M	194
Balmain East	Car as passenger	1	F	22
Balmain East	Car as passenger	1	M	7
Balmain East	Ferry	1	F	62
Balmain East	Ferry	1	M	115
Balmain East	Motorbike scooter	1	M	11
Balmain East	Other two methods	2	F	3
Balmain East	Other two methods	2	M	6
Balmain East	Train	1	M	3
Balmain East	Train and two other methods	3	F	3
Balmain East	Train and two other methods	3	M	8
Balmain East	Truck	1	M	4
Balmain East	Walked only	1	F	20
Balmain East	Walked only	1	M	16
Balmoral (Lake Macquarie - NSW)	(Other)	1	M	3
Balmoral (Lake Macquarie - NSW)	Car as driver	1	F	131
Balmoral (Lake Macquarie - NSW)	Car as driver	1	M	142
Balmoral (Lake Macquarie - NSW)	Car as passenger	1	F	10
Balmoral (Lake Macquarie - NSW)	Car as passenger	1	M	5
Balmoral (Lake Macquarie - NSW)	Motorbike scooter	1	M	4
Balmoral (Lake Macquarie - NSW)	Other two methods	2	F	3
Balmoral (Lake Macquarie - NSW)	Truck	1	M	4
Balmoral (Wingecarribee - NSW)	Car as driver	1	F	73
Balmoral (Wingecarribee - NSW)	Car as driver	1	M	90
Balmoral (Wingecarribee - NSW)	Car as passenger	1	F	7
Balmoral (Wingecarribee - NSW)	Car as passenger	1	M	3
Balmoral (Wingecarribee - NSW)	Truck	1	M	6
Balmoral (Wingecarribee - NSW)	Walked only	1	M	3
Balranald			F	3
Balranald			M	6
Balranald	(Other)	1	F	7
Balranald	(Other)	1	M	5
Balranald	Bicycle	1	F	5
Balranald	Car as driver	1	F	142
Balranald	Car as driver	1	M	199
Balranald	Car as passenger	1	F	11
Balranald	Car as passenger	1	M	16
Balranald	Other two methods	2	M	4
Balranald	Truck	1	M	7
Balranald	Walked only	1	F	31
Balranald	Walked only	1	M	35
Bamarang	Car as driver	1	M	3
Bandon Grove	Car as driver	1	F	15
Bandon Grove	Car as driver	1	M	13
Bandon Grove	Car as passenger	1	F	4
Bandon Grove	Truck	1	M	5
Bandon Grove	Walked only	1	M	3
Bangalee (NSW)	Bicycle	1	M	3
Bangalee (NSW)	Car as driver	1	F	127
Bangalee (NSW)	Car as driver	1	M	116
Bangalee (NSW)	Car as passenger	1	F	7
Bangalee (NSW)	Car as passenger	1	M	4
Bangalee (NSW)	Truck	1	M	10
Bangalee (NSW)	Walked only	1	M	5
Bangalow			F	3
Bangalow			M	6
Bangalow	(Other)	1	F	3
Bangalow	(Other)	1	M	7
Bangalow	Bus	1	F	4
Bangalow	Car as driver	1	F	279
Bangalow	Car as driver	1	M	297
Bangalow	Car as passenger	1	F	7
Bangalow	Car as passenger	1	M	16
Bangalow	Motorbike scooter	1	M	11
Bangalow	Other two methods	2	M	5
Bangalow	Walked only	1	F	24
Bangalow	Walked only	1	M	31
Bangheet	Car as driver	1	F	3
Bangheet	Car as driver	1	M	5
Bango			M	3
Bango	Car as driver	1	F	11
Bango	Car as driver	1	M	16
Bango	Car as passenger	1	F	3
Bango	Motorbike scooter	1	M	5
Bangor (NSW)			F	12
Bangor (NSW)			M	11
Bangor (NSW)	(Other)	1	F	3
Bangor (NSW)	(Other)	1	M	8
Bangor (NSW)	Bicycle	1	F	3
Bangor (NSW)	Bicycle	1	M	4
Bangor (NSW)	Bus	1	F	11
Bangor (NSW)	Bus	1	M	3
Bangor (NSW)	Bus and two other methods excludes train	3	F	3
Bangor (NSW)	Car as driver	1	F	853
Bangor (NSW)	Car as driver	1	M	1022
Bangor (NSW)	Car as passenger	1	F	56
Bangor (NSW)	Car as passenger	1	M	31
Bangor (NSW)	Motorbike scooter	1	M	11
Bangor (NSW)	Other two methods	2	F	3
Bangor (NSW)	Other two methods	2	M	6
Bangor (NSW)	Train	1	F	86
Bangor (NSW)	Train	1	M	87
Bangor (NSW)	Train and two other methods	3	F	13
Bangor (NSW)	Train and two other methods	3	M	10
Bangor (NSW)	Truck	1	M	36
Bangor (NSW)	Walked only	1	F	17
Bangor (NSW)	Walked only	1	M	15
Banksia			F	10
Banksia			M	9
Banksia	(Other)	1	M	8
Banksia	Bicycle	1	M	3
Banksia	Bus	1	F	23
Banksia	Bus	1	M	9
Banksia	Car as driver	1	F	313
Banksia	Car as driver	1	M	465
Banksia	Car as passenger	1	F	58
Banksia	Car as passenger	1	M	19
Banksia	Motorbike scooter	1	M	9
Banksia	Other three methods	3	F	3
Banksia	Other two methods	2	F	3
Banksia	Other two methods	2	M	3
Banksia	Train	1	F	185
Banksia	Train	1	M	188
Banksia	Train and two other methods	3	F	13
Banksia	Train and two other methods	3	M	5
Banksia	Truck	1	M	12
Banksia	Walked only	1	F	12
Banksia	Walked only	1	M	8
Banksmeadow	Walked only	1	M	3
Bankstown			F	70
Bankstown			M	84
Bankstown	(Other)	1	F	21
Bankstown	(Other)	1	M	39
Bankstown	Bicycle	1	F	4
Bankstown	Bicycle	1	M	17
Bankstown	Bus	1	F	168
Bankstown	Bus	1	M	96
Bankstown	Car as driver	1	F	2267
Bankstown	Car as driver	1	M	4240
Bankstown	Car as passenger	1	F	378
Bankstown	Car as passenger	1	M	222
Bankstown	Ferry	1	M	3
Bankstown	Motorbike scooter	1	M	22
Bankstown	Other three methods	3	M	3
Bankstown	Other two methods	2	F	19
Bankstown	Other two methods	2	M	54
Bankstown	Taxi	1	F	10
Bankstown	Taxi	1	M	35
Bankstown	Train	1	F	781
Bankstown	Train	1	M	884
Bankstown	Train and two other methods	3	F	31
Bankstown	Train and two other methods	3	M	28
Bankstown	Tram includes light rail	1	M	3
Bankstown	Truck	1	F	3
Bankstown	Truck	1	M	107
Bankstown	Walked only	1	F	241
Bankstown	Walked only	1	M	164
Bannaby			M	3
Bannaby	Car as driver	1	F	7
Bannaby	Car as driver	1	M	5
Bannister (NSW)	(Other)	1	M	3
Bannister (NSW)	Car as driver	1	F	23
Bannister (NSW)	Car as driver	1	M	18
Bannister (NSW)	Truck	1	M	3
Bannister (NSW)	Walked only	1	M	3
Banoon	Car as driver	1	M	3
Banora Point			F	38
Banora Point			M	39
Banora Point	(Other)	1	F	3
Banora Point	(Other)	1	M	31
