SSC_NAME16	AustCitizen	persons
Broughton Vale	1	144
Broughton Village	0	2
Broughton Village	1	84
Broulee	0	164
Broulee	1	1553
Brownlow Hill	0	124
Brownlow Hill	1	300
Browns Creek	0	7
Browns Creek	1	90
Browns Mountain	0	2
Browns Mountain	1	19
Brownsville	0	71
Brownsville	1	463
Brucedale	0	15
Brucedale	1	164
Bruie Plains	0	0
Bruie Plains	1	49
Bruinbun	0	22
Bruinbun	1	25
Brumby Plains	0	0
Brumby Plains	1	3
Brundee	0	5
Brundee	1	42
Brungle	0	8
Brungle	1	104
Brungle Creek	0	7
Brungle Creek	1	25
Brunkerville	0	22
Brunkerville	1	182
Brunswick Heads	0	255
Brunswick Heads	1	1482
Brushgrove	0	10
Brushgrove	1	189
Brushy Creek	0	10
Brushy Creek	1	16
Buangla	0	0
Buangla	1	0
Bucca (NSW)	0	72
Bucca (NSW)	1	481
Bucca Wauka	0	8
Bucca Wauka	1	74
Buccarumbi	0	2
Buccarumbi	1	14
Buchanan (NSW)	0	25
Buchanan (NSW)	1	172
Buckajo	0	23
Buckajo	1	272
Buckaroo	0	9
Buckaroo	1	119
Buckenbowra	0	-1
Buckenbowra	1	16
Buckenderra	0	3
Buckenderra	1	18
Buckendoon	0	3
Buckendoon	1	32
Bucketty	0	42
Bucketty	1	144
Buckra Bendinni	0	23
Buckra Bendinni	1	76
Budawang	0	1
Budawang	1	10
Buddabadah	0	2
Buddabadah	1	46
Budden	0	1
Budden	1	18
Budderoo	0	0
Budderoo	1	0
Buddong	0	0
Buddong	1	0
Budgee Budgee (NSW)	0	10
Budgee Budgee (NSW)	1	184
Budgewoi	0	338
Budgewoi	1	3022
Budgewoi Peninsula	0	0
Budgewoi Peninsula	1	0
Budgong	0	5
Budgong	1	63
Buff Point	0	366
Buff Point	1	3145
Bugaldie	0	9
Bugaldie	1	135
Bukalong	0	0
Bukalong	1	0
Bukkulla	0	11
Bukkulla	1	129
Bulahdelah	0	127
Bulahdelah	1	1297
Bulee	0	0
Bulee	1	0
Bulga (NSW)	0	49
Bulga (NSW)	1	305
Bulga Forest	0	-4
Bulga Forest	1	7
Bulgary	0	0
Bulgary	1	10
Bulla (NSW)	0	0
Bulla (NSW)	1	4
Bulla Creek	0	7
Bulla Creek	1	52
Bullaburra	0	113
Bullaburra	1	1117
Bullagreen	0	3
Bullagreen	1	45
Bullarah	0	27
Bullarah	1	84
Bullatale	0	-1
Bullatale	1	43
Bullawa Creek	0	13
Bullawa Creek	1	95
Bulldog	0	-1
Bulldog	1	24
Bulli	0	554
Bulli	1	5551
Bulliac	0	3
Bulliac	1	42
Bullio	0	17
Bullio	1	65
Bulyeroi	0	0
Bulyeroi	1	15
Bumbaldry	0	15
Bumbaldry	1	85
Bumbalong	0	10
Bumbalong	1	14
Bundabah	0	16
Bundabah	1	93
Bundagen	0	32
Bundagen	1	103
Bundanoon (NSW)	0	264
Bundanoon (NSW)	1	2465
Bundarra	0	77
Bundarra	1	599
Bundeena	0	200
Bundeena	1	1719
Bundella	0	8
Bundella	1	61
Bundemar	0	10
Bundemar	1	32
Bundewallah	0	13
Bundewallah	1	35
Bundook	0	12
Bundook	1	90
Bundure	0	1
Bundure	1	5
Bungaba	0	28
Bungaba	1	65
Bungabbee	0	0
Bungabbee	1	0
Bungalora	0	7
Bungalora	1	62
Bungarby	0	10
Bungarby	1	61
Bungarribee	0	566
Bungarribee	1	2072
Bungawalbin	0	23
Bungawalbin	1	97
Bungendore	0	446
Bungendore	1	3732
Bungonia	0	40
Bungonia	1	327
Bungowannah	0	6
Bungowannah	1	153
Bungwahl	0	29
Bungwahl	1	205
Bunnaloo	0	4
Bunnaloo	1	97
Bunnan	0	6
Bunnan	1	94
Bunyah	0	7
Bunyah	1	133
Bunyan	0	4
Bunyan	1	148
Burcher	0	21
Burcher	1	61
Bureen	0	8
Bureen	1	53
Burnt Bridge	0	3
Burnt Bridge	1	149
Burnt Yards	0	3
Burnt Yards	1	29
Buronga	0	151
Buronga	1	1061
Burra (Queanbeyan-Palerang Regional - NSW)	0	90
Burra (Queanbeyan-Palerang Regional - NSW)	1	704
Burra (Snowy Valleys - NSW)	0	14
Burra (Snowy Valleys - NSW)	1	51
Burra Creek	0	9
Burra Creek	1	75
Burraboi	0	2
Burraboi	1	61
Burradoo	0	274
Burradoo	1	2371
Burraga	0	17
Burraga	1	74
Burragate	0	7
Burragate	1	97
Burrandana	0	0
Burrandana	1	21
Burraneer	0	267
Burraneer	1	3317
Burrangong	0	11
Burrangong	1	226
Burrapine	0	16
Burrapine	1	43
Burrawang	0	34
Burrawang	1	327
Burrell Creek	0	19
Burrell Creek	1	200
Burren Junction	0	34
Burren Junction	1	242
Burrier	0	5
Burrier	1	39
Burrill Lake	0	120
Burrill Lake	1	1345
Burringbar	0	117
Burringbar	1	735
Burrinjuck	0	4
Burrinjuck	1	15
Burroway	0	19
Burroway	1	99
Burrumbuttock	0	44
Burrumbuttock	1	322
Burrundulla	0	26
Burrundulla	1	123
Burwood (NSW)	0	7819
Burwood (NSW)	1	8211
Burwood Heights	0	227
Burwood Heights	1	762
Busby	0	828
Busby	1	3462
Busbys Flat	0	9
Busbys Flat	1	28
Bushells Ridge	0	10
Bushells Ridge	1	8
Buttaba	0	82
Buttaba	1	1019
Buttai	0	3
Buttai	1	51
Butterwick	0	11
Butterwick	1	133
Buxton (NSW)	0	165
Buxton (NSW)	1	1863
Byabarra	0	34
Byabarra	1	294
Byadbo Wilderness	0	0
Byadbo Wilderness	1	0
Byangum	0	6
Byangum	1	127
Bylong	0	6
Bylong	1	17
Byng	0	1
Byng	1	49
Byrock	0	2
Byrock	1	48
Byron Bay	0	1594
Byron Bay	1	3927
Byrrill Creek	0	22
Byrrill Creek	1	102
Bywong	0	118
Bywong	1	1204
Cabarita (NSW)	0	198
Cabarita (NSW)	1	1759
Cabarita Beach	0	7
Cabarita Beach	1	96
Cabbage Tree Island (Ballina - NSW)	0	6
Cabbage Tree Island (Ballina - NSW)	1	72
Cabbage Tree Island (Mid-Coast - NSW)	0	3
Cabbage Tree Island (Mid-Coast - NSW)	1	5
Cabramatta	0	5326
Cabramatta	1	16457
Cabramatta West	0	1205
Cabramatta West	1	6017
Cabramurra	0	20
Cabramurra	1	17
Caddens	0	268
Caddens	1	1207
Cadgee (NSW)	0	5
Cadgee (NSW)	1	38
Cadia	0	0
Cadia	1	0
Caffreys Flat	0	1
Caffreys Flat	1	48
Cairncross	0	0
Cairncross	1	3
Calala	0	309
Calala	1	3618
Calamia	0	3
Calamia	1	10
Calderwood	0	20
Calderwood	1	153
Caldwell	0	0
Caldwell	1	33
Calga	0	15
Calga	1	127
Califat	0	0
Califat	1	15
Calimo	0	8
Calimo	1	64
Callaghan	0	374
Callaghan	1	952
Callaghans Creek	0	0
Callaghans Creek	1	4
Callala Bay	0	171
Callala Bay	1	2025
Callala Beach	0	96
Callala Beach	1	707
Calliope (NSW)	0	13
Calliope (NSW)	1	94
Caloola	0	22
Caloola	1	66
Cambalong	0	0
Cambalong	1	0
Camberwell (NSW)	0	11
Camberwell (NSW)	1	72
Cambewarra	0	19
Cambewarra	1	219
Cambewarra Village	0	87
Cambewarra Village	1	1102
Camboon (NSW)	0	9
Camboon (NSW)	1	30
Cambra	0	0
Cambra	1	30
Cambridge Gardens	0	172
Cambridge Gardens	1	1842
Cambridge Park	0	795
Cambridge Park	1	5931
Cambridge Plateau	0	0
Cambridge Plateau	1	0
Camden	0	446
Camden	1	2784
Camden Head	0	16
Camden Head	1	136
Camden Park (NSW)	0	133
Camden Park (NSW)	1	2105
Camden South	0	327
Camden South	1	4212
Camellia	0	0
Camellia	1	0
Cameron Park	0	703
Cameron Park	1	7292
Camerons Creek	0	5
Camerons Creek	1	44
Camira (NSW)	0	5
Camira (NSW)	1	24
Cammeray	0	1225
Cammeray	1	5781
Camp Creek (NSW)	0	0
Camp Creek (NSW)	1	21
Campbelltown (NSW)	0	2598
Campbelltown (NSW)	1	9968
Camperdown (NSW)	0	3404
Camperdown (NSW)	1	6937
Campsie	0	9831
Campsie	1	14710
Campvale	0	7
Campvale	1	34
Cams Wharf	0	7
Cams Wharf	1	131
Canada Bay	0	175
Canada Bay	1	1063
Canadian Lead	0	4
Canadian Lead	1	7
Canbelego	0	1
Canbelego	1	38
Candelo	0	72
Candelo	1	614
Cangai	0	12
Cangai	1	24
Caniaba	0	80
Caniaba	1	575
Canley Heights	0	1867
Canley Heights	1	9107
Canley Vale	0	2093
Canley Vale	1	8123
Canobolas	0	32
Canobolas	1	444
Canoelands	0	21
Canoelands	1	154
Canonba	0	-2
Canonba	1	24
Canowindra	0	185
Canowindra	1	2073
Canterbury (NSW)	0	2035
Canterbury (NSW)	1	5198
Canton Beach	0	154
Canton Beach	1	1017
Canyonleigh	0	44
Canyonleigh	1	354
Caparra	0	8
Caparra	1	64
Capeen Creek	0	0
Capeen Creek	1	5
Capertee	0	26
Capertee	1	119
Capoompeta	0	0
Capoompeta	1	3
Captains Flat	0	74
Captains Flat	1	536
Carabost	0	13
Carabost	1	42
Caragabal	0	20
Caragabal	1	165
Carcalgong	0	17
Carcalgong	1	28
Carcoar	0	26
Carcoar	1	275
Cardiff (NSW)	0	425
Cardiff (NSW)	1	5405
Cardiff Heights	0	88
Cardiff Heights	1	1355
Cardiff South	0	161
Cardiff South	1	2669
Carey Bay	0	93
Carey Bay	1	803
Cargo	0	61
Cargo	1	535
Carinda	0	17
Carinda	1	141
Caringbah	0	1594
Caringbah	1	10064
Caringbah South	0	921
Caringbah South	1	11321
Carlaminda	0	-2
Carlaminda	1	38
Carlingford	0	5591
Carlingford	1	18803
Carlton (NSW)	0	2652
Carlton (NSW)	1	8070
Carnes Hill	0	259
Carnes Hill	1	1784
Carnham	0	3
Carnham	1	5
Carool	0	14
Carool	1	160
Caroona	0	11
Caroona	1	191
Carrabolla	0	10
Carrabolla	1	0
Carrai	0	0
Carrai	1	0
Carramar (NSW)	0	952
Carramar (NSW)	1	2598
Carrathool	0	41
Carrathool	1	197
Carrick (NSW)	0	25
Carrick (NSW)	1	111
Carrington (Mid-Coast - NSW)	0	0
Carrington (Mid-Coast - NSW)	1	30
Carrington (Newcastle - NSW)	0	195
Carrington (Newcastle - NSW)	1	1734
Carrington Falls	0	0
Carrington Falls	1	20
Carroll	0	31
Carroll	1	306
Carrowbrook	0	13
Carrowbrook	1	22
Carrs Creek	0	4
Carrs Creek	1	131
Carrs Island	0	7
Carrs Island	1	7
Carrs Peninsula	0	0
Carrs Peninsula	1	23
Carss Park	0	124
Carss Park	1	1128
Cartwright	0	551
Cartwright	1	1819
Cartwrights Hill	0	16
Cartwrights Hill	1	173
Carwell	0	0
Carwell	1	15
Carwoola	0	141
Carwoola	1	1287
Cascade (NSW)	0	-3
Cascade (NSW)	1	8
Casino	0	897
Casino	1	10017
Cassilis (NSW)	0	29
Cassilis (NSW)	1	275
Castle Cove	0	296
Castle Cove	1	2258
Castle Doyle	0	13
Castle Doyle	1	151
Castle Hill (NSW)	0	6192
Castle Hill (NSW)	1	33402
Castle Rock	0	28
Castle Rock	1	147
Castlecrag	0	365
Castlecrag	1	2574
Castlereagh	0	149
Castlereagh	1	1022
Casuarina (NSW)	0	376
Casuarina (NSW)	1	2302
Casula	0	2593
Casula	1	13069
Catalina	0	234
Catalina	1	2100
Cataract	0	2
Cataract	1	6
Cathcart (NSW)	0	15
Cathcart (NSW)	1	93
Catherine Field	0	271
Catherine Field	1	1386
Catherine Hill Bay	0	13
Catherine Hill Bay	1	149
Cathundral	0	2
Cathundral	1	43
Cattai	0	79
Cattai	1	711
Cattle Creek (NSW)	0	8
Cattle Creek (NSW)	1	22
Cavan (NSW)	0	12
Cavan (NSW)	1	35
Caves Beach	0	268
Caves Beach	1	3786
Cawdor (NSW)	0	37
Cawdor (NSW)	1	397
Cawongla	0	44
Cawongla	1	148
Cecil Hills	0	745
Cecil Hills	1	6273
Cecil Park	0	88
Cecil Park	1	683
Cedar Brush Creek	0	21
Cedar Brush Creek	1	93
Cedar Creek (Cessnock - NSW)	0	9
Cedar Creek (Cessnock - NSW)	1	24
Cedar Creek (Tweed - NSW)	0	14
Cedar Creek (Tweed - NSW)	1	6
Cedar Party	0	30
Cedar Party	1	334
Cedar Point	0	15
Cedar Point	1	155
Cells River	0	0
Cells River	1	0
Centennial Park (NSW)	0	636
Centennial Park (NSW)	1	1740
Central Colo	0	7
Central Colo	1	20
Central Macdonald	0	15
Central Macdonald	1	40
Central Mangrove	0	31
Central Mangrove	1	233
Central Tilba	0	44
Central Tilba	1	244
Cessnock	0	2182
Cessnock	1	12995
Chaelundi	0	0
Chaelundi	1	0
Chain Valley Bay	0	206
Chain Valley Bay	1	2253
Chakola	0	14
Chakola	1	33
Chambigne	0	7
Chambigne	1	48
Charbon	0	13
Charbon	1	118
Charles Sturt University	0	23
Charles Sturt University	1	317
Charlestown (NSW)	0	1123
Charlestown (NSW)	1	11789
Charleys Forest	0	13
Charleys Forest	1	52
Charlotte Bay	0	26
Charlotte Bay	1	146
Charlton (NSW)	0	5
Charlton (NSW)	1	21
Charmhaven	0	265
Charmhaven	1	2286
Chatham Valley	0	1
Chatham Valley	1	24
Chatsbury	0	19
Chatsbury	1	72
Chatswood	0	9965
Chatswood	1	14948
Chatswood West	0	269
Chatswood West	1	1230
Chatsworth (NSW)	0	13
Chatsworth (NSW)	1	150
Cheero Point	0	13
Cheero Point	1	74
Cheltenham (NSW)	0	255
Cheltenham (NSW)	1	1988
Cherry Tree Hill	0	16
Cherry Tree Hill	1	52
Cherrybrook	0	2792
Cherrybrook	1	15973
Chester Hill	0	2194
Chester Hill	1	10620
Chichester (NSW)	0	12
Chichester (NSW)	1	17
Chifley (NSW)	0	489
Chifley (NSW)	1	2744
Chilcotts Creek	0	0
Chilcotts Creek	1	3
Chilcotts Grass	0	20
Chilcotts Grass	1	212
Chillingham	0	26
Chillingham	1	206
Chinderah	0	175
Chinderah	1	1391
Chinnock	0	4
Chinnock	1	18
Chippendale	0	5945
Chippendale	1	2672
Chipping Norton	0	1003
Chipping Norton	1	7998
Chisholm (NSW)	0	93
Chisholm (NSW)	1	1368
Chiswick	0	623
Chiswick	1	2303
Chittaway Bay	0	184
Chittaway Bay	1	1844
Chittaway Point	0	76
Chittaway Point	1	865
Chowan Creek	0	16
Chowan Creek	1	21
Chullora	0	0
Chullora	1	0
Church Point	0	149
Church Point	1	848
Clandulla	0	39
Clandulla	1	158
Clare (NSW)	0	0
Clare (NSW)	1	17
Claremont Meadows	0	455
Claremont Meadows	1	4321
Clarence	0	31
Clarence	1	169
Clarence Town	0	156
Clarence Town	1	1838
Clarendon (NSW)	0	20
Clarendon (NSW)	1	102
Clarenza	0	55
Clarenza	1	496
Clareville	0	74
Clareville	1	668
Claymore	0	852
Claymore	1	1792
Clear Creek	0	13
Clear Creek	1	105
Clear Range	0	7
Clear Range	1	29
Clearfield	0	0
Clearfield	1	10
Clemton Park	0	183
Clemton Park	1	1483
Clergate	0	10
Clergate	1	200
Cleveland (NSW)	0	0
Cleveland (NSW)	1	21
Clifden	0	1
Clifden	1	23
Cliftleigh	0	121
Cliftleigh	1	767
Clifton (NSW)	0	-1
Clifton (NSW)	1	29
Clifton Grove	0	42
Clifton Grove	1	809
Clontarf (NSW)	0	256
Clontarf (NSW)	1	1481
Clothiers Creek	0	43
Clothiers Creek	1	234
Clouds Creek	0	0
Clouds Creek	1	3
Clovelly	0	789
Clovelly	1	3947
Clunes (NSW)	0	95
Clunes (NSW)	1	773
Clybucca	0	16
Clybucca	1	128
Clyde (NSW)	0	3
Clyde (NSW)	1	3
Clydesdale (NSW)	0	3
Clydesdale (NSW)	1	75
Coal Point	0	150
Coal Point	1	1573
Coalcliff	0	17
Coalcliff	1	172
Coaldale	0	5
Coaldale	1	56
Coasters Retreat	0	33
Coasters Retreat	1	11
Cobaki	0	22
Cobaki	1	183
Cobaki Lakes	0	2
Cobaki Lakes	1	40
Cobar	0	684
Cobar	1	3306
Cobar Park	0	5
Cobar Park	1	38
Cobargo	0	86
Cobargo	1	690
Cobark	0	1
Cobark	1	40
Cobbadah	0	0
Cobbadah	1	90
Cobbitty	0	224
Cobbitty	1	1839
Cobramunga	0	2
Cobramunga	1	31
Cockwhy	0	-3
Cockwhy	1	20
Codrington (NSW)	0	12
Codrington (NSW)	1	56
Coffee Camp	0	32
Coffee Camp	1	186
Coffs Harbour	0	3974
Coffs Harbour	1	21778
Coggan	0	0
Coggan	1	4
Cogra Bay	0	7
Cogra Bay	1	11
Coila	0	9
Coila	1	43
Coldstream (NSW)	0	9
Coldstream (NSW)	1	39
Coleambally	0	159
Coleambally	1	1172
Colebee	0	328
Colebee	1	1603
Coledale	0	122
Coledale	1	1138
Colinroobie	0	6
Colinroobie	1	59
Colinton (NSW)	0	10
Colinton (NSW)	1	117
Collarenebri	0	53
Collarenebri	1	597
Collaroy (NSW)	0	1318
Collaroy (NSW)	1	6552
Collaroy Plateau	0	557
Collaroy Plateau	1	4210
Collector	0	37
Collector	1	276
Collendina	0	14
Collendina	1	93
Collerina	0	4
Collerina	1	43
Collie (NSW)	0	29
Collie (NSW)	1	165
Collingullie	0	31
Collingullie	1	190
Collingwood (NSW)	0	3
Collingwood (NSW)	1	40
Collins Creek	0	21
Collins Creek	1	111
Collombatti	0	90
Collombatti	1	557
Collum Collum	0	0
Collum Collum	1	0
Colly Blue	0	9
Colly Blue	1	22
Colo (Bathurst Regional - NSW)	0	0
Colo (Bathurst Regional - NSW)	1	3
Colo (Hawkesbury - NSW)	0	6
Colo (Hawkesbury - NSW)	1	54
Colo Heights	0	65
Colo Heights	1	269
Colo Vale	0	171
Colo Vale	1	1447
Colongra	0	0
Colongra	1	0
Colyton	0	1301
Colyton	1	7138
Comara	0	-2
Comara	1	17
Combaning	0	6
Combaning	1	97
Combara	0	24
Combara	1	55
Comberton	0	6
Comberton	1	25
Comboyne	0	46
Comboyne	1	408
Come By Chance	0	14
Come By Chance	1	111
Comerong Island	0	1
Comerong Island	1	11
Commissioners Creek	0	20
Commissioners Creek	1	45
Como (NSW)	0	339
Como (NSW)	1	3638
Comobella	0	11
Comobella	1	48
Conargo	0	22
Conargo	1	101
Concord	0	2030
Concord	1	12503
Concord West	0	828
Concord West	1	5086
Condell Park	0	1615
Condell Park	1	9959
Condobolin	0	423
Condobolin	1	3063
Condong	0	48
Condong	1	260
Coneac	0	14
Coneac	1	10
Congarinni	0	9
Congarinni	1	303
Congarinni North	0	40
Congarinni North	1	340
Congewai	0	20
Congewai	1	159
Congo	0	37
Congo	1	208
Conimbia	0	4
Conimbia	1	8
Coniston	0	362
Coniston	1	1906
Conjola	0	12
Conjola	1	136
Conjola Park	0	34
Conjola Park	1	306
Connells Point	0	315
Connells Point	1	2514
Constitution Hill	0	606
Constitution Hill	1	3360
Coogee (NSW)	0	4509
Coogee (NSW)	1	10703
Cookamidgera	0	28
Cookamidgera	1	136
Cookardinia	0	7
Cookardinia	1	61
Cooks Gap	0	91
Cooks Gap	1	449
Cooks Hill	0	441
Cooks Hill	1	3180
Cooks Myalls	0	3
Cooks Myalls	1	44
Coolabah	0	17
Coolabah	1	52
Coolac	0	15
Coolac	1	201
Coolagolite	0	33
Coolagolite	1	245
Coolah	0	176
Coolah	1	1114
Coolamon	0	233
Coolamon	1	1966
Coolangatta (NSW)	0	27
Coolangatta (NSW)	1	302
Coolangubra	0	0
Coolangubra	1	0
Coolatai	0	17
Coolatai	1	104
Cooleman	0	0
Cooleman	1	0
Cooleys Creek	0	0
Cooleys Creek	1	8
Coolgardie (NSW)	0	23
Coolgardie (NSW)	1	101
Coolongolook	0	50
Coolongolook	1	342
Coolringdon	0	6
Coolringdon	1	61
Coolumbooka	0	0
Coolumbooka	1	3
Coolumburra	0	0
Coolumburra	1	0
Cooma (NSW)	0	984
Cooma (NSW)	1	5697
Coomba Bay	0	15
Coomba Bay	1	108
Coomba Park	0	119
Coomba Park	1	506
Coombadjha	0	3
Coombadjha	1	15
Coombell	0	9
Coombell	1	15
Coomealla	0	132
Coomealla	1	694
Coomoo Coomoo	0	-3
Coomoo Coomoo	1	11
Coonabarabran	0	381
Coonabarabran	1	2909
Coonamble	0	460
Coonamble	1	2290
Coongbar	0	0
Coongbar	1	3
Cooperabung	0	48
Cooperabung	1	248
Coopernook	0	42
Coopernook	1	496
Coopers Gully	0	15
Coopers Gully	1	151
Coopers Shoot	0	51
Coopers Shoot	1	214
Cooplacurripa	0	5
Cooplacurripa	1	7
Coorabell	0	63
Coorabell	1	357
Cooranbong	0	603
Cooranbong	1	4846
Cootamundra	0	565
Cootamundra	1	6217
Cootralantra	0	6
Cootralantra	1	83
Cooyal	0	15
Cooyal	1	99
Copacabana	0	276
Copacabana	1	2459
Cope	0	32
Cope	1	96
Copeland	0	8
Copeland	1	56
Copeton	0	14
Copeton	1	32
Copmanhurst	0	44
Copmanhurst	1	260
Coppabella (NSW)	0	0
Coppabella (NSW)	1	11
Copperhannia	0	-1
Copperhannia	1	4
Coraki	0	160
Coraki	1	1117
Coralville	0	32
Coralville	1	109
Coramba	0	81
Coramba	1	729
Corang	0	7
Corang	1	6
Corangula	0	7
Corangula	1	14
Corbie Hill	0	37
Corbie Hill	1	191
Cordeaux	0	0
Cordeaux	1	0
Cordeaux Heights	0	305
Cordeaux Heights	1	4254
Coree	0	4
Coree	1	32
Coreen	0	6
Coreen	1	103
Corindi Beach	0	191
Corindi Beach	1	1495
Corinella (NSW)	0	12
Corinella (NSW)	1	61
Corlette	0	480
Corlette	1	4876
Corndale (NSW)	0	23
Corndale (NSW)	1	297
Corney Town	0	8
Corney Town	1	68
Cornwallis	0	16
Cornwallis	1	37
Corobimilla	0	2
Corobimilla	1	69
Corowa	0	511
Corowa	1	4971
Corrabare	0	0
Corrabare	1	10
Corrimal	0	685
Corrimal	1	5834
Corrong	0	0
Corrong	1	3
Corrowong	0	4
Corrowong	1	9
Corunna	0	6
Corunna	1	57
Cottage Point	0	25
Cottage Point	1	73
Cottonvale (NSW)	0	0
Cottonvale (NSW)	1	24
Cougal	0	15
Cougal	1	23
Countegany	0	6
Countegany	1	28
Courabyra	0	12
Courabyra	1	87
Couradda	0	9
Couradda	1	45
Couragago	0	2
Couragago	1	3
Couridjah	0	20
Couridjah	1	283
Coutts Crossing	0	80
Coutts Crossing	1	980
Cow Flat	0	17
Cow Flat	1	46
Cowabbie	0	0
Cowabbie	1	17
Cowan	0	45
Cowan	1	604
Cowper	0	18
Cowper	1	76
Cowra	0	950
Cowra	1	9113
Coxs Creek	0	8
Coxs Creek	1	49
Coxs Crown	0	2
Coxs Crown	1	11
Crabbes Creek	0	45
Crabbes Creek	1	245
Crackenback	0	41
Crackenback	1	156
Craigie (NSW)	0	4
Craigie (NSW)	1	22
Cranebrook	0	1649
Cranebrook	1	14110
Crangan Bay	0	0
Crangan Bay	1	3
Craven	0	11
Craven	1	104
Craven Plateau	0	0
Craven Plateau	1	4
Crawford River	0	-4
Crawford River	1	47
Crawney	0	1
Crawney	1	33
Creewah	0	4
Creewah	1	32
Cremorne (NSW)	0	2648
Cremorne (NSW)	1	8579
Cremorne Point	0	515
Cremorne Point	1	1894
Crescent Head	0	182
Crescent Head	1	1349
Crestwood	0	864
Crestwood	1	3739
Cringila	0	361
Cringila	1	1837
Croki	0	0
Croki	1	43
Cromer (NSW)	0	860
Cromer (NSW)	1	6732
Cronulla	0	2847
Cronulla	1	15223
Crooble	0	2
Crooble	1	60
Croobyar	0	11
Croobyar	1	144
Crooked Corner	0	20
Crooked Corner	1	41
Crookwell	0	226
Crookwell	1	2415
Croom	0	13
Croom	1	100
Croppa Creek	0	14
Croppa Creek	1	106
Cross Roads (NSW)	0	-3
Cross Roads (NSW)	1	20
Crosslands	0	41
Crosslands	1	525
Croudace Bay	0	45
Croudace Bay	1	529
Crowdy Bay National Park	0	3
Crowdy Bay National Park	1	0
Crowdy Head	0	2
Crowdy Head	1	75
Crows Nest (NSW)	0	1308
Crows Nest (NSW)	1	3490
Crowther	0	5
Crowther	1	50
Crowther Island	0	0
Crowther Island	1	0
Croydon (NSW)	0	1954
Croydon (NSW)	1	8658
Croydon Park (NSW)	0	1822
Croydon Park (NSW)	1	9190
Crudine	0	10
Crudine	1	55
Cryon	0	11
Cryon	1	35
Crystal Creek (NSW)	0	28
Crystal Creek (NSW)	1	231
Cubba	0	0
Cubba	1	33
Cudal	0	37
Cudal	1	516
Cudgegong	0	6
Cudgegong	1	38
Cudgel	0	6
Cudgel	1	26
Cudgen	0	81
Cudgen	1	776
Cudgera Creek	0	38
Cudgera Creek	1	293
Cudmirrah	0	13
Cudmirrah	1	262
Culburra Beach	0	322
Culburra Beach	1	2552
Culcairn	0	140
Culcairn	1	1333
Cullen Bullen	0	82
Cullen Bullen	1	197
Cullenbone	0	0
Cullenbone	1	35
Cullendore	0	3
Cullendore	1	16
Cullerin	0	2
Cullerin	1	36
Cullivel	0	1
Cullivel	1	14
Culmaran Creek	0	0
Culmaran Creek	1	10
Cumbalum	0	128
Cumbalum	1	1394
Cumbandry	0	-3
Cumbandry	1	18
Cumberland Reach	0	16
Cumberland Reach	1	165
Cumbo	0	3
Cumbo	1	8
Cumborah	0	79
Cumborah	1	170
Cumnock	0	37
Cumnock	1	406
Cundle Flat	0	4
Cundle Flat	1	13
Cundletown	0	141
Cundletown	1	1913
Cundumbul	0	6
Cundumbul	1	32
Cunjurong Point	0	7
Cunjurong Point	1	67
Cunningar	0	11
Cunningar	1	134
Cunninyeuk	0	6
Cunninyeuk	1	31
Curban	0	15
Curban	1	116
Curl Curl	0	414
Curl Curl	1	2000
Curlew Waters	0	1
Curlew Waters	1	13
Curlewis (NSW)	0	56
Curlewis (NSW)	1	715
Curlwaa	0	54
Curlwaa	1	339
Curra Creek	0	11
Curra Creek	1	55
Currabubula	0	36
Currabubula	1	296
Curragh	0	0
Curragh	1	0
Curramore (NSW)	0	10
Curramore (NSW)	1	183
Currans Hill	0	499
Currans Hill	1	4810
Currarong	0	59
Currarong	1	393
Currawang	0	39
Currawang	1	143
Currawarna	0	42
Currawarna	1	147
Curraweela	0	8
Curraweela	1	39
Curricabark	0	2
Curricabark	1	9
Currowan	0	1
Currowan	1	52
Cuttabri	0	2
Cuttabri	1	41
Cuttagee	0	7
Cuttagee	1	48
Dabee	0	5
Dabee	1	32
Daceyville	0	215
Daceyville	1	994
Dairy Arm	0	-1
Dairy Arm	1	25
Dairy Flat	0	-1
Dairy Flat	1	18
Dairymans Plains	0	4
Dairymans Plains	1	148
Daleys Point	0	77
Daleys Point	1	604
Dalgety	0	14
Dalgety	1	191
Dalmeny	0	202
Dalmeny	1	1735
Dalmorton	0	1
Dalmorton	1	3
Dalswinton	0	5
Dalswinton	1	46
Dalton	0	10
Dalton	1	185
Dalwood (Ballina - NSW)	0	16
Dalwood (Ballina - NSW)	1	218
Dalwood (Singleton - NSW)	0	3
Dalwood (Singleton - NSW)	1	103
Dandaloo	0	10
Dandaloo	1	27
Dandry	0	15
Dandry	1	79
Dangar Island	0	55
Dangar Island	1	248
Dangarsleigh	0	18
Dangarsleigh	1	132
Dangelong	0	3
Dangelong	1	3
Dapto	0	920
Dapto	1	9810
Darawank	0	29
Darawank	1	366
Darbalara	0	10
Darbalara	1	40
Darbys Falls	0	41
Darbys Falls	1	210
Dareton	0	42
Dareton	1	459
Dargan	0	13
Dargan	1	81
Dark Corner	0	0
Dark Corner	1	17
Darkes Forest	0	13
Darkes Forest	1	102
Darkwood	0	31
Darkwood	1	146
Darling Point	0	993
Darling Point	1	3197
Darlinghurst	0	4501
Darlinghurst	1	6819
Darlington (Singleton - NSW)	0	62
Darlington (Singleton - NSW)	1	311
Darlington (Sydney - NSW)	0	1416
