SSC_NAME16	CountryOfBirth	persons
Raglan (Vic.)	DEU	4
Raglan (Vic.)	GBR	3
Raglan (Vic.)	NLD	4
Raglan (Vic.)	NZL	4
Rainbow		53
Rainbow	AUS	589
Rainbow	CHN	4
Rainbow	GBR	17
Rainbow	IND	3
Rainbow	NLD	5
Rainbow	NZL	5
Rainbow	PHL	5
Ranceby		6
Ranceby	AUS	50
Ranceby	GBR	6
Rathscar	AUS	24
Rathscar West	AUS	23
Ravenhall		47
Ravenhall	AFG	5
Ravenhall	AUS	856
Ravenhall	CHN	19
Ravenhall	DEU	3
Ravenhall	FJI	4
Ravenhall	GBR	9
Ravenhall	GRC	4
Ravenhall	HKG	9
Ravenhall	IND	7
Ravenhall	IRN	7
Ravenhall	IRQ	10
Ravenhall	ITA	3
Ravenhall	KHM	3
Ravenhall	KOR	4
Ravenhall	LBN	14
Ravenhall	LKA	3
Ravenhall	MUS	3
Ravenhall	MYS	7
Ravenhall	NZL	27
Ravenhall	PHL	3
Ravenhall	THA	3
Ravenhall	TUR	3
Ravenhall	VNM	94
Ravenhall	ZAF	3
Ravenswood (Vic.)		19
Ravenswood (Vic.)	AUS	384
Ravenswood (Vic.)	CAN	3
Ravenswood (Vic.)	GBR	15
Ravenswood (Vic.)	LKA	5
Ravenswood (Vic.)	PHL	3
Ravenswood South		10
Ravenswood South	AUS	67
Rawson		21
Rawson	AUS	236
Rawson	GBR	17
Rawson	NZL	7
Rawson	USA	3
Raymond Island		50
Raymond Island	AUS	410
Raymond Island	DEU	13
Raymond Island	GBR	43
Raymond Island	IRL	3
Raymond Island	NLD	7
Raymond Island	NZL	7
Raymond Island	PHL	3
Raymond Island	ZAF	3
Raywood		29
Raywood	AUS	280
Raywood	GBR	6
Red Cliffs		598
Red Cliffs	AFG	9
Red Cliffs	AUS	4112
Red Cliffs	DEU	11
Red Cliffs	EGY	3
Red Cliffs	FRA	4
Red Cliffs	GBR	89
Red Cliffs	GRC	7
Red Cliffs	HRV	3
Red Cliffs	IND	14
Red Cliffs	IRL	5
Red Cliffs	ITA	52
Red Cliffs	JPN	3
Red Cliffs	KHM	5
Red Cliffs	MYS	17
Red Cliffs	NLD	7
Red Cliffs	NZL	44
Red Cliffs	PHL	9
Red Cliffs	TUR	17
Red Cliffs	TWN	3
Red Cliffs	USA	3
Red Cliffs	VNM	13
Red Cliffs	ZAF	19
Red Cliffs	ZWE	3
Red Hill (Vic.)		85
Red Hill (Vic.)	AUS	731
Red Hill (Vic.)	CAN	3
Red Hill (Vic.)	GBR	57
Red Hill (Vic.)	HRV	4
Red Hill (Vic.)	IRL	3
Red Hill (Vic.)	JPN	3
Red Hill (Vic.)	NLD	6
Red Hill (Vic.)	NZL	15
Red Hill (Vic.)	PHL	3
Red Hill (Vic.)	SGP	3
Red Hill South		69
Red Hill South	AUS	475
Red Hill South	CAN	3
Red Hill South	DEU	4
Red Hill South	FRA	3
Red Hill South	GBR	28
Red Hill South	IND	3
Red Hill South	ITA	5
Red Hill South	NLD	3
Red Hill South	NZL	6
Red Lion		21
Red Lion	AUS	84
Red Lion	GBR	9
Red Lion	NZL	3
Redan		274
Redan	AUS	2397
Redan	CHN	5
Redan	DEU	7
Redan	FJI	5
Redan	GBR	59
Redan	GRC	3
Redan	HRV	6
Redan	IDN	4
Redan	IND	23
Redan	IRL	9
Redan	IRQ	4
Redan	ITA	7
Redan	LKA	3
Redan	MYS	7
Redan	NLD	18
Redan	NZL	17
Redan	PHL	9
Redan	SGP	3
Redan	TUR	3
Redan	VNM	3
Redan	ZAF	5
Redbank (Vic.)		9
Redbank (Vic.)	AUS	70
Redbank (Vic.)	GBR	11
Redbank (Vic.)	NZL	3
Redcastle		6
Redcastle	AUS	50
Redcastle	ITA	4
Redesdale		28
Redesdale	AUS	186
Redesdale	DEU	3
Redesdale	GBR	16
Redesdale	ITA	3
Reedy Creek (Vic.)		7
Reedy Creek (Vic.)	AUS	136
Reedy Creek (Vic.)	DEU	4
Reedy Creek (Vic.)	GBR	8
Reedy Creek (Vic.)	ITA	3
Reedy Creek (Vic.)	JPN	3
Reedy Creek (Vic.)	USA	4
Reedy Dam	AUS	24
Reedy Flat		7
Reedy Flat	AUS	28
Reedy Lake	AUS	26
Reefton (Vic.)		4
Reefton (Vic.)	AUS	47
Reefton (Vic.)	DEU	3
Reefton (Vic.)	GBR	3
Reefton (Vic.)	IDN	3
Research		139
Research	AUS	2196
Research	CAN	7
Research	CHN	10
Research	DEU	7
Research	EGY	3
Research	FRA	3
Research	GBR	132
Research	HKG	8
Research	HRV	4
Research	IRL	14
Research	IRN	4
Research	ITA	24
Research	LKA	3
Research	MLT	7
Research	MYS	8
Research	NLD	13
Research	NZL	32
Research	PAK	3
Research	PHL	4
Research	SGP	3
Research	THA	3
Research	USA	8
Research	ZAF	14
Reservoir (Vic.)		6439
Reservoir (Vic.)	AFG	49
Reservoir (Vic.)	AUS	27136
Reservoir (Vic.)	BGD	147
Reservoir (Vic.)	BIH	72
Reservoir (Vic.)	CAN	61
Reservoir (Vic.)	CHL	59
Reservoir (Vic.)	CHN	1781
Reservoir (Vic.)	DEU	112
Reservoir (Vic.)	EGY	168
Reservoir (Vic.)	FJI	94
Reservoir (Vic.)	FRA	63
Reservoir (Vic.)	GBR	686
Reservoir (Vic.)	GRC	1290
Reservoir (Vic.)	HKG	99
Reservoir (Vic.)	HRV	143
Reservoir (Vic.)	IDN	99
Reservoir (Vic.)	IND	2484
Reservoir (Vic.)	IRL	98
Reservoir (Vic.)	IRN	289
Reservoir (Vic.)	IRQ	224
Reservoir (Vic.)	ITA	3311
Reservoir (Vic.)	JPN	76
Reservoir (Vic.)	KHM	27
Reservoir (Vic.)	KOR	58
Reservoir (Vic.)	LBN	620
Reservoir (Vic.)	LKA	326
Reservoir (Vic.)	MKD	470
Reservoir (Vic.)	MLT	228
Reservoir (Vic.)	MMR	10
Reservoir (Vic.)	MUS	120
Reservoir (Vic.)	MYS	256
Reservoir (Vic.)	NLD	58
Reservoir (Vic.)	NPL	428
Reservoir (Vic.)	NZL	523
Reservoir (Vic.)	PAK	280
Reservoir (Vic.)	PHL	455
Reservoir (Vic.)	PNG	31
Reservoir (Vic.)	POL	67
Reservoir (Vic.)	SGP	62
Reservoir (Vic.)	THA	134
Reservoir (Vic.)	TUR	111
Reservoir (Vic.)	TWN	95
Reservoir (Vic.)	USA	102
Reservoir (Vic.)	VNM	931
Reservoir (Vic.)	ZAF	66
Reservoir (Vic.)	ZWE	32
Rheola		12
Rheola	AUS	45
Rhyll		35
Rhyll	AUS	449
Rhyll	DEU	4
Rhyll	GBR	52
Rhyll	ITA	3
Rhyll	LKA	3
Rhyll	NZL	16
Rhymney		9
Rhymney	AUS	53
Riachella	AUS	4
Rich Avon	AUS	3
Rich Avon East	AUS	3
Rich Avon West		5
Rich Avon West	AUS	27
Richmond (Vic.)		3757
Richmond (Vic.)	AFG	3
Richmond (Vic.)	AUS	16606
Richmond (Vic.)	BGD	6
Richmond (Vic.)	BIH	20
Richmond (Vic.)	CAN	94
Richmond (Vic.)	CHL	26
Richmond (Vic.)	CHN	548
Richmond (Vic.)	DEU	106
Richmond (Vic.)	EGY	37
Richmond (Vic.)	FJI	23
Richmond (Vic.)	FRA	108
Richmond (Vic.)	GBR	1199
Richmond (Vic.)	GRC	544
Richmond (Vic.)	HKG	100
Richmond (Vic.)	HRV	50
Richmond (Vic.)	IDN	107
Richmond (Vic.)	IND	277
Richmond (Vic.)	IRL	202
Richmond (Vic.)	IRN	54
Richmond (Vic.)	IRQ	4
Richmond (Vic.)	ITA	158
Richmond (Vic.)	JPN	61
Richmond (Vic.)	KHM	36
Richmond (Vic.)	KOR	80
Richmond (Vic.)	LBN	10
Richmond (Vic.)	LKA	82
Richmond (Vic.)	MKD	20
Richmond (Vic.)	MLT	13
Richmond (Vic.)	MMR	7
Richmond (Vic.)	MUS	22
Richmond (Vic.)	MYS	217
Richmond (Vic.)	NLD	32
Richmond (Vic.)	NPL	25
Richmond (Vic.)	NZL	872
Richmond (Vic.)	PAK	11
Richmond (Vic.)	PHL	140
Richmond (Vic.)	PNG	12
Richmond (Vic.)	POL	48
Richmond (Vic.)	SGP	77
Richmond (Vic.)	THA	94
Richmond (Vic.)	TUR	35
Richmond (Vic.)	TWN	51
Richmond (Vic.)	USA	216
Richmond (Vic.)	VNM	1394
Richmond (Vic.)	ZAF	119
Richmond (Vic.)	ZWE	19
Richmond Plains	AUS	3
Riddells Creek		207
Riddells Creek	AUS	3292
Riddells Creek	CAN	10
Riddells Creek	CHN	8
Riddells Creek	DEU	28
Riddells Creek	FRA	5
Riddells Creek	GBR	230
Riddells Creek	GRC	5
Riddells Creek	HRV	6
Riddells Creek	IND	11
Riddells Creek	IRL	13
Riddells Creek	ITA	18
Riddells Creek	LKA	3
Riddells Creek	MLT	20
Riddells Creek	MYS	9
Riddells Creek	NLD	4
Riddells Creek	NZL	56
Riddells Creek	PHL	3
Riddells Creek	SGP	3
Riddells Creek	TWN	3
Riddells Creek	USA	7
Riddells Creek	VNM	3
Riddells Creek	ZAF	8
Riggs Creek	AUS	29
Ringwood (Vic.)		1199
Ringwood (Vic.)	AFG	23
Ringwood (Vic.)	AUS	10965
Ringwood (Vic.)	BGD	12
Ringwood (Vic.)	BIH	11
Ringwood (Vic.)	CAN	33
Ringwood (Vic.)	CHL	26
Ringwood (Vic.)	CHN	994
Ringwood (Vic.)	DEU	88
Ringwood (Vic.)	EGY	35
Ringwood (Vic.)	FJI	17
Ringwood (Vic.)	FRA	13
Ringwood (Vic.)	GBR	715
Ringwood (Vic.)	GRC	59
Ringwood (Vic.)	HKG	136
Ringwood (Vic.)	HRV	41
Ringwood (Vic.)	IDN	63
Ringwood (Vic.)	IND	550
Ringwood (Vic.)	IRL	45
Ringwood (Vic.)	IRN	170
Ringwood (Vic.)	IRQ	19
Ringwood (Vic.)	ITA	97
Ringwood (Vic.)	JPN	24
Ringwood (Vic.)	KHM	32
Ringwood (Vic.)	KOR	74
Ringwood (Vic.)	LKA	146
Ringwood (Vic.)	MKD	12
Ringwood (Vic.)	MLT	16
Ringwood (Vic.)	MMR	520
Ringwood (Vic.)	MUS	16
Ringwood (Vic.)	MYS	239
Ringwood (Vic.)	NLD	55
Ringwood (Vic.)	NPL	28
Ringwood (Vic.)	NZL	222
Ringwood (Vic.)	PAK	43
Ringwood (Vic.)	PHL	96
Ringwood (Vic.)	PNG	13
Ringwood (Vic.)	POL	64
Ringwood (Vic.)	SGP	49
Ringwood (Vic.)	THA	92
Ringwood (Vic.)	TUR	12
Ringwood (Vic.)	TWN	63
Ringwood (Vic.)	USA	64
Ringwood (Vic.)	VNM	148
Ringwood (Vic.)	ZAF	98
Ringwood (Vic.)	ZWE	21
Ringwood East		657
Ringwood East	AFG	3
Ringwood East	AUS	7058
Ringwood East	BIH	3
Ringwood East	CAN	27
Ringwood East	CHL	9
Ringwood East	CHN	434
Ringwood East	DEU	55
Ringwood East	EGY	20
Ringwood East	FJI	7
Ringwood East	FRA	11
Ringwood East	GBR	466
Ringwood East	GRC	21
Ringwood East	HKG	46
Ringwood East	HRV	12
Ringwood East	IDN	14
Ringwood East	IND	228
Ringwood East	IRL	24
Ringwood East	IRN	77
Ringwood East	ITA	31
Ringwood East	JPN	11
Ringwood East	KHM	8
Ringwood East	KOR	4
Ringwood East	LBN	3
Ringwood East	LKA	57
Ringwood East	MLT	7
Ringwood East	MMR	300
Ringwood East	MUS	7
Ringwood East	MYS	110
Ringwood East	NLD	46
Ringwood East	NPL	3
Ringwood East	NZL	147
Ringwood East	PAK	12
Ringwood East	PHL	47
Ringwood East	PNG	3
Ringwood East	POL	13
Ringwood East	SGP	23
Ringwood East	THA	78
Ringwood East	TUR	3
Ringwood East	TWN	26
Ringwood East	USA	49
Ringwood East	VNM	32
Ringwood East	ZAF	40
Ringwood East	ZWE	7
Ringwood North		565
Ringwood North	AFG	3
Ringwood North	AUS	7384
Ringwood North	BIH	5
Ringwood North	CAN	26
Ringwood North	CHL	5
Ringwood North	CHN	252
Ringwood North	DEU	55
Ringwood North	EGY	17
Ringwood North	FJI	23
Ringwood North	FRA	11
Ringwood North	GBR	406
Ringwood North	GRC	32
Ringwood North	HKG	44
Ringwood North	HRV	13
Ringwood North	IDN	16
Ringwood North	IND	93
Ringwood North	IRL	31
Ringwood North	IRN	43
Ringwood North	IRQ	3
Ringwood North	ITA	111
Ringwood North	JPN	4
Ringwood North	KHM	9
Ringwood North	KOR	41
Ringwood North	LBN	4
Ringwood North	LKA	39
Ringwood North	MKD	3
Ringwood North	MLT	14
Ringwood North	MMR	14
Ringwood North	MUS	7
Ringwood North	MYS	112
Ringwood North	NLD	43
Ringwood North	NZL	102
Ringwood North	PAK	3
Ringwood North	PHL	32
Ringwood North	PNG	9
Ringwood North	POL	26
Ringwood North	SGP	20
Ringwood North	THA	15
Ringwood North	TWN	10
Ringwood North	USA	39
Ringwood North	VNM	28
Ringwood North	ZAF	89
Ringwood North	ZWE	8
Ripplebrook		30
Ripplebrook	AUS	176
Ripplebrook	DEU	3
Ripplebrook	GBR	12
Ripplebrook	MUS	3
Rippleside		64
Rippleside	AUS	671
Rippleside	CAN	5
Rippleside	CHL	3
Rippleside	CHN	3
Rippleside	DEU	8
Rippleside	GBR	49
Rippleside	HRV	5
Rippleside	IDN	7
Rippleside	IND	3
Rippleside	ITA	6
Rippleside	MKD	5
Rippleside	MYS	3
Rippleside	NLD	8
Rippleside	NZL	14
Rippleside	PHL	3
Rippleside	THA	3
Ripponlea		265
Ripponlea	AUS	941
Ripponlea	CAN	7
Ripponlea	CHN	27
Ripponlea	DEU	13
Ripponlea	EGY	3
Ripponlea	FRA	4
Ripponlea	GBR	72
Ripponlea	GRC	4
Ripponlea	IDN	7
Ripponlea	IND	32
Ripponlea	IRL	24
Ripponlea	IRN	3
Ripponlea	IRQ	3
Ripponlea	ITA	11
Ripponlea	JPN	6
Ripponlea	KOR	5
Ripponlea	LKA	6
Ripponlea	MLT	3
Ripponlea	MUS	6
Ripponlea	MYS	9
Ripponlea	NLD	6
Ripponlea	NPL	20
Ripponlea	NZL	37
Ripponlea	PAK	4
Ripponlea	PHL	11
Ripponlea	POL	7
Ripponlea	SGP	4
Ripponlea	THA	4
Ripponlea	TUR	3
Ripponlea	TWN	6
Ripponlea	USA	9
Ripponlea	VNM	3
Ripponlea	ZAF	9
Riverside (Vic.)		11
Riverside (Vic.)	AUS	253
Riverside (Vic.)	GBR	5
Riverslea		10
Riverslea	AUS	122
Riverslea	GBR	3
Riverslea	NZL	3
Riverslea	PHL	3
Robertsons Beach		6
Robertsons Beach	AUS	43
Robertsons Beach	GBR	3
Robinvale		643
Robinvale	AFG	8
Robinvale	AUS	1756
Robinvale	CHN	29
Robinvale	DEU	3
Robinvale	FJI	25
Robinvale	FRA	3
Robinvale	GBR	19
Robinvale	GRC	25
Robinvale	HKG	12
Robinvale	IND	37
Robinvale	ITA	50
Robinvale	KHM	43
Robinvale	KOR	6
Robinvale	LKA	13
Robinvale	MUS	3
Robinvale	MYS	78
Robinvale	NLD	3
Robinvale	NZL	50
Robinvale	PAK	4
Robinvale	PHL	36
Robinvale	THA	37
Robinvale	TWN	45
Robinvale	VNM	140
Robinvale	ZAF	4
Rochester (Vic.)		275
Rochester (Vic.)	AUS	2657
Rochester (Vic.)	CHN	5
Rochester (Vic.)	DEU	4
Rochester (Vic.)	FJI	7
Rochester (Vic.)	GBR	78
Rochester (Vic.)	IND	3
Rochester (Vic.)	IRL	8
Rochester (Vic.)	ITA	10
Rochester (Vic.)	KHM	3
Rochester (Vic.)	MYS	3
Rochester (Vic.)	NLD	7
Rochester (Vic.)	NZL	23
Rochester (Vic.)	PHL	10
Rochester (Vic.)	POL	3
Rochester (Vic.)	THA	3
Rochester (Vic.)	USA	6
Rochester (Vic.)	ZAF	4
Rochford		22
Rochford	AUS	53
Rochford	GBR	6
Rockbank		313
Rockbank	AUS	916
Rockbank	CHL	6
Rockbank	DEU	6
Rockbank	GBR	26
Rockbank	GRC	9
Rockbank	HRV	7
Rockbank	IDN	3
Rockbank	IND	35
Rockbank	ITA	18
Rockbank	KOR	3
Rockbank	LKA	14
Rockbank	MKD	17
Rockbank	MLT	81
Rockbank	MUS	4
Rockbank	NLD	3
Rockbank	NZL	36
Rockbank	PAK	4
Rockbank	PHL	15
Rockbank	POL	7
Rockbank	TWN	6
Rockbank	VNM	3
Rocklands		7
Rocklands	AUS	13
Rocklyn		11
Rocklyn	AUS	38
Rocklyn	GBR	6
Rokeby (Vic.)		12
Rokeby (Vic.)	AUS	151
Rokeby (Vic.)	GBR	10
Rokeby (Vic.)	NZL	3
Rokewood		20
Rokewood	AUS	190
Rokewood	GBR	6
Rokewood Junction		8
Rokewood Junction	AUS	24
Romsey		374
Romsey	AUS	3922
Romsey	BIH	3
Romsey	CAN	11
Romsey	CHN	6
Romsey	DEU	26
Romsey	EGY	4
Romsey	FRA	3
Romsey	GBR	195
Romsey	GRC	3
Romsey	HRV	4
Romsey	IND	9
Romsey	IRL	6
Romsey	IRQ	4
Romsey	ITA	21
Romsey	LBN	7
Romsey	LKA	8
Romsey	MLT	14
Romsey	MYS	9
Romsey	NLD	14
Romsey	NZL	44
Romsey	PHL	4
Romsey	PNG	3
Romsey	POL	7
Romsey	SGP	3
Romsey	THA	11
Romsey	USA	14
Romsey	ZAF	11
Rosanna		730
Rosanna	AFG	3
Rosanna	AUS	5984
Rosanna	BIH	5
Rosanna	CAN	19
Rosanna	CHL	5
Rosanna	CHN	222
Rosanna	DEU	28
Rosanna	EGY	13
Rosanna	FJI	9
Rosanna	FRA	11
Rosanna	GBR	279
Rosanna	GRC	54
Rosanna	HKG	12
Rosanna	HRV	39
Rosanna	IDN	20
Rosanna	IND	137
Rosanna	IRL	35
Rosanna	IRN	18
Rosanna	IRQ	3
Rosanna	ITA	234
Rosanna	JPN	20
Rosanna	KHM	3
Rosanna	KOR	34
Rosanna	LBN	26
Rosanna	LKA	67
Rosanna	MKD	24
Rosanna	MLT	9
Rosanna	MUS	7
Rosanna	MYS	70
Rosanna	NLD	12
Rosanna	NPL	3
Rosanna	NZL	124
Rosanna	PAK	9
Rosanna	PHL	37
Rosanna	PNG	5
Rosanna	POL	18
Rosanna	SGP	32
Rosanna	THA	12
Rosanna	TUR	6
Rosanna	TWN	19
Rosanna	USA	30
Rosanna	VNM	41
Rosanna	ZAF	31
Rosanna	ZWE	7
Rose River		3
Rose River	AUS	19
Rosebery (Vic.)		4
Rosebery (Vic.)	AUS	4
Rosebrook (Vic.)		12
Rosebrook (Vic.)	AUS	107
Rosebrook (Vic.)	DEU	3
Rosebrook (Vic.)	GBR	3
Rosebrook (Vic.)	MYS	3
Rosebrook (Vic.)	NZL	3
Rosebud		1177
Rosebud	AUS	10047
Rosebud	CAN	15
Rosebud	CHL	6
Rosebud	CHN	35
Rosebud	DEU	76
Rosebud	EGY	15
Rosebud	FJI	4
Rosebud	FRA	11
Rosebud	GBR	1021
Rosebud	GRC	59
Rosebud	HKG	7
Rosebud	HRV	24
Rosebud	IDN	9
Rosebud	IND	49
Rosebud	IRL	46
Rosebud	ITA	129
Rosebud	JPN	4
Rosebud	KHM	3
Rosebud	KOR	3
Rosebud	LBN	3
Rosebud	LKA	13
Rosebud	MKD	6
Rosebud	MLT	12
Rosebud	MMR	3
Rosebud	MUS	27
Rosebud	MYS	21
Rosebud	NLD	72
Rosebud	NPL	5
Rosebud	NZL	138
Rosebud	PHL	50
Rosebud	PNG	4
Rosebud	POL	19
Rosebud	SGP	3
Rosebud	THA	20
Rosebud	TUR	4
Rosebud	TWN	4
Rosebud	USA	24
Rosebud	VNM	5
Rosebud	ZAF	26
Rosebud	ZWE	10
Rosebud West		545
Rosebud West	AUS	3598
Rosebud West	CAN	4
Rosebud West	CHL	3
Rosebud West	CHN	12
Rosebud West	DEU	28
Rosebud West	EGY	6
Rosebud West	FRA	3
Rosebud West	GBR	357
Rosebud West	GRC	27
Rosebud West	HRV	5
Rosebud West	IDN	4
Rosebud West	IND	34
Rosebud West	IRL	15
Rosebud West	ITA	82
Rosebud West	JPN	3
Rosebud West	LBN	3
Rosebud West	LKA	6
Rosebud West	MKD	3
Rosebud West	MLT	16
Rosebud West	MUS	13
Rosebud West	MYS	3
Rosebud West	NLD	31
Rosebud West	NZL	58
Rosebud West	PHL	12
Rosebud West	PNG	3
Rosebud West	POL	3
Rosebud West	SGP	5
Rosebud West	THA	3
Rosebud West	USA	15
Rosebud West	ZAF	14
Rosedale (Vic.)		172
Rosedale (Vic.)	AUS	1347
Rosedale (Vic.)	CAN	3
Rosedale (Vic.)	DEU	6
Rosedale (Vic.)	GBR	66
Rosedale (Vic.)	IRL	8
Rosedale (Vic.)	ITA	3
Rosedale (Vic.)	MUS	7
Rosedale (Vic.)	NLD	12
Rosedale (Vic.)	NZL	12
Rosedale (Vic.)	PHL	8
Rosedale (Vic.)	USA	6
Rosedale (Vic.)	ZAF	3
Roses Gap	AUS	3
Rosewhite		13
Rosewhite	AUS	112
Rosewhite	PNG	3
Roslynmead		3
Roslynmead	AUS	45
Ross Creek (Vic.)		71
Ross Creek (Vic.)	AUS	1021
Ross Creek (Vic.)	DEU	3
Ross Creek (Vic.)	GBR	24
Ross Creek (Vic.)	HRV	3
Ross Creek (Vic.)	ITA	3
Ross Creek (Vic.)	NLD	3
Ross Creek (Vic.)	NZL	8
Ross Creek (Vic.)	THA	9
Rossbridge		6
Rossbridge	AUS	24
Rostron	AUS	16
Rowsley		13
Rowsley	AUS	154
Rowsley	DEU	4
Rowsley	GBR	9
Rowsley	MKD	3
Rowsley	NZL	4
Rowville		2092
Rowville	AFG	87
Rowville	AUS	21599
Rowville	BGD	17
Rowville	BIH	44
Rowville	CAN	36
Rowville	CHL	72
Rowville	CHN	1225
Rowville	DEU	154
Rowville	EGY	265
Rowville	FJI	101
Rowville	FRA	17
Rowville	GBR	1216
Rowville	GRC	187
Rowville	HKG	196
Rowville	HRV	83
Rowville	IDN	111
Rowville	IND	897
Rowville	IRL	71
Rowville	IRN	157
Rowville	IRQ	41
Rowville	ITA	336
Rowville	JPN	30
Rowville	KHM	186
Rowville	KOR	100
Rowville	LBN	94
Rowville	LKA	1045
Rowville	MKD	27
Rowville	MLT	49
Rowville	MMR	36
Rowville	MUS	190
Rowville	MYS	769
Rowville	NLD	123
Rowville	NPL	19
Rowville	NZL	397
Rowville	PAK	47
Rowville	PHL	317
Rowville	PNG	16
Rowville	POL	162
Rowville	SGP	179
Rowville	THA	59
Rowville	TUR	54
Rowville	TWN	63
Rowville	USA	72
Rowville	VNM	338
Rowville	ZAF	317
Rowville	ZWE	22
Roxburgh Park		2683
Roxburgh Park	AFG	13
Roxburgh Park	AUS	10006
Roxburgh Park	BGD	62
Roxburgh Park	BIH	34
Roxburgh Park	CAN	11
Roxburgh Park	CHL	23
Roxburgh Park	CHN	128
Roxburgh Park	DEU	24
Roxburgh Park	EGY	130
Roxburgh Park	FJI	121
Roxburgh Park	FRA	7
Roxburgh Park	GBR	118
Roxburgh Park	GRC	67
Roxburgh Park	HKG	13
Roxburgh Park	HRV	32
Roxburgh Park	IDN	36
Roxburgh Park	IND	580
Roxburgh Park	IRL	11
Roxburgh Park	IRN	80
Roxburgh Park	IRQ	3717
Roxburgh Park	ITA	211
Roxburgh Park	JPN	3
Roxburgh Park	KHM	3
Roxburgh Park	KOR	14
Roxburgh Park	LBN	505
Roxburgh Park	LKA	508
Roxburgh Park	MKD	30
Roxburgh Park	MLT	62
Roxburgh Park	MMR	9
Roxburgh Park	MUS	14
Roxburgh Park	MYS	31
Roxburgh Park	NLD	6
Roxburgh Park	NPL	46
Roxburgh Park	NZL	275
Roxburgh Park	PAK	221
Roxburgh Park	PHL	453
Roxburgh Park	PNG	4
Roxburgh Park	POL	40
Roxburgh Park	SGP	30
Roxburgh Park	THA	22
Roxburgh Park	TUR	1181
Roxburgh Park	TWN	4
Roxburgh Park	USA	26
Roxburgh Park	VNM	177
Roxburgh Park	ZAF	15
Roxburgh Park	ZWE	5
Rubicon		6
Rubicon	AUS	42
Ruby		17
Ruby	AUS	161
Ruby	GBR	3
Ruffy		3
Ruffy	AUS	91
Ruffy	DEU	4
Ruffy	GBR	5
Ruffy	PHL	3
Running Creek (Vic.)		3
Running Creek (Vic.)	AUS	40
Runnymede (Vic.)		7
Runnymede (Vic.)	AUS	46
Rupanyup		35
Rupanyup	AUS	475
Rupanyup	DEU	6
Rupanyup	GBR	7
Rupanyup	IND	3
Rushworth		134
Rushworth	AUS	1063
Rushworth	CAN	3
Rushworth	DEU	9
Rushworth	EGY	3
Rushworth	FJI	3
Rushworth	GBR	61
Rushworth	GRC	3
Rushworth	IRL	3
Rushworth	ITA	3
Rushworth	MKD	3
Rushworth	MLT	3
Rushworth	MYS	3
Rushworth	NLD	10
Rushworth	NZL	12
Rushworth	PHL	12
Rushworth	THA	8
Rushworth	USA	3
Russells Bridge	AUS	63
Russells Bridge	GBR	3
Rutherglen		177
Rutherglen	AUS	2043
Rutherglen	CAN	3
Rutherglen	DEU	8
Rutherglen	GBR	68
Rutherglen	IDN	4
Rutherglen	IND	3
Rutherglen	ITA	6
Rutherglen	NLD	16
Rutherglen	NZL	34
Rutherglen	PAK	3
Rutherglen	PHL	3
Rutherglen	PNG	3
Ryanston		19
Ryanston	AUS	222
Ryanston	GBR	10
Ryanston	NLD	3
Ryanston	NZL	4
Ryanston	THA	3
Rye		809
Rye	AUS	6452
Rye	BIH	3
Rye	CAN	12
Rye	CHN	8
Rye	DEU	39
Rye	EGY	15
Rye	FRA	12
Rye	GBR	418
Rye	GRC	101
Rye	HRV	36
Rye	IDN	4
Rye	IND	16
Rye	IRL	23
Rye	ITA	160
Rye	JPN	6
Rye	LKA	9
Rye	MLT	21
Rye	MMR	3
Rye	MUS	10
Rye	MYS	7
Rye	NLD	27
Rye	NZL	111
Rye	PAK	3
Rye	PHL	21
Rye	PNG	8
Rye	POL	4
Rye	SGP	11
Rye	THA	7
Rye	TUR	4
Rye	USA	20
Rye	VNM	5
Rye	ZAF	22
Rye	ZWE	6
Rythdale		23
Rythdale	AUS	10
Safety Beach (Vic.)		497
Safety Beach (Vic.)	AUS	3346
Safety Beach (Vic.)	CAN	5
Safety Beach (Vic.)	CHL	3
Safety Beach (Vic.)	CHN	5
Safety Beach (Vic.)	DEU	43
Safety Beach (Vic.)	EGY	23
Safety Beach (Vic.)	FJI	3
Safety Beach (Vic.)	GBR	469
Safety Beach (Vic.)	GRC	66
Safety Beach (Vic.)	HKG	4
Safety Beach (Vic.)	HRV	11
Safety Beach (Vic.)	IND	7
Safety Beach (Vic.)	IRL	14
Safety Beach (Vic.)	ITA	80
Safety Beach (Vic.)	JPN	3
Safety Beach (Vic.)	KHM	3
Safety Beach (Vic.)	KOR	7
Safety Beach (Vic.)	MKD	4
Safety Beach (Vic.)	MLT	18
Safety Beach (Vic.)	MUS	6
Safety Beach (Vic.)	NLD	39
Safety Beach (Vic.)	NZL	78
Safety Beach (Vic.)	PHL	10
Safety Beach (Vic.)	POL	10
Safety Beach (Vic.)	SGP	3
Safety Beach (Vic.)	THA	9
Safety Beach (Vic.)	USA	18
Safety Beach (Vic.)	ZAF	31
Safety Beach (Vic.)	ZWE	3
Sailors Falls		13
Sailors Falls	AUS	40
Sailors Falls	CAN	3
Sailors Falls	USA	3
Sailors Gully		70
Sailors Gully	AUS	599
Sailors Gully	GBR	20
Sailors Gully	NLD	4
Sailors Gully	NZL	4
Sailors Gully	PHL	3
Sailors Gully	USA	3
Sailors Hill		12
Sailors Hill	AUS	57
Sailors Hill	GBR	6
Sailors Hill	NZL	3
Sale		1244
Sale	AUS	10842
Sale	BGD	3
Sale	BIH	3
