SSC_NAME16	SameAddress1YearAgo	SameAddress5YearsAgo	persons
Burton (SA)	1	0	5046
Bute	0	1	259
Bute	1	0	347
Butler (SA)	0	1	43
Butler (SA)	1	0	52
Cadell	0	1	224
Cadell	1	0	274
Cadgee (SA)	0	1	26
Cadgee (SA)	1	0	36
Calca	0	1	10
Calca	1	0	9
Caliph	0	1	14
Caliph	1	0	12
Callington	0	1	366
Callington	1	0	472
Calomba	0	1	34
Calomba	1	0	40
Caloote	0	1	87
Caloote	1	0	115
Caltowie	0	1	82
Caltowie	1	0	98
Caltowie North	0	1	11
Caltowie North	1	0	16
Caltowie West	0	1	23
Caltowie West	1	0	22
Cambrai	0	1	189
Cambrai	1	0	237
Camden Park (SA)	0	1	1510
Camden Park (SA)	1	0	2406
Campbelltown (SA)	0	1	4126
Campbelltown (SA)	1	0	6419
Campoona	0	1	50
Campoona	1	0	50
Cannawigara	0	1	82
Cannawigara	1	0	116
Canowie Belt	0	1	22
Canowie Belt	1	0	31
Canunda	0	1	14
Canunda	1	0	14
Cape Borda	0	1	8
Cape Borda	1	0	9
Cape Douglas	0	1	27
Cape Douglas	1	0	40
Cape Jaffa	0	1	31
Cape Jaffa	1	0	41
Cape Jervis	0	1	163
Cape Jervis	1	0	208
Caralue	0	1	20
Caralue	1	0	26
Carawa	0	1	4
Carawa	1	0	11
Carcuma	0	1	3
Carcuma	1	0	3
Carew	0	1	19
Carew	1	0	29
Carey Gully	0	1	286
Carey Gully	1	0	359
Caroline	0	1	10
Caroline	1	0	16
Carpenter Rocks	0	1	46
Carpenter Rocks	1	0	65
Carrickalinga	0	1	196
Carrickalinga	1	0	289
Carrieton	0	1	31
Carrieton	1	0	53
Cassini	0	1	49
Cassini	1	0	67
Castambul	0	1	12
Castambul	1	0	9
Caurnamont	0	1	32
Caurnamont	1	0	33
Cavan (SA)	0	1	16
Cavan (SA)	1	0	21
Cavenagh	0	1	3
Cavenagh	1	0	4
Caveton	0	1	30
Caveton	1	0	41
Ceduna	0	1	924
Ceduna	1	0	1348
Ceduna Waters	0	1	29
Ceduna Waters	1	0	104
Chaffey	0	1	130
Chaffey	1	0	152
Chain Of Ponds	0	1	18
Chain Of Ponds	1	0	20
Chandada	0	1	29
Chandada	1	0	31
Chandlers Hill	0	1	490
Chandlers Hill	1	0	652
Chapel Hill (SA)	0	1	88
Chapel Hill (SA)	1	0	98
Chapman Bore	0	1	19
Chapman Bore	1	0	19
Charleston	0	1	351
Charleston	1	0	462
Charlton Gully	0	1	13
Charlton Gully	1	0	13
Charra	0	1	18
Charra	1	0	21
Cheltenham (SA)	0	1	1392
Cheltenham (SA)	1	0	1817
Cherry Gardens	0	1	413
Cherry Gardens	1	0	525
Cherryville	0	1	105
Cherryville	1	0	122
Chilpenunda	0	1	10
Chilpenunda	1	0	16
Chinaman Wells	0	1	5
Chinaman Wells	1	0	5
Chinbingina	0	1	5
Chinbingina	1	0	11
Christie Downs	0	1	2756
Christie Downs	1	0	3970
Christies Beach	0	1	2433
Christies Beach	1	0	3766
Clapham	0	1	1024
Clapham	1	0	1406
Clare (SA)	0	1	1647
Clare (SA)	1	0	2446
Clarence Gardens	0	1	1355
Clarence Gardens	1	0	1927
Clarence Park	0	1	1434
Clarence Park	1	0	2057
Clarendon (SA)	0	1	414
Clarendon (SA)	1	0	541
Clay Wells	0	1	16
Clay Wells	1	0	22
Claypans	0	1	8
Claypans	1	0	14
Clayton Bay	0	1	171
Clayton Bay	1	0	280
Clearview	0	1	1689
Clearview	1	0	2811
Cleland	0	1	3
Cleland	1	0	6
Clements Gap	0	1	35
Clements Gap	1	0	41
Cleve	0	1	556
Cleve	1	0	736
Clifton Hills Station	0	1	3
Clifton Hills Station	1	0	7
Clinton (SA)	0	1	181
Clinton (SA)	1	0	231
Clinton Centre	0	1	18
Clinton Centre	1	0	20
Clovelly Park	0	1	1565
Clovelly Park	1	0	2400
Cobdogla	0	1	228
Cobdogla	1	0	307
Cockaleechie	0	1	46
Cockaleechie	1	0	65
Cockatoo Valley	0	1	405
Cockatoo Valley	1	0	593
Cockburn	0	1	37
Cockburn	1	0	38
Coffin Bay	0	1	331
Coffin Bay	1	0	491
Colebatch	0	1	26
Colebatch	1	0	45
Coles	0	1	17
Coles	1	0	28
College Park	0	1	399
College Park	1	0	566
Colley	0	1	24
Colley	1	0	30
Collinsfield	0	1	6
Collinsfield	1	0	6
Collinsville (SA)	0	1	3
Collinsville (SA)	1	0	7
Collinswood	0	1	680
Collinswood	1	0	1025
Colonel Light Gardens	0	1	2300
Colonel Light Gardens	1	0	2887
Colton	0	1	24
Colton	1	0	30
Comaum	0	1	25
Comaum	1	0	34
Commissariat Point	0	1	131
Commissariat Point	1	0	163
Compton	0	1	429
Compton	1	0	594
Concordia	0	1	107
Concordia	1	0	130
Condowie	0	1	37
Condowie	1	0	47
Conmurra	0	1	29
Conmurra	1	0	36
Coober Pedy	0	1	842
Coober Pedy	1	0	1241
Coobowie	0	1	160
Coobowie	1	0	204
Cooke Plains	0	1	55
Cooke Plains	1	0	60
Coolillie	0	1	5
Coolillie	1	0	4
Cooltong	0	1	212
Cooltong	1	0	286
Coomandook	0	1	82
Coomandook	1	0	104
Coombe	0	1	38
Coombe	1	0	58
Coomooroo	0	1	11
Coomooroo	1	0	14
Coomunga	0	1	72
Coomunga	1	0	100
Coonalpyn	0	1	234
Coonalpyn	1	0	306
Coonamia	0	1	72
Coonamia	1	0	87
Coonawarra (SA)	0	1	97
Coonawarra (SA)	1	0	104
Coorong	0	1	45
Coorong	1	0	57
Cootra	0	1	10
Cootra	1	0	18
Copeville	0	1	16
Copeville	1	0	33
Copley (SA)	0	1	45
Copley (SA)	1	0	54
Corny Point	0	1	72
Corny Point	1	0	88
Coromandel East	0	1	242
Coromandel East	1	0	290
Coromandel Valley	0	1	2707
Coromandel Valley	1	0	3610
Cortlinye	0	1	36
Cortlinye	1	0	44
Corunna Station	0	1	13
Corunna Station	1	0	17
Coulta	0	1	114
Coulta	1	0	166
Cowandilla	0	1	685
Cowandilla	1	0	1065
Cowell	0	1	619
Cowell	1	0	888
Cowirra	0	1	93
Cowirra	1	0	104
Cradock	0	1	25
Cradock	1	0	36
Crafers	0	1	1256
Crafers	1	0	1620
Crafers West	0	1	801
Crafers West	1	0	1035
Craigburn Farm	0	1	1167
Craigburn Farm	1	0	1955
Craigmore	0	1	6538
Craigmore	1	0	8917
Crescent	0	1	146
Crescent	1	0	175
Cromer (SA)	0	1	141
Cromer (SA)	1	0	165
Cross Roads (SA)	0	1	72
Cross Roads (SA)	1	0	103
Croydon (SA)	0	1	775
Croydon (SA)	1	0	961
Croydon Park (SA)	0	1	2045
Croydon Park (SA)	1	0	2922
Crystal Brook (SA)	0	1	900
Crystal Brook (SA)	1	0	1262
Cudlee Creek	0	1	323
Cudlee Creek	1	0	377
Culburra	0	1	55
Culburra	1	0	71
Cumberland Park	0	1	1579
Cumberland Park	1	0	2113
Cummins	0	1	540
Cummins	1	0	766
Cungena	0	1	24
Cungena	1	0	24
Cunliffe	0	1	44
Cunliffe	1	0	46
Cunningham (SA)	0	1	41
Cunningham (SA)	1	0	59
Cunyarie	0	1	5
Cunyarie	1	0	7
Curramulka	0	1	235
Curramulka	1	0	279
Currency Creek	0	1	264
Currency Creek	1	0	334
Custon	0	1	11
Custon	1	0	9
Cuttlefish Bay	0	1	9
Cuttlefish Bay	1	0	9
Cygnet River	0	1	47
Cygnet River	1	0	67
D'Estrees Bay	0	1	4
D'Estrees Bay	1	0	4
Dalkey	0	1	3
Dalkey	1	0	6
Darke Peak	0	1	53
Darke Peak	1	0	72
Darlington (SA)	0	1	650
Darlington (SA)	1	0	918
Davenport (SA)	0	1	75
Davenport (SA)	1	0	82
Daveyston	0	1	42
Daveyston	1	0	73
Davoren Park	0	1	3120
Davoren Park	1	0	4713
Daw Park	0	1	1360
Daw Park	1	0	2061
Dawesley	0	1	162
Dawesley	1	0	223
Dawson (SA)	0	1	3
Dawson (SA)	1	0	3
De Mole River	0	1	3
De Mole River	1	0	3
Deep Creek (SA)	0	1	26
Deep Creek (SA)	1	0	27
Deepwater (SA)	0	1	8
Deepwater (SA)	1	0	16
Delamere (SA)	0	1	119
Delamere (SA)	1	0	134
Denial Bay	0	1	63
Denial Bay	1	0	101
Dernancourt	0	1	2374
Dernancourt	1	0	3177
Devlins Pound	0	1	16
Devlins Pound	1	0	18
Devon Park (SA)	0	1	449
Devon Park (SA)	1	0	672
Dingabledinga	0	1	35
Dingabledinga	1	0	47
Direk	0	1	106
Direk	1	0	451
Dismal Swamp	0	1	39
Dismal Swamp	1	0	48
Donovans	0	1	55
Donovans	1	0	77
Dover Gardens	0	1	1368
Dover Gardens	1	0	2096
Dowlingville	0	1	27
Dowlingville	1	0	43
Dry Creek (SA)	0	1	113
Dry Creek (SA)	1	0	175
Dublin	0	1	208
Dublin	1	0	338
Duck Ponds	0	1	67
Duck Ponds	1	0	68
Dudley East	0	1	38
Dudley East	1	0	47
Dudley Park (SA)	0	1	393
Dudley Park (SA)	1	0	506
Dudley West	0	1	6
Dudley West	1	0	14
Dulwich	0	1	957
Dulwich	1	0	1327
Duncan	0	1	48
Duncan	1	0	64
Dutton	0	1	62
Dutton	1	0	92
Dutton East	0	1	6
Dutton East	1	0	9
East Moonta	0	1	73
East Moonta	1	0	113
Eastwood (SA)	0	1	320
Eastwood (SA)	1	0	570
Eba	0	1	10
Eba	1	0	10
Eba Anchorage	0	1	20
Eba Anchorage	1	0	29
Ebenezer (SA)	0	1	125
Ebenezer (SA)	1	0	154
Echunga	0	1	698
Echunga	1	0	958
Eden Hills	0	1	1870
Eden Hills	1	0	2464
Eden Valley	0	1	227
Eden Valley	1	0	291
Edillilie	0	1	86
Edillilie	1	0	102
Edinburgh	0	1	10
Edinburgh	1	0	95
Edithburgh	0	1	316
Edithburgh	1	0	410
Edwardstown	0	1	2110
Edwardstown	1	0	3162
Eight Mile Creek (SA)	0	1	76
Eight Mile Creek (SA)	1	0	119
Elizabeth	0	1	538
Elizabeth	1	0	744
Elizabeth Downs	0	1	2628
Elizabeth Downs	1	0	3830
Elizabeth East	0	1	2270
Elizabeth East	1	0	3363
Elizabeth Grove	0	1	1216
Elizabeth Grove	1	0	1758
Elizabeth North	0	1	1556
Elizabeth North	1	0	2458
Elizabeth Park	0	1	1588
Elizabeth Park	1	0	2732
Elizabeth South	0	1	1317
Elizabeth South	1	0	2079
Elizabeth Vale	0	1	1945
Elizabeth Vale	1	0	3005
Elliston	0	1	216
Elliston	1	0	323
Elwomple	0	1	67
Elwomple	1	0	83
Emu Bay	0	1	87
Emu Bay	1	0	96
Emu Downs	0	1	39
Emu Downs	1	0	42
Emu Flat (SA)	0	1	60
Emu Flat (SA)	1	0	80
Encounter Bay	0	1	2372
Encounter Bay	1	0	3798
Enfield (SA)	0	1	2270
Enfield (SA)	1	0	3932
Erindale	0	1	756
Erindale	1	0	991
Erith	0	1	42
Erith	1	0	49
Erskine (SA)	1	0	3
Ethelton	0	1	786
Ethelton	1	0	1141
Ettrick (SA)	0	1	29
Ettrick (SA)	1	0	59
Eudunda	0	1	525
Eudunda	1	0	671
Eurelia	0	1	11
Eurelia	1	0	18
Euromina	0	1	7
Euromina	1	0	12
Evandale (SA)	0	1	681
Evandale (SA)	1	0	1070
Evanston	0	1	1045
Evanston	1	0	1644
Evanston Gardens	0	1	549
Evanston Gardens	1	0	1275
Evanston Park	0	1	2197
Evanston Park	1	0	3325
Evanston South	0	1	59
Evanston South	1	0	178
Everard Central	0	1	22
Everard Central	1	0	26
Everard Park	0	1	525
Everard Park	1	0	802
Exeter (SA)	0	1	592
Exeter (SA)	1	0	826
Fairview Park	0	1	2344
Fairview Park	1	0	3032
Faraway Hill	0	1	3
Faraway Hill	1	0	8
Farina	0	1	19
Farina	1	0	27
Farrell Flat	0	1	135
Farrell Flat	1	0	190
Felixstow	0	1	1314
Felixstow	1	0	1809
Ferryden Park	0	1	2463
Ferryden Park	1	0	3355
Field	0	1	46
Field	1	0	54
Findon	0	1	3105
Findon	1	0	4724
Finniss	0	1	180
Finniss	1	0	236
Firle	0	1	751
Firle	1	0	1121
Fischer	0	1	45
Fischer	1	0	53
Fisher (SA)	0	1	35
Fisher (SA)	1	0	47
Fisherman Bay	0	1	85
Fisherman Bay	1	0	113
Fitzroy (SA)	0	1	470
Fitzroy (SA)	1	0	620
Five Miles	1	0	3
Flagstaff Hill	0	1	6178
Flagstaff Hill	1	0	8389
Flaxley	0	1	113
Flaxley	1	0	144
Flaxman Valley	0	1	152
Flaxman Valley	1	0	200
Flinders Park	0	1	2871
Flinders Park	1	0	3992
Flinders Ranges	0	1	35
Flinders Ranges	1	0	57
Florina Station	0	1	7
Florina Station	1	0	9
Fords	0	1	48
Fords	1	0	65
Forest Range	0	1	170
Forest Range	1	0	193
Forestville (SA)	0	1	723
Forestville (SA)	1	0	1052
Forreston	0	1	264
Forreston	1	0	324
Forster (SA)	0	1	3
Forster (SA)	1	0	12
Foul Bay	0	1	29
Foul Bay	1	0	33
Fountain	0	1	3
Fountain	1	0	9
Fowlers Bay	0	1	27
Fowlers Bay	1	0	36
Fox	0	1	35
Fox	1	0	53
Frahns	0	1	4
Frahns	1	0	4
Frances	0	1	44
Frances	1	0	55
Franklyn	0	1	6
Franklyn	1	0	9
Frankton	0	1	8
Frankton	1	0	13
Frayville	0	1	3
Frayville	1	0	3
Freeling	0	1	1128
Freeling	1	0	1770
Frewville	0	1	424
Frewville	1	0	664
Fulham (SA)	0	1	1641
Fulham (SA)	1	0	2215
Fulham Gardens	0	1	3895
Fulham Gardens	1	0	5107
Fullarton	0	1	2119
Fullarton	1	0	3227
Furner	0	1	76
Furner	1	0	103
Galga	0	1	9
Galga	1	0	19
Gammon Ranges	0	1	10
Gammon Ranges	1	0	13
Garden Island (SA)	0	1	5
Garden Island (SA)	1	0	5
Gawler (SA)	0	1	355
Gawler (SA)	1	0	500
Gawler Belt	0	1	599
Gawler Belt	1	0	747
Gawler East	0	1	2814
Gawler East	1	0	4160
Gawler River	0	1	86
Gawler River	1	0	98
Gawler South	0	1	1326
Gawler South	1	0	1905
Gawler West	0	1	518
Gawler West	1	0	722
Gemmells	0	1	52
Gemmells	1	0	73
Georgetown (SA)	0	1	113
Georgetown (SA)	1	0	143
Gepps Cross	0	1	388
Gepps Cross	1	0	507
Geranium	0	1	71
Geranium	1	0	100
Geranium Plains	0	1	10
Geranium Plains	1	0	9
Gerard	0	1	29
Gerard	1	0	28
German Creek	0	1	23
German Creek	1	0	38
German Flat	0	1	4
German Flat	1	0	4
Germein Bay	0	1	3
Germein Bay	1	0	7
Gidgealpa	0	1	53
Gidgealpa	1	0	105
Gifford Hill	0	1	34
Gifford Hill	1	0	35
Gilberton (SA)	0	1	725
Gilberton (SA)	1	0	1061
Giles Corner	0	1	7
Giles Corner	1	0	15
Gillentown	0	1	52
Gillentown	1	0	86
Gilles Plains	0	1	1703
Gilles Plains	1	0	2784
Gillman	0	1	49
Gillman	1	0	64
Gladstone (SA)	0	1	463
Gladstone (SA)	1	0	601
Glandore	0	1	1628
Glandore	1	0	2288
Glanville	0	1	385
Glanville	1	0	527
Glen Osmond	0	1	1000
Glen Osmond	1	0	1590
Glenalta	0	1	1294
Glenalta	1	0	1667
Glenburnie	0	1	202
Glenburnie	1	0	299
Glencoe (SA)	0	1	406
Glencoe (SA)	1	0	534
Glenelg (SA)	0	1	1282
Glenelg (SA)	1	0	2197
Glenelg East	0	1	2027
Glenelg East	1	0	2951
Glenelg North	0	1	2969
Glenelg North	1	0	4627
Glenelg South	0	1	1129
Glenelg South	1	0	1712
Glengowrie	0	1	2837
Glengowrie	1	0	4273
Glenroy (SA)	0	1	46
Glenroy (SA)	1	0	81
Glenside	0	1	1030
Glenside	1	0	1797
Glenunga	0	1	1091
Glenunga	1	0	1571
Globe Derby Park	0	1	230
Globe Derby Park	1	0	307
Glossop	0	1	653
Glossop	1	0	803
Glynde	0	1	987
Glynde	1	0	1559
Golden Grove	0	1	5954
Golden Grove	1	0	8478
Golden Heights	0	1	159
Golden Heights	1	0	212
Gomersal	0	1	32
Gomersal	1	0	48
Good Hope Landing	0	1	11
Good Hope Landing	1	0	14
Goodwood (SA)	0	1	1407
Goodwood (SA)	1	0	2198
Goolwa	0	1	1189
Goolwa	1	0	1800
Goolwa Beach	0	1	1116
Goolwa Beach	1	0	1688
Goolwa North	0	1	532
Goolwa North	1	0	771
Goolwa South	0	1	540
Goolwa South	1	0	752
Gosse	0	1	17
Gosse	1	0	30
Gould Creek	0	1	168
Gould Creek	1	0	215
Goyder	0	1	20
Goyder	1	0	23
Grace Plains	0	1	38
Grace Plains	1	0	47
Grange (SA)	0	1	3459
Grange (SA)	1	0	4764
Green Fields	0	1	105
Green Fields	1	0	133
Green Hills Range	0	1	46
Green Hills Range	1	0	39
Green Patch	0	1	29
Green Patch	1	0	42
Greenacres	0	1	1010
Greenacres	1	0	2050
Greenhill (SA)	0	1	282
Greenhill (SA)	1	0	367
Greenock	0	1	651
Greenock	1	0	886
Greenways	0	1	18
Greenways	1	0	25
Greenwith	0	1	5651
Greenwith	1	0	7520
Gulfview Heights	0	1	2444
Gulfview Heights	1	0	3133
Gulnare	0	1	57
Gulnare	1	0	78
Gum Creek	0	1	10
Gum Creek	1	0	16
Gumeracha	0	1	493
Gumeracha	1	0	681
Gurra Gurra	0	1	58
Gurra Gurra	1	0	67
Hackham	0	1	2323
Hackham	1	0	3224
Hackham West	0	1	2119
Hackham West	1	0	2803
Hacklins Corner	0	1	19
Hacklins Corner	1	0	19
Hackney	0	1	258
Hackney	1	0	416
Hahndorf	0	1	1467
Hahndorf	1	0	2111
Haines	0	1	97
Haines	1	0	122
Halbury	0	1	140
Halbury	1	0	163
Halidon	0	1	8
Halidon	1	0	19
Hallelujah Hills	0	1	3
Hallelujah Hills	1	0	3
Hallett	0	1	99
Hallett	1	0	126
Hallett Cove	0	1	7591
Hallett Cove	1	0	10343
Hamilton (SA)	0	1	54
Hamilton (SA)	1	0	74
Hamley	0	1	8
Hamley	1	0	6
Hamley Bridge	0	1	414
Hamley Bridge	1	0	535
Hammond	0	1	8
Hammond	1	0	10
Hampden (SA)	0	1	51
Hampden (SA)	1	0	57
Hampstead Gardens	0	1	582
Hampstead Gardens	1	0	1024
Hansborough	0	1	33
Hansborough	1	0	42
Hanson	0	1	15
Hanson	1	0	15
Happy Valley (SA)	0	1	7094
Happy Valley (SA)	1	0	9507
Hardwicke Bay	0	1	91
Hardwicke Bay	1	0	115
Hardy	0	1	3
Hardy	1	0	3
Harrogate	0	1	248
Harrogate	1	0	327
Hart (SA)	0	1	28
Hart (SA)	1	0	36
Hartley (SA)	0	1	100
Hartley (SA)	1	0	139
Haslam	0	1	52
Haslam	1	0	53
Hatherleigh	0	1	86
Hatherleigh	1	0	111
Hawker (SA)	0	1	165
Hawker (SA)	1	0	226
Hawson	0	1	75
Hawson	1	0	94
Hawthorn (SA)	0	1	1290
Hawthorn (SA)	1	0	1801
Hawthorndene	0	1	2170
Hawthorndene	1	0	2778
Hay Flat	0	1	33
Hay Flat	1	0	36
Hay Valley	0	1	22
Hay Valley	1	0	21
Hayborough	0	1	1090
Hayborough	1	0	1710
Hazelwood Park	0	1	1082
Hazelwood Park	1	0	1564
Heathfield	0	1	593
Heathfield	1	0	828
Heathpool	0	1	339
Heathpool	1	0	443
Hectorville	0	1	2064
Hectorville	1	0	2908
Hendon (SA)	0	1	673
Hendon (SA)	1	0	963
Henley Beach	0	1	3265
Henley Beach	1	0	4675
Henley Beach South	0	1	1304
Henley Beach South	1	0	2018
Hewett	0	1	1580
Hewett	1	0	2340
Highbury (SA)	0	1	4252
Highbury (SA)	1	0	5527
Highgate (SA)	0	1	880
Highgate (SA)	1	0	1292
Highland Valley	0	1	228
Highland Valley	1	0	292
Hill River (SA)	0	1	61
Hill River (SA)	1	0	83
Hillbank	0	1	2872
Hillbank	1	0	3816
Hillcrest (SA)	0	1	1706
Hillcrest (SA)	1	0	2662
Hillier	0	1	455
Hillier	1	0	600
Hilltown	0	1	39
Hilltown	1	0	53
Hilton (SA)	0	1	389
Hilton (SA)	1	0	592
Hindmarsh (SA)	0	1	61
Hindmarsh (SA)	1	0	153
Hindmarsh Island	0	1	616
Hindmarsh Island	1	0	1104
Hindmarsh Tiers	0	1	61
Hindmarsh Tiers	1	0	68
Hindmarsh Valley	0	1	307
Hindmarsh Valley	1	0	412
Holden Hill	0	1	1754
Holden Hill	1	0	2606
Holder (SA)	0	1	59
Holder (SA)	1	0	65
Holder Siding	0	1	11
Holder Siding	1	0	14
Honiton	0	1	33
Honiton	1	0	40
Hope Forest	0	1	85
Hope Forest	1	0	113
Hope Gap	0	1	4
Hope Gap	1	0	3
Hope Valley (SA)	0	1	4707
Hope Valley (SA)	1	0	6514
Hornsdale	0	1	25
Hornsdale	1	0	39
Horsnell Gully	0	1	6
Horsnell Gully	1	0	9
Hoskin Corner	0	1	11
Hoskin Corner	1	0	14
Houghton	0	1	361
Houghton	1	0	425
Hove	0	1	1606
Hove	1	0	2388
Hoyleton	0	1	75
Hoyleton	1	0	94
Huddleston	0	1	16
Huddleston	1	0	9
Humbug Scrub	0	1	314
Humbug Scrub	1	0	364
Huntfield Heights	0	1	2169
Huntfield Heights	1	0	3106
Hyde Park (SA)	0	1	817
Hyde Park (SA)	1	0	1274
Hynam	0	1	90
Hynam	1	0	119
Ingle Farm	0	1	5171
Ingle Farm	1	0	7157
Inglewood (SA)	0	1	257
Inglewood (SA)	1	0	329
Ingomar	0	1	14
Ingomar	1	0	31
Inkerman (SA)	0	1	26
Inkerman (SA)	1	0	26
Inkster	0	1	3
Inkster	1	0	3
Inman Valley	0	1	210
Inman Valley	1	0	285
Innamincka	0	1	13
Innamincka	1	0	28
Iron Knob	0	1	84
Iron Knob	1	0	114
Ironbank	0	1	352
Ironbank	1	0	426
Ironstone	0	1	11
Ironstone	1	0	16
Island Beach	0	1	14
Island Beach	1	0	17
Iwantja	0	1	175
Iwantja	1	0	202
Jabuk	0	1	35
Jabuk	1	0	45
James Well	0	1	25
James Well	1	0	37
Jamestown	0	1	933
Jamestown	1	0	1290
Jericho (SA)	0	1	6
Jericho (SA)	1	0	13
Jerusalem	0	1	237
Jerusalem	1	0	349
Jervois	0	1	161
Jervois	1	0	244
Joanna	0	1	56
Joanna	1	0	88
Johnburgh	0	1	11
Johnburgh	1	0	11
Joslin	0	1	739
Joslin	1	0	963
Julia	0	1	12
Julia	1	0	14
Jupiter Creek	0	1	156
Jupiter Creek	1	0	205
Kadina	0	1	1570
Kadina	1	0	2253
Kainton	0	1	38
Kainton	1	0	53
Kalamurina	0	1	5
Kalamurina	1	0	12
Kalanbi	0	1	20
Kalanbi	1	0	24
Kalangadoo	0	1	279
Kalangadoo	1	0	395
Kalbeeba	0	1	286
Kalbeeba	1	0	343
Kaldoonera	0	1	23
Kaldoonera	1	0	40
Kalka	0	1	55
Kalka	1	0	70
Kallora	0	1	5
Kallora	1	0	18
Kaltjiti	0	1	158
Kaltjiti	1	0	181
Kangarilla	0	1	614
Kangarilla	1	0	780
Kangaroo Flat (SA)	0	1	69
Kangaroo Flat (SA)	1	0	93
Kangaroo Head	0	1	8
Kangaroo Head	1	0	21
Kangaroo Inn	0	1	3
Kangaroo Inn	1	0	6
Kanmantoo	0	1	368
Kanmantoo	1	0	589
Kanni	0	1	33
Kanni	1	0	35
Kanpi	0	1	29
Kanpi	1	0	27
Kanyaka	0	1	3
Kanyaka	1	0	3
Kapinnie	0	1	34
Kapinnie	1	0	36
Kappawanta	0	1	7
Kappawanta	1	0	7
Kapunda	0	1	1691
Kapunda	1	0	2403
Karatta	0	1	38
Karatta	1	0	58
Karcultaby	0	1	15
Karcultaby	1	0	21
Karkoo	0	1	39
Karkoo	1	0	48
Karoonda	0	1	313
Karoonda	1	0	424
Karte	0	1	28
Karte	1	0	31
Keilira	0	1	50
Keilira	1	0	68
Keith	0	1	798
Keith	1	0	1078
Kellidie Bay	0	1	8
Kellidie Bay	1	0	12
Kelly	0	1	49
Kelly	1	0	62
Kensington (SA)	0	1	763
Kensington (SA)	1	0	1275
Kensington Gardens	0	1	1155
Kensington Gardens	1	0	1920
Kensington Park	0	1	1365
Kensington Park	1	0	2035
Kent Town	0	1	397
Kent Town	1	0	804
Kenton Valley	0	1	183
Kenton Valley	1	0	235
Kepa	0	1	31
Kepa	1	0	44
Keppoch	0	1	47
Keppoch	1	0	62
Kersbrook	0	1	735
Kersbrook	1	0	960
Keswick	0	1	300
Keswick	1	0	505
Keyneton	0	1	212
Keyneton	1	0	254
Ki Ki	0	1	38
Ki Ki	1	0	37
Kiana	0	1	12
Kiana	1	0	20
Kidman Park	0	1	2237
Kidman Park	1	0	2810
Kielpa	0	1	40
Kielpa	1	0	47
Kilburn	0	1	2490
Kilburn	1	0	3977
Kilkenny	0	1	946
Kilkenny	1	0	1329
Kimba	0	1	375
Kimba	1	0	501
Kingoonya	0	1	7
Kingoonya	1	0	7
Kings Park (SA)	0	1	350
Kings Park (SA)	1	0	452
Kingscote	0	1	956
Kingscote	1	0	1372
Kingsford (SA)	0	1	22
Kingsford (SA)	1	0	33
Kingston On Murray	0	1	210
Kingston On Murray	1	0	259
Kingston Park	0	1	286
Kingston Park	1	0	402
Kingston Se	0	1	789
Kingston Se	1	0	1114
Kingswood (SA)	0	1	1353
Kingswood (SA)	1	0	1880
Klemzig	0	1	2718
Klemzig	1	0	4471
Kohinoor	0	1	33
Kohinoor	1	0	39
Kokatha	0	1	3
Kokatha	1	0	6
Kolendo	0	1	3
Kolendo	1	0	4
Kongal	0	1	5
Kongal	1	0	3
Kongorong	0	1	109
Kongorong	1	0	162
Koolunga	0	1	99
Koolunga	1	0	162
Koolywurtie	0	1	74
Koolywurtie	1	0	86
Koongawa	0	1	29
Koongawa	1	0	43
Koonibba	0	1	63
Koonibba	1	0	88
Koonoona	0	1	3
Koonoona	1	0	5
Koonunga	0	1	27
Koonunga	1	0	44
Koorine	0	1	33
Koorine	1	0	44
Kooroona	0	1	12
Kooroona	1	0	11
Koppamurra	0	1	50
Koppamurra	1	0	53
Koppio	0	1	55
Koppio	1	0	60
Korunye	0	1	154
Korunye	1	0	184
Kringin	0	1	3
Kringin	1	0	3
Krondorf	0	1	44
Krondorf	1	0	67
Krongart	1	0	8
Kudla	0	1	316
Kudla	1	0	417
Kuitpo	0	1	128
Kuitpo	1	0	148
Kuitpo Colony	0	1	12
Kuitpo Colony	1	0	13
Kulpara	0	1	46
Kulpara	1	0	53
Kurralta Park	0	1	1054
Kurralta Park	1	0	1935
Kyancutta	0	1	55
Kyancutta	1	0	73
Kybunga	0	1	42
Kybunga	1	0	58
Kybybolite	0	1	79
Kybybolite	1	0	101
Kyeema	0	1	18
Kyeema	1	0	23
Laffer	0	1	13
Laffer	1	0	36
Lake Carlet	0	1	4
Lake Carlet	1	0	4
Lake Everard	1	0	5
Lake Plains	0	1	37
Lake Plains	1	0	49
Lake View	0	1	4
Lake View	1	0	9
Lameroo	0	1	506
Lameroo	1	0	657
Langhorne Creek	0	1	324
Langhorne Creek	1	0	381
Largs Bay	0	1	2371
Largs Bay	1	0	3249
Largs North	0	1	1938
Largs North	1	0	2916
Laura (SA)	0	1	424
Laura (SA)	1	0	560
Laura Bay	0	1	11
Laura Bay	1	0	14
Laurie Park	0	1	44
Laurie Park	1	0	50
Leabrook	0	1	820
Leabrook	1	0	1256
Leasingham	0	1	73
Leasingham	1	0	101
Leawood Gardens	0	1	33
Leawood Gardens	1	0	39
Leigh Creek (SA)	0	1	115
Leigh Creek (SA)	1	0	173
Leighton	0	1	33
Leighton	1	0	43
Lenswood	0	1	350
Lenswood	1	0	423
Lewiston	0	1	2034
