SSC_NAME16	Address1YearAgo	persons
Batehaven	Queensland	16
Batehaven	Victoria	12
Batehaven	Western Australia	7
Batemans Bay	(Overseas)	7
Batemans Bay	(Same Address)	1050
Batemans Bay	(Same SA2)	73
Batemans Bay	Australian Capital Territory	19
Batemans Bay	New South Wales	132
Batemans Bay	Queensland	7
Batemans Bay	Tasmania	3
Batemans Bay	Victoria	9
Bathampton	(Same Address)	33
Bathurst	(Overseas)	92
Bathurst	(Same Address)	4472
Bathurst	(Same SA2)	714
Bathurst	Australian Capital Territory	11
Bathurst	New South Wales	705
Bathurst	Queensland	35
Bathurst	South Australia	6
Bathurst	Tasmania	3
Bathurst	Victoria	13
Bathurst	Western Australia	13
Batlow	(Overseas)	22
Batlow	(Same Address)	1014
Batlow	(Same SA2)	77
Batlow	New South Wales	41
Batlow	Queensland	12
Batlow	Victoria	7
Baulkham Hills	(Overseas)	728
Baulkham Hills	(Same Address)	30642
Baulkham Hills	(Same SA2)	542
Baulkham Hills	Australian Capital Territory	14
Baulkham Hills	New South Wales	2923
Baulkham Hills	Queensland	82
Baulkham Hills	South Australia	33
Baulkham Hills	Tasmania	5
Baulkham Hills	Victoria	93
Baulkham Hills	Western Australia	39
Baw Baw (NSW)	(Same Address)	210
Baw Baw (NSW)	(Same SA2)	8
Baw Baw (NSW)	New South Wales	13
Bawley Point	(Same Address)	565
Bawley Point	(Same SA2)	16
Bawley Point	Australian Capital Territory	9
Bawley Point	New South Wales	41
Bawley Point	Victoria	8
Bayview (NSW)	(Overseas)	37
Bayview (NSW)	(Same Address)	2881
Bayview (NSW)	(Same SA2)	58
Bayview (NSW)	New South Wales	264
Bayview (NSW)	Queensland	7
Bayview (NSW)	Tasmania	3
Bayview (NSW)	Victoria	8
Bayview (NSW)	Western Australia	4
Beacon Hill	(Overseas)	99
Beacon Hill	(Same Address)	6275
Beacon Hill	(Same SA2)	46
Beacon Hill	New South Wales	545
Beacon Hill	Queensland	10
Beacon Hill	Victoria	3
Beacon Hill	Western Australia	10
Beaconsfield (NSW)	(Overseas)	26
Beaconsfield (NSW)	(Same Address)	682
Beaconsfield (NSW)	(Same SA2)	41
Beaconsfield (NSW)	Australian Capital Territory	9
Beaconsfield (NSW)	New South Wales	127
Beaconsfield (NSW)	Queensland	4
Beaconsfield (NSW)	Victoria	3
Bean Creek	(Same Address)	54
Bean Creek	(Same SA2)	6
Bearbong	(Same Address)	56
Beaumont (NSW)	(Same Address)	85
Beaumont (NSW)	New South Wales	16
Beaumont Hills	(Overseas)	113
Beaumont Hills	(Same Address)	7635
Beaumont Hills	(Same SA2)	159
Beaumont Hills	Australian Capital Territory	3
Beaumont Hills	New South Wales	610
Beaumont Hills	Queensland	10
Beaumont Hills	Victoria	18
Beaumont Hills	Western Australia	11
Beckom	(Same Address)	110
Beckom	New South Wales	8
Bective	(Same Address)	136
Bective	(Same SA2)	13
Bective	New South Wales	18
Bective	Queensland	4
Bective	Victoria	4
Bectric	(Same Address)	37
Bectric	New South Wales	4
Bedgerabong	(Same Address)	119
Bedgerabong	New South Wales	10
Beechwood	(Same Address)	531
Beechwood	(Same SA2)	18
Beechwood	New South Wales	15
Beechwood	Queensland	4
Beecroft	(Overseas)	135
Beecroft	(Same Address)	7909
Beecroft	(Same SA2)	150
Beecroft	Australian Capital Territory	3
Beecroft	New South Wales	597
Beecroft	Queensland	17
Beecroft	South Australia	6
Beecroft	Victoria	3
Beecroft	Western Australia	13
Beelbangera	(Same Address)	342
Beelbangera	(Same SA2)	4
Beelbangera	New South Wales	18
Beemunnel	(Same Address)	12
Beemunnel	Queensland	4
Bega	(Overseas)	5
Bega	(Same Address)	3541
Bega	(Same SA2)	352
Bega	Australian Capital Territory	20
Bega	New South Wales	239
Bega	Northern Territory	3
Bega	Queensland	18
Bega	Tasmania	3
Bega	Victoria	19
Bega	Western Australia	4
Beggan Beggan	(Same Address)	81
Beggan Beggan	(Same SA2)	3
Beggan Beggan	New South Wales	4
Belanglo	(Same Address)	19
Belbora	(Same Address)	96
Belbora	New South Wales	3
Belfield	(Overseas)	53
Belfield	(Same Address)	5322
Belfield	(Same SA2)	112
Belfield	New South Wales	414
Belfield	Queensland	9
Belfield	South Australia	4
Belfield	Victoria	5
Belford	(Same Address)	128
Belford	Australian Capital Territory	3
Belford	New South Wales	14
Belford	Queensland	3
Belfrayden	(Same Address)	25
Belgravia	(Same Address)	107
Belgravia	New South Wales	5
Belimbla Park	(Same Address)	498
Belimbla Park	(Same SA2)	12
Belimbla Park	New South Wales	36
Bell (NSW)	(Same Address)	46
Bella Vista	(Overseas)	196
Bella Vista	(Same Address)	6493
Bella Vista	(Same SA2)	175
Bella Vista	Australian Capital Territory	3
Bella Vista	New South Wales	499
Bella Vista	Queensland	6
Bella Vista	South Australia	3
Bella Vista	Victoria	15
Bella Vista	Western Australia	7
Bellambi	(Overseas)	26
Bellambi	(Same Address)	3187
Bellambi	(Same SA2)	61
Bellambi	Australian Capital Territory	6
Bellambi	New South Wales	288
Bellambi	Queensland	10
Bellambi	Victoria	3
Bellambi	Western Australia	3
Bellangry	(Same Address)	77
Bellangry	(Same SA2)	9
Bellangry	New South Wales	4
Bellata	(Overseas)	4
Bellata	(Same Address)	267
Bellata	(Same SA2)	12
Bellata	New South Wales	25
Bellawongarah	(Same Address)	103
Bellawongarah	New South Wales	4
Bellbird	(Overseas)	4
Bellbird	(Same Address)	1600
Bellbird	(Same SA2)	102
Bellbird	New South Wales	98
Bellbird	Queensland	3
Bellbird	Western Australia	4
Bellbird Heights	(Same Address)	658
Bellbird Heights	(Same SA2)	47
Bellbird Heights	New South Wales	42
Bellbrook	(Same Address)	228
Bellbrook	(Same SA2)	7
Bellbrook	New South Wales	16
Bellevue Hill	(Overseas)	357
Bellevue Hill	(Same Address)	7642
Bellevue Hill	(Same SA2)	298
Bellevue Hill	Australian Capital Territory	12
Bellevue Hill	New South Wales	1154
Bellevue Hill	Northern Territory	3
Bellevue Hill	Queensland	30
Bellevue Hill	South Australia	6
Bellevue Hill	Victoria	32
Bellevue Hill	Western Australia	9
Bellimbopinni	(Same Address)	87
Bellimbopinni	New South Wales	3
Bellimbopinni	Queensland	5
Bellingen	(Overseas)	17
Bellingen	(Same Address)	2930
Bellingen	(Same SA2)	218
Bellingen	Australian Capital Territory	4
Bellingen	New South Wales	228
Bellingen	Northern Territory	4
Bellingen	Queensland	40
Bellingen	Tasmania	4
Bellingen	Victoria	22
Bellingen	Western Australia	3
Bellmount Forest	(Same Address)	103
Bellmount Forest	(Same SA2)	5
Bellmount Forest	Australian Capital Territory	3
Bellmount Forest	New South Wales	4
Belltrees	(Same Address)	18
Belltrees	New South Wales	7
Belmont (NSW)	(Overseas)	19
Belmont (NSW)	(Same Address)	5540
Belmont (NSW)	(Same SA2)	290
Belmont (NSW)	New South Wales	605
Belmont (NSW)	Northern Territory	3
Belmont (NSW)	Queensland	20
Belmont (NSW)	South Australia	9
Belmont (NSW)	Victoria	7
Belmont (NSW)	Western Australia	10
Belmont North	(Overseas)	9
Belmont North	(Same Address)	5303
Belmont North	(Same SA2)	189
Belmont North	Australian Capital Territory	3
Belmont North	New South Wales	400
Belmont North	Queensland	14
Belmont North	Victoria	3
Belmont North	Western Australia	4
Belmont South	(Overseas)	3
Belmont South	(Same Address)	833
Belmont South	(Same SA2)	24
Belmont South	New South Wales	101
Belmont South	Queensland	4
Belmont South	Victoria	3
Belmore	(Overseas)	273
Belmore	(Same Address)	10002
Belmore	(Same SA2)	277
Belmore	Australian Capital Territory	6
Belmore	New South Wales	913
Belmore	Queensland	18
Belmore	South Australia	12
Belmore	Victoria	15
Belmore	Western Australia	7
Belmore River	(Same Address)	228
Belmore River	(Same SA2)	5
Belmore River	New South Wales	16
Beloka	(Same Address)	16
Beloka	New South Wales	5
Belowra	(Same Address)	7
Belrose	(Overseas)	72
Belrose	(Same Address)	7377
Belrose	(Same SA2)	194
Belrose	Australian Capital Territory	3
Belrose	New South Wales	445
Belrose	Queensland	27
Belrose	South Australia	6
Belrose	Victoria	19
Belrose	Western Australia	5
Bemboka	(Same Address)	482
Bemboka	(Same SA2)	7
Bemboka	Australian Capital Territory	8
Bemboka	New South Wales	17
Bemboka	Victoria	4
Ben Bullen	(Same Address)	67
Ben Bullen	(Same SA2)	7
Ben Bullen	New South Wales	6
Ben Lomond (NSW)	(Same Address)	107
Ben Lomond (NSW)	(Same SA2)	13
Ben Lomond (NSW)	New South Wales	3
Benandarah	(Same Address)	121
Benandarah	(Same SA2)	3
Benandarah	New South Wales	5
Bendalong	(Same Address)	64
Bendalong	New South Wales	13
Bendemeer	(Same Address)	399
Bendemeer	(Same SA2)	7
Bendemeer	New South Wales	21
Bendemeer	Queensland	7
Bendick Murrell	(Same Address)	120
Bendick Murrell	New South Wales	18
Bendick Murrell	Queensland	3
Bendolba	(Same Address)	152
Bendolba	(Same SA2)	20
Bendolba	New South Wales	13
Bendoura	(Same Address)	53
Bendoura	Victoria	3
Benerembah	(Same Address)	96
Benerembah	New South Wales	3
Bengalla	(Same Address)	13
Bengalla	New South Wales	3
Bennetts Green	(Same Address)	10
Benolong	(Same Address)	43
Benolong	New South Wales	3
Bensville	(Overseas)	3
Bensville	(Same Address)	2132
Bensville	(Same SA2)	63
Bensville	New South Wales	181
Bensville	Northern Territory	4
Bentley (NSW)	(Same Address)	170
Bentley (NSW)	(Same SA2)	4
Bentley (NSW)	New South Wales	3
Berala	(Overseas)	299
Berala	(Same Address)	7170
Berala	(Same SA2)	172
Berala	Australian Capital Territory	3
Berala	New South Wales	698
Berala	Queensland	27
Berala	South Australia	19
Berala	Victoria	26
Berala	Western Australia	26
Berambing	(Same Address)	82
Berambing	New South Wales	11
Beresfield	(Overseas)	44
Beresfield	(Same Address)	2497
Beresfield	(Same SA2)	92
Beresfield	New South Wales	238
Beresfield	Queensland	12
Beresfield	South Australia	7
Beresfield	Victoria	10
Beresfield	Western Australia	5
Bergalia	(Same Address)	134
Bergalia	(Same SA2)	4
Bergalia	Australian Capital Territory	3
Bergalia	New South Wales	12
Berkeley	(Overseas)	38
Berkeley	(Same Address)	6233
Berkeley	(Same SA2)	137
Berkeley	New South Wales	494
Berkeley	Queensland	3
Berkeley	South Australia	6
Berkeley	Victoria	5
Berkeley Vale	(Overseas)	19
Berkeley Vale	(Same Address)	6746
Berkeley Vale	(Same SA2)	248
Berkeley Vale	New South Wales	677
Berkeley Vale	Queensland	19
Berkeley Vale	Victoria	7
Berkeley Vale	Western Australia	3
Berkshire Park	(Same Address)	950
Berkshire Park	New South Wales	79
Bermagui	(Overseas)	10
Bermagui	(Same Address)	1230
Bermagui	(Same SA2)	68
Bermagui	Australian Capital Territory	3
Bermagui	New South Wales	52
Bermagui	Victoria	17
Berowra	(Overseas)	41
Berowra	(Same Address)	4065
Berowra	(Same SA2)	70
Berowra	New South Wales	264
Berowra	Northern Territory	3
Berowra	Queensland	5
Berowra	Western Australia	3
Berowra Creek	(Same Address)	8
Berowra Creek	New South Wales	4
Berowra Heights	(Overseas)	33
Berowra Heights	(Same Address)	4561
Berowra Heights	(Same SA2)	135
Berowra Heights	New South Wales	237
Berowra Heights	Queensland	4
Berowra Waters	(Same Address)	48
Berowra Waters	New South Wales	6
Berrambool	(Same Address)	347
Berrambool	(Same SA2)	32
Berrambool	New South Wales	15
Berrambool	Queensland	5
Berrambool	Victoria	6
Berrambool	Western Australia	3
Berrara	(Same Address)	244
Berrara	(Same SA2)	8
Berrara	New South Wales	19
Berrara	Queensland	3
Berrara	Tasmania	4
Berremangra	(Same Address)	77
Berremangra	New South Wales	3
Berrico	(Same Address)	22
Berridale	(Overseas)	3
Berridale	(Same Address)	909
Berridale	(Same SA2)	87
Berridale	Australian Capital Territory	11
Berridale	New South Wales	59
Berridale	Queensland	8
Berridale	Victoria	8
Berrigal	(Same Address)	23
Berrigan	(Same Address)	971
Berrigan	(Same SA2)	74
Berrigan	New South Wales	19
Berrigan	Queensland	4
Berrigan	Victoria	28
Berrilee	(Same Address)	187
Berrilee	(Same SA2)	5
Berrilee	New South Wales	13
Berrima	(Overseas)	6
Berrima	(Same Address)	486
Berrima	(Same SA2)	15
Berrima	Australian Capital Territory	3
Berrima	New South Wales	73
Berrima	Queensland	7
Berrima	Victoria	6
Berringer Lake	(Same Address)	15
Berringer Lake	New South Wales	8
Berry	(Overseas)	12
Berry	(Same Address)	2046
Berry	(Same SA2)	126
Berry	New South Wales	266
Berry	Northern Territory	5
Berry	Queensland	8
Berry Jerry	(Same Address)	52
Berry Jerry	(Same SA2)	3
Berry Jerry	New South Wales	3
Berry Mountain	(Same Address)	18
Berry Park	(Same Address)	104
Berry Park	New South Wales	3
Berthong	(Same Address)	24
Berthong	New South Wales	10
Beryl	(Same Address)	98
Beryl	(Same SA2)	6
Bethungra	(Same Address)	138
Bethungra	(Same SA2)	7
Bethungra	New South Wales	3
Bevendale	(Same Address)	40
Bevendale	New South Wales	3
Beverley Park	(Overseas)	43
Beverley Park	(Same Address)	1904
Beverley Park	(Same SA2)	24
Beverley Park	Australian Capital Territory	3
Beverley Park	New South Wales	207
Beverley Park	Tasmania	3
Beverley Park	Victoria	3
Beverley Park	Western Australia	3
Beverly Hills	(Overseas)	189
Beverly Hills	(Same Address)	8321
Beverly Hills	(Same SA2)	156
Beverly Hills	Australian Capital Territory	5
Beverly Hills	New South Wales	757
Beverly Hills	Queensland	12
Beverly Hills	South Australia	3
Beverly Hills	Victoria	8
Beverly Hills	Western Australia	10
Bewong	(Same Address)	51
Bewong	(Same SA2)	9
Bewong	New South Wales	8
Bexhill	(Overseas)	3
Bexhill	(Same Address)	403
Bexhill	New South Wales	40
Bexhill	Queensland	7
Bexhill	South Australia	4
Bexley	(Overseas)	386
Bexley	(Same Address)	15424
Bexley	(Same SA2)	337
Bexley	Australian Capital Territory	7
Bexley	New South Wales	1415
Bexley	Northern Territory	3
Bexley	Queensland	16
Bexley	South Australia	3
Bexley	Tasmania	6
Bexley	Victoria	18
Bexley	Western Australia	10
Bexley North	(Overseas)	76
Bexley North	(Same Address)	3377
Bexley North	(Same SA2)	60
Bexley North	New South Wales	257
Bexley North	Queensland	7
Bexley North	Western Australia	5
Biala	(Same Address)	53
Bibbenluke	(Same Address)	72
Bibbenluke	Queensland	3
Biddon	(Same Address)	76
Biddon	(Same SA2)	4
Biddon	New South Wales	7
Bidgeemia	(Same Address)	33
Bidwill (NSW)	(Overseas)	20
Bidwill (NSW)	(Same Address)	3336
Bidwill (NSW)	(Same SA2)	59
Bidwill (NSW)	New South Wales	185
Bidwill (NSW)	Queensland	3
Bidwill (NSW)	Western Australia	3
Bielsdown Hills	(Same Address)	76
Bielsdown Hills	(Same SA2)	15
Bielsdown Hills	New South Wales	3
Big Hill (NSW)	(Same Address)	42
Big Hill (NSW)	Australian Capital Territory	3
Big Jacks Creek	(Same Address)	38
Big Jacks Creek	New South Wales	5
Big Ridge	(Same Address)	14
Big Springs	(Same Address)	92
Big Springs	(Same SA2)	3
Big Springs	New South Wales	11
Bigga	(Same Address)	175
Bigga	(Same SA2)	7
Bigga	New South Wales	9
Bilambil	(Same Address)	335
Bilambil	(Same SA2)	6
Bilambil	New South Wales	22
Bilambil	Queensland	10
Bilambil Heights	(Overseas)	14
Bilambil Heights	(Same Address)	2693
Bilambil Heights	(Same SA2)	75
Bilambil Heights	Australian Capital Territory	15
Bilambil Heights	New South Wales	133
Bilambil Heights	Queensland	104
Bilambil Heights	Tasmania	3
Bilambil Heights	Victoria	11
Bilambil Heights	Western Australia	4
Bilbul	(Same Address)	430
Bilbul	(Same SA2)	26
Bilbul	New South Wales	38
Bilgola Beach	(Overseas)	11
Bilgola Beach	(Same Address)	194
Bilgola Beach	New South Wales	25
Bilgola Plateau	(Overseas)	28
Bilgola Plateau	(Same Address)	2963
Bilgola Plateau	(Same SA2)	71
Bilgola Plateau	New South Wales	238
Bilgola Plateau	Northern Territory	3
Bilgola Plateau	Queensland	8
Billeroy	(Same Address)	32
Billeroy	New South Wales	3
Billeroy	South Australia	3
Billilingra	(Same Address)	10
Billimari	(Same Address)	119
Billinudgel	(Same Address)	152
Billinudgel	(Same SA2)	3
Billinudgel	New South Wales	25
Billinudgel	Queensland	8
Billinudgel	Victoria	3
Billys Creek	(Same Address)	46
Billys Creek	New South Wales	6
Billywillinga	(Same Address)	173
Billywillinga	New South Wales	15
Bilpin	(Same Address)	540
Bilpin	(Same SA2)	19
Bilpin	New South Wales	35
Bimbi	(Same Address)	76
Bimbi	(Same SA2)	4
Bimbi	Queensland	3
Bimbi	Western Australia	3
Bimbimbie	(Same Address)	85
Bimbimbie	New South Wales	22
Binalong	(Same Address)	409
Binalong	(Same SA2)	47
Binalong	Australian Capital Territory	8
Binalong	New South Wales	27
Binalong	Queensland	3
Binalong	Tasmania	5
Binda	(Same Address)	200
Binda	(Same SA2)	12
Binda	New South Wales	14
Bindera	(Same Address)	21
Bingara	(Overseas)	3
Bingara	(Same Address)	1063
Bingara	(Same SA2)	85
Bingara	New South Wales	64
Bingara	Queensland	14
Bingeebeebra Creek	(Same Address)	27
Bingie	(Same Address)	162
Bingie	(Same SA2)	5
Bingie	Australian Capital Territory	3
Bingie	New South Wales	7
Bingie	Queensland	9
Bingleburra	(Same Address)	25
Biniguy	(Same Address)	106
Biniguy	(Same SA2)	3
Biniguy	New South Wales	3
Biniguy	Queensland	3
Binjura	(Same Address)	241
Binjura	New South Wales	45
Binna Burra (NSW)	(Same Address)	142
Binna Burra (NSW)	(Same SA2)	3
Binna Burra (NSW)	New South Wales	26
Binna Burra (NSW)	Queensland	3
Binna Burra (NSW)	Victoria	6
Binna Burra (NSW)	Western Australia	3
Binnaway	(Overseas)	3
Binnaway	(Same Address)	471
Binnaway	(Same SA2)	30
Binnaway	New South Wales	24
Binnaway	Queensland	3
Binya	(Same Address)	119
Binya	(Same SA2)	3
Binya	New South Wales	4
Binya	Victoria	3
Birchgrove	(Overseas)	83
Birchgrove	(Same Address)	2409
Birchgrove	(Same SA2)	157
Birchgrove	New South Wales	220
Birchgrove	Queensland	18
Birchgrove	South Australia	8
Birchgrove	Victoria	21
Birdwood (NSW)	(Same Address)	27
Birdwood (NSW)	New South Wales	3
Birdwood (NSW)	Queensland	3
Birganbigil	(Same Address)	52
Birmingham Gardens	(Overseas)	217
Birmingham Gardens	(Same Address)	1432
Birmingham Gardens	(Same SA2)	139
Birmingham Gardens	New South Wales	361
Birmingham Gardens	Queensland	16
Birmingham Gardens	South Australia	3
Birmingham Gardens	Victoria	5
Birriwa	(Same Address)	29
Birriwa	New South Wales	3
Birrong	(Overseas)	50
Birrong	(Same Address)	2585
Birrong	(Same SA2)	48
Birrong	New South Wales	204
Bishops Bridge	(Same Address)	185
Bishops Bridge	(Same SA2)	3
Bishops Bridge	New South Wales	9
Bithramere	(Same Address)	140
Bithramere	(Same SA2)	3
Bithramere	New South Wales	13
Black Creek (Port Macquarie-Hastings - NSW)	(Same Address)	46
Black Creek (Snowy Valleys - NSW)	(Same Address)	18
Black Head	(Overseas)	3
Black Head	(Same Address)	626
Black Head	(Same SA2)	75
Black Head	New South Wales	89
Black Head	Queensland	3
Black Head	Victoria	3
Black Hill (NSW)	(Same Address)	480
Black Hill (NSW)	New South Wales	21
Black Hollow	(Same Address)	20
Black Mountain (NSW)	(Same Address)	240
Black Mountain (NSW)	(Same SA2)	10
Black Mountain (NSW)	New South Wales	16
Black Mountain (NSW)	Queensland	7
Black Range (NSW)	(Same Address)	145
Black Range (NSW)	(Same SA2)	19
Black Range (NSW)	New South Wales	7
Black Springs (NSW)	(Same Address)	147
Black Springs (NSW)	(Same SA2)	20
Black Springs (NSW)	New South Wales	20
Black Springs (NSW)	Queensland	3
Blackalls Park	(Overseas)	8
Blackalls Park	(Same Address)	2216
Blackalls Park	(Same SA2)	86
Blackalls Park	New South Wales	218
Blackalls Park	Queensland	10
Blackalls Park	Victoria	3
Blackbutt (NSW)	(Overseas)	19
Blackbutt (NSW)	(Same Address)	2681
Blackbutt (NSW)	(Same SA2)	30
Blackbutt (NSW)	New South Wales	320
Blackbutt (NSW)	Queensland	3
Blackbutt (NSW)	Tasmania	3
Blackbutt (NSW)	Victoria	4
Blackett	(Overseas)	27
Blackett	(Same Address)	2599
Blackett	(Same SA2)	91
Blackett	New South Wales	243
Blackett	Queensland	8
Blackett	South Australia	3
Blackett	Victoria	10
Blackheath	(Overseas)	30
Blackheath	(Same Address)	3409
Blackheath	(Same SA2)	148
Blackheath	New South Wales	370
Blackheath	Queensland	11
Blackheath	Tasmania	3
Blackheath	Victoria	11
Blackheath	Western Australia	3
Blackmans Flat	(Same Address)	11
Blackmans Flat	New South Wales	3
Blackmans Point	(Same Address)	141
Blackmans Point	New South Wales	8
Blacksmiths	(Same Address)	1515
Blacksmiths	(Same SA2)	43
Blacksmiths	New South Wales	144
Blacksmiths	Northern Territory	7
Blacksmiths	Queensland	3
Blacksmiths	South Australia	3
Blacksmiths	Victoria	5
Blacktown	(Overseas)	1406
Blacktown	(Same Address)	36078
Blacktown	(Same SA2)	878
Blacktown	Australian Capital Territory	9
Blacktown	New South Wales	4360
Blacktown	Northern Territory	9
Blacktown	Queensland	99
Blacktown	South Australia	32
Blacktown	Tasmania	3
Blacktown	Victoria	90
Blacktown	Western Australia	35
Blackville	(Same Address)	69
Blackville	(Same SA2)	3
Blackville	New South Wales	16
Blackwall (NSW)	(Overseas)	11
Blackwall (NSW)	(Same Address)	1421
Blackwall (NSW)	(Same SA2)	55
Blackwall (NSW)	New South Wales	198
Blackwall (NSW)	Northern Territory	3
Blackwall (NSW)	Queensland	5
