SSC_NAME16	Sex	unemployment
Crabbes Creek	M	5.6
Crackenback	M	4.7
Cranebrook	F	5.2
Cranebrook	M	4.8
Craven	F	18.8
Craven	M	9.7
Cremorne (NSW)	F	3.8
Cremorne (NSW)	M	3.7
Cremorne Point	F	2.9
Cremorne Point	M	4.1
Crescent Head	F	3.6
Crescent Head	M	10.2
Crestwood	F	5.1
Crestwood	M	5.2
Cringila	F	10.7
Cringila	M	13.5
Cromer (NSW)	F	3.4
Cromer (NSW)	M	2.7
Cronulla	F	3.3
Cronulla	M	3.2
Crookwell	F	4.4
Crookwell	M	4.7
Crosslands	F	6.8
Crosslands	M	3
Croudace Bay	F	9.9
Croudace Bay	M	3.9
Crows Nest (NSW)	F	3.7
Crows Nest (NSW)	M	3.5
Croydon (NSW)	F	6.3
Croydon (NSW)	M	5.9
Croydon Park (NSW)	F	4.9
Croydon Park (NSW)	M	5.2
Cudal	F	3.4
Cudal	M	4.9
Cudgen	F	5.9
Cudgen	M	8.5
Cudmirrah	F	7.1
Cudmirrah	M	15.1
Culburra Beach	F	6.8
Culburra Beach	M	8.7
Culcairn	F	4.5
Culcairn	M	3
Cullen Bullen	F	7.1
Cullen Bullen	M	5.4
Cumbalum	F	5.8
Cumbalum	M	4.8
Cumberland Reach	F	19.2
Cumborah	F	10.3
Cumborah	M	20.7
Cumnock	F	11.6
Cumnock	M	7.6
Cundletown	F	7.4
Cundletown	M	6.3
Curban	M	6.5
Curl Curl	F	3.2
Curl Curl	M	3.7
Curlewis (NSW)	F	14
Curlewis (NSW)	M	3.2
Curlwaa	F	3.2
Curlwaa	M	5.1
Currabubula	M	3.4
Curramore (NSW)	F	7
Currans Hill	F	5.2
Currans Hill	M	4.9
Currarong	F	6.8
Currarong	M	6
Currawang	F	14.3
Currawang	M	5.9
Currawarna	F	8.6
Currawarna	M	13
Daceyville	F	10.1
Daceyville	M	14.9
Daleys Point	F	7
Daleys Point	M	6.8
Dalmeny	F	5.4
Dalmeny	M	7.3
Dalton	M	5.2
Dalwood (Ballina - NSW)	F	4.8
Dalwood (Singleton - NSW)	M	8.1
Dangar Island	F	9.4
Dangar Island	M	9.7
Dapto	F	7.1
Dapto	M	8
Darawank	F	10.7
Darawank	M	12
Darbys Falls	F	16.3
Darbys Falls	M	4.8
Dareton	F	15.1
Dareton	M	19.2
Dargan	F	17.6
Darkwood	F	20
Darkwood	M	9.1
Darling Point	F	2.3
Darling Point	M	2.9
Darlinghurst	F	4.4
Darlinghurst	M	4.6
Darlington (Singleton - NSW)	F	8.8
Darlington (Singleton - NSW)	M	12.8
Darlington (Sydney - NSW)	F	10.6
Darlington (Sydney - NSW)	M	9.4
Darlington Point	F	7.1
Darlington Point	M	8.2
Daruka	F	4.9
Daruka	M	2.2
Davidson	F	3.5
Davidson	M	4.1
Davistown	F	5.1
Davistown	M	5.6
Dawes Point	M	3.4
Daysdale	M	11.1
Dean Park	F	7.1
Dean Park	M	6.9
Dee Why	F	4.1
Dee Why	M	3.3
Deep Creek (Kempsey - NSW)	M	17.6
Deepwater (NSW)	F	14.9
Deepwater (NSW)	M	3.8
Deer Vale	F	9.4
Delegate	F	11
Delegate	M	10.8
Delungra	F	6.6
Delungra	M	2.8
Denham Court	F	3.8
Denham Court	M	4.6
Denhams Beach	F	12.4
Denhams Beach	M	10.8
Deniliquin	F	5.1
Deniliquin	M	5.3
Denistone	F	4.1
Denistone	M	4.5
Denistone East	F	2.9
Denistone East	M	4.8
Denistone West	F	3.2
Denistone West	M	5.9
Denman	F	4.6
Denman	M	4.5
Dharruk	F	14
Dharruk	M	8.5
Diamond Beach	F	7.1
Diamond Beach	M	10.9
Dilkoon	F	75
Dirty Creek	F	16.7
Dirty Creek	M	12
Doctors Gap	F	37.5
Dolls Point	F	4.4
Dolls Point	M	4.5
Dolphin Point	F	9.1
Dondingalong	F	2
Dondingalong	M	10.5
Doon Doon	M	14.3
Doonbah	F	8.6
Doonbah	M	8.1
Doonside	F	10.3
Doonside	M	8.4
Dooralong	F	7.7
Dooralong	M	8.3
Dora Creek	F	8.3
Dora Creek	M	8.1
Dorrigo	F	6.6
Dorrigo	M	6.1
Dorrigo Mountain	M	11.1
Dorroughby	F	8.3
Double Bay	F	2.9
Double Bay	M	3.6
Douglas Park	F	5.3
Douglas Park	M	2.9
Dover Heights	F	3.2
Dover Heights	M	3.6
Doyalson	F	11.3
Doyalson	M	3.3
Doyalson North	M	8.6
Drake	F	24.4
Drake	M	7.8
Dripstone	F	50
Drummoyne	F	3.7
Drummoyne	M	3.5
Dry Plain	M	17.6
Dubbo	F	5.3
Dubbo	M	5.7
Dudley	F	3.1
Dudley	M	4.7
Duffys Forest	F	5.5
Duffys Forest	M	2.3
Dulguigan	F	11.4
Dulguigan	M	8.6
Dulwich Hill	F	4.8
Dulwich Hill	M	4.6
Dum Dum	M	26.9
Dunbible	F	4.9
Dunbogan	F	8.9
Dunbogan	M	9.8
Dundas (NSW)	F	6.6
Dundas (NSW)	M	5.6
Dundas Valley	F	7.2
Dundas Valley	M	6.7
Dundee	F	7.9
Dundee	M	9.3
Dunedoo	F	7.7
Dunedoo	M	8.3
Dungay	M	5
Dungog	F	7.2
Dungog	M	7.9
Dunmore (NSW)	M	5.6
Dunolly (NSW)	M	12.5
Dunoon	F	2.9
Dunoon	M	6.8
Duns Creek	F	2.4
Duns Creek	M	5.3
Dural (Hornsby - NSW)	F	3.8
Dural (Hornsby - NSW)	M	3.7
Duramana	F	5.3
Duramana	M	5.2
Duranbah	F	6.3
Duranbah	M	5.6
Duri	M	2.1
Dyers Crossing	F	6.9
Dyers Crossing	M	3.8
Dyraaba	F	15.8
Dyrring	F	13.6
Eagle Vale	F	7.1
Eagle Vale	M	6.4
Eagleton	F	12
Eagleton	M	5.9
Earlwood	F	4.4
Earlwood	M	4.8
East Albury	F	5.2
East Albury	M	5.6
East Ballina	F	3.9
East Ballina	M	6
East Branxton	F	6.9
East Branxton	M	5.6
East Coraki	F	4.7
East Corrimal	F	6
East Corrimal	M	8.2
East Gosford	F	4.6
East Gosford	M	7.5
East Gresford	F	5.8
East Hills	F	5.8
East Hills	M	5.6
East Jindabyne	F	1.9
East Jindabyne	M	2.6
East Kempsey	F	7.2
East Kempsey	M	4.8
East Killara	F	5.6
East Killara	M	7.5
East Kurrajong	F	2.1
East Kurrajong	M	4.2
East Lindfield	F	4.6
East Lindfield	M	6.1
East Lismore	F	7.5
East Lismore	M	10.2
East Lynne	F	13.6
East Lynne	M	11.5
East Maitland	F	8.1
East Maitland	M	7.4
East Ryde	F	3.8
East Ryde	M	4.8
East Seaham	F	4.7
East Seaham	M	8.2
East Tamworth	F	5.1
East Tamworth	M	4.1
East Wagga Wagga	F	5.8
East Wagga Wagga	M	7.1
East Wardell	F	8.1
East Wardell	M	4.8
Eastern Creek	F	7.3
Eastern Creek	M	4.8
Eastgardens	F	2.1
Eastgardens	M	5.4
Eastlakes	F	8.3
Eastlakes	M	8.9
Eastwood (NSW)	F	8
Eastwood (NSW)	M	8.1
Eatonsville	F	20
Eatonsville	M	22
Ebenezer (NSW)	F	3.3
Ebenezer (NSW)	M	2.4
Ebor	F	8.6
Eden	F	7.5
Eden	M	7.1
Eden Creek	F	6.3
Eden Creek	M	12.8
Edensor Park	F	8.6
Edensor Park	M	7.7
Edgecliff	F	4.1
Edgecliff	M	1.9
Edgeroi	M	7.3
Edgeworth	F	5.4
Edgeworth	M	7.8
Edmondson Park	F	7.9
Edmondson Park	M	4.6
Eglinton (NSW)	F	3.2
Eglinton (NSW)	M	3.4
Elands	F	11.1
Elands	M	14.8
Elanora Heights	F	3.4
Elanora Heights	M	2.7
Elderslie (Camden - NSW)	F	4.7
Elderslie (Camden - NSW)	M	3.2
Elderslie (Singleton - NSW)	M	6.8
Eleebana	F	5.4
Eleebana	M	4.9
Elermore Vale	F	7.4
Elermore Vale	M	8.5
Elizabeth Bay	F	3.1
Elizabeth Bay	M	4.1
Elizabeth Beach	M	6.1
Elizabeth Hills	F	3.9
Elizabeth Hills	M	5
Ellalong	F	3.3
Ellalong	M	8.4
Elland	F	3.9
Elland	M	3.4
Ellangowan (NSW)	F	10.7
Ellangowan (NSW)	M	5.8
Ellenborough	M	12.2
Ellis Lane	F	4.4
Ellis Lane	M	2
Elong Elong	F	10
Elrington	F	9.7
Elsmore	M	10.3
Eltham (NSW)	M	5.4
Emerald Beach	F	6.7
Emerald Beach	M	6.8
Emerton	F	17.7
Emerton	M	10.4
Emmaville	F	7
Emmaville	M	16.1
Empire Bay	F	4.4
Empire Bay	M	6
Empire Vale	M	11.4
Emu Heights (NSW)	F	2.6
Emu Heights (NSW)	M	5.1
Emu Plains	F	4.9
Emu Plains	M	4.1
Emu Swamp	M	5.3
Enfield (NSW)	F	5.7
Enfield (NSW)	M	5.4
Engadine	F	3.2
Engadine	M	2.9
Englorie Park	F	12.8
Englorie Park	M	8
Enmore (Inner West - NSW)	F	4.1
Enmore (Inner West - NSW)	M	4.6
Enngonia	F	14.3
Enngonia	M	20
Epping (NSW)	F	7.7
Epping (NSW)	M	7
Erina	F	5.7
Erina	M	4.6
Erina Heights	F	7.4
Erina Heights	M	5.8
Ermington	F	5.8
Ermington	M	5.5
Erowal Bay	F	10.3
Erowal Bay	M	10.1
Erskine Park	F	5.8
Erskine Park	M	4.2
Erskineville	F	3.1
Erskineville	M	3.6
Erudgere	F	15.4
Eschol Park	F	7.6
Eschol Park	M	5.1
Estella	F	5.5
Estella	M	3.6
Ettalong Beach	F	8.1
Ettalong Beach	M	10.1
Ettamogah	M	21.4
Ettrick (NSW)	M	11.5
Euabalong	F	11.1
Euabalong	M	6.3
Eugowra	F	4.5
Eugowra	M	5.2
Eumungerie	F	4.5
Eumungerie	M	4.9
Eungai Creek	F	13.1
Eungai Creek	M	20.8
Eungai Rail	F	20.6
Eungai Rail	M	29.8
Eungella (NSW)	F	5.1
Eungella (NSW)	M	11.3
Eureka (NSW)	F	4
Eureka (NSW)	M	3.5
Eurimbla	M	25
Euroka	F	5.8
Euroka	M	5.8
Euston	F	2.5
Euston	M	1.5
Evans Head	F	5.6
Evans Head	M	9.4
Evans Plains	M	6.3
Eveleigh	F	5.1
Eveleigh	M	8
Eviron	M	5.9
Ewingar	M	41.7
Ewingsdale	F	4.8
Ewingsdale	M	5
Exeter (NSW)	F	5.5
Exeter (NSW)	M	3.5
Failford	F	4.7
Failford	M	10.3
Fairfield (NSW)	F	15.1
Fairfield (NSW)	M	14.2
Fairfield East	F	11.7
Fairfield East	M	10.1
Fairfield Heights	F	11.2
Fairfield Heights	M	12.3
Fairfield West	F	9.6
Fairfield West	M	10
Fairlight	F	3
Fairlight	M	3.4
Fairy Hill	F	3.7
Fairy Hill	M	8.6
Fairy Meadow	F	8.7
Fairy Meadow	M	9.9
Falls Creek (NSW)	F	4.4
Falls Creek (NSW)	M	5.2
Farley	M	7.3
Farmborough Heights	F	4.6
Farmborough Heights	M	4.3
Farringdon	F	60
Fassifern (NSW)	F	7.4
Fassifern (NSW)	M	8.5
Faulconbridge	F	3.5
Faulconbridge	M	4.9
Faulkland	M	12.5
Fawcetts Plain	M	12.2
Federal (NSW)	F	8.2
Federal (NSW)	M	8.9
Fennell Bay	F	8.6
Fennell Bay	M	11.9
Fern Bay	F	5.8
Fern Bay	M	7.4
Fernbrook	F	9.1
Fernbrook	M	15.6
Fernhill	F	6.3
Fernhill	M	11.4
Fernleigh	F	4.2
Fernmount	F	3.8
Fernmount	M	8
Fernvale (NSW)	F	8.2
Fernvale (NSW)	M	9.2
Ferodale	M	13
Fiddletown	F	4.8
Fiddletown	M	4.2
Fifield	M	12.1
Figtree	F	5.2
Figtree	M	6.6
Fingal Bay	F	4.5
Fingal Bay	M	10.9
Fingal Head	F	4.8
Fingal Head	M	7.3
Finley	F	5.3
Finley	M	5
Firefly	F	4.9
Firefly	M	17.9
Fishermans Paradise	M	13.3
Fishing Point	F	5.8
Fishing Point	M	9.1
Five Dock	F	4.7
Five Dock	M	4.4
Fletcher (NSW)	F	5.3
Fletcher (NSW)	M	5.7
Flinders (NSW)	F	5.5
Flinders (NSW)	M	6.2
Floraville	F	3
Floraville	M	5
Forbes (NSW)	F	6
Forbes (NSW)	M	6.1
Forbesdale	M	9.8
Fords Bridge	M	33.3
Forest Grove (NSW)	M	12.5
Forest Hill (NSW)	F	5.3
Forest Hill (NSW)	M	2.8
Forest Lodge	F	6.6
Forest Lodge	M	5.2
Forest Reefs	F	2.5
Forest Reefs	M	5.9
Forestville (NSW)	F	4
Forestville (NSW)	M	3.2
Forresters Beach	F	4.4
Forresters Beach	M	4.9
Forster (NSW)	F	6.8
Forster (NSW)	M	9.3
Fortis Creek	M	44.4
Fountaindale	F	1.7
Fountaindale	M	6
Frazers Creek	F	10
Frazers Creek	M	7.1
Frederickton	F	6.6
Frederickton	M	8.8
Freemans Reach	F	3.5
Freemans Reach	M	2.1
Freemans Waterhole	F	15.4
Freemans Waterhole	M	12.5
Frenchs Forest	F	3.3
Frenchs Forest	M	4.5
Freshwater (NSW)	F	2.7
Freshwater (NSW)	M	2.6
Frog Rock	F	10.3
Frogmore	M	8.1
Frogs Hollow	M	12.5
Fullerton	F	15.8
Fullerton Cove	M	4.3
Galong	M	8.8
Galston	F	3.7
Galston	M	3.8
Ganbenang	M	10.3
Ganmain	F	9.5
Ganmain	M	10.7
Garah	F	4.3
Garah	M	3.2
Garden Suburb	F	4.3
Garden Suburb	M	6.3
Garthowen	F	8.3
Gateshead	F	10.6
Gateshead	M	12.4
Geneva	F	8.7
Geneva	M	8.4
Georges Hall	F	5.7
Georges Hall	M	6
Georges Plains	M	13.7
Georgetown (NSW)	F	6
Georgetown (NSW)	M	9.8
Georgica	M	10.9
Gerogery	F	2.2
Gerogery	M	3.3
Gerringong	F	4
Gerringong	M	3.3
Gerroa	F	2
Gerroa	M	3.9
Geurie	F	4.5
Geurie	M	5.8
Ghinni Ghinni	M	25
Ghoolendaadi	F	30
Giants Creek	M	19
Gilgai	F	5.8
Gilgai	M	11.7
Gilgandra	F	5.6
Gilgandra	M	8.4
Gillieston Heights	F	6.1
Gillieston Heights	M	5.5
Gilmore (NSW)	F	7.3
Gin Gin (NSW)	F	12
Gingkin	F	19.2
Girards Hill	F	9.9
Girards Hill	M	10.6
Girralong	M	30.8
Girraween (NSW)	F	10.4
Girraween (NSW)	M	5.3
Girvan	F	16.7
Gladesville	F	4.1
Gladesville	M	4.4
Gladstone (NSW)	F	8.9
Gladstone (NSW)	M	12.5
Glanmire (NSW)	F	7
Glanmire (NSW)	M	6.1
Glebe (NSW)	F	6.6
Glebe (NSW)	M	6.8
Glen Alpine	F	4.2
Glen Alpine	M	5.1
Glen Innes	F	7.1
Glen Innes	M	9.3
Glen Oak	F	8.5
Glen Oak	M	3.1
Glen William	M	10
Glenbrook	F	3.3
Glenbrook	M	3.6
Glencoe (NSW)	M	18.6
Glendale (NSW)	F	7.7
Glendale (NSW)	M	9.2
Glendenning	F	8.4
Glendenning	M	6.3
Glendon	F	11.5
Glendon Brook	F	4.2
Glenfield (NSW)	F	9.2
Glenfield (NSW)	M	7
Glenfield Park	F	6.1
Glenfield Park	M	4.5
Glengarrie	M	19.2
Glenhaven	F	4.3
Glenhaven	M	3.7
Gleniffer	F	3.6
Gleniffer	M	5.6
Glenmore (NSW)	F	7.9
Glenmore Park	F	4.1
Glenmore Park	M	3.7
Glenning Valley	F	4.4
Glenning Valley	M	3.8
Glenorie	F	2.6
Glenorie	M	3.1
Glenreagh	F	10.5
Glenreagh	M	9
Glenridding	F	6.3
Glenridding	M	11.4
Glenroy (Albury - NSW)	F	5.7
Glenroy (Albury - NSW)	M	6.7
Glenthorne	M	6.3
Glenugie	F	6.1
Glenugie	M	11.1
Glenwood (NSW)	F	6.2
Glenwood (NSW)	M	5.9
Glossodia	F	4.4
Glossodia	M	1.7
Gloucester	F	8.2
Gloucester	M	8.2
Gobbagombalin	F	2.8
Gobbagombalin	M	4
Gocup	M	6.8
Gol Gol	F	3.7
Gol Gol	M	3
Golspie	F	27.3
Gongolgon	M	25
Good Hope	F	6.1
Goodooga	F	13.3
Goodooga	M	14.8
Googong	F	2
Googong	M	2.9
Goolmangar	M	5.9
Gooloogong	M	5.3
Goonellabah	F	5.8
Goonellabah	M	8.1
Goonengerry	F	8.2
Goonengerry	M	12.1
Gordon (NSW)	F	5.5
Gordon (NSW)	M	6
Gormans Hill	F	3.8
Gormans Hill	M	12.6
Gorokan	F	9.5
Gorokan	M	8.9
Gosford	F	10.1
Gosford	M	9.8
Gosforth	M	17.6
Goulburn	F	6.6
Goulburn	M	7
Gowrie (Singleton - NSW)	F	11.1
Gowrie (Singleton - NSW)	M	3.3
Grabben Gullen	M	6.7
Grafton	F	8.2
Grafton	M	9
Granville (NSW)	F	10.9
Granville (NSW)	M	10.6
Grasmere	F	2.6
Grasmere	M	2.7
Grattai	F	7.8
Grattai	M	8.9
Gravesend	F	7.1
Grays Point	F	2.4
Grays Point	M	4
Green Pigeon	F	9.7
Green Point (Central Coast - NSW)	F	5.6
Green Point (Central Coast - NSW)	M	6.8
Green Point (Mid-Coast - NSW)	F	12
Green Point (Mid-Coast - NSW)	M	11
Green Valley (NSW)	F	8.7
Green Valley (NSW)	M	7.9
Greenacre	F	8.8
Greenacre	M	8.8
Greendale (Bega Valley - NSW)	M	15
Greendale (Liverpool - NSW)	F	9.4
Greendale (Liverpool - NSW)	M	3.3
Greenethorpe	F	10
Greenfield Park	F	8.7
Greenfield Park	M	8.7
Greenhill (NSW)	F	6.5
Greenhill (NSW)	M	7.1
Greenhills Beach	F	2.3
Greenhills Beach	M	1.7
Greenleigh	F	5.4
Greenleigh	M	3.6
Greenridge	M	7.3
Greenwell Point	F	5.3
Greenwell Point	M	7.3
Greenwich	F	4.1
Greenwich	M	4.7
Gregory Hills	F	4.1
Gregory Hills	M	3.1
Grenfell	F	6.9
Grenfell	M	5
Gresford	F	6.3
Gresford	M	5.2
Greta (NSW)	F	8.9
Greta (NSW)	M	7.9
Grevillia	M	25
Greystanes	F	5.8
Greystanes	M	5.9
Griffith (NSW)	F	5
Griffith (NSW)	M	5.7
Grong Grong	F	6.2
Grose Vale	F	4.6
Grose Vale	M	2.1
Grose Wold	F	3.5
Grose Wold	M	2.1
Guildford (NSW)	F	11.3
Guildford (NSW)	M	11
Guildford West	F	7.7
Guildford West	M	7.4
Gulargambone	F	14.4
Gulargambone	M	10.1
Gulgong	F	10.5
Gulgong	M	8.2
Gulmarrad	F	5.9
Gulmarrad	M	5.9
Gum Flat	F	5.6
Gum Flat	M	5.3
Gum Scrub	M	10.3
Gumma	F	5.1
Gumma	M	6.9
Gundagai	F	5.2
Gundagai	M	3.9
Gundaroo	F	1.3
Gundaroo	M	3.5
Gundary	F	7.1
Gunderman	F	10.3
Gunderman	M	7.9
Gundy	M	9.3
Gungal	F	17.5
Gungal	M	15
Gunnedah	F	5.8
Gunnedah	M	5.7
Gunning	F	2
Gunning	M	7.1
Gurranang	M	42.9
Guyra	F	5.9
Guyra	M	4.7
Gwabegar	F	12.5
Gwabegar	M	9.1
Gwandalan	F	7
Gwandalan	M	6.4
Gwynneville	F	14
Gwynneville	M	16.8
Gymea	F	4
Gymea	M	3.9
Gymea Bay	F	3.2
Gymea Bay	M	2.8
Haberfield	F	4.3
Haberfield	M	3.9
Halekulani	F	10.4
Halekulani	M	10.4
Halfway Creek	F	25
Halfway Creek	M	12.5
Hallidays Point	F	3.6
Hallidays Point	M	2.4
Halls Creek (NSW)	F	10
Hallsville	F	3.7
Hallsville	M	2.2
Hamilton (NSW)	F	5.7
Hamilton (NSW)	M	8.6
Hamilton East	F	5.8
Hamilton East	M	6.9
Hamilton North	F	2.4
Hamilton North	M	6.5
Hamilton South	F	7.2
Hamilton South	M	9.7
Hamilton Valley	F	5.9
Hamilton Valley	M	5
Hamlyn Terrace	F	6.5
Hamlyn Terrace	M	6.1
Hammondville	F	6
Hammondville	M	4.6
Hanging Rock	M	12.5
Hannam Vale	F	6.7
Hanwood	F	3.6
Hanwood	M	5
Harden	F	5.3
Harden	M	5.1
Hardys Bay	M	5.9
Hargraves	M	7.3
Harrington	F	10
Harrington	M	13.1
Harrington Park	F	4.5
Harrington Park	M	4.2
Harris Park	F	12.6
Harris Park	M	6.9
Hartley (NSW)	F	3.2
Hartley (NSW)	M	7
Hartley Vale	M	16.7
Harwood	F	14.8
Harwood	M	6.4
Hassall Grove	F	7
Hassall Grove	M	6.9
Hastings Point	F	10.3
Hastings Point	M	8.3
Hat Head	M	6.3
Hawkesbury Heights	F	2.4
Hawkesbury Heights	M	3.3
Hawks Nest	F	12
Hawks Nest	M	9.5
Hay (NSW)	F	4.2
Hay (NSW)	M	5.4
Hay South	F	3.3
Haymarket	F	10
Haymarket	M	8.7
Haywards Bay	F	4
Haywards Bay	M	1.1
Hazelbrook	F	4.5
Hazelbrook	M	4.3
Heathcote (NSW)	F	3.6
Heathcote (NSW)	M	3.8
Heatherbrae	F	10.6
Heatherbrae	M	12.7
Hebersham	F	12.1
Hebersham	M	9
Heckenberg	F	12
Heckenberg	M	13.5
Heddon Greta	F	6
Heddon Greta	M	6.8
Helensburgh	F	3.2
Helensburgh	M	4
Henley	M	2.3
Henty (NSW)	F	6.6
Henty (NSW)	M	4.7
Hermitage Flat	F	13.1
Hermitage Flat	M	20.6
Hernani	F	10
Herons Creek	F	9.1
Herons Creek	M	9.1
Hexham (NSW)	M	8.8
Highfields (NSW)	F	3.6
Highfields (NSW)	M	5.5
Hill Top (Wingecarribee - NSW)	F	4.5
Hill Top (Wingecarribee - NSW)	M	4.6
Hilldale	M	6.4
Hillgrove (Armidale Regional - NSW)	M	7.5
Hillgrove (Wagga Wagga - NSW)	M	23.1
Hillsborough (Lake Macquarie - NSW)	F	3.8
Hillsborough (Lake Macquarie - NSW)	M	8.7
Hillsborough (Maitland - NSW)	M	27.3
Hillsdale	F	7.3
Hillsdale	M	6.1
Hillston	F	5.4
Hillston	M	2.4
Hillville	F	5.4
Hillville	M	10.8
Hillvue	F	4.4
Hillvue	M	3.9
Hinchinbrook (NSW)	F	8.6
Hinchinbrook (NSW)	M	7.3
Hinton	F	3
Hinton	M	4.6
Hobartville (NSW)	F	5.9
Hobartville (NSW)	M	4.8
Holbrook	F	4.4
Holbrook	M	3.4
Holgate	F	4
Holgate	M	3.8
Holmesville	F	6.9
Holmesville	M	7.5
Holroyd	F	9
Holroyd	M	6.9
Holsworthy	F	6
Holsworthy	M	3.4
Homebush (NSW)	F	8.8
Homebush (NSW)	M	6.8
Homebush West	F	10.3
Homebush West	M	7
Homeleigh	F	11.5
Hopkins Creek	M	23.8
Horningsea Park	F	5.7
Horningsea Park	M	3.9
Hornsby	F	7.2
Hornsby	M	5.2
Hornsby Heights	F	4.6
Hornsby Heights	M	3.7
Horse Station Creek	M	11.5
Horseshoe Bend	F	5.9
Horseshoe Bend	M	14.1
Horsfield Bay	F	2.3
Horsfield Bay	M	7.8
Horsley	F	5.1
Horsley	M	4.6
Horsley Park	F	3.8
Horsley Park	M	3.7
Hoskinstown	M	5.8
Hovells Creek	F	25
Howes Valley	F	50
Howlong	F	4.7
Howlong	M	5.2
Hoxton Park	F	6.3
Hoxton Park	M	6.3
Humula	F	11.1
Humula	M	9.4
Hunters Hill	F	3.1
Hunters Hill	M	3.5
Hunterview	F	8.9
Hunterview	M	4.7
Huntleys Cove	F	3.8
Huntleys Cove	M	1.6
Huonbrook	M	25
Hurlstone Park	F	4.5
Hurlstone Park	M	4.9
Hurstville	F	10.4
Hurstville	M	9.2
Hurstville Grove	F	6.1
Hurstville Grove	M	5
Huskisson	F	4.3
Huskisson	M	6.5
Hyland Park	F	3.2
Hyland Park	M	13.5
Ilarwill	M	6.5
Ilford	F	9.4
Ilford	M	9.1
Illawong	F	3.3
Illawong	M	3.9
Iluka (NSW)	F	8.3
Iluka (NSW)	M	11.4
Ingleburn	F	9.7
Ingleburn	M	7.4
Ingleside	F	2.7
Ingleside	M	2.4
Inverell	F	7.2
Inverell	M	7.9
Invergowrie	F	2.8
Invergowrie	M	4.1
Irvington	F	27.8
Islington	F	7
Islington	M	7.7
Ivanhoe (NSW)	F	11.9
Ivanhoe (NSW)	M	4.7
Jacks Creek	M	8.3
Jamberoo	F	4.1
Jamberoo	M	2.9
James Creek	M	4.7
Jamisontown	F	6.8
Jamisontown	M	4.1
Jannali	F	4.6
Jannali	M	4.3
Jaspers Brush	F	3.3
Jaspers Brush	M	3.6
Jellat Jellat	M	15
Jennings	F	23.1
Jennings	M	24
Jerilderie	F	3
Jerilderie	M	4.1
Jerrabomberra	F	3.1
Jerrabomberra	M	3.4
Jerrara	F	9.4
Jerrawa	M	13.6
Jerseyville	M	12
Jesmond	F	15.9
Jesmond	M	19.4
Jewells	F	4.5
Jewells	M	5.5
Jiggi	M	12.1
Jilliby	F	3.9
Jilliby	M	1.6
Jimenbuen	F	30
Jindabyne	F	1.3
Jindabyne	M	1.8
Jindera	F	3.4
Jindera	M	5.5
Johns River	F	4.5
Johns River	M	15.5
Jones Island	F	23.1
Jordan Springs	F	4.9
Jordan Springs	M	3.1
Jugiong	M	4.5
Junction Hill	F	6.1
Junction Hill	M	4.5
Junee	F	6.7
Junee	M	5.7
Kahibah	F	4.9
Kahibah	M	6.4
Kains Flat	M	10.3
Kalang	F	5.7
Kalang	M	15.3
Kalaru	F	2.1
Kalaru	M	5.6
Kanahooka	F	5.4
Kanahooka	M	6.1
Kandos	F	13.4
Kandos	M	20.4
Kangaloon	M	8.8
Kangaroo Creek	M	28.6
Kangaroo Point (NSW)	F	2.3
Kangaroo Point (NSW)	M	5.3
Kangaroo Valley	F	3.1
Kangaroo Valley	M	2.9
Kangaroobie	M	15.8
Kangy Angy	F	5.1
Kangy Angy	M	11.8
Kanimbla (NSW)	M	9.1
Kanwal	F	9.9
Kanwal	M	9
Karabar	F	4.7
Karabar	M	4.6
Karangi	F	3.3
Karangi	M	5.3
Kareela	F	4.5
Kareela	M	3.6
Kariong	F	6.6
Kariong	M	5.9
Karuah	F	12.3
Karuah	M	9
Katoomba	F	7.4
Katoomba	M	7
Kearns	F	4.5
Kearns	M	2.6
Kearsley	F	6.8
Kearsley	M	10
Keerrong	F	9.7
Keerrong	M	8.6
Keinbah	M	15.2
Keiraville	F	10.5
Keiraville	M	13.9
Kellys Plains	F	6.5
Kellys Plains	M	6.8
Kellyville	F	4.6
Kellyville	M	4.3
Kellyville Ridge	F	5
Kellyville Ridge	M	4
Kelso (NSW)	F	5.7
Kelso (NSW)	M	6.4
Kelvin	M	6.1
Kembla Heights	F	10.7
Kembla Heights	M	14.3
Kemps Creek	F	8
Kemps Creek	M	6.1
Kempsey	F	7.8
Kempsey	M	14.4
Kendall	F	6.1
Kendall	M	7.1
Kensington (NSW)	F	11.4
Kensington (NSW)	M	9.9
Kenthurst	F	3.6
Kenthurst	M	2.9
Kentlyn	F	4.9
Kentlyn	M	6.1
Kentucky South	M	9.4
Kew (NSW)	F	6.2
Kew (NSW)	M	7.1
Khancoban	M	10.8
Kiah	F	9.4
Kiah	M	8.3
Kiama	F	4.3
Kiama	M	5.7
Kiama Downs	F	4.5
Kiama Downs	M	5
Kiama Heights	F	3.7
Kiama Heights	M	6.1
Kianga (NSW)	F	5.5
Kianga (NSW)	M	8.1
Kielvale	F	4.5
Kilaben Bay	F	6.1
Kilaben Bay	M	6.2
Killabakh	F	8.8
Killabakh	M	9.1
Killara (NSW)	F	6
Killara (NSW)	M	5.3
Killarney Heights	F	4.3
Killarney Heights	M	4.3
Killarney Vale	F	7.2
Killarney Vale	M	6.7
Killcare	F	3.5
Killcare	M	7.1
Killcare Heights	F	3
Killcare Heights	M	6.5
Killingworth (NSW)	F	4.7
