SSC_NAME16	medianTotalHouseholdIncome
Walleroobie	71500
Wallingat	
Wallis Lake	
Wallsend	58240
Walmer (NSW)	50232
Wamban	48256
Wambangalang	71500
Wamberal	103012
Wamboin	156624
Wambool	110448
Wambrook	55224
Wanaaring	60632
Wandandian	85384
Wandella (NSW)	44720
Wandera	24232
Wandook	46800
Wandsworth	46800
Wang Wauk	39624
Wanganella	62816
Wanganui	44200
Wangi Wangi	61048
Wantabadgery	65936
Wantagong	120224
Wantiool	58500
Wapengo	45916
Warabrook	72332
Waratah (NSW)	58032
Waratah West	58188
Warburn	69316
Wardell	50700
Wardrop Valley	54600
Wards Mistake	46748
Wards River	35516
Wareemba	106236
Warialda	47788
Warialda Rail	32448
Warilla	44408
Warkworth	90948
Warners Bay	64012
Warnervale	85904
Warrabah	
Warraderry	71500
Warragai Creek	68224
Warragamba	68952
Warragoon	60632
Warrah	62816
Warrah Creek	58500
Warrah Ridge	106132
Warral	76024
Warranulla	37700
Warrawee	160420
Warrawidgee	62816
Warrawong	39624
Warrazambil Creek	48932
Warregah Island	46800
Warrell Creek	65520
Warren	55068
Warri	118820
Warriewood	112320
Warrimoo	109044
Warroo (NSW)	84448
Warrumbungle	
Warwick Farm	50960
Washpool (Clarence Valley - NSW)	
Washpool (Mid-Coast - NSW)	80184
Watagan	42484
Watanobbi	63440
Waterfall	95524
Waterloo (NSW)	78156
Watersleigh	87724
Waterview	29900
Waterview Heights	64116
Watsons Bay	134316
Watsons Creek (NSW)	34424
Wattamolla	58448
Wattamondara	55224
Wattle Flat (NSW)	36400
Wattle Grove (NSW)	111696
Wattle Ponds	133328
Wattle Ridge (NSW)	
Wattle Springs	44200
Watton	97500
Wauchope	47840
Waugorah	59748
Waukivory	43836
Waverley (NSW)	111176
Waverly	97500
Waverton	124384
Way Way	60632
Wayo	68900
Weabonga	37700
Wean	90948
Webbers Creek	77948
Webbs Creek	46800
Wedderburn (NSW)	104676
Wee Jasper	49348
Wee Waa	55380
Weedallion	44200
Weemelah	61724
Weetaliba	37700
Weethalle	43160
Weilmoringle	25584
Weismantels	37648
Welaregang	60112
Welby	56420
Wellingrove	44148
Wellington (NSW)	40612
Wellington Vale	71448
Wells Crossing	45760
Wendoree Park	105092
Wentworth (NSW)	41184
Wentworth Falls	64428
Wentworth Point	97604
Wentworthville	88036
Werai	84500
Wereboldera	
Wermatong	100724
Werombi	110916
Werri Beach	82836
Werrikimbe	
Werrington	63856
Werrington County	93548
Werrington Downs	98696
Werris Creek	40872
West Albury	59176
West Ballina	49036
West Bathurst	55172
West Bungawalbin	48516
West Coraki	39312
West Gosford	49452
West Haven	40612
West Hoxton	112892
West Kempsey	39572
West Nowra	61984
West Pennant Hills	139100
West Pymble	148460
West Ryde	87204
West Tamworth	44772
West Wallsend	66352
West Wiangaree	62348
West Wollongong	67236
West Wyalong	59696
Westbrook (NSW)	112632
Westdale (Snowy Valleys - NSW)	
Westdale (Tamworth Regional - NSW)	73320
Westleigh	127764
Westmead	97032
Weston (NSW)	56368
Westwood (NSW)	
Wetherill Park	79300
Wetuppa	
Whalan	52416
Whale Beach	135200
Wheeler Heights	123084
Wheeny Creek	97500
Wheeo	48828
Wherrol Flat	53092
Whian Whian	73112
Whiporie	46800
White Cliffs	31824
White Rock (NSW)	105716
Whitebridge	79768
Whiteman Creek	58500
Whitlow	58448
Whittingham	84500
Whitton	52312
Whoota	71448
Wiagdon	39624
Wiangaree	44616
Wiarborough	
Wickham (NSW)	76492
Widden	97500
Widgelli	63648
Wilberforce (NSW)	97084
Wilbetree	84448
Wilcannia	51428
Wild Cattle Creek	
Wildes Meadow	101192
Wiley Park	55744
Willala	69316
Willawarrin	49348
Willbriggie	79612
Willi Willi	46800
Williamsdale	134316
Williamtown	39832
Willigobung	56836
Willina	43680
Willmot	46072
Willoughby (NSW)	132496
Willoughby East	190008
Willow Tree	43888
Willow Vale (Kiama - NSW)	97500
Willow Vale (Wingecarribee - NSW)	80860
Willurah	
Wilpinjong	
Wilsons Creek	52988
Wilton (NSW)	127348
Wimbledon	88816
Wimborne	117000
Winburndale	
Windale	35828
Windang	40768
Windella	126464
Windellama	42328
Windera (NSW)	129012
Windermere (NSW)	100724
Windermere Park	56784
Windeyer (NSW)	36816
Windowie	68224
Windradyne	68068
Windsor (NSW)	73944
Windsor Downs	127816
Windy	
Winegrove	38948
Wingadee	7800
Wingello	60528
Wingen	73632
Wingham	47424
Winifred	58500
Winmalee	94224
Winston Hills	104572
Winton (NSW)	74724
Wirlinga	106184
Wirraba	
Wirragulla	61724
Wirrimah	55224
Wirrimbi	62816
Wirrinya	48932
Wisemans Creek	61256
Wisemans Ferry	49608
Wittitrin	35724
Wog Wog (Bega Valley - NSW)	
Wog Wog (Queanbeyan-Palerang Regional - NSW)	71448
Woko	
Wolgan Valley	117000
Wollangambe	
Wollar	55224
Wollemi	
Wolli Creek	97136
Wollogorang	94224
Wollombi	41184
Wollomombi	68224
Wollongbar	66560
Wollongong	61360
Wollstonecraft	125944
Wollumboola	55224
Wollun	67132
Wolumla	58760
Wombarra	113412
Wombat	63336
Wombat Creek (NSW)	36348
Wombeyan Caves	46800
Womboota	53248
Womerah	
Wonboyn	40664
Wonboyn North	
Wondabyne	
Wondalga	84500
Wongarbon	80808
Wongawilli	106860
Wongo Creek	49348
Wongwibinda	71500
Woodberry	53664
Woodbine (NSW)	81640
Woodburn (Richmond Valley - NSW)	52260
Woodburn (Shoalhaven - NSW)	84500
Woodcroft (NSW)	118040
Woodenbong	44772
Woodford (NSW)	82472
Woodford Island	59904
Woodhill (NSW)	73632
Woodhouselee	71500
Woodlands (Eurobodalla - NSW)	58500
Woodlands (Wingecarribee - NSW)	82836
Woodlawn	71448
Woodpark	82004
Woodrising	73736
Woodside (NSW)	49348
Woodsreef	53612
Woodstock (Cowra - NSW)	45344
Woodstock (Inverell - NSW)	110448
Woodstock (Shoalhaven - NSW)	71500
Woodview	71500
Woodville (NSW)	80964
Woody Head	
Woolbrook	46800
Woolgarlo	58448
Woolgoolga	49348
Wooli	35932
Woollahra	131508
Woollamia	70408
Woolloomooloo	93288
Woolners Arm	31824
Woolomin	49348
Woolooma	64948
Woolooware	102856
Wooloweyah	67860
Woolwich	166972
Woomargama	48828
Woombah	42432
Woongarrah	98956
Woonona	78572
Wootton	43316
Wooyung	28912
Worlds End (NSW)	
Woronora	120120
Woronora Dam	
Woronora Heights	147836
Worrigee	70200
Worrowing Heights	40040
Woy Woy	49244
Woy Woy Bay	96928
Wrathall	55224
Wrights Beach	56836
Wrights Creek (NSW)	
Wuuluman	84500
Wyalong	59748
Wyan	55224
Wyanbene	46800
Wyangala	43212
Wyangle	110500
Wybong	67132
Wybung	
Wyee	58500
Wyee Point	75400
Wylie Creek	49348
Wylies Flat	108316
Wymah	84448
Wyndham (NSW)	40716
Wyneden	49348
Wyoming	62088
Wyong	47736
Wyong Creek	82628
Wyongah	69524
Wyrallah	73840
Yabbra	
Yadboro	
Yagon	
Yagoona	62556
Yalbraith	31148
Yallah	147316
Yallaroi	84500
Yalwal	
Yamba (NSW)	45396
Yambulla	
Yanco	52936
Yanderra	95212
Yanga	71500
Yankees Creek	
Yannergee	58500
Yantabulla	
Yaouk	50024
Yarara	143000
Yarra	84448
Yarrabandai	38636
Yarrabin	39624
Yarragal	37700
Yarragrin	71500
Yarragundry	94224
Yarrahapinni	40404
Yarramalong	103012
Yarraman (NSW)	97448
Yarramundi	115856
Yarranbella	39312
Yarrangobilly	
Yarras (Bathurst Regional - NSW)	97500
Yarras (Port Macquarie-Hastings - NSW)	49348
Yarratt Forest	
Yarravel	58916
Yarrawa	71500
Yarrawarrah	118976
Yarrawonga (NSW)	48984
Yarrawonga Park	68016
Yarrie Lake	68224
Yarrow	77948
Yarrowford	49348
Yarrowitch	40560
Yarrowyck	43316
Yass	76440
Yass River	133016
Yathella	93132
Yattalunga (NSW)	76336
Yatte Yattah	74256
Yaven Creek	110448
Yelgun	46800
Yellow Dam	46800
Yellow Pinch	46800
Yellow Rock (Blue Mountains - NSW)	114712
Yellow Rock (Shellharbour - NSW)	97500
Yenda (NSW)	65832
Yengo National Park	
Yennora	38948
Yeoval	46072
Yerong Creek	54756
Yerranderie	
Yerrinbool	78364
Yerriyong	71500
Yessabah	44200
Yetholme	80132
Yetman	40560
Yippin Creek	66092
Yoogali	87048
Yorklea	56784
Young	50232
Yowie Bay	129376
Yowrie	42484
Yullundry	84500
Yuraygir	
Zara	53612
Zetland	91416
No usual address (NSW)	
Migratory - Offshore - Shipping (NSW)	
Abbeyard	
Abbotsford (Vic.)	104052
Aberfeldie	114400
Aberfeldy	
Acheron	57668
Ada	
Adams Estate	49348
Addington	39624
Adelaide Lead	46800
Agnes	43316
Aire Valley	
Aireys Inlet	61724
Airly	84500
Airport West	71500
Albacutya	
Albanvale	57668
Albert Park (Vic.)	117676
Alberton (Vic.)	46800
Alberton West	44200
Albion (Vic.)	52520
Alexandra (Vic.)	48828
Alfredton	79404
Allambee	24648
Allambee Reserve	54184
Allambee South	55224
Allans Flat	69732
Allansford	76856
Allendale	63492
Allestree	62348
Alma (Vic.)	42328
Almonds	46800
Almurta	71448
Alphington	110396
Altona (Vic.)	72800
Altona Meadows	71240
Altona North	64480
Alvie	59540
Amherst	40248
Amor	
Amphitheatre	44460
Anakie	75192
Ancona	66300
Anderson	40248
Anglers Rest	33748
Anglesea	66768
Annuello	67184
Antwerp	36712
Apollo Bay (Vic.)	48152
Appin (Vic.)	46748
Appin South	46800
Apsley (Vic.)	51480
Ararat	51896
Arawata	66872
Arbuckle	
Arcadia (Vic.)	80184
Arcadia South	58500
Archdale	37700
Archdale Junction	
Archerton	55224
Archies Creek	29900
Ardeer	60112
Ardmona	71500
Areegra	58500
Argyle (Vic.)	44564
Armadale (Vic.)	103480
Armstrong	53300
Armstrong Creek (Vic.)	98696
Arnold (Vic.)	46800
Arnold West	33748
Arthurs Creek	94692
Arthurs Seat	90480
Ascot (Ballarat - Vic.)	59384
Ascot (Greater Bendigo - Vic.)	77376
Ascot Vale	91364
Ashbourne (Vic.)	107900
Ashburton	117052
Ashwood	76908
Aspendale	99164
Aspendale Gardens	99164
Athlone	55692
Attwood	98020
Aubrey	
Auchmore	
Avalon	68588
Avenel	62296
Avoca (Vic.)	40300
Avon Plains	38948
Avondale Heights	68536
Avonmore	39624
Avonsleigh	97500
Axe Creek	89024
Axedale	74724
Ayrford	87724
Bacchus Marsh	60424
Baddaginnie	58136
Badger Creek	60840
Bael Bael	85748
Bagshot	80184
Bagshot North	44200
Bahgallah	46748
Bailieston	44200
Bairnsdale	47008
Bakery Hill	43524
Balaclava (Vic.)	85956
Bald Hills (Vic.)	37700
Balintore	61724
Ballan	65468
Ballangeich	62348
Ballapur	46748
Ballarat Central	60580
Ballarat East	49868
Ballarat North	55380
Ballendella	51064
Balliang	70928
Balliang East	79612
Ballyrogan	61724
Balmattum	66872
Balmoral (Vic.)	51220
Balnarring	80652
Balnarring Beach	70980
Balook	
Balwyn	89180
Balwyn North	103792
Bamawm	63596
Bamawm Extension	62920
Bambra	93600
Bamganie	84500
Bandiana	96876
Bangerang	93132
Bangholme	33124
Bannerton	114400
Bannockburn (Vic.)	86372
Banyan	74724
Banyena	49348
Baranduda	95680
Barfold	58500
Baringhup	55224
Baringhup West	37700
Barjarg	59540
Barkers Creek	66976
Barkly (Vic.)	29900
Barkstead	58500
Barmah	38584
Barnadown	
Barnawartha	79612
Barnawartha North	83408
Baromi	58500
Barongarook	62816
Barongarook West	53924
Barrabool	112632
Barrakee	61724
Barramunga	49348
Barraport	68224
Barraport West	49348
Barrys Reef	84448
Barunah Park	32448
Barunah Plains	
Barwidgee	46800
Barwite	67756
Barwon Downs	45032
Barwon Heads	92248
Basalt (Vic.)	27924
Bass	42172
Batesford	109824
Bathumi	74724
Baw Baw (Vic.)	
Baw Baw Village	
Baxter	70668
Bayindeen	71500
Bayles	75660
Baynton (Vic.)	68224
Bayswater (Vic.)	67288
Bayswater North	74256
Beaconsfield (Vic.)	99424
Beaconsfield Upper	112216
Bealiba	29380
Bearii	39624
Bears Lagoon	58500
Beauchamp	110500
Beaufort (Vic.)	41184
Beaumaris (Vic.)	115128
Beazleys Bridge	71500
Beeac	52520
Beech Forest	46800
Beechworth	59904
Beenak	117000
Belgrave	85904
Belgrave Heights	88140
Belgrave South	99216
Bell Park	53144
Bell Post Hill	55900
Bellarine	73632
Bellbird Creek	
Bellbrae	66976
Bellbridge	76596
Bellellen	50232
Bellfield (Banyule - Vic.)	69004
Bellfield (Northern Grampians - Vic.)	
Bells Beach	107224
Belmont (Vic.)	59540
Bemm River	35100
Bena	59020
Benalla	47060
Benambra	39312
Benayeo	63336
Bend Of Islands	93600
Bendigo	58084
Bendoc	35724
Bengworden	54184
Benjeroop	49348
Benloch	70408
Bennison	74724
Bentleigh	96096
Bentleigh East	90220
Benwerrin	
Beremboke	83408
Berrimal	58448
Berringa	37960
Berringama	37700
Berriwillock	45916
Berrybank	58500
Berrys Creek	52936
Berwick	90792
Bessiebelle	69316
Bet Bet	37700
Bete Bolong	66248
Bete Bolong North	
Bethanga	71500
Betley	40456
Beulah (Vic.)	47112
Beverford	58500
Beveridge	100880
Big Desert	
Big Hill (Greater Bendigo - Vic.)	100724
Big Hill (Surf Coast - Vic.)	58500
Big Pats Creek	43316
Biggara	84448
Billabong	
Bimbourie	123448
Bindi	55224
Binginwarri	48048
Bingo Munjie	
Birchip	47944
Birchip West	
Birdwoodton	77116
Birregurra	61412
Bittern	75348
Black Hill (Vic.)	64324
Black Range (Vic.)	60632
Black Rock (Vic.)	109668
Blackburn	93548
Blackburn North	79456
Blackburn South	78832
Blackwarry	81224
Blackwood (Vic.)	61360
Blairgowrie	55120
Blakeville	56316
Blampied	67704
Blind Bight	84656
Blowhard	73112
Bo Peep	90948
Bobinawarrah	75192
Bochara	58500
Bogong	
Boho	73632
Boho South	55224
Boigbeat	
Boinka	90948
Boisdale	65728
Bolangum	
Bolinda	107224
Bolton	90948
Bolwarra (Vic.)	68588
Bolwarrah	58448
Bona Vista	93184
Bonang	31824
Bonbeach	75972
Bonegilla	96772
Boneo	72540
Bonn	64948
Bonnie Doon (Vic.)	48724
Bonshaw (Vic.)	97500
Bookaar	69056
Boola	
Boolarong	
Boolarra	54964
Boolarra South	61724
Boole Poole	
Boolite	97500
Boomahnoomoonah	97500
Boonah (Vic.)	55848
Boorcan	54444
Boorhaman	62816
Boorhaman East	71500
Boorhaman North	81224
Boorolite	60892
Boorool	49348
Boort	45968
Boosey	58500
Boralma	67132
Bornes Hill	61724
Boronia	68536
Borung	46800
Bostocks Creek	66872
Botanic Ridge	117104
Boundary Bend	55224
Bowenvale	53248
Boweya	97500
Boweya North	75816
Bowmans Forest	72748
Bowser	101816
Box Hill (Vic.)	54808
Box Hill North	73996
Box Hill South	77480
Boxwood	64948
Bradford	66248
Bradvale	94224
Braeside	29848
Brandy Creek (Vic.)	81224
Branxholme	66300
Bravington	136500
Braybrook	54652
Breakaway Creek	44148
Breakwater	41964
Breamlea	76856
Brenanah	46800
Brewster	74724
Briagolong	57564
Briar Hill	83096
Bridge Creek	62816
Bridgewater (Vic.)	71500
Bridgewater North	60632
Bridgewater On Loddon	44720
Bright (Vic.)	49348
Brighton (Vic.)	125320
Brighton East	107380
Brim	50232
Brimboal	
Brimin	39624
Brimpaen	73112
Bringalbert	71500
Brit Brit	58500
Broadford	64428
Broadmeadows (Vic.)	46800
Broadwater (Vic.)	61724
Brodribb River	53248
Broken Creek	73632
Bromley	55224
Brookfield (Vic.)	75504
Brooklyn (Vic.)	75920
Brookville	
Broomfield	68224
Broughton (Vic.)	42328
Brown Hill (Vic.)	70564
Browns Plains (Vic.)	84500
Bruarong	61724
Brucknell	93184
Brumby	
Brunswick (Vic.)	89648
Brunswick East	89752
Brunswick West	73996
Bruthen	52572
Buangor	41132
Buchan	38012
Buchan South	42328
Buckland (Vic.)	58500
Buckley	84500
Buckley Swamp	84500
Buckrabanyule	43316
Budgee Budgee (Vic.)	
Budgeree	70200
Budgerum East	
Buffalo	71500
Buffalo River	46800
Bulart	71448
Buldah	
Bulga (Vic.)	
Bulgana	46800
Bulla (Vic.)	94224
Bullaharre	58500
Bullarook	50648
Bullarto	53248
Bullarto South	46748
Bulleen	78052
Bullengarook	96772
Bullioh	47632
Bullumwaal	71448
Buln Buln	80756
Buln Buln East	82836
Bumberrah	66612
Bunbartha	93756
Bundalaguah	68224
Bundalong	67184
Bundalong South	84500
Bundara	
Bunding	81224
Bundoora (Vic.)	69524
Bung Bong	58448
Bungador	74724
Bungal	110500
Bungalally	70200
Bungaree (Vic.)	66508
Bungeet	71500
Bungeet West	68224
Bungil (Vic.)	
Bunguluke	46800
Buninyong	81796
Bunkers Hill	89336
Bunyip	76336
Bunyip North	93184
Buragwonduc	
Burkes Bridge	110448
Burkes Flat	25324
Burnbank	55224
Burnewang	73632
Burnley	104676
Burnside (Vic.)	73424
Burnside Heights	95732
Burramboot	103948
Burramine	75192
Burramine South	74724
Burrowye	58500
Burrumbeet	46800
Burwood (Vic.)	62868
Burwood East	71396
Bushfield	96408
Bushy Park (Vic.)	62816
Butchers Ridge	
Buxton (Vic.)	56316
Byaduk	69316
Byaduk North	71500
Byawatha	71500
Bylands	76336
Byrneside	50232
Cabarita (Vic.)	85488
Cabbage Tree	68224
Cabbage Tree Creek	32448
Cadello	85748
Cairnlea	90896
Calder Park	
Caldermeade	75088
California Gully	45604
Calivil	53300
Callawadda	37700
Callignee	75816
Callignee North	58500
Callignee South	97448
Calrossie	93184
Calulu	70200
Cambarville	
Camberwell (Vic.)	114192
Cambrian Hill	89180
Campbellfield	47892
Campbells Bridge	58500
Campbells Creek	61880
Campbells Forest	38636
Campbelltown (Vic.)	46800
Camperdown (Vic.)	47684
Canadian	67080
Canary Island	90948
Caniambo	61724
Cann River	34164
Cannie	38948
Cannons Creek	82056
Cannum	62816
Canterbury (Vic.)	126880
Cape Bridgewater	80132
Cape Clear	54184
Cape Conran	
Cape Otway	64948
Cape Paterson	46644
Cape Schanck	86112
Cape Woolamai	58812
Capels Crossing	35100
Carag Carag	58500
Caralulup	
Caramut	73632
Carapooee	44200
Carapooee West	24232
Carapook	58500
Carboor	51064
Cardigan	113984
Cardigan Village	83408
Cardinia	73892
Cardross	71032
Cargerie	67132
Carina (Vic.)	60112
Caringal	35724
Carisbrook	52416
Carlisle River	47268
Carlsruhe	79092
Carlton (Vic.)	29744
Carlton North	106028
Carlyle	97500
Carnegie	76856
Carngham	61256
Caroline Springs	94432
Carpendeit	57668
Carrajung	55224
Carrajung Lower	40560
Carrajung South	55224
Carranballac	71448
Carron	82316
Carrum	72020
Carrum Downs	69628
Carwarp	37700
Cashmore	106756
Cassilis (Vic.)	37700
Castella	88504
Casterton	39260
Castle Creek (Vic.)	87724
Castle Donnington	60632
Castlemaine	46904
Catani	78624
Cathcart (Vic.)	69836
Cathkin	84500
Catumnal	58500
Caulfield	93184
Caulfield East	66144
Caulfield North	103480
Caulfield South	102336
Caveat	58500
Cavendish	52520
Ceres	118144
Chadstone	79612
Chandlers Creek	
Chapel Flat	
Chapple Vale	46748
Charam	54132
Charlemont	80184
Charleroi	94224
Charlton (Vic.)	39520
Chatsworth (Vic.)	58500
Chelsea	67964
Chelsea Heights	78780
Cheltenham (Vic.)	78104
Chepstowe	53612
Cherokee	71448
Cherrypool	
Cheshunt	44200
Cheshunt South	
Chesney Vale	48828
Chetwynd	36400
Chewton	45760
Chewton Bushlands	53248
Childers (Vic.)	54756
Chillingollah	
Chiltern	61464
Chiltern Valley	86632
Chinangin	
Chinkapook	94224
Chintin	142948
Chirnside Park	89856
Chirrip	23348
Chocolyn	55224
Christmas Hills (Vic.)	80600
Chum Creek	77116
Churchill (Vic.)	50128
Churchill Island	
Chute	81224
Clarendon (Vic.)	60632
Claretown	46748
Clarinda	72384
Clarkefield	71500
Clarkes Hill	71500
Clayton	54652
Clayton South	65364
Clear Lake	54132
Clematis	96668
Clifton Creek	66092
Clifton Hill	118144
Clifton Springs	58344
Clonbinane	73840
Clover Flat	29900
Cloverlea	87724
Club Terrace	24908
Clunes (Vic.)	43368
Clyde (Vic.)	94848
Clyde North	98072
Clydebank	100724
Clydesdale (Vic.)	37024
Coalville	43316
Cobains	72904
Cobaw	100724
Cobbannah	
Cobberas	
Cobden	52468
Cobram	48412
Cobram East	84500
Cobrico	82316
Cobungra	61724
Coburg	85176
Coburg North	78052
Cocamba	
Cochranes Creek	
Cockatoo (Vic.)	80808
Cocoroc	
Codrington (Vic.)	97500
Coghills Creek	75816
Cohuna	47736
Coimadai	90012
Cokum	
Colac	50128
Colac Colac	69316
Colac East	45500
Colac West	48828
Colbinabbin	55900
Colbrook	84448
Coldstream (Vic.)	82992
Coleraine	42172
Colignan	57928
Collingwood (Vic.)	89024
Combienbar	
Concongella	74048
Condah	82316
Congupna	75140
Connewarre	88660
Connewirricoo	49348
Coojar	49348
Coolaroo	46904
Cooma (Vic.)	62348
Coomboona	97500
Coomoora	65780
Coongulla	48256
Coonooer Bridge	55224
Coonooer West	53248
Cooriemungle	65520
Cope Cope	48516
Cora Lynn	79092
Corack	50024
Corack East	46800
Coragulac	43316
Coral Bank	60112
Corindhap	56316
Corinella (Vic.)	47996
Corio	47528
Corndale (Vic.)	58448
Cornella	38948
Cornishtown	60320
Coronet Bay	37960
Corop	38220
Cororooke	64220
Corringle	49348
Corryong	44096
Corunnun	68224
Cosgrove (Vic.)	108316
Cosgrove South	61724
Costerfield	35724
Cotswold	58448
Cottles Bridge	103584
Cowa	
Cowangie	42848
Cowes	43680
Cowleys Creek	81224
Cowwarr	78780
Craigie (Vic.)	73632
Craigieburn	78208
Cranbourne	65052
Cranbourne East	82992
Cranbourne North	82732
Cranbourne South	94224
Cranbourne West	81328
Creek Junction	25324
Creightons Creek	73632
Cremorne (Vic.)	131924
Cressy (Vic.)	40248
Creswick	50076
Creswick North	49348
Crib Point	60684
Crookayan	
Crooked River	
Cross Roads (Vic.)	94224
Crossley	63752
Crossover	81900
Crowlands	46748
Croxton East	117000
Croydon (Vic.)	70096
Croydon Hills	106444
Croydon North	92872
Croydon South	81796
Crymelon	
Cudgee	86632
Cudgewa	61048
Culgoa	48256
Culla	58500
Cullen	84448
Cullulleraine	46800
Cundare	
Cundare North	29900
Curdies River	37700
Curdievale	97500
Curlewis (Vic.)	79560
Curyo	71500
Dadswells Bridge	40768
Daisy Hill (Vic.)	42588
Dales Creek	88504
Dallas	47788
Dalmore	86632
Daltons Bridge	61724
Dalyenong	
Dalyston	53664
Dandenong	53352
Dandenong North	61568
Dandenong South	32708
Dandongadale	
Dargo	29900
Darley	81952
Darlimurla	71448
Darlington (Vic.)	47632
Darnum	66612
Darraweit Guim	85696
Darriman	84448
Dartmoor (Vic.)	43316
Dartmouth	44148
Dawson (Vic.)	71500
Daylesford	48464
Dean	66612
Deans Marsh	60424
Deddick Valley	
Dederang	63648
Deep Lead	68224
Deepdene (Vic.)	98540
Deer Park	64740
Delacombe	64688
Delahey	67080
Delatite	46800
Delburn	87724
Delegate River	97448
Denicull Creek	71500
Denison	63440
Dennington	73736
Denver	63336
Deptford	
Derby (Vic.)	54184
Dereel	48100
Dergholm	38636
Derrimut	97760
Derrinal	68224
Derrinallum	42692
Devenish	42744
Devils River	61724
Devon Meadows	80652
Devon North	60476
Dewhurst	99632
Dhurringile	66612
Diamond Creek	108628
Digby	49348
Diggers Rest	74880
Diggora	59280
Dimboola	46592
Dingee	39988
Dingley Village	82940
Dingwall	61724
Dinner Plain	97500
Dixie (Vic.)	87724
Dixons Creek	72644
Dobie	63336
Docker	81224
Dockers Plains	49348
Docklands	97136
Doctors Flat	37700
Dollar	43316
Don Valley	75348
Donald	43784
Doncaster	70876
Doncaster East	78208
Donnybrook (Vic.)	66612
Donvale	92716
Dooboobetic	37700
Dooen	76336
Dookie	62452
Dookie College	
Doreen	94276
Dorodong	46800
Double Bridges	
Douglas (Vic.)	71500
Doveton	50752
Dreeite	46800
Dreeite South	43316
Driffield	109200
Drik Drik	69836
Dromana	55900
Dropmore	
Drouin	60060
Drouin East	65832
Drouin South	61256
