SSC_NAME16	Address5YearsAgo	persons
Bangor (NSW)	(Same SA2)	313
Bangor (NSW)	Australian Capital Territory	8
Bangor (NSW)	New South Wales	873
Bangor (NSW)	Queensland	14
Bangor (NSW)	South Australia	3
Bangor (NSW)	Victoria	9
Bangor (NSW)	Western Australia	9
Banksia	(Overseas)	249
Banksia	(Same Address)	2034
Banksia	(Same SA2)	120
Banksia	Australian Capital Territory	4
Banksia	New South Wales	505
Banksia	Queensland	4
Banksia	South Australia	7
Banksia	Victoria	7
Banksmeadow	(Same Address)	8
Banksmeadow	New South Wales	12
Bankstown	(Overseas)	3551
Bankstown	(Same Address)	15156
Bankstown	(Same SA2)	1390
Bankstown	Australian Capital Territory	21
Bankstown	New South Wales	6202
Bankstown	Northern Territory	6
Bankstown	Queensland	97
Bankstown	South Australia	21
Bankstown	Tasmania	9
Bankstown	Victoria	72
Bankstown	Western Australia	45
Bannaby	(Same Address)	27
Bannaby	New South Wales	7
Bannister (NSW)	(Overseas)	3
Bannister (NSW)	(Same Address)	77
Bannister (NSW)	(Same SA2)	10
Bannister (NSW)	New South Wales	10
Banoon	(Same Address)	18
Banoon	New South Wales	3
Banora Point	(Overseas)	206
Banora Point	(Same Address)	8538
Banora Point	(Same SA2)	1208
Banora Point	Australian Capital Territory	41
Banora Point	New South Wales	2903
Banora Point	Northern Territory	46
Banora Point	Queensland	1202
Banora Point	South Australia	29
Banora Point	Tasmania	45
Banora Point	Victoria	127
Banora Point	Western Australia	49
Banyabba	(Same Address)	31
Banyabba	(Same SA2)	3
Banyabba	Australian Capital Territory	3
Banyabba	New South Wales	8
Banyabba	Queensland	4
Bar Beach	(Overseas)	57
Bar Beach	(Same Address)	577
Bar Beach	(Same SA2)	49
Bar Beach	Australian Capital Territory	8
Bar Beach	New South Wales	387
Bar Beach	Queensland	10
Bar Beach	Victoria	10
Bar Beach	Western Australia	3
Bar Point	(Same Address)	35
Bar Point	(Same SA2)	4
Bar Point	New South Wales	22
Bara	(Same Address)	10
Bara	(Same SA2)	3
Bara	New South Wales	18
Baradine	(Overseas)	9
Baradine	(Same Address)	475
Baradine	(Same SA2)	79
Baradine	New South Wales	94
Baradine	Queensland	10
Baradine	Western Australia	3
Barangaroo	(Overseas)	29
Barangaroo	(Same Address)	5
Barangaroo	(Same SA2)	10
Barangaroo	New South Wales	51
Barangaroo	Western Australia	3
Barden Ridge	(Overseas)	67
Barden Ridge	(Same Address)	2946
Barden Ridge	(Same SA2)	307
Barden Ridge	New South Wales	671
Barden Ridge	Queensland	6
Barden Ridge	South Australia	4
Barden Ridge	Victoria	4
Bardia	(Overseas)	134
Bardia	(Same Address)	84
Bardia	(Same SA2)	88
Bardia	New South Wales	909
Bardia	Northern Territory	6
Bardia	Queensland	34
Bardia	South Australia	7
Bardia	Victoria	7
Bardia	Western Australia	7
Bardwell Park	(Overseas)	88
Bardwell Park	(Same Address)	1470
Bardwell Park	(Same SA2)	46
Bardwell Park	Australian Capital Territory	3
Bardwell Park	New South Wales	426
Bardwell Park	Queensland	14
Bardwell Park	Victoria	3
Bardwell Park	Western Australia	3
Bardwell Valley	(Overseas)	75
Bardwell Valley	(Same Address)	1444
Bardwell Valley	(Same SA2)	124
Bardwell Valley	Australian Capital Territory	3
Bardwell Valley	New South Wales	407
Bardwell Valley	Queensland	3
Bardwell Valley	South Australia	4
Bardwell Valley	Victoria	7
Bardwell Valley	Western Australia	5
Barellan	(Same Address)	349
Barellan	(Same SA2)	19
Barellan	Australian Capital Territory	4
Barellan	New South Wales	63
Barellan	Queensland	4
Barellan	Victoria	3
Bargo	(Overseas)	18
Bargo	(Same Address)	2495
Bargo	(Same SA2)	220
Bargo	Australian Capital Territory	4
Bargo	New South Wales	1080
Bargo	Northern Territory	5
Bargo	Queensland	11
Bargo	Victoria	8
Barham	(Overseas)	8
Barham	(Same Address)	813
Barham	(Same SA2)	216
Barham	New South Wales	62
Barham	Northern Territory	3
Barham	Queensland	9
Barham	South Australia	5
Barham	Victoria	164
Barham	Western Australia	10
Barigan	(Same Address)	5
Barkers Vale	(Overseas)	10
Barkers Vale	(Same Address)	98
Barkers Vale	(Same SA2)	4
Barkers Vale	New South Wales	19
Barkers Vale	Northern Territory	3
Barkers Vale	Queensland	7
Barmedman	(Same Address)	267
Barmedman	(Same SA2)	41
Barmedman	New South Wales	61
Barmedman	Queensland	5
Barmedman	Tasmania	3
Barmedman	Victoria	3
Barmedman	Western Australia	3
Barnsley	(Overseas)	5
Barnsley	(Same Address)	1074
Barnsley	(Same SA2)	105
Barnsley	New South Wales	335
Barnsley	Queensland	8
Barnsley	Victoria	6
Barnsley	Western Australia	8
Barooga	(Overseas)	26
Barooga	(Same Address)	959
Barooga	(Same SA2)	182
Barooga	New South Wales	47
Barooga	Northern Territory	7
Barooga	Queensland	24
Barooga	South Australia	3
Barooga	Victoria	276
Barooga	Western Australia	8
Barraba	(Overseas)	16
Barraba	(Same Address)	802
Barraba	(Same SA2)	128
Barraba	New South Wales	189
Barraba	Northern Territory	3
Barraba	Queensland	29
Barrack Heights	(Overseas)	51
Barrack Heights	(Same Address)	3563
Barrack Heights	(Same SA2)	426
Barrack Heights	Australian Capital Territory	11
Barrack Heights	New South Wales	1004
Barrack Heights	Queensland	49
Barrack Heights	South Australia	3
Barrack Heights	Victoria	15
Barrack Heights	Western Australia	10
Barrack Point	(Overseas)	8
Barrack Point	(Same Address)	377
Barrack Point	(Same SA2)	51
Barrack Point	New South Wales	152
Barrack Point	Victoria	5
Barraganyatti	(Overseas)	4
Barraganyatti	(Same Address)	88
Barraganyatti	(Same SA2)	11
Barraganyatti	Australian Capital Territory	3
Barraganyatti	New South Wales	13
Barraganyatti	Victoria	3
Barragga Bay	(Same Address)	57
Barragga Bay	(Same SA2)	8
Barragga Bay	Australian Capital Territory	5
Barragga Bay	New South Wales	13
Barrengarry	(Same Address)	83
Barrengarry	(Same SA2)	27
Barrengarry	Australian Capital Territory	4
Barrengarry	New South Wales	24
Barrengarry	Queensland	7
Barrengarry	South Australia	9
Barrengarry	Victoria	8
Barretts Creek	(Same Address)	13
Barringella	(Same Address)	13
Barringella	(Same SA2)	3
Barringella	New South Wales	8
Barrington (NSW)	(Same Address)	252
Barrington (NSW)	(Same SA2)	20
Barrington (NSW)	New South Wales	54
Barry (Blayney - NSW)	(Same Address)	90
Barry (Blayney - NSW)	(Same SA2)	21
Barry (Blayney - NSW)	New South Wales	23
Barry (Upper Hunter Shire - NSW)	(Same SA2)	3
Barwang	(Same Address)	59
Barwang	(Same SA2)	7
Barwang	New South Wales	3
Barwon	(Same Address)	18
Barwon	(Same SA2)	9
Barwon	Northern Territory	3
Baryulgil	(Same Address)	51
Baryulgil	New South Wales	15
Baryulgil	Northern Territory	3
Basin View	(Overseas)	4
Basin View	(Same Address)	803
Basin View	(Same SA2)	207
Basin View	Australian Capital Territory	14
Basin View	New South Wales	237
Basin View	Northern Territory	3
Basin View	Other Territories	3
Basin View	Queensland	16
Basin View	South Australia	8
Basin View	Tasmania	4
Basin View	Victoria	9
Basin View	Western Australia	14
Bass Hill	(Overseas)	310
Bass Hill	(Same Address)	5181
Bass Hill	(Same SA2)	405
Bass Hill	New South Wales	1946
Bass Hill	Northern Territory	3
Bass Hill	Queensland	25
Bass Hill	South Australia	12
Bass Hill	Victoria	20
Bass Hill	Western Australia	6
Bassendean (NSW)	New South Wales	3
Batar Creek	(Same Address)	45
Batar Creek	(Same SA2)	8
Batar Creek	New South Wales	7
Bateau Bay	(Overseas)	152
Bateau Bay	(Same Address)	6572
Bateau Bay	(Same SA2)	970
Bateau Bay	Australian Capital Territory	10
Bateau Bay	New South Wales	2694
Bateau Bay	Northern Territory	5
Bateau Bay	Queensland	86
Bateau Bay	South Australia	20
Bateau Bay	Tasmania	3
Bateau Bay	Victoria	30
Bateau Bay	Western Australia	27
Batehaven	(Overseas)	34
Batehaven	(Same Address)	796
Batehaven	(Same SA2)	195
Batehaven	Australian Capital Territory	58
Batehaven	New South Wales	401
Batehaven	Northern Territory	4
Batehaven	Queensland	31
Batehaven	South Australia	3
Batehaven	Tasmania	6
Batehaven	Victoria	34
Batehaven	Western Australia	7
Batemans Bay	(Overseas)	13
Batemans Bay	(Same Address)	658
Batemans Bay	(Same SA2)	148
Batemans Bay	Australian Capital Territory	39
Batemans Bay	New South Wales	316
Batemans Bay	Queensland	30
Batemans Bay	Victoria	12
Batemans Bay	Western Australia	7
Bathampton	(Same Address)	26
Bathampton	New South Wales	9
Bathurst	(Overseas)	249
Bathurst	(Same Address)	2582
Bathurst	(Same SA2)	1128
Bathurst	Australian Capital Territory	12
Bathurst	New South Wales	1715
Bathurst	Northern Territory	13
Bathurst	Queensland	79
Bathurst	South Australia	20
Bathurst	Tasmania	11
Bathurst	Victoria	33
Bathurst	Western Australia	26
Batlow	(Overseas)	55
Batlow	(Same Address)	759
Batlow	(Same SA2)	125
Batlow	Australian Capital Territory	9
Batlow	New South Wales	126
Batlow	Queensland	25
Batlow	South Australia	3
Batlow	Victoria	17
Batlow	Western Australia	4
Baulkham Hills	(Overseas)	2408
Baulkham Hills	(Same Address)	21231
Baulkham Hills	(Same SA2)	1080
Baulkham Hills	Australian Capital Territory	50
Baulkham Hills	New South Wales	8047
Baulkham Hills	Northern Territory	15
Baulkham Hills	Queensland	197
Baulkham Hills	South Australia	65
Baulkham Hills	Tasmania	15
Baulkham Hills	Victoria	168
Baulkham Hills	Western Australia	54
Baw Baw (NSW)	(Overseas)	3
Baw Baw (NSW)	(Same Address)	144
Baw Baw (NSW)	(Same SA2)	10
Baw Baw (NSW)	New South Wales	52
Baw Baw (NSW)	South Australia	4
Baw Baw (NSW)	Victoria	4
Bawley Point	(Overseas)	9
Bawley Point	(Same Address)	392
Bawley Point	(Same SA2)	48
Bawley Point	Australian Capital Territory	20
Bawley Point	New South Wales	134
Bawley Point	Tasmania	3
Bawley Point	Victoria	9
Bayview (NSW)	(Overseas)	94
Bayview (NSW)	(Same Address)	1941
Bayview (NSW)	(Same SA2)	166
Bayview (NSW)	Australian Capital Territory	6
Bayview (NSW)	New South Wales	944
Bayview (NSW)	Queensland	31
Bayview (NSW)	Tasmania	3
Bayview (NSW)	Victoria	17
Bayview (NSW)	Western Australia	11
Beacon Hill	(Overseas)	313
Beacon Hill	(Same Address)	4560
Beacon Hill	(Same SA2)	218
Beacon Hill	Australian Capital Territory	3
Beacon Hill	New South Wales	1535
Beacon Hill	Queensland	28
Beacon Hill	South Australia	9
Beacon Hill	Victoria	18
Beacon Hill	Western Australia	10
Beaconsfield (NSW)	(Overseas)	103
Beaconsfield (NSW)	(Same Address)	358
Beaconsfield (NSW)	(Same SA2)	63
Beaconsfield (NSW)	Australian Capital Territory	9
Beaconsfield (NSW)	New South Wales	303
Beaconsfield (NSW)	Queensland	12
Beaconsfield (NSW)	South Australia	3
Beaconsfield (NSW)	Victoria	5
Bean Creek	(Same Address)	40
Bean Creek	(Same SA2)	9
Bean Creek	New South Wales	4
Bean Creek	Queensland	8
Bearbong	(Same Address)	40
Bearbong	(Same SA2)	10
Bearbong	Queensland	3
Beaumont (NSW)	(Same Address)	65
Beaumont (NSW)	New South Wales	22
Beaumont (NSW)	Northern Territory	4
Beaumont Hills	(Overseas)	427
Beaumont Hills	(Same Address)	4884
Beaumont Hills	(Same SA2)	404
Beaumont Hills	Australian Capital Territory	10
Beaumont Hills	New South Wales	2290
Beaumont Hills	Northern Territory	3
Beaumont Hills	Queensland	79
Beaumont Hills	South Australia	11
Beaumont Hills	Tasmania	10
Beaumont Hills	Victoria	20
Beaumont Hills	Western Australia	22
Beckom	(Same Address)	71
Beckom	(Same SA2)	19
Beckom	New South Wales	13
Beckom	Queensland	3
Bective	(Same Address)	114
Bective	(Same SA2)	16
Bective	New South Wales	39
Bective	Victoria	4
Bectric	(Same Address)	30
Bectric	(Same SA2)	3
Bectric	New South Wales	5
Bedgerabong	(Overseas)	4
Bedgerabong	(Same Address)	86
Bedgerabong	(Same SA2)	10
Bedgerabong	New South Wales	16
Bedgerabong	Western Australia	3
Beechwood	(Overseas)	3
Beechwood	(Same Address)	351
Beechwood	(Same SA2)	62
Beechwood	New South Wales	100
Beechwood	Queensland	10
Beechwood	South Australia	4
Beechwood	Western Australia	7
Beecroft	(Overseas)	478
Beecroft	(Same Address)	5496
Beecroft	(Same SA2)	449
Beecroft	Australian Capital Territory	3
Beecroft	New South Wales	1986
Beecroft	Northern Territory	4
Beecroft	Queensland	42
Beecroft	South Australia	15
Beecroft	Tasmania	6
Beecroft	Victoria	9
Beecroft	Western Australia	18
Beelbangera	(Overseas)	3
Beelbangera	(Same Address)	242
Beelbangera	(Same SA2)	18
Beelbangera	New South Wales	72
Beelbangera	Northern Territory	3
Beelbangera	Queensland	8
Beemunnel	(Same Address)	7
Beemunnel	(Same SA2)	3
Beemunnel	Queensland	4
Bega	(Overseas)	48
Bega	(Same Address)	2467
Bega	(Same SA2)	697
Bega	Australian Capital Territory	64
Bega	New South Wales	579
Bega	Northern Territory	8
Bega	Queensland	43
Bega	South Australia	7
Bega	Tasmania	6
Bega	Victoria	48
Bega	Western Australia	12
Beggan Beggan	(Same Address)	58
Beggan Beggan	(Same SA2)	5
Beggan Beggan	New South Wales	10
Beggan Beggan	Queensland	8
Belanglo	(Same Address)	10
Belanglo	New South Wales	10
Belbora	(Same Address)	73
Belbora	New South Wales	21
Belbora	Queensland	5
Belfield	(Overseas)	216
Belfield	(Same Address)	3919
Belfield	(Same SA2)	220
Belfield	Australian Capital Territory	7
Belfield	New South Wales	1228
Belfield	Queensland	9
Belfield	South Australia	5
Belfield	Victoria	13
Belfield	Western Australia	6
Belford	(Same Address)	69
Belford	(Same SA2)	27
Belford	New South Wales	46
Belfrayden	(Same Address)	16
Belgravia	(Overseas)	5
Belgravia	(Same Address)	72
Belgravia	(Same SA2)	16
Belgravia	New South Wales	12
Belimbla Park	(Same Address)	361
Belimbla Park	(Same SA2)	37
Belimbla Park	New South Wales	117
Belimbla Park	Western Australia	3
Bell (NSW)	(Same Address)	28
Bell (NSW)	(Same SA2)	5
Bell (NSW)	New South Wales	11
Bella Vista	(Overseas)	587
Bella Vista	(Same Address)	4552
Bella Vista	(Same SA2)	308
Bella Vista	Australian Capital Territory	7
Bella Vista	New South Wales	1668
Bella Vista	Northern Territory	3
Bella Vista	Queensland	35
Bella Vista	South Australia	3
Bella Vista	Tasmania	4
Bella Vista	Victoria	30
Bella Vista	Western Australia	13
Bellambi	(Overseas)	80
Bellambi	(Same Address)	2307
Bellambi	(Same SA2)	276
Bellambi	Australian Capital Territory	3
Bellambi	New South Wales	738
Bellambi	Northern Territory	3
Bellambi	Queensland	18
Bellambi	Victoria	8
Bellambi	Western Australia	9
Bellangry	(Same Address)	58
Bellangry	(Same SA2)	9
Bellangry	New South Wales	19
Bellata	(Overseas)	3
Bellata	(Same Address)	210
Bellata	(Same SA2)	12
Bellata	New South Wales	48
Bellata	Queensland	11
Bellawongarah	(Overseas)	4
Bellawongarah	(Same Address)	73
Bellawongarah	(Same SA2)	3
Bellawongarah	New South Wales	26
Bellbird	(Overseas)	11
Bellbird	(Same Address)	1141
Bellbird	(Same SA2)	238
Bellbird	Australian Capital Territory	3
Bellbird	New South Wales	259
Bellbird	Northern Territory	3
Bellbird	Queensland	23
Bellbird	Victoria	6
Bellbird	Western Australia	4
Bellbird Heights	(Overseas)	6
Bellbird Heights	(Same Address)	490
Bellbird Heights	(Same SA2)	111
Bellbird Heights	New South Wales	82
Bellbird Heights	Queensland	7
Bellbrook	(Overseas)	3
Bellbrook	(Same Address)	155
Bellbrook	(Same SA2)	28
Bellbrook	New South Wales	47
Bellbrook	Queensland	3
Bellevue Hill	(Overseas)	1083
Bellevue Hill	(Same Address)	4584
Bellevue Hill	(Same SA2)	755
Bellevue Hill	Australian Capital Territory	23
Bellevue Hill	New South Wales	2571
Bellevue Hill	Northern Territory	10
Bellevue Hill	Queensland	85
Bellevue Hill	South Australia	18
Bellevue Hill	Tasmania	3
Bellevue Hill	Victoria	83
Bellevue Hill	Western Australia	44
Bellimbopinni	(Same Address)	62
Bellimbopinni	(Same SA2)	5
Bellimbopinni	New South Wales	10
Bellimbopinni	Queensland	8
Bellingen	(Overseas)	52
Bellingen	(Same Address)	1834
Bellingen	(Same SA2)	583
Bellingen	Australian Capital Territory	7
Bellingen	New South Wales	582
Bellingen	Northern Territory	18
Bellingen	Queensland	86
Bellingen	South Australia	12
Bellingen	Tasmania	3
Bellingen	Victoria	70
Bellingen	Western Australia	29
Bellmount Forest	(Same Address)	75
Bellmount Forest	(Same SA2)	13
Bellmount Forest	Australian Capital Territory	6
Bellmount Forest	New South Wales	7
Bellmount Forest	Western Australia	3
Belltrees	(Same Address)	17
Belltrees	Western Australia	4
Belmont (NSW)	(Overseas)	105
Belmont (NSW)	(Same Address)	3911
Belmont (NSW)	(Same SA2)	629
Belmont (NSW)	Australian Capital Territory	7
Belmont (NSW)	New South Wales	1517
Belmont (NSW)	Northern Territory	6
Belmont (NSW)	Queensland	86
Belmont (NSW)	South Australia	10
Belmont (NSW)	Tasmania	4
Belmont (NSW)	Victoria	18
Belmont (NSW)	Western Australia	20
Belmont North	(Overseas)	44
Belmont North	(Same Address)	3773
Belmont North	(Same SA2)	461
Belmont North	Australian Capital Territory	6
Belmont North	New South Wales	1232
Belmont North	Queensland	39
Belmont North	South Australia	6
Belmont North	Victoria	14
Belmont North	Western Australia	6
Belmont South	(Overseas)	12
Belmont South	(Same Address)	609
Belmont South	(Same SA2)	51
Belmont South	New South Wales	272
Belmont South	Northern Territory	3
Belmont South	Queensland	7
Belmore	(Overseas)	996
Belmore	(Same Address)	6984
Belmore	(Same SA2)	634
Belmore	Australian Capital Territory	8
Belmore	New South Wales	2262
Belmore	Northern Territory	5
Belmore	Queensland	29
Belmore	South Australia	10
Belmore	Tasmania	3
Belmore	Victoria	37
Belmore	Western Australia	11
Belmore River	(Same Address)	176
Belmore River	(Same SA2)	28
Belmore River	New South Wales	31
Beloka	(Same Address)	16
Beloka	(Same SA2)	3
Beloka	New South Wales	3
Belowra	(Same Address)	7
Belowra	New South Wales	4
Belrose	(Overseas)	264
Belrose	(Same Address)	5365
Belrose	(Same SA2)	564
Belrose	Australian Capital Territory	9
Belrose	New South Wales	1498
Belrose	Other Territories	4
Belrose	Queensland	37
Belrose	Victoria	29
Belrose	Western Australia	11
Bemboka	(Same Address)	330
Bemboka	(Same SA2)	52
Bemboka	Australian Capital Territory	20
Bemboka	New South Wales	69
Bemboka	Northern Territory	3
Bemboka	Queensland	8
Bemboka	Victoria	5
Ben Bullen	(Same Address)	49
Ben Bullen	(Same SA2)	10
Ben Bullen	New South Wales	21
Ben Lomond (NSW)	(Same Address)	90
Ben Lomond (NSW)	(Same SA2)	11
Ben Lomond (NSW)	New South Wales	15
Ben Lomond (NSW)	Queensland	4
Benandarah	(Overseas)	3
Benandarah	(Same Address)	84
Benandarah	(Same SA2)	7
Benandarah	Australian Capital Territory	7
Benandarah	New South Wales	24
Bendalong	(Same Address)	47
Bendalong	New South Wales	20
Bendalong	Queensland	6
Bendalong	Victoria	3
Bendemeer	(Same Address)	291
Bendemeer	(Same SA2)	30
Bendemeer	New South Wales	76
Bendemeer	Queensland	12
Bendemeer	Western Australia	4
Bendick Murrell	(Same Address)	96
Bendick Murrell	(Same SA2)	8
Bendick Murrell	New South Wales	30
Bendick Murrell	Queensland	3
Bendolba	(Same Address)	119
Bendolba	(Same SA2)	22
Bendolba	New South Wales	25
Bendoura	(Overseas)	3
Bendoura	(Same Address)	33
Bendoura	(Same SA2)	4
Bendoura	Australian Capital Territory	4
Bendoura	New South Wales	10
Bendoura	Victoria	3
Benerembah	(Same Address)	68
Benerembah	(Same SA2)	18
Benerembah	Australian Capital Territory	3
Benerembah	New South Wales	7
Bengalla	(Same Address)	10
Bengalla	New South Wales	3
Bennetts Green	(Same Address)	7
Bennetts Green	New South Wales	3
Benolong	(Same Address)	30
Benolong	(Same SA2)	7
Benolong	New South Wales	9
Bensville	(Overseas)	39
Bensville	(Same Address)	1586
Bensville	(Same SA2)	138
Bensville	New South Wales	529
Bensville	Queensland	4
Bensville	South Australia	3
Bensville	Victoria	3
Bentley (NSW)	(Same Address)	134
Bentley (NSW)	(Same SA2)	4
Bentley (NSW)	New South Wales	22
Bentley (NSW)	Queensland	4
Bentley (NSW)	Victoria	3
Berala	(Overseas)	1188
Berala	(Same Address)	4883
Berala	(Same SA2)	383
Berala	Australian Capital Territory	4
Berala	New South Wales	1494
Berala	Northern Territory	3
Berala	Queensland	36
Berala	South Australia	6
Berala	Tasmania	8
Berala	Victoria	31
Berala	Western Australia	14
Berambing	(Overseas)	3
Berambing	(Same Address)	63
Berambing	New South Wales	19
Beresfield	(Overseas)	113
Beresfield	(Same Address)	1846
Beresfield	(Same SA2)	232
Beresfield	New South Wales	549
Beresfield	Queensland	35
Beresfield	Tasmania	4
Beresfield	Victoria	9
Beresfield	Western Australia	10
Bergalia	(Same Address)	112
Bergalia	(Same SA2)	13
Bergalia	New South Wales	18
Berkeley	(Overseas)	106
Berkeley	(Same Address)	4665
Berkeley	(Same SA2)	430
Berkeley	Australian Capital Territory	13
Berkeley	New South Wales	1312
Berkeley	Queensland	24
Berkeley	South Australia	4
Berkeley	Tasmania	4
Berkeley	Victoria	19
Berkeley	Western Australia	3
