SSC_NAME16	HomeCensusNight	Sex	persons
Jewells	1	F	1167
Jewells	1	M	1112
Jiggi	0	F	9
Jiggi	0	M	4
Jiggi	1	F	165
Jiggi	1	M	209
Jilliby	0	F	37
Jilliby	0	M	44
Jilliby	1	F	796
Jilliby	1	M	773
Jimenbuen	1	F	14
Jimenbuen	1	M	19
Jindabyne	0	F	105
Jindabyne	0	M	102
Jindabyne	1	F	1109
Jindabyne	1	M	1312
Jinden	1	F	8
Jinden	1	M	10
Jindera	0	F	56
Jindera	0	M	64
Jindera	1	F	1059
Jindera	1	M	1044
Jingellic	0	F	8
Jingellic	0	M	11
Jingellic	1	F	23
Jingellic	1	M	22
Jingera	1	F	12
Jingera	1	M	26
Joadja	0	M	7
Joadja	1	F	64
Joadja	1	M	54
Joes Box	1	F	8
Joes Box	1	M	5
Johns River	0	F	12
Johns River	0	M	11
Johns River	1	F	151
Johns River	1	M	149
Jones Bridge	1	F	10
Jones Bridge	1	M	15
Jones Creek	1	F	57
Jones Creek	1	M	50
Jones Island	1	F	29
Jones Island	1	M	29
Jordan Springs	0	F	69
Jordan Springs	0	M	81
Jordan Springs	1	F	2559
Jordan Springs	1	M	2448
Judds Creek	1	F	5
Judds Creek	1	M	8
Jugiong	0	F	7
Jugiong	0	M	9
Jugiong	1	F	99
Jugiong	1	M	104
Junction Hill	0	F	36
Junction Hill	0	M	34
Junction Hill	1	F	654
Junction Hill	1	M	645
Junee	0	F	86
Junee	0	M	144
Junee	1	F	1950
Junee	1	M	2743
Junee Reefs	0	F	4
Junee Reefs	0	M	3
Junee Reefs	1	F	45
Junee Reefs	1	M	36
Kahibah	0	F	65
Kahibah	0	M	62
Kahibah	1	F	1213
Kahibah	1	M	1122
Kains Flat	0	M	7
Kains Flat	1	F	73
Kains Flat	1	M	84
Kalang	0	F	16
Kalang	0	M	15
Kalang	1	F	106
Kalang	1	M	132
Kalaru	0	F	28
Kalaru	0	M	26
Kalaru	1	F	321
Kalaru	1	M	335
Kalkite	0	F	5
Kalkite	0	M	10
Kalkite	1	F	98
Kalkite	1	M	103
Kamarah	0	F	3
Kamarah	1	F	41
Kamarah	1	M	48
Kameruka	0	F	4
Kameruka	0	M	3
Kameruka	1	F	55
Kameruka	1	M	57
Kanahooka	0	F	138
Kanahooka	0	M	139
Kanahooka	1	F	2795
Kanahooka	1	M	2494
Kandos	0	F	22
Kandos	0	M	33
Kandos	1	F	625
Kandos	1	M	632
Kangaloon	0	F	5
Kangaloon	0	M	3
Kangaloon	1	F	69
Kangaloon	1	M	71
Kangaroo Creek	0	F	3
Kangaroo Creek	0	M	5
Kangaroo Creek	1	F	49
Kangaroo Creek	1	M	50
Kangaroo Point (NSW)	0	F	10
Kangaroo Point (NSW)	0	M	9
Kangaroo Point (NSW)	1	F	263
Kangaroo Point (NSW)	1	M	285
Kangaroo Valley	0	F	31
Kangaroo Valley	0	M	37
Kangaroo Valley	1	F	406
Kangaroo Valley	1	M	405
Kangaroobie	1	F	19
Kangaroobie	1	M	23
Kangiara	1	F	24
Kangiara	1	M	22
Kangy Angy	0	F	6
Kangy Angy	0	M	17
Kangy Angy	1	F	138
Kangy Angy	1	M	146
Kanimbla (NSW)	0	F	3
Kanimbla (NSW)	0	M	3
Kanimbla (NSW)	1	F	56
Kanimbla (NSW)	1	M	54
Kanoona	0	F	6
Kanoona	0	M	3
Kanoona	1	F	68
Kanoona	1	M	60
Kanwal	0	F	89
Kanwal	0	M	63
Kanwal	1	F	2073
Kanwal	1	M	1871
Kapooka	0	F	9
Kapooka	0	M	29
Kapooka	1	F	204
Kapooka	1	M	401
Kaputar	1	F	3
Karaak Flat	1	F	23
Karaak Flat	1	M	26
Karabar	0	F	176
Karabar	0	M	197
Karabar	1	F	3997
Karabar	1	M	3872
Karangi	0	F	24
Karangi	0	M	12
Karangi	1	F	275
Karangi	1	M	278
Kareela	0	F	37
Kareela	0	M	44
Kareela	1	F	1694
Kareela	1	M	1681
Kariong	0	F	109
Kariong	0	M	136
Kariong	1	F	3038
Kariong	1	M	3106
Kars Springs	1	F	14
Kars Springs	1	M	18
Karuah	0	F	44
Karuah	0	M	54
Karuah	1	F	621
Karuah	1	M	688
Katoomba	0	F	247
Katoomba	0	M	244
Katoomba	1	F	3931
Katoomba	1	M	3537
Kayuga	1	F	22
Kayuga	1	M	31
Kearns	0	F	41
Kearns	0	M	61
Kearns	1	F	1307
Kearns	1	M	1337
Kearsley	0	F	26
Kearsley	0	M	37
Kearsley	1	F	372
Kearsley	1	M	423
Keepit	1	F	3
Keepit	1	M	7
Keera	1	F	25
Keera	1	M	22
Keerrong	0	F	3
Keerrong	0	M	6
Keerrong	1	F	74
Keerrong	1	M	71
Keinbah	0	F	5
Keinbah	0	M	3
Keinbah	1	F	61
Keinbah	1	M	53
Keiraville	0	F	78
Keiraville	0	M	80
Keiraville	1	F	1715
Keiraville	1	M	1695
Keith Hall	0	F	3
Keith Hall	0	M	6
Keith Hall	1	F	71
Keith Hall	1	M	86
Kellys Plains	0	F	4
Kellys Plains	0	M	6
Kellys Plains	1	F	79
Kellys Plains	1	M	64
Kellyville	0	F	323
Kellyville	0	M	387
Kellyville	1	F	13887
Kellyville	1	M	13372
Kellyville Ridge	0	F	100
Kellyville Ridge	0	M	136
Kellyville Ridge	1	F	5220
Kellyville Ridge	1	M	5019
Kelso (NSW)	0	F	227
Kelso (NSW)	0	M	244
Kelso (NSW)	1	F	4361
Kelso (NSW)	1	M	4144
Kelvin	0	F	4
Kelvin	0	M	7
Kelvin	1	F	79
Kelvin	1	M	84
Kembla Grange	0	F	3
Kembla Grange	0	M	7
Kembla Grange	1	F	122
Kembla Grange	1	M	119
Kembla Heights	1	F	60
Kembla Heights	1	M	58
Kemps Creek	0	F	36
Kemps Creek	0	M	51
Kemps Creek	1	F	1084
Kemps Creek	1	M	1094
Kempsey	0	F	4
Kempsey	0	M	17
Kempsey	1	F	210
Kempsey	1	M	245
Kendall	0	F	37
Kendall	0	M	30
Kendall	1	F	551
Kendall	1	M	523
Kenebri	1	F	22
Kenebri	1	M	21
Kennaicle Creek	1	F	3
Kennaicle Creek	1	M	4
Kensington (NSW)	0	F	234
Kensington (NSW)	0	M	283
Kensington (NSW)	1	F	7231
Kensington (NSW)	1	M	7256
Kenthurst	0	F	82
Kenthurst	0	M	97
Kenthurst	1	F	2416
Kenthurst	1	M	2448
Kentlyn	0	F	9
Kentlyn	0	M	16
Kentlyn	1	F	360
Kentlyn	1	M	359
Kentucky	0	F	5
Kentucky	0	M	4
Kentucky	1	F	82
Kentucky	1	M	68
Kentucky South	0	F	4
Kentucky South	1	F	54
Kentucky South	1	M	63
Kerewong	1	F	3
Kerewong	1	M	7
Keri Keri	1	F	4
Keri Keri	1	M	7
Kerrabee	1	F	3
Kerrabee	1	M	9
Kerrigundi	0	M	3
Kerrigundi	1	F	6
Kerrigundi	1	M	4
Kerrs Creek	0	M	3
Kerrs Creek	1	F	20
Kerrs Creek	1	M	19
Kew (NSW)	0	F	36
Kew (NSW)	0	M	40
Kew (NSW)	1	F	524
Kew (NSW)	1	M	489
Khancoban	0	F	18
Khancoban	0	M	21
Khancoban	1	F	132
Khancoban	1	M	132
Khatambuhl	1	M	3
Kia Ora (NSW)	1	F	16
Kia Ora (NSW)	1	M	13
Kiacatoo	1	F	7
Kiacatoo	1	M	15
Kiah	0	F	3
Kiah	0	M	10
Kiah	1	F	63
Kiah	1	M	66
Kiama	0	F	204
Kiama	0	M	230
Kiama	1	F	3326
Kiama	1	M	3121
Kiama Downs	0	F	144
Kiama Downs	0	M	170
Kiama Downs	1	F	2378
Kiama Downs	1	M	2315
Kiama Heights	0	F	25
Kiama Heights	0	M	28
Kiama Heights	1	F	372
Kiama Heights	1	M	384
Kianga (NSW)	0	F	27
Kianga (NSW)	0	M	39
Kianga (NSW)	1	F	374
Kianga (NSW)	1	M	341
Kiar	1	F	17
Kiar	1	M	14
Kickabil	0	F	3
Kickabil	1	F	30
Kickabil	1	M	24
Kielvale	0	F	6
Kielvale	0	M	10
Kielvale	1	F	117
Kielvale	1	M	120
Kikiamah	0	F	4
Kikiamah	1	F	45
Kikiamah	1	M	48
Kikoira	0	M	3
Kikoira	1	F	25
Kikoira	1	M	32
Kilaben Bay	0	F	39
Kilaben Bay	0	M	41
Kilaben Bay	1	F	699
Kilaben Bay	1	M	652
Kilgin	1	F	21
Kilgin	1	M	25
Kilgra	0	F	3
Kilgra	0	M	7
Kilgra	1	F	27
Kilgra	1	M	33
Killabakh	0	F	3
Killabakh	0	M	8
Killabakh	1	F	132
Killabakh	1	M	127
Killara (NSW)	0	F	160
Killara (NSW)	0	M	170
Killara (NSW)	1	F	5383
Killara (NSW)	1	M	4856
Killarney Heights	0	F	55
Killarney Heights	0	M	68
Killarney Heights	1	F	2255
Killarney Heights	1	M	2088
Killarney Vale	0	F	177
Killarney Vale	0	M	183
Killarney Vale	1	F	3614
Killarney Vale	1	M	3243
Killawarra (NSW)	0	F	10
Killawarra (NSW)	0	M	6
Killawarra (NSW)	1	F	77
Killawarra (NSW)	1	M	86
Killcare	0	F	26
Killcare	0	M	24
Killcare	1	F	219
Killcare	1	M	200
Killcare Heights	0	F	26
Killcare Heights	0	M	17
Killcare Heights	1	F	352
Killcare Heights	1	M	346
Killimicat	1	F	15
Killimicat	1	M	12
Killingworth (NSW)	0	F	9
Killingworth (NSW)	0	M	11
Killingworth (NSW)	1	F	313
Killingworth (NSW)	1	M	345
Killongbutta	1	F	10
Killongbutta	1	M	13
Kimbriki	1	F	58
Kimbriki	1	M	70
Kinchela	0	F	8
Kinchela	0	M	13
Kinchela	1	F	129
Kinchela	1	M	120
Kincumber	0	F	161
Kincumber	0	M	143
Kincumber	1	F	3693
Kincumber	1	M	3096
Kincumber South	0	F	15
Kincumber South	0	M	17
Kincumber South	1	F	363
Kincumber South	1	M	298
Kindee	1	F	47
Kindee	1	M	48
Kindervale	0	F	3
Kindervale	0	M	4
Kindervale	1	F	3
Kindervale	1	M	11
King Creek	0	F	30
King Creek	0	M	38
King Creek	1	F	764
King Creek	1	M	740
Kingfisher Shores	0	F	3
Kingfisher Shores	0	M	5
Kingfisher Shores	1	F	75
Kingfisher Shores	1	M	78
Kings Forest	1	F	19
Kings Forest	1	M	19
Kings Langley	0	F	116
Kings Langley	0	M	127
Kings Langley	1	F	4571
Kings Langley	1	M	4534
Kings Park (NSW)	0	F	59
Kings Park (NSW)	0	M	63
Kings Park (NSW)	1	F	1667
Kings Park (NSW)	1	M	1664
Kings Plains (Blayney - NSW)	0	F	3
Kings Plains (Blayney - NSW)	0	M	7
Kings Plains (Blayney - NSW)	1	F	51
Kings Plains (Blayney - NSW)	1	M	54
Kings Plains (Inverell - NSW)	1	F	4
Kings Plains (Inverell - NSW)	1	M	9
Kings Point	0	F	17
Kings Point	0	M	16
Kings Point	1	F	282
Kings Point	1	M	240
Kingscliff	0	F	214
Kingscliff	0	M	230
Kingscliff	1	F	3682
Kingscliff	1	M	3340
Kingsdale	0	F	3
Kingsdale	0	M	3
Kingsdale	1	F	73
Kingsdale	1	M	90
Kingsford (NSW)	0	F	258
Kingsford (NSW)	0	M	250
Kingsford (NSW)	1	F	7316
Kingsford (NSW)	1	M	7654
Kingsgate	1	F	3
Kingsgrove	0	F	160
Kingsgrove	0	M	169
Kingsgrove	1	F	6218
Kingsgrove	1	M	5903
Kingsland	1	F	18
Kingsland	1	M	26
Kingstown	0	F	10
Kingstown	0	M	4
Kingstown	1	F	35
Kingstown	1	M	47
Kingsvale	0	F	6
Kingsvale	0	M	9
Kingsvale	1	F	87
Kingsvale	1	M	79
Kingswood (Bega Valley - NSW)	1	F	3
Kingswood (Bega Valley - NSW)	1	M	3
Kingswood (Penrith - NSW)	0	F	154
Kingswood (Penrith - NSW)	0	M	218
Kingswood (Penrith - NSW)	1	F	4576
Kingswood (Penrith - NSW)	1	M	4359
Kingswood (Tamworth Regional - NSW)	0	F	43
Kingswood (Tamworth Regional - NSW)	0	M	47
Kingswood (Tamworth Regional - NSW)	1	F	461
Kingswood (Tamworth Regional - NSW)	1	M	480
Kioloa	0	F	10
Kioloa	0	M	13
Kioloa	1	F	106
Kioloa	1	M	138
Kiora	0	M	3
Kiora	1	F	22
Kiora	1	M	30
Kippaxs	0	F	4
Kippaxs	1	F	10
Kippaxs	1	M	7
Kippenduff	1	F	13
Kippenduff	1	M	20
Kirkconnell	1	F	26
Kirkconnell	1	M	255
Kirkham	0	F	10
Kirkham	0	M	18
Kirkham	1	F	344
Kirkham	1	M	335
Kirrawee	0	F	170
Kirrawee	0	M	152
Kirrawee	1	F	4693
Kirrawee	1	M	4266
Kirribilli	0	F	96
Kirribilli	0	M	92
Kirribilli	1	F	1907
Kirribilli	1	M	1720
Kitchener	0	F	11
Kitchener	0	M	7
Kitchener	1	F	229
Kitchener	1	M	236
Klori	1	F	23
Klori	1	M	22
Knights Hill	1	F	17
Knights Hill	1	M	25
Knockrow	0	M	3
Knockrow	1	F	91
Knockrow	1	M	100
Knorrit Flat	0	M	4
Knorrit Flat	1	F	15
Knorrit Flat	1	M	9
Kogarah	0	F	184
Kogarah	0	M	181
Kogarah	1	F	7346
Kogarah	1	M	7412
Kogarah Bay	0	F	21
Kogarah Bay	0	M	18
Kogarah Bay	1	F	1000
Kogarah Bay	1	M	984
Kooba	1	F	36
Kooba	1	M	39
Kookabookra	1	F	3
Kookabookra	1	M	7
Koolewong	0	F	13
Koolewong	0	M	16
Koolewong	1	F	412
Koolewong	1	M	421
Koolkhan	0	M	4
Koolkhan	1	F	15
Koolkhan	1	M	15
Koonawarra	0	F	80
Koonawarra	0	M	72
Koonawarra	1	F	1811
Koonawarra	1	M	1704
Koonorigan	0	M	3
Koonorigan	1	F	146
Koonorigan	1	M	154
Koonyum Range	0	M	3
Koonyum Range	1	F	9
Koonyum Range	1	M	9
Koorainghat	0	F	8
Koorainghat	0	M	15
Koorainghat	1	F	90
Koorainghat	1	M	85
Koorawatha	0	F	13
Koorawatha	0	M	14
Koorawatha	1	F	191
Koorawatha	1	M	211
Kooringal (NSW)	0	F	209
Kooringal (NSW)	0	M	239
Kooringal (NSW)	1	F	3458
Kooringal (NSW)	1	M	3323
Kootingal	0	F	63
Kootingal	0	M	44
Kootingal	1	F	1046
Kootingal	1	M	974
Koraleigh	0	F	9
Koraleigh	0	M	21
Koraleigh	1	F	160
Koraleigh	1	M	164
Koreelah	1	F	37
Koreelah	1	M	35
Korora	0	F	81
Korora	0	M	74
Korora	1	F	1194
Korora	1	M	1143
Kosciuszko National Park	0	F	15
Kosciuszko National Park	0	M	11
Kosciuszko National Park	1	F	211
Kosciuszko National Park	1	M	338
Kotara	0	F	78
Kotara	0	M	86
Kotara	1	F	1922
Kotara	1	M	1839
Kotara South	0	F	15
Kotara South	0	M	15
Kotara South	1	F	551
Kotara South	1	M	519
Krambach	0	F	3
Krambach	0	M	14
Krambach	1	F	175
Krambach	1	M	187
Krawarree	0	M	4
Krawarree	1	F	21
Krawarree	1	M	16
Kremnos	0	F	7
Kremnos	0	M	3
Kremnos	1	F	71
Kremnos	1	M	94
Ku-Ring-Gai Chase	1	F	4
Ku-Ring-Gai Chase	1	M	4
Kulnura	0	F	11
Kulnura	0	M	12
Kulnura	1	F	286
Kulnura	1	M	309
Kulwin (NSW)	1	F	6
Kulwin (NSW)	1	M	3
Kunama	0	F	4
Kunama	1	F	32
Kunama	1	M	35
Kundabung	0	F	12
Kundabung	0	M	14
Kundabung	1	F	304
Kundabung	1	M	301
Kundibakh	0	F	3
Kundibakh	0	M	3
Kundibakh	1	F	39
Kundibakh	1	M	33
Kundle Kundle	0	F	5
Kundle Kundle	0	M	9
Kundle Kundle	1	F	88
Kundle Kundle	1	M	91
Kungala	0	F	3
Kungala	0	M	4
Kungala	1	F	63
Kungala	1	M	69
Kunghur	0	M	3
Kunghur	1	F	43
Kunghur	1	M	56
Kunghur Creek	1	F	22
Kunghur Creek	1	M	19
Kurmond	0	F	16
Kurmond	0	M	30
Kurmond	1	F	399
Kurmond	1	M	401
Kurnell	0	F	50
Kurnell	0	M	57
Kurnell	1	F	1072
Kurnell	1	M	1089
Kurraba Point	0	F	51
Kurraba Point	0	M	46
Kurraba Point	1	F	747
Kurraba Point	1	M	677
Kurrajong	0	F	67
Kurrajong	0	M	64
Kurrajong	1	F	1472
Kurrajong	1	M	1456
Kurrajong Heights	0	F	25
Kurrajong Heights	0	M	26
Kurrajong Heights	1	F	655
Kurrajong Heights	1	M	638
Kurrajong Hills	0	F	11
Kurrajong Hills	0	M	25
Kurrajong Hills	1	F	332
Kurrajong Hills	1	M	298
Kurri Kurri	0	F	99
Kurri Kurri	0	M	136
Kurri Kurri	1	F	2979
Kurri Kurri	1	M	2825
Kyalite	1	F	35
Kyalite	1	M	51
Kyarran	1	F	6
Kyarran	1	M	11
Kybeyan	0	M	3
Kybeyan	1	F	15
Kybeyan	1	M	20
Kyeamba	1	F	23
Kyeamba	1	M	27
Kyeemagh	0	F	20
Kyeemagh	0	M	18
Kyeemagh	1	F	455
Kyeemagh	1	M	422
Kyle Bay	0	F	32
Kyle Bay	0	M	18
Kyle Bay	1	F	494
Kyle Bay	1	M	491
Kynnumboon	0	F	5
Kynnumboon	0	M	3
Kynnumboon	1	F	55
Kynnumboon	1	M	61
Kyogle	0	F	48
Kyogle	0	M	56
Kyogle	1	F	1108
Kyogle	1	M	992
La Perouse	0	F	16
La Perouse	0	M	12
La Perouse	1	F	188
La Perouse	1	M	185
Lacmalac	0	F	3
Lacmalac	0	M	3
Lacmalac	1	F	70
Lacmalac	1	M	77
Lade Vale	0	F	5
Lade Vale	0	M	6
Lade Vale	1	F	55
Lade Vale	1	M	62
Ladysmith	0	F	17
Ladysmith	0	M	7
Ladysmith	1	F	163
Ladysmith	1	M	164
Laffing Waters	0	F	6
Laffing Waters	1	F	57
Laffing Waters	1	M	48
Laggan	0	F	7
Laggan	0	M	8
Laggan	1	F	161
Laggan	1	M	178
Lagoon Grass	1	F	26
Lagoon Grass	1	M	27
Laguna	0	F	10
Laguna	0	M	18
Laguna	1	F	92
Laguna	1	M	97
Lake Albert (NSW)	0	F	225
Lake Albert (NSW)	0	M	212
Lake Albert (NSW)	1	F	2964
Lake Albert (NSW)	1	M	2791
Lake Bathurst	0	M	3
Lake Bathurst	1	F	96
Lake Bathurst	1	M	130
Lake Brewster	1	F	3
Lake Brewster	1	M	8
Lake Burrendong	1	F	3
Lake Burrendong	1	M	4
Lake Cargelligo	0	F	47
Lake Cargelligo	0	M	52
Lake Cargelligo	1	F	700
Lake Cargelligo	1	M	675
Lake Cathie	0	F	120
Lake Cathie	0	M	137
Lake Cathie	1	F	1673
Lake Cathie	1	M	1563
Lake Conjola	0	F	19
Lake Conjola	0	M	25
Lake Conjola	1	F	189
Lake Conjola	1	M	208
Lake Cowal	1	F	19
Lake Cowal	1	M	23
Lake George	0	F	3
Lake George	0	M	5
Lake George	1	F	47
Lake George	1	M	48
Lake Haven	0	F	86
Lake Haven	0	M	91
Lake Haven	1	F	1859
Lake Haven	1	M	1538
Lake Heights	0	F	81
Lake Heights	0	M	94
Lake Heights	1	F	1844
Lake Heights	1	M	1816
Lake Hume Village	0	M	3
Lake Hume Village	1	F	24
Lake Hume Village	1	M	28
Lake Illawarra	0	F	78
Lake Illawarra	0	M	82
Lake Illawarra	1	F	1555
Lake Illawarra	1	M	1442
Lake Innes	0	F	9
Lake Innes	0	M	8
Lake Innes	1	F	203
Lake Innes	1	M	208
Lake Munmorah	0	F	131
Lake Munmorah	0	M	117
Lake Munmorah	1	F	2571
Lake Munmorah	1	M	2431
Lake Tabourie	0	F	25
Lake Tabourie	0	M	25
Lake Tabourie	1	F	299
Lake Tabourie	1	M	309
Lake Wyangan	0	F	16
Lake Wyangan	0	M	23
Lake Wyangan	1	F	421
Lake Wyangan	1	M	441
Lakelands (NSW)	0	F	41
Lakelands (NSW)	0	M	39
Lakelands (NSW)	1	F	702
Lakelands (NSW)	1	M	650
Lakemba	0	F	178
Lakemba	0	M	195
Lakemba	1	F	7656
Lakemba	1	M	9001
Lakesland	0	F	8
Lakesland	0	M	6
Lakesland	1	F	208
Lakesland	1	M	209
Lakewood	0	F	50
Lakewood	0	M	47
Lakewood	1	F	562
Lakewood	1	M	532
Lalalty	0	M	3
Lalalty	1	F	46
Lalalty	1	M	47
Lalor Park	0	F	107
Lalor Park	0	M	125
Lalor Park	1	F	3754
Lalor Park	1	M	3686
Lambs Valley (Glen Innes Severn - NSW)	0	F	3
Lambs Valley (Glen Innes Severn - NSW)	0	M	5
Lambs Valley (Glen Innes Severn - NSW)	1	F	40
Lambs Valley (Glen Innes Severn - NSW)	1	M	44
Lambs Valley (Singleton - NSW)	0	F	9
Lambs Valley (Singleton - NSW)	0	M	15
Lambs Valley (Singleton - NSW)	1	F	182
Lambs Valley (Singleton - NSW)	1	M	165
Lambton	0	F	113
Lambton	0	M	115
Lambton	1	F	2447
Lambton	1	M	2226
Landervale	1	F	9
Landervale	1	M	13
Lane Cove	0	F	202
Lane Cove	0	M	210
Lane Cove	1	F	5474
Lane Cove	1	M	4924
Lane Cove North	0	F	187
Lane Cove North	0	M	185
Lane Cove North	1	F	5733
Lane Cove North	1	M	5338
Lane Cove West	0	F	31
Lane Cove West	0	M	38
Lane Cove West	1	F	1303
Lane Cove West	1	M	1261
Langley Vale	1	F	22
Langley Vale	1	M	19
Lanitza	0	F	3
Lanitza	0	M	4
Lanitza	1	F	133
Lanitza	1	M	154
Lankeys Creek	0	F	5
Lankeys Creek	0	M	3
Lankeys Creek	1	F	16
Lankeys Creek	1	M	20
Lansdowne (Canterbury-Bankstown - NSW)	1	F	7
Lansdowne (Canterbury-Bankstown - NSW)	1	M	10
Lansdowne (Mid-Coast - NSW)	0	F	19
Lansdowne (Mid-Coast - NSW)	0	M	14
Lansdowne (Mid-Coast - NSW)	1	F	281
Lansdowne (Mid-Coast - NSW)	1	M	279
Lansdowne Forest	1	F	3
Lansdowne Forest	1	M	3
Lansvale	0	F	35
Lansvale	0	M	55
Lansvale	1	F	1182
Lansvale	1	M	1295
Lapstone	0	F	31
Lapstone	0	M	35
Lapstone	1	F	445
Lapstone	1	M	456
Larbert	1	F	16
Larbert	1	M	26
Largs	0	F	29
Largs	0	M	49
Largs	1	F	961
Largs	1	M	901
Larnook	0	F	10
Larnook	0	M	16
Larnook	1	F	171
Larnook	1	M	173
Larras Lee	1	F	32
Larras Lee	1	M	37
Laughtondale	0	M	5
Laughtondale	1	F	38
Laughtondale	1	M	44
Laurel Hill	1	F	9
Laurel Hill	1	M	6
Laurieton	0	F	61
Laurieton	0	M	50
Laurieton	1	F	1008
Laurieton	1	M	876
Lavadia	1	F	12
Lavadia	1	M	9
Lavender Bay	0	F	34
Lavender Bay	0	M	22
Lavender Bay	1	F	457
Lavender Bay	1	M	428
Laverstock	1	F	12
Laverstock	1	M	17
Lavington	0	F	347
Lavington	0	M	370
Lavington	1	F	6113
Lavington	1	M	5639
Lawrence (NSW)	0	F	37
Lawrence (NSW)	0	M	33
Lawrence (NSW)	1	F	481
Lawrence (NSW)	1	M	489
Lawson (NSW)	0	F	73
Lawson (NSW)	0	M	64
Lawson (NSW)	1	F	1309
Lawson (NSW)	1	M	1168
Leadville	0	F	4
Leadville	0	M	6
Leadville	1	F	66
Leadville	1	M	87
Leconfield	0	F	3
Leconfield	0	M	3
Leconfield	1	F	65
Leconfield	1	M	73
Leeton	0	F	184
Leeton	0	M	257
Leeton	1	F	4201
Leeton	1	M	3981
Leets Vale	1	F	21
Leets Vale	1	M	35
Leeville	0	F	7
Leeville	0	M	6
Leeville	1	F	115
Leeville	1	M	121
Legume	0	F	3
Legume	1	F	75
Legume	1	M	79
Leichhardt (NSW)	0	F	326
Leichhardt (NSW)	0	M	302
Leichhardt (NSW)	1	F	7283
Leichhardt (NSW)	1	M	6715
Lemington	0	M	3
Lemington	1	F	3
Lemington	1	M	3
Lemon Tree	1	F	26
Lemon Tree	1	M	29
Lemon Tree Passage	0	F	76
Lemon Tree Passage	0	M	92
Lemon Tree Passage	1	F	1194
Lemon Tree Passage	1	M	1236
Lenaghan	1	F	27
Lenaghan	1	M	25
Lennox Head	0	F	190
Lennox Head	0	M	222
Lennox Head	1	F	3154
Lennox Head	1	M	2842
Leonay	0	F	52
Leonay	0	M	50
Leonay	1	F	1221
Leonay	1	M	1190
Leppington	0	F	73
Leppington	0	M	64
Leppington	1	F	1642
Leppington	1	M	1720
Lerida	1	F	14
Lerida	1	M	13
Lethbridge Park	0	F	82
Lethbridge Park	0	M	99
Lethbridge Park	1	F	2361
Lethbridge Park	1	M	2207
Leumeah	0	F	155
Leumeah	0	M	180
Leumeah	1	F	4832
Leumeah	1	M	4672
Leura	0	F	156
Leura	0	M	154
Leura	1	F	2268
Leura	1	M	2063
Levenstrath	1	F	20
Levenstrath	1	M	21
Lewinsbrook	0	F	3
Lewinsbrook	0	M	3
Lewinsbrook	1	F	17
Lewinsbrook	1	M	19
Lewis Ponds	0	F	3
Lewis Ponds	1	F	79
Lewis Ponds	1	M	65
Lewisham (NSW)	0	F	71
Lewisham (NSW)	0	M	58
Lewisham (NSW)	1	F	1564
Lewisham (NSW)	1	M	1468
Leycester	0	M	3
Leycester	1	F	75
Leycester	1	M	67
Liberty Grove	0	F	19
Liberty Grove	0	M	16
Liberty Grove	1	F	1125
Liberty Grove	1	M	1095
Lidcombe	0	F	230
Lidcombe	0	M	292
Lidcombe	1	F	9268
Lidcombe	1	M	9835
Lidsdale	0	F	14
Lidsdale	0	M	20
Lidsdale	1	F	186
Lidsdale	1	M	210
Lidster	0	F	8
Lidster	0	M	14
Lidster	1	F	137
Lidster	1	M	147
Lightning Ridge	0	F	75
Lightning Ridge	0	M	109
Lightning Ridge	1	F	969
Lightning Ridge	1	M	1126
Lilli Pilli (Eurobodalla - NSW)	0	F	25
Lilli Pilli (Eurobodalla - NSW)	0	M	22
Lilli Pilli (Eurobodalla - NSW)	1	F	312
Lilli Pilli (Eurobodalla - NSW)	1	M	270
Lilli Pilli (Sutherland Shire - NSW)	0	F	31
Lilli Pilli (Sutherland Shire - NSW)	0	M	27
Lilli Pilli (Sutherland Shire - NSW)	1	F	672
Lilli Pilli (Sutherland Shire - NSW)	1	M	664
Lillian Rock	0	F	18
Lillian Rock	0	M	3
Lillian Rock	1	F	101
Lillian Rock	1	M	96
Lilydale (NSW)	1	F	14
Lilydale (NSW)	1	M	16
Lilyfield	0	F	158
Lilyfield	0	M	151
Lilyfield	1	F	3844
Lilyfield	1	M	3464
Lilyvale (NSW)	1	M	3
Limbri	0	F	7
Limbri	0	M	5
Limbri	1	F	45
Limbri	1	M	53
Limeburners Creek (Mid-Coast - NSW)	0	F	3
Limeburners Creek (Mid-Coast - NSW)	0	M	13
Limeburners Creek (Mid-Coast - NSW)	1	F	159
Limeburners Creek (Mid-Coast - NSW)	1	M	157
Limeburners Creek (Port Macquarie-Hastings - NSW)	1	F	3
Limeburners Creek (Port Macquarie-Hastings - NSW)	1	M	7
Limekilns	1	F	58
Limekilns	1	M	54
Limerick	0	M	3
Limerick	1	F	21
Limerick	1	M	21
Limestone (NSW)	1	F	4
Limpinwood	0	F	3
Limpinwood	0	M	3
Limpinwood	1	F	106
Limpinwood	1	M	105
Linburn	1	F	26
Linburn	1	M	30
Linden (NSW)	0	F	6
Linden (NSW)	0	M	12
Linden (NSW)	1	F	230
Linden (NSW)	1	M	243
Lindendale	0	F	7
Lindendale	0	M	5
Lindendale	1	F	112
Lindendale	1	M	115
Lindesay	1	F	6
Lindesay	1	M	7
Lindesay Creek	1	F	13
Lindesay Creek	1	M	11
Lindfield	0	F	151
Lindfield	0	M	183
Lindfield	1	F	4899
Lindfield	1	M	4558
